role_1,role_2
11240,13511
7213,7282
7215,7219
7214,7250
7214,7249
7215,7218
7215,7225
7213,7287
7215,7224
7216,7193
7215,7223
8800,7245
7215,7222
7215,7229
7216,7198
7214,7259
7215,7228
7215,7227
7215,7226
8800,7242
7216,7202
7215,7233
7213,7295
7216,7201
7215,7232
7214,7263
7213,7294
7215,7231
7215,7230
7214,7261
7216,7206
7214,7268
7215,7237
7214,7267
7215,7236
7215,7235
7214,7266
8800,7249
7215,7234
7216,7203
7215,7241
7213,7303
7215,7240
1401,7249
7214,7270
7215,7239
8800,7261
7215,7238
7214,7269
7215,7245
7214,7276
7215,7244
7215,7243
7216,7212
7215,7242
7216,7211
7215,7249
7216,7217
7215,7248
7215,7247
7216,7215
7215,7246
7214,7277
7217,7191
7215,7253
7214,7284
7215,7252
7217,7190
7217,7189
7216,7220
7216,7219
7215,7250
8800,7266
7215,7257
7217,7194
7216,7224
7217,7193
7214,7286
8800,7277
7217,7192
7215,7254
7215,7261
7216,7230
7215,7260
7217,7198
7214,7291
7216,7229
7215,7259
7214,7290
7216,7228
7215,7258
7217,7196
7215,7265
7217,7203
7214,7296
7217,7202
7215,7264
7214,7295
7216,7232
7215,7263
7217,7201
7214,7294
7215,7262
7216,7231
7214,7293
7217,7200
7215,7269
7217,7207
7216,7238
11236,13684
7214,7300
7215,7268
7217,7206
7216,7237
7217,7205
7215,7267
8802,7219
7215,7266
7217,7211
7216,7242
7217,7210
7214,7303
7215,7272
7217,7209
10185,13511
7214,7302
7215,7271
7217,7208
7215,7270
7216,7239
8803,7201
7215,7277
7216,7246
7217,7215
7217,7214
7215,7276
7216,7244
7217,7213
7215,7275
8803,7196
7217,7212
7215,7274
7217,7219
7216,7250
8803,7206
7217,7218
7216,7249
7215,7279
7215,7278
7217,7216
7216,7254
7217,7222
7215,7284
7215,7283
7217,7220
7215,7282
7218,7189
7215,7289
7217,7227
7217,7226
7215,7288
8803,7215
7217,7225
7215,7287
7215,7286
7217,7224
7218,7193
8803,7217
7215,7293
7217,7231
7217,7230
7215,7292
7217,7229
7215,7291
7216,7259
7217,7228
7215,7290
7217,7235
7215,7297
7217,7234
7215,7296
7218,7203
7217,7233
7215,7295
7218,7201
7215,7294
7217,7232
7216,7270
7217,7239
7215,7301
8802,7249
7217,7238
7216,7269
7215,7300
8803,7219
7217,7237
7215,7299
7216,7267
7217,7236
7218,7205
7215,7305
7217,7243
7218,7212
8802,7261
7217,7242
7218,7211
7215,7304
7215,7303
7217,7241
7216,7272
7218,7210
8803,7232
7217,7240
7215,7302
7215,7309
7217,7247
7218,7215
7217,7246
7215,7308
7216,7277
8275,7212
7217,7244
7216,7282
7217,7251
7219,7189
7218,7219
7217,7249
3519,7201
7217,7248
7218,7217
7219,7193
7219,7192
7219,7191
7217,7253
7216,7284
7219,7190
7219,7197
7217,7259
7219,7196
7218,7227
7217,7257
7219,7195
9658,13511
7219,7194
7216,7287
7217,7256
8803,7249
7219,7201
7216,7294
7217,7262
7219,7200
7218,7231
7217,7261
7219,7198
7216,7291
7217,7260
7218,7229
7217,7267
7219,7204
7217,7266
7219,7203
7217,7265
7218,7234
3519,7217
7219,7202
7217,7264
7216,7295
7219,7209
7217,7271
7218,7240
7219,7208
7217,7270
7219,7207
7217,7269
7217,7268
7219,7206
7219,7213
13562,7191
7218,7244
7217,7274
7219,7212
8805,7201
7219,7211
7217,7273
7218,7242
7219,7210
13562,7190
7216,7303
7218,7241
7219,7217
7218,7248
3520,7196
7219,7216
7219,7215
7217,7277
7217,7276
7219,7214
8803,7261
7220,7190
7217,7283
7219,7221
13562,7199
7219,7220
7217,7282
7220,7189
13562,7200
7217,7281
8802,7303
7218,7250
7218,7249
7219,7218
13562,7198
8805,7211
7219,7225
7220,7194
7220,7193
7219,7224
7217,7286
7220,7192
13562,7193
7219,7223
8805,7206
7219,7222
7220,7191
7217,7284
7218,7253
13562,7194
7220,7198
7217,7291
7219,7229
7218,7260
7220,7197
7219,7228
8805,7217
7219,7227
7217,7289
7220,7196
13562,7205
7218,7257
7220,7195
7217,7288
7219,7226
7220,7202
7217,7295
7219,7233
13562,7203
8805,7212
3520,7212
7219,7232
7220,7201
7217,7294
7219,7231
7220,7200
7219,7230
7220,7199
7217,7292
8805,7215
7219,7237
7220,7206
13562,7215
7219,7236
3520,7215
7218,7267
7220,7204
7217,7297
7219,7235
7220,7203
7217,7296
7219,7234
13562,7214
7219,7241
7220,7210
7217,7303
13562,7211
7217,7302
7220,7209
13562,7212
7219,7239
7220,7208
7219,7238
7220,7207
13562,7210
7218,7269
7219,7245
7220,7214
7218,7276
13562,7223
7220,7213
7219,7244
7218,7275
13562,7224
7219,7243
7217,7305
7220,7212
7219,7242
7220,7211
7218,7273
13562,7222
7219,7249
3520,7228
7220,7217
7219,7248
13563,7189
7220,7216
7219,7247
13562,7217
7219,7246
7220,7215
7220,7222
7221,7191
7220,7221
7221,7190
7219,7252
13562,7232
7221,7189
7219,7251
13563,7198
7218,7282
7219,7250
7220,7219
7218,7281
13562,7230
5955,13666
7219,7257
7218,7288
7220,7226
7219,7256
7221,7194
7220,7225
13562,7228
7221,7193
7220,7224
7219,7254
7220,7223
7220,7230
7219,7261
7221,7199
8278,7201
7220,7229
7221,7198
8805,7249
7219,7259
3520,7242
7220,7228
7220,7227
13563,7207
7220,7234
7219,7265
13562,7235
7221,7203
7218,7296
7220,7233
7218,7295
7219,7264
7219,7263
7220,7232
7221,7201
13562,7233
7218,7294
7219,7262
7221,7200
7220,7231
6162,7261
7219,7269
7220,7238
12826,13679
7221,7207
7220,7237
7219,7268
7219,7267
7221,7205
13562,7245
13563,7214
7219,7266
7220,7235
13563,7215
7220,7242
7221,7211
13563,7212
7218,7304
7221,7210
7218,7303
7219,7271
13563,7210
7220,7239
7219,7270
13562,7242
13563,7211
7220,7246
7221,7215
7219,7277
7219,7276
7220,7245
11769,13684
13562,7256
7219,7275
9655,13684
7220,7244
7220,7243
7221,7212
13562,7254
7221,7219
7220,7250
7220,7249
13562,7252
8805,7261
13562,7249
7219,7278
8807,7201
7221,7223
7219,7285
7220,7254
13562,7263
7222,7192
13563,7232
7219,7284
7222,7191
3519,7294
13562,7264
7221,7220
7220,7251
7222,7189
7219,7282
13563,7231
7219,7289
13562,7259
7219,7288
7222,7194
7220,7256
13562,7257
7221,7224
7222,7193
7219,7286
7220,7255
7219,7293
7220,7262
7221,7231
7220,7261
7221,7230
8807,7219
7222,7198
7219,7291
7220,7260
7220,7259
7219,7290
13562,7270
7220,7266
7221,7235
7219,7297
13562,7267
7220,7265
13562,7268
7222,7203
7219,7296
7219,7295
7220,7264
7219,7294
7222,7201
10718,13511
7220,7263
7221,7232
13563,7235
8807,7217
7222,7208
7220,7270
7221,7239
7220,7269
13563,7249
7222,7206
7220,7268
7221,7237
7220,7267
13563,7247
7219,7305
7222,7212
13562,7275
7220,7273
7221,7242
7222,7211
7222,7210
7220,7272
13562,7273
13563,7242
7219,7303
7219,7302
7220,7271
7220,7278
7222,7215
7220,7277
7221,7246
7222,7214
7221,7245
7220,7276
7220,7275
7222,7213
7221,7244
13565,7193
7223,7189
7222,7220
7220,7282
13562,7283
7221,7251
7220,7281
7222,7219
7221,7249
7220,7280
13563,7250
7222,7217
9133,13511
13565,7189
7220,7279
7222,7224
7220,7286
13562,7295
8807,7242
7222,7223
13565,7203
7223,7191
7220,7284
7223,7190
13562,7294
7221,7259
7220,7290
13562,7291
13565,7198
13564,7230
13562,7292
7222,7225
7223,7194
7220,7287
7222,7232
7223,7201
7220,7294
13562,7303
13565,7210
7221,7262
7223,7200
7222,7231
7220,7293
13565,7211
7220,7292
7223,7199
13562,7301
7223,7198
7220,7291
7221,7267
13563,7268
13562,7299
7222,7236
8278,7261
7220,7297
13562,7300
7222,7234
9662,13511
13563,7266
7223,7203
7221,7265
7222,7233
7220,7295
8807,7249
7221,7271
7220,7302
13564,7249
7220,7301
7221,7270
7220,7300
7221,7268
13565,7217
8807,7261
13562,7307
13565,7214
7223,7212
7220,7305
13565,7215
7222,7242
7220,7304
13565,7212
7223,7211
7223,7210
7220,7303
7221,7279
7221,7278
7222,7247
7223,7215
7220,7308
7220,7307
7222,7245
7223,7221
7224,7190
7223,7220
7224,7189
7221,7282
7223,7219
7222,7249
7221,7280
7221,7287
7224,7194
7224,7193
7223,7224
13565,7235
13563,7294
7224,7192
7224,7191
7223,7222
13563,7295
7224,7198
7222,7259
7224,7197
7224,7196
13565,7228
7222,7257
7224,7195
13565,7229
13563,7291
7224,7202
7221,7295
13565,7242
7224,7201
7221,7294
7224,7200
7222,7262
7224,7199
7222,7261
13563,7303
7223,7237
7224,7206
7222,7267
7224,7204
8278,7295
7222,7266
7224,7203
7222,7272
7224,7210
7224,7209
7224,7208
7221,7300
7224,7207
7222,7269
13565,7249
7224,7214
7223,7245
7222,7276
7224,7213
13565,7247
7224,7212
7221,7305
7224,7211
7223,7242
13565,7245
7223,7249
7224,7217
8810,7206
7224,7216
4053,7212
7222,7277
7224,7215
13565,7257
7224,7222
7225,7191
4052,7249
8810,7201
7224,7221
7224,7220
13565,7252
7222,7281
7224,7219
7224,7226
13564,7297
13565,7266
7222,7287
7224,7225
7225,7193
7222,7286
7225,7192
7224,7223
7224,7230
13358,13679
7225,7198
7222,7291
7224,7229
7224,7228
7225,7197
13564,7291
7224,7227
7225,7203
7222,7296
7225,7202
7224,7233
7222,7295
7224,7232
7225,7201
7222,7294
7223,7263
7225,7200
7224,7231
7224,7238
9664,13511
8810,7217
7225,7206
7224,7237
7223,7268
7223,7267
7224,7236
13565,7269
7224,7235
7224,7242
7225,7211
7224,7241
7223,7272
7225,7210
7222,7303
7225,7209
7225,7208
7222,7301
7224,7246
7225,7215
7225,7214
7224,7245
7224,7244
7225,7212
7222,7305
13565,7277
7225,7219
7223,7281
7224,7250
7224,7249
7225,7217
7223,7279
7224,7247
7223,7278
7224,7254
3523,7295
13565,7286
7225,7222
7223,7284
7225,7220
7223,7282
7226,7189
7223,7287
7225,7224
10722,13511
7226,7193
7224,7262
13565,7294
7224,7261
13565,7295
8810,7242
7225,7229
7226,7198
7224,7260
13565,7292
7223,7291
7224,7259
13565,7293
7224,7266
8812,7191
7224,7265
4055,7201
4052,7294
7226,7203
7224,7264
7225,7233
7223,7295
8812,7193
7226,7201
7225,7232
7224,7263
8812,7194
7224,7270
7223,7301
7226,7208
8810,7249
7224,7269
13565,7303
7226,7207
7225,7237
7224,7268
7224,7267
4055,7203
7226,7205
7226,7212
8810,7261
7225,7242
7226,7211
7224,7272
10717,13683
7223,7303
7224,7271
7226,7209
7224,7278
7225,7247
4055,7212
7226,7215
7224,7277
4052,7303
4055,7210
7224,7276
7226,7214
4055,7211
7224,7275
8812,7198
7226,7220
7224,7281
7226,7219
8812,7208
7225,7249
7226,7217
4055,7215
5638,7294
7224,7279
7226,7224
7224,7285
7227,7192
7224,7284
8812,7215
7226,7227
7227,7196
9666,13511
8812,7217
7224,7287
7227,7201
7224,7294
7226,7232
7224,7293
7226,7230
7225,7261
7226,7229
7224,7291
7227,7198
7226,7236
7225,7267
7227,7205
7226,7235
7226,7234
7227,7203
7224,7295
7226,7233
8812,7219
7224,7301
7225,7269
7224,7300
7227,7213
7224,7305
7227,7212
8810,7295
9138,13511
7227,7211
7226,7242
7022,13565
7224,7303
7226,7241
7227,7217
7227,7215
7225,7277
7225,7276
7226,7245
4055,7249
7227,7220
7227,7219
7226,7250
7226,7249
7227,7218
8812,7242
7756,7210
7228,7193
7225,7286
7227,7224
7228,7191
7225,7284
7226,7253
7227,7229
7228,7198
7226,7260
10724,13511
7226,7259
7228,7196
8812,7249
7227,7226
7228,7201
7227,7232
4055,7261
7227,7231
6171,7198
7227,7236
7228,7205
7226,7266
7227,7234
7228,7203
7756,7219
7228,7210
7225,7302
7227,7240
7225,7301
7228,7208
7226,7270
7228,7207
7226,7269
7227,7245
7228,7212
4055,7270
7228,7211
7227,7249
7228,7217
7227,7247
7228,7216
7226,7278
7228,7215
7226,7277
7229,7191
7226,7283
7228,7220
7229,7189
7228,7219
7227,7250
11247,13703
8812,7267
7228,7224
7226,7286
7227,7261
7229,7198
7227,7260
7229,7203
7228,7233
6171,7232
7226,7295
7229,7201
7228,7232
7226,7294
7226,7293
7228,7238
7229,7207
7226,7300
7227,7269
7229,7206
4055,7294
7229,7205
4055,7295
7228,7242
7229,7211
7226,7303
7229,7210
7229,7209
7229,7208
7228,7246
7229,7215
7227,7277
7228,7245
7227,7276
7229,7214
7229,7212
7227,7281
7228,7250
7229,7219
7228,7249
7229,7218
7229,7217
7229,7216
7228,7247
7230,7191
7228,7253
7227,7282
7229,7220
7230,7196
7229,7227
7229,7226
7229,7225
7230,7193
7229,7224
7229,7231
7230,7199
7230,7198
7227,7291
7230,7197
7228,7259
7228,7266
7229,7235
7229,7234
7230,7203
7228,7264
7227,7295
7230,7201
7229,7232
7227,7294
7228,7269
7230,7207
7229,7238
7228,7268
8287,7212
7229,7237
7228,7267
7229,7236
10720,13709
7230,7212
7230,7211
7227,7304
7229,7242
7230,7210
7227,7303
7230,7209
7229,7240
7229,7247
7230,7216
7230,7215
7228,7277
7229,7246
7230,7214
4059,7211
7229,7244
7230,7220
7231,7189
7229,7251
7230,7219
7229,7250
7229,7249
7228,7280
7230,7217
7229,7248
7230,7224
7231,7193
4059,7220
7229,7254
7228,7285
7228,7284
7229,7253
7231,7191
7230,7221
7228,7290
7229,7259
7231,7196
7230,7226
7229,7257
7231,7194
7756,7303
7229,7256
7230,7232
7231,7201
7229,7263
7228,7294
7231,7200
7230,7231
7228,7292
8817,7190
7231,7198
7229,7260
10727,13511
7231,7205
7229,7266
7229,7265
7231,7203
7230,7234
7228,7295
7231,7208
7229,7270
4060,7203
7230,7238
7229,7269
7231,7207
8817,7198
7230,7237
7231,7206
7228,7299
7230,7244
7231,7213
7231,7212
4060,7210
7231,7211
7230,7242
6171,7303
7228,7304
8817,7194
7231,7210
7228,7303
7231,7217
7230,7248
7229,7279
7231,7216
7229,7277
7231,7215
4060,7211
10193,13703
7231,7214
4060,7212
7230,7245
10199,13511
7231,7221
7230,7252
7232,7189
11256,13511
7229,7282
7231,7220
8817,7201
8287,7247
7231,7219
4060,7215
7230,7250
7229,7281
7230,7249
7231,7218
7232,7194
7232,7193
7231,7224
7229,7286
7230,7254
4060,7219
7232,7191
4060,7220
7231,7222
7229,7284
8817,7215
7232,7198
7229,7291
7231,7229
7230,7259
7232,7197
7232,7196
7231,7227
7230,7258
7232,7195
4060,7224
7230,7257
8817,7211
7232,7202
7229,7295
7231,7233
7232,7201
7231,7232
7230,7263
7229,7294
7230,7262
7232,7200
7229,7293
7230,7261
7232,7199
7231,7230
7232,7206
7230,7268
4060,7234
7231,7236
7230,7267
8817,7217
7232,7204
10194,13684
7231,7235
7230,7266
7229,7297
7232,7203
7231,7234
4060,7232
10194,13683
7229,7296
8817,7219
7231,7241
7232,7210
7229,7303
8817,7228
7231,7240
7230,7270
4060,7235
11257,13511
7229,7301
7230,7269
7232,7207
7229,7300
7231,7245
7232,7214
7232,7213
4060,7242
12837,13679
7232,7212
7232,7211
7230,7273
7231,7242
7229,7304
7231,7249
7231,7248
7232,7217
7230,7279
7232,7216
7231,7247
7230,7278
7232,7215
7231,7246
7230,7277
7229,7308
7230,7284
7233,7191
7232,7222
4060,7249
7231,7253
4060,7250
7232,7221
7231,7252
7232,7220
7231,7251
7232,7219
7230,7281
7231,7250
7232,7226
7231,7257
7232,7225
7230,7287
7231,7256
7233,7193
7232,7224
7231,7255
7231,7254
7232,7230
7231,7261
7230,7292
7233,7199
7233,7198
7232,7229
7231,7260
7230,7291
7232,7228
7231,7259
4062,7193
7233,7196
7232,7227
7232,7234
7233,7203
7232,7233
7230,7295
7233,7201
7230,7294
7231,7263
7232,7231
7230,7293
7231,7262
7231,7269
7232,7238
4062,7203
7230,7300
7233,7206
7232,7237
4060,7266
8817,7249
7231,7267
7232,7235
4060,7264
7231,7266
7232,7242
7231,7273
4060,7269
4060,7270
7233,7210
7230,7303
7231,7272
8817,7261
7231,7271
7232,7239
7231,7270
7233,7208
7232,7246
7233,7215
4062,7211
12838,13679
7231,7277
7232,7245
4062,7212
7233,7214
7231,7276
7232,7244
7230,7305
7233,7212
7231,7274
7233,7219
4060,7277
7232,7250
7231,7281
8817,7268
7232,7249
7233,7217
4061,7244
7231,7279
7232,7247
7231,7278
7232,7254
9144,13511
7233,7222
7234,7191
7231,7284
7232,7252
7233,7220
7232,7251
4061,7249
7231,7282
7234,7189
8817,7267
4060,7286
7233,7226
7233,7225
7234,7194
7233,7224
7232,7255
7234,7193
7231,7286
7232,7262
7231,7293
7233,7231
7232,7261
7231,7292
7231,7291
3534,7212
7234,7198
7233,7228
7232,7259
7232,7266
7231,7297
7231,7296
4060,7294
7234,7203
4063,7198
7231,7295
7233,7232
7234,7201
7231,7294
7232,7270
4062,7235
7231,7301
7232,7269
7231,7300
7234,7207
7232,7268
4060,7295
7232,7267
8817,7283
7234,7212
7232,7274
7234,7211
7233,7242
7231,7304
7234,7210
7232,7272
7231,7303
7233,7241
8820,7201
4060,7300
10202,13511
7232,7271
4063,7212
7232,7277
7233,7246
7234,7215
7231,7308
4060,7303
7234,7214
7231,7306
7234,7213
8820,7198
7234,7220
7234,7219
8820,7208
7233,7249
7234,7218
7234,7217
4063,7215
7232,7286
7232,7285
4062,7252
7232,7284
7234,7222
4062,7249
7235,7191
7233,7252
4063,7219
7233,7259
7232,7290
7232,7289
7233,7258
7234,7227
7234,7226
11254,13684
7233,7257
7232,7287
7233,7256
7235,7201
7232,7294
7234,7232
4062,7259
7234,7231
8820,7212
7232,7293
7232,7292
7233,7261
7234,7230
7234,7229
7235,7198
7232,7291
7233,7267
7234,7236
7233,7266
7235,7203
7233,7265
4062,7261
3855,13679
7232,7295
8820,7219
7234,7240
7233,7270
7232,7301
7235,7208
7235,7207
7233,7269
4064,7203
7232,7300
7233,7268
7235,7213
7232,7305
7235,7212
11260,13511
7235,7211
7234,7242
7233,7273
7235,7210
7232,7303
7234,7241
7235,7217
7234,7248
7235,7215
7233,7277
7235,7214
4064,7212
7234,7245
7235,7221
4063,7249
7235,7220
7233,7282
7235,7219
7234,7249
7236,7193
7233,7286
7235,7224
7233,7284
7236,7191
7234,7253
7233,7291
7236,7198
7234,7260
7235,7229
7233,7290
7234,7259
8820,7249
10198,13684
11255,13684
7235,7226
7233,7295
7235,7232
7236,7201
7234,7263
7233,7294
7234,7262
7235,7231
7233,7292
7235,7237
7236,7205
7234,7267
7234,7266
7236,7203
7236,7210
7235,7241
7233,7303
7234,7270
7236,7207
7234,7269
7235,7244
7236,7212
7235,7242
7236,7211
7235,7249
7236,7217
7235,7247
7234,7277
7236,7215
7237,7191
7234,7284
7236,7222
7237,7190
7237,7189
7234,7282
7236,7219
7235,7250
7234,7281
7236,7226
11255,13703
7237,7194
7235,7256
7236,7224
7237,7193
7235,7254
7237,7199
7235,7261
11256,13684
7236,7229
7237,7198
7234,7291
7235,7259
7236,7227
7237,7196
7234,7289
7236,7234
7237,7203
7234,7296
7237,7202
7235,7264
7234,7295
7237,7201
4064,7259
7235,7263
7234,7294
7237,7200
7236,7231
7235,7269
7234,7300
7235,7268
7235,7267
7235,7266
8294,7212
7234,7297
7237,7211
7236,7242
7234,7304
7235,7273
7237,7210
7234,7303
7235,7270
7237,7208
8820,7286
7237,7215
7235,7277
7234,7308
7235,7276
7234,7305
7237,7212
4063,7303
7235,7274
7237,7219
7236,7249
7237,7217
8820,7294
7237,7216
7237,7223
8820,7303
7235,7284
7236,7253
7237,7221
7237,7220
7235,7282
7236,7257
7238,7194
7237,7225
3333,13563
7238,7193
7237,7224
3333,13562
7235,7286
7237,7230
7238,7198
7237,7229
7235,7291
7238,7197
7237,7235
7238,7203
7235,7295
7238,7201
7237,7232
10734,13511
7235,7294
7237,7238
7235,7300
7236,7269
7238,7212
7235,7305
7238,7211
7237,7242
7235,7303
7238,7216
7236,7277
7238,7215
7237,7246
7237,7245
4064,7303
7238,7214
7237,7244
7237,7251
7238,7220
7238,7219
7236,7281
7237,7249
7237,7248
7238,7217
10206,13511
7237,7255
7238,7224
3539,7203
7237,7259
7238,7228
7239,7194
7238,7232
7239,7201
3539,7211
7236,7294
7237,7263
7239,7200
7237,7261
7238,7230
7239,7198
7238,7229
7237,7267
10735,13511
3539,7214
9678,13511
7239,7203
7236,7295
3539,7219
7237,7271
7239,7208
7237,7270
7237,7269
7239,7207
8825,7198
7238,7237
7237,7268
7238,7244
7768,7198
7239,7212
7239,7211
7238,7242
7236,7304
7238,7241
7236,7303
7239,7217
7237,7279
7239,7216
7237,7278
7238,7246
7239,7215
7237,7277
7239,7221
7239,7220
7240,7189
7237,7281
7239,7219
8825,7202
7237,7280
7238,7249
7237,7287
7237,7286
7238,7254
3539,7237
7240,7191
8825,7215
8825,7208
7238,7259
7768,7212
7237,7295
7238,7264
7240,7201
3540,7211
7239,7232
7237,7294
7238,7261
7240,7205
7238,7267
8825,7217
3539,7249
7238,7266
8825,7219
7237,7303
3539,7250
7237,7301
7238,7270
7240,7208
7238,7269
7238,7275
7768,7228
7239,7249
9145,13700
7240,7218
7240,7217
7240,7215
7238,7277
7238,7284
7239,7252
898,7215
7238,7282
13374,13679
7240,7229
4070,7193
7239,7259
7240,7227
7240,7234
7241,7203
7238,7295
7238,7294
7240,7231
9680,13511
7239,7268
8825,7249
7241,7205
7239,7267
3540,7249
8827,7198
7241,7211
7240,7241
7238,7303
8825,7261
11266,13511
7239,7270
8827,7201
7241,7215
7239,7277
4070,7212
7768,7261
7770,7198
7238,7305
7241,7212
7239,7274
7241,7219
7770,7203
898,7242
7239,7280
7240,7249
7241,7218
7241,7217
8089,13702
7242,7192
7242,7191
7240,7253
8827,7203
7242,7190
7242,7189
7242,7196
7770,7212
7770,7211
7242,7195
7240,7257
7241,7226
8827,7215
7242,7194
7770,7210
7242,7193
7241,7224
9681,13511
8827,7217
7242,7200
7241,7231
3539,7303
7768,7278
7240,7261
8827,7211
7770,7215
7242,7198
8827,7212
7242,7197
13375,13679
7241,7235
7242,7204
7242,7203
7241,7234
8828,7193
7241,7233
7242,7202
6185,7201
7242,7201
7239,7294
7242,7208
7770,7224
7241,7238
7242,7207
7239,7300
7242,7206
7770,7222
7242,7205
7242,7212
7242,7211
7241,7242
7242,7210
7240,7272
7242,7209
7241,7240
7242,7216
7241,7247
7242,7215
7770,7231
7240,7277
7242,7214
7242,7213
7242,7220
4070,7247
7242,7219
7241,7249
7242,7218
6185,7217
7242,7217
7242,7224
7242,7223
7242,7222
7243,7191
898,7279
7241,7253
7242,7221
7242,7228
7241,7259
6185,7227
7770,7244
7243,7196
4070,7256
7770,7242
7242,7226
7242,7225
7768,7303
7242,7232
7243,7201
8827,7242
7240,7294
7242,7231
7242,7230
4070,7257
13376,13679
7242,7229
7241,7260
7242,7236
7242,7235
7242,7234
7242,7233
7770,7249
7240,7295
3340,13511
7242,7238
7243,7206
8827,7253
7242,7237
10211,13511
7242,7244
7242,7243
7243,7212
7770,7259
8829,7201
7243,7211
7240,7304
7242,7241
7243,7217
7242,7248
7242,7247
7242,7246
7243,7215
7241,7276
7242,7245
7242,7252
7243,7220
4070,7280
7242,7250
7243,7219
7241,7281
7242,7249
7242,7256
7242,7254
7770,7270
7770,7269
7242,7253
7241,7291
7770,7276
7244,7198
7242,7260
7242,7259
7770,7275
10740,13511
9683,13511
8829,7217
7242,7257
8829,7219
7242,7264
7241,7295
7241,7294
7242,7263
7242,7261
8829,7215
7244,7206
7242,7268
7242,7267
8828,7256
7242,7266
7241,7297
7244,7203
7241,7296
7244,7210
7241,7303
8828,7252
7242,7271
7242,7270
7242,7269
7242,7276
8827,7294
8827,7295
7770,7291
7241,7305
7244,7212
7243,7242
7244,7211
7242,7273
7243,7249
7244,7218
7244,7217
7770,7295
7242,7279
7244,7216
7770,7294
7242,7278
7241,7308
7243,7246
7242,7277
7244,7215
7242,7284
7245,7191
7770,7300
13378,13679
7243,7252
7245,7190
6185,7282
7244,7221
7245,7189
8828,7273
7242,7282
7244,7220
7244,7219
7242,7281
7242,7288
7245,7194
7770,7303
7244,7224
7242,7286
7245,7193
7242,7285
7245,7192
7244,7230
7243,7261
7242,7292
7245,7199
7245,7198
7244,7229
7242,7291
8829,7249
7242,7290
7243,7259
8302,7203
9150,13683
7245,7196
7245,7203
7242,7296
6185,7294
7242,7295
7244,7232
7245,7201
7242,7294
7245,7200
7242,7293
7244,7238
7245,7207
7242,7300
7244,7237
7243,7268
7242,7299
8302,7211
7244,7235
8829,7259
7243,7273
7245,7211
7242,7304
7244,7242
7245,7210
7242,7303
7245,7209
7242,7302
7242,7301
7245,7208
7245,7215
7242,7307
11793,13684
7245,7214
7245,7213
7243,7275
7242,7305
7245,7212
7245,7219
7244,7249
7243,7279
3337,13679
7245,7223
7245,7222
7246,7190
7245,7221
7245,7220
7245,7227
7246,7196
7245,7226
7246,7194
7246,7193
7245,7224
7246,7200
7245,7231
7244,7261
7245,7230
7245,7228
7244,7259
7244,7266
7246,7203
7245,7234
7244,7264
7244,7263
7245,7232
7246,7201
7244,7270
4073,7267
7245,7237
7246,7206
7244,7267
4075,7203
12851,13679
7246,7212
7246,7211
7245,7242
7246,7210
7244,7271
7246,7216
8302,7249
7246,7215
7243,7306
4075,7211
7246,7220
7247,7189
7246,7219
7245,7250
7245,7249
7246,7217
7246,7224
7247,7193
7247,7192
7245,7253
7247,7191
13380,13679
7246,7221
7246,7228
7245,7259
7247,7196
7244,7288
7247,7201
7246,7232
7246,7231
7247,7200
7245,7262
7245,7261
7247,7198
7246,7229
7244,7291
7245,7267
8302,7261
7245,7266
7247,7203
7246,7233
7247,7202
7244,7295
7247,7209
7244,7302
7245,7271
7244,7301
7247,7208
7246,7238
7247,7207
12852,13679
7244,7300
7245,7269
7246,7237
7247,7212
7246,7243
7247,7211
7246,7242
7247,7210
7245,7272
7244,7303
7247,7217
7245,7278
7247,7215
7247,7214
7245,7276
7246,7251
4075,7249
7245,7282
7247,7219
7246,7249
7247,7225
7245,7287
7247,7224
7246,7255
7246,7254
7247,7222
7248,7198
7247,7229
7246,7259
7247,7228
7245,7290
7247,7227
7246,7257
7245,7295
5662,7215
7247,7232
7248,7201
7245,7294
7246,7262
7247,7231
7246,7261
7246,7267
7248,7205
7247,7235
8833,7219
7245,7303
7247,7241
7246,7271
7245,7301
7246,7275
7248,7213
7248,7212
7248,7211
7247,7242
7247,7249
7248,7218
7248,7217
7246,7278
4077,7212
7248,7215
7246,7284
7249,7191
4076,7249
7247,7253
7249,7190
7249,7189
7248,7219
10739,13684
7247,7250
7249,7195
7249,7194
7246,7287
7247,7256
7249,7193
7246,7285
7249,7192
7247,7261
7249,7199
7248,7230
7249,7198
7248,7229
7249,7197
7247,7259
7249,7196
7249,7203
7248,7234
7249,7202
7247,7264
7246,7295
7249,7201
4076,7259
7249,7200
7248,7231
7249,7207
7247,7269
7249,7206
7248,7237
7247,7268
8833,7249
7249,7205
7247,7267
5662,7249
7247,7266
7249,7204
7249,7211
7248,7242
7249,7210
7246,7303
8833,7261
7249,7209
7249,7208
7247,7270
7246,7301
7249,7215
7247,7277
7249,7214
7247,7276
7246,7307
7249,7213
4076,7271
7778,7198
7249,7212
7246,7305
7249,7219
7248,7249
7249,7218
7778,7203
7249,7217
5662,7261
7249,7216
7247,7278
7249,7223
7249,7222
7250,7191
7248,7253
7249,7221
7249,7220
7249,7227
7249,7226
1435,7235
7778,7211
7249,7225
7250,7194
7249,7224
7247,7286
7249,7231
7778,7216
7247,7293
7250,7200
7249,7230
7248,7261
7778,7215
7247,7292
7247,7291
7249,7229
7250,7198
7249,7228
7248,7259
7778,7220
7247,7297
7250,7204
7249,7235
