category_1,category_2
13113,7447
13113,7444
8716,12682
9773,12683
13113,7445
12944,12682
13113,7443
13113,7440
5545,12682
13113,7454
8716,12683
13113,7450
13113,7451
13113,7448
13113,7449
11359,12683
13113,7460
9245,12683
8188,12682
13113,7461
13113,7458
13113,7459
13113,7456
6074,12683
3960,12682
13113,7471
6074,12682
13113,7469
8188,12683
1846,12682
3960,12683
10831,12683
13113,7478
9774,12683
13113,7477
12945,12682
12945,12683
13113,7485
2375,12683
1318,12683
13113,7480
13113,7481
10303,12683
11360,12683
10303,12682
13113,7490
11360,12682
3961,12682
13113,7503
13113,7500
13113,7501
13113,7499
9775,12683
8718,12682
8718,12683
12946,12683
10832,12682
13113,7518
13113,7519
262,12682
1319,12683
13113,7515
8190,12682
13113,7527
8190,12683
13113,7525
13113,7522
2905,12683
13113,7529
13113,7538
13113,7536
12947,12683
263,12683
13113,7544
13113,7545
9248,12683
13113,7552
12948,12682
13113,7567
5020,12683
13113,7560
13113,7571
12948,12683
7663,12682
3435,12683
264,12683
12901,14148
8192,12683
11363,12683
8192,12682
12949,12682
3964,12683
793,12683
7664,12682
9778,12682
9778,12683
2379,12683
2379,12682
11364,12682
265,12683
3389,14148
10307,12683
6079,12683
8193,12682
1851,12682
794,12683
12950,12682
10836,12683
9779,12683
3437,12683
2380,12683
6080,12683
795,12682
795,12683
12951,12683
10837,12682
5552,12682
9780,12683
8723,12682
8723,12683
5552,12683
3438,12683
8195,12682
9252,12683
3967,12682
9781,12682
9781,12683
12952,12682
3439,12683
3439,12682
1325,12683
10310,12682
9253,12682
9253,12683
10310,12683
3968,12682
6082,12683
6082,12682
8725,12682
9782,12683
8725,12683
7668,12682
12953,12683
269,12682
1326,12683
11368,12683
11368,12682
3969,12683
798,12682
2912,12683
7669,12683
12954,12683
6612,12682
7669,12682
11897,12683
11897,12682
3441,12683
5555,12683
3441,12682
4498,12682
270,12682
2384,12683
9255,12683
10312,12683
2913,12682
9784,12683
10841,12683
12955,12682
3442,12682
5556,12683
3442,12683
271,12682
271,12683
11370,12683
12956,12682
800,12682
800,12683
5557,12683
12956,12683
10842,12683
9785,12683
272,12683
8200,12683
10314,12682
10314,12683
9257,12683
12957,12682
3972,12683
9786,12682
3444,12682
9786,12683
7672,12683
3444,12683
1330,12683
273,12682
273,12683
10315,12683
11372,12683
8201,12683
12958,12682
4502,12683
9787,12683
6088,12682
10316,12683
8202,12682
9259,12683
8202,12683
803,12682
12959,12682
10845,12683
6617,12683
7674,12683
7674,12682
9788,12683
3446,12682
2389,12683
3446,12683
1332,12682
275,12682
275,12683
10317,12683
6089,12683
3975,12682
1861,12682
12960,12683
10846,12683
9789,12683
3447,12683
11375,12683
10318,12683
8204,12682
9261,12683
7147,12682
8204,12683
3976,12683
10847,12683
8733,12682
8733,12683
12961,12682
12961,12683
2391,12682
277,12682
10319,12683
11376,12683
8205,12682
3977,12683
1863,12683
9791,12682
8734,12682
8734,12683
12962,12683
5563,12682
9263,12682
9263,12683
10320,12683
8206,12683
3978,12683
5035,12682
3978,12682
807,12683
6621,12683
11906,12682
12963,12682
10849,12683
3450,12682
9264,12683
10321,12683
11378,12683
1865,12683
808,12682
1865,12682
808,12683
10850,12682
12964,12683
7679,12683
10850,12683
2394,12683
280,12683
11379,12683
5037,12682
11379,12682
3980,12682
9265,12682
9265,12683
12965,12682
2923,12682
12965,12683
5566,12683
10851,12683
5566,12682
11380,12682
3981,12682
11380,12683
3981,12683
2924,12682
6095,12683
8209,12683
12966,12683
2924,12683
9197,14833
810,12683
10852,12682
10852,12683
8738,12682
5567,12682
8738,12683
9267,12682
9267,12683
10324,12683
8210,12683
6096,12683
2925,12682
12967,12682
10853,12683
6625,12683
7682,12683
5568,12683
1340,12682
283,12682
1340,12683
10325,12683
11382,12683
13449,14148
9268,12683
8211,12683
3983,12682
12968,12683
8740,12682
5569,12683
6626,12682
8740,12683
1341,12683
11383,12683
10326,12683
3984,12683
1870,12683
10855,12683
10855,12682
11912,12683
8741,12682
9798,12683
8741,12683
12969,12682
12969,12683
6627,12683
5570,12682
6627,12682
7684,12683
2399,12682
12922,14148
285,12682
10327,12683
9270,12683
3985,12682
3985,12683
6099,12683
6099,12682
1871,12682
814,12683
10856,12683
9799,12683
12970,12683
12970,12682
3457,12683
1343,12682
8214,12682
9271,12683
6100,12682
11385,12683
1872,12682
3986,12682
6100,12683
7686,12683
10857,12683
12971,12683
10857,12682
9800,12682
2401,12683
1344,12682
287,12682
287,12683
8215,12682
9272,12683
8215,12683
11386,12682
6101,12682
9272,12682
12972,12682
3987,12682
816,12683
5573,12682
12945,13522
8744,12682
12925,14148
3988,12682
6102,12682
10330,12683
1874,12682
2931,12682
12973,12683
11916,12682
3988,12683
7688,12682
4517,12683
9802,12683
12445,12683
289,12682
1346,12683
7160,12682
3989,12682
10331,12683
11388,12683
10331,12682
9274,12683
6103,12682
5046,12682
12974,12683
6632,12682
12927,14148
8746,12682
5575,12682
8746,12683
11389,12683
10332,12683
9275,12683
1876,12682
819,12682
1876,12683
819,12683
12975,12682
10861,12683
9804,12682
12975,12683
6633,12682
9804,12683
3462,12682
8747,12682
8747,12683
5576,12683
2405,12683
1348,12682
291,12682
291,12683
11390,12683
6105,12683
9276,12683
5048,12683
1877,12683
2934,12683
1877,12682
12976,12683
8748,12682
10862,12683
6634,12683
6634,12682
8748,12683
3463,12682
1349,12683
292,12682
10334,12682
11391,12683
10334,12683
9277,12683
821,12682
821,12683
8749,12682
8749,12683
12977,12682
7692,12682
12977,12683
5578,12683
6635,12682
7692,12683
3464,12683
1350,12683
11392,12683
9278,12682
12449,12683
2936,12683
822,12683
10864,12683
12978,12683
10864,12682
12978,12682
2408,12682
5579,12683
9279,12682
9279,12683
10336,12683
11393,12683
2937,12682
823,12682
6637,12682
10865,12683
12979,12682
10865,12682
12979,12683
1352,12683
9280,12683
6109,12683
7166,12682
11394,12683
9280,12682
824,12682
2938,12683
824,12683
8752,12683
5581,12683
12980,12683
8752,12682
3467,12683
3467,12682
1353,12682
296,12682
296,12683
14522,14053
11395,12683
9281,12682
6110,12682
9281,12683
12981,12682
2939,12682
825,12682
3996,12683
825,12683
5582,12683
10867,12683
10867,12682
9810,12683
8753,12682
7696,12683
5582,12682
8753,12683
297,12683
3997,12682
10339,12683
3997,12683
9282,12682
9282,12683
826,12682
1883,12682
826,12683
12982,12682
8754,12682
9811,12683
2412,12682
8754,12683
6640,12683
2412,12683
298,12683
11397,12683
9283,12683
8226,12682
5055,12682
2941,12683
3998,12682
827,12683
12983,12682
10869,12683
11926,12683
6641,12682
7698,12682
9812,12683
3470,12682
5584,12683
1356,12683
6113,12682
3999,12682
3999,12683
12984,12683
8756,12682
9813,12683
10870,12683
12984,12682
3471,12683
8756,12683
3471,12682
11399,12683
10342,12683
4000,12682
7171,12682
829,12683
10871,12683
12985,12682
2415,12683
10343,12683
8229,12682
8229,12683
2944,12683
10872,12683
8758,12682
8758,12683
7701,12683
12986,12683
6644,12682
7701,12682
10872,12682
12986,12682
3473,12682
302,12682
1359,12683
9287,12683
7173,12683
11401,12683
11401,12682
4002,12683
1888,12683
9816,12683
7702,12683
12987,12682
10873,12683
1360,12682
2417,12682
1360,12683
8231,12682
11402,12682
10345,12683
9288,12682
12988,12682
4003,12682
4003,12683
2946,12683
10874,12682
5589,12683
12988,12683
9817,12683
3475,12683
2418,12682
2418,12683
304,12683
6118,12683
7175,12682
9289,12683
10346,12683
12989,12682
11932,12682
1890,12683
10875,12683
8761,12682
9818,12683
3476,12682
8761,12683
2419,12683
3476,12683
305,12683
10347,12683
11404,12683
4005,12683
2948,12682
9290,12683
6119,12683
1891,12683
12990,12683
1891,12682
834,12682
11933,12683
834,12683
12990,12682
11933,12682
12943,14148
4534,12683
10876,12683
11405,12683
10348,12683
1892,12683
12991,12683
6649,12683
7706,12683
7706,12682
9820,12683
3478,12682
1364,12683
9292,12682
6121,12683
8235,12682
9292,12683
2950,12682
8235,12683
2950,12683
10878,12683
12992,12682
6650,12683
6650,12682
2422,12682
3479,12683
3479,12682
1365,12682
1365,12683
2422,12683
11407,12682
9293,12682
9293,12683
1894,12682
8236,12683
2951,12683
837,12683
8765,12682
8765,12683
7708,12682
12993,12683
309,12682
309,12683
10351,12683
11408,12683
9294,12683
6123,12683
7180,12683
2952,12683
8766,12682
9823,12683
10880,12683
8766,12683
12994,12683
12994,12682
2424,12682
5595,12683
4538,12682
1367,12682
6124,12682
6124,12683
8767,12682
8767,12683
6653,12683
6653,12682
5596,12682
12995,12682
10881,12683
7710,12682
12995,12683
5596,12683
311,12683
6125,12683
11410,12683
2954,12682
1897,12683
4011,12682
4011,12683
8768,12683
5597,12682
10882,12682
12996,12683
8768,12682
9825,12683
2426,12682
11411,12683
4012,12682
8240,12682
1898,12682
12997,12683
841,12682
9826,12683
1370,12682
4013,12682
11412,12683
12998,12683
2956,12683
842,12683
6656,12682
8770,12682
9827,12683
10884,12683
8770,12683
3485,12683
5599,12683
6656,12683
3485,12682
1371,12683
314,12682
314,12683
11413,12683
4014,12683
8242,12682
10356,12683
1900,12682
2957,12683
6128,12683
4014,12682
2957,12682
843,12682
843,12683
10885,12683
12999,12683
10885,12682
6657,12683
9828,12683
8771,12682
8771,12683
2429,12683
2958,12682
9300,12683
8243,12682
13000,12683
8772,12682
9829,12683
13000,12682
7715,12683
8772,12683
1373,12682
9301,12683
10358,12683
4016,12682
4016,12683
1902,12683
845,12683
10887,12683
8773,12682
9830,12683
8773,12683
13001,12683
11944,12682
6659,12683
6659,12682
317,12683
10359,12683
11416,12683
11416,12682
1903,12682
13002,12682
3489,12683
5603,12683
2432,12683
10360,12683
9303,12683
8246,12683
11417,12683
4018,12683
1904,12682
4018,12682
9832,12683
10889,12683
13003,12683
10889,12682
319,12682
1376,12683
319,12683
9304,12683
10361,12683
10361,12682
13004,12682
4019,12682
848,12682
4019,12683
5605,12683
6662,12682
10890,12683
9833,12683
11419,12683
11419,12682
4020,12682
10362,12683
13005,12683
4020,12683
849,12683
3492,12682
6663,12682
7720,12683
321,12683
10363,12683
4021,12682
9306,12682
4021,12683
9306,12683
6135,12683
6135,12682
13006,12683
1907,12683
13006,12682
12959,14148
10892,12683
5607,12683
2436,12683
11421,12683
10364,12682
8250,12682
10364,12683
9307,12683
1908,12682
1908,12683
851,12683
10893,12683
13007,12682
10893,12682
9836,12682
6665,12683
5608,12682
7722,12682
9836,12683
9308,12682
3447,14148
2966,12683
8780,12682
13008,12682
12961,14148
8780,12683
2438,12683
1381,12683
324,12682
11423,12683
10366,12683
6138,12683
6138,12682
10895,12683
9838,12683
13009,12683
6667,12682
10367,12683
9310,12683
4025,12682
4025,12683
6139,12683
6139,12682
854,12682
9839,12682
8782,12682
8782,12683
7725,12683
13010,12683
3497,12682
326,12682
326,12683
13512,13512
10368,12683
8254,12683
11425,12683
11425,12682
4026,12683
4026,12682
7726,12683
7726,12682
10897,12683
13011,12683
5612,12683
1384,12682
11426,12683
2970,12682
1913,12683
14022,14148
5613,12683
6670,12682
13012,12683
10898,12683
9841,12683
328,12682
12965,14148
4028,12682
8256,12682
10370,12683
9313,12683
13013,12682
1914,12682
4028,12683
10899,12683
10899,12682
1386,12682
1386,12683
329,12682
329,12683
4029,12683
11428,12683
9314,12683
8257,12682
13014,12683
1915,12682
2972,12683
858,12682
13014,12682
7729,12683
7729,12682
8786,12682
10900,12683
3501,12683
8786,12683
1387,12683
12486,12682
9315,12682
4030,12683
10372,12683
9315,12683
8258,12683
2973,12683
1916,12682
11958,12682
10901,12683
13015,12682
13015,12683
10901,12682
6673,12683
8787,12682
9844,12683
3502,12682
8787,12683
3502,12683
331,12682
9316,12682
6145,12683
9316,12683
2974,12682
5088,12683
4031,12683
13016,12683
10902,12683
13016,12682
7731,12683
6674,12682
12969,14148
3503,12683
3503,12682
1389,12682
2446,12683
332,12682
332,12683
10374,12682
8260,12682
10374,12683
9317,12683
6146,12683
4032,12682
4032,12683
861,12682
1918,12683
10903,12683
8789,12682
9846,12683
8789,12683
13017,12683
4561,12682
6675,12683
6675,12682
2447,12682
1390,12682
10375,12683
8261,12682
8261,12683
12489,12682
5090,12683
2976,12682
9847,12683
7733,12683
13018,12683
6676,12682
7733,12682
10904,12682
5619,12683
1391,12682
10376,12683
11433,12683
9848,12683
13019,12682
3506,12682
8263,12682
13521,13521
5092,12683
8792,12683
13020,12683
9849,12682
8792,12682
10906,12683
9849,12683
1393,12682
4564,12683
5093,12682
9321,12683
13522,13522
13021,12683
9850,12682
3508,12682
9850,12683
2451,12683
3508,12683
337,12683
10379,12683
9322,12683
13022,12683
2980,12683
866,12682
7737,12683
6680,12682
7737,12682
8794,12682
9851,12683
10908,12683
8794,12683
5623,12682
6680,12683
3509,12682
11437,12683
11437,12682
10380,12683
9323,12683
2981,12683
8266,12683
5095,12683
13524,13524
10909,12683
13023,12682
9852,12682
7738,12683
5624,12682
12976,14148
9852,12683
5624,12683
339,12683
10381,12683
11438,12683
6153,12683
6153,12682
9324,12683
8267,12682
4039,12682
9853,12683
13024,12682
6682,12683
7739,12682
3511,12682
12496,12683
9325,12683
10382,12683
2983,12682
7740,12682
13025,12682
5626,12683
7740,12683
341,12682
1398,12683
341,12683
11440,12683
8269,12683
7212,12682
5098,12683
6155,12683
6155,12682
1927,12683
8798,12682
8798,12683
13026,12683
6684,12682
7741,12683
7741,12682
11969,12682
2456,12682
5627,12683
9327,12683
6156,12682
5099,12682
871,12683
10913,12683
13027,12683
5628,12683
3514,12683
1400,12683
13028,12682
1929,12683
2986,12683
4043,12683
8800,12683
10914,12682
9857,12682
7743,12683
8800,12682
10914,12683
2458,12682
11443,12683
11443,12682
5101,12683
9329,12682
9329,12683
1930,12682
13029,12682
1930,12683
10915,12683
9858,12682
9858,12683
2459,12683
1402,12682
1402,12683
10387,12683
11444,12683
9330,12683
13030,12683
9859,12682
9859,12683
8802,12682
8802,12683
5631,12683
2460,12683
11445,12683
12502,12682
9331,12682
8274,12682
9331,12683
10388,12683
10917,12683
13031,12683
12984,14148
8803,12682
8803,12683
347,12682
11446,12682
1404,12683
10389,12683
6161,12682
9332,12683
10918,12682
13032,12683
13032,12682
6690,12683
3519,12683
10390,12683
5105,12683
6162,12683
6162,12682
2991,12683
1934,12682
877,12682
10919,12683
8805,12682
8805,12683
13033,12683
3520,12682
5634,12682
3520,12683
1406,12682
349,12682
11448,12683
8277,12682
12505,12683
11448,12682
878,12682
878,12683
9863,12683
13034,12683
10920,12682
6692,12683
9335,12683
8278,12683
4050,12683
6164,12683
2993,12682
5107,12683
9864,12683
8807,12682
8807,12683
6693,12683
13035,12682
13035,12683
9864,12682
2465,12683
351,12682
5108,12682
13036,12682
5108,12683
4051,12682
4580,12682
6694,12682
13036,12683
7751,12682
3523,12683
2466,12682
12508,12682
2466,12683
352,12683
11451,12683
4052,12682
10394,12683
9337,12683
13037,12682
1938,12682
2995,12682
13037,12683
4052,12683
881,12682
14025,14832
5110,12683
10395,12683
4053,12682
4053,12683
10395,12682
9338,12683
6167,12682
13038,12683
10924,12682
6696,12682
8810,12682
10924,12683
8810,12683
5639,12683
1411,12682
354,12682
14026,14834
2997,12683
10925,12683
13039,12682
13039,12683
6697,12683
5640,12683
10397,12683
9340,12682
9340,12683
5112,12683
4055,12683
884,12682
13040,12683
8812,12682
10926,12683
9869,12683
8812,12683
1413,12682
1413,12683
10398,12682
356,12683
9341,12682
10398,12683
8284,12682
5113,12683
8284,12683
1942,12683
10927,12683
11984,12683
13041,12682
11984,12682
7756,12683
2471,12683
2471,12682
12994,14148
357,12683
9342,12682
8285,12683
1943,12683
886,12682
9871,12683
6700,12682
13042,12683
2472,12683
4058,12682
6172,12683
5115,12683
887,12682
6701,12683
6701,12682
10929,12683
13043,12682
3530,12682
359,12682
11458,12682
10401,12683
11458,12683
13044,12682
4059,12682
4059,12683
888,12683
13044,12683
7759,12683
10930,12683
1417,12682
2474,12683
11459,12683
4060,12682
10402,12683
13045,12682
3003,12682
13045,12683
4060,12683
8817,12682
6703,12683
9874,12683
3532,12682
5646,12682
7760,12683
8817,12683
1418,12682
11460,12682
361,12683
4061,12682
10403,12683
5118,12683
9346,12682
4061,12683
8289,12682
3004,12682
9346,12683
6175,12683
6175,12682
13046,12683
1947,12682
6704,12682
9875,12683
2476,12682
362,12682
11461,12683
4062,12683
10404,12683
9347,12683
3005,12683
4062,12682
5119,12683
1948,12683
10933,12683
13047,12682
10933,12682
9876,12683
1420,12682
1420,12683
10405,12683
9348,12682
9348,12683
4063,12683
8820,12682
9877,12683
10934,12683
13048,12682
6706,12683
6706,12682
7763,12683
8820,12683
1421,12682
364,12682
1421,12683
9349,12683
4064,12682
4064,12683
10935,12683
11992,12683
9878,12683
13049,12682
5650,12683
4593,12682
6707,12683
6707,12682
11464,12683
3008,12683
9879,12683
13050,12682
2480,12682
6708,12683
10408,12683
8294,12682
11465,12683
11465,12682
895,12683
6709,12683
6709,12682
10937,12683
13051,12682
13051,12683
11994,12683
3538,12682
9352,12683
8295,12683
6181,12682
10409,12683
11466,12683
9352,12682
5124,12683
896,12682
10938,12682
13052,12683
7767,12682
10938,12683
3539,12683
368,12682
1425,12683
11467,12682
6182,12683
4068,12682
9353,12682
9353,12683
13053,12682
1954,12683
3540,12682
8825,12682
9882,12683
5654,12682
8825,12683
7768,12683
2483,12683
1426,12682
3540,12683
2483,12682
5126,12683
10411,12683
11468,12683
9354,12683
5126,12682
13054,12683
3012,12683
898,12683
10940,12683
9883,12683
6712,12683
12729,6377
370,12683
11469,12682
9355,12682
8298,12683
1956,12683
10941,12683
13055,12683
10941,12682
12729,6405
7770,12683
7770,12682
8827,12682
9884,12683
11470,12682
1428,12683
11470,12683
10413,12682
12729,6416
3014,12682
8299,12683
5128,12683
4071,12682
4071,12683
13056,12683
9885,12683
12729,6433
12729,6446
6714,12682
8828,12683
2486,12682
12729,6442
3543,12682
11471,12683
372,12683
9357,12683
12729,6448
12729,6462
12729,6463
6186,12682
12729,6460
3015,12683
4072,12683
9886,12682
12000,12683
9886,12683
8829,12682
8829,12683
13057,12682
12000,12682
12729,6465
12729,6478
6715,12683
12729,6476
6715,12682
12729,6475
10415,12682
12729,6484
12729,6480
4073,12683
3016,12682
12729,6489
13058,12682
12729,6510
12729,6508
12729,6507
10416,12683
12729,6519
8302,12683
11473,12683
12530,12682
5131,12683
3017,12682
12729,6523
12729,6520
12729,6521
9888,12683
12729,6534
12729,6535
12729,6533
12002,12682
13059,12682
10945,12683
13059,12683
9888,12682
2489,12682
12729,6541
1432,12683
9360,12683
12729,6548
12729,6546
10417,12683
9360,12682
3018,12682
1961,12683
4075,12682
4075,12683
12729,6553
10946,12682
12003,12683
6718,12683
13060,12683
6718,12682
12729,6560
9889,12683
1433,12682
1433,12683
12729,6573
376,12683
6190,12683
12729,6579
10418,12683
13061,12682
12729,6590
10947,12683
5662,12683
12004,12683
8833,12682
6719,12683
5662,12682
8833,12683
6719,12682
1434,12682
4077,12682
4077,12683
9362,12682
11476,12683
9362,12683
6191,12682
1963,12683
13062,12683
3020,12683
13062,12682
6720,12682
9891,12682
9891,12683
10948,12683
6720,12683
5663,12683
1435,12682
378,12682
1435,12683
6192,12682
3021,12683
12006,12682
13063,12682
12006,12683
3550,12682
9892,12683
3550,12683
6674,14148
10421,12683
11478,12683
6193,12683
6193,12682
4079,12682
1965,12683
3022,12683
908,12683
12007,12682
8836,12682
13064,12682
6722,12683
7779,12682
8836,12683
3551,12683
10422,12683
6194,12682
10951,12683
12008,12683
8837,12682
8837,12683
13065,12682
13065,12683
12008,12682
1438,12682
2495,12682
1438,12683
381,12683
10423,12683
11480,12682
4081,12682
4081,12683
6195,12683
3024,12682
9895,12683
8838,12683
12009,12683
13066,12682
3553,12683
3553,12682
6724,12683
2496,12683
10424,12683
11481,12683
4082,12683
1968,12682
911,12683
1968,12683
8839,12682
8839,12683
6725,12682
5668,12682
12010,12683
13067,12683
3554,12682
2497,12683
3554,12683
383,12682
383,12683
6197,12683
11482,12683
4083,12682
912,12682
4083,12683
912,12683
8840,12683
12011,12683
13068,12683
8840,12682
2498,12683
1441,12683
384,12683
11483,12683
5141,12683
4084,12682
1970,12682
13069,12683
4084,12683
10955,12683
12012,12683
9898,12683
6727,12683
6727,12682
2499,12683
5142,12683
10427,12683
11484,12683
8313,12682
9370,12683
13070,12683
12013,12683
13070,12682
6728,12682
9899,12683
10956,12683
3557,12683
6728,12683
3557,12682
5671,12683
1443,12682
1443,12683
10428,12682
4086,12683
10428,12683
9371,12683
5143,12683
12014,12682
1972,12683
13071,12682
12014,12683
9900,12683
8843,12682
8843,12683
2501,12683
3558,12683
387,12682
1444,12683
10429,12682
11486,12683
6201,12683
9372,12683
4087,12682
5144,12683
4087,12683
12015,12683
13072,12683
10958,12683
8844,12682
9901,12683
13072,12682
6730,12683
6730,12682
8844,12683
3559,12683
1445,12682
10430,12683
4088,12682
3031,12683
4088,12683
8845,12682
8845,12683
13073,12682
13073,12683
6731,12682
10431,12683
10431,12682
11488,12683
11488,12682
4089,12682
4089,12683
1975,12682
9903,12682
8846,12682
10960,12683
8846,12683
13074,12683
7789,12683
6732,12682
7789,12682
12017,12683
6732,12683
1447,12683
390,12682
390,12683
10432,12683
4090,12683
3033,12682
919,12682
1976,12683
8847,12682
9904,12683
6733,12683
5676,12682
6733,12682
10961,12683
9904,12682
13075,12683
12018,12683
5676,12683
1448,12683
391,12683
8319,12683
6205,12683
10433,12683
3034,12682
1977,12683
4091,12683
920,12682
1930,14148
10962,12682
12019,12683
13076,12683
7791,12683
9905,12683
7791,12682
10962,12683
2506,12682
11491,12683
4092,12682
8320,12682
10434,12683
13077,12682
3035,12683
4092,12683
921,12683
9906,12683
6735,12682
2507,12683
3564,12683
4093,12682
11492,12683
4093,12683
9378,12682
6207,12683
9378,12683
6207,12682
13078,12683
922,12683
12021,12683
10964,12683
5679,12683
3565,12682
394,12682
2508,12683
1451,12683
10436,12682
6208,12682
4094,12683
9379,12683
6208,12683
4094,12682
923,12683
13079,12682
6737,12683
7794,12683
6737,12682
9908,12683
2509,12682
3566,12683
1452,12682
395,12682
9380,12682
6209,12683
3038,12682
9380,12683
1981,12683
5152,12683
12023,12683
12023,12682
13080,12683
6738,12683
7795,12683
2510,12682
3567,12683
2510,12683
11495,12683
10438,12683
9381,12683
1982,12682
925,12683
1982,12683
12024,12683
13081,12682
5682,12682
2511,12682
10439,12683
11496,12683
10439,12682
9382,12683
8325,12682
4097,12682
5154,12683
4097,12683
6211,12683
1983,12683
8854,12682
8854,12683
6740,12682
12025,12683
13082,12682
5683,12683
6740,12683
1455,12682
13035,14148
398,12682
1455,12683
398,12683
9383,12683
10440,12683
10440,12682
11497,12682
4098,12683
4098,12682
9912,12683
7798,12683
6741,12682
10969,12683
7798,12682
9912,12682
12026,12683
13083,12683
1456,12682
8327,12683
10441,12683
3042,12682
5156,12683
1985,12683
3042,12683
928,12683
8856,12683
6742,12683
12027,12682
13084,12683
6742,12682
8856,12682
1457,12682
1457,12683
13037,14148
5157,12683
9385,12683
13085,12682
4100,12683
1986,12683
7800,12682
10971,12683
12028,12683
3572,12682
8857,12682
6743,12683
9914,12683
7800,12683
2515,12682
401,12683
4101,12682
5158,12683
10443,12683
11500,12683
9386,12683
6215,12682
12029,12683
13086,12682
7801,12683
2516,12682
3573,12683
3573,12682
1459,12682
402,12682
402,12683
9387,12682
9387,12683
3045,12682
1988,12683
13087,12682
10973,12683
12030,12683
13087,12683
6745,12683
6745,12682
3574,12682
1460,12682
3574,12683
403,12683
10445,12683
11502,12683
4103,12682
3046,12683
12031,12683
13088,12683
9917,12683
13088,12682
9389,12683
5161,12683
4104,12682
1990,12682
8332,12683
3047,12682
4104,12683
933,12682
1990,12683
933,12683
10975,12683
12032,12683
9918,12682
8861,12682
8861,12683
13089,12682
12032,12682
6747,12683
6747,12682
2519,12683
1462,12683
10447,12683
4105,12683
6219,12683
1991,12682
9919,12683
8862,12682
8862,12683
6748,12682
7805,12682
12033,12683
13090,12682
4634,12683
3577,12683
6748,12683
9391,12682
8334,12682
9391,12683
11505,12683
10448,12682
4106,12683
1992,12682
4106,12682
935,12682
1992,12683
6749,12683
6749,12682
7806,12683
10977,12683
12034,12683
13091,12683
10977,12682
12729,7535
2521,12683
3578,12683
13044,14148
9392,12683
8335,12682
8335,12683
11506,12682
11506,12683
9392,12682
13092,12682
5164,12683
1993,12683
8864,12683
12035,12683
13092,12683
10978,12683
7807,12682
8864,12682
2522,12683
408,12682
8336,12683
10450,12682
6222,12683
4108,12682
11507,12682
9393,12682
6222,12682
9393,12683
8336,12682
13093,12682
13093,12683
4108,12683
12056,12056
7808,12682
9922,12683
6751,12683
6751,12682
2523,12683
1466,12683
409,12683
10451,12683
4109,12682
4109,12683
9394,12682
3052,12682
6223,12683
9394,12683
6223,12682
1995,12683
10980,12682
938,12683
12037,12683
13094,12682
6752,12682
10980,12683
8866,12682
5695,12682
8866,12683
1467,12682
10452,12682
9395,12682
4110,12683
9395,12683
10452,12683
8338,12683
4110,12682
6224,12683
5167,12683
13095,12682
12038,12683
6753,12683
7810,12683
6753,12682
8867,12682
8867,12683
1468,12682
10453,12683
8339,12683
1997,12683
4111,12682
12039,12683
13096,12683
10982,12683
13096,12682
6754,12683
412,12682
412,12683
11511,12683
10454,12683
9397,12683
5169,12683
8340,12683
4112,12683
12040,12683
8869,12682
9926,12683
8869,12683
13097,12682
13097,12683
6755,12683
6755,12682
2527,12683
1470,12682
10455,12683
8341,12683
4113,12682
4113,12683
3056,12682
1999,12682
10984,12683
9927,12683
13098,12683
7813,12682
10984,12682
12041,12683
5699,12683
13051,14148
414,12682
9399,12683
8342,12682
10456,12683
6228,12682
11513,12683
11513,12682
4114,12683
2000,12682
8871,12682
9928,12683
6757,12682
7814,12683
13099,12682
7814,12682
10985,12683
12042,12683
3586,12682
2529,12683
3586,12683
9400,12683
10457,12683
5172,12683
4115,12683
8872,12683
6758,12683
6758,12682
13100,12683
7815,12683
9929,12683
8872,12682
416,12682
13053,14148
6230,12682
13101,12682
10987,12683
12044,12683
8873,12682
9930,12683
6759,12683
8873,12683
2531,12683
1474,12682
417,12682
1474,12683
4117,12682
4117,12683
9402,12683
8345,12683
13102,12683
12045,12683
946,12683
13102,12682
9931,12683
3589,12683
6760,12683
2532,12683
11517,12683
9403,12682
10460,12683
3061,12683
2004,12682
8346,12683
5175,12683
947,12682
10989,12683
13103,12683
6761,12683
5704,12682
6761,12682
3590,12682
9932,12683
2533,12683
5704,12683
3590,12683
11518,12682
419,12682
419,12683
10461,12683
11518,12683
6233,12683
6233,12682
9404,12683
8347,12682
8347,12683
12047,12683
10990,12683
9933,12683
13104,12682
6762,12683
7819,12683
1477,12683
11519,12683
10462,12683
9405,12683
6234,12683
4120,12682
8348,12683
4120,12683
949,12682
949,12683
10991,12683
9934,12683
8877,12682
8877,12683
7820,12682
13105,12683
12048,12682
6763,12683
7820,12683
6763,12682
1478,12683
421,12683
10463,12683
8349,12682
8349,12683
10992,12683
8878,12682
8878,12683
13106,12683
6764,12682
12049,12683
13106,12682
5707,12682
5707,12683
6764,12683
13080,13509
11521,12683
3065,12683
4122,12682
951,12682
8879,12682
9936,12683
8879,12683
13107,12682
13107,12683
3594,12683
9408,12683
8351,12683
6237,12683
13108,12682
4123,12682
4123,12683
952,12682
8880,12683
12051,12683
10994,12682
6766,12683
7823,12683
10994,12683
7823,12682
8880,12682
2538,12682
8352,12683
5181,12683
4124,12682
13109,12682
3067,12682
13109,12683
10995,12683
10995,12682
8881,12682
3596,12682
8881,12683
425,12683
5182,12683
9410,12683
8353,12683
13110,12683
9939,12682
9939,12683
6768,12683
3597,12682
1483,12683
11525,12683
426,12683
12582,12682
12073,12073
9411,12683
10468,12683
