people_with_this_profession_1,people_with_this_profession_2
12200,1418
12200,1427
12211,1086
12200,1430
12205,1275
12200,1429
12200,1424
12218,866
12210,1114
12200,1423
12200,1426
12214,992
12213,1022
12201,1394
12206,1250
12200,1436
12229,537
12214,1001
12204,1311
12206,1252
12210,1128
12200,1438
12235,352
12200,1437
12202,1370
12200,1432
12200,1431
12205,1276
12210,1121
12200,1434
12206,1248
12206,1247
12207,1227
12205,1289
12200,1444
12200,1443
12202,1384
12213,1043
12200,1446
12200,1445
12205,1290
12200,1440
12206,1253
12218,881
12200,1439
12200,1442
12205,1287
12200,1441
12205,1286
12202,1390
12200,1452
12203,1359
12200,1451
12210,1141
12218,896
12200,1454
12211,1112
12205,1298
12200,1453
12200,1448
12200,1447
12205,1292
12203,1354
12210,1137
12206,1264
12211,1109
12200,1450
12205,1294
12211,1108
12200,1449
12200,1459
12200,1462
12205,1307
12200,1461
12199,1492
12218,898
12200,1456
12200,1455
12210,1148
12200,1458
12204,1334
12218,899
12200,1457
12206,1282
12200,1468
12210,1158
12200,1467
12199,1501
12200,1470
12200,1469
12200,1464
12218,906
12200,1463
12210,1153
12218,908
12205,1311
12200,1466
12200,1465
12205,1310
12200,1476
12218,918
12201,1444
12200,1475
12201,1447
12200,1478
12200,1477
12210,1167
12205,1322
12202,1415
12218,914
12201,1441
12200,1472
12200,1471
12200,1474
12205,1319
12202,1411
12213,1070
12206,1287
12200,1473
12205,1318
12200,1484
12206,1297
12200,1483
12202,1421
12205,1328
12214,1052
12200,1485
12210,1175
12206,1299
12205,1330
12200,1480
12206,1293
12211,1138
12200,1479
12201,1448
12200,1482
12207,1265
12201,1451
12206,1296
12218,924
12200,1481
12218,923
12200,1492
12211,1150
12202,1431
12211,1152
12200,1493
12206,1307
12207,1271
12206,1302
12200,1488
12200,1487
12200,1490
12200,1489
12206,1303
12208,1252
12200,1500
12205,1345
12230,569
12200,1499
12203,1406
12200,1502
12218,944
12200,1501
12200,1496
12201,1465
12200,1495
12206,1312
12205,1342
12200,1497
12203,1415
12242,206
12202,1446
12205,1353
12200,1508
12205,1354
12207,1286
12200,1506
12210,1205
12206,1329
12206,1326
12201,1480
12201,1483
12206,1328
12201,1482
12210,1203
12214,1079
12205,1368
12205,1370
12210,1212
12210,1222
12201,1501
12211,1190
12205,1378
12207,1310
12211,1189
12205,1374
12218,971
12206,1343
12205,1385
12202,1478
12205,1384
12206,1353
12206,1356
12232,549
12214,1102
12218,977
12206,1352
12210,1238
12210,1240
12202,1488
12218,991
12211,1203
12210,1236
12218,987
12210,1235
12205,1390
12218,998
12210,1246
12206,1372
12202,1495
12216,1061
12206,1378
12205,1411
12210,1250
12218,1001
12213,1156
12210,1252
12217,1034
12210,1251
12218,1003
12214,1138
12220,952
12203,1478
12218,1009
12210,1260
12206,1384
12233,546
12206,1394
12218,1021
12203,1489
12206,1395
12211,1235
12210,1268
12241,306
12210,1267
12206,1404
12214,1156
12214,1150
12206,1398
12218,1028
12211,1245
12206,1400
12205,1431
12210,1275
12205,1441
12207,1381
12218,1034
12211,1251
12211,1250
12205,1439
12220,984
12218,1046
12205,1448
12218,1048
12213,1203
12205,1451
12203,1507
12205,1445
12206,1413
12218,1041
12205,1447
12211,1260
12205,1446
12206,1426
12210,1302
12206,1425
12218,1055
12208,1360
12211,1267
12210,1297
12205,1455
12218,1052
12206,1424
12205,1454
12205,1465
12218,1061
12210,1312
12211,1274
12213,1212
12218,1060
12205,1463
12206,1442
12206,1441
12211,1289
12206,1444
12213,1226
12206,1443
12213,1221
12241,352
12245,241
12206,1452
12214,1203
12213,1234
12205,1482
12206,1446
12206,1445
12242,332
12214,1199
12206,1447
12205,1478
12205,1489
12205,1491
12211,1304
12210,1330
12213,1239
12242,348
12214,1215
12210,1350
12210,1349
12206,1475
12218,1098
12214,1222
12205,1501
12218,1110
12211,1326
12206,1481
12210,1360
12206,1483
12218,1106
12218,1108
12210,1365
12206,1491
12210,1367
12218,1119
12217,1150
12214,1238
12211,1330
12210,1361
12207,1454
12218,1126
12213,1281
12210,1374
12206,1498
12241,412
12216,1190
12211,1345
12218,1122
12210,1370
12206,1496
12207,1475
12218,1133
12206,1507
12242,391
12226,881
12211,1348
12220,1069
12211,1359
12244,338
12208,1454
12211,1360
12210,1386
12218,1139
12218,1150
12218,1152
12210,1400
12211,1368
12218,1145
12207,1489
12211,1365
12226,899
12213,1312
12218,1157
12218,1160
12213,1309
12218,1156
12211,1378
12214,1285
12218,1174
12208,1483
12218,1173
12218,1175
12211,1387
12210,1420
12211,1401
12225,960
12245,352
12218,1189
12216,1251
12210,1439
12213,1341
12214,1310
12218,1186
12218,1188
12210,1435
12210,1447
12210,1443
12210,1454
12218,1206
12216,1267
12228,898
12210,1449
12218,1215
12225,993
12211,1426
12210,1457
12213,1376
12218,1223
12210,1471
12245,386
12226,969
12210,1465
12210,1468
12213,1375
12210,1480
12213,1386
12211,1448
12211,1443
12210,1474
12226,977
12211,1445
12245,391
12214,1351
12211,1455
12211,1457
12218,1236
12210,1483
12211,1465
12213,1402
12216,1304
12244,435
12218,1243
12243,478
12218,1256
12210,1497
12216,1311
12218,1251
12211,1479
12211,1478
12211,1475
12213,1413
12212,1443
12245,423
12210,1508
12211,1477
12218,1270
12213,1420
12216,1330
12211,1495
12217,1307
12213,1430
12225,1058
12218,1288
12216,1350
12213,1438
12218,1294
12245,458
12218,1290
12211,1508
12213,1457
12216,1365
12218,1298
12217,1330
12218,1310
12218,1311
12218,1318
12219,1289
12218,1319
12217,1345
12214,1438
12242,570
12216,1387
12218,1328
12218,1322
12220,1260
12214,1446
12216,1386
12217,1360
12218,1329
12214,1455
12218,1342
12218,1341
12226,1102
12218,1351
12218,1345
12216,1420
12218,1358
12218,1353
12217,1387
12214,1479
12217,1386
12220,1304
12229,1024
12214,1489
12218,1368
12216,1435
12220,1311
12218,1370
12216,1443
12214,1505
12218,1384
12242,640
12218,1378
12218,1390
12244,586
12218,1385
12241,675
12218,1387
12242,650
12218,1394
12216,1455
12216,1457
12226,1160
12242,677
12217,1454
12220,1365
12218,1438
12245,603
12218,1439
12218,1434
12217,1465
12245,596
12216,1508
12218,1446
12218,1445
12218,1447
12218,1441
12218,1455
12218,1451
12226,1215
12218,1457
12223,1304
12218,1474
12218,1488
12245,644
12226,1233
12218,1491
12218,1501
12218,1505
12226,1265
12253,440
12220,1472
12246,664
12245,694
12223,1386
12220,1479
12226,1310
12242,810
12225,1354
12235,1058
12245,762
12229,1267
12242,888
12253,553
12245,814
12230,1302
12241,960
12226,1428
12226,1434
12245,881
12245,899
12236,1173
12240,1058
12226,1505
12241,1052
12257,559
12245,960
12232,1365
12245,969
12244,1034
12266,352
12233,1387
12245,1021
12242,1129
12245,1052
12245,1055
12245,1061
12241,1186
12241,1195
12245,1106
12242,1246
12245,1160
12245,1156
12242,1251
12245,1177
12246,1156
12241,1304
12253,955
12242,1304
12243,1272
12245,1215
12245,1253
12247,1201
12242,1365
12245,1270
12244,1307
12245,1311
12263,778
12253,1086
12245,1341
12266,691
12207,2541
12242,1457
12245,1375
12257,1021
12208,2541
12245,1400
12245,1406
12244,1445
12245,1425
12257,1052
12245,1434
12245,1428
12245,1446
12246,1438
12264,899
12285,253
12253,1246
12245,1505
12253,1265
12253,1274
12195,3089
12195,3082
12195,3095
12195,3097
12195,3096
12195,3093
12195,3092
12195,3102
12195,3112
12253,1310
12195,3118
12196,3087
12266,928
12195,3124
12195,3134
12214,2541
12195,3130
12195,3142
12195,3145
12196,3108
12195,3138
12195,3151
12195,3150
12257,1225
12195,3157
12285,367
12195,3169
12196,3133
12285,386
12195,3171
12195,3170
12195,3172
12259,1188
12195,3184
12196,3159
12195,3193
12274,744
12196,3156
12195,3198
12195,3195
12272,808
12273,789
12196,3176
12195,3208
12198,3110
12195,3204
12195,3215
12196,3180
12199,3098
12195,3219
12199,3096
12196,3200
12195,3232
12195,3227
12196,3195
12200,3084
12199,3115
12200,3083
12252,1471
12195,3241
12200,3085
12195,3234
12200,3082
12199,3113
12200,3081
12200,3092
12195,3247
12200,3091
12196,3218
12200,3094
12195,3248
12200,3093
12200,3090
12200,3089
12195,3255
12200,3099
12195,3254
12200,3102
12195,3251
12196,3220
12200,3096
12200,3095
12200,3098
12195,3253
12196,3221
12200,3097
12200,3107
12199,3138
12196,3231
12195,3264
12200,3109
12195,3259
12266,1058
12200,3106
12195,3261
12200,3105
12196,3229
12195,3271
12200,3116
12200,3118
12200,3117
12200,3114
12195,3278
12199,3157
12200,3126
12195,3280
12200,3119
12195,3274
12199,3150
12196,3245
12200,3134
12195,3289
12199,3164
12200,3128
12199,3158
12263,1174
12200,3127
12200,3140
12200,3139
12195,3297
12195,3296
12199,3172
12195,3291
12199,3169
12200,3138
12201,3116
12200,3150
12195,3305
12195,3304
12200,3149
12201,3118
12195,3300
12200,3145
12200,3156
12200,3155
12202,3096
12202,3095
12200,3152
12199,3182
12202,3092
12195,3309
12200,3153
12202,3102
12195,3318
12195,3321
12195,3320
12200,3160
12202,3098
12195,3315
12202,3097
12200,3162
12195,3317
12200,3161
12196,3285
12200,3172
12201,3140
12200,3173
12200,3168
12195,3325
12201,3149
12256,1444
12195,3337
12200,3182
12201,3150
12200,3181
12199,3207
12200,3176
12203,3083
12201,3145
12200,3177
12200,3188
12196,3312
12196,3311
12200,3187
12200,3190
12200,3189
12259,1360
12200,3184
12202,3124
12200,3185
12203,3102
12195,3350
12195,3353
12200,3198
12200,3197
12195,3347
12203,3098
12200,3191
12199,3225
12199,3224
12195,3348
12203,3111
12196,3328
12203,3113
12199,3237
12195,3355
12196,3326
12196,3325
12195,3356
12199,3232
12195,3363
12200,3208
12200,3207
12196,3331
12196,3334
12195,3365
12196,3333
12200,3220
12195,3375
12203,3126
12202,3157
12201,3188
12202,3160
12195,3377
12196,3346
12203,3129
12200,3221
12196,3345
12195,3376
12200,3216
12195,3370
12200,3215
12200,3218
12204,3093
12196,3341
12200,3217
12203,3137
12200,3230
12200,3223
12200,3226
12195,3380
12200,3238
12201,3207
12195,3393
12200,3237
12200,3232
12202,3170
12202,3169
12200,3231
12195,3386
12200,3234
12202,3172
12200,3233
12195,3388
12203,3140
12199,3264
12203,3151
12202,3184
12200,3246
12195,3395
12200,3240
12196,3366
12203,3149
12205,3087
12200,3242
12200,3241
12266,1195
12205,3086
12195,3407
12200,3252
12200,3251
12203,3158
12205,3096
12195,3408
12203,3160
12198,3315
12205,3098
12204,3124
12200,3247
12199,3278
12205,3092
12195,3402
12203,3157
12205,3095
12196,3373
12259,1431
12205,3105
12200,3260
12195,3414
12205,3104
12200,3259
12195,3417
12200,3261
12199,3292
12195,3416
12195,3411
12205,3101
12200,3256
12205,3100
12195,3412
12205,3102
12200,3268
12205,3113
12201,3237
12195,3422
12205,3112
12202,3208
12205,3115
12203,3177
12201,3238
12200,3264
12200,3263
12201,3232
12195,3418
12200,3266
12205,3111
12200,3265
12205,3110
12195,3431
12200,3275
12195,3430
12203,3182
12200,3272
12206,3086
12196,3396
12206,3085
12205,3116
12200,3274
12200,3273
12195,3439
12205,3129
12201,3252
12202,3224
12199,3317
12195,3440
12200,3280
12195,3434
12203,3189
12201,3251
12206,3096
12205,3126
12200,3281
12200,3292
12292,440
12205,3137
12205,3136
12200,3294
12202,3232
12205,3138
12200,3293
12195,3443
12200,3288
12205,3135
12195,3444
12200,3289
12205,3145
12203,3207
12200,3300
12202,3238
12205,3144
12200,3302
12200,3301
12200,3296
12202,3234
12199,3327
12205,3140
12195,3450
12200,3298
12205,3143
12205,3142
12200,3297
12203,3204
12206,3111
12195,3462
12200,3307
12200,3310
12202,3247
12200,3309
12205,3154
12205,3149
12200,3304
12200,3303
12205,3151
12199,3337
12195,3460
12205,3150
12202,3254
12199,3347
12205,3160
12205,3163
12200,3318
12196,3441
12204,3193
12195,3472
12199,3348
12200,3317
12205,3162
12269,1173
12205,3157
12203,3218
12200,3311
12270,1141
12200,3314
12206,3128
12200,3313
12202,3251
12263,1360
12205,3158
12201,3293
12200,3324
12200,3323
12290,533
12206,3140
12195,3481
12200,3326
12202,3264
12201,3294
12206,3139
12203,3232
12202,3263
12200,3325
12195,3480
12201,3289
12196,3444
12205,3165
12200,3320
12205,3164
12204,3195
12195,3474
12200,3322
12200,3321
12205,3177
12208,3086
12195,3488
12200,3328
12200,3327
12200,3330
12205,3174
12195,3484
12200,3329
12195,3495
12200,3339
12203,3246
12195,3497
12199,3372
12195,3496
12200,3341
12206,3150
12200,3336
12200,3335
12205,3183
12200,3338
12205,3182
12200,3337
12203,3255
12200,3347
12205,3195
12200,3350
12285,715
12205,3194
12199,3380
12200,3344
12205,3188
12200,3343
12202,3284
12207,3129
12195,3501
12200,3345
12195,3511
12203,3263
12199,3386
12195,3510
12205,3203
12200,3358
12202,3296
12203,3264
12200,3352
12205,3196
12200,3351
12196,3475
12200,3354
12202,3292
12205,3198
12200,3353
12200,3363
12199,3394
12205,3211
12202,3304
12205,3210
12195,3515
12205,3204
12206,3173
12202,3300
12200,3362
12205,3207
12201,3330
12195,3527
12199,3402
12200,3371
12202,3309
12200,3374
12195,3528
12200,3368
12195,3522
12199,3401
12200,3370
12198,3431
12200,3369
12292,528
12199,3411
12205,3225
12203,3286
12200,3379
12196,3503
12202,3317
12205,3227
12200,3382
12202,3320
12205,3226
12207,3159
12199,3407
12195,3530
12195,3533
12200,3378
12195,3532
12200,3377
12203,3284
12199,3408
12200,3387
12205,3232
12205,3235
12199,3420
12201,3358
12196,3508
12201,3353
12200,3384
12195,3538
12205,3231
12200,3386
12203,3293
12201,3354
12196,3509
12202,3323
12200,3385
12207,3179
12204,3271
12195,3552
12205,3237
12205,3236
12200,3394
12195,3549
12200,3393
12205,3238
12210,3083
12200,3404
12269,1264
12200,3403
12205,3248
12205,3251
12195,3561
12202,3344
12200,3405
12195,3560
12196,3523
12202,3337
12200,3399
12205,3247
12205,3246
12195,3556
12200,3412
12200,3411
12195,3566
12195,3569
12207,3196
12195,3568
12205,3258
12210,3098
12205,3253
12205,3252
12208,3159
12210,3097
12205,3255
12202,3348
12205,3254
12195,3564
12200,3409
12195,3575
12199,3451
12200,3419
12273,1156
12210,3109
12195,3574
12205,3264
12200,3422
12199,3453
12195,3576
12196,3545
12196,3540
12200,3416
12196,3539
12205,3262
12202,3355
12210,3107
12200,3428
12208,3179
12196,3554
12195,3585
12211,3089
12200,3429
12196,3553
12211,3088
12196,3548
12199,3455
12206,3237
12200,3426
12205,3270
12209,3146
12200,3425
12200,3436
12211,3094
12202,3376
12206,3252
12199,3469
12205,3283
12211,3097
12200,3438
12200,3437
12195,3587
12200,3434
12202,3372
12205,3278
12195,3588
12196,3557
12208,3196
12200,3444
12210,3133
12200,3443
12202,3383
12200,3445
12200,3440
12205,3284
12211,3098
12200,3439
12195,3594
12202,3380
12195,3596
12204,3317
12200,3452
12195,3606
12205,3296
12207,3234
12200,3451
12205,3299
12196,3577
12205,3298
12200,3448
12205,3293
12208,3200
12205,3292
12195,3602
12203,3354
12200,3450
12196,3574
12204,3325
12196,3573
12195,3604
12200,3449
12200,3460
12195,3615
12209,3180
12205,3304
12200,3459
12211,3118
12196,3586
12200,3462
12199,3492
12200,3456
12210,3146
12202,3393
12205,3300
12200,3458
12195,3612
12200,3468
12205,3313
12200,3467
12202,3408
12201,3439
12205,3315
12195,3624
12202,3407
12204,3345
12205,3314
12199,3495
12205,3309
12200,3463
12207,3246
12195,3618
12290,673
12202,3401
12210,3156
12195,3621
12200,3466
12199,3496
12195,3631
12205,3320
12196,3599
12200,3478
12200,3477
12205,3317
12201,3440
12211,3133
12202,3412
12200,3474
12195,3629
12200,3473
12195,3628
12202,3411
12211,3132
12292,632
12200,3484
12199,3515
12200,3483
12210,3176
12196,3610
12195,3641
12210,3175
12213,3082
12200,3485
12195,3640
12205,3325
12203,3387
12204,3356
12195,3635
12195,3634
12200,3479
12195,3637
12202,3420
12200,3481
12205,3337
12195,3647
12200,3492
12200,3491
12200,3494
12208,3246
12195,3648
12208,3245
12200,3493
12201,3462
12202,3431
12211,3147
12196,3612
12200,3487
12200,3490
12205,3335
12211,3148
12204,3365
12200,3489
12200,3500
12195,3655
12200,3499
12205,3347
12195,3657
12200,3501
12199,3527
12202,3434
12196,3619
12200,3495
12200,3498
12200,3497
12195,3663
12205,3353
12199,3538
12195,3662
12207,3293
12205,3355
12210,3200
12208,3256
12195,3658
12200,3503
12205,3348
12200,3506
12197,3599
12195,3661
12196,3630
12204,3381
12202,3443
12195,3660
12203,3412
12212,3133
12210,3206
12205,3361
12195,3673
12202,3455
12211,3176
12200,3517
12202,3450
12200,3512
12195,3667
12206,3326
12202,3449
12203,3418
12200,3511
12196,3638
12203,3420
12205,3358
12195,3679
12195,3681
12206,3339
12195,3680
12200,3520
12214,3086
12195,3675
12211,3179
12211,3178
12200,3522
12195,3677
12199,3552
12196,3645
12195,3676
12213,3118
12200,3521
12214,3087
12200,3532
12210,3221
12201,3500
12205,3376
12203,3440
12210,3218
12195,3682
12195,3685
12200,3530
12206,3344
12213,3127
12195,3695
12210,3229
12206,3353
12200,3542
12202,3480
12200,3541
12210,3231
12204,3417
12200,3536
12214,3102
12205,3380
12205,3383
12211,3197
12199,3569
12200,3538
12200,3537
12205,3393
12203,3454
12200,3547
12195,3705
12203,3451
12200,3543
12211,3205
12200,3546
12199,3576
12200,3556
12195,3711
12203,3465
12202,3496
12200,3558
12200,3557
12202,3495
12205,3402
12205,3397
12200,3552
12195,3707
12195,3706
12204,3430
12195,3709
12206,3368
12200,3554
12195,3708
12200,3553
12200,3564
12202,3501
12196,3687
12211,3222
12214,3129
12195,3718
12201,3532
12200,3566
12196,3690
12205,3411
12206,3380
12200,3565
12199,3596
12286,899
12209,3286
12200,3560
12196,3683
12200,3559
12202,3500
12205,3407
12214,3128
12211,3221
12195,3717
12201,3530
12211,3220
12195,3716
12200,3561
12200,3572
12206,3386
12200,3571
12195,3726
12205,3416
12200,3574
12210,3264
12205,3418
12195,3728
12200,3573
12196,3692
12201,3537
12200,3568
12201,3536
12205,3412
12211,3229
12195,3725
12200,3569
12210,3259
12196,3704
12211,3238
12216,3086
12196,3706
12196,3705
12200,3581
12210,3266
12205,3421
12210,3265
12205,3420
12200,3575
12200,3578
12211,3237
12195,3733
12196,3702
12196,3701
12202,3515
12203,3495
12213,3185
12196,3712
12196,3711
12195,3742
12198,3652
12200,3589
12202,3527
12203,3496
12195,3744
12205,3434
12195,3739
12199,3615
12202,3522
12213,3181
12214,3149
12202,3521
12200,3583
12201,3552
12205,3428
12205,3431
12200,3586
12200,3585
12216,3089
12205,3430
12200,3596
12195,3750
12205,3440
12200,3595
12210,3285
12211,3257
12205,3443
12200,3597
12211,3256
12195,3752
12196,3721
12212,3220
12199,3622
12202,3532
12200,3594
12205,3439
12202,3531
12200,3593
12195,3748
12216,3108
12199,3635
12211,3263
12196,3728
12273,1341
12196,3727
12195,3758
12205,3451
12211,3265
12205,3450
12199,3636
12196,3729
12211,3259
12200,3600
12202,3538
12195,3754
12200,3599
12211,3260
12195,3756
12200,3612
12196,3736
12200,3611
12202,3549
12202,3552
12210,3304
12216,3118
12290,823
12217,3086
12200,3608
12205,3453
12195,3763
12210,3298
12205,3452
12211,3266
12205,3455
12208,3362
12200,3609
12195,3764
12205,3454
12200,3619
12202,3560
12211,3281
12210,3312
12200,3622
12210,3311
12211,3280
12205,3461
12200,3616
12214,3182
12202,3553
12205,3460
12211,3274
12200,3615
12217,3088
12200,3618
12211,3276
12214,3183
12202,3566
12200,3627
12199,3658
12205,3472
12196,3754
12199,3661
12202,3568
12195,3784
12205,3469
12200,3624
12202,3561
12200,3623
12195,3778
12200,3626
12202,3564
12195,3781
12217,3098
12201,3594
12203,3532
12209,3357
12200,3635
12196,3759
12205,3480
12211,3294
12210,3325
12202,3576
12210,3328
12205,3482
12204,3513
12200,3632
12202,3569
12195,3786
12210,3324
12203,3541
12195,3789
12272,1401
12199,3675
12210,3334
12206,3458
12196,3768
12218,3086
12200,3643
12215,3178
12205,3488
12202,3581
12205,3491
12203,3553
12198,3708
12204,3522
12218,3087
12211,3304
12200,3645
12198,3707
12195,3795
12204,3516
12200,3640
12200,3639
12209,3363
12195,3797
12200,3641
12196,3765
12210,3331
12203,3548
12209,3362
12195,3796
12218,3083
12196,3776
12218,3093
12205,3496
12202,3589
12200,3651
12199,3685
12195,3809
12218,3096
12201,3622
12211,3312
12218,3095
12196,3777
12200,3647
12205,3492
12202,3585
12202,3588
12205,3495
12202,3587
12202,3597
12206,3473
12195,3814
12210,3349
12200,3662
12218,3103
12210,3346
12208,3408
12205,3501
12196,3780
12203,3563
12210,3345
12202,3596
12200,3658
12218,3100
12204,3533
12202,3606
12210,3358
12195,3823
12218,3110
12211,3326
12210,3357
12200,3667
12211,3329
12196,3794
12205,3515
12218,3112
12218,3111
12203,3571
12200,3664
12202,3602
12199,3695
12206,3477
12200,3663
12195,3818
12214,3232
12211,3325
12195,3820
12199,3696
12211,3324
12205,3521
12216,3180
12199,3707
12200,3676
12195,3831
12218,3118
12211,3334
12199,3708
12200,3677
12205,3522
12196,3801
12202,3615
12211,3336
12201,3641
12210,3362
12216,3176
12218,3113
12195,3826
12205,3516
12218,3116
12217,3147
12211,3333
12195,3829
12200,3674
12202,3612
12201,3643
12218,3115
12205,3518
12205,3529
12195,3839
12218,3126
12201,3653
12200,3684
12217,3159
12200,3686
12205,3531
12206,3500
12215,3220
12205,3530
12200,3685
12211,3338
12195,3834
12211,3341
12205,3527
12205,3526
12195,3847
12210,3382
12202,3629
12195,3848
12201,3662
12200,3693
12205,3538
12211,3347
12200,3688
12196,3812
12203,3594
12210,3377
12205,3532
12200,3687
12211,3349
12205,3535
12195,3844
12200,3689
12196,3813
12214,3255
12200,3700
12205,3545
12211,3359
12202,3637
12218,3143
12195,3856
12196,3825
12203,3608
12195,3851
12218,3138
12205,3541
12195,3850
12210,3385
12211,3357
12218,3140
12218,3139
12195,3852
12202,3635
12196,3832
12211,3367
12205,3553
12195,3863
12218,3150
12205,3552
12217,3180
12218,3149
12211,3366
12195,3862
12205,3555
12206,3518
12200,3704
12211,3363
12217,3176
12211,3362
12196,3827
12195,3858
12200,3706
12217,3178
12195,3860
12201,3674
12212,3333
12218,3158
12205,3561
12195,3871
12200,3716
12200,3715
12195,3870
12205,3560
12218,3157
12203,3622
12206,3532
12216,3222
12205,3563
12211,3377
12196,3842
12216,3221
12196,3841
12205,3562
12195,3867
12200,3711
12203,3618
12199,3745
12196,3838
12218,3156
12199,3744
12196,3837
12205,3569
12200,3724
12195,3879
12218,3165
12205,3568
12202,3661
12200,3723
12211,3382
12205,3571
12195,3881
12217,3199
12210,3416
12202,3663
12216,3229
12195,3880
12205,3570
12202,3658
12200,3719
12210,3409
12202,3657
12205,3564
12202,3660
12198,3784
12218,3164
12217,3195
12213,3318
12218,3174
12200,3732
12201,3700
12205,3576
12202,3669
12279,1285
12195,3889
12212,3362
12200,3728
12218,3170
12200,3727
12218,3169
12217,3200
12214,3293
12218,3172
12197,3823
12196,3854
12210,3419
12218,3171
12200,3729
12212,3357
12218,3182
12200,3740
12205,3585
12195,3894
12205,3584
12200,3739
12201,3711
12205,3587
12202,3680
12206,3556
12203,3648
12202,3679
12213,3338
12218,3183
12211,3400
12203,3643
12195,3891
12202,3674
12205,3581
12212,3363
12207,3518
12218,3177
12196,3859
12196,3862
12206,3552
12200,3738
12195,3892
12205,3582
12211,3396
12196,3861
12202,3675
12195,3903
12202,3686
12210,3438
12201,3716
12200,3747
12195,3902
12202,3685
12210,3437
12210,3440
12195,3905
12214,3316
12211,3409
12205,3594
12195,3904
12217,3222
12205,3589
12220,3124
12202,3682
12205,3588
12209,3464
12195,3901
12200,3746
12207,3529
12205,3591
12201,3715
12203,3652
12200,3745
12200,3756
12200,3755
12207,3541
12195,3913
12205,3602
12202,3695
12200,3757
12206,3571
12205,3597
12210,3441
12205,3596
12203,3661
12200,3754
12211,3412
12217,3237
12211,3422
12195,3918
12208,3518
12200,3766
12195,3921
12211,3425
12218,3207
12207,3548
12211,3424
12217,3238
12219,3176
12195,3915
12205,3605
12200,3760
12205,3604
12195,3914
12207,3545
12218,3204
12203,3669
12195,3917
12196,3886
12203,3668
12196,3885
12218,3203
12217,3234
12210,3462
12217,3245
12196,3896
12196,3895
12204,3647
12195,3926
12213,3371
12196,3897
12210,3463
12200,3768
12199,3799
12211,3426
12203,3674
12197,3863
12202,3708
12216,3274
12202,3707
12208,3532
12213,3377
12210,3470
12211,3438
12200,3779
12211,3441
12195,3937
12196,3906
12218,3224
12195,3936
12196,3905
12203,3688
12196,3900
12195,3930
12211,3437
12200,3778
12205,3622
12195,3943
12209,3509
12214,3354
12200,3788
12210,3478
12209,3508
12200,3787
12205,3635
12218,3232
12222,3108
12280,1310
12195,3944
12218,3226
12205,3629
12210,3474
12212,3412
12199,3814
12195,3938
12218,3225
12210,3473
12217,3256
12205,3631
12195,3941
12196,3910
12218,3227
12195,3940
12211,3444
12201,3754
12196,3909
12218,3238
12200,3796
12208,3548
12210,3486
12200,3795
12210,3485
12215,3333
12211,3457
12205,3637
12205,3636
12195,3946
12205,3639
12217,3267
12200,3794
12206,3608
12218,3236
12208,3545
12200,3804
12216,3308
12203,3710
12202,3744
12217,3279
12218,3248
12218,3247
12211,3464
12217,3278
12200,3800
12196,3924
12285,1164
12210,3489
12200,3799
12196,3925
12208,3553
12217,3274
12202,3739
12200,3801
12205,3657
12199,3843
12200,3812
12207,3594
12200,3811
12195,3966
12200,3814
12197,3906
12210,3503
12217,3286
12216,3317
12209,3534
12206,3622
12216,3312
12199,3839
12205,3653
12200,3808
12200,3807
12285,1172
12205,3652
12219,3221
12202,3748
12200,3810
12218,3252
12196,3933
12200,3809
12199,3840
12218,3251
12195,3975
12200,3820
12218,3264
12199,3852
12216,3325
12211,3475
12205,3661
12211,3474
12203,3722
12219,3229
12206,3632
12205,3663
12210,3508
12211,3476
12205,3662
12218,3259
12199,3848
12216,3332
12202,3766
12218,3270
12216,3331
12211,3486
12205,3672
12195,3982
12218,3269
12200,3827
12202,3768
12216,3334
12209,3551
12210,3520
12205,3674
12196,3948
12216,3328
12205,3669
12195,3979
12205,3668
12203,3730
12200,3823
12195,3978
12219,3237
12195,3981
12196,3950
12208,3577
12213,3422
12200,3825
12199,3867
12207,3619
12218,3278
12200,3836
12205,3681
12196,3960
12195,3991
12211,3494
12196,3959
12205,3680
12200,3838
12195,3993
12216,3341
12218,3274
12200,3831
12196,3958
12195,3989
12200,3834
12205,3679
12195,3988
12200,3833
12210,3523
12200,3844
12195,3999
12210,3536
12195,4001
12199,3877
12219,3256
12201,3814
12200,3845
12204,3721
12203,3752
12205,3685
12210,3530
12195,3995
12290,1049
12218,3284
12212,3470
12216,3346
12204,3718
12214,3408
12211,3500
12216,3345
12218,3283
12205,3686
12218,3294
12200,3852
12213,3448
12199,3882
12205,3696
12205,3699
12219,3265
12195,4009
12206,3667
12200,3853
12200,3848
12196,3972
12200,3847
12218,3289
12196,3971
12195,4002
12200,3850
12210,3540
12218,3292
12204,3726
12205,3695
12200,3849
12211,3508
12218,3291
12195,4004
12200,3860
12203,3767
12217,3333
12216,3363
12200,3859
12195,4014
12205,3707
12200,3862
12280,1381
12218,3303
12211,3520
12196,3980
12219,3266
12218,3297
12195,4010
12199,3889
12200,3858
12216,3362
12202,3796
12205,3703
12210,3547
12202,3795
12218,3299
12200,3868
12195,4023
12200,3867
12210,3557
12218,3309
12200,3870
12213,3467
12205,3714
12210,3559
12195,4024
12209,3590
12217,3337
12204,3740
12200,3864
12211,3523
12205,3709
12210,3554
12205,3708
12210,3553
12200,3863
12218,3305
12219,3274
12205,3711
12206,3679
12203,3772
12195,4020
12202,3814
12218,3317
