artists_1,artists_2
8595,3859
8584,4201
8584,4214
8585,4176
8582,4281
8585,4188
8582,4282
8585,4189
8587,4127
8587,4128
8585,4191
8608,3471
8610,3409
8701,588
8597,3825
8588,4104
8594,3920
9026,6912
8595,3883
8615,3265
8606,3553
8585,4204
8607,3523
8585,4205
8598,3804
8613,3333
8585,4201
8601,3706
8594,3924
8594,3934
8585,4214
8957,9067
8606,3557
8966,8782
8585,4209
8613,3342
8585,4220
8587,4158
8964,8856
8603,3665
8679,1302
8606,3567
8966,8802
8584,4261
8604,3638
8585,4237
8585,4239
8594,3960
8590,4077
8608,3519
8608,3520
2333,1443
8603,3687
8585,4247
8601,3751
8603,3684
8590,4098
8585,4253
8583,4317
8587,4188
8603,3692
8966,8833
8597,3888
8585,4261
8603,3704
8593,4014
8603,3705
8595,3948
8585,4259
8584,4299
8591,4083
8591,4084
8585,4270
8594,3985
8605,3645
8584,4297
8587,4205
8587,4217
8585,4272
8591,4087
8585,4273
8603,3729
8603,3723
8585,4281
9023,7087
8587,4220
8590,4127
8585,4282
8614,3396
8585,4295
8585,4290
8973,8647
8594,4012
8585,4300
8679,1386
8598,3898
8587,4239
8606,3646
8585,4297
8968,8820
8603,3751
8585,4311
8585,4306
8587,4244
8966,8880
8591,4133
8615,3382
8601,3817
8588,4220
8591,4127
8588,4221
8608,3601
8605,3706
8601,3824
8595,4012
8590,4168
9065,5837
1807,1455
8603,3776
8686,1203
8603,3777
8590,4173
8594,4052
8594,4064
8615,3409
8594,4071
8973,8707
8608,3638
8603,3798
8594,4077
8597,3985
8601,3862
8590,4204
8587,4297
8603,3801
8594,4075
8606,3704
8595,4055
8604,3777
8590,4205
8968,8872
8603,3803
8599,3927
8603,3804
8594,4093
8594,4094
8590,4220
8587,4306
8594,4089
8590,4214
8594,4091
8679,1457
8603,3824
8594,4104
8594,4097
9026,7090
8686,1246
8607,3706
8679,1474
8613,3520
8591,4204
8591,4205
8605,3765
8594,4106
8597,4014
8594,4108
8613,3519
8603,3838
8595,4088
8590,4244
8594,4114
8603,3837
8595,4094
8591,4219
8623,3228
8594,4127
8623,3229
8591,4214
2272,3502
8590,4247
8594,4133
8608,3701
8971,8833
8679,1497
2285,3108
8613,3551
8688,1238
8591,4239
8604,3837
8597,4064
8608,3725
8603,3886
8591,4259
8607,3765
8594,4164
8595,4133
8590,4297
8594,4176
8603,3897
8621,3333
8601,3953
8597,4088
8590,4306
2285,3148
8603,3898
8593,4208
8627,3156
8603,3900
8597,4087
8594,4189
8973,8820
8603,3906
8614,3566
8603,3909
8604,3888
8593,4226
8594,4205
8594,4201
8591,4295
8686,1350
8621,3366
8591,4297
8621,3367
8591,4306
8594,4214
8968,9004
2285,3180
8605,3874
8608,3776
8608,3777
9012,7637
8686,1365
8594,4219
8603,3950
8711,603
8601,4014
8623,3333
8610,3736
8603,3949
8598,4113
8686,1386
8594,4239
8603,3960
8593,4278
8607,3841
2285,3218
2272,3627
8597,4168
8594,4261
8688,1350
8615,3609
8594,4270
8608,3837
8686,1420
8603,3986
8623,3366
8623,3367
8606,3895
2285,3245
8615,3627
9032,7085
8631,3133
8971,8977
8603,3997
8594,4281
8606,3909
8597,4189
2285,3256
8621,3457
8608,3861
8631,3148
8615,3645
8607,3893
8607,3888
8594,4297
8633,3089
8607,3895
8594,4299
8608,3865
8598,4176
8608,3866
8594,4300
8623,3410
8686,1457
8594,4311
8595,4281
8606,3933
8603,4028
9044,6741
8623,3409
8595,4282
8968,9103
8981,8702
8686,1474
8604,4014
8601,4116
8973,8969
8688,1420
8727,206
8693,1260
8603,4050
8697,1138
8603,4062
8603,4063
2285,3311
2285,3312
8688,1435
8686,1497
8627,3326
8603,4071
8603,4072
9042,6848
2285,3325
8610,3861
2285,3326
9042,6849
8631,3206
8608,3920
2285,3328
2285,3331
8603,4077
2285,3334
8608,3934
8603,4089
8615,3723
8603,4097
2285,3345
8603,4091
2285,3346
8606,4011
8978,8864
8603,4098
8608,3957
8727,268
8610,3895
8603,4113
8608,3958
2285,3363
8621,3551
2285,3362
14855,6902
8606,4026
8995,8351
2285,3366
8603,4114
8608,3960
8603,4127
8603,4128
8615,3751
9041,6929
8631,3256
8631,3257
8597,4311
2285,3382
8688,1497
8605,4083
8608,3985
8633,3222
8631,3285
8605,4084
8603,4148
8601,4220
8601,4221
2285,3409
2285,3412
8608,4012
8608,4014
8717,628
2285,3416
8606,4072
8603,4176
8606,4077
2285,3425
8599,4294
8623,3551
8712,793
2285,3426
8603,4173
8603,4182
8615,3812
8615,3813
8608,4026
8603,4189
8615,3827
2285,3444
8614,3854
8608,4052
8607,4083
8631,3334
8986,8715
8982,8839
8603,4205
8692,1455
8978,8975
8603,4217
8608,4055
8607,4088
2285,3471
2285,3470
8608,4064
8603,4220
8607,4097
8606,4128
8632,3334
9042,7004
2285,3485
8603,4239
8608,4084
8727,391
8603,4237
8603,4247
8608,4093
8608,4094
8981,8908
8608,4088
8603,4244
8988,8699
8604,4221
8608,4097
2285,3508
9048,6848
8608,4104
2285,3514
8608,4106
8608,4116
8633,3342
8692,1508
2285,3523
8615,3896
9041,7074
8615,3897
8604,4244
8608,4120
8631,3409
2285,3540
8603,4297
8631,3425
8607,4175
8627,3557
8603,4306
8631,3441
8621,3760
8610,4104
8604,4290
8605,4254
9007,8176
8633,3396
2285,3573
8642,3118
2285,3574
2285,3577
8701,1297
8721,677
8608,4176
8615,3960
8608,4188
8622,3756
8631,3471
2285,3599
8614,4005
8622,3757
8608,4204
2285,3607
8986,8871
8608,4205
8727,517
2285,3609
8642,3146
8642,3147
8633,3426
8616,3953
8614,4025
8726,553
8614,4026
2285,3614
8608,4209
8608,4221
8608,4222
8986,8888
8631,3503
2285,3627
8631,3514
8727,535
8606,4299
2285,3638
8642,3178
8719,793
2285,3645
8606,4306
2285,3647
9048,6983
8608,4253
8642,3199
8608,4259
8633,3485
2285,3665
8631,3554
8739,206
9046,7074
9051,6921
8631,3557
8613,4109
8631,3553
8640,3274
8642,3221
2285,3683
8642,3229
8611,4186
8615,4062
8631,3567
8608,4281
8623,3817
8642,3228
2285,3692
9051,6943
8615,4071
8608,4290
8623,3825
8642,3245
8608,4300
2285,3702
2285,3705
2285,3704
2285,3706
8632,3554
9077,6153
8615,4093
8618,4000
8609,4273
8620,3934
8982,9105
8642,3264
8727,629
2285,3721
8642,3257
2285,3723
8726,655
9016,8050
8615,4106
2285,3725
2285,3727
8704,1350
2285,3729
8615,4104
8633,3553
8727,640
8731,517
8631,3617
8642,3276
2285,3740
8731,535
2285,3751
8631,3630
8615,4127
8610,4282
8619,4014
8999,8617
2285,3762
8623,3898
2285,3765
8616,4116
8645,3218
9024,7848
8731,549
8620,4000
2285,3777
8986,9034
2285,3776
8998,8673
2285,3780
8727,691
8615,4158
8613,4221
8642,3333
8615,4168
8642,3342
2285,3798
2285,3801
8625,3865
8649,3132
8732,559
8649,3133
8615,4189
8646,3228
9028,7770
8621,3996
8631,3687
8640,3410
8996,8767
8642,3359
2272,4221
8649,3148
8642,3366
8642,3367
8998,8709
8642,3362
2285,3827
9014,8215
8632,3683
8632,3684
8619,4083
2285,3837
9078,6251
2285,3838
8615,4214
2285,3841
8646,3266
8649,3175
8727,753
2285,3854
8649,3176
2285,3857
2272,4259
2285,3859
2285,3861
8727,771
8998,8754
9058,6894
2285,3862
8640,3470
2285,3865
8615,4239
8642,3409
8728,744
9016,8211
8645,3328
8645,3329
8642,3423
8649,3206
13783,7890
8615,4261
8621,4070
2285,3885
2285,3886
8642,3425
8623,4014
2285,3888
8642,3426
2285,3893
8645,3345
8649,3222
8640,3502
2285,3897
2285,3896
2285,3898
9024,7987
8732,655
8727,810
2285,3900
8640,3503
8621,4092
8727,808
2285,3906
2285,3909
8727,819
8615,4300
8640,3519
8727,824
2285,3924
8631,3812
8631,3813
8650,3218
2285,3933
8618,4222
8646,3349
8623,4062
8649,3256
8996,8884
8649,3257
9016,8266
8623,4070
9018,8209
8649,3265
8649,3266
8623,4082
2285,3949
8632,3803
8632,3804
8642,3494
2285,3950
8649,3285
2285,3959
8633,3776
8996,8908
2285,3960
8631,3841
2285,3962
8587,5217
8654,3133
8583,5346
8623,4108
8587,5224
8623,4109
8998,8862
8631,3857
8581,5407
8587,5233
8638,3645
8656,3088
8642,3523
9024,8066
2285,3986
8727,898
8732,744
8581,5425
2285,3997
8633,3817
2285,4003
8642,3551
8631,3893
8730,824
8633,3824
8730,819
8585,5325
8731,795
8631,3895
2285,4018
8632,3866
8649,3349
8627,4026
2285,4025
2285,4028
8650,3326
8737,629
8633,3854
8650,3328
8645,3476
8640,3645
8731,824
8633,3862
8623,4173
8621,4230
8585,5346
8649,3363
8632,3900
8642,3590
8583,5420
2285,4050
8632,3898
2285,4053
8642,3598
8581,5489
2285,4052
2285,4055
9033,7862
8623,4189
8654,3221
2285,4059
8632,3906
2285,4060
2285,4063
8642,3607
2285,4064
8640,3666
8649,3396
8656,3180
8642,3614
2285,4071
2285,4072
13783,8081
8585,5378
2285,4075
2285,4077
8621,4274
2285,4081
8631,3960
8642,3630
8623,4221
2285,4089
8649,3409
8642,3627
2285,4091
8654,3256
2285,4093
2285,4094
8585,5407
2285,4097
8656,3199
8649,3419
8654,3274
2285,4104
8586,5378
8631,3984
8649,3426
2285,4106
8649,3437
8649,3438
9005,8786
8717,1330
8998,8997
8627,4114
2285,4113
8632,3960
2285,4114
8640,3723
9005,8792
8585,5425
8623,4247
2285,4127
8642,3665
2285,4133
8631,4026
8649,3470
8649,3471
8631,4025
8638,3817
8645,3601
9005,8827
8642,3691
8656,3267
2285,4158
8739,691
2285,4164
8631,4052
9065,6983
8633,3984
2285,4168
2285,4173
2285,4174
8649,3503
8656,3286
8719,1326
8656,3279
2285,4176
8633,4005
2285,4182
8631,4062
8585,5489
9039,7800
9024,8275
2285,4189
2285,4188
2285,4191
2285,4193
8649,3514
2285,4201
8642,3749
2285,4205
2285,4204
9024,8294
8631,4093
8633,4025
8633,4026
8631,4089
8642,3759
2285,4214
8743,629
8642,3760
2285,4217
8634,4002
8654,3382
8640,3817
8631,4097
9066,7005
8642,3768
8640,3824
8640,3825
2285,4227
8645,3671
8649,3557
9069,6921
8649,3558
8640,3837
8649,3559
8649,3553
8583,5599
8641,3801
8654,3410
8649,3566
2285,4239
8633,4062
8587,5489
8649,3567
8654,3412
2285,4244
8631,4133
9013,8671
8640,3861
8640,3862
2285,4261
8656,3373
8633,4087
8590,5420
8743,677
8642,3804
9045,7706
8585,5582
2285,4270
2285,4272
8591,5405
8633,4098
8739,824
8640,3888
8641,3857
8649,3609
9030,8184
8727,1203
2285,4297
8627,4299
8631,4175
8649,3617
2285,4299
8634,4083
13783,8317
8649,3630
8727,1212
8583,5676
8642,3841
8656,3408
2285,4306
8633,4133
8728,1190
2285,4317
8645,3768
9005,8993
8649,3647
8654,3485
8645,3765
8633,4148
9005,9002
8642,3866
8590,5489
8631,4219
8583,5707
8645,3780
9005,9004
8654,3502
8654,3503
14855,7890
9016,8671
8727,1260
8640,3958
8594,5378
8638,4014
9075,6863
8586,5639
8596,5325
8642,3900
8656,3475
8642,3909
8585,5676
8633,4189
8656,3476
8648,3725
8642,3906
9028,8336
8582,5775
8654,3553
8640,3985
8640,3986
9041,7944
9033,8195
8633,4220
8631,4282
8656,3508
9017,8702
8585,5704
8640,4000
9033,8202
8581,5830
8631,4281
8649,3734
8727,1312
8642,3948
8645,3865
8633,4237
8642,3960
8649,3736
8649,3756
8649,3757
8641,4000
8633,4248
9018,8699
8654,3609
8654,3610
8642,3984
8583,5807
8663,3334
9075,6947
8645,3906
9054,7618
8585,5775
8583,5837
8603,5217
8583,5830
8594,5489
8588,5676
8587,5707
8633,4282
8603,5224
8727,1386
8636,4209
8650,3776
8603,5233
8656,3590
8649,3812
8649,3813
8728,1365
9048,7829
8583,5854
8640,4088
8650,3780
8581,5929
8656,3601
8645,3953
8584,5845
8649,3824
8649,3827
8727,1420
8649,3838
8650,3801
8642,4050
8583,5881
8585,5819
8731,1302
8642,4062
8585,5830
8656,3626
13804,7890
8649,3854
8642,4077
8645,3985
8645,3986
14855,8081
8649,3857
8649,3859
8656,3642
8665,3363
9033,8348
9076,7012
8581,5974
8584,5881
8591,5676
9023,8668
8662,3470
8663,3441
8642,4092
8727,1457
8649,3884
8587,5807
8642,4098
9023,8673
8649,3883
8642,4109
8727,1474
8586,5845
8649,3895
8583,5941
8654,3736
8585,5880
8585,5881
8730,1387
8656,3691
8587,5830
8642,4127
8728,1455
8662,3502
8642,4133
9039,8209
8650,3893
8649,3920
8662,3519
8587,5854
9013,9035
8645,4053
8580,6068
9016,8938
8640,4221
8583,5988
8582,6013
8646,4030
8581,6046
9039,8233
8649,3948
8669,3329
8583,5996
8585,5934
8585,5929
8649,3947
8642,4173
8645,4081
8582,6034
8645,4083
9081,6947
8650,3933
8595,5639
9016,8972
8649,3960
8584,5976
8649,3962
9025,8691
8654,3817
8642,4189
8645,4097
8640,4248
8594,5676
9054,7800
8654,3825
8650,3950
8656,3765
8640,4261
8654,3824
8663,3554
8642,4205
8585,5974
8656,3769
8656,3780
8594,5704
8585,5976
8640,4273
8603,5420
9026,8702
8649,4005
8590,5830
8601,5489
8640,4281
8640,4282
8642,4229
9017,8989
8649,4011
8642,4238
8586,5976
8580,6155
8640,4295
8584,6034
8596,5662
8587,5941
8649,4028
8583,6074
8642,4247
8649,4030
8735,1365
8581,6139
8649,4031
8642,4248
8649,4025
8649,4026
8642,4244
8640,4311
8656,3815
8642,4251
8642,4261
9082,7005
13804,8081
8663,3607
8605,5407
8590,5881
8656,3836
8608,5325
8585,6034
8585,6046
8649,4062
8603,5489
8642,4274
8649,4059
8662,3666
8594,5775
8649,4071
8645,4188
2333,3256
8581,6185
8585,6062
9016,9086
8742,1190
8650,4053
8609,5325
9025,8810
8649,4093
8642,4311
8649,4094
8582,6171
8585,6078
8604,5489
8649,4088
9016,9095
8649,4089
8583,6135
8649,4091
8645,4226
8645,4222
8583,6144
8582,6186
8656,3887
8650,4087
8590,5941
8656,3895
9026,8810
8650,4083
8649,4114
8581,6233
8598,5707
9031,8668
9022,8948
8656,3905
8649,4133
8608,5405
8742,1251
8650,4097
8665,3645
8581,6251
2333,3326
8608,5407
8679,3218
9025,8877
8585,6135
8582,6233
8650,4127
8649,4158
8587,6074
8585,6139
8646,4259
8582,6243
8654,4012
8665,3671
8585,6144
9025,8890
2333,3359
8586,6128
8585,6153
8583,6215
8585,6155
8594,5881
9089,6922
8662,3776
8581,6287
8581,6296
9055,7989
8581,6294
8742,1304
9026,8890
8656,3977
8594,5909
8650,4176
8585,6185
8587,6135
8585,6193
9044,8349
8583,6257
8662,3817
8649,4220
8594,5926
1807,3328
1807,3329
8582,6308
8585,6208
8654,4071
1807,3341
8588,6118
8650,4205
1807,3342
9047,8285
8650,4214
8662,3837
8679,3311
8654,4088
8650,4222
8686,3108
8588,6139
8585,6233
8590,6078
8650,4219
8654,4106
8585,6245
8686,3109
8679,3326
8581,6365
8679,3328
9033,8749
8585,6253
9055,8069
8686,3118
8585,6251
8659,3957
9032,8787
1807,3382
8656,4060
8603,5704
8584,6294
8587,6208
8649,4281
8649,4282
8583,6328
8656,4076
8650,4262
8660,3953
8649,4295
8656,4083
8587,6222
2333,3485
8656,4084
8595,5976
8583,6343
8649,4299
8585,6294
8590,6135
8649,4306
8583,6353
8649,4318
8679,3382
8583,6358
8585,6308
8585,6309
8585,6304
8667,3765
8654,4168
8585,6317
8656,4117
8656,4118
8585,6319
8594,6034
9094,6929
8742,1455
8585,6343
8663,3920
1807,3470
8593,6100
8598,5941
8595,6034
8585,6345
8654,4220
8585,6359
8656,4151
8603,5807
8585,6365
9055,8176
8608,5662
8587,6319
8656,4177
8656,4187
8603,5830
9039,8699
8654,4248
8662,4000
8588,6304
8656,4196
1807,3519
8594,6119
1807,3520
8654,4259
2333,3598
8679,3485
9039,8702
8591,6208
8587,6343
8588,6319
8656,4212
8660,4083
8656,4208
9031,8969
8654,4281
8654,4282
9041,8671
8656,4222
8608,5704
8656,4229
8588,6343
8595,6128
8594,6153
8594,6155
8597,6062
8588,6342
8581,6564
8686,3311
8604,5854
9032,8980
8616,5489
8662,4075
8656,4262
8686,3325
8688,3264
8588,6365
8686,3328
8656,4267
8669,3865
8594,6185
8686,3334
8686,3345
8686,3346
8656,4278
8594,6193
8662,4088
8594,6208
8656,4279
8656,4280
8680,3550
8591,6304
9039,8810
8583,6564
8596,6162
8594,6224
1807,3627
8590,6343
8603,5941
1807,3633
8663,4093
8688,3311
8688,3312
8591,6319
9041,8754
8659,4222
8679,3598
8686,3382
8679,3599
8663,4106
2285,5217
8663,4104
8594,6253
8584,6564
9045,8652
2285,5224
9032,9067
2285,5233
8598,6135
8594,6271
2333,3751
8663,4133
8603,5988
9033,9052
8669,3953
8601,6062
8585,6564
8594,6283
8594,6294
8686,3444
1807,3702
8597,6208
8777,629
2333,3780
9046,8671
8690,3333
9062,8188
8594,6308
8594,6317
1807,3721
2333,3798
8608,5880
9047,8666
8603,6046
9060,8266
8688,3409
8679,3701
8697,3148
8594,6342
9045,8746
8686,3485
8595,6308
2333,3827
8777,677
8594,6346
8587,6564
8603,6078
8679,3723
8594,6359
8603,6074
8601,6139
8662,4248
9055,8459
8611,5837
2285,5346
8662,4273
8669,4052
8692,3341
8692,3342
8693,3329
8603,6119
8697,3206
8688,3485
8686,3554
2285,5378
8603,6135
8693,3346
8697,3222
8774,832
8603,6139
2333,3909
8686,3574
8590,6564
8690,3457
8603,6155
8581,6838
8679,3801
8597,6353
8608,6013
8669,4116
2285,5420
8583,6795
8583,6796
8583,6797
2285,5425
8686,3598
8622,5582
8581,6853
8686,3599
8580,6886
8603,6185
8686,3607
8582,6841
9049,8749
8690,3494
8583,6812
8582,6838
8580,6902
8603,6201
8679,3838
8777,808
9106,7005
8633,5287
8686,3638
8583,6831
8581,6895
8669,4176
8581,6904
9080,7820
8580,6938
8777,824
8580,6943
8583,6852
8583,6849
8583,6857
8605,6186
8583,6864
8608,6100
8686,3683
8583,6877
8603,6251
8584,6841
8688,3627
8604,6233
8601,6327
8686,3692
8583,6886
8686,3705
8582,6929
8585,6838
8686,3701
8584,6863
8631,5407
8583,6906
8584,6875
8583,6902
8608,6128
8585,6841
8583,6904
8594,6564
8585,6853
8686,3723
8580,7005
8584,6881
8631,5425
8581,6984
8686,3729
8601,6365
8585,6862
8585,6863
8583,6925
1807,3986
8584,6888
8608,6144
8686,3727
8585,6858
8583,6921
8678,3985
8608,6153
8583,6928
8692,3550
8583,6938
8584,6908
8603,6319
8585,6877
8585,6879
8587,6817
8608,6162
9055,8689
8603,6317
8585,6875
8688,3692
8583,6947
8580,7041
2333,4087
2333,4089
8760,1455
8583,6943
9051,8820
9046,8975
8583,6955
8587,6831
8688,3701
8580,7049
8585,6890
8585,6891
8603,6342
8582,6994
8587,6841
8586,6872
8583,6958
8688,3704
8688,3705
8583,6960
8585,6908
8686,3777
8585,6909
8587,6849
8679,3997
8585,6904
8585,6907
8584,6944
8587,6853
8583,6977
8587,6864
8585,6920
8608,6208
8583,6983
8603,6365
8679,4018
8585,6932
8686,3801
8582,7025
8606,6283
8585,6934
8686,3803
8686,3804
8585,6929
8583,6992
8580,7086
8697,3471
8585,6943
8582,7030
8585,6939
1554,11915
1554,11916
8585,6944
8688,3751
8588,6852
8632,5489
8588,6853
8608,6233
8583,7009
8608,6243
8587,6894
8608,6245
8704,3276
8608,6253
8679,4053
8598,6564
8688,3768
2333,4168
8588,6868
8584,6994
8686,3837
1554,11942
8586,6939
8679,4064
8583,7041
2285,5676
9049,8989
8584,7022
8679,4071
8607,6304
8585,6987
9060,8655
8585,6997
8585,6998
1807,4120
8615,6062
8682,3985
8582,7086
8585,6994
8583,7056
8587,6932
8679,4081
9076,8158
1554,11970
8587,6944
8587,6938
8642,5233
9049,9001
8679,4089
8585,7012
8590,6857
2333,4214
8679,4094
8631,5582
8590,6853
8587,6947
2285,5704
2285,5707
8583,7073
8679,4097
8688,3827
8587,6958
8585,7020
8608,6308
8608,6309
8686,3885
8608,6304
8587,6955
8585,7018
8679,4114
8686,3898
8640,5325
8585,7030
8688,3838
8583,7086
8585,7025
8697,3553
8783,888
9063,8592
8591,6841
8679,4113
8686,3906
9047,9100
8585,7046
8693,3692
8679,4127
8688,3861
8587,6992
8608,6342
8588,6958
8585,7051
8680,4116
8585,7057
8608,6346
8686,3933
8711,3159
8587,7004
8608,6353
8591,6890
8588,6984
8679,4164
8706,3328
8585,7072
8585,7074
8610,6309
8585,7085
8711,3180
2285,5775
8590,6932
8686,3949
8686,3950
8610,6308
8585,7093
8590,6938
2333,4297
8679,4176
8587,7028
8688,3897
8686,3960
1807,4221
8711,3195
8688,3909
8704,3409
2333,4306
8590,6944
8588,7017
8774,1246
8590,6962
9090,7846
2285,5807
9066,8592
8594,6841
8680,4176
8599,6687
8603,6564
8686,4003
8686,3997
1807,4259
8679,4217
8679,4227
8688,3949
8590,6987
8594,6863
2285,5830
8591,6957
8594,6858
8595,6838
8594,6868
8590,6992
2285,5845
8594,6879
8686,4028
8623,5974
8688,3960
8620,6068
8594,6881
1807,4290
8613,6293
1807,4295
8642,5407
1807,4297
8594,6890
8599,6735
8595,6872
8590,7028
9089,7948
9087,8012
8593,6943
2285,5881
8591,6998
8686,4053
8595,6888
8711,3286
8642,5425
8640,5489
8594,6925
9066,8673
8631,5775
8686,4071
8704,3523
8597,6841
8595,6904
8774,1350
8679,4306
2285,5909
8686,4089
8686,4091
8594,6938
8595,6907
8697,3756
8686,4097
8620,6144
8590,7074
8650,5224
8686,4113
8686,4114
8615,6317
8619,6186
8704,3551
8590,7086
8688,4050
2285,5941
8598,6849
8692,3934
8623,6078
8591,7072
8686,4127
8646,5378
8649,5287
8688,4071
8594,6987
8598,6864
8594,6997
8594,6998
8608,6564
8711,3373
8591,7087
8697,3812
8688,4091
8697,3813
8710,3412
2285,5976
8688,4089
8774,1435
8686,4164
2285,5988
8693,3953
9059,8992
8688,4104
8594,7018
8776,1387
8632,5854
8683,4273
8686,4176
8710,3441
8633,5830
9060,8972
8686,4182
9072,8612
8594,7046
8690,4070
8688,4133
8686,4189
8686,4201
8593,7086
8686,4204
8594,7051
8595,7020
8595,7030
8631,5915
8598,6938
8594,7057
8686,4205
8686,4217
8712,3412
8598,6947
8594,7072
8595,7046
8594,7079
8598,6955
8631,5929
8690,4109
8595,7051
8688,4168
8649,5378
2285,6058
8594,7093
8618,6345
8603,6812
8686,4239
8640,5676
8712,3441
2285,6074
8603,6831
8597,7018
2285,6078
8597,7012
8688,4191
9072,8673
8632,5941
8603,6841
1554,12364
8650,5378
8688,4201
8597,7032
8601,6909
8688,4214
8603,6849
8603,6857
9063,8977
8603,6853
8688,4227
8697,3948
8633,5934
8603,6858
8597,7057
8620,6345
2285,6119
8693,4083
8686,4306
9060,9097
8601,6943
8650,5420
9068,8857
8604,6857
2285,6135
8603,6894
8686,4317
2285,6149
8631,6034
8636,5881
2285,6153
8712,3519
8712,3520
2285,6155
8597,7087
8597,7093
8580,7621
8581,7601
8631,6046
2285,6171
1554,12448
8690,4229
8697,4012
8690,4230
8603,6928
8623,6309
8697,4011
8688,4299
8688,4300
8604,6904
2285,6185
8603,6932
2285,6186
8606,6849
8603,6944
8692,4186
8603,6938
2285,6193
8605,6877
9091,8209
8809,560
8603,6947
8582,7600
8603,6958
8603,6955
2285,6208
8640,5819
8710,3645
8809,576
8603,6962
8581,7646
8711,3626
8692,4215
8604,6944
8633,6046
2285,6222
8690,4274
8603,6984
8714,3550
8605,6929
8633,6062
8607,6868
8603,6992
9071,8869
8606,6895
8710,3671
8654,5407
9072,8833
8607,6877
8584,7596
8649,5582
8581,7684
8603,7004
8607,6891
8693,4226
8608,6862
8601,7074
8608,6857
8608,6858
8601,7085
9076,8744
2285,6271
8601,7087
8608,6863
8604,6987
8603,7030
8607,6902
8627,6283
8582,7679
8603,7028
2285,6283
8585,7596
2285,6285
8642,5830
8608,6879
8632,6135
8711,3688
8606,6944
8606,6955
8656,5405
2285,6294
9090,8336
8585,7601
2285,6296
8607,6921
8608,6890
8631,6186
8603,7056
8608,6902
8712,3671
2285,6309
8727,3218
2285,6308
8608,6908
8585,7621
8582,7715
8649,5639
8608,6904
8585,7618
8631,6193
8821,312
8654,5489
2285,6317
8603,7072
2285,6319
8585,7625
8633,6139
8582,7729
8640,5934
8608,6920
8631,6208
8608,6921
8585,7646
8582,7740
8608,6934
8608,6929
8712,3706
2285,6341
8693,4306
2285,6342
8606,7004
8608,6942
8604,7062
8629,6287
2285,6346
2285,6348
8585,7662
9080,8702
8608,6943
8609,6912
8631,6233
8711,3762
8605,7048
8584,7701
8642,5897
8581,7789
8607,6984
8582,7770
8640,5974
8585,7679
8610,6909
9080,8723
8585,7684
8608,6976
9069,9070
8629,6327
8608,6987
8585,7701
8726,3325
8642,5941
8651,5662
8587,7646
8582,7801
8629,6345
8608,6997
8608,6998
8582,7798
8585,7706
8710,3841
8608,7005
8650,5704
8662,5325
8726,3341
8727,3311
8726,3342
9109,7864
8608,7012
8697,4253
8585,7726
8581,7844
9104,8027
8585,7733
8631,6308
8727,3326
8585,7729
8727,3328
8623,6564
8585,7738
8633,6251
8727,3346
8731,3218
8608,7032
8727,3345
8585,7756
8717,3666
8582,7846
8726,3382
8581,7878
8584,7791
8615,6831
8608,7048
8710,3888
8608,7059
8640,6068
8608,7062
8704,4082
8615,6841
8708,3958
8582,7876
9075,8970
8582,7870
8585,7789
8585,7791
8727,3382
8704,4109
8608,7085
8585,7798
8608,7086
8712,3862
8608,7079
8633,6304
8608,7087
8610,7025
8585,7801
8608,7090
8611,7009
8581,7944
8638,6185
8638,6186
8649,5845
8642,6062
8708,4012
8712,3888
8610,7051
1720,7662
8585,7844
8642,6078
8731,3326
8633,6365
8584,7886
8616,6890
8710,3985
8581,7980
8719,3702
8585,7870
8585,7864
8662,5489
2285,6564
8581,7996
8585,7886
8727,3485
8591,7706
8581,8018
8710,4014
8640,6185
8581,8027
8582,7996
8594,7618
8585,7899
9081,8913
8701,4311
8584,7938
9104,8202
8642,6149
8614,7018
8615,6987
8816,753
8726,3554
8711,4021
8581,8044
8594,7644
8583,7994
8582,8027
8618,6912
8638,6287
8587,7878
8704,4247
8640,6233
8585,7938
8640,6243
8712,4014
8585,7944
8619,6902
8582,8050
8584,7990
8585,7954
9080,8994
8736,3286
8649,5976
8580,8115
8645,6100
8596,7619
8590,7806
8642,6194
8597,7596
8585,7980
8594,7701
9101,8368
8615,7051
8728,3550
8727,3574
8596,7637
8620,6904
8597,7618
8585,7990
8582,8083
8582,8084
8590,7829
8597,7614
8585,7996
8620,6912
8597,7625
8640,6294
8640,6287
8736,3312
8585,7994
8585,7995
8585,8004
8581,8128
9080,9043
8594,7726
8640,6300
8587,7944
9082,8977
8712,4064
8640,6296
8727,3599
8585,8012
8645,6155
8710,4133
8581,8144
8712,4083
8632,6564
8594,7738
8649,6034
8585,8018
8795,1508
8585,8028
8649,6046
2333,5233
8585,8025
8585,8027
8588,7944
8642,6266
8580,8188
8580,8190
8585,8044
8737,3333
8727,3645
8616,7086
8585,8041
8585,8042
9090,8782
8585,8054
8726,3684
8593,7800
8616,7087
8591,7864
8585,8050
8649,6078
8581,8180
9094,8661
8597,7686
8585,8058
8594,7789
8581,8192
8582,8163
8640,6365
8640,6359
8597,7701
8728,3640
8585,8084
8585,8080
8585,8083
8583,8154
8601,7596
8727,3692
8585,8089
8587,8027
8597,7729
8739,3329
8601,7601
8597,7726
8590,7944
8594,7829
8821,793
2285,6796
8623,6932
8597,7738
8642,6343
8593,7862
8587,8042
8711,4198
8727,3702
8711,4199
8587,8044
8727,3705
8728,3684
8711,4211
8582,8210
8582,8211
