team_1,team_2
4334,4581
4332,4644
4336,4520
4334,4587
4332,4649
4336,4525
14615,13553
4334,4588
4332,4650
4336,4526
4334,4585
4336,4523
4332,4647
4334,4586
4332,4648
4336,4524
4336,4529
4332,4653
4332,4654
4336,4530
4334,4592
4334,4589
4336,4527
4332,4651
4334,4590
4336,4528
4332,4652
4332,4657
4336,4533
4334,4596
4332,4658
14615,13560
4334,4593
4336,4531
4332,4655
4334,4594
4336,4532
4332,4656
14615,13558
4336,4537
4332,4661
4334,4600
4336,4538
4332,4662
4332,4659
4336,4535
4334,4597
4336,4536
4332,4660
4334,4598
4336,4541
4334,4603
4332,4665
4334,4604
4336,4542
4332,4666
4332,4663
4334,4601
4336,4539
4334,4602
4332,4664
4336,4540
4336,4545
4334,4607
4332,4669
4336,4546
4334,4608
4332,4670
4336,4543
4332,4667
4334,4606
4336,4544
4332,4668
14616,13547
4332,4673
4334,4611
4336,4549
4332,4674
4334,4612
4336,4550
4332,4671
4336,4547
4336,4548
4334,4610
4332,4672
4336,4553
4334,4615
4332,4677
14616,13558
4334,4616
4336,4554
4332,4678
4336,4551
4334,4613
4332,4675
14616,13556
4336,4552
4332,4676
4334,4614
4334,4619
4332,4681
4336,4557
4336,4558
4334,4620
4332,4682
14616,13553
4332,4679
4336,4555
4336,4556
4332,4680
4334,4618
4336,4561
4332,4685
4334,4623
4332,4686
4336,4562
4334,4624
4334,4621
4336,4559
4332,4683
4334,4622
4336,4560
4332,4684
4332,4689
4336,4565
4334,4627
4336,4566
4332,4690
4336,4563
4334,4625
4332,4687
4332,4688
4336,4564
4334,4626
4332,4693
4334,4631
4336,4569
4332,4694
4334,4632
4336,4570
4332,4691
4334,4629
4336,4567
4332,4692
4334,4630
4336,4568
4334,4635
4336,4573
4332,4697
4336,4574
4332,4698
4334,4633
4336,4571
4332,4695
4332,4696
4334,4634
4336,4572
4336,4577
4332,4701
4336,4578
4334,4640
4332,4702
4332,4699
4334,4637
4336,4575
4334,4638
4336,4576
4332,4700
4336,4581
4332,4705
4334,4643
14617,13547
4336,4582
4332,4706
4334,4644
4334,4641
4332,4703
4332,4704
4336,4580
4334,4642
4336,4585
4334,4647
4332,4709
4336,4586
4332,4710
4334,4648
4332,4707
4336,4583
7764,13004
14617,13557
4332,4708
4334,4646
4336,4584
14617,13556
4336,4589
4332,4713
4332,4714
4334,4652
4336,4590
4332,4711
4336,4587
4334,4649
14617,13553
4336,4588
4332,4712
4334,4650
4336,4593
4332,4717
4334,4655
4334,4656
4332,4718
4336,4594
4336,4591
4332,4715
4334,4653
4336,4592
4332,4716
4334,4654
4334,4659
4332,4721
4336,4597
4334,4660
4336,4598
4332,4722
4332,4719
4336,4595
4334,4657
4334,4658
4332,4720
4336,4596
4334,4663
4336,4601
4332,4725
4332,4726
4336,4602
4334,4664
4334,4661
4336,4599
4332,4723
4332,4724
4334,4662
4336,4600
4334,4667
4336,4605
4332,4729
4334,4668
4332,4730
4336,4606
4332,4727
4334,4665
4336,4603
4334,4666
4336,4604
4332,4733
4334,4671
4336,4609
4336,4610
4334,4672
4332,4734
4332,4731
4334,4669
4336,4607
4332,4732
4334,4670
4336,4608
4332,4737
4336,4613
4334,4675
4334,4676
4332,4738
4336,4614
4332,4735
4334,4673
4336,4611
4334,4674
4332,4736
4336,4612
4332,4741
4334,4679
4336,4617
14618,13560
4336,4618
4334,4680
4332,4742
4332,4739
4336,4615
4334,4677
14618,13558
4332,4740
4336,4616
14618,13557
4334,4683
4332,4745
4336,4621
14618,13556
4334,4684
4336,4622
4332,4746
4332,4743
4336,4619
4334,4681
4332,4744
4336,4620
4334,4682
4334,4687
4336,4625
12261,4713
4336,4626
4332,4750
4334,4688
4334,4685
4336,4623
4332,4747
4336,4624
4332,4748
4334,4686
4336,4629
4332,4753
4334,4691
4336,4630
4332,4754
4334,4692
4336,4627
4332,4751
4334,4689
4332,4752
4336,4628
4334,4690
4332,4757
4336,4633
4334,4695
4336,4634
4332,4758
4334,4696
4336,4631
4332,4755
4334,4693
4336,4632
4332,4756
4334,4694
4336,4637
4332,4761
4334,4699
4332,4762
4334,4700
4336,4638
4332,4759
4334,4697
4336,4635
4336,4636
4332,4760
4334,4698
4336,4641
4332,4765
4334,4703
14619,13553
4334,4704
4336,4642
4332,4766
4336,4639
4332,4763
4334,4702
4336,4640
4332,4764
4336,4645
4334,4707
4332,4769
4332,4770
4336,4646
4334,4708
4336,4643
4332,4767
4334,4705
4334,4706
4332,4768
4336,4644
4334,4711
4332,4773
4336,4649
4334,4712
4336,4650
4332,4774
4332,4771
4336,4647
4334,4709
4332,4772
4336,4648
4334,4710
14619,13558
4332,4777
4334,4715
4336,4653
14619,13557
4336,4654
4332,4778
14619,13556
4332,4775
4334,4713
4336,4651
4334,4714
4332,4776
4336,4652
4334,4719
4336,4657
4332,4781
4332,4782
4334,4720
4336,4658
4336,4655
4332,4779
4334,4717
4332,4780
4336,4656
4334,4718
4336,4661
4332,4785
4334,4723
4332,4786
4336,4662
4332,4783
4334,4721
4336,4659
4336,4660
4332,4784
4334,4722
4332,4789
4336,4665
4334,4727
4336,4666
4332,4790
4332,4787
4336,4663
4334,4725
4332,4788
4336,4664
4332,4793
4336,4669
4332,4794
4336,4670
4334,4732
4332,4791
4334,4729
4336,4667
4332,4792
4336,4668
4334,4730
4332,4797
4334,4735
4336,4673
4336,4674
4332,4798
4334,4736
12261,4760
4336,4671
4332,4795
4334,4734
4332,4796
4336,4672
4336,4677
4332,4801
4334,4740
4336,4678
4332,4802
4336,4675
4334,4737
4332,4799
4334,4738
4332,4800
4336,4676
14620,13547
4334,4743
4332,4805
4336,4681
4336,4682
4334,4744
4332,4806
4332,4803
4336,4679
4334,4741
4336,4680
4332,4804
4334,4742
4334,4747
4336,4685
14620,13558
4334,4748
4332,4810
4336,4686
14620,13557
4332,4807
4336,4683
4334,4745
12261,4767
4336,4684
4332,4808
4334,4751
4332,4813
4336,4689
4334,4752
4332,4814
4336,4690
4336,4687
4334,4749
4332,4811
4332,4812
4336,4688
4334,4750
4332,4817
4336,4693
4334,4755
4336,4694
4332,4818
4332,4815
4334,4753
4336,4691
4336,4692
4334,4754
4334,4759
4332,4821
4336,4697
4334,4760
4332,4822
4336,4698
4332,4819
4336,4695
4334,4757
4336,4696
4334,4758
4332,4820
4332,4825
4334,4763
4336,4701
4332,4826
4336,4702
4334,4764
4332,4823
4336,4699
4334,4762
4332,4824
4336,4700
4334,4767
4332,4829
4336,4705
4332,4830
4334,4768
4336,4706
4334,4765
4336,4703
4332,4827
4332,4828
4336,4704
4334,4766
4334,4771
4336,4709
4332,4833
4332,4834
4336,4710
4336,4707
4334,4769
4332,4831
4332,4832
4334,4770
4336,4708
4334,4775
4336,4713
4332,4837
4334,4776
4336,4714
4332,4838
12261,4800
4334,4773
4332,4835
4336,4711
4332,4836
4336,4712
4334,4774
4332,4841
4336,4717
4334,4779
12261,4797
4332,4842
4334,4780
4336,4718
4336,4715
4332,4839
4334,4777
4332,4840
4334,4778
4336,4716
4336,4721
4332,4845
4334,4783
4334,4784
4336,4722
4332,4846
8048,4337
4336,4719
4332,4843
4334,4781
4334,4782
4336,4720
4332,4844
12261,4810
4332,4849
4336,4725
4334,4787
4334,4788
4336,4726
4332,4850
4336,4723
4334,4785
4332,4847
4334,4786
4336,4724
4332,4848
4334,4791
4336,4729
4332,4853
4336,4730
4334,4792
4332,4854
4336,4727
4332,4851
4332,4852
4336,4728
4334,4795
4332,4857
4336,4733
4332,4858
4336,4734
4349,4331
4336,4731
4334,4793
4332,4855
4334,4794
4332,4856
4336,4732
4336,4737
4332,4861
4334,4799
4332,4862
4334,4800
4336,4738
4332,4859
4336,4735
4334,4797
4336,4736
4332,4860
4334,4798
4349,4333
4332,4865
4336,4741
4349,4338
4334,4803
4334,4804
4336,4742
4332,4866
4336,4739
4334,4801
4332,4863
4349,4337
4336,4740
4332,4864
4334,4802
4334,4807
4332,4869
4349,4342
4336,4745
4349,4343
4336,4746
4334,4808
4332,4870
4334,4805
4349,4340
4332,4867
4336,4743
4332,4868
4336,4744
4349,4341
4334,4806
4334,4811
4349,4346
4332,4873
4336,4749
4332,4874
4349,4347
4336,4750
4334,4812
4332,4871
4349,4344
4336,4747
4332,4872
4336,4748
4349,4345
4334,4810
4332,4877
4336,4753
4334,4815
4349,4350
4336,4754
4349,4351
4332,4878
4336,4751
4332,4875
4334,4813
4349,4348
4332,4876
4336,4752
4336,4757
4349,4354
4332,4881
4334,4819
8303,12846
4334,4820
4336,4758
4349,4355
4349,4352
4334,4817
4332,4879
4336,4755
4334,4818
4349,4353
4336,4756
4332,4880
4332,4885
4336,4761
4334,4823
4349,4358
4334,4824
4336,4762
4332,4886
4349,4359
4336,4759
4332,4883
4334,4821
4349,4356
4336,4760
4334,4822
4332,4884
4332,4889
4336,4765
4349,4362
4334,4827
4334,4828
4349,4363
4336,4766
4332,4890
4332,4887
4334,4825
4336,4763
4349,4360
4349,4361
4336,4764
4334,4826
4332,4888
4349,4366
4332,4893
4334,4831
4336,4769
8048,4386
4334,4832
4336,4770
4332,4894
4349,4364
4332,4891
4336,4767
4334,4829
4349,4365
4332,4892
4334,4830
4336,4768
4349,4370
4336,4773
4332,4897
4334,4835
4349,4371
4332,4898
4336,4774
4349,4368
4332,4895
4334,4833
4336,4771
4336,4772
4334,4834
4349,4369
4332,4901
4349,4374
4336,4777
4334,4839
4349,4375
4334,4840
4336,4778
4332,4902
4349,4372
4332,4899
4336,4775
4334,4838
4332,4900
4349,4373
4336,4776
4336,4781
4349,4378
4332,4905
4334,4843
4336,4782
4349,4379
4334,4844
4332,4906
4334,4841
4332,4903
4336,4779
4349,4376
4336,4780
4332,4904
4334,4842
4349,4377
4332,4909
4349,4382
4336,4785
4334,4847
4349,4383
4332,4910
4334,4848
4336,4786
4336,4783
4349,4380
4332,4907
4334,4845
4336,4784
4349,4381
4334,4846
4332,4908
4336,4789
4332,4913
4334,4851
4349,4386
4349,4387
4334,4852
4336,4790
4332,4914
4332,4911
4334,4849
4336,4787
4349,4384
4336,4788
4334,4850
4332,4912
4349,4385
4332,4917
4334,4855
4336,4793
4349,4390
4336,4794
4334,4856
4332,4918
4349,4391
4332,4915
4349,4388
4336,4791
4334,4853
4349,4389
4336,4792
4332,4916
4334,4854
4332,4921
4334,4859
4349,4394
4336,4797
4349,4395
4334,4860
4332,4922
4336,4798
4334,4857
4336,4795
4332,4919
4349,4392
4336,4796
4332,4920
4334,4858
4349,4393
4336,4801
4334,4863
4332,4925
4336,4802
4334,4864
4332,4926
4349,4399
4349,4396
4336,4799
4332,4923
4334,4861
4349,4397
4336,4800
4332,4924
4334,4862
4332,4929
4336,4805
4349,4402
4334,4867
4336,4806
4334,4868
4332,4930
4349,4403
4334,4865
4332,4927
4349,4400
4336,4803
4336,4804
4332,4928
4349,4401
4332,4933
4334,4871
4349,4406
4336,4810
4334,4872
4332,4934
4349,4407
4336,4807
4332,4931
4334,4869
4349,4404
4334,4870
4349,4405
4332,4932
4336,4808
4349,4410
4336,4813
4332,4937
4334,4875
4336,4814
4334,4876
4349,4411
4332,4938
4349,4408
4332,4935
4336,4811
4334,4873
4334,4874
4336,4812
4349,4409
4332,4936
4332,4941
4336,4817
4334,4879
4349,4414
4336,4818
4334,4880
4349,4415
4349,4412
4334,4877
4336,4815
4332,4939
4349,4413
4332,4940
4334,4878
4336,4816
4332,4945
4349,4418
4334,4883
4336,4821
8048,4438
4349,4419
4334,4884
4332,4946
4336,4822
4334,4881
4349,4416
4336,4819
4332,4943
4334,4882
4336,4820
4332,4944
4349,4417
4334,4887
4336,4825
4332,4949
4349,4422
4349,4423
4336,4826
4332,4950
4336,4823
4332,4947
4332,4948
4349,4421
4334,4886
4336,4824
4334,4891
4336,4829
4349,4426
4332,4953
4332,4954
4349,4427
4336,4830
4334,4889
4332,4951
4349,4424
4336,4827
4332,4952
4336,4828
4349,4425
4334,4890
4332,4957
4336,4833
4334,4895
4349,4430
4332,4958
4334,4896
4349,4431
4336,4834
4336,4831
4332,4955
4349,4428
4336,4832
4332,4956
4349,4429
4349,4434
4336,4837
4332,4961
4334,4899
4332,4962
4336,4838
4349,4435
4332,4959
4336,4835
4349,4432
4334,4897
4334,4898
4349,4433
4336,4836
4332,4960
4334,4903
4349,4438
4332,4965
4336,4841
4349,4439
4332,4966
4336,4842
4334,4904
4349,4436
4336,4839
4334,4901
4332,4963
4336,4840
4349,4437
4332,4964
4334,4902
4336,4845
4332,4969
4349,4442
4334,4907
4349,4443
4332,4970
4336,4846
4334,4908
4349,4440
4334,4905
4336,4843
4334,4906
4336,4844
4332,4968
4349,4441
4349,4446
4336,4849
4332,4973
4336,4850
4349,4447
4334,4912
4332,4974
4332,4971
4336,4847
4349,4444
4336,4848
4332,4972
4349,4445
4334,4910
4336,4853
4349,4450
4332,4977
4334,4915
4332,4978
4349,4451
4334,4916
4336,4854
4349,4448
4334,4913
4336,4851
4332,4975
4349,4449
4336,4852
4349,4454
4334,4919
4332,4981
4336,4857
4334,4920
4349,4455
4332,4982
4336,4858
4349,4452
4334,4917
4336,4855
4334,4918
4336,4856
4349,4453
4332,4980
4334,4923
4349,4458
4336,4861
4332,4985
4334,4924
4332,4986
4336,4862
4349,4456
4336,4859
4334,4921
4332,4983
4349,4457
4336,4860
4332,4984
4334,4922
4336,4865
4334,4927
4349,4462
4332,4989
4349,4463
4334,4928
4336,4866
4332,4990
4332,4987
4336,4863
4349,4460
4336,4864
4332,4988
4334,4926
4349,4461
8048,4479
4349,4466
4334,4931
4332,4993
4336,4869
4332,4994
4334,4932
4336,4870
4349,4467
4336,4867
4332,4991
4334,4929
4349,4464
4334,4930
4336,4868
4332,4997
4334,4935
4336,4873
4349,4470
4349,4471
4332,4998
4334,4936
4336,4874
4334,4933
4336,4871
4349,4468
4332,4995
4334,4934
4349,4469
4336,4872
4332,4996
4334,4939
4332,5001
4336,4877
4349,4474
4334,4940
4349,4475
4336,4878
4332,5002
4349,4472
4332,4999
4334,4937
4336,4875
4336,4876
4349,4473
4332,5000
8048,4491
4334,4938
4336,4881
4349,4478
4332,5005
4349,4479
4336,4882
4334,4944
4332,5006
4349,4476
4334,4941
4336,4879
4332,5003
4334,4942
4336,4880
4349,4482
4332,5009
4336,4885
4334,4947
4334,4948
4332,5010
4336,4886
4349,4483
4349,4480
4334,4945
4332,5007
4336,4883
4336,4884
4332,5008
4349,4481
4334,4946
4336,4889
4349,4486
4349,4487
4336,4890
4332,5014
4332,5011
4349,4484
4334,4949
4336,4887
4336,4888
4334,4950
4332,5012
4349,4485
4334,4955
4332,5017
4349,4490
4336,4893
4349,4491
4334,4956
4332,5018
4349,4488
4336,4891
4332,5015
4334,4953
4349,4489
4336,4892
4332,5016
12810,4338
4336,4897
4349,4494
4332,5021
4334,4960
4332,5022
4336,4898
4332,5019
4336,4895
4349,4492
4336,4896
4332,5020
4334,4958
4349,4498
4334,4963
4332,5025
4336,4901
4349,4499
4334,4964
4332,5026
4336,4902
4332,5023
4336,4899
4349,4496
4349,4497
4332,5024
4334,4967
4332,5029
4349,4502
4336,4905
4336,4906
4349,4503
4332,5030
12810,4360
4332,5027
4349,4500
4334,4965
4336,4903
4332,5028
4334,4966
4349,4501
4336,4904
4332,5033
4349,4506
4336,4909
4336,4910
4334,4972
4349,4507
4332,5031
4349,4504
4336,4907
4334,4969
4336,4908
4332,5032
4334,4970
4349,4505
4349,4510
4336,4913
4332,5037
4334,4975
4349,4511
4332,5038
4336,4914
4349,4508
4336,4911
4332,5035
4349,4509
4334,4974
4332,5036
4336,4912
12810,4366
4349,4514
4334,4979
4336,4917
4332,5041
4349,4515
4336,4918
4334,4980
4332,5042
8048,4533
4336,4915
4349,4512
4332,5039
4334,4977
4334,4978
4349,4513
4332,5040
4336,4916
4349,4518
4332,5045
4336,4921
4334,4983
4332,5046
4336,4922
4349,4519
4334,4984
12810,4376
4336,4919
4349,4516
4334,4981
4349,4517
4332,5044
4336,4920
4334,4982
12810,4374
4349,4522
4334,4987
4336,4925
4332,5049
4334,4988
4336,4926
4332,5050
4349,4523
4332,5047
4334,4985
4336,4923
4349,4520
4336,4924
4332,5048
4334,4986
4349,4521
4332,5053
4336,4929
4349,4526
4336,4930
4349,4527
4334,4992
4332,5054
4334,4989
4336,4927
4349,4524
4332,5051
4336,4928
4334,4990
4349,4525
4332,5052
4332,5057
4349,4530
4336,4933
7764,13354
4334,4996
4332,5058
4336,4934
4349,4531
4349,4528
4334,4993
4336,4931
4332,5055
4332,5056
4349,4529
4336,4932
4334,4994
4349,4534
4336,4937
4332,5061
4349,4535
4334,5000
4336,4938
4332,5062
4336,4935
4349,4532
4332,5059
4332,5060
4349,4533
4334,4998
4336,4936
4336,4941
4332,5065
4334,5003
4349,4538
4332,5066
4349,4539
4336,4942
4332,5063
4349,4536
4334,5001
4336,4939
4336,4940
4349,4537
4334,5002
4349,4542
4334,5007
4336,4945
4332,5069
4336,4946
4332,5070
4349,4543
4332,5067
4349,4540
4336,4943
4332,5068
4334,5006
4349,4541
4336,4944
4332,5073
4349,4546
4336,4949
4349,4547
4336,4950
4332,5074
4332,5071
4334,5009
4336,4947
4349,4544
4349,4545
4334,5010
4336,4948
4332,5072
4349,4550
4336,4953
4334,5015
4349,4551
4336,4954
4334,5016
4336,4951
4332,5075
4349,4548
4336,4952
4349,4549
4334,5014
12261,5042
12810,4406
4334,5019
4349,4554
4336,4957
4334,5020
4332,5082
4349,4555
4336,4958
4349,4552
4336,4955
4334,5017
4336,4956
4332,5080
4334,5018
4349,4553
4336,4961
4349,4558
4349,4559
4334,5024
4334,5021
4349,4556
4336,4960
4349,4557
4332,5084
4336,4965
4349,4562
4349,4563
4334,5028
4336,4966
8048,4581
4336,4963
4349,4560
4334,5025
4349,4561
4336,4964
4336,4969
4334,5031
4349,4566
4336,4970
4349,4567
4334,5032
12810,4424
4349,4564
4336,4967
4349,4565
4336,4968
4349,4570
4334,5035
4336,4973
4349,4571
4334,5036
4336,4974
4334,5033
4336,4971
4349,4568
4336,4972
4349,4569
4349,4574
4336,4977
4336,4978
4334,5040
4349,4575
4349,4572
4334,5037
4336,4975
4334,5038
4349,4573
4336,4976
4336,4981
4349,4578
4334,5043
4349,4579
4336,4982
4334,5044
4336,4979
4349,4576
4334,5041
12261,5063
4334,5042
4336,4980
4349,4577
4349,4582
4336,4985
4334,5047
4336,4986
4334,5048
4349,4583
4334,5045
4336,4983
4349,4580
4349,4581
4334,5046
4336,4984
4334,5051
4336,4989
4349,4586
4349,4587
4336,4990
4336,4987
4349,4584
4334,5049
4336,4988
4334,5050
4349,4585
4334,5055
4336,4993
4349,4590
4336,4994
4349,4591
4334,5056
4336,4991
4349,4588
4334,5053
4349,4589
12810,4446
4334,5059
4349,4594
4336,4997
4334,5060
4336,4998
4349,4595
12810,4444
4334,5057
4349,4592
12810,4441
4336,4996
4349,4593
4334,5058
4334,5063
4349,4598
4336,5001
4336,5002
4349,4599
4334,5061
4336,4999
4349,4596
4349,4597
4336,5000
4349,4602
4334,5067
4336,5005
4349,4603
4334,5068
4336,5006
4349,4600
4336,5003
4334,5065
4349,4601
4336,5004
4334,5066
4336,5009
4349,4606
4349,4607
4336,5010
4336,5007
4334,5069
4349,4604
4349,4605
4336,5008
4349,4610
4336,5013
4349,4611
4336,5014
4349,4608
4336,5012
4349,4609
4349,4614
4336,5017
4349,4615
4336,5018
4349,4612
4336,5015
4336,5016
4349,4613
4336,5021
4349,4618
4349,4619
4336,5022
4334,5081
4336,5019
4349,4616
4336,5020
4336,5025
4349,4622
12810,4479
4336,5026
4349,4623
4336,5023
4349,4620
4336,5024
4349,4621
4349,4626
4336,5029
4336,5030
4349,4627
4336,5027
4349,4624
4349,4625
4336,5028
4336,5033
4349,4630
4336,5034
4349,4631
4336,5031
4349,4628
4336,5032
4349,4629
4336,5037
4349,4634
4336,5038
4349,4635
12810,4484
4336,5035
4349,4632
12810,4481
4349,4633
4336,5036
4336,5041
4349,4638
4336,5042
4349,4639
4349,4636
4336,5039
4336,5040
4349,4637
4349,4642
4336,5045
4349,4643
4336,5046
4349,4640
4336,5043
4336,5044
4349,4641
4336,5049
4349,4646
4349,4647
4336,5050
4349,4644
4336,5047
4349,4645
4336,5048
4336,5053
4349,4650
4336,5051
4336,5052
4349,4649
4349,4654
4336,5057
4349,4655
4336,5058
4336,5055
4349,4652
4349,4653
4336,5056
12810,4510
4336,5061
4349,4658
4349,4659
4336,5062
4336,5059
4349,4656
4336,5060
4349,4657
4349,4662
4336,5065
4336,5066
4349,4663
4349,4660
4336,5063
4349,4661
4349,4666
4336,5069
4349,4667
4336,5067
4349,4664
4349,4665
4336,5068
4349,4670
4349,4671
4336,5074
4336,5071
4349,4668
4336,5072
4349,4669
4336,5077
4349,4674
4349,4675
4349,4672
4336,5075
4336,5076
4349,4673
4349,4678
4349,4679
4349,4676
4336,5079
4336,5080
4349,4677
4349,4682
4349,4683
4349,4680
4349,4681
4336,5084
4349,4686
14613,14187
4349,4687
4349,4684
4349,4685
4349,4690
4349,4691
4349,4688
4349,4689
4349,4694
14613,14195
4349,4695
4349,4692
4349,4693
12810,4550
4349,4698
4349,4699
4349,4696
4349,4697
4349,4702
4349,4703
4349,4700
4349,4701
4349,4706
14613,14199
4349,4707
4349,4704
4349,4705
4349,4710
4349,4711
14613,14210
4349,4708
4349,4709
14613,14208
4349,4714
12810,4563
4349,4715
14613,14206
4349,4712
14613,14205
4349,4713
4349,4718
4349,4719
14614,14187
4349,4716
4349,4717
4349,4722
14613,14215
4349,4723
14613,14214
4349,4720
12810,4569
14613,14213
4349,4721
12810,4570
14613,14212
4349,4726
4349,4727
14614,14195
4349,4724
4349,4725
4349,4730
4349,4731
4349,4728
14614,14190
4349,4729
4349,4734
4349,4735
4349,4732
4349,4733
4349,4738
4349,4739
4349,4736
4349,4737
4349,4742
14614,14212
4349,4743
4349,4740
4349,4741
14614,14209
4349,4746
14614,14208
4349,4747
4349,4744
4349,4745
14614,14205
4349,4750
4349,4751
4349,4748
4349,4749
4349,4754
14614,14216
4349,4755
4349,4752
14614,14214
4349,4753
14614,14213
4349,4758
4349,4759
4349,4756
14615,14195
4349,4757
4349,4762
4349,4763
4349,4760
4349,4761
12810,4610
4349,4766
14615,14205
4349,4767
4349,4764
4349,4765
4349,4770
4349,4771
4349,4768
14615,14199
4349,4769
4349,4774
14615,14213
4349,4775
14615,14212
4349,4772
14613,14273
4349,4773
4349,4778
14615,14209
4349,4779
14615,14208
4349,4776
4349,4777
14615,14206
4349,4782
4349,4783
4349,4781
4349,4786
4349,4787
14615,14216
4349,4784
14615,14215
4349,4785
14615,14214
4349,4791
4349,4788
4349,4789
4349,4794
12810,4643
4349,4795
4349,4792
4349,4793
4349,4798
14616,14206
14616,14205
4349,4796
4349,4797
4349,4802
4349,4803
4349,4800
4349,4801
14616,14199
4349,4806
14616,14214
4349,4807
4349,4804
14616,14212
4349,4805
12810,4662
4349,4810
14616,14210
4349,4811
4349,4808
14616,14208
4349,4814
4349,4815
4349,4812
12810,4669
4349,4813
4349,4818
4349,4819
4349,4817
14616,14215
4349,4822
4349,4823
12810,4680
4349,4820
4349,4821
4349,4826
4349,4827
4349,4824
4349,4825
4349,4830
4349,4831
14617,14206
4349,4828
14617,14205
4349,4829
4349,4834
4349,4835
4349,4832
12810,4681
4349,4833
4349,4838
14617,14215
4349,4839
14617,14214
14617,14213
14617,14212
4349,4842
14615,14273
4349,4843
14617,14210
4349,4840
14617,14209
4349,4841
14617,14208
4349,4846
4349,4847
4349,4844
4349,4845
12810,4702
4349,4850
4349,4851
14618,14187
4349,4848
4349,4849
14617,14216
4349,4854
4349,4855
14618,14199
4349,4852
4349,4853
4349,4858
8048,4878
4349,4859
14618,14195
4349,4856
4349,4857
4349,4862
8064,4386
14618,14208
4349,4863
4349,4860
14618,14206
4349,4861
12810,4718
14618,14205
4349,4866
4349,4867
4349,4864
4349,4865
4349,4870
14618,14216
4349,4871
14618,14215
4349,4868
14618,14214
4349,4869
4349,4874
14618,14212
4349,4875
4349,4872
14618,14210
4349,4873
4349,4878
4349,4879
4349,4876
4349,4877
4349,4882
4349,4883
4349,4880
4349,4881
12810,4730
4349,4886
4349,4887
4349,4884
14619,14199
4349,4885
4349,4890
4349,4891
4349,4888
14619,14195
4349,4889
12810,4738
4349,4895
14619,14208
4349,4893
4349,4898
14619,14205
4349,4899
4349,4896
4349,4897
4349,4902
4349,4903
14619,14216
4349,4900
14619,14215
4349,4901
14619,14214
4349,4906
4349,4907
14619,14212
4349,4904
8048,4924
4349,4905
4349,4910
12810,4767
4349,4911
4349,4908
4349,4909
4349,4915
4349,4912
4349,4913
14620,14187
4349,4918
4349,4919
4349,4916
4349,4917
14620,14199
4349,4922
4349,4923
4349,4920
4349,4921
14620,14195
4349,4926
14620,14210
4349,4927
4349,4924
14620,14208
4349,4930
14620,14206
14614,14392
4349,4931
14620,14205
4349,4928
4349,4929
4349,4934
4349,4935
4349,4932
4349,4933
14620,14215
14620,14214
4349,4939
4349,4936
14620,14212
4349,4937
14618,14273
4349,4942
4349,4943
4349,4940
4349,4941
4349,4946
4349,4947
4349,4944
4349,4945
4349,4950
4349,4951
4349,4948
4349,4949
4349,4954
4349,4955
4349,4952
4349,4953
4349,4958
14619,14273
4349,4959
4349,4956
4349,4957
4349,4963
4349,4960
4349,4961
4349,4966
4349,4967
8048,4985
4349,4964
4349,4965
4349,4970
4349,4971
4349,4968
4349,4969
4349,4974
4349,4975
4349,4972
4349,4973
4349,4978
4349,4979
4349,4976
4349,4977
4349,4982
4349,4983
4349,4980
4349,4981
4349,4986
4349,4987
4349,4984
4349,4985
4349,4990
4349,4991
14620,14273
4349,4988
4349,4989
4349,4994
4349,4995
12810,4844
4349,4992
4349,4993
4349,4998
4349,4999
4349,4996
4349,4997
12810,4854
4349,5002
4349,5003
4349,5000
4349,5006
4349,5007
4349,5010
4349,5011
4349,5008
4349,5009
4349,5014
4349,5015
4349,5012
4349,5013
4349,5018
4349,5019
4349,5016
4349,5017
4349,5022
12810,4879
4349,5023
4349,5020
4349,5021
12810,4876
4349,5024
4349,5025
14617,14392
4349,5030
4349,5031
4349,5028
4349,5034
4349,5035
4349,5032
4349,5038
4349,5039
4349,5036
4349,5037
4349,5042
4349,5043
4349,5040
4349,5041
4349,5046
14618,14392
4349,5047
4349,5044
4349,5045
4349,5050
4349,5051
4349,5048
12810,4897
4349,5049
4349,5054
4349,5055
4349,5052
4349,5053
4349,5058
4349,5059
4349,5056
4349,5057
4349,5062
4349,5063
4349,5060
12810,4918
4349,5066
8303,13558
4349,5067
4349,5064
4349,5065
4349,5070
4349,5071
4349,5068
4349,5069
4349,5074
4349,5075
4349,5072
4349,5078
4349,5079
4349,5076
4349,5082
4349,5083
4349,5080
4349,5084
8064,4623
12810,5006
12810,5016
8329,12869
12810,5025
12810,5045
8329,12883
12810,5051
12810,5065
8329,12928
8064,4797
8064,4810
8329,13007
8064,4874
8064,4873
8329,13087
8329,13106
8064,4958
8064,4955
8064,4987
8064,4993
8329,13231
8329,13264
8329,13312
6231,12882
6231,12905
12314,4559
12314,4611
13385,4341
13385,4375
13385,4412
14176,12689
12314,4883
13385,4490
13385,4491
14177,12716
13385,4500
12332,4386
14177,12748
14178,12716
12314,4973
14176,12785
13385,4549
1472,13404
14177,12773
13385,4553
12332,4442
14179,12716
14178,12748
14180,12698
12314,5008
14177,12787
14176,12829
14177,12792
14178,12773
14181,12689
14179,12748
14180,12716
12332,4479
14178,12792
14178,12787
13385,4602
13385,4600
13385,4615
14176,12857
13385,4623
12314,5055
14179,12773
8109,4341
14180,12748
14179,12792
14176,12886
14179,12787
14177,12862
14182,12716
14176,12899
14180,12773
14178,12835
14178,12846
14177,12875
14176,12904
