film_1,film_2
3141,2352
3151,2042
5238,2882
1029,2292
1035,2111
1025,2423
3125,2868
3141,2377
3141,2379
3141,2378
5249,2569
3125,2878
3125,2881
3141,2384
1017,2694
3141,2391
3141,2390
3134,2615
3141,2403
1040,2002
1043,1909
3141,2406
1056,1510
3141,2410
3169,1542
1022,2565
1010,2937
5241,2850
3125,2908
3141,2412
1017,2722
5235,3035
5284,1520
3141,2418
3125,2916
3141,2423
3141,2425
3125,2924
3151,2125
1043,1939
1052,1661
3141,2444
3145,2323
5285,1522
1057,1522
1016,2795
917,5864
3141,2457
3128,2862
917,5867
1027,2458
1027,2459
911,6056
3141,2462
906,6214
3140,2502
917,5879
5283,1609
1040,2069
3141,2475
3161,1856
5241,2912
3141,2479
1009,3036
3141,2485
3125,2983
5270,2022
918,5865
1030,2394
1079,886
1022,2657
3141,2504
3125,3005
5278,1797
5278,1804
5238,3041
3172,1553
3141,2516
1029,2454
5265,2213
5258,2435
1029,2464
1016,2867
3141,2533
1025,2599
1030,2445
1016,2881
1043,2046
3141,2544
1024,2637
3141,2549
3127,2989
3127,2992
5248,2782
5264,2283
5265,2258
3140,2598
1024,2657
3141,2567
3172,1608
3141,2573
5255,2577
3141,2575
3125,3072
3150,2300
5272,2056
3141,2585
921,5869
3128,2989
1035,2342
1053,1785
1052,1818
5263,2347
1039,2223
3141,2598
3142,2567
1090,648
5267,2236
3171,1678
3170,1712
3141,2610
1043,2114
1024,2704
1097,443
5269,2187
3141,2619
3141,2621
1025,2681
5260,2468
5256,2598
3141,2626
1016,2970
5253,2699
3171,1702
3134,2853
1021,2821
5241,3072
5260,2489
3134,2859
3141,2645
5277,1967
5253,2708
3141,2646
3141,2649
1043,2157
3141,2657
3145,2532
3153,2284
5283,1790
3152,2320
3172,1702
5269,2229
1043,2170
1027,2669
5256,2645
1032,2517
3141,2675
5265,2370
1053,1868
1039,2302
3141,2676
5259,2560
945,5221
3141,2680
3141,2682
3141,2684
936,5504
3141,2687
1047,2065
3141,2689
1028,2657
1053,1887
3179,1516
5277,2017
3141,2698
3141,2700
3134,2920
3159,2145
1039,2329
5291,1592
5253,2770
3141,2705
1021,2892
1034,2494
1052,1938
940,5411
1065,1537
3145,2594
1032,2564
5292,1578
3141,2720
3180,1516
1053,1918
5279,1987
5258,2638
5259,2607
3151,2420
5256,2706
1037,2422
3160,2145
5284,1841
5248,2961
3161,2120
1062,1656
5265,2433
1032,2587
3141,2744
5260,2597
3161,2130
3141,2755
3141,2757
1043,2263
3141,2770
5291,1660
921,6056
5248,2992
5268,2382
1034,2563
1053,1974
3141,2782
5290,1707
5285,1860
5277,2114
1058,1831
1065,1614
1052,2019
5270,2336
5279,2055
3170,1899
1025,2861
5278,2089
1062,1715
5277,2121
5259,2689
3141,2811
3141,2819
948,5266
5262,2608
3141,2824
3145,2703
3172,1866
944,5399
3140,2859
948,5276
3141,2830
3171,1905
1066,1624
5293,1662
3140,2871
3141,2840
5256,2811
5249,3029
3141,2842
3151,2532
3169,1977
1051,2100
5260,2697
3141,2848
3140,2884
1060,1828
3141,2855
5256,2827
3159,2303
3142,2830
3141,2873
1066,1664
1030,2781
5299,1514
1069,1574
1039,2510
1058,1921
5277,2207
1051,2146
1065,1717
3171,1969
1032,2742
5284,2008
1037,2595
1030,2814
1053,2103
5290,1826
1069,1608
5253,2979
5264,2636
5284,2021
3141,2917
3141,2919
5270,2454
1053,2114
952,5245
5285,1996
5253,2988
1025,2989
3172,1969
1058,1971
1030,2839
3159,2377
5277,2258
1062,1850
3141,2941
1053,2134
1043,2445
3141,2946
3142,2917
5292,1803
5259,2833
1024,3045
5265,2644
3141,2957
5262,2744
1026,2990
3152,2626
5258,2873
5290,1890
3173,1982
3141,2985
1061,1929
1053,2177
5262,2769
3141,2987
948,5435
3141,2988
5268,2593
5297,1699
3152,2662
1103,648
5279,2263
3141,3006
1053,2200
3159,2457
5256,2990
3161,2399
5296,1747
1057,2089
1036,2744
3141,3027
5257,2971
952,5353
3153,2658
1071,1665
1050,2318
5277,2353
3151,2726
1052,2262
1055,2170
3141,3040
3141,3042
1037,2732
1070,1710
1027,3045
3145,2927
3141,3050
5299,1692
945,5597
5256,3027
1056,2162
5304,1550
3152,2726
1043,2569
3187,1649
953,5368
3141,3077
5256,3050
3169,2208
5259,2954
1068,1806
1110,504
1057,2152
5283,2219
3153,2717
950,5474
3192,1512
3192,1514
1032,2938
3153,2728
5283,2237
3188,1646
1037,2795
1044,2580
5265,2800
1062,2026
3184,1786
5278,2405
3192,1537
3188,1665
5262,2906
3179,1951
3170,2231
5286,2176
3172,2174
3189,1646
936,5954
1050,2430
1052,2370
5290,2062
1052,2371
1062,2062
1069,1846
3192,1570
5307,1548
3192,1575
3180,1951
1074,1710
934,6051
1062,2083
13725,2753
3192,1596
3192,1595
3192,1597
5265,2874
3192,1599
3192,1602
3170,2284
3192,1601
3171,2255
3192,1603
5290,2105
3180,1982
3171,2262
1043,2697
3192,1613
1052,2419
5308,1558
944,5769
1032,3041
1074,1741
5263,2955
3169,2337
5300,1811
3192,1627
5260,3062
3191,1665
3161,2599
1048,2567
5260,3070
3172,2262
5285,2293
3192,1644
5262,3015
3192,1647
5291,2114
3192,1650
1079,1620
5285,2304
3192,1653
3170,2337
5307,1626
3161,2621
5270,2777
1039,2870
3192,1665
3195,1575
1053,2442
5278,2544
1075,1764
3192,1674
3195,1583
959,5363
5283,2390
5297,1957
3187,1834
5300,1878
3192,1687
5278,2558
3192,1689
3192,1691
5285,2345
1062,2190
1066,2067
5265,2974
3195,1606
3192,1701
5285,2358
1051,2540
1080,1641
5311,1556
3171,2358
3171,2362
1066,2083
3170,2396
5285,2365
5285,2370
3161,2681
5299,1938
5311,1567
5290,2224
5300,1911
1043,2809
5277,2625
1055,2445
3169,2448
3172,2358
5300,1938
947,5809
3153,2961
3192,1752
1062,2246
5285,2404
3192,1756
5285,2414
1079,1733
3192,1765
1085,1549
3192,1767
5268,2953
3192,1771
3171,2422
5306,1773
1053,2547
1058,2396
5279,2620
3192,1780
1080,1716
3159,2804
5278,2660
5279,2629
3192,1787
5315,1510
5292,2234
5291,2263
3171,2450
3192,1802
3172,2422
3192,1804
1045,2826
3180,2182
5269,2957
3172,2436
3192,1815
3180,2189
5282,2568
3184,2070
3192,1821
3192,1824
3192,1828
3192,1827
3172,2450
3192,1829
3192,1834
5296,2149
3190,1897
3192,1838
5311,1688
1085,1622
5289,2368
5296,2158
5279,2687
3192,1852
3192,1859
3188,1987
3192,1868
3083,5250
3196,1752
3192,1879
3161,2842
1043,2967
1072,2069
5297,2165
1060,2442
966,5357
5307,1861
5311,1734
3170,2571
5269,3042
3082,5301
3192,1891
3192,1894
1050,2761
1051,2733
1078,1898
3084,5250
13726,3021
13725,3053
1090,1532
3192,1905
1043,2992
3179,2313
1081,1817
3084,5261
5312,1731
5282,2662
1046,2912
1043,3005
1065,2324
3192,1923
5292,2366
1088,1617
1046,2920
5296,2245
1086,1682
5291,2398
5279,2771
3192,1935
1052,2745
3180,2313
5304,2010
1042,3059
3084,5294
3192,1946
5315,1672
1068,2258
3192,1949
3157,3034
1068,2259
3197,1797
5313,1736
5308,1891
3171,2605
5312,1773
1043,3038
3191,1987
1128,405
5277,2856
5313,1741
3192,1962
5315,1689
5311,1810
5290,2467
3192,1969
947,6030
3169,2687
3169,2686
3083,5357
972,5261
3192,1977
5286,2604
3192,1979
3190,2044
5317,1647
1085,1766
1043,3070
3192,1987
3192,1990
3192,1989
1053,2764
5277,2895
3169,2707
3192,2002
3170,2686
3192,2008
3192,2009
3191,2044
3192,2013
5310,1895
5307,1989
3172,2638
3198,1834
1053,2793
3082,5432
5312,1841
3171,2674
3187,2181
1053,2798
3161,2989
3180,2400
974,5250
5279,2867
1062,2525
3192,2031
3170,2713
3192,2034
5278,2905
1088,1730
3170,2725
3171,2696
5318,1684
3084,5399
3198,1874
3172,2679
5318,1690
5318,1694
1062,2564
3187,2229
956,5855
1060,2631
3192,2080
940,6357
3192,2081
5282,2832
1059,2674
3192,2087
3180,2464
1069,2370
3208,1602
1049,2996
1062,2594
3192,2101
3091,5234
5318,1733
3192,2106
3192,2105
3196,1981
947,6166
1080,2044
1053,2891
5317,1782
5285,2773
5299,2347
5300,2321
3192,2136
3190,2197
5290,2636
1097,1548
5279,2978
5287,2736
3208,1647
3190,2207
3083,5529
964,5683
1051,2987
1078,2156
5284,2846
1090,1790
1131,525
3171,2820
3181,2513
943,6357
5290,2679
3192,2180
5279,3023
3192,2185
1095,1659
5318,1820
1079,2159
3192,2191
3192,2194
1066,2564
5312,2008
1097,1604
1056,2876
1056,2877
5290,2694
5311,2043
3172,2820
5304,2263
1097,1610
5293,2605
5278,3070
5299,2423
5297,2490
5290,2708
3085,5532
3192,2218
5296,2531
3192,2222
1065,2624
3171,2875
3169,2937
3208,1727
3192,2223
5279,3063
5315,1950
3192,2232
3084,5583
3192,2240
1053,3015
3208,1748
5293,2650
3192,2244
5312,2059
3192,2246
3169,2959
3180,2617
1088,1935
3192,2247
3192,2254
3171,2907
3084,5603
5304,2322
1060,2815
3192,2260
5306,2264
3192,2262
5283,2978
3085,5583
5308,2204
1054,3009
5316,1961
3093,5341
1097,1683
5318,1905
1056,2958
3188,2404
1093,1814
3192,2283
5317,1944
3085,5603
1078,2283
5297,2565
1088,1975
5285,2943
3172,2907
5313,2072
3184,2540
5310,2175
5312,2111
3171,2949
982,5280
3171,2956
1066,2677
3098,5221
3095,5319
5306,2316
3192,2313
1066,2689
3192,2325
5304,2394
3192,2327
3192,2329
3172,2949
5306,2336
3192,2331
3208,1838
5320,1905
3215,1622
3181,2682
5327,1696
3216,1599
1062,2839
5292,2789
5306,2356
5327,1705
3192,2351
3196,2230
1080,2290
1079,2322
1056,3036
3192,2358
3192,2362
3216,1622
3192,2366
1075,2457
1062,2860
3192,2365
3192,2368
3192,2369
1085,2152
3192,2373
3096,5352
1097,1785
5290,2873
3192,2378
3192,2380
5332,1575
974,5603
3208,1885
1085,2164
3192,2386
3192,2387
5289,2916
1080,2329
1096,1834
1067,2735
1078,2398
3192,2399
3192,2402
3082,5811
5292,2842
5327,1754
1074,2527
3082,5816
3098,5319
3192,2408
5296,2722
3171,3063
1077,2444
3192,2415
3192,2418
1068,2726
3208,1921
3187,2576
5304,2489
1074,2545
3192,2424
1080,2360
5317,2085
3180,2797
5333,1594
5311,2281
1081,2337
3192,2431
3192,2434
3099,5319
1068,2749
3198,2255
1085,2223
3187,2599
1097,1856
3192,2448
3181,2792
3192,2454
5306,2463
980,5495
3192,2459
1066,2832
979,5532
5291,2930
5336,1535
3192,2466
988,5254
3192,2468
3192,2470
3094,5512
3192,2476
5336,1550
3192,2478
3189,2570
3192,2481
3208,1988
3192,2484
5297,2767
3192,2483
3192,2486
5317,2150
5311,2336
3217,1712
1083,2334
3208,1995
1090,2120
3188,2620
1085,2276
3208,2002
3223,1539
5312,2321
3192,2503
3188,2629
3192,2508
5216,5302
3198,2328
5304,2583
3192,2523
3187,2681
1085,2309
979,5595
3187,2687
5296,2845
3192,2531
5304,2601
3216,1792
3192,2535
1088,2225
3190,2600
3192,2538
3192,2537
5318,2170
1085,2323
5218,5275
1096,1991
3192,2552
3215,1838
3096,5532
5336,1630
3096,5536
5327,1913
3192,2561
1102,1816
3098,5478
3192,2563
5306,2565
3192,2566
3192,2568
3082,5980
3193,2538
1135,802
3208,2076
3208,2077
5317,2238
3192,2575
3192,2578
1085,2365
3192,2583
3192,2587
3197,2435
3095,5596
3191,2620
3219,1755
5308,2531
980,5630
3187,2751
3191,2629
3192,2597
1069,2877
5292,3042
3192,2606
3208,2110
1070,2858
3192,2611
3223,1652
5293,3020
5320,2183
3094,5658
3192,2620
5312,2435
3208,2126
3192,2624
3192,2628
3192,2629
3092,5729
1079,2599
3208,2135
1097,2044
3091,5766
3192,2638
3192,2640
3208,2143
5318,2269
982,5620
3192,2645
3192,2648
3192,2649
5304,2717
3081,6093
1096,2093
5296,2969
1069,2932
3192,2660
5317,2320
978,5760
5331,1893
993,5298
5339,1642
3192,2666
3192,2665
993,5303
3192,2669
992,5337
3192,2674
3192,2673
3191,2706
3192,2675
1090,2306
993,5314
3192,2682
5307,2651
3192,2684
1079,2651
3198,2499
1085,2468
1081,2592
1088,2379
3192,2692
996,5234
5340,1644
1113,1616
5339,1684
1087,2422
5318,2336
3188,2827
3192,2703
5304,2767
3192,2706
5215,5532
1114,1590
5306,2710
3192,2709
5339,1690
3192,2714
1079,2681
3096,5689
3193,2682
5307,2687
5318,2346
1092,2283
3216,1975
3192,2719
3192,2722
1088,2413
3192,2728
1100,2044
996,5271
5315,2456
3192,2731
3208,2240
3192,2736
5307,2712
3093,5809
3192,2742
1079,2709
5226,5225
5312,2559
3192,2748
1099,2096
996,5294
5317,2419
3192,2755
1088,2446
1096,2199
3192,2760
1088,2450
3192,2761
992,5428
1077,2795
3197,2613
1103,1991
5300,2961
3192,2773
5311,2622
978,5876
5218,5512
1085,2561
3192,2779
5218,5515
5346,1546
5336,1861
3082,6198
3192,2792
1158,311
3191,2827
3197,2643
5311,2652
976,5965
5228,5227
3197,2659
1085,2594
3192,2818
3192,2819
1103,2044
5308,2766
5224,5368
5318,2460
3192,2827
1075,2924
978,5931
3187,2989
5342,1721
5299,3054
993,5472
3192,2843
5311,2696
979,5916
3192,2850
5318,2478
1074,2973
1097,2261
3192,2851
1077,2882
3192,2854
3190,2915
5299,3076
1099,2204
3192,2858
5317,2517
992,5523
5218,5589
1162,256
986,5712
3216,2120
3102,5653
3192,2865
3192,2874
3192,2875
1119,1604
3095,5886
3197,2727
1103,2104
3192,2882
1110,1889
3216,2139
1103,2108
3192,2886
5318,2517
3190,2952
5218,5621
3192,2896
5318,2526
3208,2404
3192,2900
3192,2899
1082,2775
3192,2904
1120,1599
3192,2911
3102,5701
3192,2916
3188,3039
5312,2742
3192,2923
1078,2923
1117,1715
3096,5904
1082,2801
5340,1878
3192,2929
5327,2284
3199,2715
3208,2435
3192,2934
3233,1662
3192,2936
5224,5479
3216,2201
5218,5674
1109,1984
3196,2823
1108,2019
3192,2956
5222,5561
3192,2961
3192,2964
1118,1723
5336,2041
3192,2971
1088,2662
3107,5612
1100,2296
1086,2732
992,5653
3197,2836
3192,2993
5354,1512
3215,2284
3192,2997
5312,2817
3192,3001
3192,3004
1085,2785
5333,2168
3223,2044
1100,2322
3197,2853
1124,1579
1103,2232
3091,6143
1100,2328
1088,2702
3192,3013
3192,3018
3237,1624
1079,2989
5306,3028
3192,3026
5318,2659
1079,2997
5235,5234
3192,3036
3233,1766
3109,5612
3198,2853
998,5518
5317,2701
5218,5779
5212,5966
3192,3056
3208,2559
3192,3059
3208,2568
3223,2108
5313,2853
1079,3042
5312,2893
3192,3075
1005,5341
1106,2213
1116,1905
5310,2967
5350,1726
1081,2996
5339,2072
5332,2290
1110,2099
5312,2907
5327,2447
5350,1738
1118,1860
1086,2853
5331,2331
1118,1868
1097,2520
1097,2521
1120,1810
5342,2001
3197,2964
1118,1885
1088,2815
5318,2759
993,5760
5282,3873
1097,2545
3234,1838
3231,1933
1103,2365
3118,5435
1090,2769
5356,1596
5342,2035
3215,2434
1097,2561
5350,1793
5216,5948
5331,2389
3223,2210
5312,2988
1127,1656
1111,2154
1122,1815
5317,2846
1111,2158
5312,3001
3233,1916
5359,1546
982,6164
5313,2973
5336,2263
3125,5273
5237,5337
5356,1653
5226,5683
3237,1804
3096,6178
3198,3015
5351,1810
1090,2834
1132,1533
3118,5503
3125,5288
1003,5536
5312,3031
1115,2070
1110,2226
3233,1948
5348,1923
5350,1862
5336,2301
3219,2390
3238,1804
3222,2301
5318,2861
5350,1875
5348,1938
3208,2742
5340,2190
992,5906
1115,2098
1095,2719
3237,1855
5339,2233
5331,2479
3125,5330
5340,2205
1110,2262
1122,1890
5312,3071
1118,2015
3215,2547
5237,5400
5317,2927
1122,1899
5318,2894
3208,2777
1120,1970
1001,5666
3238,1855
1124,1855
3208,2788
5350,1924
3223,2325
5315,3011
1085,3071
1132,1618
1088,2983
5218,6031
996,5844
3208,2817
1127,1795
3219,2478
1118,2077
3237,1924
990,6052
5223,5904
5359,1689
3232,2089
5338,2341
3222,2403
5236,5504
3224,2350
5360,1668
5343,2195
1088,3031
3128,5328
1119,2072
3208,2850
1088,3034
1116,2167
3125,5424
5359,1706
3233,2082
5232,5654
3215,2645
1006,5592
1127,1841
5327,2716
1110,2372
1088,3055
5336,2442
5332,2563
1119,2097
5246,5245
5336,2456
1096,2827
3217,2613
999,5835
1098,2767
5237,5532
5356,1853
5358,1795
5351,2011
1127,1886
5317,3069
1139,1520
992,6081
3217,2643
1089,3076
3208,2923
5339,2405
3208,2929
1137,1595
1111,2403
1095,2900
992,6094
1121,2099
3216,2689
1127,1915
3207,2973
3246,1764
1140,1514
5350,2077
5350,2084
1095,2918
5248,5250
5331,2677
5248,5247
1106,2580
1097,2860
1124,2029
5350,2093
3223,2500
5226,5947
1093,2996
3219,2626
1122,2101
1127,1948
3207,3004
3233,2201
1130,1859
1096,2913
5332,2668
1113,2387
5249,5247
5360,1804
3216,2733
5248,5281
3214,2800
3233,2210
1100,2798
3237,2089
1002,5838
1129,1901
3219,2651
5320,3059
5350,2133
1118,2261
1110,2509
5248,5303
5350,2147
5361,1810
1133,1805
1095,2987
3238,2089
5332,2711
1120,2214
1127,1998
5235,5729
1124,2102
990,6258
3233,2263
5359,1890
5339,2514
3219,2703
3117,5864
5332,2742
1141,1590
3219,2709
1142,1560
3237,2150
5332,2744
5340,2504
1118,2316
5359,1918
1127,2040
1127,2042
3254,1642
3125,5644
1015,5523
5370,1592
3216,2829
3125,5653
5367,1691
3251,1754
5336,2658
1100,2901
5237,5728
5342,2473
5364,1797
5348,2292
3233,2325
3255,1642
1136,1797
1131,1953
1104,2791
3128,5583
5364,1804
3223,2645
5333,2768
3215,2894
1127,2088
5332,2803
5253,5252
5248,5408
3217,2836
3215,2900
5232,5908
5351,2228
3215,2911
3141,5211
5327,2984
3230,2455
1133,1929
3125,5715
3219,2800
1122,2274
3232,2404
1129,2062
5336,2720
1109,2689
3219,2818
3221,2759
3221,2763
3260,1553
1127,2144
3141,5247
1132,1990
5348,2369
1133,1961
1010,5774
5237,5809
1146,1560
5339,2647
1103,2899
5241,5693
3233,2411
5348,2380
3125,5758
1118,2441
3223,2726
3141,5271
5340,2642
3252,1840
5231,6030
3125,5785
5351,2317
1118,2470
3219,2876
5370,1733
1111,2692
3254,1806
5370,1748
3233,2458
3259,1656
3238,2313
3251,1913
3234,2442
1112,2688
1118,2503
3263,1544
1103,2969
3141,5329
5338,2760
3141,5328
5336,2820
5370,1771
1111,2728
3141,5335
1110,2760
1118,2512
3141,5334
3141,5337
3260,1647
1119,2484
1128,2206
5375,1624
5360,2089
3255,1806
1119,2489
1135,1994
3141,5345
3233,2499
5377,1574
3141,5353
3223,2810
1145,1694
5350,2416
3259,1698
1143,1762
3259,1702
3244,2171
1113,2700
3141,5372
5370,1810
1135,2025
5371,1784
3125,5873
5350,2436
5248,5595
1029,5314
1111,2775
5339,2778
1027,5382
5338,2814
1120,2505
3145,5266
3216,3068
3141,5394
1110,2821
5348,2517
1120,2512
3141,5396
3141,5398
1113,2732
3141,5401
3141,5400
5359,2178
3140,5435
3141,5408
1131,2184
5378,1603
5375,1694
3232,2598
5377,1642
1118,2599
1022,5579
1117,2635
5362,2115
3251,2019
5356,2302
3141,5435
5342,2738
5235,6066
5358,2260
3241,2350
1131,2226
5349,2540
1119,2601
5361,2174
5376,1710
5332,3071
3233,2609
5364,2089
3233,2615
5350,2521
5248,5683
1029,5408
1118,2652
3125,5975
5260,5324
1023,5602
1113,2813
3233,2637
5376,1741
5342,2794
5348,2608
3129,5864
5364,2115
5256,5469
3141,5496
1118,2675
1153,1590
5333,3080
1018,5776
1135,2151
5375,1782
3141,5503
3125,5998
1118,2681
5348,2623
3141,5513
5241,5948
3141,5515
5370,1950
1131,2292
5360,2264
3141,5518
3233,2671
3261,1802
1142,1956
3141,5527
5336,3021
1035,5280
3237,2558
1120,2652
1129,2373
3223,2997
1145,1878
3267,1633
5371,1943
1112,2905
1018,5820
1018,5821
3141,5545
5375,1826
5369,2016
1028,5518
1119,2697
1113,2884
1119,2700
1153,1647
5350,2616
5336,3047
5369,2025
5378,1755
3238,2558
5350,2621
5367,2094
3233,2716
3264,1758
1122,2624
5350,2629
1111,2969
1200,213
3233,2726
3233,2729
3141,5583
1119,2731
5339,2983
3140,5620
1016,5930
3261,1873
3150,5322
3252,2160
5361,2319
3223,3063
1027,5602
3238,2598
1189,580
5265,5302
5379,1768
3234,2726
5350,2666
3248,2295
5351,2642
3233,2766
3141,5618
3261,1901
1131,2396
3141,5630
5312,3873
3237,2660
5267,5266
1133,2353
5267,5280
1027,5647
3127,6082
1111,3047
3264,1842
3141,5654
5378,1851
1127,2560
1122,2717
3238,2660
5376,1916
5388,1549
5265,5363
5339,3072
5367,2204
1135,2322
5379,1838
3254,2179
5265,5386
5366,2260
3141,5699
5379,1864
3125,6203
1040,5302
3128,6112
3264,1895
5377,1929
1015,6081
5258,5621
3267,1809
1015,6094
1119,2871
1039,5352
5359,2508
5351,2761
5370,2169
3141,5741
1015,6112
5366,2302
5343,3025
1135,2404
1043,5261
3275,1604
5267,5392
3254,2257
5359,2539
1135,2413
3238,2758
3125,6261
1118,2942
3273,1672
1120,2881
5369,2242
1151,1928
3267,1869
3141,5777
5272,5251
1043,5281
5391,1569
3259,2126
1120,2903
5350,2845
3255,2257
1137,2379
1135,2444
5370,2229
3141,5795
1117,3003
1131,2574
3141,5803
1121,2889
3141,5804
3233,2956
1139,2337
5388,1691
1035,5565
1144,2186
5375,2100
3141,5820
3232,3004
3231,3045
1144,2206
13726,5386
1119,2991
1040,5443
5364,2474
3141,5851
3142,5820
1132,2595
3234,2969
3251,2445
3264,2041
3233,3004
1119,3004
3234,2980
1127,2762
3141,5864
1161,1710
3141,5868
5375,2150
3232,3050
5265,5566
1043,5374
1157,1847
3141,5878
1118,3061
5388,1763
1157,1855
5346,3066
3254,2383
5249,6082
1135,2542
5267,5524
1025,5954
1162,1707
3282,1526
1129,2733
1162,1712
5260,5749
5383,1937
3282,1533
3142,5878
5351,2934
3282,1540
5360,2660
3282,1546
3255,2383
5359,2697
5350,2973
5350,2979
3282,1550
5364,2544
5376,2181
1130,2735
3282,1560
3273,1839
5397,1535
5377,2155
1161,1779
3282,1563
1050,5221
1145,2276
5379,2097
3141,5938
5364,2565
1144,2312
3088,7583
3282,1574
5269,5515
3321,366
3141,5949
1135,2599
1127,2850
5395,1624
5393,1689
3142,5938
13726,5512
3089,7583
5364,2592
3282,1599
1127,2870
3160,5384
1127,2873
1127,2875
1045,5417
5369,2444
5256,5954
5376,2235
3282,1615
3240,2920
3282,1620
3282,1622
3267,2088
1133,2708
3282,1630
1127,2899
3282,1634
1135,2657
3238,3004
5253,6073
5356,2880
1122,3067
5388,1891
1140,2510
3259,2360
3241,2920
5364,2643
1133,2735
1136,2643
3282,1656
5351,3056
1137,2617
1135,2681
3282,1661
3253,2562
3275,1884
5364,2660
3282,1670
5277,5363
1053,5234
3282,1672
1032,5888
3238,3041
5379,2216
3261,2340
3267,2159
3288,1510
5361,2786
1043,5571
3282,1699
1131,2846
3141,6073
3282,1704
3282,1705
3282,1708
1142,2514
1143,2484
1127,2981
5369,2557
3282,1719
3141,6093
1156,2097
3282,1729
1052,5324
5395,1762
3275,1948
5359,2884
1028,6073
1043,5608
5359,2893
3282,1748
1139,2645
3282,1750
1126,3052
5379,2284
3282,1757
3141,6132
3261,2414
1140,2630
3141,6134
1132,2879
5379,2297
5360,2886
3282,1768
1197,867
3282,1770
3141,6143
1049,5459
5379,2302
5371,2554
1140,2645
1056,5251
3282,1782
3290,1535
3259,2499
5277,5476
3282,1789
5364,2783
1139,2688
5378,2355
3282,1796
5383,2199
3251,2760
5402,1618
3280,1865
3267,2268
1137,2764
3282,1806
1131,2956
5404,1569
3264,2373
1056,5288
3282,1820
5369,2657
5279,5452
3141,6196
5361,2913
1053,5394
3282,1832
5388,2080
5388,2083
5356,3076
5287,5221
3282,1837
1129,3045
5390,2026
5379,2372
5364,2836
1136,2836
5267,5846
3282,1850
3290,1602
3282,1849
3290,1604
1140,2719
3271,2196
3141,6228
5286,5275
3282,1862
3282,1864
3282,1863
5390,2057
3267,2336
1133,2956
1055,5374
5407,1535
5359,3034
3142,6228
3282,1889
3283,1861
5377,2487
3282,1893
3169,5396
5381,2366
3282,1898
5405,1620
3261,2553
3141,6272
5360,3019
3253,2803
3153,5905
3253,2807
3289,1691
3141,6279
3169,5413
1052,5504
1142,2716
1146,2595
5407,1580
3274,2168
5376,2545
3170,5396
3254,2794
1148,2544
5406,1617
1137,2889
3253,2828
1137,2892
3282,1934
5369,2775
3282,1942
3170,5413
3273,2223
5366,2873
3282,1944
1158,2254
1132,3060
1135,2969
5383,2357
5285,5392
3263,2540
1157,2291
3255,2794
5369,2803
1135,2989
3272,2277
3282,1967
3282,1970
5371,2747
5381,2442
1139,2871
3253,2878
1144,2726
1156,2355
3282,1986
1139,2884
3251,2950
1154,2423
3293,1652
5283,5504
3296,1563
3251,2963
3264,2559
5410,1573
1139,2905
1181,1607
1157,2351
1046,5795
3280,2079
3282,2020
3282,2022
3282,2023
1137,2985
5393,2120
3282,2027
5405,1755
5391,2187
3290,1783
1137,2992
5379,2565
3172,5443
5376,2656
1158,2345
3282,2038
1144,2780
3282,2043
1139,2946
3282,2049
5404,1804
1158,2360
1137,3011
1146,2732
1181,1650
5383,2459
3282,2060
3282,2062
3282,2064
5379,2595
3282,2071
1144,2815
5376,2697
5406,1765
3272,2385
3282,2075
1175,1859
1039,6081
3297,1622
3282,2090
1055,5592
3169,5595
3296,1657
3282,2096
1039,6094
3282,2097
5377,2688
1040,6066
3253,2998
3282,2099
3273,2381
3282,2102
5405,1827
5286,5513
1145,2815
3282,2106
3260,2790
3275,2326
1148,2728
3282,2109
1140,2977
5404,1863
13725,6052
5405,1839
3282,2121
3170,5595
5390,2315
1158,2434
3171,5566
1181,1722
5404,1880
5405,1849
1162,2314
5376,2751
3290,1885
1171,2040
1158,2444
3296,1701
3282,2138
1139,3035
3282,2142
3169,5654
1139,3050
3282,2154
3293,1812
3261,2807
5393,2254
3290,1911
1139,3058
3297,1696
1043,6035
1184,1664
13726,6082
1139,3062
1183,1699
3344,246
5409,1765
3267,2632
3282,2169
5404,1923
3282,2174
1154,2608
3259,2890
5268,6157
3291,1906
1142,2991
5402,2002
3296,1753
1064,5411
3275,2406
5405,1918
5391,2353
5405,1923
3290,1954
1053,5766
5412,1708
3169,5708
5412,1711
3260,2890
3290,1961
5285,5652
3290,1964
3291,1932
5282,5751
1061,5529
3282,2213
3263,2805
3297,1754
1066,5380
3260,2904
3288,2038
5414,1672
1170,2165
5375,2882
1183,1765
1144,2979
3297,1774
5284,5718
1232,256
5383,2652
3291,1969
3172,5658
3305,1534
3169,5750
5378,2812
3282,2249
5412,1756
3282,2258
5414,1704
3264,2817
3290,2011
3282,2259
3296,1827
5383,2666
3280,2326
3305,1552
5446,717
1189,1615
3291,1991
3261,2920
5388,2522
3296,1837
3306,1532
1048,5994
3306,1534
3296,1846
1164,2402
1177,2001
5388,2531
3289,2069
3273,2564
3306,1546
5395,2325
3290,2041
5388,2542
3297,1829
3306,1552
5376,2921
5415,1716
5416,1684
13725,6258
1042,6211
3282,2308
3282,2310
3306,1567
3282,2314
1184,1818
3306,1573
3291,2038
3282,2319
5376,2945
3280,2383
3281,2352
1226,525
5297,5399
1191,1613
5379,2860
1068,5428
3297,1866
1069,5399
5404,2089
1183,1868
3306,1592
5402,2155
3305,1624
5402,2160
3291,2062
5379,2870
5409,1946
5402,2164
