location_1,location_2
5268,11302
3245,8476
6345,10681
3724,10016
6353,10438
811,10208
5808,10948
3883,5088
5866,9156
7980,9155
3354,5110
5325,9547
1131,8488
712,5098
5840,9973
1130,8526
7957,9881
3436,10772
4038,8495
1396,8477
5360,8476
1132,8475
845,9190
8110,5164
1342,10170
1304,11348
565,9685
6153,8488
8188,10939
12441,10170
13023,8513
3511,8476
12952,10725
3186,10361
5889,8494
1240,5157
7706,9509
3975,10483
5866,9212
820,9991
4040,8475
3481,9422
4040,8476
4040,8485
9061,8476
286,10170
3208,9702
5997,5164
605,8478
8376,5150
12414,11051
825,9859
6074,10984
842,9334
8474,10318
8204,10497
3091,5156
294,9947
4800,9527
340,8526
9037,9253
822,9973
4839,135
3729,9973
11874,11428
11874,11437
6155,8498
5627,8487
6154,8533
8232,9659
12698,10479
3218,9443
871,8476
12078,5119
3738,9713
8201,10629
9027,9599
1135,8488
3778,8475
7966,9724
6069,11184
1245,5086
5628,8476
452,5095
529,10904
8222,9995
5364,8475
4366,6645
12996,9455
1067,10614
1136,8475
6794,5110
7650,11348
3477,9638
872,8476
12342,5157
1346,10170
5893,8476
7659,11074
5364,8497
284,10327
4255,10109
5573,10208
8378,5172
4306,8526
1316,11112
3477,9660
3740,9702
12426,10773
4308,8475
1137,8476
6158,8476
6158,8475
781,11321
6267,5095
1136,8509
8749,10071
8008,8477
3970,10773
6125,9504
5364,8526
1508,5182
282,10423
3516,8476
1083,10170
7663,10997
5366,8476
8273,8478
1138,8476
1406,170
3095,5157
7700,9864
8009,8476
5737,5181
5037,10497
8273,8494
559,10058
3517,8475
3438,10924
3338,14024
5631,8475
6920,9481
7061,5108
6952,8487
6894,10289
1365,9660
308,9659
12083,5088
3252,8509
3709,10729
323,9199
6160,8476
12958,10725
853,9155
11974,8476
875,8476
6005,5093
12982,9991
8273,8513
452,5209
3441,10857
587,9221
284,10424
1091,9983
1085,10170
8194,10984
5573,10315
1059,10984
8275,8478
1140,8476
3728,10170
3961,11136
6005,5117
5559,10754
8252,9199
7904,11792
278,10632
14353,8485
3715,10585
4319,51
7663,11081
612,8475
11929,9909
5866,9443
612,8476
7965,9909
6902,10094
4310,8526
3098,5141
274,10766
585,9320
348,8476
5369,8475
7685,10411
5369,8476
1141,8477
3218,9628
12424,10962
572,9737
4053,131
11975,8496
4844,190
6099,10439
5898,8477
4635,6681
1248,5182
5853,9881
8744,10370
8756,9998
1406,8476
5370,8476
811,10542
823,10170
1142,8475
4848,83
4251,10408
8277,8476
987,5095
5836,10423
6162,8509
1405,8526
5899,8475
7592,5150
7702,9931
14355,8485
614,8475
5899,8478
1098,9859
3521,8476
9070,8488
6103,10361
4314,8475
8387,5095
1406,8510
3521,8480
4009,9737
7699,10040
6005,5209
1053,11272
8277,8509
3756,9399
3521,8495
1326,11008
9070,8510
7728,9156
11955,9188
5636,8476
6348,10984
7593,5156
724,5107
8756,10071
8770,9637
4315,8475
5307,10497
3732,10170
1408,8488
292,10319
880,8476
7992,9188
7666,11101
8124,5095
3787,8475
5802,11551
6336,11379
3424,11544
8386,5182
3632,5095
6335,11415
821,10319
352,8476
1409,8478
7720,9443
7594,5164
7663,11217
4316,8475
1145,8475
3976,10824
1145,8476
5849,10109
1409,8487
3259,8482
3259,8485
1154,11
8229,10060
12087,5150
8016,8476
5805,11481
7858,5181
8388,5143
1355,10170
6104,10408
3450,10764
3787,8510
7980,9601
7715,9623
5902,8488
810,10691
6123,9826
1336,10773
6276,5088
8124,5150
3260,8476
7595,5164
7752,8488
4849,176
3225,9562
5327,9935
7725,9331
1145,8509
4294,9196
4548,9514
826,10208
5217,5157
5870,9493
4004,10001
3176,11093
8235,9909
352,8526
3999,10160
4317,8495
1348,10423
6276,5113
12772,8531
5346,9371
1256,5090
11922,10319
8227,10170
7680,10749
3448,10867
3261,8475
6906,10170
3717,10729
5350,9260
6168,8476
6168,8482
7595,5209
12773,8526
1410,8526
5798,11764
3632,5182
4324,117
6361,10698
7754,8475
6168,8488
6109,10316
7948,10658
3370,5118
1146,8526
7753,8508
4753,11397
8188,11415
6276,5150
3487,9688
13000,9700
3499,9320
4002,10116
1074,10770
993,5090
1257,5099
6168,8510
8756,10196
12354,5156
4854,95
1256,5136
3218,9859
884,8487
4242,10887
1391,9155
7754,8510
824,10351
4026,9399
4808,9731
1256,5157
7728,9323
6170,8476
3975,10984
6089,10984
3732,10328
8992,11104
4297,9199
6963,8476
11915,10614
7650,11755
13041,8476
1412,8526
3473,10170
6013,5157
5057,10220
4165,5110
3528,8476
6923,9729
3528,8475
1414,8475
5641,8509
5848,10289
5378,8475
1341,10742
3801,18
6099,10698
6904,10319
11897,11184
202,5095
1374,9729
1375,9702
5487,5112
4643,6700
5339,9702
622,8475
5378,8494
4250,10698
4322,8475
5009,11754
4768,11034
284,10773
4494,11333
6016,5112
6136,9587
5021,11385
4058,8476
8285,8513
3984,10773
887,8475
5488,5110
7975,9931
6366,10657
3903,5095
1106,9885
4500,11173
5833,10808
6638,10436
1150,8531
7720,9660
6102,10670
7710,9973
12093,5172
7687,10691
12254,184
4859,54
4855,178
584,9702
6966,8476
3530,8494
5909,8475
3739,10210
5909,8476
7941,11020
3721,10773
3481,10020
624,8476
3795,8478
1388,9370
6920,9914
833,10196
6119,10170
1153,8476
6174,8476
1369,9973
6283,5095
8023,8509
6281,5164
817,10712
603,9155
8249,9702
4169,5105
3796,8477
625,8476
5491,5086
3213,10170
364,186
4169,5112
4324,8500
7698,10408
6282,5150
7665,11428
4790,10442
6139,9586
12415,11639
583,9799
1115,9691
8227,10408
805,11110
6887,10989
4023,9659
3906,5095
3904,5157
8250,9702
809,10994
7671,11267
8266,9203
5491,5124
4294,9468
3493,9724
6176,8477
6176,8475
8290,8476
11897,11346
3989,10742
14368,8485
891,8475
3801,186
564,10423
12254,8478
12990,10239
4014,9973
7967,10316
12254,8488
8268,9173
891,8488
4491,11574
5880,9481
1420,8476
1156,8475
7694,10597
3466,10598
11968,9188
6125,10094
4006,10245
7978,9994
7973,10148
8027,8478
6148,9389
3378,5150
892,8488
4024,9702
590,9659
5830,11058
6284,5182
1421,8476
5494,5095
364,8476
4793,10443
4062,8526
3271,8476
1157,8476
6899,10698
5605,9859
13047,8526
8399,5161
5914,8475
8218,10784
6914,10245
7954,10773
3379,5150
4299,9399
3203,10611
5349,9623
5325,10365
4002,10423
12754,9443
4329,8478
1158,8476
6182,186
3241,9443
1092,10527
4071,99
5915,8476
5494,5144
4064,8514
6080,11551
3754,9935
11919,10768
10350,10265
6024,5107
1423,8476
8269,9239
11897,11469
8254,9714
3273,8475
840,10170
12418,11700
5866,10016
12785,8512
863,9465
7875,5088
5892,9218
3232,9760
3543,121
6973,8476
7764,8531
5607,9863
631,8475
7990,9722
8256,9665
3506,9464
12103,5107
4290,9740
7609,5157
3248,9277
7700,10527
7728,9659
603,9354
1386,9659
4788,10697
594,9638
5607,9885
373,105
6181,8476
6974,8476
537,11413
4067,8478
5976,6644
328,9702
569,10423
4594,8532
821,10808
856,9724
6950,9226
3647,5124
6180,8526
6868,11772
1402,9188
4564,9468
4601,135
1351,10773
8229,10552
1360,10497
6182,8475
11964,9453
8139,5150
1425,8488
7951,10984
6182,8477
3913,5092
5918,8476
3913,5095
5622,9457
810,11176
1161,8488
861,9599
8139,5172
3540,8478
4918,6717
5390,8475
13317,8494
4264,10614
3434,11767
1133,9371
6921,10164
742,5110
4338,132
7980,10108
6662,10015
4042,9320
6183,8483
6936,9722
12726,10459
897,8513
12370,5112
6121,10408
5655,8476
7083,5169
3385,5118
3966,11688
1427,8476
4300,9528
7675,11405
4249,11112
3277,8478
479,5107
4598,8489
6153,9443
3649,5144
899,8476
1355,10729
635,8475
11942,10220
1375,10112
477,5182
5390,8526
3542,8476
5874,9910
478,5157
8236,10423
3542,8477
1428,8476
7946,11224
8269,9399
4261,10773
8262,9621
3221,10248
8144,5092
1343,11124
8039,161
5765,5119
900,8477
8770,10265
1126,9665
4806,10275
745,5095
6646,10583
8035,8488
6714,8477
7939,11469
745,5107
5393,8476
3916,5113
1165,8476
6186,8476
8235,10496
3778,9396
3997,10797
6186,8478
6080,11764
901,8475
7881,5093
11919,10984
6824,5098
278,11413
6155,9453
6293,5172
6822,5164
8144,5141
13427,5202
4018,10170
8144,5150
8231,10639
7940,11472
5765,5169
1166,8476
555,11033
6919,10361
6193,99
1430,8488
4601,8489
6113,10773
8144,5156
7963,10773
6889,11296
3916,5157
615,9188
638,8475
1337,11385
545,11363
4072,8525
3545,8476
5395,8476
8279,9188
6095,11350
12443,11171
6125,10431
6360,11338
3993,10990
6347,11744
9037,10269
382,51
7088,5156
5240,5099
3485,10361
583,10210
7751,9188
3481,10487
7619,5093
12702,11363
13283,9734
1386,9901
4311,9345
8254,9994
1119,9991
7943,11438
3498,9973
4608,142
902,8531
5923,8526
4053,9156
12771,9236
904,8476
3127,5098
8039,8480
4874,103
5894,9443
5661,8475
603,9623
5854,10681
8277,9294
1401,9464
6297,5145
5660,8508
3223,10328
3222,10362
3222,10361
6135,10170
6827,5107
5397,8476
4826,9794
6951,9460
5661,8488
11964,9702
7783,51
1278,5099
3547,8488
1112,10248
824,10984
905,8476
12111,5150
848,10245
8231,10754
1129,9729
3490,10265
13004,10248
4604,8500
641,8476
6190,8492
3548,8476
8040,8488
3511,9625
579,10408
4304,9630
5325,10745
825,10984
1363,10691
906,8475
906,8476
5507,5112
642,8476
13024,9660
344,9523
6719,8509
8305,8488
8041,8485
8798,9601
4870,8488
801,11747
8041,8488
4023,10170
642,8488
4081,184
4008,10639
7682,11437
4081,190
4039,9688
907,8475
6904,10984
14362,9166
3478,10698
4876,127
4538,10611
5672,37
1117,10170
7980,10408
3224,10394
3746,10596
4077,8525
1361,10808
854,10143
6126,10556
3233,10124
4079,8475
14363,9166
10350,10698
7704,10799
6896,11271
6990,170
11912,11426
4079,8491
4847,9259
1356,10989
868,9737
4871,8522
5246,5090
4567,1585
7757,9188
7622,5181
3193,11413
3552,8475
5582,11081
6723,8478
3234,10143
5881,10005
7729,10060
6912,10818
4009,10698
1438,8478
6723,8488
8043,8526
887,9182
4081,8475
6195,8475
5364,9660
1017,5157
4081,8476
753,5150
3756,10362
3288,8488
4879,128
910,8478
3552,8497
5605,10389
6037,5194
7786,127
6964,9223
7748,9500
910,8488
3765,10094
3553,8476
6141,10170
5594,10741
7736,9881
5510,5157
1175,8475
4308,9659
5376,9320
911,8476
5623,9859
8024,9161
3818,8476
3289,8495
8310,8488
4318,9362
5672,161
1440,8475
4406,6644
4081,8525
6095,11633
1283,5154
3132,5181
4783,11343
5675,75
1176,8476
11904,11787
647,8497
603,9863
13556,9724
825,11176
5404,8494
6726,8476
4083,8487
4318,9399
549,11551
3350,6644
8311,8496
8312,8476
589,10318
6946,9858
4193,5095
229,5098
7955,11350
3516,9702
4326,9166
4084,8476
913,8476
4312,9606
8242,10651
3501,10170
593,10210
5940,99
649,8475
3519,9616
5351,10170
5856,10899
6990,8513
913,8488
5406,8475
6041,5175
11959,10129
7688,11460
649,8488
3519,9630
1178,8475
13312,9155
394,12
4193,5124
4084,8508
808,11764
6941,10062
3747,10773
13032,9660
1139,9702
6160,9702
862,10097
13553,9888
7785,8476
827,11188
610,9724
4886,49
920,117
6309,5093
1381,10408
3565,51
8314,8476
3820,8532
1384,10319
4062,9221
915,8476
839,10832
3293,8488
6045,5099
4296,10170
7631,5093
5378,9399
3293,8497
1390,10147
3987,11559
7629,5152
1444,8476
3564,99
7785,8512
4027,10327
866,10016
592,10319
5781,5110
5781,5108
1139,9752
7631,5112
7691,11448
1356,11224
3932,5095
3191,11686
3265,9396
8220,11437
5673,8476
7692,11428
1399,9905
5307,11638
5409,8476
6993,8531
12124,5119
4553,10446
4057,9436
880,9621
7995,10245
5616,10265
6995,8476
1077,11709
1267,14011
5870,10582
1181,8488
6202,8488
3754,10651
1023,5202
7981,10691
3831,75
5410,8476
3403,5157
893,9239
917,8495
4028,10361
1027,5086
5679,141
3296,8475
12785,9227
7788,8494
8020,9493
4359,108
878,9714
592,10389
3521,9702
8061,39
14353,9790
1380,10543
6046,5161
6180,9200
1384,10423
8779,10558
3561,8475
9070,9731
5997,6684
6149,10170
3561,8476
1122,10361
3565,164
926,54
13560,9812
1183,8475
9064,9931
5679,175
6181,9188
8054,8476
8054,8475
5900,9714
12282,8476
1183,8488
8273,9881
11964,10150
3996,11409
5521,5095
6151,10140
3826,8488
4322,9493
1184,8475
4317,9659
1093,11302
920,8475
352,9702
3217,11000
8054,8509
11942,10864
1145,9702
8164,5110
4308,9956
11956,10436
8297,9188
1185,8475
4200,5126
7958,11505
5786,5110
8061,127
3490,10766
5678,8476
11972,9966
1027,5202
3564,8478
7792,8485
12393,5112
8272,9995
6945,10170
6207,8476
9037,10864
6735,8496
8164,5157
1456,113
1099,11184
888,9533
8269,10101
333,10361
7793,8476
5656,9188
1451,8476
8163,5209
8267,10170
6165,9802
14353,9921
617,9760
3574,18
1032,5095
8270,10098
8331,12
7990,10586
3256,9888
4822,10493
4267,11315
5657,9188
3566,8475
14358,9790
7763,9443
3728,11649
6714,9199
13025,10160
14354,9921
620,9700
7762,9481
1456,170
4095,8476
7740,10170
3145,5157
858,10519
4274,11121
6053,5124
8286,9636
923,8513
1129,10319
11977,9909
5944,8513
4305,10170
1456,190
4587,9623
1453,8476
5348,10614
3831,8488
5651,9414
13275,10648
5897,9987
896,9371
3148,5095
13007,10773
3513,10170
8060,8475
7740,10210
396,8497
6739,8476
3758,10773
3781,10060
3148,5110
13039,9786
3568,8476
3568,8475
5260,5181
11932,11346
5379,9682
1111,10924
4097,8475
6154,10248
5370,9973
926,8475
769,5150
6897,11788
5356,10408
14361,9790
3833,8475
633,9370
925,8510
396,8531
7707,11268
5418,8504
398,8475
3833,8488
3787,9914
4047,10049
4897,84
7797,8488
12787,9443
4098,8476
927,8476
3311,108
1414,9766
14362,9790
7798,8476
3834,8478
663,8476
3541,9370
13014,10614
1459,186
3251,10170
12741,10899
1456,8475
1456,8476
1456,8478
6966,9702
5420,8476
3148,5181
605,10288
8170,5152
4323,9724
332,10566
3497,10754
7006,8476
13348,8477
8031,9468
5582,11664
14363,9790
4314,10016
398,8531
3218,11224
12780,9722
3479,11328
400,8475
6153,10358
400,8477
6741,8513
1379,10899
3307,8476
7759,9733
3537,9541
352,9973
6849,5172
4106,99
13279,10648
6123,11304
6849,5182
3311,170
1387,10664
5950,8478
13290,10316
3307,8497
3276,9457
11969,10316
1458,8475
8064,8488
4602,9319
5422,8476
928,8526
6670,10745
929,8498
6223,36
5360,10408
592,10766
6711,9490
3497,10824
7720,10984
617,9995
1194,8494
6960,9973
1140,10170
7746,10181
402,8476
1459,8478
12402,5113
3309,8475
3252,10241
6958,10041
14361,9921
4292,10773
5645,9790
1302,5157
6323,5156
4030,10704
6144,10704
612,10170
7009,8475
4846,9991
6651,11385
8066,8478
4282,11093
8066,8477
6179,9630
5634,10148
1436,9212
1109,11157
6216,8488
5268,5107
13034,10126
4374,59
3574,8476
8702,5152
5688,8476
3574,8478
8302,9371
7764,9659
1459,8509
6970,9702
7984,11036
638,9389
4106,186
3522,10097
5362,10408
13087,8494
6217,8476
6852,5182
4210,5164
3310,8488
1424,9613
6222,137
5798,5095
668,8475
3497,10888
14363,9921
3310,8496
7768,9566
8035,9481
6223,117
4081,9173
5894,10319
1391,10648
12251,9859
5425,8478
8265,10556
8331,8510
1197,8476
8705,5110
572,11469
8229,11669
4081,9188
5377,9973
8792,10611
12792,9493
14368,9790
3784,10210
6957,10148
6175,9818
6226,51
3370,6666
5799,5095
6223,149
3576,8475
5690,8477
3310,8532
7730,10773
382,9188
13293,10361
4307,10399
856,10887
12297,8476
4607,9297
11939,11385
3311,8512
4105,8478
3685,5112
6931,10989
8705,5150
9070,10220
7974,11428
5800,5093
7977,11333
3577,8476
8037,9481
4066,9702
6223,184
6226,90
4281,11239
3841,8494
4057,9994
4106,8475
4106,8476
1143,10220
13278,10872
5799,5157
1382,11016
4047,10319
3578,8475
4106,8490
5956,8488
1176,9218
8069,8531
5660,9481
13354,8531
5067,11481
7916,5086
4301,10655
631,9737
936,8476
1173,9325
5405,9207
5434,117
11964,10688
876,10348
4322,10021
8285,10056
6960,10170
3318,190
1427,9659
5429,8476
7759,9980
6222,8475
5367,10408
3520,10319
3950,5181
4376,170
5434,141
369,9702
8072,8476
8827,9650
1135,10540
8026,9909
409,8475
13049,9853
3557,9193
4037,10698
6201,9155
5539,5101
8018,10170
4600,9631
350,10316
1407,10319
6329,5194
12310,9
12310,12
3580,8497
5429,8526
781,5157
5429,8527
4113,170
6859,5161
4319,10170
1467,8475
673,8513
4561,10864
3581,8478
7016,8494
908,9426
12829,8509
8312,9283
6169,10179
409,8513
5892,10581
5694,8531
3326,18
3527,10170
6994,9190
5802,5182
4380,117
1438,9399
8284,10170
6958,10316
1468,8475
8047,9331
3281,9623
3318,8475
6183,1585
7722,11224
4062,9995
4074,9623
6068,5157
3759,11201
6187,9659
3503,10945
8184,5101
620,10208
783,5158
11884,5095
3264,10170
5370,10423
4048,10444
5433,8475
3534,9999
3297,9156
3319,8476
8075,8494
3847,8494
866,10797
6152,10773
3544,9702
676,8497
6226,8477
6958,10361
4904,8500
838,11669
1143,10408
13022,10801
614,10424
898,9812
4910,131
6071,5101
7812,8478
677,8476
363,10019
4811,11397
7774,9660
7019,8488
5362,10704
4316,10365
5434,8476
4303,10766
628,10005
12250,10170
5434,8477
7817,141
8279,10392
3246,10773
8297,9846
4071,1585
1205,8513
1050,5128
6499,51
4035,10899
7720,11351
7920,5156
3230,11283
1469,8531
5369,10514
3556,9374
523,5095
3546,9688
7920,5164
414,8476
6072,5112
5909,10170
3297,9221
1316,5095
8280,10404
13066,9493
3546,9702
8342,8480
8342,8489
7740,10766
3850,8476
6760,184
7817,184
7814,8476
5439,184
903,9729
6070,5202
8296,9931
11951,11315
1208,8475
8307,9587
12310,184
3550,9604
883,10361
1434,9665
7783,9457
8273,10653
4115,8475
7659,5112
8342,8511
1208,8485
3532,10170
6983,9682
1208,8488
7815,8477
3593,92
8838,9527
8079,8488
4647,197
7659,5126
6499,126
6180,10019
1160,9994
3322,8509
9115,9149
945,8476
8080,8476
3323,8488
3852,8476
1128,11000
912,9504
907,9659
944,8512
6207,9199
1113,11469
5702,8476
6759,8476
897,9973
3499,11235
5436,8531
618,10438
8452,5150
1436,9659
325,11333
838,11816
8452,5156
1209,8510
5438,8488
629,10109
4117,8476
6230,8509
7661,5112
7824,65
3796,10245
365,10112
952,108
3328,184
1475,8475
7817,8485
1176,9562
13298,10614
12310,8482
947,8475
4299,11058
3813,9744
3325,8488
3266,10319
364,10170
7795,9188
1106,11747
650,9500
682,8509
3853,8512
3590,8476
947,8488
3590,8475
5704,8476
264,5086
3823,9451
4654,75
3326,8475
7992,11290
1212,8475
624,10319
3326,8478
1212,8476
4058,10361
13368,8475
6971,10170
3325,8513
396,9199
1445,9451
7824,122
8083,8477
11970,10864
11953,11385
5969,8476
1173,9702
3962,5164
3553,9650
3273,10143
1477,8475
3964,5112
5968,8525
6972,10170
5402,9688
3543,9973
1056,5150
3327,8476
8295,10119
6160,10773
8348,8476
1165,9973
1113,11587
8317,9445
4615,9525
624,10365
5675,9437
8279,10635
530,5093
6175,10328
662,9199
4066,10170
3328,8476
3328,8478
12686,5107
6078,5150
12261,10097
4120,8513
12686,5115
1058,5131
7791,9399
8030,10187
4319,10539
7767,10153
7828,69
428,92
850,11587
7746,10801
8191,5202
3503,11268
422,8477
4873,9760
4093,9371
11964,11126
428,105
1430,10005
8304,9910
4921,95
7029,8476
369,10143
4294,11351
8086,8488
7821,8510
1431,9991
7822,8478
3594,8476
1480,8475
3328,8532
1480,8476
423,8475
5342,11633
7791,9443
3175,5086
4063,10326
5370,10773
4611,9726
8087,8476
5444,8488
952,8478
13285,11184
5444,8492
3814,9876
3437,5181
881,10691
13372,8494
913,9702
7030,8494
423,8513
3536,10316
8086,8532
6182,10216
4124,8475
8088,8477
3803,10245
3566,9399
5423,9180
1428,10143
428,186
3777,11059
7931,5169
887,10538
4124,8495
6977,10170
3769,11315
6348,5092
3338,99
5899,10824
5651,10319
8798,11073
1423,10319
3807,10142
649,9740
1481,8526
1438,9859
3177,5107
1420,10423
3597,8475
3564,9497
12582,8476
426,8475
4304,11136
5672,9688
4032,11385
11961,11348
1138,10989
7996,11385
5672,9702
4104,9155
5671,9737
955,8476
1421,10423
6974,10316
908,9945
535,5124
3293,9743
4086,9734
354,10742
6994,9702
12324,127
3808,10170
6774,141
900,10210
1175,9881
3863,8475
5955,9164
6182,10319
3599,8475
5420,9367
8991,5161
668,9226
428,8475
270,5182
7732,11428
4845,10812
428,8478
7722,11744
923,9519
1221,8476
3559,9729
4662,109
5448,8512
9070,10918
6774,184
1484,8526
883,10773
1485,8497
3296,9702
13347,9425
6188,10170
7035,8488
3600,8475
1419,10557
428,8510
391,9659
1222,8476
8328,9370
8297,10340
7934,5207
3708,5141
3864,8497
5714,8496
1067,5095
4330,10443
5979,8476
901,10245
5293,5164
5918,10365
4084,9876
6879,5157
7938,5095
4070,10316
5941,9659
3336,8498
374,10208
3864,8513
9097,10129
8630,32
1401,11146
1456,9443
3337,8476
5950,9399
3710,5113
922,9623
3343,108
8094,8478
7037,8476
1156,10570
5953,9320
1488,8475
3338,8478
4630,9385
8313,9910
8285,10773
8095,8476
7938,5150
6244,8512
3343,141
8254,11747
5717,8475
7794,9623
1395,11385
1132,11348
1435,10148
1414,10801
1489,8476
1068,5143
5296,5150
440,36
1451,9659
1225,8475
6089,5150
5296,5157
1441,9973
4071,10362
8205,5095
432,8488
1231,105
4931,91
4718,6694
440,52
4368,9358
5687,9426
640,10241
3868,8478
5981,8509
6714,10361
6158,11224
1231,121
5454,8476
8630,127
4136,184
6883,5145
13310,10704
8074,9188
5828,5086
1459,9451
865,11481
4623,9673
4669,52
4934,29
4055,10899
12325,8488
540,5182
440,92
926,9602
6714,10404
13558,11235
3611,99
7040,8488
1173,10143
1230,184
14136,9700
3273,10582
1413,10899
3184,5152
1227,8475
3823,9921
5953,9430
1153,10773
5991,61
5826,5174
3186,5095
6180,10589
3185,5131
8362,8488
8076,9155
8469,5164
670,9370
4077,10248
3870,8475
7834,8476
5828,5124
3566,9714
1227,8494
4672,3
8630,184
8305,10269
4095,9702
1386,11764
8891,8496
7834,8496
6148,11609
8340,9188
5670,10047
4399,8488
964,8476
1453,9702
4096,9688
5985,8476
4878,10025
7774,10361
4407,51
5642,10924
5698,9188
5991,105
6783,127
8098,8513
6219,9425
5460,186
545,5099
12790,10527
5698,9200
8045,10170
3343,8477
6187,10423
4091,9863
3185,5182
3186,5154
388,9973
7002,9737
8891,8522
4081,10183
6249,8510
4136,8475
7678,5169
969,160
1171,10289
3576,9464
8363,8526
440,184
3186,5169
668,9500
3574,9528
3608,8476
709,41
3872,8488
8044,10232
1230,8475
4405,167
4936,90
5420,9659
3186,5187
1452,9790
5668,10170
7015,9370
1436,10300
3571,9650
388,10021
6197,10170
5722,8509
4039,11531
4299,11663
13355,9451
4883,9953
3350,132
5830,5169
4105,9493
7837,8488
3081,8475
6251,8513
918,9994
709,91
5987,8508
8335,9451
7789,9995
885,11025
1466,9399
703,8476
3982,5131
6983,10408
712,9
3285,10361
5567,5154
3838,9603
5418,1585
1448,9972
9105,10170
5636,11215
4906,9277
8289,10899
3318,9362
704,8476
7783,10210
12287,9859
659,9876
6361,5150
440,8476
3573,9659
3981,5202
7799,9722
6212,1585
3083,8475
440,8489
1438,10319
3083,8476
5997,61
7008,9688
5430,9453
704,8508
704,8509
1179,10170
3612,8475
3612,8478
8050,10170
8368,8510
7767,10750
3612,8488
709,176
6783,8492
6255,8476
3553,10319
5304,5194
284,5164
8333,9601
6255,8478
12860,8525
3611,8526
402,9702
8600,9514
4933,8510
4114,9322
3294,10170
1343,5118
549,5157
5646,10989
5463,8476
5463,8477
7009,9702
6994,10170
5991,8494
8378,40
1499,8488
4141,8505
5468,141
5990,8533
3987,5095
1341,5200
5726,8532
13313,10899
5992,8475
3085,8485
3845,9500
5671,10241
707,8475
4106,9604
5944,9973
914,10256
4341,10513
8052,10170
1443,10248
442,8512
3085,8498
12824,9688
4633,9661
418,9259
3821,10265
8371,8476
4250,5157
5991,8530
971,8510
6756,9399
817,5095
4315,11348
924,9972
6991,10316
3350,8497
5655,10773
7842,8510
13089,9688
3615,8476
5465,8475
3557,10281
7688,5101
8022,11129
3350,8514
5646,11068
6181,10864
4106,9659
982,9
7951,5157
3880,8475
8347,9259
6977,10773
416,9366
709,8475
633,10833
3459,5150
1434,10582
6103,5113
12282,10170
8218,5086
972,8531
12337,8476
8378,131
6259,8476
4408,8511
8373,8476
655,10170
952,9156
974,8475
7800,9859
8380,77
5425,9760
8350,9199
5973,9161
8314,10316
710,8476
6765,9188
3724,5157
6259,8497
615,11428
935,9702
7051,8525
8380,92
5950,9885
3569,9973
8217,5152
6895,5181
914,10365
3616,8526
12822,9853
4680,116
392,10170
657,10148
7589,59
6988,10497
622,11235
8076,9535
4084,10408
605,11764
6227,9520
414,9500
8320,10170
4575,11579
3991,5110
5310,5182
6168,11351
4681,111
404,9817
4939,8494
3574,9851
710,8526
13357,9688
3989,5182
6229,9468
7001,10117
1192,9973
3586,9490
393,10170
712,8478
8271,11722
12830,9659
6156,11747
5974,9203
8218,5175
712,8485
5468,8504
7808,9702
3354,8509
1145,11454
3091,8475
4147,8509
4416,177
3296,10319
12869,8475
447,8531
5734,8476
3810,10773
5420,10021
4946,140
12398,6700
3326,9399
6983,10729
6182,10984
1242,8475
292,5157
6263,8476
3095,186
3318,9660
8330,9931
3326,9414
1203,9691
821,5150
5999,8476
1505,8526
8067,9909
8069,9851
5962,9630
8067,9910
4422,26
7816,9504
7764,11116
450,8476
3357,8475
4326,11202
4150,8476
660,10170
3592,9389
6899,5181
1468,9700
979,8476
7817,9495
8313,10496
8332,9909
5943,10248
715,8475
715,8476
7786,10463
641,10773
13057,10899
5736,8475
451,8476
5475,186
13311,11224
13073,10408
7818,9481
13399,8514
6271,108
908,10712
716,8475
7777,10773
3787,11585
3623,8476
715,8513
559,5157
3296,10423
4080,10698
12343,8495
7851,8488
4586,11397
1478,9443
4077,10797
620,11470
1447,10411
3358,8513
676,9737
981,8475
3095,8476
6002,8476
7961,5088
3733,5093
925,10220
4093,10319
5964,9659
8058,10288
3624,8475
9015,5202
452,8508
7588,8476
3205,5086
3338,9155
5910,11348
6267,8476
5950,10115
12842,9451
5922,10984
1245,8513
6794,8526
7798,10170
3318,9790
5217,75
3889,8475
3469,5110
7830,9188
6905,5095
3321,9702
5739,8476
4424,89
727,13
5976,9329
8589,10248
380,10773
5481,97
3097,8475
6226,1585
4682,8489
664,10170
7698,5110
7799,10170
3571,10170
3565,10361
6904,5157
299,5112
3859,9443
7961,5164
7809,9881
8078,9740
7007,10170
5642,11531
3098,8475
6005,8475
1470,9795
3572,10170
13404,8475
4116,9688
945,9688
5006,6679
646,10766
7761,11385
3900,18
4115,9740
403,10124
1092,5150
1216,9500
3325,9659
3099,8476
6013,61
3827,10487
3278,11121
7822,9523
3892,8476
7819,9621
394,10423
1358,5119
3370,91
5677,10497
1455,10316
4956,87
376,11002
1414,11592
5984,9188
8121,8476
6907,5156
4157,8485
3848,9876
7012,10098
1456,10300
4694,36
3473,5118
6013,110
390,10581
3371,91
8089,9481
384,10773
5458,9126
8329,10245
8231,5088
3738,5108
3738,5110
458,8488
3892,8531
4081,10864
910,10864
4685,8528
6236,9599
3334,9451
5215,8488
458,8497
4881,10648
3893,8512
5969,9702
8068,10170
7703,5101
5682,10408
7771,11189
995,61
1457,10316
832,5118
4960,34
1252,8487
3343,9203
668,10208
6646,5113
3738,5154
5378,11663
