topic_1,topic_2
12683,5569
12682,5597
12683,5566
12682,5596
12683,5576
12682,5608
12683,5584
12683,5582
12683,5581
12683,5578
12683,5579
12682,5623
12682,5624
12683,5589
12683,5599
12683,5596
12683,5595
12683,5607
12683,5605
12683,5603
12682,5634
12682,5646
12683,5612
12683,5613
12683,5624
12682,5654
12683,5619
12683,5631
12682,5662
12683,5628
12683,5626
12683,5627
12683,5640
12683,5639
12682,5668
12682,5676
12683,5650
12682,5682
12682,5695
12683,5662
12683,5663
12682,5704
12683,5671
12683,5679
12683,5676
12682,5707
12682,5718
12682,5716
12683,5683
12682,5725
12682,5722
12683,5704
12682,5731
12683,5699
12683,5707
12683,5716
12682,5760
12683,5722
12682,5762
12682,5775
12682,5776
12683,5752
12683,5753
12682,5781
12682,5779
3261,2920
12682,5791
12683,5754
12683,5755
12682,5799
12683,5769
12683,5766
12682,5795
12683,5765
12682,5807
12683,5775
12683,5772
12682,5801
12682,5813
12683,5782
12683,5783
12682,5811
12682,5812
12683,5790
12682,5832
12682,5830
12682,5828
12683,5794
12683,5795
12682,5837
12683,5807
12682,5833
12683,5816
12682,5847
12682,5845
12683,5814
12682,5844
12683,5811
12682,5855
12682,5854
12682,5852
12683,5819
12683,5833
12683,5830
12683,5829
12682,5857
12682,5871
12683,5837
12682,5866
12682,5880
12682,5878
12683,5847
12683,5845
12682,5873
12683,5856
12683,5854
12683,5855
12683,5853
12682,5881
12682,5894
12683,5860
12682,5892
12683,5872
12683,5870
12682,5899
12682,5897
12683,5880
12683,5881
12682,5910
12683,5879
12683,5876
12683,5877
12682,5918
12683,5884
12682,5913
12683,5897
12683,5895
12683,5892
12683,5893
12682,5935
12682,5934
12683,5908
12683,5909
12682,5950
12683,5916
12683,5914
12683,5929
12683,5926
12682,5953
12683,5922
12683,5923
12682,5968
12683,5934
12682,5966
12682,5964
12984,12984
12683,5944
12682,5976
12683,5942
12682,5974
12683,5943
12683,5940
12683,5941
12682,5983
12682,5991
12682,5992
12682,5985
12683,5965
12683,5976
12682,6007
12683,5977
12683,5974
12683,5970
12683,5971
12683,5984
12682,6015
12682,6013
12683,5983
12682,6012
12682,6023
12683,5991
12683,5988
12682,6017
12682,6018
12682,6027
12683,5997
12682,6037
12682,6034
12683,6017
12682,6048
12683,6013
12683,6019
12683,6028
12683,6037
12682,6068
12683,6034
12683,6035
12683,6049
12683,6046
12682,6074
12683,6043
12682,6088
12683,6051
12682,6082
12683,6062
12683,6061
12683,6058
12682,6103
12683,6072
12682,6101
12682,6102
12683,6068
12682,6099
12683,6069
12682,6100
12683,6066
12683,6080
12682,6110
12683,6079
12683,6074
12683,6089
12683,6082
12682,6113
12683,6096
12683,6095
12682,6124
12682,6135
12683,6105
12683,6100
12683,6099
12682,6139
12683,6109
12682,6138
12683,6121
12683,6118
12683,6119
12683,6128
12683,6124
12682,6155
12682,6156
12683,6125
12682,6153
12683,6123
12682,6167
12683,6135
12682,6161
12682,6162
12682,6175
12683,6145
12683,6138
12683,6139
12683,6153
12682,6181
12683,6146
12682,6191
12682,6192
12682,6186
12683,6155
12683,6164
12683,6162
12682,6193
12682,6194
12682,6207
12682,6208
12683,6175
12683,6172
12682,6215
12683,6182
12682,6223
12683,6193
12683,6190
12682,6222
12683,6201
12682,6230
12682,6228
12683,6195
12683,6208
12683,6209
12683,6207
12683,6205
12682,6233
12683,6211
12683,6224
12683,6222
12683,6223
12682,6251
12683,6219
12683,6233
12682,6259
12682,6257
12682,6271
12683,6237
12683,6234
12683,6249
12682,6275
12683,6245
12682,6287
12683,6257
12682,6285
12682,6283
12682,6284
12683,6253
12683,6250
12683,6251
12682,6291
12683,6259
12682,6290
12682,6303
12683,6270
12683,6271
12682,6300
12683,6266
12682,6297
12683,6267
12683,6281
12682,6309
12682,6308
12683,6274
12682,6319
12683,6289
12683,6286
12683,6287
12683,6285
12683,6282
12683,6283
12683,6296
12682,6327
12682,6328
12683,6294
12682,6323
12683,6293
12683,6304
12682,6334
12683,6300
12683,6298
12682,6343
12683,6312
12683,6313
12682,6342
12683,6308
12683,6309
12682,6337
12683,6306
12682,6338
12683,6320
12683,6321
12683,6317
12682,6345
12683,6328
12683,6327
12682,6358
12682,6355
12682,6353
12683,6323
12683,6334
12683,6335
12683,6342
12683,6343
12683,6341
12683,6353
12683,6351
12682,6377
12683,6346
12683,6361
12683,6358
12683,6359
12683,6356
12683,6355
12683,6368
12683,6365
12683,6371
12683,6388
12683,6386
12683,6400
12683,6398
12682,6433
12683,6403
12683,6412
12683,6413
12682,6463
12682,6460
12682,6465
12682,6478
12682,6475
12682,6476
12682,6484
12683,6451
12682,6489
12682,6510
12682,6519
12682,6520
12682,6518
12683,6487
12683,6485
12683,6504
12682,6533
12682,6534
12682,6532
12682,6544
12682,6548
12682,6564
12683,6544
12682,6576
12682,6573
12682,6579
12683,6546
12682,6590
12683,6568
12683,6569
12683,6564
12683,6576
12683,6577
12682,6612
12682,6632
12682,6627
12682,6626
12682,6637
12682,6635
12682,6633
12682,6634
12683,6617
12682,6644
12682,6641
12683,6625
12682,6656
12682,6653
12683,6621
12682,6650
12682,6663
12682,6662
12682,6659
12683,6627
12683,6640
12682,6670
12682,6667
12683,6634
12683,6649
12682,6680
12682,6675
12682,6676
12682,6674
12683,6656
12683,6657
12682,6684
12683,6653
12683,6650
12683,6665
12682,6696
12682,6694
12683,6659
12683,6673
12682,6704
12682,6701
12682,6700
12683,6680
12682,6709
12682,6707
12683,6675
12682,6706
12682,6719
12682,6720
12682,6718
12682,6715
12683,6682
12682,6714
12682,6727
12683,6697
12682,6728
12682,6725
12683,6692
12683,6693
12683,6690
12682,6735
12682,6733
12683,6703
12682,6731
12682,6732
12683,6701
12682,6730
12683,6712
12682,6741
12682,6742
12683,6708
12682,6740
12683,6709
12682,6737
12683,6706
12683,6707
12682,6751
12683,6720
12682,6752
12683,6718
12682,6749
12683,6719
12682,6747
12682,6748
12682,6745
12683,6715
12683,6728
12682,6757
12683,6727
12682,6758
12682,6755
12683,6724
12682,6753
12683,6722
12683,6737
12682,6763
12683,6732
12683,6733
12682,6764
12683,6730
12682,6761
12682,6775
12682,6776
12683,6745
12683,6742
12682,6773
12683,6743
12683,6740
12682,6771
12682,6772
12682,6769
12683,6738
12683,6753
12682,6781
12682,6782
12683,6751
12683,6748
12682,6779
12683,6749
12682,6778
12683,6747
12683,6760
12682,6791
12683,6761
12682,6792
12683,6758
12682,6790
12683,6759
12682,6787
12682,6788
12683,6754
12682,6785
12683,6755
12683,6768
12683,6769
12683,6766
12682,6797
12682,6795
12683,6764
12682,6796
12683,6762
12683,6763
12683,6776
12682,6807
12683,6774
12683,6775
12682,6803
12683,6772
12683,6773
12683,6771
12682,6802
12683,6784
12683,6785
12683,6782
12683,6780
12682,6812
12683,6778
12683,6779
12683,6792
12683,6790
12683,6791
12683,6788
12683,6789
12683,6787
12683,6801
12683,6796
12683,6797
12683,6795
12683,6809
12682,6838
12683,6802
12683,6817
12682,6848
12683,6812
12682,6844
12683,6811
12682,6852
12682,6849
12682,6864
12682,6861
12682,6862
12683,6831
4219,7072
12682,6858
12683,6841
12683,6838
12682,6879
12683,6848
12683,6849
12682,6875
12683,6844
12683,6845
12683,6843
12683,6857
12682,6886
12683,6852
12683,6853
12683,6864
12683,6862
12682,6893
12683,6863
12682,6891
12683,6859
12683,6872
12682,6904
12682,6902
12683,6868
12683,6881
12682,6912
12683,6879
12682,6907
12683,6877
12683,6875
12682,6906
12683,6888
12682,6920
12683,6886
12683,6887
12683,6894
12683,6893
12683,6890
12682,6921
12683,6891
12683,6904
12683,6905
12683,6902
12682,6934
12682,6932
12683,6899
12682,6930
12683,6912
12682,6943
12683,6911
12682,6942
12683,6908
12683,6909
12683,6906
12682,6938
12683,6907
12683,6920
12683,6921
12683,6919
12683,6928
12683,6929
12682,6960
12682,6958
12683,6924
12683,6925
12683,6922
12683,6934
12683,6932
12683,6930
12682,6962
12683,6931
12683,6944
12682,6976
12683,6942
12683,6943
12683,6938
12683,6939
12682,6983
12683,6950
12683,6949
12682,6977
12683,6947
12683,6960
12682,6992
12683,6958
12682,6987
12683,6956
12682,6988
12683,6955
12682,6997
12682,6998
12683,6964
12683,6962
12683,6976
12683,6977
12682,7005
12682,7004
12683,6984
12682,7015
12683,6985
12682,7013
12683,6983
12682,7012
12683,6981
12682,7009
12682,7022
12683,6988
12682,7017
12683,6987
12682,7032
12683,7001
12683,6998
12682,7030
12682,7028
12683,6997
12682,7025
12683,6994
12683,6995
12683,7008
12683,7009
12683,7004
12683,7005
12683,7002
12683,7016
12682,7048
12683,7017
12682,7042
12683,7024
12683,7025
12682,7056
12683,7022
12683,7023
12682,7051
12683,7020
12683,7021
12682,7049
12683,7032
12683,7030
12682,7062
12682,7059
12682,7072
12683,7041
12683,7037
12683,7048
12682,7079
12683,7049
12683,7042
12682,7073
12683,7056
12683,7057
12682,7088
12682,7085
12682,7086
12683,7055
12682,7083
12683,7050
12682,7082
12683,7051
12683,7062
12683,7058
12682,7090
12683,7072
12683,7073
12683,7070
12683,7081
12683,7079
12683,7074
12682,7119
12683,7086
12683,7087
12683,7085
12683,7093
12683,7090
12682,7147
12682,7160
12682,7166
12682,7175
12682,7171
12683,7173
12683,7180
12682,7212
12682,7374
4239,7072
12682,7535
12683,7521
12682,7566
12682,7576
12682,7587
12682,7600
12682,7596
12682,7607
12682,7603
12682,7614
12682,7609
12682,7623
12682,7619
12683,7600
12682,7631
12683,7599
12683,7596
12682,7625
12683,7609
12682,7637
12683,7607
12683,7602
12682,7634
12682,7646
12683,7615
12682,7643
12683,7624
12683,7625
12683,7622
12683,7623
12683,7621
12683,7618
12682,7650
12683,7619
12682,7663
12682,7664
12682,7658
12682,7669
12683,7636
12682,7668
12683,7637
12683,7634
12683,7635
12683,7646
12683,7644
12682,7674
12682,7688
12683,7652
12682,7692
12683,7672
12682,7701
12683,7669
12682,7698
12682,7710
12683,7679
12682,7708
12683,7674
12682,7706
12683,7686
12683,7684
12683,7682
12683,7696
12682,7726
12683,7692
12682,7722
12683,7702
12682,7733
12683,7701
12682,7729
12682,7741
12682,7739
12682,7740
12682,7737
12683,7706
12682,7751
12683,7720
12683,7715
12683,7729
12683,7726
12683,7725
12682,7767
12683,7737
12683,7733
12683,7731
12683,7743
12683,7740
12683,7741
12683,7738
12682,7770
12682,7779
12683,7760
12682,7791
12682,7789
12683,7759
12683,7756
12683,7768
12682,7800
12682,7798
12683,7763
12682,7807
12682,7808
12682,7805
12683,7770
12682,7813
12682,7814
12682,7823
12683,7791
12683,7789
12682,7820
12683,7800
12683,7801
12683,7798
12683,7794
12683,7795
12683,7806
12682,7838
12682,7836
12683,7815
12682,7843
12682,7844
12683,7810
12683,7823
12683,7820
12683,7819
12683,7832
12682,7863
12682,7864
12682,7862
12683,7829
12682,7860
12683,7849
12683,7846
12682,7878
12683,7844
12682,7876
12683,7843
12682,7874
12682,7886
12682,7883
12683,7851
12683,7864
12683,7865
12683,7862
12682,7893
12683,7863
12683,7860
12682,7892
12682,7889
12683,7872
12683,7873
12682,7904
12683,7870
12682,7901
12683,7878
12683,7876
12682,7907
12683,7874
12682,7905
12682,7906
12683,7886
12682,7925
12683,7894
12683,7892
12683,7893
12683,7891
12682,7931
12683,7901
12683,7908
12682,7940
12683,7907
12682,7938
12682,7951
12683,7921
12682,7948
12682,7960
12682,7957
12682,7968
12682,7963
12682,7964
12683,7944
12683,7943
12682,7971
12683,7941
12682,7969
12683,7938
12683,7948
12682,7980
12683,7960
12682,7991
12682,7989
12682,7990
12683,7957
12683,7954
12683,7955
12683,7968
12682,8000
12683,7967
12682,7995
12682,7996
12683,7965
12682,7994
12682,8004
12683,7971
12683,7984
12683,7980
12682,8012
12683,7990
12683,7991
12683,7989
12682,8018
12683,7987
12682,8031
12682,8032
12683,7996
12682,8025
12683,7994
12682,8026
12683,8004
12682,8046
12683,8012
12682,8044
12683,8010
12682,8042
12683,8025
12683,8020
12683,8018
12682,8050
12683,8031
12683,8028
12683,8027
12682,8058
12683,8041
12682,8069
12682,8066
12683,8049
12682,8075
12683,8042
12683,8054
12683,8055
12682,8084
12683,8050
12683,8051
12682,8093
12683,8058
12683,8059
12683,8072
12683,8069
12682,8100
12683,8080
12682,8112
12682,8107
12682,8108
12683,8089
12682,8117
12682,8118
12683,8084
12682,8115
12683,8083
12682,8127
12682,8128
12683,8103
12682,8144
12682,8142
12682,8137
12683,8107
12683,8117
12682,8145
12683,8115
12683,8128
12682,8158
12683,8124
12682,8156
12683,8135
12683,8132
12683,8130
12683,8144
12682,8176
12683,8142
12683,8143
12683,8140
12683,8138
12683,8139
12682,8183
12682,8184
12682,8180
12683,8161
12682,8192
12683,8158
12682,8190
12683,8159
12682,8187
12682,8188
12683,8154
12682,8195
12683,8164
12683,8162
12682,8193
12683,8163
12683,8176
12682,8205
12683,8175
12682,8204
12682,8202
12682,8215
12683,8184
12683,8185
12682,8214
12683,8180
12683,8192
12683,8190
12683,8188
12683,8187
12682,8231
12683,8201
12682,8229
12682,8226
12683,8209
12682,8240
12683,8206
12682,8235
12683,8204
12683,8202
12683,8215
12682,8243
12683,8210
12682,8242
12683,8211
12682,8256
12682,8250
12682,8263
12682,8261
12683,8229
12682,8260
12682,8257
12683,8236
12682,8267
12683,8235
12682,8277
12683,8246
12682,8274
12683,8254
12682,8284
12682,8294
12683,8261
12682,8289
12683,8258
12683,8269
12683,8266
12683,8278
12682,8320
12683,8284
12683,8285
12682,8313
12682,8325
12683,8295
12682,8335
12682,8336
12683,8302
12682,8334
12683,8298
12683,8299
12682,8342
12682,8349
12683,8319
12682,8347
12682,8358
12683,8327
12683,8336
12682,8367
12682,8368
12683,8335
12683,8332
12683,8345
12683,8340
12683,8341
12683,8338
12683,8339
12683,8352
12683,8353
12683,8351
12683,8348
12683,8349
12683,8346
12683,8347
12683,8358
12683,8359
12682,8387
12683,8355
12683,8368
12682,8400
12683,8369
12682,8398
12683,8367
12682,8393
12683,8363
12683,8377
12683,8372
12682,8403
12682,8404
12682,8415
12683,8385
12682,8412
12683,8378
12682,8410
12682,8423
12683,8391
12683,8389
12682,8420
12683,8386
12683,8400
12683,8398
12683,8399
12683,8405
12683,8403
12682,8448
12683,8417
12683,8412
12683,8410
12683,8425
12683,8423
12683,8421
12683,8430
12683,8431
12682,8459
12683,8428
12683,8426
12683,8427
12683,8440
12682,8472
12683,8441
12683,8448
12682,8480
12682,8477
12682,8478
12682,8475
12683,8445
12682,8476
12682,8487
12682,8488
12682,8485
12682,8486
12682,8483
12683,8452
12682,8495
12682,8496
12683,8462
12682,8494
12682,8492
12682,8490
12683,8459
12682,8503
12683,8472
12683,8473
12682,8504
12682,8500
12682,8498
12682,8511
12683,8480
12682,8512
12683,8481
12682,8509
12682,8510
12682,8507
12683,8477
12682,8508
12682,8506
12682,8519
12683,8488
12683,8489
12682,8520
12683,8486
12683,8487
12682,8515
12682,8513
12683,8483
12682,8514
12683,8496
12682,8525
12683,8495
12682,8526
12683,8493
12682,8524
12683,8491
12682,8522
12683,8504
12683,8505
12682,8533
12683,8502
12683,8503
12682,8531
12682,8532
12682,8529
12683,8499
12682,8530
12683,8512
12683,8513
12683,8510
12683,8511
12683,8508
12683,8509
12683,8506
12683,8507
12683,8519
12683,8516
12683,8515
12683,8528
12683,8526
12683,8524
12683,8525
12682,8568
12683,8534
12682,8565
12683,8535
12683,8533
12682,8570
12682,8592
12682,8602
12682,8612
12683,8592
12683,8589
12682,8630
12682,8628
12682,8626
12682,8639
12682,8635
12683,8602
12682,8647
12683,8617
12682,8643
12683,8612
12682,8644
12682,8655
12682,8653
12682,8652
12682,8664
12682,8661
12683,8630
12683,8628
12683,8626
12682,8657
12682,8671
12682,8672
12683,8639
12683,8637
12683,8635
12682,8677
12683,8647
12682,8675
12683,8644
12682,8676
12682,8673
12683,8643
12683,8657
12683,8655
12683,8652
12683,8653
12682,8684
12682,8695
12683,8664
12682,8696
12682,8691
12683,8661
12683,8658
12683,8672
12683,8673
12683,8671
12682,8699
12683,8668
12682,8709
12683,8676
12682,8707
12683,8677
12683,8675
12683,8687
12682,8718
12683,8684
12682,8715
12682,8716
12683,8685
12682,8713
12683,8696
12682,8725
12682,8723
12683,8705
12682,8733
12683,8702
12682,8734
12683,8699
12682,8744
12683,8713
12682,8741
12682,8740
12683,8709
12682,8738
12683,8707
12682,8752
12682,8749
12683,8718
12682,8747
12683,8716
12682,8748
12682,8746
12683,8715
12682,8758
12683,8725
12682,8756
12682,8753
12682,8754
12683,8723
12682,8767
12682,8768
12682,8765
12683,8734
12682,8766
12683,8733
12682,8761
12682,8773
12682,8771
12683,8740
12683,8741
12682,8772
12683,8738
12682,8770
12683,8752
12683,8753
12682,8782
12683,8748
12682,8780
12683,8749
12683,8746
12683,8747
12682,8792
12683,8761
12683,8758
12682,8789
12683,8756
12682,8787
12683,8754
12682,8786
12683,8768
12682,8800
12683,8766
12682,8798
12683,8767
12683,8765
12682,8794
12682,8807
12682,8805
12682,8803
12683,8772
12683,8773
12683,8770
12683,8771
12682,8802
12683,8782
12683,8780
12682,8812
12682,8810
12683,8792
12682,8820
12683,8789
12683,8786
12682,8817
12683,8787
12683,8800
12683,8798
12682,8829
12682,8827
12682,8825
12683,8794
12682,8839
12682,8840
12682,8837
12683,8807
12683,8805
12682,8836
12683,8802
12682,8833
12683,8803
12682,8847
12683,8817
12682,8845
12682,8846
12682,8843
12683,8812
12682,8844
12683,8810
12682,8856
12683,8825
12682,8854
12683,8820
12683,8833
12682,8864
12682,8861
12682,8862
12683,8828
12683,8829
12682,8857
12683,8840
12682,8871
12682,8872
12683,8838
12682,8869
12683,8839
12682,8867
12683,8836
12683,8837
12682,8866
12682,8879
12682,8880
12683,8846
12682,8877
12682,8878
12683,8844
12683,8845
12682,8873
12683,8843
12683,8856
12682,8888
12682,8885
12683,8854
12682,8883
12682,8884
12682,8881
12683,8864
12682,8893
12683,8862
12683,8861
12682,8890
12683,8872
12683,8873
12682,8901
12682,8902
12682,8899
12683,8869
12682,8900
12683,8866
12682,8897
12683,8867
12682,8898
12683,8880
12683,8881
12682,8909
12683,8878
12683,8879
12682,8908
12683,8877
12682,8905
12683,8888
12682,8920
12682,8917
12682,8915
12683,8884
12683,8885
12682,8916
12682,8913
12682,8914
12683,8883
12683,8896
12682,8928
12683,8897
12683,8893
12683,8890
12682,8921
12683,8905
12682,8936
12683,8902
12682,8933
12682,8934
12683,8900
12683,8901
12682,8932
12683,8898
12683,8899
12683,8913
12683,8908
12683,8909
12682,8940
12682,8938
12683,8920
12683,8921
12682,8949
12683,8916
12682,8948
12683,8917
12682,8945
12683,8914
12683,8915
12683,8928
12683,8925
12682,8953
12682,8967
12683,8936
12682,8965
12683,8932
12683,8933
12682,8961
12682,8975
12683,8945
12682,8976
12683,8943
12683,8940
12682,8972
12682,8969
12683,8953
12682,8984
12683,8948
12682,8980
12683,8949
12683,8946
12682,8977
12682,8992
12683,8961
12682,8989
12682,8987
12683,8969
12682,8997
12683,8967
12683,8965
12682,8993
12682,8994
12683,8976
12682,9008
12683,8975
12683,8972
12682,9003
12682,9004
12682,9001
12683,8984
12683,8980
12682,9010
12683,8992
12683,8990
12682,9019
12683,8989
12682,9020
12683,8987
12683,9001
12682,9029
12682,9027
12683,8997
12683,8994
12683,9008
12682,9040
12682,9037
12683,9004
12682,9035
12682,9036
12683,9002
12682,9034
12683,9003
12682,9043
12683,9011
12683,9020
12682,9052
12683,9019
12683,9029
12682,9057
12683,9040
12682,9070
12683,9036
12682,9067
12683,9037
12683,9034
12683,9035
12682,9073
12683,9043
12682,9088
12683,9057
12682,9086
12683,9052
12682,9084
12683,9053
12682,9095
12682,9092
12683,9061
12682,9103
12683,9073
12682,9097
12682,9098
12683,9067
12683,9088
12683,9086
12682,9115
12683,9097
12683,9095
12683,9092
12682,9124
12683,9105
12683,9103
12682,9132
12683,9098
12682,9130
12683,9113
12682,9142
12682,9139
12682,9137
12682,9151
12683,9115
12683,9129
12683,9126
12683,9127
12682,9155
12683,9134
12682,9165
12682,9166
12683,9133
12682,9161
12683,9131
12683,9144
12683,9145
12683,9138
12683,9150
12683,9151
12682,9179
12683,9148
12683,9149
12683,9147
12682,9178
12682,9190
12683,9155
12683,9168
12682,9199
12683,9167
12683,9162
12683,9176
12682,9208
12683,9177
12683,9174
12682,9203
12683,9173
12683,9171
12683,9185
12682,9213
12683,9183
12682,9214
12683,9180
12683,9178
12683,9179
12682,9223
12683,9193
12682,9224
12682,9221
12682,9222
12683,9191
12683,9188
12683,9186
12683,9200
12683,9199
12683,9196
12682,9227
12683,9194
12683,9208
12683,9204
12683,9205
12683,9214
12683,9212
12683,9213
12683,9224
12682,9253
12683,9223
12683,9220
12683,9221
12683,9218
12683,9219
12683,9232
12682,9263
12683,9233
12683,9229
12683,9226
12682,9272
12683,9238
12683,9239
12683,9236
12682,9267
12683,9234
12682,9265
12683,9248
12682,9279
12682,9280
12682,9278
12683,9245
12683,9242
12683,9243
12683,9257
12682,9288
12683,9255
12683,9252
12683,9253
12682,9281
12682,9282
12683,9264
12683,9265
12682,9293
12683,9263
12683,9261
12682,9292
12683,9259
12683,9272
12683,9270
12683,9271
12683,9268
12683,9267
12683,9280
12683,9281
12683,9279
12683,9276
12683,9277
12682,9308
12683,9274
12683,9275
12682,9306
12683,9289
12683,9287
12682,9315
12682,9316
12683,9282
12683,9283
12683,9294
12683,9292
12683,9293
12683,9290
12683,9304
12683,9303
12683,9300
12682,9331
12683,9301
12682,9329
12683,9313
12683,9310
12682,9341
12682,9342
12682,9340
12683,9306
12683,9307
12682,9352
12683,9321
12683,9316
12683,9317
12682,9348
12683,9314
12683,9315
12682,9346
12683,9329
12682,9360
12683,9327
12683,9324
12682,9355
12683,9325
12682,9353
12683,9322
12683,9323
12683,9337
12683,9335
12683,9332
12683,9330
12683,9331
12682,9362
12683,9340
12683,9338
12683,9352
12683,9353
12683,9348
12682,9380
12683,9349
12683,9346
12682,9378
12683,9347
12683,9360
12682,9391
12682,9392
12682,9387
12683,9357
12683,9354
12682,9395
12683,9362
12682,9393
12682,9394
12682,9403
12683,9372
12683,9370
12683,9371
12683,9385
12683,9382
12682,9414
12683,9383
12683,9380
12683,9381
12683,9378
12683,9379
12683,9392
12683,9393
12682,9421
12683,9391
12683,9389
12683,9386
12683,9387
12683,9400
12683,9399
12683,9397
12682,9428
12683,9394
12683,9395
12683,9408
12682,9438
12683,9404
12682,9435
12683,9405
12683,9402
12683,9416
12683,9417
12683,9414
12683,9415
12682,9443
12683,9410
12683,9411
12683,9425
12682,9456
12682,9453
12683,9423
12682,9451
12683,9420
12683,9419
12683,9433
12683,9430
12682,9461
12683,9431
12682,9459
12683,9428
12683,9429
12683,9426
12683,9427
12682,9471
12683,9441
12683,9438
12683,9439
12683,9436
12682,9468
12683,9437
12682,9465
12683,9434
12683,9435
12683,9448
12683,9449
12683,9447
12683,9444
12683,9443
12683,9456
12682,9487
12683,9457
12683,9454
12682,9486
12683,9455
12683,9452
12683,9453
12683,9450
12683,9451
12683,9464
12682,9496
12683,9465
12682,9493
12683,9463
12683,9460
12683,9458
12683,9459
12683,9472
12682,9504
12683,9470
12683,9471
12682,9499
12683,9468
12683,9469
12682,9500
12682,9512
12683,9478
12683,9479
12683,9476
12682,9508
12682,9505
12683,9488
12682,9520
12683,9489
12683,9486
12683,9485
12683,9482
12682,9514
12683,9496
12682,9528
12683,9492
12682,9524
12683,9493
12683,9490
12683,9505
12683,9502
12683,9503
12683,9500
12683,9501
12683,9498
12683,9499
12683,9512
12682,9543
12683,9513
12683,9511
12683,9508
12683,9507
12682,9551
12683,9520
12682,9549
12683,9519
12683,9516
12683,9515
12683,9528
12682,9560
12683,9526
12683,9527
12683,9524
12683,9525
12683,9522
12683,9523
12683,9537
12682,9563
12683,9533
12683,9544
12682,9575
12683,9545
12683,9541
12682,9569
12683,9539
12682,9584
12683,9551
12683,9549
12683,9546
12683,9547
12683,9560
12683,9561
12683,9557
12682,9585
12683,9554
12683,9568
12682,9599
12683,9569
12683,9566
12682,9598
12683,9567
12683,9564
12682,9596
12683,9565
12683,9562
12683,9576
12683,9577
12683,9572
12682,9604
12683,9570
12683,9571
12682,9615
12683,9583
12683,9579
12682,9610
12683,9592
12682,9623
12683,9593
12683,9589
12683,9587
12683,9601
12683,9598
12683,9599
12683,9597
12683,9594
12683,9608
12682,9640
12683,9609
12683,9606
12682,9637
12683,9604
12683,9616
12682,9647
12683,9615
12683,9612
12682,9641
12683,9624
12682,9656
12683,9625
12683,9622
12683,9621
12683,9618
12682,9650
12682,9661
12683,9630
12682,9662
12682,9659
12683,9628
12683,9629
12682,9657
12682,9658
12683,9627
12683,9640
12683,9641
12682,9669
12683,9637
12683,9635
12683,9648
12683,9649
12682,9680
12683,9646
12683,9647
12683,9643
12682,9688
12683,9657
12682,9685
12683,9654
12683,9655
12683,9653
12682,9684
12683,9650
12682,9682
12683,9664
12683,9665
12683,9662
12683,9660
12683,9661
12683,9658
12682,9689
12683,9659
12682,9701
12683,9670
12683,9668
12683,9669
12682,9697
12683,9666
12683,9667
12682,9711
12683,9680
12683,9681
12682,9712
12683,9678
12682,9710
12683,9679
12683,9677
12683,9675
12683,9687
12683,9684
12683,9682
12683,9683
12683,9696
12682,9727
12683,9697
12682,9728
12683,9695
12683,9692
12682,9724
12683,9693
12683,9690
12682,9722
12683,9691
12683,9704
12683,9705
12683,9702
12683,9703
12683,9700
12683,9701
12683,9698
12683,9699
12683,9712
12683,9713
12682,9741
12683,9711
12683,9706
12683,9720
12683,9721
12683,9718
12683,9719
12682,9750
12683,9716
12683,9717
12682,9745
12683,9714
12683,9728
12683,9729
12682,9760
12683,9726
12683,9727
12683,9724
12683,9725
12683,9722
12683,9723
12683,9737
12683,9735
12683,9732
12683,9733
12683,9730
12683,9731
12683,9744
12683,9745
12683,9740
12683,9741
12683,9738
12683,9752
12683,9753
12683,9750
12682,9781
12683,9751
12683,9749
12683,9746
12682,9778
12682,9791
12683,9758
12683,9756
12682,9786
12683,9755
12683,9768
12682,9800
12683,9766
12683,9764
12683,9765
12683,9762
12683,9763
12683,9774
12683,9775
12683,9772
12683,9773
12682,9804
12683,9771
12683,9784
12683,9785
12683,9782
12683,9780
12683,9781
12683,9778
12683,9779
12683,9788
12683,9789
12683,9786
12683,9787
12683,9798
12683,9799
12682,9839
12683,9804
12682,9836
12683,9802
12683,9816
12683,9817
12683,9812
12683,9813
12683,9810
12683,9811
12683,9825
12683,9823
12683,9820
12682,9852
12683,9818
12682,9849
12682,9850
12683,9832
12683,9833
12682,9864
12683,9830
12683,9828
12682,9859
12683,9829
12683,9826
12682,9857
12682,9858
12683,9827
12683,9841
12683,9838
12683,9836
12683,9848
12683,9849
12683,9846
12683,9847
12683,9844
12682,9888
12682,9886
12683,9852
12683,9853
12683,9850
12683,9851
12683,9864
12683,9863
12682,9891
12683,9858
12683,9859
12682,9903
12682,9904
12683,9871
12683,9869
12682,9912
12683,9878
12683,9879
12683,9876
12683,9877
12683,9874
12683,9875
12683,9888
12683,9889
12683,9886
12682,9918
12683,9884
12683,9885
12683,9882
12683,9883
12683,9895
12683,9892
12683,9891
12683,9904
12683,9905
12683,9900
12683,9901
12683,9898
12683,9899
12683,9912
12682,9941
12682,9942
12683,9908
12682,9939
12682,9940
12683,9906
12683,9919
12682,9947
12683,9917
12682,9945
12683,9914
12683,9928
12683,9929
12683,9926
12682,9958
12683,9927
12682,9953
12683,9922
12683,9936
12682,9967
12683,9934
12683,9932
12683,9933
12683,9930
12683,9931
12682,9975
12682,9976
12683,9945
12683,9942
12683,9943
12682,9974
12683,9941
12682,9972
12683,9939
12683,9952
12683,9953
12683,9950
12683,9951
12683,9948
12682,9980
12683,9947
12682,9992
