spouse_1,spouse_2
7586,7648
7586,7647
7586,7646
7586,7645
7586,7652
7586,7651
7586,7649
7586,7656
7586,7655
7586,7654
7586,7653
7586,7660
7586,7659
7586,7658
7586,7657
7586,7664
7586,7663
7586,7662
7586,7661
7586,7668
7586,7667
7586,7666
7586,7665
7586,7672
7586,7671
7586,7670
7586,7669
7586,7676
7586,7675
7586,7674
7586,7673
7586,7680
7586,7679
7586,7678
7586,7677
7586,7684
7586,7683
7586,7682
7586,7681
7586,7688
7586,7687
7586,7686
7586,7685
7586,7692
7586,7691
7586,7690
7586,7689
7586,7696
7586,7695
7586,7693
7586,7700
7586,7699
7586,7698
7586,7697
6021,7061
7586,7704
7586,7703
7586,7702
7586,7701
7586,7708
5351,3264
7586,7707
7586,7706
7586,7705
7586,7712
7586,7711
7586,7710
7586,7716
7586,7715
7586,7714
7586,7713
7590,7589
7586,7720
7586,7719
7586,7718
7586,7717
3321,670
7586,7724
7586,7723
7586,7722
7586,7721
7590,7604
7586,7728
7586,7727
7590,7602
7586,7726
7590,7601
7586,7725
7586,7732
7586,7731
7586,7730
7586,7729
7586,7736
7586,7735
7586,7734
7586,7733
7590,7615
7586,7739
7586,7738
7586,7737
7586,7744
7586,7743
7586,7742
7586,7741
7586,7748
7586,7747
8113,7794
7586,7746
7586,7745
7586,7752
7586,7751
7586,7750
7586,7749
7586,7756
7586,7755
7586,7754
7586,7753
7586,7760
7586,7759
7586,7758
7586,7757
7586,7764
7586,7763
3574,1061
7586,7762
7586,7761
7586,7768
7586,7767
7586,7766
7586,7765
7586,7772
7586,7770
7586,7769
7586,7776
7590,7650
7590,7649
7586,7773
7586,7780
7586,7779
7586,7778
7586,7777
7586,7784
7586,7783
7586,7782
7586,7781
7586,7788
7586,7787
7586,7786
7586,7785
7586,7792
7586,7791
7586,7790
7586,7796
7586,7795
7586,7794
7586,7793
7586,7800
7586,7799
7586,7798
7586,7797
7586,7804
1316,5563
7590,7679
7586,7803
7586,7802
7586,7801
7586,7808
7586,7807
7586,7806
7586,7805
7586,7812
7586,7811
7586,7810
7586,7809
7586,7816
7586,7815
7586,7814
7586,7813
7586,7820
7586,7819
7590,7694
7586,7818
7586,7817
7586,7824
7586,7823
7586,7822
7586,7821
7586,7828
7586,7827
7586,7826
7586,7825
7586,7832
8093,307
7586,7831
7586,7830
7586,7829
569,4175
7586,7836
7586,7835
7586,7834
7590,7709
7586,7833
3155,5932
7586,7840
7586,7839
7590,7715
7586,7838
7586,7837
512,5950
7586,7844
7586,7843
7586,7842
7586,7841
7586,7847
7590,7722
7586,7846
7586,7845
7586,7852
7586,7851
7586,7850
7586,7849
7590,7725
7586,7856
3511,3107
7586,7855
7586,7854
7586,7853
7586,7860
3321,809
7586,7859
7586,7858
7586,7857
7590,7740
7586,7864
6849,6135
7586,7863
4299,3265
7590,7738
7586,7862
7586,7861
7586,7867
7586,7866
7586,7865
7586,7872
7586,7871
7586,7870
7586,7869
7586,7876
7586,7875
8117,7798
7586,7874
7586,7873
7586,7880
7586,7879
7586,7878
7586,7877
7586,7884
4009,4081
7586,7883
7586,7882
7586,7881
7586,7888
7586,7887
7586,7885
7586,7892
7586,7891
7586,7890
7586,7889
7586,7896
7590,7771
7586,7895
7590,7770
7586,7894
7586,7893
7590,7776
7586,7900
7586,7899
7590,7774
7586,7898
7586,7897
259,5661
7586,7904
7586,7903
7586,7902
7586,7901
7586,7908
7586,7907
7586,7906
7586,7905
7586,7912
7586,7911
7586,7910
7586,7909
7586,7916
7586,7915
7586,7914
7590,7789
7586,7913
7586,7920
7586,7919
7586,7918
7586,7917
7586,7924
7586,7923
7586,7922
7586,7921
7586,7928
7586,7927
7586,7926
7586,7925
7586,7932
7586,7931
7586,7930
7586,7929
7586,7936
7586,7935
7586,7934
7994,3478
7586,7933
5813,5553
7586,7939
7586,7938
7586,7937
4231,5447
7586,7944
7586,7943
7586,7942
7586,7941
7586,7948
7590,7824
7586,7947
7586,7946
7586,7945
7586,7952
7586,7951
7586,7950
7586,7949
7590,7832
7586,7956
7586,7955
7586,7954
5286,5525
7586,7953
7586,7960
7586,7959
7586,7958
7586,7957
7586,7964
7586,7963
7586,7962
7586,7961
7586,7968
7586,7967
7590,7842
7586,7966
7586,7965
7590,7848
7586,7972
7590,7847
7586,7971
7586,7970
7586,7969
7586,7976
7586,7975
7586,7974
7586,7980
7586,7979
7586,7978
7586,7977
247,6113
7586,7984
7586,7983
7586,7982
7586,7981
7586,7988
7586,7987
7590,7862
7586,7986
7586,7985
7590,7868
7586,7992
7586,7991
7586,7990
7586,7989
7586,7996
7590,7871
7586,7995
7586,7994
7586,7993
7586,8000
7586,7999
7586,7998
7586,7997
7586,8003
7586,8002
7586,8001
6339,5698
7586,8008
7586,8007
7586,8006
7586,8005
7586,8012
7586,8011
7590,7886
7586,8010
7586,8009
7586,8016
7586,8015
7586,8014
7586,8013
7586,8020
7586,8019
7586,8018
7586,8017
7586,8024
7586,8023
7586,8022
7586,8021
7586,8027
7586,8026
7586,8025
7586,8032
7586,8031
7586,8030
7586,8029
7586,8036
7586,8035
7586,8034
7586,8033
7586,8040
7586,8039
7586,8038
7586,8037
7586,8044
7586,8043
7586,8042
7586,8041
7586,8048
7586,8047
7586,8046
7586,8045
7586,8052
7586,8051
7586,8050
7586,8049
7586,8056
7586,8055
7586,8054
7586,8053
7586,8060
7586,8059
7590,7934
7586,8058
7586,8057
7590,7940
7586,8064
7586,8063
7586,8062
7586,8061
7586,8068
7586,8067
7586,8066
7586,8065
7586,8072
7586,8071
7586,8070
3967,5573
7586,8069
7586,8076
7586,8075
7586,8074
7586,8073
7586,8080
7586,8079
5456,382
7586,8078
7586,8077
7586,8084
7586,8083
7586,8082
7586,8081
7586,8088
7586,8087
7586,8086
7586,8085
7586,8092
7586,8091
7586,8090
5961,1120
7586,8089
7586,8096
7586,8095
7586,8093
7586,8100
7586,8099
7586,8098
7590,7973
7586,8097
7586,8104
7586,8103
7586,8102
792,5725
7586,8101
7586,8108
7586,8107
7586,8106
7586,8105
7586,8112
1464,1283
7586,8111
7586,8110
7590,7985
7586,8109
7586,8116
7586,8115
7586,8114
7586,8120
7586,8119
7586,8118
7586,8117
5422,1474
7586,8124
7586,8123
7586,8122
7586,8121
7590,8004
7586,8128
7586,8127
7586,8126
7586,8125
7586,8132
7590,8007
7586,8131
7586,8130
7586,8129
7586,8136
7586,8135
7586,8134
7586,8133
7586,8140
7586,8139
7586,8138
7586,8137
7586,8144
7586,8143
7586,8142
7586,8141
7586,8148
7586,8147
994,7698
7586,8146
7586,8145
7590,8028
7586,8152
7586,8151
7586,8150
3599,677
7586,8149
7586,8156
7586,8155
7586,8154
7586,8153
7586,8160
7586,8159
7586,8158
7586,8157
7586,8164
7586,8163
7586,8162
7586,8161
7586,8168
7586,8167
7590,8042
7586,8166
7985,3989
7586,8165
7586,8172
7586,8171
7586,8170
7586,8169
7586,8176
7586,8175
7586,8174
7586,8173
7586,8179
7586,8178
7586,8177
7586,8184
7586,8183
7586,8182
7586,8181
7586,8188
7586,8187
7586,8186
7586,8185
7586,8192
7586,8191
7586,8190
7586,8189
7586,8196
7586,8195
7586,8194
7586,8193
7586,8200
7586,8198
7586,8197
7590,8073
7586,8203
7586,8202
7586,8201
7586,8208
7586,8207
7586,8206
7586,8212
7586,8211
7586,8210
7586,8209
7586,8216
7590,8091
7586,8215
7586,8214
7586,8213
7586,8220
7586,8219
7590,8094
7586,8218
7586,8217
7586,8224
7586,8223
7586,8222
7586,8221
7586,8228
7586,8227
7586,8226
7586,8225
7586,8232
7586,8231
8113,8278
7586,8230
7586,8229
7586,8236
7586,8235
7586,8234
7586,8233
7586,8240
7586,8239
7586,8238
7586,8237
7586,8244
7586,8243
7586,8242
7586,8241
7586,8248
7586,8247
7586,8246
7586,8245
7586,8252
7590,8127
7586,8251
7586,8250
7586,8249
7586,8256
7586,8255
7586,8254
7586,8253
7586,8260
7586,8259
7586,8258
7586,8257
7586,8264
7586,8263
7586,8262
7586,8261
7586,8268
7586,8267
7586,8266
7586,8265
7586,8272
7586,8271
7586,8270
7586,8269
7586,8276
7586,8275
7586,8274
7586,8273
7586,8280
7586,8279
7586,8277
7586,8283
7586,8282
7586,8281
7586,8288
7586,8287
7586,8286
7586,8285
7586,8292
7586,8291
7586,8290
7586,8289
7586,8296
7586,8295
7586,8294
7586,8293
7586,8300
7586,8299
7586,8298
7586,8297
7590,8180
7586,8304
7586,8303
7586,8302
5307,5222
7586,8301
7586,8308
7586,8307
7586,8306
7586,8305
7586,8312
1052,6063
7586,8311
7586,8310
7586,8309
7586,8316
7586,8315
7586,8313
7586,8320
7586,8319
7586,8318
7586,8317
6013,7929
7586,8324
7590,8199
7586,8323
7586,8322
7586,8321
7590,8204
7586,8328
7586,8327
7586,8326
4109,1427
7586,8325
5553,5813
7586,8332
7586,8331
7586,8330
7590,8205
7586,8329
7586,8336
7586,8335
7586,8334
7586,8333
7586,8340
7586,8339
7586,8338
7586,8337
7586,8344
7586,8343
7586,8342
7586,8341
7586,8348
7586,8347
7590,8223
7586,8346
7586,8345
8205,5540
7586,8352
7586,8351
7586,8350
7586,8349
7586,8356
7586,8355
7586,8354
7586,8353
7586,8360
7586,8359
7586,8358
7586,8357
7586,8364
7586,8363
7586,8362
7586,8361
7586,8368
7586,8367
7586,8366
7586,8365
7586,8372
7586,8371
7586,8370
7586,8369
7586,8376
7586,8375
7586,8374
7586,8373
7586,8380
7586,8379
7586,8378
7586,8377
7586,8384
7586,8383
7586,8382
7586,8381
7586,8388
7586,8387
7586,8386
7586,8385
7586,8392
7586,200
7586,8391
7586,8390
7586,8389
7586,204
7586,8396
7586,8395
7586,202
7586,8394
7586,8393
7586,8399
7586,206
7586,8398
7586,8397
7586,212
7586,8404
7586,8403
7586,210
7586,8402
7586,8401
7586,216
7590,8284
7586,8407
7586,214
7586,8406
7586,8405
7586,220
3318,1456
7586,223
434,750
7586,222
7586,227
7586,225
7586,229
7586,235
472,7776
7586,233
7586,239
7586,243
7586,241
5991,535
7586,247
7590,8315
7590,8314
7586,245
7586,249
7586,255
7586,259
5439,1281
7586,257
7586,263
7929,6013
7586,261
7586,268
7586,266
7862,8094
7586,270
7586,276
7586,278
7586,284
7586,282
7586,288
7586,292
7586,290
4030,4031
7586,299
7586,303
7586,301
7586,308
7586,307
608,3632
7586,305
7586,312
7586,310
7586,314
7586,320
4031,4030
7586,321
7586,328
7586,327
7586,325
3355,416
7590,8400
7590,210
7586,333
7586,340
5460,709
7586,344
7586,343
7586,342
7586,348
7586,352
7586,350
7590,225
7586,354
7586,360
7586,358
7586,364
7586,363
7590,237
7586,365
7586,371
7586,369
7590,245
7586,374
7586,373
7586,380
7586,378
7590,253
1391,4009
7586,384
7586,382
7586,388
7586,386
7590,268
7586,390
7586,396
7586,394
7586,400
7586,398
7586,404
7586,403
535,5991
7586,402
7586,407
7586,406
7586,412
7590,292
7586,414
7586,420
292,5348
7586,418
885,3351
7586,423
7586,422
5713,1140
7586,428
7586,425
7586,436
7586,434
682,1467
7586,440
7586,444
7590,320
7590,318
7586,442
7586,446
5725,792
7586,452
7586,450
7586,449
7586,456
4026,4318
3975,5899
7586,454
7586,460
7586,458
7586,463
7586,462
7586,466
7586,465
7586,472
3612,783
7586,470
7586,469
7586,476
7586,475
3602,1097
3521,3611
7586,473
7586,479
7590,354
7586,478
7586,481
7586,488
1403,3742
7586,487
7586,485
7586,492
7590,367
7586,490
7590,365
791,6337
7586,495
7586,494
7590,369
7586,500
1500,750
7586,503
7586,502
6885,5849
955,1265
7586,508
7586,507
7586,505
7586,512
7586,511
559,5356
7586,509
7586,516
7586,515
6107,5405
7586,514
3864,1209
7586,520
7586,519
7586,518
7586,523
7586,521
7586,527
7586,526
7586,532
7586,530
7586,529
7586,535
7586,533
7590,416
7586,539
7586,537
7586,542
7586,541
7586,548
7590,423
7586,545
7586,551
7590,432
7586,560
7586,559
7586,564
7590,438
7586,567
7586,566
7586,565
7586,572
7586,571
7586,570
7586,569
7586,576
7586,575
7590,450
7586,574
7586,579
7586,578
7586,577
7586,584
7586,583
7586,581
7586,587
7586,586
7586,585
7586,592
7590,466
7586,589
7586,596
7586,594
7586,593
7586,600
7586,598
7586,601
7590,484
7586,607
7586,605
7586,612
7586,611
7586,610
7586,609
7590,485
7586,614
3459,5672
7586,619
7586,618
7586,617
7586,623
7590,497
7586,628
7586,626
3117,8094
7586,632
7586,631
7586,629
7586,635
7586,634
7590,510
7586,633
3612,952
7586,639
7590,520
7586,642
7586,641
7586,647
7586,646
5914,3326
3797,3421
7590,527
7586,650
7586,649
7586,655
7586,660
7586,659
7586,658
7586,657
7586,664
7586,663
7586,662
7586,668
7586,665
7586,670
3351,885
7586,669
7586,676
7590,549
7586,673
7586,680
7586,679
7586,677
7590,560
7586,684
7586,683
6107,5573
7586,682
7586,687
7586,686
8269,4089
7586,692
7586,691
7586,689
7586,696
982,617
7586,694
7586,699
7586,704
1497,1044
7586,702
7590,578
7586,701
7586,708
7586,706
7586,705
7586,712
7586,710
7586,709
7586,716
7590,592
7586,715
7586,714
7586,713
7586,718
7586,724
292,5651
7586,726
7590,608
7586,732
7586,730
7586,729
7590,612
7586,733
7586,739
7586,738
7590,613
7586,737
7590,620
7586,743
7586,742
7586,747
7586,746
7586,745
7586,750
7586,749
7586,756
7586,753
7586,760
7586,757
7586,764
7586,762
696,1363
7586,767
7586,766
7586,771
7586,770
7586,769
7586,776
5716,1402
7586,774
7586,773
7590,649
7586,780
7586,778
7586,777
7586,783
7586,781
3989,5797
7586,787
5731,947
7586,792
7586,791
7586,790
7586,789
7586,796
7586,799
7590,674
7586,808
7586,807
7590,682
7586,812
7586,809
7590,691
7586,814
7586,820
3393,7923
7586,824
7586,823
7586,822
995,344
7586,821
7586,828
7590,703
7586,826
7586,825
7586,832
7586,830
7586,829
5899,3975
7586,835
7590,710
6168,3831
7586,840
7586,839
7586,838
7586,844
7586,842
7586,848
7590,727
7586,849
7586,856
7775,3189
7586,854
714,895
3629,642
7586,860
7586,858
7590,733
7586,857
7586,863
7590,738
7586,862
7586,868
7586,866
7586,865
7586,872
7586,871
7586,870
7586,876
7590,752
7586,875
7590,751
7590,750
7590,749
7586,873
3373,406
7586,880
7586,878
8027,3597
7586,883
7586,881
7586,888
7590,762
7586,885
7586,892
7590,768
7586,891
7586,889
7586,896
7586,895
7586,893
7586,900
3955,6963
7586,899
7586,898
7586,897
7586,904
7586,903
7586,902
7586,908
7586,907
7586,906
7586,912
7590,785
7586,916
3632,608
7586,915
7590,791
7586,914
7586,913
5918,3475
7586,918
7586,923
7586,922
7586,928
7586,927
7586,926
7586,931
7586,929
3892,762
7590,809
7586,938
7586,937
7586,944
7586,943
7590,817
7586,948
7586,947
7586,946
7590,821
7586,952
7586,950
7586,956
7590,831
7586,955
7586,953
7586,960
7586,959
7586,957
7586,964
7586,961
3542,3450
5570,6117
7586,965
7586,971
7586,969
7586,976
7586,975
7586,974
7586,980
7586,979
5243,8077
5724,1358
7586,978
7586,977
7586,984
7586,982
7590,864
7586,987
7586,986
7586,992
6117,5570
7586,991
7586,990
7586,996
7586,995
7590,870
7586,994
7586,993
7586,998
7586,997
7586,1004
7586,1003
7586,1001
5834,6167
7586,1007
7586,1005
7586,1010
7586,1009
7586,1016
7586,1015
7586,1014
7586,1013
3788,4067
7586,1018
7586,1017
7586,1024
7586,1022
4318,4026
7586,1028
7590,904
7586,1027
6963,3955
7586,1025
7586,1032
7775,3363
7586,1029
1257,623
7586,1036
7586,1035
5775,8025
7586,1034
7590,910
5932,3155
7586,1039
7586,1038
7586,1044
7590,920
7586,1043
7586,1042
8028,3724
7586,1041
7586,1048
7586,1047
5573,6107
7586,1046
7586,1045
7586,1052
7586,1051
7586,1050
3393,8155
7586,1049
7586,1056
7586,1054
7923,6991
7586,1053
7586,1060
7586,1059
7586,1058
7586,1057
7586,1062
7586,1061
7586,1067
7586,1066
7586,1065
7586,1072
7586,1071
7590,947
7586,1069
1358,5724
7586,1075
7586,1080
7586,1079
7586,1078
7586,1077
7586,1084
3787,4163
7586,1083
7586,1082
7586,1081
7586,1088
7586,1087
7590,962
7586,1086
7586,1085
5581,5897
7586,1092
6252,1485
7590,966
7586,1090
7586,1089
7586,1096
7586,1095
7586,1100
7586,1099
739,363
7586,1098
7586,1097
7590,979
7586,1103
7586,1102
7586,1108
8190,6960
8293,3766
7586,1106
4001,5747
7590,981
8107,1338
7586,1111
7586,1110
7586,1116
7586,1115
7586,1120
5642,4039
7586,1119
7586,1118
7586,1124
7590,998
7586,1128
7586,1127
7586,1126
7586,1125
7586,1132
7586,1131
7586,1129
7586,1136
7586,1133
7586,1140
7586,1139
7590,1015
7586,1138
7586,1137
7586,1143
7586,1142
4260,5943
7590,1017
7586,1148
7586,1145
7590,1021
7586,1152
7586,1150
7590,1030
7586,1154
6113,5857
7586,1160
7590,1036
7586,1158
7586,1157
7586,1164
7586,1162
7586,1167
7586,1172
7586,1171
7590,1047
7586,1170
7590,1052
7586,1175
7586,1174
7586,1173
7586,1179
7590,1053
7586,1184
7590,1057
7586,1181
7586,1188
7586,1186
7586,1185
7590,1068
7586,1192
7586,1191
7586,1190
7586,1189
7586,1195
7586,1194
7586,1193
4067,3788
7586,1200
7586,1199
7586,1198
7590,1074
7586,1197
7586,1204
7586,1203
3370,825
7586,1202
7586,1207
7586,1206
7586,1205
7586,1211
7586,1210
7586,1209
7586,1215
7586,1213
7586,1219
7586,1218
7586,1224
7590,1098
7586,1222
7586,1228
7590,1103
7586,1227
7586,1226
7586,1232
7586,1230
7586,1229
7586,1235
7586,1233
7586,1240
7586,1239
310,5611
7586,1243
7590,1118
7586,1242
7586,1248
7586,1247
7586,1246
7590,1122
6311,8003
7586,1252
7590,1127
7586,1251
7586,1250
7586,1249
7586,1256
7586,1255
7586,1254
7590,1129
7586,1253
7586,1260
7590,1135
7586,1258
7590,1133
7586,1257
7586,1264
7586,1263
7586,1261
7586,1268
7586,1267
7586,1266
7586,1265
7586,1272
7586,1271
7586,1270
7586,1269
7586,1276
7586,1274
7586,1273
7586,1279
7586,1278
7586,1284
7586,1283
7586,1281
7590,1164
7586,1288
620,4240
7586,1286
7586,1285
7586,1292
7586,1291
7586,1290
7586,1289
7586,1296
7586,1295
8164,7951
7586,1300
7586,1299
3095,1256
7586,1304
7586,1303
7586,1301
7586,1307
3976,6719
7586,1306
7586,1305
7586,1310
7586,1316
7586,1315
7586,1320
7586,1319
7586,1318
7586,1322
4175,569
7586,1328
7586,1327
7586,1326
4057,4231
7586,1332
7586,1331
7586,1330
7586,1329
7586,1336
7586,1335
7586,1334
7586,1333
7586,1339
7586,1338
7590,1214
7586,1337
7586,1343
7586,1342
7586,1341
7586,1345
7586,1351
7590,1226
7586,1349
7586,1356
7586,1355
7586,1353
7586,1360
642,3629
7586,1359
3475,5918
7590,1234
7586,1358
7586,1357
7586,1363
7586,1362
7590,1238
7586,1368
7586,1367
7586,1366
7586,1365
7586,1372
7586,1370
7590,1245
7586,1376
7586,1373
7586,1380
7586,1378
7586,1377
7586,1384
7586,1383
7586,1382
7586,1388
7586,1387
7586,1386
7586,1385
1089,6187
7586,1392
7586,1391
7586,1390
7586,1396
998,821
7586,1395
7586,1393
7586,1399
7586,1397
7586,1404
7586,1403
7586,1407
7590,1282
7586,1406
7590,1281
7586,1405
7586,1412
7586,1411
7586,1410
7586,1409
7586,1415
7586,1414
7586,1413
7586,1420
7586,1419
7586,1418
3265,4299
7586,1423
7586,1422
7586,1428
7586,1427
7586,1426
7586,1431
7586,1430
7586,1429
7586,1436
7586,1435
7586,1434
7590,1316
7586,1439
7586,1438
