gender_1,gender_2
202,13661
5223,13660
4166,13660
8394,13660
3109,13661
995,13661
6016,13661
3902,13660
7073,13660
8130,13660
7866,13660
731,13660
5752,13661
3638,13660
6809,13660
3374,13660
5488,13660
7602,13661
12359,13660
1260,13660
4167,13660
3110,13660
8395,13660
6281,13660
5224,13660
7074,13660
996,13660
12095,13660
3903,13660
8131,13660
6017,13660
4960,13660
6810,13660
7867,13660
732,13660
5753,13660
3639,13660
7603,13660
468,13661
5489,13660
3375,13660
6282,13660
1261,13661
204,13661
8396,13660
3111,13660
4168,13660
6018,13660
997,13660
12096,13660
7075,13660
3904,13661
8132,13660
733,13660
5754,13660
6811,13660
7868,13660
3640,13660
469,13661
5490,13660
7604,13660
3376,13660
1262,13660
6283,13660
5226,13660
8397,13660
3112,13660
4169,13660
998,13661
8133,13660
3905,13660
734,13660
5755,13660
6812,13660
7869,13660
3641,13660
470,13660
5491,13661
4434,13660
7605,13660
8398,13660
3377,13660
1263,13660
206,13661
4170,13660
6284,13661
8134,13660
12362,13660
3113,13660
999,13661
4963,13660
6020,13660
8927,13660
7077,13660
2849,13660
735,13660
3906,13661
3642,13660
7870,13661
6813,13660
7606,13660
5492,13661
3378,13660
8399,13660
1264,13660
4171,13660
5228,13661
8135,13660
3114,13660
6285,13660
12363,13660
7078,13660
3907,13660
6021,13661
6814,13660
7871,13660
3643,13661
5757,13660
7607,13660
472,13661
8400,13660
3379,13660
5493,13661
6286,13660
208,13660
1265,13661
8136,13660
3115,13660
7079,13661
1001,13661
12364,13660
3908,13661
6022,13661
737,13660
12100,13660
6815,13660
7872,13660
3644,13660
473,13660
7608,13660
8401,13660
3380,13660
5494,13661
1266,13660
5230,13660
6287,13660
8137,13660
13158,13660
4173,13660
1002,13660
3116,13661
6023,13660
12365,13660
7080,13660
738,13660
3909,13661
5759,13660
4702,13660
6816,13660
7873,13660
3645,13660
7609,13660
8666,13660
3381,13660
1267,13660
210,13661
5231,13660
4174,13660
6288,13660
8402,13660
3117,13660
1003,13660
12102,13660
6024,13660
8138,13660
7874,13660
3910,13661
739,13660
6817,13660
7610,13660
3646,13661
475,13660
3382,13661
1268,13660
4175,13660
8403,13660
6289,13661
5232,13660
7082,13660
1004,13660
3118,13661
12103,13660
3911,13660
8139,13661
6025,13660
7875,13660
740,13660
3647,13661
5761,13660
6818,13661
7611,13661
476,13660
8668,13661
3383,13661
5497,13661
6290,13660
1269,13660
212,13661
12368,13660
8404,13660
3119,13660
5233,13661
4176,13660
1005,13660
6026,13660
7083,13660
3912,13661
8140,13660
741,13660
6819,13660
7876,13660
3648,13660
5762,13661
477,13660
5498,13660
7612,13660
3384,13660
1270,13661
6291,13660
8405,13660
3120,13660
4177,13660
1006,13661
12105,13660
7084,13660
8141,13660
3913,13660
742,13660
5763,13660
6820,13660
7877,13660
3649,13661
478,13660
8406,13660
7613,13660
3385,13660
1271,13660
214,13660
4178,13660
5235,13661
6292,13660
8142,13660
3121,13660
12370,13660
1007,13660
3914,13660
6028,13660
7878,13660
743,13660
6821,13660
7614,13660
3650,13661
479,13661
3386,13660
8407,13660
5500,13660
1272,13660
5236,13661
4179,13660
8143,13660
6293,13660
12371,13660
7086,13660
3915,13660
6822,13660
7879,13660
744,13660
12107,13660
8672,13660
5765,13660
3651,13661
7615,13660
8408,13660
3387,13661
4444,13660
6294,13660
1273,13661
216,13661
8144,13661
4180,13660
5237,13661
1009,13661
12372,13660
3916,13661
745,13661
6823,13660
7880,13660
3652,13660
481,13661
7616,13660
8409,13660
3388,13660
5502,13661
1274,13660
5238,13660
6295,13660
3124,13660
8145,13661
4181,13660
1010,13661
7088,13660
12373,13660
3917,13660
746,13660
5767,13660
6824,13660
7881,13660
3653,13660
7617,13660
1275,13660
218,13660
5239,13660
4182,13660
6296,13660
1011,13660
3918,13660
6032,13660
7089,13660
8146,13660
7882,13660
747,13661
3654,13660
5768,13660
6825,13660
12639,13660
7618,13660
483,13660
3390,13660
12375,13660
1276,13660
4183,13660
5240,13661
3126,13660
8411,13660
6297,13660
7090,13660
12111,13660
3919,13661
8147,13660
6033,13660
6826,13660
7883,13660
3655,13660
7619,13660
484,13661
12640,13660
3391,13660
5505,13661
4448,13660
1277,13660
6298,13660
220,13660
12376,13660
8412,13660
3127,13661
5241,13660
4184,13660
6034,13660
7091,13660
1013,13661
3920,13661
8148,13660
749,13660
6827,13660
5770,13660
7884,13660
485,13661
7620,13660
3392,13660
1278,13660
6299,13661
5242,13660
12377,13660
3128,13660
8413,13660
4185,13660
1014,13660
7092,13660
8149,13660
3921,13660
750,13661
5771,13661
6828,13660
7885,13660
3657,13660
5507,13660
7621,13661
8414,13660
3393,13660
1279,13661
222,13661
4186,13660
5243,13661
6300,13660
8150,13660
12378,13660
3129,13660
1015,13660
6036,13661
7093,13660
7886,13660
751,13660
12114,13660
3922,13661
3658,13660
6829,13660
5772,13660
7622,13660
487,13660
5508,13661
8415,13660
3394,13660
1280,13660
223,13660
4187,13660
3130,13660
8151,13660
6301,13661
5244,13660
7094,13660
1016,13660
8944,13660
3923,13661
6037,13660
6830,13660
752,13660
7887,13660
5773,13660
7623,13661
488,13660
8416,13660
5509,13660
3395,13660
1281,13661
8152,13660
4188,13660
6038,13660
1017,13661
3924,13660
753,13660
12116,13660
6831,13660
7888,13660
3660,13660
7624,13660
3396,13660
5510,13661
1282,13661
225,13661
5246,13660
6303,13660
3132,13660
8153,13661
4189,13660
1018,13660
6039,13661
12381,13660
3925,13661
12117,13661
5775,13661
6832,13660
8946,13660
7889,13660
3661,13660
490,13660
5511,13660
11853,13660
7625,13660
3397,13661
12382,13660
1283,13661
4190,13660
6304,13660
8418,13660
8154,13661
3133,13660
12118,13660
1019,13661
3926,13660
6040,13660
7890,13660
755,13660
3662,13660
6833,13660
7626,13660
12647,13660
3398,13660
12383,13660
1284,13660
227,13660
4191,13661
3134,13660
8419,13661
5248,13660
6305,13660
3927,13661
8155,13661
6041,13660
6834,13660
756,13660
7891,13660
11855,13660
3663,13660
7627,13660
492,13660
3399,13661
6306,13660
1285,13660
5249,13660
3135,13661
12120,13660
6042,13660
1021,13661
8156,13660
3928,13660
757,13660
5778,13660
7892,13661
6835,13660
3664,13660
5514,13660
493,13661
7628,13660
3400,13660
1286,13660
229,13660
6307,13660
4193,13661
3136,13661
1022,13660
6043,13661
8157,13660
3929,13661
6836,13660
7893,13660
3665,13660
494,13661
7629,13660
8422,13660
3401,13660
1287,13661
6308,13661
8158,13660
3137,13660
4194,13661
1023,13660
12122,13661
3930,13660
7894,13660
759,13661
3666,13660
6837,13661
5780,13660
7630,13660
495,13661
3402,13660
5516,13660
12651,13660
1288,13660
231,13660
4195,13660
8159,13660
3138,13660
6309,13660
12387,13660
1024,13660
3931,13660
6045,13660
6838,13660
760,13660
7895,13660
12123,13660
5781,13660
3667,13660
7631,13660
5517,13660
3403,13661
8424,13661
1289,13660
6310,13660
8160,13660
5253,13660
3139,13660
4196,13660
1025,13660
6046,13660
12388,13660
8953,13660
3932,13660
12124,13660
6839,13660
7896,13660
3668,13660
8689,13660
5782,13661
497,13661
7632,13660
3404,13660
1290,13660
233,13660
6311,13661
3140,13660
8161,13660
4197,13660
1026,13660
6047,13660
4990,13660
12389,13660
3933,13660
5783,13660
762,13661
12125,13660
6840,13660
7897,13660
3669,13660
5519,13660
11861,13660
7633,13660
3405,13660
1291,13660
5255,13660
4198,13660
6312,13660
8426,13660
1027,13660
12126,13660
6048,13660
8162,13660
7898,13660
11862,13660
3670,13660
6841,13660
5784,13660
499,13660
5520,13661
7634,13661
3406,13661
1292,13661
235,13661
4199,13660
3142,13660
5256,13660
6313,13660
1028,13660
12127,13660
3935,13660
8163,13660
6049,13660
6842,13660
764,13660
7899,13660
3671,13660
500,13660
7635,13660
5521,13660
3407,13660
6314,13660
1293,13660
12392,13660
8428,13660
5257,13660
4200,13660
3143,13660
12128,13660
1029,13660
8164,13660
3936,13660
5786,13660
7900,13660
3672,13660
7636,13660
3408,13660
5522,13661
1294,13660
237,13660
5258,13660
6315,13660
12393,13660
3144,13660
4201,13660
1030,13661
8165,13660
3937,13660
766,13660
5787,13660
7901,13660
3673,13660
502,13661
8430,13660
7637,13660
3409,13661
1295,13660
5259,13661
4202,13660
8166,13660
3145,13660
3938,13660
7902,13660
12130,13660
767,13661
8695,13660
3674,13660
6845,13660
7638,13660
503,13661
8431,13660
1296,13660
239,13660
4203,13660
8167,13660
6317,13660
5260,13660
12395,13660
3146,13661
1032,13660
3939,13660
6053,13660
6846,13660
7903,13660
768,13661
8696,13660
5789,13661
3675,13660
7639,13660
5525,13661
3411,13660
6318,13660
1297,13661
4204,13661
8168,13660
3147,13660
6054,13660
3940,13660
12132,13660
769,13661
6847,13660
7904,13660
3676,13660
5790,13661
505,13660
7640,13660
8433,13660
3412,13660
1298,13660
6319,13661
241,13660
5262,13660
8169,13660
4205,13660
1034,13660
3148,13661
6055,13660
3941,13660
770,13660
5791,13661
12133,13660
6848,13660
7905,13661
3677,13660
11869,13661
7641,13660
12398,13660
1299,13660
5263,13660
4206,13660
6320,13660
8434,13660
3149,13660
1035,13661
3942,13660
8170,13660
7906,13660
771,13661
6849,13660
507,13660
3414,13660
7642,13661
5528,13660
12399,13660
1300,13661
243,13660
4207,13660
3150,13660
8435,13660
5264,13660
6321,13660
1036,13661
12135,13660
3943,13660
8171,13660
6057,13660
6850,13660
7907,13660
11871,13661
5793,13660
3679,13660
508,13660
7643,13660
3415,13660
1301,13660
6322,13660
12400,13660
8436,13660
5265,13660
4208,13660
3151,13660
1037,13660
8172,13660
6058,13661
3944,13660
6851,13660
773,13661
5794,13660
7908,13660
3680,13660
509,13660
7644,13660
3416,13660
13722,13660
1302,13661
6323,13661
245,13661
12401,13660
8437,13661
3152,13661
1038,13661
8173,13660
774,13660
3945,13661
4738,13660
7909,13661
6852,13660
8702,13660
3681,13660
510,13660
5531,13661
8438,13660
7645,13660
13723,13660
3417,13660
1303,13661
5267,13660
4210,13660
6324,13660
8174,13660
12402,13660
3153,13660
1039,13660
6060,13661
3946,13660
7910,13660
775,13661
3682,13660
5796,13660
6853,13660
1568,13660
11874,13660
511,13661
8439,13660
3418,13660
7646,13661
1304,13660
247,13660
4211,13660
5268,13661
8175,13660
3154,13660
6325,13660
12403,13660
1040,13660
6061,13660
6854,13660
7911,13660
776,13660
12139,13660
5797,13661
3683,13660
512,13660
7647,13660
8440,13660
3419,13661
1305,13661
13725,13660
12668,13660
8176,13660
5269,13660
3155,13661
4212,13660
6326,13661
1041,13660
6062,13660
12404,13660
3948,13660
5798,13660
777,13661
6855,13660
7912,13660
3684,13660
8705,13660
13726,13660
7648,13660
3420,13660
5534,13661
1306,13660
249,13660
6327,13660
12669,13660
8177,13660
4213,13660
5270,13661
3156,13661
1042,13661
6063,13660
12405,13660
3949,13660
778,13660
5799,13661
6856,13660
7913,13660
13727,13660
3685,13660
514,13660
5535,13661
7649,13660
8442,13661
12406,13660
3421,13660
1307,13660
4214,13660
6328,13660
3157,13660
1043,13660
3950,13660
6064,13660
8178,13660
7914,13660
12142,13661
3686,13660
5800,13660
12671,13660
515,13661
4479,13660
11878,13661
3422,13660
7650,13661
1308,13661
251,13661
4215,13660
8443,13660
3158,13660
6329,13660
5272,13660
1044,13660
8179,13660
7915,13661
780,13660
6858,13661
3687,13660
7651,13660
516,13660
13729,13660
12672,13660
5537,13660
3423,13660
6330,13660
1309,13661
12408,13660
8444,13660
4216,13660
3159,13660
1045,13660
12144,13660
8180,13660
3952,13660
781,13660
11880,13660
6859,13660
5802,13660
7916,13660
3688,13660
517,13661
7652,13660
12673,13660
3424,13660
8709,13660
4481,13660
253,13660
1310,13661
6331,13660
12409,13660
3160,13660
1046,13660
6067,13660
12145,13660
8181,13660
7917,13660
3689,13661
518,13661
5539,13660
7653,13661
8446,13660
3425,13660
12674,13660
1311,13660
4218,13660
6332,13660
8182,13660
12410,13660
3161,13660
1047,13661
3954,13660
6068,13660
7918,13660
783,13660
3690,13660
6861,13661
7654,13660
519,13660
5540,13661
8447,13660
3426,13660
12675,13660
255,13660
1312,13661
4219,13660
8183,13660
3162,13660
6333,13660
12411,13660
1048,13660
3955,13661
8976,13660
6069,13660
7919,13660
5805,13660
3691,13660
520,13660
7655,13660
8448,13660
5541,13660
3427,13660
6334,13660
1313,13660
8184,13661
3163,13661
4220,13660
5277,13661
6070,13660
1049,13660
8977,13660
3956,13660
785,13660
6863,13660
5806,13660
7920,13660
3692,13660
8713,13660
11884,13660
521,13660
7656,13660
3428,13660
8449,13660
5278,13660
257,13661
6335,13660
12677,13660
8185,13660
3164,13660
1050,13661
6071,13660
12413,13660
3957,13660
5807,13660
6864,13661
7921,13660
3693,13661
12678,13660
5543,13660
7657,13660
3429,13660
12414,13660
1315,13661
5279,13660
4222,13660
6336,13660
8450,13660
8186,13661
3165,13660
1051,13660
3958,13660
6072,13660
7922,13660
787,13660
5808,13661
3694,13660
6865,13660
7658,13660
12679,13660
523,13661
3430,13660
12415,13660
1316,13660
259,13660
6337,13661
3166,13660
1052,13661
3959,13660
8187,13660
5016,13660
6866,13660
7923,13661
11887,13660
3695,13660
12680,13661
7659,13660
3431,13660
4224,13661
8452,13661
3167,13660
6074,13660
1053,13660
3960,13661
8188,13661
6867,13660
789,13661
7924,13660
3696,13660
7660,13660
3432,13660
1318,13660
6339,13661
261,13661
5282,13660
12417,13660
8453,13661
4225,13660
3168,13661
1054,13660
6075,13660
8189,13660
3961,13661
790,13661
6868,13660
7925,13661
526,13660
5547,13661
8454,13660
7661,13660
3433,13660
1319,13660
5283,13661
4226,13660
3169,13660
12418,13660
1055,13660
6076,13660
7926,13660
8190,13661
791,13660
3962,13661
6869,13660
5812,13660
7662,13660
527,13661
3434,13660
8455,13660
1320,13660
263,13660
5284,13661
4227,13660
6341,13661
8191,13660
3170,13660
12419,13660
1056,13660
3963,13660
6077,13660
6870,13660
7927,13661
792,13660
3699,13660
5813,13661
528,13660
7663,13660
8456,13660
5549,13660
1321,13660
264,13660
5285,13660
8192,13661
3171,13661
4228,13660
6342,13661
1057,13661
3964,13660
6078,13661
793,13660
6871,13660
5814,13660
7928,13660
3700,13661
11892,13660
529,13660
7664,13660
3436,13660
5550,13661
1322,13661
6343,13661
5286,13660
3172,13660
8193,13660
4229,13660
1058,13660
6079,13661
12421,13660
3965,13661
5815,13660
6872,13660
7929,13660
3701,13660
530,13660
7665,13660
12422,13660
3437,13660
1323,13660
266,13660
5287,13660
4230,13660
6344,13660
8458,13660
3173,13660
1059,13660
3966,13660
6080,13660
8194,13660
7930,13660
795,13660
3702,13660
6873,13660
7666,13660
5552,13661
3438,13660
12423,13660
1324,13660
4231,13660
3174,13660
8459,13660
6345,13660
1060,13660
3967,13661
8195,13660
6874,13660
7931,13660
796,13661
11895,13661
5817,13660
3703,13660
7667,13660
532,13661
5553,13660
3439,13660
268,13660
12424,13660
8460,13660
5289,13660
3175,13661
6346,13661
4232,13660
1061,13660
8196,13660
3968,13660
797,13660
6875,13660
7932,13660
3704,13660
533,13660
7668,13661
8725,13660
3440,13660
5554,13661
1326,13660
6347,13660
5290,13660
12425,13660
8461,13660
3176,13660
1062,13660
4233,13661
6083,13660
8990,13660
8197,13660
3969,13660
5819,13660
11897,13660
6876,13660
7933,13660
3705,13660
5555,13660
7669,13660
8462,13660
3441,13660
1327,13660
270,13661
5291,13660
4234,13660
6348,13660
8198,13660
3177,13660
12426,13660
3970,13660
6084,13660
8991,13660
7934,13660
799,13661
3706,13660
7670,13660
535,13660
11898,13660
5556,13661
8463,13660
1328,13660
4235,13660
6349,13661
8199,13660
3178,13660
5292,13660
12427,13660
1064,13660
3971,13660
8992,13660
6085,13660
6878,13660
7935,13660
14806,13660
3707,13660
7671,13661
11899,13660
8464,13660
5557,13660
3443,13660
1329,13660
272,13661
8200,13660
5293,13660
6350,13661
3179,13660
4236,13660
6086,13660
1065,13661
8993,13660
3972,13660
6879,13661
801,13660
5822,13660
7936,13660
3708,13660
14807,13660
537,13660
11900,13660
5558,13660
7672,13660
3444,13660
8465,13660
1330,13660
6351,13660
3180,13660
8201,13660
4237,13660
1066,13660
6087,13660
14015,13661
3973,13660
5823,13660
6880,13660
7937,13660
3709,13660
5559,13660
7673,13660
3445,13660
1331,13660
274,13661
4238,13660
6352,13660
8466,13660
3181,13661
1067,13661
6088,13660
8202,13660
7938,13660
3974,13661
803,13660
5824,13661
3710,13660
6881,13660
7674,13660
539,13660
11902,13661
12431,13660
1332,13661
4239,13661
3182,13660
8467,13660
5296,13660
6353,13660
1068,13661
3975,13661
8203,13660
6089,13660
6882,13660
7939,13660
14017,13660
11903,13660
5825,13660
3711,13660
6618,13660
7675,13660
540,13661
1333,13660
276,13660
12432,13660
4240,13661
8468,13660
5297,13660
3183,13660
1069,13660
8204,13660
6090,13661
3976,13660
11904,13660
805,13660
6883,13660
5826,13660
7940,13660
3712,13660
14018,13660
541,13660
7676,13660
3448,13661
1334,13660
6355,13660
12433,13660
3184,13660
8469,13660
1070,13661
6091,13661
8205,13660
3977,13660
5827,13660
6884,13660
7941,13660
3713,13660
542,13661
5563,13661
7677,13660
8470,13660
3449,13660
1335,13660
278,13660
4242,13660
5299,13661
6356,13660
3185,13661
12434,13660
1071,13660
3978,13660
6092,13660
8206,13661
7942,13660
807,13661
5828,13661
6885,13660
7678,13660
3714,13661
11906,13660
8471,13660
3450,13660
1336,13661
5300,13661
4243,13661
8207,13660
12435,13660
3186,13661
1072,13660
3979,13660
9000,13660
6886,13660
7943,13660
808,13661
5829,13660
3715,13660
7679,13661
3451,13660
1337,13660
6358,13660
280,13661
8208,13660
4244,13660
3187,13660
12436,13660
9001,13661
3980,13660
809,13660
6887,13660
5830,13660
7944,13660
3716,13660
11908,13660
545,13660
7680,13660
3452,13660
1338,13661
6359,13660
3188,13660
8209,13660
4245,13660
1074,13660
6095,13661
3981,13660
810,13661
5831,13660
6888,13660
7945,13660
9002,13660
3717,13660
546,13660
5567,13661
7681,13660
3453,13660
1339,13660
282,13660
4246,13660
6360,13660
8474,13660
3189,13660
1075,13661
8210,13660
7946,13660
11910,13660
811,13660
3982,13661
3718,13660
6889,13660
7682,13660
3454,13660
5568,13660
12439,13660
283,13661
13496,13660
4247,13660
6361,13661
3190,13660
5304,13660
6097,13661
8211,13660
6890,13660
812,13660
7947,13660
11911,13660
9004,13660
3719,13661
5833,13661
7683,13661
548,13660
5569,13660
3455,13660
284,13660
1341,13661
13497,13660
3191,13661
4248,13660
6098,13660
1077,13660
8212,13660
3984,13660
813,13660
11912,13660
6891,13660
7948,13660
3720,13660
5834,13661
549,13661
7684,13660
5570,13661
4513,13660
1342,13660
3456,13661
6363,13660
12441,13660
5306,13661
4249,13661
1078,13660
6099,13660
9006,13660
8213,13660
814,13660
6892,13660
7949,13660
3721,13660
550,13660
7685,13660
3457,13660
286,13660
1343,13661
5307,13660
4250,13660
6364,13660
8214,13660
3193,13660
1079,13660
3986,13660
6100,13660
7950,13660
815,13661
3722,13660
6893,13660
5836,13660
7686,13660
551,13661
5572,13661
3458,13660
4251,13661
8215,13660
6365,13660
5308,13660
12443,13660
1080,13660
3194,13661
3987,13661
9008,13661
6101,13661
7951,13661
816,13660
8744,13660
3723,13661
5837,13660
6894,13661
6630,13660
7687,13660
11915,13660
12972,13660
5573,13660
3459,13660
1345,13660
6366,13660
288,13660
8216,13661
3195,13660
1081,13660
12444,13660
9009,13660
3988,13660
6102,13661
817,13661
6895,13660
7952,13660
3724,13661
553,13660
11916,13660
5574,13660
7688,13660
3460,13660
1346,13660
5310,13660
3196,13660
8217,13660
1082,13661
6103,13660
3989,13660
6896,13660
7953,13660
3725,13660
5575,13660
11917,13660
7689,13660
3461,13660
290,13661
5311,13660
4254,13660
3197,13660
1083,13660
3990,13660
6104,13660
8218,13660
819,13660
3726,13660
9011,13660
5840,13660
6897,13660
7954,13661
7690,13660
555,13661
3462,13660
12447,13660
1348,13661
4255,13660
3198,13660
5312,13660
1084,13661
3991,13660
8219,13660
6105,13660
6898,13660
7955,13660
820,13660
11919,13660
3727,13661
5841,13661
7691,13660
2406,13660
3463,13661
5577,13660
1349,13661
292,13661
12448,13660
5313,13660
3199,13660
1085,13660
8220,13660
5049,13660
3992,13660
821,13660
6899,13660
7956,13660
3728,13660
5578,13660
7692,13660
3464,13660
8749,13661
1350,13660
12449,13660
3200,13660
4257,13660
1086,13660
6107,13661
8221,13660
3993,13660
822,13660
5843,13660
6900,13660
7957,13660
3729,13660
558,13660
7693,13660
3465,13660
1351,13660
294,13660
5315,13661
4258,13660
8222,13660
3201,13660
1087,13660
3994,13660
6108,13660
9015,13660
7958,13660
823,13660
3730,13660
6901,13660
7694,13660
11922,13660
559,13660
5580,13660
3466,13661
1352,13661
4259,13660
3202,13660
8223,13660
5316,13660
1088,13660
3995,13660
6109,13660
7959,13660
824,13661
6902,13661
3731,13660
5845,13661
6638,13660
560,13660
7695,13660
11923,13660
3467,13661
5581,13661
1353,13660
296,13660
8224,13660
5317,13660
4260,13660
3203,13660
1089,13661
12452,13660
3996,13660
825,13661
6903,13660
7960,13660
3732,13660
11924,13660
5582,13660
7696,13660
3468,13660
4525,13660
1354,13660
297,13660
5318,13660
8225,13660
3204,13660
4261,13660
1090,13661
6111,13660
3997,13661
826,13660
5847,13660
6904,13660
7961,13660
3733,13660
562,13660
11925,13660
7697,13660
3469,13661
1355,13660
4262,13660
3205,13660
1091,13660
8226,13660
12983,13660
827,13660
11926,13660
3734,13660
5848,13660
7962,13661
6905,13660
7698,13660
3470,13660
5584,13660
12455,13660
299,13660
1356,13661
4263,13660
5320,13660
3206,13661
1092,13661
3999,13660
6113,13661
8227,13660
6906,13660
7963,13660
828,13660
5849,13661
7699,13660
564,13661
8756,13660
5585,13660
1357,13661
4264,13660
3207,13660
1093,13660
6114,13660
8228,13660
829,13660
6907,13660
5850,13660
7964,13660
9021,13660
3736,13660
565,13660
7700,13660
3472,13660
1358,13660
301,13660
3208,13660
4265,13660
6115,13660
8229,13660
4001,13660
830,13660
11929,13660
6908,13660
7965,13660
3737,13660
566,13661
7701,13660
3473,13661
1359,13660
4266,13660
8230,13660
3209,13661
1095,13660
4002,13660
6116,13660
7966,13660
831,13660
5852,13661
3738,13660
6909,13660
7702,13660
11930,13660
567,13661
3474,13660
5588,13660
1360,13660
303,13661
4267,13660
3210,13660
8231,13660
1096,13660
39,13660
4003,13661
6117,13660
6910,13660
7967,13660
832,13661
5853,13661
3739,13660
6646,13660
7703,13660
3475,13660
1361,13660
8232,13660
5325,13660
3211,13660
4268,13660
6118,13660
1097,13661
4004,13660
833,13660
6911,13660
7968,13660
5854,13661
3740,13661
11932,13660
569,13661
7704,13660
3476,13660
1362,13660
305,13661
8233,13660
1098,13660
3212,13661
6119,13661
4005,13660
6912,13660
7969,13660
3741,13660
570,13660
5591,13660
11933,13660
6648,13660
7705,13661
3477,13660
1363,13661
306,13661
5327,13660
3213,13660
1099,13661
4006,13660
6120,13660
8234,13660
7970,13660
11934,13660
835,13661
9027,13660
3742,13660
6913,13660
5856,13660
7706,13660
571,13661
3478,13661
307,13661
4271,13660
3214,13660
1100,13661
4007,13661
6121,13661
8235,13660
6914,13660
7971,13660
11935,13660
5857,13660
7707,13660
572,13661
3479,13661
1365,13660
308,13661
4272,13660
3215,13660
6122,13660
4008,13661
8236,13660
5065,13660
11936,13660
5858,13660
837,13661
6915,13660
7972,13660
3744,13660
5594,13660
6651,13660
7708,13660
3480,13660
8765,13660
1366,13660
3216,13660
1102,13660
6123,13660
8237,13660
4009,13660
838,13660
5859,13660
11937,13660
6916,13660
7973,13660
3745,13660
574,13660
7709,13660
8766,13661
3481,13660
1367,13660
310,13660
5331,13660
4274,13660
8238,13660
3217,13661
1103,13660
4010,13660
6124,13660
839,13660
3746,13660
6917,13660
7974,13661
5860,13660
7710,13660
11938,13660
575,13660
3482,13660
1368,13660
5332,13661
4275,13660
8239,13660
3218,13661
1104,13661
4011,13661
6125,13660
6918,13660
7975,13660
840,13660
5861,13660
3747,13660
7711,13660
576,13660
11939,13660
3483,13661
1369,13660
312,13661
8240,13660
5333,13660
3219,13660
4276,13660
6126,13660
4012,13660
5862,13660
6919,13660
7976,13660
3748,13660
577,13661
7712,13660
3484,13660
1370,13661
3220,13660
8241,13660
4277,13660
1106,13660
6127,13660
842,13660
5863,13660
6920,13660
7977,13660
3749,13660
578,13660
5599,13660
11941,13660
7713,13660
8770,13660
3485,13661
314,13660
3221,13660
4278,13661
4014,13660
6128,13660
8242,13660
7978,13660
11942,13660
3750,13660
6921,13660
7714,13660
579,13660
3486,13660
5600,13660
1372,13660
4279,13660
3222,13660
5336,13660
1108,13660
4015,13661
8243,13660
6129,13660
6922,13660
7979,13660
844,13660
3751,13661
7715,13660
3487,13660
1373,13661
316,13660
3223,13661
4280,13660
1109,13660
4016,13661
8244,13661
845,13660
11944,13660
6923,13660
7980,13660
3752,13660
9037,13660
5866,13661
581,13660
7716,13660
3488,13660
1374,13661
5338,13660
3224,13660
4281,13660
1110,13660
8245,13660
4017,13661
6924,13660
7981,13660
3753,13660
6660,13660
7717,13660
3489,13661
1375,13661
318,13660
5339,13661
4282,13660
8246,13660
3225,13660
1111,13660
7982,13660
4018,13661
3754,13660
6925,13660
7718,13660
583,13661
5604,13660
3490,13661
1376,13660
5340,13661
4283,13660
8247,13660
3226,13660
1112,13660
4019,13660
6133,13660
848,13660
7983,13660
3755,13661
6662,13660
7719,13660
584,13661
11947,13660
5605,13660
3491,13660
1377,13660
320,13661
8248,13660
3227,13660
4284,13660
1113,13660
13533,13660
4020,13660
849,13661
5870,13660
7984,13660
3756,13660
11948,13660
585,13660
5606,13660
7720,13661
6663,13660
3492,13660
13534,13660
1378,13660
5342,13660
321,13661
12741,13660
