people_1,people_2
13927,7665
11842,6774
11832,7094
13949,7009
11843,6760
11863,6135
11833,7073
11834,7043
11833,7086
11879,5655
13927,7703
11867,6028
13927,7713
11881,5600
13930,7617
13929,7649
13927,7711
11836,7007
13931,7598
13930,7629
11848,6638
11891,5306
11863,6182
13927,7735
13929,7683
13927,7757
13949,7073
11842,6858
11881,5650
11891,5359
11868,6074
13927,7789
11848,6699
13931,7660
13927,7794
13927,7790
13929,7740
13926,7834
11866,6175
11869,6077
13927,7817
13926,7848
11881,5717
13927,7822
13933,7646
13927,7844
13928,7814
11873,5983
13927,7840
11881,5731
13935,7598
11869,6111
13927,7861
11870,6089
13935,7610
11891,5441
13928,7828
13927,7855
11881,5754
13928,7845
11839,7063
11848,6783
11842,6971
13953,7075
11875,5956
13927,7893
13927,7890
13926,7920
11845,6892
13927,7898
13965,6721
13926,7939
13928,7881
13927,7910
13937,7613
11868,6212
13926,7952
11869,6180
11868,6226
11843,7000
13931,7803
11847,6872
13927,7938
13927,7937
13930,7853
13927,7942
13928,7912
11881,5845
13927,7957
13929,7902
13927,7961
11824,7628
11843,7040
13926,7999
11843,7035
11848,6892
11849,6861
13936,7700
13929,7927
11825,7609
11879,5936
13933,7808
13927,7992
11873,6128
13929,7929
13926,8031
11826,7594
11869,6260
13927,7998
11826,7595
11825,7644
11857,6651
13940,7612
11875,6101
11825,7661
13960,7009
11883,5860
11825,7671
13927,8052
13937,7737
13926,8078
13942,7594
13935,7807
13930,7976
11901,5338
13937,7767
13927,8074
13930,7979
13927,8070
11847,7026
13931,7958
13927,8083
13941,7646
13927,8081
13937,7780
11852,6878
11877,6102
11826,7683
13927,8100
13941,7666
13927,8099
11876,6145
13960,7073
11829,7597
13927,8097
11829,7596
13928,8077
13937,7797
11893,5633
11829,7618
13927,8125
13930,8029
11826,7720
11873,6262
13927,8133
11826,7736
13927,8146
13937,7837
13937,7835
13935,7895
13943,7647
11831,7597
11831,7591
11829,7655
11873,6297
13927,8161
11830,7631
11826,7768
11891,5747
11831,7607
13935,7921
13927,8167
11885,5944
13942,7710
11831,7629
11831,7628
11825,7808
13943,7687
13926,8228
11875,6270
13931,8068
11825,7817
11829,7693
11831,7645
13927,8203
11879,6151
13935,7950
11825,7827
11831,7641
13927,8212
11833,7588
13928,8179
11873,6347
13945,7661
13928,8186
13945,7670
13926,8260
13928,8198
11833,7604
13927,8223
11950,3975
11832,7644
13931,8111
13929,8182
11831,7685
11831,7680
11856,6920
13943,7758
11829,7759
11825,7882
11833,7646
13945,7704
11831,7705
11825,7891
11833,7643
13937,7966
11825,7901
11831,7717
11831,7716
11833,7650
11826,7867
13945,7727
13927,8281
13927,8287
13927,8301
13938,7956
12876,8108
11831,7747
11830,7780
11825,7929
11877,6331
13942,7847
11826,7906
13928,8280
13930,8230
11835,7635
11832,7730
13935,8071
11831,7770
11833,7708
13944,7804
11830,7803
13937,8016
11833,7707
13928,8309
13927,8339
11829,7837
11831,7777
13929,8273
11825,7973
11830,7817
11914,5216
11831,7788
11836,7628
11830,7813
13928,8325
11827,7920
11836,7641
13931,8228
13933,8166
11833,7728
13927,8350
13946,7776
11830,7835
11831,7798
13927,8372
13927,8373
11836,7658
11830,7844
11886,6102
11831,7814
11830,7858
13937,8079
11833,7764
13933,8198
11838,7605
13930,8289
13937,8073
11825,8010
13931,8272
11836,7680
13947,7777
11831,7834
13942,7930
13929,8333
11825,8016
11830,7876
11835,7720
13930,8307
11834,7747
13930,8319
11827,7973
11838,7641
13928,8397
11830,7897
13928,8393
11836,7710
13934,8218
11824,8093
11835,7761
11831,7880
13944,7925
11840,7612
11827,8015
13929,8388
13236,5291
13937,8136
11891,6028
13937,8150
13934,8243
11826,8054
11833,7838
11824,8112
11831,7895
13945,7897
11831,7896
13927,8466
13937,8157
11826,8063
11829,7964
12876,8275
11881,6355
13926,314
13931,8360
11885,6249
13149,8023
12876,8294
13937,8169
11825,8106
11833,7868
13937,8176
13935,8252
11830,7969
11829,8000
11840,7662
13928,8468
11833,7878
13935,8248
11840,7656
11870,6726
13947,7875
13927,314
13937,8197
13935,8259
11873,6646
11829,8010
11831,7942
12876,8315
13940,8114
11831,7954
11840,7675
11831,7950
13937,8200
13933,8325
13935,8274
11883,6347
11966,11965
11840,7682
13956,7620
11829,8033
13956,7631
11835,7849
13943,8032
11831,7967
11830,7997
13935,8278
11891,6109
11842,7627
11829,8040
11840,7702
11825,8163
11831,7976
11840,7697
11826,8144
13926,386
11842,7647
11843,7611
11825,8168
13943,8046
11826,8139
13943,8061
11829,8056
13934,8337
11885,6322
11867,6875
11840,7712
11833,7931
11842,7661
13943,8066
13926,402
13163,7671
13937,8253
11829,8062
11840,7732
11831,8011
11832,7980
13947,7953
11842,7669
11831,8013
11833,7951
11891,6152
13941,8134
11843,7635
13937,8270
11842,7678
11830,8050
13927,386
11826,8175
13956,7678
11843,7642
11842,7673
11833,7954
11873,6714
11831,8016
11831,8027
11826,8184
11873,6726
13949,7902
11831,8023
11833,7963
13927,402
11845,7597
11831,8031
11840,7751
13951,7858
13937,8292
11842,7704
11840,7760
11827,8163
13945,8043
11833,7989
13949,7929
11831,8052
11873,6756
11921,5265
12712,5331
11886,6364
11830,8100
13928,404
11831,8068
11840,7784
11826,8219
13953,7830
11842,7734
11845,7641
13236,5482
13943,8141
11846,7609
13937,8323
11831,8070
11831,8072
11825,8258
13943,8157
13935,8402
11831,8093
13942,8186
13954,7811
11875,6723
11842,7746
11830,8118
12712,5354
11833,8027
11840,7810
11913,5557
11824,8314
11833,8044
13927,8666
11840,7830
11831,8108
13958,7711
13938,8331
11840,7831
11833,8060
11842,7780
13927,487
11835,7996
11833,8058
11833,8069
13960,7670
11841,7820
11831,8133
11845,7699
13927,8689
11845,7704
11840,7859
11905,5841
13950,7981
11831,8137
11833,8087
13961,7653
11840,7863
11829,8204
13943,8216
13931,394
11831,8152
11833,8098
11843,7801
11848,7645
11831,8169
13960,7704
11842,7827
13236,5585
11831,8178
11842,7836
11832,8145
11842,7835
13938,8407
13942,8282
11831,8182
11826,8346
11840,7914
11840,7926
11831,8205
11842,7858
13930,476
13955,7904
11848,7680
13937,8468
11893,6299
11845,7782
11840,7937
11833,8154
11830,8258
11836,8072
11825,222
11825,216
11840,7943
11842,7893
11840,7955
11893,6315
11831,8236
11826,8386
11833,8168
11830,8274
11833,8180
11833,8177
11833,8176
11840,7974
11831,8253
11833,8190
11830,8278
11849,7688
11831,8249
13926,646
11842,7920
11842,7916
11825,251
11825,261
13937,323
11825,259
11831,8265
13942,8371
11829,8336
13236,5677
11840,7992
11831,8271
11846,7808
13953,8038
13935,402
11905,5985
13967,7601
13926,692
12712,5555
11841,7983
11825,286
11829,8351
11833,8227
11840,8022
13942,8394
13927,664
11833,8232
11830,8325
11848,7767
13927,663
11831,8307
13955,7999
11833,8243
11840,8026
11894,6361
11831,8314
11840,8038
11843,7944
11831,8311
12712,5578
11848,7786
11833,8250
13928,8851
11836,8169
11830,8350
11825,312
13953,8072
11833,8270
13942,243
11824,364
11827,270
11831,8337
11836,8182
13945,8337
11833,8285
13937,407
11848,7822
13954,8070
11850,7759
13942,247
11831,8344
13930,632
11840,8071
13928,687
11840,8074
11825,356
11833,8303
13960,7897
11829,8422
11831,8370
13927,734
11825,362
11840,8096
11842,8046
11840,8107
11829,8447
13927,751
11852,7733
11846,7929
13945,8396
11829,266
13960,7929
11833,8329
11841,8083
11831,200
13966,7756
11824,430
11826,363
11833,8349
11826,369
13955,8098
11825,402
11852,7770
11840,8147
11825,423
11831,233
11833,8373
11832,214
13959,8013
11832,8413
11848,7912
11840,8171
11825,446
11833,8387
11831,8455
13926,868
11831,8466
11836,8314
11829,332
11883,6853
11851,7844
13947,8416
11840,8196
11832,251
13936,8756
11832,8440
11832,8452
11840,8206
13958,8077
11825,484
11832,270
11833,239
11831,301
11832,8462
11836,8337
11840,8213
13927,856
11849,7929
13928,823
11832,8458
11833,235
13948,8396
11846,8023
11840,8220
11831,307
13942,404
13926,900
13928,9027
11845,8066
11829,365
11833,241
13947,8435
11825,500
13960,8043
11826,472
13928,844
11831,310
11826,465
11846,8050
11835,8391
13928,854
11840,8235
11827,446
11825,511
11824,542
13956,8173
11833,268
11838,8308
11843,8153
11840,8239
11831,328
11889,6735
11879,7041
11856,7753
11845,8104
11849,7980
11848,8010
11856,7762
11840,8268
11829,416
11826,512
11829,418
11831,352
13976,7598
11831,362
11859,7688
13934,8896
11928,5543
11824,578
11829,432
11833,308
11825,558
11834,8466
13957,8189
11831,378
11928,5563
11825,564
13958,8170
11831,380
11833,318
11827,500
11832,356
11825,575
11831,388
11840,8296
11829,444
11840,8298
11840,8297
11833,333
11825,578
11833,330
13959,8165
13927,960
11831,398
13954,8314
11831,400
11839,8344
11840,8324
11833,348
11849,8046
11824,624
11825,594
13959,8180
11840,8332
13956,8274
11848,8086
11832,390
11845,8173
11826,572
13967,7927
11831,416
11840,8340
11832,396
13963,8065
11848,8094
13956,8277
11829,485
11842,8274
11833,362
11832,406
11826,592
13942,528
11831,430
13928,974
11831,442
13932,844
11833,391
11830,484
11833,384
11825,635
11833,8589
11825,646
11840,8367
11831,456
11842,8318
13958,8260
11833,404
11831,8658
13958,8255
11840,8376
13955,8349
11831,475
11833,413
11842,8325
13931,9100
11833,8602
11831,483
11828,578
11885,7003
13415,529
13927,1048
13930,955
11830,518
13928,1018
11837,303
11840,8402
11845,8257
11842,8350
13930,961
11845,8255
11857,7892
11830,539
11842,8353
12712,5959
11848,8169
11833,452
13960,8243
12712,5972
11865,7654
11833,449
13957,8333
11829,585
11833,460
11831,519
11825,704
13959,8278
11826,676
11825,716
11829,8787
11825,712
11846,8256
13956,8380
11831,539
11885,7053
13969,7987
13940,692
11830,578
11848,8212
12712,6006
11829,611
11825,734
11832,517
11826,698
11891,6875
11843,8362
11831,542
11825,730
11841,245
11833,488
12897,282
13953,314
13236,6158
13970,7989
11860,7865
11830,603
11833,510
11831,567
11831,569
11831,8770
11825,767
13941,702
11843,8395
11860,7870
11843,8406
11890,6952
11849,8223
11831,588
11833,521
11848,8247
11869,7598
11833,533
13333,3185
11831,596
11843,220
11833,530
11825,790
11843,8419
11831,600
11864,7781
13926,1200
11843,8426
11869,7623
11856,8035
11833,559
11856,8037
11869,7634
11833,553
13958,8405
11833,565
11842,286
11825,812
11858,7980
11832,594
13333,3213
11848,8289
11845,8393
11825,821
11837,451
13935,947
11845,8394
11842,290
11825,817
11843,8465
11831,638
11833,579
11833,578
11848,8316
11833,8780
13937,900
11830,684
13930,1115
11831,647
11831,8851
13930,1128
11840,382
11856,8083
11827,792
11831,664
12712,6133
11891,7007
11830,708
11825,863
11846,8403
11827,796
11856,8089
13931,1120
11824,899
11830,716
11833,622
13236,6276
11825,872
11831,694
11856,8114
11827,821
11833,634
11830,738
13964,8314
13927,1266
11921,6111
11828,801
11833,641
11833,640
11848,8370
11831,715
11833,655
13928,1242
12712,6179
11825,910
13944,8944
11829,793
11872,7652
13942,823
11833,667
13927,1300
11832,708
11829,803
11873,7631
11846,270
11833,673
11870,7720
11825,923
11832,705
11831,746
11830,773
13974,8037
11832,713
11860,8050
11857,8142
13941,878
11831,8944
13931,1200
11829,826
11831,759
11849,8392
11870,7744
11829,835
11825,952
11833,707
13942,873
11832,750
11829,842
11825,961
11833,713
11832,743
11873,7678
11831,796
11830,821
13927,1350
11825,979
13928,1333
11831,803
13926,1393
11827,923
11842,470
11827,934
11860,8106
11833,751
11833,744
11825,994
11830,839
11831,821
11833,753
11831,814
11831,816
11829,891
11825,1009
11832,792
11829,887
13965,8397
11826,979
13977,8035
11829,892
11870,7813
11842,8695
11940,5657
11832,822
13333,3436
11832,817
13926,1450
11825,1043
11831,866
11824,1083
11833,807
11872,7790
11825,1048
11835,740
11827,1001
11849,312
11831,883
13975,8149
11826,1036
11833,9011
13927,1439
11825,1066
11873,7780
11842,549
13928,1415
11833,827
11825,1085
11831,899
13926,1489
11831,900
11833,832
11840,615
11831,9086
11829,959
11833,9027
11842,566
11836,8944
11832,875
11831,906
11825,1095
11841,592
11831,915
11831,9105
