contains_1,contains_2
5157,10410
5150,10628
5150,10625
5119,11592
5150,10632
9187,175
9187,176
5150,10629
5150,10630
5119,11596
5194,9272
5183,9611
9187,183
5175,9863
9187,178
10407,11510
5150,10641
5150,10642
5117,11665
5128,11330
9187,192
5164,10212
5152,10589
5150,10651
5152,10590
5172,9970
9187,187
5169,10063
5182,9657
11474,11211
9187,198
9371,10879
5150,10656
5175,9881
5119,11614
5154,10530
5128,11342
5164,10226
5119,11621
5118,11649
9371,10888
11009,9262
10965,10622
5145,10827
5164,10235
5156,10490
5115,11759
5156,10488
5172,10001
10467,9691
5150,10682
5156,10499
5119,11652
9931,9930
6717,11270
10444,10421
5150,10698
5184,9649
9935,9826
5164,10271
5152,10650
9885,11380
5136,11147
5175,9948
10444,10443
5175,9949
5128,11404
5200,9177
5118,11719
5164,10292
5192,9436
5187,9594
5182,9756
10963,10764
5145,10907
5142,11000
5182,9757
5118,11747
9409,9805
10485,9218
5187,9616
5187,9617
5164,10327
5172,10080
5164,10337
5131,11364
5150,10774
6705,11731
5144,10969
5128,11466
9422,9421
5142,11043
5150,10797
5119,11758
5144,10984
5164,10364
5145,10959
5164,10370
5141,11080
5164,10371
9371,11033
5167,10284
5164,10376
5164,10380
5182,9822
5150,10814
5203,9176
9935,9934
5194,9456
5118,11815
5194,9457
5150,10832
9418,9599
5143,11052
5156,10648
5154,10715
5145,10994
5164,10406
5150,10843
5164,10407
5145,10997
9371,11071
5182,9853
5154,10721
5182,9854
9424,9423
5182,9860
5181,9888
5150,10856
5175,10084
5164,10425
51,5086
5124,11663
51,5088
5164,10424
51,5090
9434,9133
9434,9134
51,5092
5136,11296
5150,10862
11516,10129
10407,11740
51,5093
51,5095
5175,10093
51,5098
51,5099
5187,9722
5202,9257
51,5101
51,5103
5172,10191
51,5105
5175,10104
5150,10879
51,5107
5187,9730
51,5108
51,5110
51,5112
5175,10106
51,5113
9925,10311
5187,9740
5150,10888
51,5115
51,5117
51,5118
51,5119
5150,10892
51,5124
5164,10460
51,5126
5170,10280
51,5128
51,5131
10966,10836
5150,10905
51,5136
5150,10906
51,5141
51,5142
5187,9768
5161,10574
51,5143
51,5144
51,5145
5150,10920
51,5150
10444,10643
51,5152
10426,11203
51,5154
51,5156
5150,10926
51,5157
51,5158
51,5161
51,5164
10514,8490
51,5167
5154,10813
51,5169
51,5172
51,5175
9403,10171
51,5181
51,5182
51,5184
51,5187
51,5192
51,5194
5131,11554
5203,9329
5202,9363
5175,10200
51,5202
10459,10238
5187,9827
5202,9365
51,5209
5150,10988
5143,11202
11498,10815
9942,9900
9153,1585
5126,11741
9935,10119
10459,10267
5156,10825
10965,10964
5181,10048
10426,11301
5175,10244
11503,10681
5150,11024
5150,11022
5150,11026
5203,9386
5187,9882
5169,10441
5136,11470
5150,11033
5131,11623
5150,11039
5164,10605
11548,9314
5175,10263
5164,10604
5156,10858
5200,9491
5150,11042
5203,9404
5175,10272
5175,10273
5164,10614
5154,10924
5181,10085
5164,10617
5164,10618
5182,10057
5172,10368
5175,10281
5172,10374
9369,11342
9460,8527
5142,11310
5182,10075
5141,11346
5182,10076
5145,11220
5180,10136
9940,10042
5150,11073
5182,10088
9207,3
5203,9435
5150,11081
5150,11087
9207,11
9207,13
5145,11246
5131,11681
5182,10101
10997,10067
10458,10385
9935,10216
9207,26
5156,10916
5203,9464
6744,10845
9399,10468
9207,37
9207,30
10952,11471
10480,9722
5144,11299
5144,11300
9207,42
10968,10990
11016,9496
11536,9773
5156,10945
5182,10139
9434,9394
5158,10881
9371,11348
5158,10882
5150,11130
5150,11136
9207,54
5175,10365
9207,57
9207,68
9207,62
5182,10155
9207,65
9384,10962
9207,74
5154,11027
5150,11149
5203,9507
5150,11153
9207,73
9207,83
5187,10010
5150,11157
9207,85
9207,79
11509,10639
5150,11162
5161,10824
9207,88
5209,9340
5152,11108
5187,10023
5156,10989
9207,98
5164,10741
11506,10752
5164,10740
9207,94
5150,11180
5150,11183
5189,9972
5154,11058
5175,10412
5175,10411
10522,8503
5164,10756
5164,10761
9207,112
5203,9551
5156,11008
9207,122
5194,9835
9207,123
5156,11017
5164,10767
9207,120
5150,11207
9430,9597
12,6650
5154,11091
10578,6792
10467,10227
5181,10259
9207,146
9207,147
5154,11100
5209,9393
9207,142
9207,143
9207,144
9207,145
5175,10456
9894,11625
5175,10454
9207,157
9207,151
5150,11239
5164,10806
9207,164
9207,158
9207,159
9371,11459
5150,11241
5154,11118
9207,161
5202,9630
9207,172
9892,11711
5172,10571
5150,11253
9207,181
5175,10482
9207,177
5182,10266
5150,11263
9207,188
5202,9650
5169,10673
9949,9948
9207,182
9207,185
5164,10837
5164,10838
9207,196
9207,197
9375,11367
5209,9450
5182,10288
5209,9451
9371,11499
9399,10644
5192,9994
10457,10619
9940,10262
5161,10967
10436,11278
10991,10469
5194,9946
5194,9951
5194,9950
5164,10884
5169,10732
9370,11581
9439,9438
9951,9950
5187,10183
5192,10034
5192,10035
11024,9472
5150,11348
10458,10633
5156,11166
5157,11140
5164,10923
10504,9236
5174,10621
5187,10222
5189,10160
5202,9764
5156,11187
9422,10020
5150,11377
5164,10944
9910,11282
11490,11451
5157,11175
10984,10763
5164,10958
5181,10428
5150,11390
5175,10620
9953,9952
9409,10433
5157,11176
9390,11034
9530,6704
5200,9859
5164,10976
5156,11224
5143,11630
5192,10111
5141,11696
9442,9441
10466,10465
5169,10836
9390,11066
9532,6664
5172,10752
9425,9989
5156,11255
9442,9460
8476,6650
5156,11265
5175,10676
5175,10675
5156,11268
5150,11459
5203,9818
5182,10469
9916,11171
5174,10724
5156,11284
5181,10512
5150,11473
9439,9593
9641,3340
5150,11491
5150,11489
5187,10348
5156,11309
5187,10349
5175,10718
5150,11499
5154,11375
5182,10506
5164,11067
5156,11321
11493,11478
5175,10734
5156,11323
5187,10369
9935,10632
5182,10527
5203,9876
9403,10750
5194,10156
5182,10528
5203,9875
8475,6748
5150,11522
9935,10651
6744,11270
5141,11808
9377,11572
9536,6645
5164,11105
5175,10765
5187,10400
5187,10399
5145,11704
5150,11550
9446,9445
5169,10966
5175,10784
5161,11216
10464,10664
5150,11566
5203,9928
5154,11448
5203,9929
5203,9927
5156,11389
5194,10210
5167,11053
5156,11392
5187,10440
10062,6766
5164,11158
5156,11403
5200,10043
5187,10461
5150,11619
9448,9447
9960,9959
9925,11047
5187,10480
11027,9659
5182,10639
10495,9778
5156,11449
9536,6750
5202,10032
5175,10869
9536,6746
5182,10653
5164,11212
10473,10472
5156,11469
5181,10695
5194,10290
5174,10915
5200,10109
5157,11442
5181,10696
9536,6777
5150,11680
5194,10331
5182,10704
5164,11260
5175,10925
5182,10705
5164,11269
5182,10712
6734,11751
11508,11215
5161,11360
5156,11516
10485,10168
5164,11276
5209,9886
9451,9450
5209,9887
10485,10173
5203,10079
8484,6681
5187,10588
5187,10586
5202,10122
5181,10776
5156,11569
5194,10396
9931,11010
5175,10996
5181,10809
5177,10933
5174,11031
5156,11587
11538,10359
5164,11347
5167,11259
5150,11795
10967,11699
5187,10655
5150,11805
9966,9965
5187,10666
5150,11813
5203,10176
5184,10766
5170,11204
5156,11645
5156,11650
5181,10872
5181,10873
5182,10852
9422,10486
9969,9914
9434,10115
9422,10487
5172,11168
5156,11664
5184,10801
5154,11736
5156,11671
5194,10500
11035,9651
5194,10504
9987,9372
5164,11431
5156,11688
10503,9779
5187,10733
5189,10674
10444,11604
5187,10735
5180,10962
5154,11766
9442,9917
5181,10938
5181,10937
5172,11222
9442,9926
9457,9456
5154,11788
10444,11641
5156,11724
5187,10768
5164,11479
9940,10883
5169,11334
10473,10746
9442,9947
5156,11744
5182,10951
5164,11510
10602,6775
5156,11765
5164,11515
9935,11073
9442,9983
8488,6792
5169,11380
5164,11536
5209,10150
10480,10586
5182,10991
11565,9724
5172,11304
10509,9712
5187,10851
5156,11817
5203,10358
9434,10285
10499,10037
5181,11061
5164,11594
5194,10668
10485,10484
5161,11699
9390,11675
9187,1585
9439,10153
5192,10744
8494,6693
5182,11070
9462,9461
9935,11183
5172,11394
5194,10709
5187,10934
11578,9426
9961,10409
10487,10486
5181,11137
5200,10554
5202,10489
8495,6722
5182,11117
5182,11122
11505,11725
5182,11125
10529,9208
5202,10534
10514,9710
5187,11013
5194,10794
5172,11482
5185,11082
5164,11732
9430,10558
9442,10187
9434,10436
5169,11584
5175,11399
5164,11740
5181,11217
5200,10634
5172,11506
10026,8495
5181,11234
5169,11606
5181,11235
10485,10646
5180,11274
10502,10140
5175,11439
11003,11002
5203,10585
5175,11468
10485,10707
9430,10638
5181,11288
9980,9979
5203,10615
5175,11486
5209,10462
10000,9399
10614,6761
5203,10665
5194,10948
5207,10545
5194,10950
5187,11181
5182,11341
10614,6790
5203,10711
9940,11318
9439,10475
10485,10818
5194,11012
5203,10736
5187,11233
9439,10498
9472,9471
5203,10755
5182,11420
9250,1
51,6650
51,6653
5203,10779
10498,10475
51,6657
51,6659
5175,11655
51,6665
9250,31
9422,11078
5200,10898
51,6675
9442,10471
9474,9473
51,6680
51,6682
9430,10849
5192,11154
9250,46
9250,53
51,6692
9250,56
51,6697
9250,61
5203,10828
51,6701
5194,11115
51,6707
9250,71
51,6709
9443,10469
51,6715
51,6718
9931,11730
51,6720
51,6722
5187,11349
9250,81
51,6728
51,6730
51,6732
5182,11509
9250,96
5202,10899
51,6738
9484,9231
51,6740
51,6742
51,6743
51,6745
9250,100
51,6748
9995,9784
51,6749
5203,10880
51,6751
5181,11563
51,6752
9250,108
51,6755
51,6758
5202,10917
9250,115
51,6761
51,6762
51,6764
51,6766
5203,10897
51,6768
51,6769
9250,124
10517,10009
51,6772
11529,11407
51,6775
11069,9279
51,6776
51,6778
51,6779
51,6780
51,6782
51,6784
51,6785
5175,11782
5203,10914
51,6789
51,6790
51,6791
5181,11600
5182,11575
9250,160
5181,11610
5209,10742
9250,165
5202,10968
9250,163
9467,9840
5207,10823
9442,10612
5202,10987
5181,11637
5202,10990
5207,10840
8509,6784
11527,11526
5184,11558
9940,11583
10479,11257
5203,10975
11016,11006
10485,11079
11520,11762
5209,10800
10098,6709
5187,11496
9462,10057
8512,6737
8513,6707
9446,10561
5200,11115
9437,10856
9973,10626
9972,10674
5203,11054
5200,11159
5200,11160
5189,11501
10538,9522
5187,11567
9467,9974
10536,9605
108,5207
5182,11764
5183,11741
9422,11400
9484,9483
9442,10807
5203,11146
5187,11642
9262,18
5194,11451
5187,11668
11548,11083
9262,49
9574,6766
10021,9294
5203,11208
9442,10865
9490,9391
5194,11490
9983,10510
9262,93
9977,10706
9422,11540
11047,10311
9262,129
9262,134
9262,153
5203,11303
117,5132
9484,9672
10517,10413
9490,9489
117,5146
9422,11609
5203,11324
9473,10024
5203,11327
117,5170
117,5174
9445,10922
117,5177
5192,11695
5194,11634
5209,11169
117,5185
9434,11278
117,5189
117,5195
117,5200
5202,11406
117,5203
117,5204
117,5206
5203,11379
11110,8498
11016,11412
5202,11432
5200,11492
9468,10260
12,8493
11605,9568
12,8510
5209,11245
11552,11238
5203,11443
11080,9482
10639,6778
9495,9479
9495,9494
5194,11770
9506,9178
10520,10519
10556,9417
5209,11353
11562,11020
5209,11356
11082,9515
9509,9146
10522,10521
8531,6718
10497,11305
9430,11636
9587,6762
11034,11066
11562,11093
11561,11133
5206,11528
8475,8497
5209,11436
5209,11450
10012,10011
9442,11317
11618,9394
9973,11248
9974,11219
11037,11036
9590,6764
5203,11709
9514,9151
5207,11590
9455,10977
10533,10361
10021,9851
9504,9503
10528,10527
8479,8522
9973,11369
9594,6742
23,8530
11571,10999
10517,10912
9514,9234
9506,9505
9464,10828
11038,11196
8482,8508
9514,9306
10012,10270
10514,11104
11038,11250
10561,9651
9462,10951
5207,11793
5209,11742
9509,9508
9518,9259
10026,9899
5209,11777
10561,9707
5209,11781
10514,11174
9514,9410
11569,11255
9509,9585
9518,9318
10547,10189
9285,173
11574,11145
9285,185
11064,10567
9474,10720
11049,11048
11559,11624
10519,11108
11585,10842
10550,10169
9514,9513
10538,10537
9493,10218
35,8503
9999,10913
10052,9275
12,9233
11103,9493
12,9251
12,9253
12,9254
9484,10533
10029,10028
11030,11778
9,9368
12,9278
9518,9517
11100,9640
9994,11154
9453,11556
9991,11287
9468,11127
12,9359
10582,9367
12,9378
9,9475
11598,10663
11057,11056
9514,9749
9514,9750
9530,9249
9530,9250
9531,9233
9467,11219
17,9271
11588,11021
10558,10194
11068,10769
10528,11125
9520,9613
9,9546
10035,10034
9,9552
11086,10248
12,9485
9986,11592
8476,9255
8477,9222
8476,9265
8475,9292
8475,9303
9,9603
11116,9349
12,9523
9,9622
9,9623
12,9531
45,8520
8475,9348
9483,10869
11608,10539
9,9661
12,9570
8478,9273
9462,11539
8475,9364
9527,9526
11069,10885
11120,9316
10061,9374
12,9602
10050,9723
9514,9955
10539,10961
11055,11344
10012,10920
9988,11662
10012,10926
9529,9528
8484,9158
8478,9352
10545,10823
9535,9364
10578,9796
10582,9682
12,9671
9,9772
9518,9904
8477,9416
51,8475
8475,9480
51,8476
51,8477
12,9693
12,9694
50,8519
9,9794
8476,9459
51,8495
51,8497
11064,11164
12,9708
12,9709
10582,9718
9530,9573
51,8509
51,8513
8484,9247
8476,9498
51,8525
51,8526
9514,10082
51,8531
51,8533
9532,9531
8476,9501
8476,9512
9509,10253
11603,10887
8476,9524
9504,10431
9,9873
9535,9480
1585,10175
9504,10449
9532,9602
8476,9576
8484,9329
9842,6
12,9824
8488,9209
8484,9342
9535,9534
8475,9638
9842,29
12,9844
9531,9671
12,9845
10061,9634
9842,35
9842,41
9500,10645
10068,9433
9842,56
8484,9392
9514,10230
9842,71
8475,9681
10578,10018
9842,66
9842,77
9842,86
117,6650
9,10003
8488,9296
117,6658
11101,10215
12,9914
8476,9680
8485,9397
9514,10278
8476,9685
8488,9313
8477,9655
12,9932
10021,10954
10050,10049
9535,9638
8476,9701
8476,9702
117,6693
11589,11514
9532,9739
12,9956
8488,9345
8488,9355
9534,9697
9842,152
12,9969
8488,9366
8484,9486
8488,9374
117,6737
8488,9388
9540,9539
10055,9959
10055,9960
8475,9789
32,9385
8496,9150
9,10105
35,9300
10597,9570
8476,9781
9534,9763
9518,10262
12,10046
10061,9821
11069,11354
8479,9731
8476,9832
8488,9463
9158,5090
8476,9848
9483,11399
9158,5092
9158,5086
9158,5088
9158,5098
9158,5099
9158,5093
9158,5095
9158,5105
9158,5107
9158,5108
9158,5101
9158,5103
9158,5113
9158,5110
9,10207
9158,5112
63,8534
10007,11573
9158,5124
9158,5117
9158,5118
8476,9877
9158,5119
9158,5131
12,10125
8476,9884
9158,5126
9158,5128
9535,9834
10061,9913
12,10138
9158,5136
9158,5145
9158,5141
12,10144
9158,5142
9158,5143
9158,5144
8476,9912
9158,5154
9158,5156
9158,5150
9158,5152
17,9999
9158,5161
9158,5164
9158,5158
10569,10568
8488,9545
8476,9918
9158,5169
12,10165
8488,9557
9158,5172
12,10166
12,10167
9158,5167
9158,5175
9158,5187
8476,9939
9158,5181
9158,5182
8476,9941
12,10186
9158,5184
9158,5194
9158,5192
17,10040
9158,5202
9158,5209
8482,9784
9543,9657
9637,6743
9514,10565
8476,9973
9531,10046
12,10220
9,10323
10598,9752
8488,9633
8478,9944
9548,9547
11589,11814
11224,6745
12,10268
12,10269
9,10375
10084,9354
12,10295
8484,9805
10084,9376
9535,10012
9,10416
9,10417
26,9892
8488,9712
10061,10102
51,9126
51,9127
10048,10512
51,9129
51,9138
9,10442
9,10445
51,9144
51,9149
71,8529
51,9154
8476,10128
51,9155
51,9158
51,9161
51,9162
10702,6665
51,9167
51,9168
10561,11035
51,9170
12,10379
51,9171
9538,9991
12,10382
51,9174
9,10478
51,9178
10539,11735
10073,9797
51,9179
51,9180
10613,9437
51,9183
51,9185
51,9186
11119,10148
51,9190
51,9191
9514,10748
51,9193
8488,9795
8488,9796
51,9196
8476,10170
51,9198
51,9199
51,9201
51,9203
8484,9929
51,9205
10577,10576
51,9208
51,9210
51,9211
51,9212
12,10421
10045,10692
51,9214
51,9215
51,9218
8488,9821
51,9221
51,9223
51,9224
51,9225
8476,10199
51,9229
51,9230
54,9139
51,9232
12,10443
10069,9977
12,10444
51,9236
8488,9837
11101,10749
51,9238
51,9239
50,9270
10117,8485
51,9244
51,9245
8476,10211
51,9247
10074,9839
51,9252
51,9255
51,9257
10602,9851
8482,10047
51,9261
8488,9855
51,9265
51,9267
8488,9869
9555,9554
76,8499
51,9275
51,9279
51,9280
51,9282
10096,9188
51,9283
8482,10071
51,9287
51,9292
51,9293
51,9294
8484,10014
51,9301
10068,10067
51,9303
8475,10300
8488,9897
10061,10287
10055,10483
51,9307
51,9308
10620,9354
51,9309
51,9314
8488,9913
51,9322
51,9323
51,9324
51,9325
51,9327
51,9330
51,9332
51,9337
11657,10005
51,9338
51,9339
8478,10250
51,9340
51,9343
51,9346
51,9347
51,9348
51,9349
78,8516
51,9353
51,9354
52,9331
51,9362
51,9363
12,10573
51,9364
8487,9997
51,9367
10582,10581
51,9371
51,9372
10047,10791
51,9376
10068,10141
51,9379
51,9380
51,9381
51,9382
12,10594
12,10595
8475,10391
51,9387
12,10597
8484,10114
51,9389
30,10041
8509,9332
51,9391
51,9392
51,9393
51,9395
51,9399
51,9400
11114,10518
10045,10890
51,9405
51,9409
51,9414
9516,10908
51,9416
8482,10196
51,9418
51,9419
8475,10423
51,9423
8488,10017
8488,10018
51,9425
9535,10329
51,9426
51,9428
51,9429
51,9431
51,9433
12,10643
51,9436
51,9437
51,9443
51,9444
51,9447
51,9448
51,9449
51,9450
51,9451
51,9452
8475,10451
51,9455
51,9456
51,9458
51,9459
51,9461
10074,10044
51,9465
51,9471
51,9472
11111,10683
51,9476
8475,10481
51,9478
10074,10069
51,9482
8484,10209
24,10322
8509,9428
51,9486
51,9488
51,9489
51,9490
9,10793
51,9492
51,9493
10074,10073
51,9497
51,9498
51,9499
51,9500
8488,10102
51,9501
51,9505
11,10747
9,10812
51,9512
9514,11077
8494,9929
8495,9899
8488,10112
51,9519
8518,9194
51,9524
84,8502
9563,9562
11099,11098
8488,10121
51,9528
35,10028
51,9533
35,10029
51,9534
8476,10501
51,9537
40,9879
51,9539
51,9541
51,9542
51,9543
51,9544
12,10757
51,9549
10029,11525
10076,10075
51,9560
51,9561
8476,10535
51,9562
51,9564
51,9565
51,9566
9563,9604
51,9571
51,9572
51,9574
61,9264
8475,10570
8484,10291
9,10877
51,9576
51,9577
8488,10182
9532,10579
51,9583
9563,9621
51,9587
10061,10578
12,10798
51,9589
51,9592
51,9594
51,9598
51,9599
63,9228
51,9601
11110,10844
51,9604
51,9606
51,9608
51,9610
51,9612
51,9616
51,9617
51,9618
8488,10221
51,9621
10590,10589
10068,10389
51,9624
51,9625
51,9628
51,9630
9574,9337
51,9637
10586,10735
51,9640
51,9641
9660,6680
51,9646
51,9647
51,9649
51,9650
12,10859
12,10864
51,9655
51,9657
51,9658
51,9659
51,9660
8484,10386
51,9662
51,9664
51,9665
51,9666
12,10876
14,10815
51,9668
51,9670
8494,10079
51,9675
9563,9719
51,9677
51,9678
51,9679
51,9680
51,9681
51,9682
51,9683
51,9684
52,9653
51,9685
8488,10286
51,9687
51,9688
51,9691
51,9692
90,8483
8488,10287
51,9695
89,8518
51,9696
51,9697
51,9698
51,9699
51,9700
51,9701
51,9702
51,9703
8486,10359
51,9704
51,9706
11140,10016
8484,10433
8484,10434
51,9711
8488,10305
51,9713
90,8504
51,9714
8526,9138
51,9716
8512,9567
9569,9568
10081,10080
51,9719
51,9720
51,9722
51,9723
51,9724
51,9727
51,9728
9659,6789
51,9729
51,9730
8488,10328
51,9737
10632,9414
51,9740
8484,10466
17,10799
51,9746
54,9654
51,9751
92,8480
51,9752
10574,11216
51,9755
51,9756
8526,9179
51,9758
9527,10911
10620,9808
51,9763
51,9764
51,9766
51,9768
51,9771
51,9773
13,10952
9137,6644
9137,6645
51,9779
51,9780
9137,6647
51,9781
92,8511
51,9782
10595,10594
9137,6642
51,9785
9137,6643
51,9788
51,9789
51,9790
63,9420
51,9797
10073,10408
51,9798
51,9800
51,9802
51,9803
51,9804
51,9805
9137,6664
8476,10773
51,9808
9137,6676
12,11019
51,9810
51,9811
51,9812
51,9816
51,9817
9137,6684
51,9825
61,9516
51,9826
51,9827
9137,6694
51,9828
51,9829
9137,6689
51,9832
51,9833
9137,6700
51,9834
51,9836
9137,6702
51,9838
35,10335
54,9753
9137,6705
51,9847
54,9754
51,9848
51,9849
9578,9420
63,9477
9137,6716
51,9850
51,9851
9137,6717
51,9853
51,9858
17,10913
51,9860
51,9863
51,9864
8526,9280
54,9774
51,9871
51,9874
8475,10879
51,9877
51,9878
51,9881
12,11090
51,9882
51,9883
8475,10888
51,9884
9137,6750
51,9885
51,9886
9137,6744
51,9888
51,9895
8491,10397
9553,10243
51,9898
51,9899
8478,10811
51,9900
51,9901
8476,10867
9665,6776
9514,11458
51,9905
51,9907
8526,9330
8488,10509
51,9908
51,9912
9510,11597
51,9919
51,9920
12,11133
12,11134
63,9558
11169,9340
51,9933
51,9934
51,9935
51,9936
8476,10902
51,9939
51,9941
51,9942
51,9945
8476,10919
51,9948
9534,10892
51,9950
63,9578
51,9951
17,11011
51,9958
10068,10725
51,9961
51,9962
51,9963
21,10894
51,9965
51,9966
51,9968
10060,10982
51,9970
51,9973
8475,10970
11113,11112
9535,10879
8532,9204
10061,10957
51,9976
51,9977
9590,9186
9578,9558
71,9360
71,9361
12,11191
51,9982
8493,10421
8488,10578
51,9985
51,9987
51,9989
51,9991
9,11294
24,10830
51,9993
51,9994
10614,10225
9590,9203
51,10001
8488,10603
8482,10791
10052,11267
10090,10089
51,10007
51,10008
51,10009
51,10010
51,10011
51,10012
51,10014
9,11316
1744,6684
35,10511
51,10019
51,10021
8488,10622
51,10022
51,10023
35,10521
35,10522
8475,11033
51,10030
51,10032
51,10033
51,10034
9,11337
51,10035
51,10036
51,10037
51,10038
51,10039
51,10048
51,10049
8490,10580
9581,9527
12,11262
51,10053
51,10057
8484,10783
8531,9327
51,10059
11101,11579
44,10277
8476,11028
51,10064
51,10066
51,10067
51,10068
51,10075
51,10080
51,10081
63,9710
8475,11087
9,11385
51,10088
8477,11022
51,10093
10578,11434
9532,11092
51,10095
8482,10875
51,10097
37,10532
51,10098
9563,10143
51,10100
51,10101
10605,10604
51,10104
51,10106
51,10107
63,9736
51,10108
37,10546
51,10114
51,10119
51,10120
51,10123
12,11332
8476,11096
51,10124
51,10126
10094,10086
51,10128
51,10132
51,10133
51,10135
51,10136
51,10139
51,10140
51,10141
8476,11107
51,10143
51,10146
8489,10717
51,10147
63,9776
51,10148
51,10150
10117,9397
51,10151
9558,10343
51,10157
51,10161
51,10162
51,10168
51,10169
8531,9429
9514,11733
51,10170
51,10173
51,10174
11656,10864
9586,9509
8476,11151
51,10180
51,10181
51,10183
8475,11180
51,10184
51,10185
8488,10789
51,10189
10608,10600
51,10191
51,10193
51,10198
12,11407
51,10199
51,10200
8488,10803
51,10202
11113,11351
51,10206
51,10208
8494,10615
51,10209
51,10210
51,10211
9528,11341
51,10216
8488,10819
51,10218
51,10219
51,10223
51,10225
51,10227
51,10228
9677,6738
10620,10273
11110,11467
51,10229
51,10232
10068,10997
51,10234
36,10699
51,10235
51,10238
51,10239
63,9868
51,10242
51,10244
51,10245
51,10247
51,10248
8476,11214
51,10249
51,10251
108,8485
51,10255
51,10256
11128,10930
51,10258
27,11004
9586,9585
51,10263
108,8498
51,10265
51,10267
9153,6632
51,10270
12,11480
51,10272
51,10273
8476,11247
9153,6644
51,10274
8476,11248
9153,6645
9518,11715
9153,6647
51,10279
9153,6642
8488,10874
51,10281
9153,6643
51,10283
51,10284
9152,6686
8526,9703
9152,6681
51,10288
51,10289
9152,6691
13,11471
51,10293
51,10294
10099,10098
10611,10610
51,10297
51,10300
61,9992
9153,6664
51,10304
9153,6676
8476,11280
9153,6679
12,11518
9153,6672
51,10310
51,10314
9153,6684
51,10315
110,8487
51,10316
51,10318
8492,10787
51,10319
51,10320
12,11529
51,10321
9153,6683
8526,9746
9591,9500
9153,6694
51,10325
51,10326
10598,11046
51,10327
9153,6689
51,10329
9153,6700
51,10331
9153,6702
51,10334
8488,10930
9153,6705
9153,6716
51,10346
10208,6780
51,10347
9153,6717
51,10348
11150,10347
110,8521
51,10351
110,8523
12,11561
8488,10946
9153,6725
110,8527
24,11194
51,10361
51,10362
8488,10964
51,10363
51,10364
9153,6734
35,10861
10108,9898
51,10365
111,8506
51,10366
9574,10062
51,10368
8504,10477
89,9194
51,10372
10117,9627
51,10374
51,10376
8488,10981
51,10380
8514,10176
11110,11626
51,10389
12,11599
9590,9589
51,10391
10061,11374
10426,69
12,11604
51,10396
9588,9665
51,10398
51,10399
35,10895
63,10027
51,10401
51,10403
51,10404
54,10312
51,10408
51,10409
51,10410
51,10411
51,10413
9,11717
51,10419
51,10422
8488,11015
51,10423
51,10424
51,10428
51,10429
51,10430
12,11641
8526,9847
51,10433
51,10434
8531,9704
51,10437
8513,10263
51,10438
51,10440
51,10441
8531,9711
12,11656
51,10447
51,10448
51,10451
23,11320
12,11661
8497,10774
51,10452
51,10454
51,10455
51,10456
51,10457
9155,6766
51,10459
51,10460
51,10461
51,10462
51,10466
90,9258
51,10468
61,10159
51,10469
92,9202
8513,10297
51,10481
51,10482
51,10484
75,9745
9601,9347
51,10490
51,10491
51,10492
51,10501
8488,11098
51,10505
9,11807
51,10506
11695,9994
11131,11097
51,10508
8488,11109
51,10512
51,10519
10618,10617
9688,6692
11110,11761
51,10524
51,10527
51,10530
51,10531
10122,9630
9532,11537
10117,9787
51,10534
8488,11128
51,10535
51,10539
9375,28
117,8494
51,10542
51,10543
51,10544
90,9336
12,11756
9375,36
9588,9813
51,10552
51,10553
51,10557
117,8512
51,10559
9563,10596
117,8514
63,10192
9563,10608
51,10570
51,10571
9375,60
51,10574
29,11256
9375,55
17,11629
63,10205
9542,11276
10614,10806
51,10583
8526,10009
51,10586
9375,75
51,10587
51,10588
9375,76
51,10589
51,10591
59,10345
51,10593
27,11339
60,10317
51,10596
8476,11564
51,10600
51,10601
51,10606
51,10607
9375,87
51,10608
51,10614
51,10619
90,9411
90,9412
51,10624
51,10625
51,10626
8488,11228
23,11495
51,10628
34,11156
51,10629
51,10631
8482,11411
51,10632
9531,11661
20,11595
51,10639
51,10640
51,10641
61,10332
8526,10066
61,10333
51,10644
51,10645
51,10646
26,11421
51,10648
121,8481
51,10651
9375,140
51,10653
51,10655
9375,135
10124,9698
51,10663
8513,10482
8513,10492
75,9922
75,9923
51,10667
51,10669
51,10671
11171,10013
51,10673
9375,162
51,10675
51,10676
9599,9598
51,10681
51,10682
11197,9225
9375,171
9375,167
50,10722
51,10691
8488,11293
51,10695
51,10696
51,10698
8487,11331
51,10702
71,10083
51,10704
51,10706
51,10707
51,10712
8486,11378
9167,6653
51,10718
10621,10724
51,10721
51,10725
51,10727
51,10729
51,10730
17,11786
51,10732
51,10734
51,10735
10058,11812
51,10740
51,10741
11169,10150
51,10742
51,10743
51,10744
52,10716
51,10751
80,9852
51,10752
51,10753
51,10754
10635,10330
63,10388
51,10763
51,10765
51,10766
10635,10339
8488,11359
51,10768
10611,11084
51,10771
49,10834
51,10773
8488,11374
49,10835
51,10774
8484,11504
9590,9982
51,10784
90,9579
78,9952
78,9953
51,10790
51,10792
11653,11574
51,10794
8488,11395
51,10795
8480,11644
51,10796
9166,6764
51,10797
10650,9905
51,10800
51,10801
51,10805
34,11333
51,10806
8508,10780
51,10808
51,10809
51,10810
51,10814
51,10818
51,10820
8488,11422
51,10822
51,10824
51,10825
51,10827
8531,10095
8488,11429
9588,10091
51,10831
51,10832
23,11707
8532,10070
51,10847
127,8492
51,10850
8513,10676
