artist_1,artist_2
7055,8984
13175,3586
14231,7715
13423,4091
12902,7954
13423,4088
12913,3514
13026,4106
13386,1138
13378,1386
14235,7600
12895,4083
12740,8885
13442,3508
13331,6947
12902,7971
13026,4127
13360,6062
13423,8202
13397,9008
14227,3756
13566,7862
14231,3645
13045,3540
12803,6947
13304,3704
13045,3553
7055,9020
13175,3614
7055,9019
13031,3997
13069,6912
13170,3780
13170,3777
13422,4158
13334,6886
12913,3566
13233,5934
14225,7948
13386,1190
14220,4005
13175,7729
13175,3630
13233,5929
7055,9034
14232,3645
13175,3645
13233,5941
14233,7706
12779,3627
13026,4173
13445,3470
13175,3647
12740,8940
14224,3909
13423,8261
12913,7684
13294,4061
13422,4204
13170,3824
13423,4171
13026,4188
13408,535
13203,6891
13423,8263
14233,3633
12902,3947
12902,8044
14226,3862
14238,3485
13422,4205
12740,8977
13026,4208
13397,9086
13334,6943
13027,8269
13026,4204
14234,3617
13304,3776
13203,6907
12902,8058
13386,1246
14220,4064
14226,7971
13408,559
13566,3854
13185,3377
13175,3687
13175,3701
13170,3854
13170,7948
13397,9103
13026,4217
12902,3980
12805,6987
13304,3804
13175,3705
14235,7706
13175,3702
13026,4239
14220,4089
13422,8347
14220,8180
13031,4091
13442,3638
12940,6909
13334,6983
14220,4091
12805,6997
13269,9011
13423,4237
13170,3888
12749,553
13334,6994
14227,3884
12902,4000
13334,6992
12749,549
13175,3727
13422,8372
14227,3897
13185,3426
8423,3590
12779,3723
14220,4108
13423,8348
12765,4171
13386,1302
13423,4248
13170,7996
13175,3756
12913,3687
13185,3444
12902,4025
13334,7018
13038,3906
14240,7601
14222,4061
13245,5676
13031,8215
13360,6208
14229,3857
13175,3759
13442,7770
14227,8025
13026,8389
12937,7062
14229,3874
12902,4050
13170,8027
13108,5854
13445,3599
12902,8142
13442,3701
12895,4273
14220,4158
13175,7878
13361,6208
13175,7892
12902,8164
13412,8738
14227,3948
13423,4297
13175,7886
13423,4295
14227,3947
13108,5881
13341,6848
13423,4306
13175,3803
13304,3897
12902,4072
12805,7079
14226,8084
13170,3953
13185,3489
13031,8263
13170,8050
13185,3502
13442,3727
13175,3812
13175,3813
13027,8399
13442,3723
12902,8188
13203,7046
13445,3640
12902,4097
13175,3824
14236,7798
12902,8192
13334,7086
13342,6838
13045,7864
13108,5909
13442,7843
13185,7618
13170,8084
13045,3765
13175,3845
13170,4000
13170,3997
13076,6921
13408,8917
13038,4003
14229,3947
13271,9067
13175,7944
12779,3837
12902,4120
14239,3633
13277,8879
13185,7646
13175,7954
14224,4108
12902,4127
13304,3954
13233,6153
13045,3803
13442,3777
13175,3862
14228,8084
13185,3567
13076,6943
13175,7971
13277,8905
12779,3861
13031,4239
13031,8348
14223,8261
13151,8723
13100,6208
13386,1435
13045,3812
13045,3813
13175,7989
13175,3893
1692,3508
13442,7899
14220,4262
14220,4259
12902,8254
13304,3984
13386,1455
13108,5976
13175,3896
13378,5807
13031,8372
14221,4251
14224,8254
13442,3824
13175,3906
14227,4062
13445,3728
13445,3729
13075,7005
12902,4173
14221,8352
13045,7944
13277,753
13342,6939
13334,3089
13442,3837
13394,5325
14220,8399
13386,5582
14221,4270
14222,4237
13151,8767
13031,4295
13170,8190
13108,6013
12765,8452
13076,7018
13083,6796
13175,8041
13170,4098
13175,8050
13245,5881
13170,8202
13442,3866
13045,3898
13076,7032
13175,3960
13342,6976
13442,3874
13170,4127
13045,3906
13245,5897
13170,4124
12779,8050
13151,628
12946,6984
13347,6841
13445,3801
13175,8084
13175,3988
13233,6287
13416,8803
13175,8080
14239,7864
13445,3804
14228,4108
12836,6300
13175,3996
13304,4091
13026,8612
13130,1304
4013,1304
13175,4011
14227,8263
12779,3997
13185,7806
13422,8652
7055,5325
13378,5915
13185,3704
13175,4026
12913,8050
13386,5676
14234,8058
13038,4188
13170,4189
12902,4306
14229,4127
13304,4128
14220,308
13170,4186
12779,8115
13445,3866
13347,6904
14238,3857
13342,7057
7055,1251
13185,3728
7055,5346
13170,4208
13190,7684
13304,8243
12850,5934
13170,4204
12850,5929
13191,3550
13195,3426
13347,6907
14242,3751
13185,7846
13423,8657
13334,3221
12803,3312
13331,3328
13185,3756
13045,4000
13170,4220
13445,3885
12759,8767
13423,8676
14229,8266
13175,4077
13342,7090
13423,8672
13442,3988
13423,8673
13175,4070
14240,3824
13170,4226
13175,8176
13416,8898
14238,7989
13175,4092
12902,268
13185,7876
12814,7090
13038,4239
13175,4089
13334,3256
14245,3684
14240,3854
13026,8718
13442,4011
13349,6895
13175,4097
13836,4083
12779,4083
14243,7864
13175,4109
13083,6958
13175,4106
13185,3794
13190,3638
13026,8722
13331,3363
13347,6976
13422,8748
12895,8699
13045,8142
13190,3645
14235,4018
13026,8741
13245,6046
13045,4052
13045,4053
13045,8162
12760,8803
13445,3950
13170,4281
13175,4127
13347,6987
13422,8771
13422,8772
14239,8018
14227,4295
13422,8767
13045,4071
13185,3824
13175,8243
12779,8229
13287,8862
14228,4281
12913,8183
12765,8671
13031,8628
13334,3331
13347,7022
13045,4097
13045,8190
13281,9067
13045,4106
13175,4173
14220,8639
13151,9010
12779,4158
13422,8802
13408,1044
13442,4081
14245,7860
13027,8767
14237,4025
13026,8798
13442,8190
13108,6253
13175,4174
13245,6100
13175,4175
13408,1061
13175,4188
13416,9003
13347,7046
13185,3874
13175,8278
12793,3736
13423,8792
14236,8163
13442,8201
13175,4191
12765,517
13175,4204
13185,7991
13175,4205
13185,7989
12763,8780
13031,8664
13304,4297
13185,3888
14220,8677
13031,8673
13031,8684
13323,3729
13416,9035
12850,6100
13245,6155
13342,3148
13175,4229
13026,8846
13422,8854
13422,8867
12902,412
12902,8602
13175,4244
13026,8864
13334,3412
13423,8845
12902,8612
14237,4089
13108,6317
13026,677
13378,6149
13175,4251
14220,8715
13423,8847
13026,8879
13442,4176
13175,4261
12803,7601
13350,7028
13185,8044
12895,8843
12779,4244
13045,4188
13378,6153
13421,8917
13108,6343
13233,6564
12779,8351
13304,268
13114,6155
13026,8884
13423,8862
12895,8846
13175,8358
12779,8347
13836,8348
12902,8643
12688,7085
13031,8738
14225,8589
13170,332
13175,4282
12763,8862
13175,8378
13151,9122
13185,8069
13045,4217
13836,8377
13423,8893
13175,8389
13026,8905
13422,8917
13442,4215
13421,8961
14245,7991
13185,3984
13175,4295
14240,4062
13423,8909
13342,3228
13031,8773
13304,308
13442,4222
13045,4239
13342,3221
13185,8089
