institution_1,institution_2
11979,9883
11985,9699
11993,9450
11988,9615
11988,9618
11982,9804
11986,9680
11988,9612
11995,9395
11993,9456
12438,12045
11999,9273
11993,9471
11983,9781
11983,9775
7683,12008
11981,9836
11979,9900
11980,9869
11983,9787
11995,9415
11978,9941
3624,6769
11979,9912
11987,9658
11983,9782
11978,9939
11999,9288
11980,9877
11979,9908
11988,9640
11978,9952
11985,9730
11979,9927
11999,9306
11988,9649
11989,9618
11982,9829
12083,6701
11995,9428
11996,9397
11985,9738
11988,9655
11981,9875
11988,9658
11979,9930
11990,9589
11999,9313
11993,9499
11980,9912
11998,9353
11996,9415
11988,9666
11979,9939
11985,9753
11978,9970
11979,9941
11978,9982
11989,9640
11979,9950
11997,9395
7740,10283
11999,9332
11987,9704
11979,9952
11978,9979
11978,9989
11980,9930
11993,9526
4025,10774
11979,9955
12001,9273
11978,9985
11985,9768
11972,10174
13668,6761
11985,9782
8306,9138
11892,12662
11979,9965
11979,9975
11978,10006
11985,9788
8268,10330
11982,9883
11987,9728
6798,6748
11978,10002
11985,9785
11982,9877
11979,9970
11985,9787
11978,10014
12005,9177
11979,9982
12615,6650
11979,9985
6719,9205
11993,9544
8383,6768
8383,6769
12517,9698
11990,9649
8387,6657
11978,10023
11997,9428
1409,9982
11979,9989
371,9393
11956,10701
11991,9627
11978,10030
11980,9970
7718,11013
11988,9721
12001,9313
11985,9810
11978,10037
11978,10039
6651,11337
11978,10034
11993,9568
11979,10002
11985,9829
11991,9643
11979,10014
11985,9825
11993,9576
11980,9982
11991,9640
11979,10023
4160,6650
11985,9836
7858,6697
456,6787
11987,9785
11993,9598
1412,9927
11982,9936
12615,6709
11979,10038
3632,6650
11979,10034
11981,9975
11980,10006
11979,10037
11979,10036
11993,9615
11998,9459
4161,6650
11978,10086
11980,10023
11983,9930
12615,6722
11982,9970
11988,9784
11980,10034
11983,9941
11981,10002
11988,9785
12517,9764
11985,9875
11982,9968
1434,9280
12615,6727
11985,9874
11997,9513
11978,10104
11985,9883
11990,9738
12001,9397
11989,9768
11979,10080
4159,6740
11988,9798
11983,9952
11978,10107
11979,10086
11993,9655
3632,6697
12615,6755
991,6650
12615,6752
11978,10114
8386,6778
11971,10330
11979,10082
11985,9898
12615,6764
11989,9785
11985,9908
11980,10066
11981,10034
11993,9662
12615,6758
11983,9968
11993,9658
8197,12657
12615,6773
11978,10133
8260,10706
11917,12026
11979,10104
11997,9546
11983,9975
11978,10130
12615,6769
11985,9912
7726,10874
11993,9666
12615,6780
11995,9615
12001,9428
11991,9738
12615,6778
5623,10535
12087,6764
11979,10107
11975,10230
12615,6788
11999,9498
6663,11077
11988,9836
11979,10114
12615,6782
11985,9941
11988,9847
11978,10157
11979,10128
11987,9875
11985,9936
11993,9690
11979,10134
5642,9970
11985,9950
8311,9150
7700,11714
11978,10161
11979,10133
11978,10174
11979,10145
11978,10175
11979,10139
11983,10014
11985,9952
11980,10107
11987,9903
11995,9655
11980,10121
11999,9526
11991,9787
11986,9941
11985,9975
11979,10161
11988,9878
11979,10157
4050,10198
11987,9908
11985,9970
11978,10198
11986,9952
11978,10199
11980,10134
11978,10206
11979,10175
11985,9989
11962,10701
11979,10174
3635,6693
11988,9898
11990,9836
11980,10145
11978,10202
11985,9985
7741,10481
7726,10946
11990,9832
865,10647
11993,9738
11993,9749
11988,9903
11979,10185
11899,12664
11990,9838
11978,10211
11988,9912
11978,10221
8392,6701
11985,10006
11981,10130
11993,9753
3637,6650
11980,10157
11978,10230
11979,10199
11997,9640
11979,10198
11985,10014
4063,9836
11978,10225
11979,10206
11993,9772
11985,10023
11988,9930
11978,10234
11979,10202
11980,10171
11978,10246
11996,9690
11979,10217
11978,10247
11980,10180
11983,10086
11978,10244
11993,9778
463,6766
11990,9882
11985,10037
6809,6650
11990,9884
11985,10038
11979,10218
11979,10221
11978,10252
11985,10034
11978,10251
11988,9952
11979,10230
8827,9640
11980,10202
11993,9798
11980,10198
6277,6768
11979,10228
8392,6748
11979,10238
11993,9804
7731,10851
11990,9899
11979,10234
11980,10206
4052,10221
11978,10278
11988,9968
11979,10247
11979,10246
11979,10249
11978,10280
11997,9690
11980,10211
11983,10121
5668,9280
11979,10244
11979,10255
11988,9975
11980,10225
11991,9884
1351,12042
1521,6773
11979,10250
11979,10252
11993,9829
5616,10906
11980,10234
11981,10202
7752,10230
11983,10134
11988,9979
11980,10230
11981,10199
11962,10787
11981,10198
11987,10023
11979,10272
11985,10086
993,6773
11983,10145
11981,10206
11978,10310
11983,10157
11978,10312
881,10251
3636,6768
11991,9903
11995,9778
3548,9498
11980,10246
11979,10276
3975,12648
11979,10286
11979,10283
11980,10252
11978,10314
11979,10284
11979,10296
11957,10973
11990,9950
11982,10198
11985,10104
11985,10107
11979,10293
11981,10230
11990,9962
11978,10334
11980,10272
8250,11214
11988,10023
11980,10267
3513,10606
11978,10331
11985,10114
4052,10286
11979,10310
11988,10034
11979,10312
11988,10030
11990,9968
11993,9875
11993,9874
11978,10339
1354,12009
11993,9884
7710,11581
11985,10134
11979,10314
11985,10128
11987,10066
11989,10006
11988,10037
11983,10202
11978,10359
4166,6771
11983,10199
11979,10325
11978,10356
3448,12648
995,6771
11979,10334
11991,9962
11979,10331
11997,9772
11983,10206
11978,10364
999,6653
11993,9898
12005,9526
11995,9847
11985,10157
6159,10535
11983,10221
11980,10314
11978,10375
4166,6787
11979,10339
11983,10217
11981,10278
11991,9979
6173,10110
11987,10104
11989,10037
11993,9912
11979,10346
996,6761
11978,10380
6662,11337
11988,10080
4169,6707
11993,9927
11980,10330
4042,10647
11983,10230
11980,10325
11979,10356
11978,10398
3449,12648
11985,10180
898,9811
6111,12046
11983,10244
11979,10368
11985,10176
11980,10331
7677,12657
8397,6718
11988,10086
6142,11089
11979,10364
11979,10375
11998,9785
11979,10374
3639,6769
11990,10036
4023,11247
11979,10376
11983,10252
11987,10128
896,9883
11985,10185
11983,10246
11980,10339
11981,10310
7780,9478
6811,6748
11985,10199
11985,10198
11991,10006
11979,10380
11980,10359
3111,6769
11985,10206
11980,10356
11993,9952
11985,10202
11981,10339
868,10774
11991,10028
878,10469
11979,10409
11987,10161
11988,10130
6283,6761
11983,10278
3644,6650
11987,10157
11999,9784
11993,9970
7728,11122
11978,10447
11985,10230
11985,10225
11978,10441
11993,9979
1399,10718
11987,10175
8274,10591
11978,10456
11998,9836
8272,10647
11988,10139
11981,10359
11978,10452
11985,10234
11985,10244
11985,10247
11979,10432
11985,10246
11978,10460
470,6764
4169,6787
3542,9837
11989,10128
11978,10469
11985,10252
470,6768
11985,10249
11983,10310
11981,10375
11988,10157
11987,10199
11978,10477
11983,10325
11993,10014
11995,9952
8296,9930
472,6718
3113,6769
1451,9138
7783,9456
11987,10206
11993,10023
11991,10079
11978,10482
11979,10451
11978,10481
11979,10450
11988,10171
11983,10339
11993,10028
11979,10462
3642,6764
11987,10211
11985,10272
11991,10086
11983,10334
11978,10491
11993,10037
11989,10161
11985,10284
11988,10194
11993,10038
11998,9883
11989,10157
6662,11458
11979,10469
11985,10293
11987,10230
11980,10447
11978,10512
11980,10450
11988,10202
11979,10481
12517,10182
11995,9979
12020,9204
11988,10198
11979,10477
11978,10518
11979,10486
13795,3340
11987,10234
11980,10454
11988,10206
6172,10286
11987,10247
11987,10246
11979,10494
11985,10310
11980,10460
11988,10211
11979,10490
6726,9498
11993,10059
11987,10244
5761,6650
3495,11358
11990,10161
11999,9882
11979,10505
11958,11155
7774,9781
11983,10380
11993,10070
6698,10375
11983,10374
11979,10501
11980,10469
11988,10221
11985,10314
11985,10325
11988,10234
7739,10874
11981,10450
11979,10512
11989,10202
11991,10134
11988,10230
6117,12008
1416,10286
11989,10198
3643,6788
11987,10267
11991,10145
11985,10331
11989,10206
11988,10247
908,9662
11978,10559
11999,9903
12100,6771
11980,10491
6815,6771
1414,10363
6287,6755
11998,9936
11985,10339
11988,10246
11979,10534
11978,10567
11953,11337
11988,10252
11979,10530
6097,12652
11985,10346
11980,10512
6188,9837
7792,9263
11979,10544
11983,10416
8285,10376
11985,10364
1006,6650
12529,9883
11988,10267
12517,10252
11980,10518
11978,10580
11991,10176
11981,10486
4034,11089
11985,10375
11980,10530
872,10810
3550,9711
11978,10591
11987,10312
11995,10059
3483,11790
11986,10339
1362,12009
12001,9884
11985,10380
11978,10600
6114,12153
4030,11222
6173,10330
11987,10314
11979,10565
12001,9882
11982,10482
11978,10607
4174,6771
3646,6755
11978,10603
3984,12666
11999,9962
7787,9459
7739,10946
12517,10286
11990,10238
11993,10145
11991,10206
11979,10591
11988,10312
11979,10593
11983,10469
12005,9787
11990,10251
11987,10339
11983,10462
11978,10619
11979,10601
11983,10477
8403,6769
11978,10631
11979,10600
12550,9280
11982,10501
6208,9276
11978,10628
11998,10008
6289,6771
11979,10606
7795,9234
11991,10230
12529,9936
11993,10171
12103,6771
8254,11401
11990,10274
11979,10615
12022,9282
12550,9300
11983,10490
11985,10428
11978,10645
11978,10647
6290,6752
11988,10334
11987,10364
286,12653
11999,10002
11987,10374
11983,10501
6818,6769
891,10286
4045,10819
6721,9782
11985,10432
6291,6727
11979,10631
11995,10134
11993,10199
11985,10447
8314,9560
11978,10663
11980,10601
11993,10198
1365,11984
11993,10193
11999,10006
866,11071
11993,10194
11979,10628
11990,10297
11978,10669
11988,10359
4039,11014
11978,10671
11988,10356
11980,10603
11978,10665
3649,6727
11985,10451
11980,10606
11979,10647
476,6788
11987,10398
3561,9459
7686,12654
11989,10339
835,12046
6819,6769
11988,10364
11985,10456
11978,10673
5235,6718
11978,10676
3541,10082
6711,10114
12001,9962
11978,10675
11989,10334
11993,10221
11985,10468
11983,10530
11987,10409
11999,10037
11993,10217
11980,10619
6290,6790
11979,10663
11978,10694
11980,10631
11979,10665
11978,10695
11993,10230
11993,10225
8215,12655
12105,6754
6291,6771
12550,9353
11979,10673
11985,10486
3509,11096
12020,9395
11979,10669
11998,10080
12020,9397
11980,10647
11993,10247
11993,10246
11979,10675
11978,10706
3649,6764
11979,10674
11985,10491
11985,10490
3124,6659
11995,10193
11993,10250
12550,9379
11987,10447
11979,10695
11979,10694
11978,10727
11980,10665
11985,10505
11978,10722
5687,9138
11978,10724
11979,10692
11980,10671
11987,10454
11978,10735
11999,10079
11985,10512
5765,6728
11993,10267
11988,10421
12020,9429
12550,9395
11991,10339
12107,6742
11987,10462
11980,10676
4051,10718
11978,10740
11981,10647
11987,10460
11979,10718
11986,10501
3563,9471
11983,10591
12550,9397
11987,10469
11979,10717
876,10851
11993,10293
11979,10727
11988,10447
4092,9459
8267,11107
11979,10722
11979,10724
11981,10673
11988,10456
11979,10734
11987,10486
11993,10303
11980,10706
11993,10296
11985,10544
11987,10482
11988,10454
12550,9428
11995,10246
11993,10310
11979,10739
11988,10460
6822,6771
11990,10397
290,12655
6719,9962
11979,10740
11978,10771
6162,10850
11983,10628
4045,10946
11991,10375
11993,10312
11998,10157
11979,10748
11980,10717
11978,10779
12517,10462
11996,10230
11978,10787
11985,10580
12550,9449
481,6755
1009,6772
11978,10794
11979,10763
1410,10727
7744,10980
3124,6745
11978,10795
12001,10082
11978,10806
11985,10591
7249,9944
11995,10280
11979,10771
11983,10647
6698,10647
11989,10460
11980,10753
11979,10779
11989,10469
11985,10593
11939,12018
11987,10530
11981,10719
3506,11303
11988,10512
11979,10790
11993,10359
11983,10669
11985,10607
5664,9944
12550,9471
11985,10600
11978,10820
11985,10603
11991,10416
11995,10303
11983,10674
3541,10230
11989,10490
11978,10831
11979,10794
11988,10518
11978,10828
12550,9478
11999,10176
6173,10567
11987,10559
8411,6727
343,11071
11993,10375
4007,12175
11995,10312
11985,10619
12550,9486
11985,10628
11985,10631
11993,10382
12517,10518
11982,10718
11990,10469
11979,10810
11980,10779
6298,6701
5646,10535
11990,10482
11991,10450
380,9941
11983,10701
11978,10856
11978,10850
11983,10695
11978,10851
11979,10820
4043,11084
11981,10769
11985,10645
11978,10862
11993,10397
11985,10644
11990,10492
11985,10647
3129,6650
7788,9681
1011,6776
11979,10828
12550,9524
6107,12648
8787,11484
11988,10567
11985,10663
11978,10874
11978,10875
11979,10855
11978,10885
11985,10671
11980,10826
11979,10856
11985,10665
11979,10851
3126,6769
12517,10559
11978,10881
11993,10416
11999,10230
11979,10850
11979,10853
12001,10171
11979,10852
4023,11736
4039,11240
11983,10739
11980,10831
11979,10862
11988,10580
11983,10735
11985,10673
12111,6766
11999,10238
11978,10889
11991,10486
8264,11337
11985,10675
11978,10901
5670,9837
11990,10531
11978,10898
11985,10692
11980,10850
11979,10881
11993,10447
11979,10875
1013,6761
11978,10908
11987,10628
11980,10856
11980,10855
7883,6787
11979,10889
4188,6650
6129,12014
888,10644
11980,10851
11979,10885
11993,10450
11979,10884
11978,10915
11987,10647
11978,10925
11999,10274
11997,10339
11979,10890
11995,10397
11987,10645
12005,10086
11985,10706
11985,10717
11991,10531
11982,10810
5645,10647
11978,10930
11979,10898
11983,10787
11988,10631
11985,10727
12001,10230
11993,10475
11979,10908
11985,10722
11983,10794
11978,10946
11979,10915
11985,10740
11988,10647
11993,10492
11978,10960
3568,9524
11987,10675
11981,10861
11979,10925
11982,10831
3657,6769
11983,10810
8413,6788
11997,10375
11995,10447
11982,10850
11987,10694
11982,10851
11980,10908
12517,10644
11986,10724
7716,12023
11987,10692
11978,10982
3129,6771
11975,11077
11988,10673
11983,10828
11990,10606
11979,10946
11993,10512
11978,10977
11978,10980
11985,10763
4084,9936
11990,10607
5657,10330
11979,10958
11978,10992
11979,10960
11988,10676
12517,10663
11989,10644
11978,10985
11985,10771
11995,10460
11980,10925
11983,10842
12118,6659
1430,10307
11985,10779
11979,10964
11978,10995
11981,10913
11991,10603
11983,10850
11979,10977
11980,10946
11985,10790
11979,10973
11985,10787
3525,10906
11987,10724
11978,11014
11987,10735
11978,11013
12001,10297
11983,10855
3547,10230
12550,9664
11991,10606
4100,9471
11978,11012
11985,10795
11985,10794
11979,10980
11983,10856
11978,11022
11985,10805
11978,11021
11979,10992
11995,10491
11978,11017
11995,10490
11983,10862
11978,11019
11990,10647
11962,11526
11983,10875
11979,10998
11988,10722
11987,10753
11978,11026
11979,10995
11983,10870
1375,12046
11985,10820
897,10482
11981,10946
11980,10977
11989,10692
11979,11005
11983,10881
11985,10819
11989,10694
1017,6768
11988,10735
11990,10673
11985,10828
11979,11014
11993,10580
11979,11017
11980,10985
3135,6650
11979,11010
11983,10889
11978,11043
11978,11054
7888,6769
11979,11022
11983,10900
11988,10740
11979,11021
11983,10908
11987,10779
11979,11026
11980,10998
11985,10853
11985,10855
11985,10851
11993,10603
11985,10850
11999,10416
11991,10674
11983,10925
11997,10490
11979,11043
11980,11012
11979,11042
11985,10856
11989,10735
11978,11076
11980,11013
11979,11054
891,10720
11978,11084
11980,11022
11980,11021
11993,10631
11978,11095
11980,11028
11998,10469
11978,11089
11988,10779
11985,10875
11981,10998
11985,10874
11978,11091
11985,10885
11998,10482
11985,10884
11983,10946
7700,12650
11985,10881
11991,10694
11988,10787
1426,10535
6832,6788
12550,9749
11987,10820
8278,11122
11993,10647
11988,10795
11978,11108
11979,11077
1429,10451
11987,10828
11979,11076
11979,11089
11995,10587
6308,6665
12550,9768
11980,11054
11988,10806
11979,11084
11983,10960
6834,6748
11979,11095
11985,10908
11993,10663
11983,10973
6220,9395
11991,10724
11978,11122
11979,11091
11998,10501
11990,10751
12550,9787
12550,9788
11981,11043
11988,10820
11993,10665
11987,10850
7891,6758
12550,9782
4042,11395
11985,10925
4193,6715
11982,11017
11978,11141
11993,10676
1375,12153
7891,6769
7752,11077
11979,11108
11993,10674
11983,10995
7766,10647
12005,10312
11978,11149
12020,9847
11978,11151
11982,11022
11978,11145
11978,11147
11980,11096
11988,10850
11991,10751
11987,10875
11983,10998
11979,11122
369,10591
11978,11155
11993,10701
11988,10856
11987,10889
11983,11012
5253,6650
8250,12042
11988,10851
852,12009
3527,11005
11987,10885
8424,6650
11985,10946
11979,11145
12005,10339
11978,11172
11988,10862
11979,11141
11999,10531
11979,11151
928,9664
12550,9836
11988,10874
11978,11178
11978,11177
11983,11022
11985,10960
8309,10230
11998,10559
11995,10663
4107,9429
11993,10724
11990,10820
11989,10850
11988,10881
11979,11155
11988,10875
3560,10008
11983,11042
11985,10980
11985,10982
11988,10889
11978,11199
11985,10977
11986,10946
5642,11005
1474,9144
8282,11084
12001,10482
11978,11206
11996,10647
11979,11177
13182,6650
11978,11207
8331,9570
899,10591
11993,10739
11980,11141
11978,11214
11999,10563
11980,11151
11978,11216
11985,10998
11985,10992
11979,11178
11985,10995
11983,11056
7766,10720
11990,10850
11978,11222
11985,11005
13182,6665
12550,9874
11990,10851
11997,10628
3137,6769
11979,11199
11985,11013
11979,11198
7782,10230
11983,11077
6836,6787
11991,10828
11985,11014
11978,11231
4057,11022
11995,10701
11985,11021
11979,11207
11979,11206
11986,10992
11983,11084
11985,11022
5611,12008
11981,11141
11985,11017
918,10034
5641,11076
1024,6749
11978,11236
11997,10647
11988,10925
11979,11214
11991,10842
3541,10647
12022,9877
1023,6788
12001,10531
11983,11089
11995,10717
13182,6697
11988,10946
11985,11039
11978,11256
11987,10977
937,9459
11978,11255
11993,10787
11983,11096
11995,10724
11979,11231
5256,6650
11987,10985
11999,10606
11978,11257
11985,11043
11978,11260
11985,11042
8284,11096
11979,11240
11985,11054
7751,11236
11980,11206
11979,11236
11978,11278
11991,10875
11987,10998
11983,11122
12125,6722
13182,6722
12550,9930
11990,10902
11988,10964
1024,6788
4109,9459
6739,9847
11980,11214
11978,11276
3531,10992
11978,11275
12550,9939
11993,10820
938,9459
11979,11257
11979,11256
11978,11287
11988,10977
5624,11654
11978,11284
11985,11077
13182,6740
11985,11076
11993,10828
11987,11017
11988,10985
11978,11295
7746,11416
11990,10917
12550,9941
11987,11013
11990,10919
11981,11198
11979,11260
13182,6747
11986,11054
7896,6769
13182,6748
11985,11084
307,12652
11978,11303
13182,6743
11990,10925
11987,11021
1554,6768
13182,6742
11978,11309
328,12009
11985,11095
11991,10908
1025,6788
11985,11089
11978,11305
13182,6749
11987,11028
11979,11276
11993,10842
6760,9234
11987,11039
11979,11287
11989,10977
5784,6722
12124,6791
13182,6764
11980,11257
12001,10606
11985,11096
11993,10851
11979,11284
3668,6788
13182,6771
11979,11295
13182,6772
11985,11108
13182,6769
12550,9975
11987,11042
12005,10486
11988,11013
13182,6779
11979,11303
11990,10961
11979,11305
13182,6778
11988,11019
11981,11236
13182,6773
11988,11022
11988,11021
11980,11280
13182,6788
11978,11341
1430,10647
13182,6785
11978,11344
11979,11313
11998,10718
3499,12046
11980,11275
11978,11337
11982,11216
13182,6782
11993,10874
11985,11122
942,9397
11991,10946
11990,10977
11980,11287
11988,11042
390,10128
12517,11022
11993,10881
11981,11255
11981,11254
11989,11017
11978,11358
5645,11071
11993,10889
11983,11198
11980,11294
11982,11232
11980,11293
11978,11355
11995,10828
11989,11014
11987,11076
11993,10900
11987,11089
12020,10066
11985,11151
11980,11305
906,10534
6842,6742
11985,11147
11991,10961
12550,10014
3674,6650
11993,10908
12050,9144
11978,11376
11979,11344
11995,10842
11985,11155
11982,11247
11995,10851
11981,11287
859,12009
11993,10925
11979,11359
11979,11358
11985,11172
11990,11017
6842,6768
11988,11076
11990,11013
11981,11295
12550,10038
11979,11356
11988,11089
11988,11084
11985,11177
11989,11054
11985,11178
6223,9583
11978,11408
11979,11376
1388,12019
11978,11416
11985,11198
4200,6773
8331,9778
860,12008
11983,11254
11997,10820
11983,11257
12050,9179
11993,10946
11982,11287
11980,11359
11979,11393
11985,11207
11985,11206
11980,11355
11978,11417
11997,10828
5258,6749
11989,11089
11999,10779
4106,9703
11993,10960
11987,11149
11993,10973
11988,11127
11997,10851
6176,11071
6156,11691
1388,12046
11979,11408
11985,11216
12050,9204
12550,10086
11995,10908
11939,12657
11983,11293
11979,11417
11979,11416
11979,11411
4048,11518
12550,10107
505,6665
11985,11236
7901,6764
11980,11393
11993,10985
11995,10925
11998,10831
12050,9229
4203,6722
11988,11154
12550,10114
11980,11401
11983,11303
11987,11178
11985,11240
11988,11149
11990,11087
8430,6769
11980,11408
7780,10531
11981,11378
11985,11254
11978,11466
11978,11467
11997,10889
11993,11013
11980,11416
11985,11260
8431,6748
11985,11257
8272,11672
11995,10946
11978,11473
1034,6682
8430,6788
11993,11022
11997,10898
11991,11084
11993,11017
12550,10133
11986,11236
11993,11019
12550,10134
11987,11214
11993,11028
11985,11279
12020,10194
11987,11216
11989,11154
11979,11458
4108,9703
11983,11337
11985,11275
11979,11473
11985,11287
11986,11256
6698,11337
11979,11467
12050,9265
3547,10720
11979,11468
11981,11417
7815,9486
3592,9332
11993,11043
11988,11198
7744,11691
11978,11518
11989,11178
11988,11206
11988,11216
11999,10875
11978,11525
8289,11199
11990,11155
11979,11491
4117,9459
11987,11257
12050,9303
11985,11313
6319,6740
12001,10819
11983,11376
11993,11077
11993,11076
11980,11482
12550,10194
11979,11507
3151,6650
11979,11519
11993,11084
12020,10250
1144,3340
11989,11206
11991,11155
11999,10908
11993,11089
11986,11305
11999,10902
5262,6761
11979,11525
11987,11287
11988,11257
11988,11254
11978,11563
11983,11408
11987,11284
5646,11255
8259,12175
11985,11358
11991,11172
12517,11247
11980,11507
11987,11293
3590,9459
11985,11354
11983,11416
7905,6771
11987,11303
11978,11581
4091,10314
6190,10787
12550,10230
11993,11127
11959,12175
11990,11216
11993,11122
11980,11525
11979,11556
11985,11370
4066,11107
11988,11287
11981,11507
4108,9804
3149,6769
6851,6697
11979,11563
4208,6707
11993,11141
7819,9459
11982,11484
3592,9428
4207,6748
1039,6650
11978,11602
11988,11294
11979,11572
12020,10312
11983,11458
11997,11021
11979,11581
3680,6709
11985,11394
12001,10908
12050,9392
6696,11526
11980,11556
11998,10998
11985,11401
7795,10230
11993,11172
11998,11017
11991,11236
11980,11572
11998,11014
11987,11355
11979,11602
11985,11416
12020,10334
11996,11077
12022,10284
1428,11014
11988,11337
12550,10293
1036,6788
926,10199
6206,10363
11978,11651
1446,10469
4039,12009
12050,9429
12020,10359
11980,11602
364,11247
11991,11254
12001,10946
11986,11411
11993,11206
11997,11077
12020,10375
11978,11680
11987,11401
11983,11525
11978,11675
11988,11376
3154,6697
11979,11654
11985,11468
7761,11337
12050,9456
5671,10591
11978,11687
11987,11408
12050,9450
11985,11467
11979,11662
11987,11416
11980,11627
11978,11691
11979,11670
11993,11236
11979,11672
4069,11122
11985,11482
11993,11234
11978,11711
11979,11680
3681,6773
11979,11675
5799,6650
5796,6749
11979,11687
1397,12046
12050,9482
11980,11651
11988,11417
12550,10375
11993,11257
12050,9489
11980,11662
11980,11672
904,10960
11985,11519
11978,11736
11978,11735
11985,11518
6326,6722
321,12655
11989,11401
11998,11122
11985,11525
935,10008
11979,11712
7791,10469
932,10104
4211,6761
11980,11675
11993,11275
11980,11687
11987,11473
11993,11287
11993,11280
11979,11714
11979,11716
11993,11293
11993,11295
11993,11294
1458,10198
11979,11735
11997,11177
11993,11303
11979,11736
11979,11730
11979,11733
11995,11236
3570,10274
11980,11712
11999,11122
11980,11714
3546,11022
11993,11305
11980,11707
11979,11753
12005,10946
8321,10456
11980,11716
11999,11127
3581,9944
12550,10432
11988,11467
11981,11687
11979,11749
11985,11563
11985,11572
423,9544
11985,11581
11987,11519
11998,11178
11993,11332
11998,11177
4213,6755
11978,11793
6855,6771
1571,6737
11980,11733
11990,11423
12050,9576
11993,11337
11988,11491
7799,10283
11987,11525
11995,11287
12517,11491
11983,11654
11978,11812
13730,6650
3157,6743
11979,11793
13730,6659
1571,6758
11993,11355
11985,11602
6856,6769
11988,11519
11986,11581
11995,11305
11991,11423
11997,11236
13730,6665
1571,6768
8444,6703
11979,11803
11991,11433
11983,11680
13731,6657
11996,11287
11987,11563
11993,11376
12050,9612
11985,11627
516,6722
13730,6682
11997,11254
11980,11793
378,11005
11996,11293
1044,6748
11996,11303
11991,11458
3547,11077
11995,11337
11993,11393
11998,11240
11991,11467
13732,6650
3686,6776
12050,9640
13730,6707
1488,9381
11985,11651
12550,10518
11998,11247
7917,6693
12050,9647
13730,6718
11985,11662
11980,11812
8318,10647
3160,6709
13730,6727
13732,6665
13730,6728
11995,11355
12050,9649
434,9303
13732,6659
13730,6722
11985,11675
13730,6743
13732,6682
934,10199
11985,11687
11998,11284
1576,6682
1403,12046
13730,6740
11985,11680
13732,6675
12022,10535
13730,6752
13731,6718
3159,6771
8362,9313
13730,6747
13730,6748
11999,11254
11985,11691
3603,9392
13732,6697
13731,6728
13731,6727
13730,6758
13732,6693
13730,6755
12550,10565
11997,11337
13730,6768
13732,6703
11985,11711
13730,6766
7916,6778
13732,6701
13730,6764
6774,9410
13731,6730
11998,11303
12677,6650
13730,6775
13730,6773
11990,11563
13730,6771
13732,6709
11987,11651
13732,6707
13730,6769
13732,6722
13732,6720
13731,6748
13730,6780
13732,6718
5679,10603
13730,6778
13730,6791
518,6758
13731,6761
13732,6730
12020,10647
11987,11670
12550,10601
13732,6727
13730,6789
11985,11735
13732,6728
13730,6787
13730,6788
8362,9355
11983,11793
13731,6768
13732,6738
13731,6769
8316,10787
13731,6764
519,6740
13731,6762
13732,6732
12550,10606
13731,6776
13732,6745
11985,11749
13735,6650
13731,6775
13734,6682
13732,6742
11988,11651
13731,6771
8370,9133
4218,6771
13733,6722
13732,6754
13733,6720
13732,6751
4125,9658
12050,9738
6230,9939
13732,6747
11993,11507
13732,6748
13732,6761
11991,11581
11978,11984
11993,11518
12550,10631
13732,6758
12020,10675
13732,6755
12677,6693
13731,6787
6335,6697
13732,6769
11988,11680
12677,6707
12001,11279
11978,11992
350,12008
13735,6675
13732,6768
11993,11526
11985,11769
13732,6766
12677,6703
5665,11084
13733,6732
1051,6665
12677,6701
13732,6764
11997,11408
11978,12000
13732,6776
13732,6773
12550,10647
13733,6742
13733,6740
13732,6771
11998,11376
6334,6737
12677,6709
13732,6772
13732,6785
11997,11417
11978,12006
13735,6693
13733,6755
13733,6752
11978,12008
4137,9313
3690,6787
6736,10663
13734,6722
11978,12007
7788,10826
12677,6718
11978,12002
13732,6782
13732,6779
13733,6748
13732,6780
12677,6730
11978,12014
3605,9428
13734,6732
11978,12013
12677,6728
13732,6791
11979,11984
11978,12015
13733,6758
11985,11793
12677,6727
13732,6790
13734,6728
13732,6787
13732,6788
11978,12011
11978,12024
12550,10674
12677,6737
13734,6738
11979,11992
11978,12023
12050,9785
11978,12017
1480,9781
12677,6733
11978,12019
13733,6778
13733,6779
13734,6748
11978,12032
11979,12000
13737,6650
12677,6742
8309,11077
11979,11994
11978,12028
11987,11749
11978,12027
13734,6755
11978,12038
11979,12007
12677,6755
11979,12006
11978,12040
13733,6785
11979,12008
13734,6752
11979,12002
13734,6749
11979,12015
11993,11581
11980,11984
521,6761
13735,6733
11979,12014
11978,12045
11979,12017
12677,6761
11979,12011
11979,12010
11986,11793
11978,12041
13733,6788
11978,12044
11979,12012
13735,6740
13736,6709
11979,12023
352,12008
12677,6771
6145,12649
12677,6768
12677,6769
13737,6675
11979,12018
12550,10701
12677,6764
11979,12021
11980,12000
11999,11411
6335,6768
13736,6718
11979,12030
12677,6776
11979,12033
13734,6778
13735,6747
13737,6682
11979,12027
12677,6775
11979,12026
11979,12029
13738,6650
11990,11687
11980,12008
12677,6787
11979,12038
11980,12010
13737,6693
11979,12040
11979,12035
5638,12004
1054,6650
11979,12034
12050,9836
11979,12037
11999,11417
11980,12006
11980,12016
4116,10038
11979,12046
11979,12049
7782,11077
11979,12048
12550,10727
12677,6788
11979,12045
11980,12014
13737,6697
13736,6728
12677,6789
11979,12044
11980,12023
13737,6709
13735,6771
13736,6737
13738,6675
13735,6768
13737,6707
13735,6766
11999,11433
13737,6718
11980,12032
12550,10748
