nationality_1,nationality_2
1435,51
378,51
7036,6643
3285,51
8306,51
1171,51
5397,117
4075,140
4078,51
8038,176
907,51
3814,51
6721,51
6190,127
7778,51
3550,51
1436,51
5714,6700
5660,179
4076,135
3286,51
6193,51
1432,184
8307,51
4079,51
8040,141
6189,176
8041,108
908,51
5929,51
8043,51
644,51
7779,51
3551,51
380,51
5661,184
1173,51
3547,184
6194,51
8304,176
4080,51
909,51
7776,170
8044,51
3815,82
3816,51
3814,117
8040,184
7780,51
3552,51
1438,51
1175,12
5402,51
1172,108
6638,10891
1174,51
4081,51
8045,51
910,51
5664,141
646,51
3553,51
5667,51
1439,51
642,184
7945,11361
3289,51
1175,51
8308,118
4082,51
6989,51
8046,51
911,51
5932,51
3818,51
8042,184
647,51
7782,51
5665,141
1437,141
5668,51
3554,51
1440,51
4084,9
1438,117
5404,51
1176,51
6197,51
8311,51
9100,176
8047,52
6990,51
6726,51
7783,51
3555,51
1441,51
384,51
5405,51
3288,141
3291,51
6195,141
5665,184
1437,184
8312,51
6988,141
913,51
5934,51
6991,51
9105,51
3820,51
6723,170
649,51
5406,51
5404,117
3292,51
7782,126
1178,51
8310,141
4083,110
8049,51
3288,184
914,51
6195,184
3821,51
8309,184
6992,51
9102,176
650,51
3557,51
5671,51
7043,6676
1443,51
382,176
5407,51
8838,184
8314,51
1179,51
6200,51
6993,51
7781,198
8050,51
915,51
5936,51
3822,51
6729,51
8048,125
5672,51
3558,51
1444,51
1442,117
3820,127
3294,51
6201,51
8048,141
4085,117
916,51
912,176
6994,51
8051,51
3823,51
652,51
5673,51
7787,51
5933,186
3559,51
7785,117
1445,51
388,51
5409,51
1177,176
8316,51
917,51
6995,51
8052,51
653,51
7784,176
7788,51
5670,179
386,141
3560,51
1446,51
3293,141
5410,51
649,184
3556,184
8317,51
7786,127
6783,6644
3296,51
4089,51
8313,176
8053,51
918,51
8369,6644
6996,51
5939,51
3561,51
5675,51
1447,51
390,51
3297,51
920,12
1183,51
4087,141
386,184
9111,51
4090,51
8054,51
12282,51
4086,184
5940,51
392,12
655,51
7788,117
5676,51
8843,184
4141,6676
3562,51
1448,51
6783,6700
391,51
5412,51
3298,51
8315,170
1184,51
6205,51
4088,141
4091,51
920,51
5941,51
8055,51
4087,184
8316,155
7791,51
3563,51
1449,51
6207,12
392,51
3299,51
7789,125
6206,51
8320,51
4092,51
921,51
1181,184
5942,51
6202,184
6999,51
8056,51
4088,184
657,51
5678,51
3564,51
1450,51
393,51
5414,51
7792,61
8317,170
1448,117
6204,141
8321,51
8318,141
4093,51
6207,51
3300,61
7000,54
12281,176
3829,51
5943,51
7793,51
658,51
6736,51
3825,184
1451,51
394,51
8319,141
3301,51
5415,51
1187,51
4094,51
8058,51
923,51
3827,141
9115,51
5944,51
3830,51
7790,176
5677,141
8851,51
3826,184
3566,51
1452,51
6204,195
5416,51
7003,12
8323,51
4095,51
7002,51
8059,51
660,51
5681,51
3567,51
8057,127
3881,6700
1453,51
3827,184
396,51
3303,51
1186,141
5677,184
1189,51
922,141
7000,141
4096,51
7001,108
925,51
5946,51
1185,184
8060,51
5679,141
3832,51
5682,51
6739,51
8056,184
8589,51
659,117
3568,51
8061,39
8325,51
3304,51
1190,51
4093,170
12287,117
12289,51
926,51
924,117
7004,51
662,51
5945,117
3569,51
5679,175
1455,51
398,51
3305,51
8326,51
3565,184
1191,51
6212,51
4098,51
5418,90
927,51
7795,141
6208,184
6741,51
663,51
7798,51
5684,51
3570,51
7794,184
1456,51
5420,51
1192,51
4099,51
3302,184
928,51
7006,51
1188,184
8063,51
3835,51
3572,12
664,51
7795,176
924,184
7799,51
1454,141
3571,51
8592,51
3831,184
1457,51
400,51
3307,51
6210,176
4097,140
8324,176
4100,51
5950,51
7007,51
7797,141
665,51
3572,51
1458,51
5422,51
8329,51
1454,184
8856,95
3838,9
4101,51
6215,51
8062,141
4102,23
3837,51
7008,51
8327,127
3573,51
5687,51
1459,51
8331,12
3833,184
402,51
3309,51
5423,51
1195,51
8064,103
6213,141
929,108
3834,170
7009,51
931,51
8856,141
5952,51
3838,51
8062,184
667,51
3360,6679
7800,117
5688,51
4153,6676
3574,51
403,51
1193,141
8328,141
1196,51
6217,51
8331,51
1194,117
8064,141
932,51
7010,51
3839,51
3839,52
668,51
7803,51
3312,12
3308,135
1461,51
404,51
8856,184
1197,51
4102,110
4104,51
6268,6700
8328,184
7011,51
8068,51
6270,6644
3840,51
7801,141
406,12
5690,51
4103,95
8064,184
7699,11498
7804,51
3836,184
8066,126
1462,51
6216,141
8333,51
4105,51
6219,51
8069,51
12297,51
934,51
3838,141
3310,127
7012,51
5951,184
3577,51
5953,127
1463,51
406,51
8065,194
3313,51
7801,184
8330,176
1199,51
8334,51
3311,117
6220,51
4106,51
935,51
8070,51
12294,176
669,108
7802,170
3842,51
7806,51
3578,51
1464,51
5425,141
3576,117
7015,9
3314,51
1200,51
6221,51
7802,190
8335,51
4107,51
5427,90
936,51
7014,51
8067,176
3843,51
8864,51
672,51
3841,117
7807,51
3579,51
1465,51
5429,51
3315,51
3575,184
6222,51
6218,176
8332,176
4108,51
5425,184
937,51
5958,51
12296,176
8072,51
671,110
670,141
3844,51
673,51
5694,51
7808,51
8865,51
1466,51
409,51
1199,141
3316,51
1202,51
4109,51
6223,51
5956,141
8073,51
938,51
1198,184
3845,51
7016,51
5959,51
7809,51
1468,12
674,51
5955,184
7805,176
1467,51
8602,51
3317,51
5431,51
8338,51
1203,51
6224,51
3846,51
6753,51
675,51
672,149
5696,51
7013,184
5956,184
3582,51
1468,51
8336,141
6638,11819
3318,51
1204,51
407,184
7015,141
3580,127
940,51
8071,176
3584,9
3847,51
8337,126
673,141
7016,117
676,51
5697,51
7811,51
3583,51
1469,51
412,51
3845,127
5430,141
3319,51
1205,51
1201,176
6226,51
8600,184
5962,51
8336,184
8076,51
8869,51
677,51
411,110
413,51
5434,51
3320,51
1206,51
4113,51
8077,51
5433,92
8075,117
3849,51
6226,90
5963,51
7020,51
7813,51
3847,117
5430,193
3581,170
7017,154
3585,51
6756,51
8343,12
414,51
8339,141
3321,51
1207,51
4114,51
8074,176
7021,51
8078,51
7018,141
5964,51
3850,51
7810,176
679,51
7814,51
3848,117
8394,6655
3586,51
1472,51
5436,51
3322,51
6227,110
942,108
4115,51
7019,141
941,141
944,51
8339,184
8079,51
680,51
7815,51
3587,51
1470,141
5961,184
1473,51
1209,51
6230,51
8340,176
943,110
4116,51
7603,6643
945,51
7812,170
8080,51
4112,184
3852,51
7019,179
5702,51
5698,176
6759,51
3588,51
8342,135
1474,51
12359,6679
1208,108
8345,51
3324,51
12309,51
1210,51
3322,117
4117,51
6231,51
8341,176
12305,176
944,117
7817,51
6229,126
8344,97
682,51
7022,117
1475,51
1471,176
3851,127
414,179
3325,51
5439,51
8346,51
1211,51
6810,6705
3589,65
7025,51
947,51
8082,51
5968,51
3854,51
683,51
7075,6700
5704,51
3590,51
5700,176
1476,51
3323,141
3326,51
1212,51
6233,51
4119,51
7023,141
1475,95
948,51
5969,51
8083,51
6759,141
7817,108
684,51
8079,184
7819,51
1477,51
420,51
5441,51
5438,141
3327,51
1213,51
416,184
8348,51
7024,141
4120,51
8345,149
3323,184
5970,51
8084,51
3856,51
6760,141
1479,12
7023,184
7816,176
3592,51
1478,51
12313,34
6499,51
8349,51
3328,51
1214,51
7026,108
6663,11361
5438,184
8081,170
4118,141
12311,117
4121,51
8136,6655
8085,51
950,51
946,176
5967,176
7028,51
5971,51
686,51
5703,176
7024,184
7027,90
5707,51
1479,51
422,51
3591,117
13899,51
8348,110
3329,51
8350,51
1215,51
3589,184
7820,95
418,184
6236,51
6232,176
7029,51
4118,184
5972,51
687,51
12310,184
947,184
12310,194
7818,179
3594,51
1480,51
423,51
5923,1585
12314,78
3330,51
1216,51
5974,12
6237,51
12315,51
952,51
8347,184
5973,51
8087,51
6499,126
3859,51
1481,51
3331,51
6235,141
8352,51
4124,51
3858,108
1267,6700
953,51
5974,51
12316,51
7031,51
8088,51
689,51
7824,54
5710,51
3593,141
3596,51
8086,127
1482,51
425,51
5446,51
8353,51
7822,127
1218,51
4125,51
8086,141
6235,184
3858,141
7030,117
7823,110
3331,105
3597,51
5444,141
8085,190
426,51
8351,141
3333,51
1219,51
7033,51
955,51
5713,12
3595,141
1484,51
7825,90
8879,184
6765,184
3334,51
1220,51
6238,141
5444,184
956,51
8351,184
7034,51
3863,51
692,51
3861,117
4178,6676
7827,51
3599,51
3595,176
6237,193
1485,51
428,51
5446,143
5449,51
3335,51
1221,51
6242,51
4128,51
957,51
5978,51
3601,9
3331,186
6238,184
691,108
5976,117
3864,51
1483,141
3860,184
3600,51
5447,141
8357,51
5448,117
1222,51
6243,51
8093,51
12321,51
8089,179
3862,141
7036,51
5979,51
7829,51
5713,108
11964,11126
2541,141
1487,51
430,51
12320,108
3337,51
8354,176
1223,51
8358,51
4127,141
1483,184
12323,12
6244,51
4130,51
12320,117
8090,176
7037,51
13534,11631
3388,6676
6770,141
3862,184
3602,51
3336,108
1488,51
7880,6700
7039,9
8356,141
3338,51
1224,51
8355,176
7035,141
4131,51
6241,176
960,51
5981,51
7038,51
8095,51
5978,141
3867,51
4127,184
696,51
12059,51
8091,184
3603,51
1489,51
5450,141
3339,51
1225,51
8092,170
8360,51
6244,117
4132,51
961,51
7828,170
5982,51
3865,141
3601,141
5978,184
7832,51
3604,51
5451,141
1490,51
8148,6643
8361,51
4133,51
6247,51
699,9
8097,51
3336,184
5983,51
698,51
3605,51
3865,184
1491,51
434,51
694,184
3341,51
8626,51
6249,12
12326,51
5451,184
3606,34
8094,170
4134,51
7041,51
8098,51
12322,184
12062,51
3870,51
7830,176
12324,127
7834,51
959,184
6774,141
5717,141
5454,108
3606,51
5716,176
1492,51
7833,90
435,51
1228,51
8359,176
8363,51
5719,95
7039,141
6245,179
964,51
5985,51
8099,51
3871,51
7831,176
7835,51
1493,51
6774,184
436,51
5457,51
3343,51
6250,51
13534,11819
5717,191
432,184
6246,176
8364,51
1227,117
962,141
4136,51
3868,170
965,51
8096,176
5455,127
8100,51
5722,51
7836,51
3608,51
5455,141
5458,51
8891,127
1230,51
8362,141
1228,117
6251,51
966,51
1226,184
12325,184
702,51
3609,51
7040,184
438,51
4135,132
3345,51
4139,12
1231,51
5455,184
434,186
6252,51
3081,51
4138,51
8362,184
967,51
8102,51
12330,51
5988,51
3874,51
8366,61
5984,176
6248,184
6781,51
7838,51
3346,37
703,51
3607,141
4137,97
5724,51
3610,51
3870,186
1496,51
8368,12
5456,176
6253,51
4136,141
4139,51
7043,141
7834,193
8101,108
3082,51
7046,51
8103,51
8896,51
704,51
12067,51
5725,51
7839,51
3611,51
5987,125
6304,6679
1497,51
440,51
440,52
5461,51
3344,141
3347,51
3607,184
3083,51
5987,141
969,51
5990,51
7047,51
8104,51
3876,51
705,51
1229,191
5726,51
6783,51
1495,141
7840,51
3872,184
8103,97
3612,51
1498,51
5462,51
701,184
8630,141
1232,108
5460,117
3348,51
12333,51
971,12
8365,179
8369,54
4141,51
6255,51
3344,184
7842,12
3084,51
3877,51
5991,51
4140,89
8365,184
7841,51
966,184
5723,176
7044,184
1499,51
11855,6700
3349,51
7837,184
5463,51
8370,51
1235,51
6256,51
8630,184
8366,184
971,51
1495,191
8106,51
3875,141
5992,51
3878,51
1236,36
707,51
8104,126
12332,125
3614,51
1500,51
5464,51
3350,51
5726,127
1236,51
6257,51
8367,176
6783,127
8371,51
4143,51
3086,51
972,51
5993,51
7050,51
3879,51
708,51
7843,51
3615,51
704,179
706,117
1501,51
5465,51
442,117
1234,141
1237,51
3087,51
4144,51
973,51
1233,184
7051,51
8108,51
8901,51
8370,127
709,51
3613,141
7844,51
707,117
3616,51
1502,51
6783,189
8373,51
8105,170
3350,117
4145,51
6259,51
7053,12
12335,110
12337,51
7049,141
974,51
1234,184
3881,51
7845,51
710,51
7048,184
3617,51
1240,12
446,51
3085,164
3353,51
1239,51
975,51
8110,51
5996,51
3882,51
6256,184
7846,51
4146,61
5464,170
444,141
5732,51
3618,51
447,51
7052,97
3351,141
3354,51
1240,51
4147,51
713,12
5997,51
7054,51
8107,176
3880,141
3883,51
712,51
6212,1585
7847,51
976,61
3619,51
1505,51
3352,141
3355,51
6262,51
5468,90
3090,77
3091,51
4148,51
7849,9
977,50
3351,184
12340,51
8372,184
8112,51
3884,51
5731,141
713,51
713,52
5734,51
3089,127
3620,51
1506,51
449,51
5470,51
1242,51
976,108
4149,51
6263,51
3088,176
3352,184
3092,51
978,51
1238,184
3885,51
5999,51
714,51
3621,51
8109,184
1507,51
13663,51
3357,51
8374,176
8378,51
1243,51
12342,51
8111,141
3093,51
6264,51
6260,176
3356,89
4150,51
5731,191
979,51
8114,51
12078,51
3886,51
715,51
5736,51
3622,51
1508,51
451,51
8377,110
3358,51
12343,51
6265,51
7056,105
3356,117
4151,51
5468,184
3094,51
12079,51
980,51
13662,127
3887,51
5999,117
8111,179
12076,141
716,51
6794,51
5737,51
8375,191
3623,51
452,51
5473,51
7587,51
8644,51
3359,51
450,117
13665,51
1245,51
6266,51
12344,51
8376,176
3095,51
4152,51
6002,51
7059,51
7849,141
3888,54
12076,184
6795,51
7902,6700
3624,51
7848,184
7588,51
3360,51
12346,12
1246,51
6267,51
6000,141
8117,51
3096,51
3889,51
7060,51
6003,51
6793,141
718,51
13662,189
3625,51
5739,51
6796,51
454,51
1244,141
3361,51
5475,51
1247,51
450,184
6268,51
3097,51
4154,51
7061,51
8118,51
983,51
8381,90
7851,141
6797,51
7850,176
4203,6734
5740,51
3626,51
7057,184
6000,184
6793,184
3362,51
1248,51
6269,51
8379,176
8383,51
981,141
3098,51
12347,51
984,51
5427,1585
6005,51
3891,51
6001,176
7854,77
12083,51
6004,90
8115,184
6798,51
456,51
7851,184
5477,51
4153,141
5213,51
1247,117
8384,51
3099,51
4156,54
12398,6700
985,51
6006,51
3414,6676
8380,184
8116,176
3892,51
8382,126
7853,141
981,184
5742,51
6799,51
7852,176
7856,51
3888,184
1247,141
7592,51
8385,51
1250,51
5212,108
5214,51
4157,51
6271,51
8121,51
8384,90
3100,51
986,51
1249,95
6007,51
982,184
6800,51
7593,51
7063,97
3365,51
7853,184
8386,51
1251,51
12350,51
3101,51
4158,51
1247,184
985,117
3890,176
7854,176
7858,51
3627,141
6006,117
3630,51
7594,51
3363,141
6801,61
5480,51
3366,51
4157,108
6273,51
8387,51
4159,51
5216,51
12087,51
988,51
8119,176
6009,51
8438,6676
3895,51
724,51
3893,117
6802,51
3631,51
8122,95
460,51
7855,184
5481,51
1249,170
7595,51
3367,51
13673,51
6270,170
3627,184
12352,51
5217,51
8388,51
3103,51
12349,141
4160,51
8386,117
6010,51
12084,176
7067,51
8120,176
8124,51
3896,51
3629,141
7860,51
458,141
3632,51
5482,51
4162,12
1252,110
3894,127
3628,184
13674,51
5215,141
1254,51
5218,51
7066,108
4161,51
987,141
6275,51
8125,51
3104,51
12349,184
3897,51
7068,51
7861,51
726,51
986,184
7064,184
6804,51
5747,51
7857,176
7911,6700
5743,184
5483,51
4163,12
1255,51
3105,51
6276,51
3369,61
991,51
458,191
12354,51
6012,51
3898,51
6805,51
727,51
12254,11361
5748,51
7065,184
463,51
3370,51
1256,51
6277,51
8391,51
7071,17
990,110
5220,51
3106,51
6013,51
3102,177
8123,176
3899,51
3102,184
6806,51
7859,176
462,110
7599,51
3371,51
1257,51
200,51
1253,176
8392,51
993,51
7071,51
8128,51
6803,170
729,51
3636,51
465,51
3372,51
1258,51
4165,51
7596,184
6806,97
8129,51
4161,176
3108,51
7069,141
994,51
12093,51
6011,176
3106,117
3901,51
6015,51
728,110
8389,184
7865,51
3368,191
730,51
3634,141
4164,95
7068,184
3637,51
6808,51
13675,176
3424,6655
466,51
3635,117
3373,51
727,156
8658,51
5487,51
8390,176
202,51
5748,156
3109,51
992,141
7597,184
4166,51
7073,51
7862,170
6016,51
3902,51
6809,51
995,61
5752,51
7069,184
3638,51
7598,176
8396,12
13676,176
5488,51
3634,184
1260,51
4163,170
6281,51
5486,117
3107,141
5224,51
3110,51
12096,9
996,51
7074,51
12409,6700
3903,51
7864,141
8393,126
732,51
8127,184
5753,51
7863,176
7867,51
12356,161
3639,51
7600,141
5489,51
1261,51
6282,51
204,51
6278,176
5222,141
3111,51
5223,117
997,51
7864,170
7075,51
7866,106
995,117
8132,51
8182,6700
3904,51
733,51
6811,51
7868,51
466,141
3107,191
3900,184
3640,51
7601,141
469,51
5490,51
7604,51
8292,11498
8397,51
3376,51
1262,51
7602,117
8131,108
5752,127
4169,51
6283,51
8133,51
3112,51
998,51
5222,184
3905,51
7600,191
734,51
3641,51
6812,51
5755,51
468,110
470,51
6810,117
7603,117
8395,141
3377,51
5491,51
8398,51
8135,12
466,184
12095,141
3113,51
6284,51
4170,51
7601,184
8130,176
731,166
7077,51
8134,51
999,51
6017,141
8927,51
3906,51
6813,51
735,51
7870,51
6811,117
3642,51
7606,51
12359,170
5492,51
1264,51
12364,12
8399,51
4168,141
4171,51
3374,184
12096,141
3114,51
6021,51
7078,51
5226,117
3907,51
5754,141
4169,127
3643,51
7074,186
6017,184
472,51
5493,51
7605,118
206,110
1265,51
12095,191
208,51
6286,51
3694,6676
3115,51
3375,184
1001,51
6022,51
7079,51
7871,75
6020,117
4168,184
3908,51
737,51
12100,51
6018,184
6815,51
3644,51
7605,141
473,51
5494,51
5754,184
1263,141
8401,51
3380,51
5228,110
5230,51
4173,51
6287,51
7821,9840
8137,51
3116,51
6285,117
3909,51
7080,51
7873,51
738,51
7869,176
5759,51
6816,51
7609,51
3378,141
3381,51
5757,127
1267,51
210,51
4174,51
5231,51
12362,184
12102,51
6024,51
3910,51
6817,51
7874,51
6814,141
7607,141
7608,108
3646,51
475,51
12363,166
3382,51
1268,51
6289,51
8403,51
4175,51
3118,51
12103,51
1004,51
6025,51
7082,51
6022,141
8139,51
3911,51
3378,191
740,51
5761,51
7875,51
3647,51
7873,117
6814,184
476,51
1266,141
6290,51
212,51
12368,51
7607,184
5233,51
8404,51
8141,12
3119,51
12365,141
4176,51
1005,51
6026,51
3379,186
7083,51
8400,184
1003,117
8140,51
6024,117
741,51
5762,51
3645,141
7872,176
6819,51
739,117
7610,110
477,51
5498,51
3384,51
1270,51
3117,141
1004,108
4177,51
1006,51
3913,51
7084,51
12105,51
742,51
1002,184
6023,179
3649,51
5763,51
8666,176
6820,51
478,51
3385,51
8402,176
3645,184
1271,51
214,51
1269,117
3121,51
6292,51
5235,51
6288,176
1007,51
3117,179
12370,51
7083,117
6028,51
3914,51
8138,184
6821,51
743,51
7878,51
3117,184
3650,51
479,51
3648,117
5497,141
6293,51
6291,117
5236,51
7086,51
8143,51
3915,51
6289,184
5232,184
12107,51
744,51
6818,176
6822,51
7879,51
4181,9
3387,51
8668,184
1273,51
216,51
5237,51
7611,184
8408,51
4180,51
5497,184
1009,51
8144,51
745,51
7881,16
6823,51
12371,92
7880,51
12372,61
3912,184
7613,141
481,51
5502,51
7612,176
7876,184
3388,51
5765,95
1274,51
8407,110
8405,179
5238,51
8145,51
3124,51
4179,117
3917,51
7088,51
743,141
7881,51
746,51
12373,61
1272,132
3653,51
5767,51
7877,176
6824,51
7617,51
7614,141
3386,141
478,179
1275,51
12370,170
6296,51
7613,184
4182,51
7089,51
8406,184
1011,51
8146,51
5289,6700
8142,184
747,51
7882,51
3651,141
5768,51
3654,51
7618,51
483,51
12375,51
6297,51
8411,51
5500,179
4183,51
5240,51
3126,51
12111,51
7090,51
6033,51
1276,61
8409,127
3919,51
7883,51
484,51
7615,176
7619,51
8413,12
3391,51
4185,12
1277,51
3651,184
6298,51
5241,51
12376,51
6827,35
3127,51
8672,184
4184,51
1013,51
6034,51
6294,184
746,141
3920,51
6825,110
218,127
749,51
3916,184
7616,176
8413,51
5239,141
3392,51
1278,51
6295,176
3920,71
4185,51
12377,51
3918,141
8150,23
3921,51
12639,132
7092,51
750,51
1010,184
3657,51
6828,51
7091,97
1276,141
5507,51
1279,51
8414,51
222,51
218,179
3129,51
4186,51
5243,51
12378,51
7093,54
6036,51
6032,176
6829,51
7886,51
751,51
3655,141
6826,141
12114,51
5239,191
6034,127
487,51
7622,51
5505,141
5508,51
220,141
3394,51
11900,6700
7618,184
223,51
5244,51
3130,51
8415,61
6037,51
7094,51
8147,176
8151,51
8944,51
752,51
6830,51
5773,51
7621,110
485,141
488,51
8412,170
5509,51
12640,170
3395,51
1282,17
12381,18
1281,51
8148,170
3393,117
8416,51
3128,141
8149,141
1017,51
6038,51
3924,51
753,51
5770,176
6831,51
12382,11
5510,51
7884,184
1282,51
225,51
6299,176
485,184
5246,51
7620,184
6303,51
3132,51
1018,51
12117,51
6301,117
5242,184
3925,51
1016,117
5296,6700
5772,141
11853,51
1014,184
7887,110
5771,176
6832,51
5775,51
490,51
3397,51
5511,51
7885,191
1283,51
5507,179
3133,51
4190,51
8154,51
1019,51
3923,141
12118,51
6040,51
3926,51
6300,184
6833,51
1015,184
6831,117
5508,170
7888,117
3922,184
12116,117
7626,51
7624,117
3658,184
3398,51
1284,51
4187,170
6305,51
227,51
4188,141
4191,51
8152,141
5248,51
3134,51
1280,184
6041,51
8418,90
8155,51
3927,51
11855,51
6834,51
7891,51
492,51
7890,92
7623,176
7627,51
3399,51
11853,117
1285,51
6306,51
4189,141
12381,141
3135,51
8153,141
1021,51
6042,51
4188,184
755,110
3928,51
757,51
5778,51
8152,184
3664,51
5514,51
7628,51
3660,184
6304,141
3400,51
229,51
4193,51
8157,51
3396,184
3136,51
1022,51
6039,176
12381,184
3929,51
7889,179
9000,6700
3662,141
3665,51
8946,184
8153,184
6836,51
7629,51
12120,90
3661,179
494,51
8419,141
490,179
3401,51
4195,12
1287,51
3663,127
8156,110
6308,51
3137,51
7625,184
4194,51
1023,51
3930,51
6304,184
6837,51
759,51
12382,184
5517,9
3136,97
495,51
7630,51
4196,12
493,117
3402,51
12651,51
231,51
6309,51
6306,141
6309,54
10536,92
3138,51
1024,51
12387,51
6045,51
3931,51
6835,141
760,51
12123,51
5781,51
7895,52
