titles_1,titles_2
1585,2341
1591,2156
1585,2344
1591,2164
1566,2944
1568,2892
1598,1965
1585,2376
1566,2971
1655,215
1566,2977
1591,2204
1836,2802
1867,1851
1611,1612
1655,252
1568,2968
12,2054
1591,2259
12,2065
1576,2748
1591,2286
1568,3015
1833,3012
334,334
1833,3025
1598,2122
1568,3054
1598,2129
1589,2412
1598,2137
1598,2142
1585,2555
1598,2172
1598,2174
1598,2181
12,2198
1598,2197
1598,2199
1598,2208
1867,2074
1663,219
1598,2240
1845,2777
1845,2779
1598,2247
1663,236
1663,240
1663,252
1663,256
1598,2297
1883,1656
1883,1660
1623,1534
1930,217
1598,2322
12,2339
1598,2326
1663,311
1930,226
1623,1552
1611,1925
1867,2186
1930,234
1611,1932
1930,252
1598,2352
1585,2756
1598,2365
1611,1965
1585,2776
1598,2375
1663,370
1930,285
1930,289
1623,1624
1598,2399
1598,2404
1930,319
1623,1644
1663,405
12,2437
1598,2425
1598,2436
1663,431
1883,1806
1598,2459
1930,359
1598,2462
1625,1626
1598,2470
1598,2477
1930,387
1598,2505
1625,1674
1930,417
1663,504
1930,421
1883,1884
2395,2396
1598,2530
1930,431
1591,2749
1623,1762
1623,1775
1930,455
1589,2837
1585,2962
12,2582
1598,2576
1663,573
1598,2593
1663,599
1623,1840
1598,2624
1623,1853
1663,621
1611,2234
1598,2646
1631,1629
1631,1632
1857,2820
1631,1635
1663,648
1867,2526
1623,1909
1598,2685
1598,2687
1598,2691
1663,681
1598,2696
1930,604
1598,2705
1598,2724
1598,2730
1598,2751
1930,651
1598,2768
1598,2773
1625,1945
1623,2009
1591,3005
1623,2017
1591,3022
1623,2038
1598,2814
1623,2064
1598,2843
1598,2845
1623,2072
1598,2851
1598,2860
1631,1842
1623,2095
1867,2727
1930,779
1625,2051
1625,2052
1663,879
1598,2897
1639,1640
1598,2913
1598,2916
1643,1539
1598,2937
1598,2941
1598,2949
1611,2553
2672,2429
2395,2831
1625,2130
1598,2974
2409,2410
1623,2205
1623,2207
2395,2854
1623,2225
1625,2177
1643,1633
1663,1020
1598,3037
1643,1644
1643,1649
1625,2211
1643,1664
2409,2507
1645,1626
1611,2684
1645,1646
1623,2351
1645,1696
1623,2379
1693,213
1623,2388
1643,1786
1693,252
1625,2381
1623,2445
1623,2451
1611,2843
1645,1791
1623,2496
1643,1879
1623,2504
1611,2876
1625,2446
1645,1832
1645,1851
1693,366
1645,1859
1643,1924
1623,2544
1623,2549
1655,1558
1645,1869
1623,2565
1625,2528
1645,1911
1623,2614
1643,2010
1625,2574
1655,1656
1655,1660
1655,1669
1637,2227
1643,2046
1930,1344
1645,1998
1643,2070
1655,1698
1643,2079
1643,2080
1655,1724
1643,2096
1663,1494
41,2632
1655,1756
1655,1760
1655,1783
1625,2714
1645,2104
1693,616
1655,1794
1655,1806
1643,2180
1643,2194
1663,1588
1655,1862
1645,2211
1645,2219
1643,2303
1623,2946
1655,1955
1693,779
1643,2331
1655,1963
1645,2289
1930,1652
1645,2296
1667,1620
1947,1159
1623,3027
1667,1668
1667,1674
1645,2360
1667,1689
1655,2063
78,1800
1623,3059
1643,2442
1645,2381
1667,1701
1643,2448
1631,2830
1645,2396
1625,3019
1930,1760
1645,2421
1667,1741
1643,2486
1980,232
1693,958
1645,2452
1643,2515
1655,2151
1655,2156
1980,277
1655,2161
1645,2472
1645,2475
1655,2178
1980,295
1643,2556
1667,1823
1645,2507
1947,1340
1980,322
1930,1896
1667,1860
89,1651
1667,1885
1930,1924
1941,1583
1645,2572
78,2000
1980,383
1655,2274
1667,1905
1667,1912
1643,2658
1930,1971
1645,2616
1645,2621
1667,1945
1667,1953
1645,2644
1667,1973
1645,2655
90,1713
1947,1503
1655,2366
1667,2021
1643,2767
2975,2439
1645,2718
1645,2729
1667,2052
1667,2058
1655,2430
141,219
1980,556
1643,2813
1667,2091
1667,2092
1980,582
92,1767
334,2460
1645,2786
1667,2113
1645,2798
1645,2806
1645,2833
1645,2834
1643,2897
1643,2900
92,1835
1643,2908
1667,2167
1645,2856
1643,2932
1645,2875
92,1870
1645,2887
1685,1656
1667,2226
75,2429
75,2432
1980,722
1667,2234
1643,2980
90,1976
1685,1686
1941,1942
2453,2454
1930,2311
1947,1799
1667,2291
1655,2663
141,457
1980,804
1685,1760
1655,2693
1645,3010
1667,2330
1667,2343
1980,836
1645,3036
1667,2356
1980,847
1655,2745
1930,2413
1930,2416
1667,2384
90,2128
1655,2780
1947,1927
141,573
2217,1767
1667,2446
110,1577
1667,2463
1693,1660
141,648
1667,2497
1667,2498
2217,1835
92,2185
90,2252
90,2257
92,2218
1667,2553
1693,1760
1667,2574
92,2256
90,2341
1655,2994
1667,2638
1667,2698
1693,1896
92,2378
1667,2710
1941,2408
1667,2714
1693,1924
90,2493
1667,2775
1693,1971
1667,2801
141,958
1667,2832
2217,2185
1685,2299
1667,2858
90,2612
1667,2877
1667,2879
2217,2218
92,2575
97,2426
90,2649
2217,2256
1947,2439
2220,2221
1667,2983
110,2107
141,1147
2220,2259
1667,3023
1667,3028
2217,2378
90,2794
1667,3065
1667,3076
2217,2432
141,1259
2024,232
1693,2311
2737,2738
2239,1804
1693,2348
2739,2696
1720,1527
1693,2370
2550,383
1693,2413
1693,2416
2251,1519
2217,2575
1685,2693
2024,397
1720,1640
110,2422
2251,1586
2217,2661
127,1922
141,1494
1720,1721
141,1529
141,1548
141,1556
141,1562
141,1567
141,1578
1720,1784
2024,556
2239,2089
141,1594
141,1607
141,1610
110,2581
141,1621
141,1627
141,1646
1509,217
141,1671
141,1672
2550,722
141,1676
141,1679
141,1681
1509,236
141,1687
1509,240
141,1703
141,1709
141,1710
141,1713
1732,1546
141,1722
141,1726
1720,1936
141,1736
141,1738
1720,1943
141,1741
141,1742
141,1743
1511,236
141,1779
141,1790
2024,763
141,1793
1720,2001
2251,1926
141,1809
141,1810
141,1812
141,1816
141,1819
141,1828
1720,2035
1515,213
141,1848
1509,405
141,1854
141,1862
141,1875
141,1876
1509,431
1515,252
141,1892
127,2327
141,1897
2550,949
1732,1733
141,1904
141,1916
141,1919
1739,1549
141,1937
1720,2140
141,1940
1511,431
1515,311
141,1957
127,2393
3033,2426
141,1970
1732,1812
141,1998
1739,1613
1515,366
1744,1460
141,2003
2251,2128
141,2004
141,2006
141,2013
141,2014
1511,504
1521,201
1732,1853
1521,203
1521,207
1521,209
1521,215
141,2036
141,2037
141,2039
1521,219
1521,221
141,2043
1521,224
1739,1658
141,2045
1521,226
1509,599
1521,228
1521,234
1521,236
1521,238
2239,2558
1521,242
1509,616
1521,244
2007,1565
1521,248
1521,250
141,2072
1521,252
2007,1572
1521,254
141,2075
141,2077
127,2511
141,2078
1521,258
1521,260
1521,262
1521,265
2272,1562
1521,269
1521,273
141,2093
1521,275
1509,648
1521,281
141,2102
1521,285
2007,1604
1521,287
141,2108
1521,289
1511,599
127,2543
1521,291
1739,1727
1521,300
1521,302
1744,1582
141,2124
1739,1740
141,2126
2251,2252
127,2561
1521,309
2251,2257
141,2132
141,2133
1521,317
141,2138
1521,319
1521,324
1521,326
141,2147
1521,329
1521,331
1521,334
1511,648
141,2159
1521,341
2239,2660
141,2163
1732,1995
141,2166
1521,347
141,2168
1521,349
2007,1673
1521,357
2239,2677
1521,359
141,2179
1521,361
1739,1796
1521,368
1521,370
1521,372
1521,379
141,2199
1525,256
141,2203
1521,387
141,2208
141,2209
2239,2708
141,2212
2251,2341
1521,395
1521,397
141,2219
1521,399
1509,779
1521,408
141,2232
1521,417
141,2237
1521,419
141,2240
1521,421
1521,424
135,2432
1521,429
2007,1753
1521,437
141,2261
1521,441
1521,445
1521,448
1720,2473
1521,453
1521,455
1521,457
1521,464
1732,2116
2007,1789
1521,471
141,2295
141,2296
1521,482
141,2306
127,2740
1521,489
1521,496
1745,1746
1521,498
141,2319
1521,504
1521,506
2239,2824
1509,879
141,2328
2272,1808
141,2335
1521,522
141,2345
141,2346
127,2784
1521,536
1732,2188
1521,538
141,2360
1521,544
1521,547
1521,552
1720,2577
2007,1872
1521,557
1521,561
1521,563
2007,1887
1521,573
2024,1364
1749,1697
141,2397
141,2402
1521,582
1509,958
2007,1906
1521,591
141,2414
1521,595
170,1517
141,2418
141,2421
2007,1920
1521,604
141,2427
1749,1743
1521,621
1739,2056
1749,1750
141,2446
1521,627
2007,1949
141,2452
1515,818
1521,643
1511,958
1509,1020
141,2470
1521,651
170,1572
1521,654
135,2661
1521,656
141,2480
1521,661
2007,1981
1521,666
141,2488
170,1593
1528,457
1745,1922
1521,681
1521,685
2007,2004
1521,688
2007,2008
1749,1814
1521,693
141,2516
1521,697
2285,1590
141,2520
2251,2649
141,2527
1732,2361
1521,711
141,2534
1521,719
1521,723
1749,1847
1521,736
1732,2388
141,2562
170,1666
1739,2182
1521,748
141,2570
170,1678
1521,758
1521,763
141,2586
2007,2085
1744,2051
141,2596
1521,784
1521,786
1521,788
1528,573
176,1527
141,2616
1521,800
2007,2119
1720,2825
141,2622
1521,806
2546,1800
1732,2460
141,2633
141,2639
141,2644
2007,2147
1732,2482
141,2656
1749,1964
2251,2794
141,2670
170,1773
1744,2134
141,2675
1528,648
141,2685
2007,2183
1739,2302
1521,869
2272,2168
1521,877
141,2698
1521,882
141,2718
141,2719
1732,2551
1749,2027
176,1640
1732,2559
2007,2232
1521,919
1521,930
1521,933
2007,2255
141,2758
1732,2591
2007,2266
141,2768
1521,951
141,2772
1521,963
2007,2284
141,2786
141,2798
2272,2273
170,1903
141,2802
141,2803
2032,1527
176,1721
141,2807
1521,1000
141,2823
2546,2000
1744,2287
141,2828
1761,1762
1749,2134
2007,2329
2251,2962
1761,1774
1521,1033
141,2856
170,1958
