genre_1,genre_2
4081,8585
2897,12525
1840,12524
4075,8777
1840,12531
2897,12535
2897,12534
2195,1530
6194,8642
2196,1509
2191,1667
782,12590
6185,8937
6193,8688
784,12531
4072,8907
2194,1598
2899,12513
4083,8580
2197,1509
2899,12514
2197,1511
2899,12519
4081,8645
6186,8929
4082,8623
2193,1645
4083,8591
5368,1530
4083,8605
2196,1566
782,12634
4076,8823
2900,12514
4083,8607
2198,1509
4081,8679
4083,8619
2194,1643
5365,1645
4084,8591
786,12531
2900,12536
4084,8605
4083,8634
6194,8730
4084,8608
2183,2007
4083,8645
1844,12518
2198,1547
4083,8650
4083,8656
4083,8660
4081,8727
5368,1598
2198,1566
2197,1598
1844,12544
4082,8704
6073,12518
2902,12513
5346,2285
6073,12517
4081,8739
788,12518
6194,8776
2902,12525
6073,12529
2902,12530
2902,12529
4084,8656
4083,8693
6073,12538
2200,1530
788,12535
5372,1509
4072,9042
6073,12544
4087,8580
2201,1509
6073,12550
2901,12579
2201,1511
1846,12518
4087,8585
4083,8712
786,12613
4087,8587
1846,12526
4087,8591
4087,8597
5372,1530
2903,12532
6201,8603
2903,12536
1846,12535
2199,1598
5373,1509
4083,8737
4088,8582
2202,1509
4088,8585
4083,8739
4072,9085
4088,8597
5373,1530
4088,8595
4083,8750
2202,1530
4087,8633
1846,12569
1847,12541
1847,12540
1848,12512
1846,12573
5373,1543
4088,8607
2203,1509
4088,8608
4089,8582
2203,1511
4089,8583
1848,12518
2202,1543
2905,12518
4089,8585
4087,8650
2199,1645
4089,8594
788,12619
2905,12533
1848,12533
2905,12537
4089,8603
5372,1598
1848,12537
4088,8640
2204,1509
1849,12514
1147,1509
6201,8679
2906,12518
4088,8649
2906,12524
2906,12526
6201,8686
4088,8654
2200,1645
4088,8662
4089,8631
6201,8693
6194,8910
2204,1530
2906,12535
4084,8793
4076,9041
4083,8823
4091,8584
2907,12518
2204,1543
4091,8587
4089,8649
2201,1645
1850,12525
4091,8594
1850,12532
2907,12532
2906,12569
4091,8603
1850,12542
2206,1509
6201,8737
4089,8679
4083,8863
4087,8739
2206,1515
4089,8686
1851,12526
1149,1525
4089,8688
2204,1591
1851,12541
1852,12512
1852,12514
1852,12513
4093,8582
4093,8586
4093,8587
4091,8649
4092,8621
2203,1645
4093,8594
1150,1525
4089,8727
2909,12540
6081,12514
4092,8642
4093,8608
4297,2285
2207,1543
2910,12518
6208,8585
4093,8615
4089,8739
2910,12517
1853,12518
2208,1515
4094,8585
6081,12525
6208,8587
4094,8586
6208,8594
1853,12524
8322,8599
6208,8591
4094,8595
4091,8688
6208,8597
4091,8686
1853,12531
4094,8594
4093,8631
2205,1623
2206,1591
2911,12511
5380,1509
4094,8608
6208,8608
6081,12545
2209,1509
2911,12514
1147,1663
2209,1511
6082,12523
4093,8649
6082,12525
6082,12531
4089,8776
794,12619
4297,2333
4093,8663
6208,8631
6201,8852
4299,2285
2912,12514
2210,1509
2205,1667
2912,12518
1855,12518
798,12518
6208,8648
4094,8649
1855,12525
2206,1645
1855,12531
2210,1530
2207,1623
6208,8665
8322,8670
2210,1536
2208,1598
2211,1509
2210,1541
2210,1543
4094,8679
2211,1515
4097,8585
2913,12525
4091,8774
4097,8594
6201,8904
1856,12529
4097,8603
6201,8919
4097,8607
8326,8585
4097,8608
2212,1509
6208,8710
2914,12518
4089,8863
2212,1511
4098,8581
800,12518
4098,8587
8326,8594
4098,8585
800,12522
4098,8590
8314,8964
2208,1645
8326,8601
2212,1523
4097,8631
4098,8603
800,12535
8322,8736
4094,8731
5384,1509
798,12601
3245,2285
4087,8950
800,12547
798,12610
4097,8645
4097,8650
2209,1645
1858,12532
8326,8631
2915,12536
4098,8633
5382,1598
3257,1941
2211,1598
2915,12542
5385,1509
802,12512
8326,8649
2214,1509
2916,12518
4098,8642
4097,8679
1859,12518
2915,12550
2916,12525
4097,8686
2214,1530
1859,12538
1860,12512
2215,1509
1860,12514
2215,1511
6215,8583
2214,1543
2210,1667
2211,1645
1860,12526
1860,12536
4097,8727
2215,1530
5387,1509
2216,1509
2917,12548
4097,8737
5387,1515
2215,1547
4097,8743
1860,12553
1861,12525
2918,12526
804,12523
2212,1645
1861,12531
804,12529
804,12531
5385,1598
4306,2285
5384,1645
2216,1547
1862,12526
2213,1645
4097,8777
4088,9059
1862,12536
6208,8886
5386,1598
2918,12573
2920,12514
804,12575
2218,1509
4104,8585
1863,12518
4104,8587
4104,8588
4104,8594
2214,1645
4306,2333
4093,8937
1974,9091
1863,12541
4093,8950
4104,8610
2219,1509
4104,8608
2219,1511
804,12607
804,12611
4104,8615
804,12613
1864,12525
806,12561
2921,12532
4091,9030
4106,8584
4106,8581
2922,12520
4106,8587
4106,8585
6093,12525
2922,12526
6093,12531
2216,1645
4097,8875
4106,8594
1976,9091
4104,8663
4106,8608
6094,12514
1866,12514
2923,12514
4106,8615
6093,12559
6094,12525
1866,12526
1866,12525
2923,12526
4104,8688
2219,1591
2923,12536
8336,8582
2924,12514
6093,12576
2222,1509
1866,12545
2222,1511
4108,8585
6222,8587
4108,8594
4106,8654
4104,8719
4106,8663
2222,1530
2218,1655
6215,8824
2221,1566
6096,12518
8336,8608
2222,1541
2222,1543
2223,1515
6096,12525
6096,12530
6096,12529
2219,1645
1984,8929
4108,8623
1868,12536
2223,1530
4097,8979
2223,1536
1869,12512
3256,2285
2224,1509
2223,1543
2224,1511
4109,8613
6215,8868
2224,1515
6222,8649
6224,8594
1985,8929
2926,12526
4109,8623
1869,12526
4106,8719
5396,1509
4109,8642
1870,12513
2927,12518
2927,12522
5396,1530
3256,2333
2927,12535
2927,12537
5394,1598
1169,1509
1871,12517
5396,1543
1870,12550
1169,1515
1871,12529
3983,12590
4109,8690
2226,1530
2226,1536
2227,1509
2929,12514
4098,9047
4113,8583
4109,8704
2929,12518
2222,1667
2226,1543
4113,8587
2929,12525
1872,12526
4113,8598
1872,12532
2929,12533
5398,1530
4113,8603
5396,1598
3983,12634
2930,12514
4317,2285
2228,1509
1872,12545
1873,12514
1872,12548
2224,1645
4114,8594
2225,1623
2226,1591
4114,8603
1169,1598
6224,8731
2229,1509
1874,12518
4114,8627
1873,12563
1872,12593
5398,1598
1875,12512
818,12513
2230,1509
4109,8796
2932,12518
5396,1667
4116,8585
4113,8679
1159,1947
4116,8583
4114,8649
4113,8686
818,12525
1875,12526
5401,1530
818,12529
818,12530
2932,12531
4116,8601
2230,1530
2228,1591
5399,1598
2231,1509
4116,8608
2933,12514
1876,12518
8345,8591
2226,1667
4114,8679
2932,12551
4116,8616
8345,8596
2933,12526
2221,1833
4114,8686
2933,12535
1878,12474
4113,8727
5400,1598
2231,1530
1876,12535
8343,8670
5398,1667
2934,12514
8345,8609
5378,2285
2232,1509
2934,12518
2227,1667
8345,8618
1877,12526
1877,12532
1877,12536
4116,8669
4114,8731
8347,8585
2233,1509
6233,8582
6233,8581
8347,8581
1878,12518
2935,12518
1877,12548
6233,8585
1877,12550
5400,1645
818,12613
2935,12522
2232,1547
8345,8650
2934,12556
4116,8680
6106,12525
2229,1645
1878,12529
4117,8656
2935,12535
2232,1566
6233,8604
3277,1941
8348,8583
8347,8615
8348,8585
6233,8608
8343,8736
8348,8593
4120,8583
2935,12555
4116,8714
8348,8590
5401,1645
4118,8656
6233,8631
2234,1530
4116,8726
8348,8608
2935,12569
8348,8603
8348,8605
2936,12544
2235,1509
6233,8640
4120,8608
4109,8952
1880,12518
8347,8654
1879,12550
4116,8739
2937,12525
8348,8634
6233,8663
6233,8662
8348,8636
8348,8650
1881,12514
2938,12518
1881,12518
8336,9028
4113,8875
6233,8692
4109,9007
8349,8642
2939,12513
8348,8679
1882,12514
2237,1509
2237,1511
5403,1667
1882,12518
8351,8585
6110,12525
6110,12532
2233,1645
2939,12529
8348,8686
6112,12474
2939,12530
8352,8581
8345,8795
2939,12544
2940,12518
8345,8801
8352,8595
2940,12524
4109,9055
8345,8814
8336,9090
8348,8727
4114,8907
2238,1530
4120,8726
8351,8631
2940,12535
6233,8760
2941,12513
4109,9072
1182,1509
8352,8622
2234,1667
8348,8739
6112,12525
2941,12525
6112,12529
8349,8730
6233,8795
1884,12540
4120,8759
8352,8646
8345,8859
2240,1509
8351,8682
2240,1511
5411,1515
8352,8649
2942,12526
2236,1645
1885,12531
2941,12571
4120,8793
2943,12514
4127,8584
8349,8776
1886,12518
4127,8587
2238,1611
2237,1645
4127,8590
6233,8841
4127,8591
2942,12559
4127,8594
2943,12534
1886,12535
8351,8727
4127,8603
8351,8739
5413,1509
1887,12514
4127,8615
8354,8656
4128,8587
2943,12556
8351,8750
5413,1530
2944,12536
2242,1530
6233,8882
4128,8606
4128,8603
2242,1536
2944,12542
2240,1598
5413,1543
2243,1509
8348,8859
2242,1541
4127,8642
2944,12550
6243,8582
2238,1667
4127,8650
1888,12525
2945,12526
2241,1591
2243,1530
1887,12568
6243,8608
2945,12540
2243,1536
2244,1509
2946,12518
1887,12581
4127,8679
4127,8686
2244,1530
6243,8640
2244,1541
2244,1543
6245,8585
4120,8930
2947,12525
1890,12529
2947,12532
1890,12536
2245,1530
8358,8642
4127,8727
8359,8607
6245,8608
8358,8649
5417,1515
1891,12514
2246,1509
2246,1511
5417,1518
8351,8863
1891,12523
1891,12525
8348,8966
1891,12534
834,12535
2244,1598
8349,8950
1892,12515
1892,12518
2247,1515
1892,12522
4133,8585
1891,12552
2949,12525
4133,8591
2949,12526
4133,8594
4133,8595
8359,8656
6233,9028
2245,1591
2228,2117
2247,1530
1892,12539
1893,12514
2950,12518
2232,2007
836,12518
2950,12525
8348,9033
2244,1645
836,12529
4133,8631
8351,8942
5417,1598
4133,8633
2246,1598
1892,12574
8363,8585
2951,12512
4133,8642
2249,1509
2951,12518
2951,12525
4133,8649
1894,12525
6243,8784
1894,12531
4133,8663
2951,12534
2248,1561
2249,1530
2950,12574
2247,1598
2249,1536
8349,9044
2249,1541
836,12575
8351,8995
2952,12526
8358,8776
8363,8631
1895,12526
5421,1530
4133,8688
2250,1530
2248,1591
5419,1598
6251,8581
6251,8585
836,12607
2953,12518
8358,8809
4133,8710
836,12611
2953,12524
2241,1833
1896,12536
6251,8603
6245,8793
2954,12518
2953,12548
4133,8743
1897,12525
2248,1645
1897,12526
1897,12531
6251,8633
2954,12534
5424,1509
2253,1509
1898,12513
2253,1511
1897,12546
2252,1543
2955,12518
6253,8585
1898,12526
6253,8594
2253,1523
6251,8654
2253,1530
2954,12574
6253,8608
2254,1509
2249,1667
8351,9110
2253,1547
1899,12525
2254,1530
2254,1536
5426,1509
2255,1509
2255,1511
5426,1515
2254,1543
4133,8832
2957,12525
2957,12526
2956,12559
2957,12531
1900,12536
2255,1530
5424,1598
1901,12511
8368,8642
2256,1509
2958,12518
1901,12518
1901,12521
2255,1547
1901,12522
841,12619
8368,8656
1901,12534
1901,12537
2959,12511
5428,1509
6257,8583
2257,1509
2959,12514
1902,12518
2256,1543
2959,12518
2257,1515
1902,12522
2257,1518
1902,12531
2959,12535
2959,12534
8372,8585
2960,12514
1903,12514
2258,1509
2960,12518
843,12608
2258,1511
6131,12518
8372,8591
6131,12525
8372,8594
2960,12525
846,12525
2254,1645
1901,12591
846,12529
846,12530
2960,12534
843,12624
2258,1530
6132,12514
2258,1536
8372,8615
2259,1509
2961,12514
843,12637
847,12514
2961,12516
2258,1543
6132,12525
847,12529
1904,12532
8372,8640
2257,1598
3133,7212
2260,1509
3089,8585
2259,1547
6253,8815
1905,12531
2260,1530
2259,1561
3089,8603
2261,1509
1906,12514
847,12575
2261,1511
2963,12516
2260,1543
2963,12518
4133,9022
2963,12522
6134,12526
2257,1645
8368,8809
3088,8656
5432,1530
1906,12532
3074,9091
2259,1591
3089,8633
2963,12538
2254,1749
6257,8728
6134,12541
6257,8732
4148,8582
1907,12514
2262,1509
847,12607
2964,12518
2262,1511
4148,8585
847,12611
2261,1547
847,12613
4133,9056
1906,12568
4148,8603
8377,8583
2261,1566
8377,8590
2258,1667
851,12518
8377,8585
1906,12581
2965,12525
8377,8599
1908,12525
2965,12531
851,12529
1908,12531
4148,8633
6257,8788
8378,8582
6137,12514
8377,8608
2264,1509
1909,12518
8378,8585
6137,12525
2965,12554
1909,12524
1909,12538
6257,8824
1910,12514
2265,1509
851,12575
8377,8642
2967,12518
2967,12535
2263,1591
5437,1509
2266,1509
5437,1515
851,12607
2968,12518
8378,8654
1911,12518
851,12611
5437,1523
1911,12524
2968,12529
8377,8688
2266,1530
1911,12535
2262,1655
5435,1598
1912,12514
6251,9078
2969,12518
2266,1547
8377,8712
2969,12525
4151,8656
2967,12590
855,12531
5437,1561
2969,12534
8378,8697
2266,1566
1913,12511
2265,1598
6266,8642
1911,12577
2268,1509
2268,1511
8377,8739
1913,12518
5435,1645
1912,12553
2970,12531
1913,12533
8382,8599
2266,1591
1913,12537
5437,1598
1912,12570
5440,1509
1914,12512
3312,1941
2971,12512
2253,2007
2269,1515
2971,12525
1914,12526
2265,1645
855,12590
2971,12532
8377,8784
2268,1561
2971,12536
6257,8979
2270,1509
1914,12548
6143,12518
2971,12548
2270,1511
1914,12550
1915,12518
2263,1732
1915,12524
8368,9101
2268,1591
8382,8670
2973,12514
2255,2007
1916,12518
2973,12518
1916,12517
1915,12548
8377,8832
2271,1515
2973,12522
2973,12525
6271,8594
2973,12533
2972,12566
5442,1530
2973,12534
1916,12539
5443,1515
1917,12518
4158,8587
6266,8776
4158,8585
5443,1518
2268,1645
8377,8874
6266,8799
8382,8736
4158,8615
2273,1515
5440,1645
6271,8650
1918,12523
1918,12525
6266,8809
5442,1598
5420,2285
2976,12514
2274,1509
2269,1667
5217,8587
1919,12518
6271,8679
4158,8649
2976,12525
2270,1645
6271,8686
1919,12532
988,8627
2273,1561
1919,12535
5217,8603
6503,1509
5443,1598
2275,1509
2976,12545
8389,8582
2977,12518
2977,12522
8389,8601
8389,8597
2977,12535
5445,1561
2977,12537
2977,12536
2275,1530
6271,8731
2273,1598
2978,12514
1920,12545
2276,1509
1921,12514
2977,12548
2276,1515
3088,9124
6266,8910
8389,8640
1921,12538
2277,1509
1922,12513
5217,8679
2979,12518
5217,8686
2267,1833
2277,1530
1922,12539
6266,8956
2278,1509
4164,8585
1923,12518
1923,12522
2980,12525
4164,8594
2274,1645
2980,12532
5445,1655
2278,1530
5217,8727
2276,1591
2274,1655
5217,8731
3311,2285
2279,1509
5425,2285
2278,1541
2981,12518
2279,1515
3108,8583
8389,8710
3998,13767
2981,12524
1924,12532
1924,12536
1924,12542
1925,12513
3312,2285
3109,8583
3109,8587
1925,12525
2980,12588
2276,1645
2982,12529
2982,12531
3328,1807
3109,8598
867,12567
2982,12537
3109,8603
1925,12538
2278,1598
867,12570
3109,8606
1926,12514
4164,8679
5224,8587
4164,8686
5452,1530
3329,1807
1925,12564
2281,1530
5224,8603
2984,12518
2266,2007
4168,8585
4168,8584
8394,8656
2984,12524
4168,8590
3108,8686
4168,8597
5453,1530
8394,8670
2984,12535
4164,8727
2283,1509
2283,1511
2985,12518
5224,8650
4168,8615
2279,1645
3109,8686
6283,8594
1928,12531
5452,1598
6283,8606
2281,1598
8398,8585
2284,1509
2986,12518
2283,1547
2986,12524
1928,12554
4168,8654
8398,8601
6157,12535
6283,8627
2284,1530
8602,2285
5217,8912
1928,12570
8394,8736
2283,1566
8398,8608
1203,2285
2284,1541
8399,8582
6157,12555
8398,8616
8399,8585
1929,12550
2987,12525
2986,12555
2987,12531
4168,8688
8399,8606
8398,8640
2286,1509
8400,8585
8400,8591
8398,8654
8400,8594
8394,8790
2042,9091
8399,8631
8398,8662
1931,12536
6287,8581
5453,1667
8399,8649
4173,8585
4173,8590
2989,12525
2989,12526
1932,12525
2988,12560
1932,12531
4173,8603
2287,1530
8394,8830
5459,1509
8398,8708
8400,8640
2287,1543
4174,8584
2989,12551
4174,8582
1933,12518
8398,8710
2288,1515
4174,8585
2288,1518
8398,8712
1933,12522
6285,8686
4173,8623
8400,8662
6287,8629
1932,12564
5459,1530
2288,1530
8400,8665
6287,8640
8403,8585
6287,8638
4173,8642
2289,1509
6161,12550
4175,8584
4175,8585
2991,12518
4175,8582
3118,8583
3118,8587
877,12531
6287,8665
3118,8598
6285,8727
2991,12535
8403,8608
6287,8662
6285,8731
1933,12568
2991,12541
3333,1941
3118,8606
4175,8607
2290,1509
2290,1511
4176,8585
1933,12581
5233,8587
1935,12518
4176,8583
6283,8809
1935,12522
2992,12525
4176,8594
1935,12526
2286,1645
4176,8598
2992,12531
8398,8784
5233,8603
8398,8795
4175,8631
4176,8603
5459,1598
1936,12511
4176,8608
1936,12513
3118,8642
6287,8708
6164,12526
6287,8712
6287,8710
8403,8651
2992,12559
6164,12531
8398,8813
2993,12532
1938,12474
2291,1530
6164,12546
5233,8642
1937,12512
8403,8681
2292,1509
2994,12518
2291,1543
4176,8650
2292,1515
877,12613
6164,12559
1937,12526
3118,8686
2994,12535
1937,12536
2994,12540
4176,8669
8400,8793
6164,12576
8403,8701
3325,2285
1938,12518
2995,12518
2293,1515
6166,12522
8403,8719
4176,8679
6166,12526
4176,8680
2289,1645
4176,8686
1938,12529
4177,8656
3341,1807
2293,1530
6287,8793
6294,8584
3326,2285
2294,1509
6293,8613
2996,12518
6294,8581
1939,12518
882,12518
6294,8585
2996,12524
1939,12522
2290,1645
6294,8594
3342,1807
1939,12535
4176,8726
5233,8727
6283,8942
7580,1509
2292,1598
2997,12512
8612,2285
5466,1509
2295,1509
6283,8956
1940,12518
2997,12518
4176,8739
2997,12522
2996,12555
2997,12524
3108,9085
8403,8778
7579,1561
2997,12529
3326,2333
843,13771
8400,8882
6294,8640
5467,1509
7581,1509
2998,12514
6296,8581
3328,2285
4182,8583
2291,1667
8403,8815
2998,12525
6283,8995
7581,1530
8612,2333
2997,12567
5467,1530
4182,8603
7582,1509
2297,1509
2998,12545
882,12606
2999,12518
1942,12519
1942,12526
8409,8656
2999,12535
1942,12536
2297,1530
6293,8730
6296,8640
1943,12513
5469,1509
1943,12515
5469,1515
2298,1509
3000,12518
2297,1543
2298,1511
886,12518
1943,12518
6296,8654
3118,8868
2294,1645
2298,1523
6296,8662
2054,9091
1943,12535
5467,1598
3331,2285
2299,1509
1944,12518
3001,12518
3001,12524
6293,8776
4182,8686
2280,2117
1944,12537
6287,8981
5471,1509
7585,1509
1944,12541
2297,1598
1945,12514
4186,8583
2284,2007
1945,12518
8412,8656
2300,1515
5467,1643
3002,12526
1945,12525
4182,8714
2296,1645
3002,12532
4176,8904
5471,1530
2298,1591
4182,8727
1945,12537
4182,8735
4186,8611
2301,1509
4174,8982
1946,12518
6293,8832
1946,12524
7582,1645
5472,1530
2299,1591
1946,12535
2300,1561
1945,12570
6300,8640
3334,2285
2302,1509
3004,12518
2302,1511
4188,8585
4188,8583
6300,8654
3004,12524
4188,8587
5469,1645
6300,8662
4188,8608
3005,12518
4189,8584
4189,8585
3005,12522
1948,12526
4187,8656
4189,8594
4186,8692
3005,12535
4189,8597
5474,1530
2299,1655
4189,8603
5472,1598
3005,12541
4182,8824
3132,8606
6177,12518
2304,1509
4188,8645
6304,8585
4189,8615
1949,12519
3133,8582
3133,8585
7579,1833
6304,8588
6177,12524
3006,12526
4189,8623
6300,8717
6304,8591
6177,12535
2303,1561
4186,8728
3133,8603
4189,8633
4186,8726
6304,8608
6304,8607
4189,8642
2305,1509
1950,12514
5471,1667
6177,12548
4191,8585
4182,8868
3132,8649
4186,8742
2301,1645
3007,12526
6178,12536
6304,8633
3133,8631
2305,1530
4186,8759
1951,12512
2306,1509
3008,12518
6178,12550
5472,1667
2306,1511
894,12518
3133,8649
3008,12524
4189,8686
1951,12529
3133,8654
8639,1807
3008,12535
4188,8727
5478,1509
6300,8795
12522,12522
3009,12525
2303,1643
2303,1645
5478,1530
5476,1598
4186,8824
6308,8582
1953,12514
2308,1509
3010,12518
6308,8585
5479,1515
7583,1833
3010,12524
6308,8594
4191,8688
6308,8595
8626,2285
1953,12537
6308,8610
6308,8608
2309,1509
894,12606
2309,1511
6309,8585
1954,12520
2309,1515
6300,8870
1953,12553
2308,1547
1952,12594
3132,8785
6308,8631
2309,1530
6309,8610
6309,8608
6304,8769
3012,12518
2309,1543
6308,8649
1955,12518
2310,1515
6309,8623
6308,8654
2306,1645
2282,2395
1955,12535
2308,1591
3012,12539
1955,12541
5479,1598
2311,1509
3012,12550
1956,12518
6184,12526
4189,8832
8644,1807
3013,12525
6309,8654
1956,12523
5478,1645
1956,12525
2309,1591
3015,12474
6540,1509
2309,1598
1957,12512
2312,1509
3014,12518
3012,12579
2312,1511
2311,1547
3014,12524
6184,12560
1957,12526
4196,8656
6309,8688
5484,1509
3345,2285
1958,12514
1958,12513
3014,12548
1958,12518
3015,12518
2309,1645
3015,12529
5485,1509
3346,2285
2314,1509
1959,12514
3016,12525
1958,12555
2310,1645
6309,8755
8647,1807
2313,1561
2312,1591
1960,12514
2315,1509
201,1509
1960,12518
4196,8736
3017,12518
4201,8584
4201,8585
201,1515
4201,8594
201,1530
3359,1941
8430,8585
1259,1509
4198,8711
8428,8656
1961,12525
12531,12531
3018,12531
1259,1525
4196,8790
203,1509
1962,12518
6317,8585
3019,12523
3019,12525
4199,8711
2313,1645
6317,8594
5478,1836
203,1525
6317,8603
8430,8642
1963,12511
6317,8615
1962,12546
2318,1509
2313,1667
4204,8585
8430,8645
1963,12518
3020,12519
3019,12552
4204,8590
5485,1645
4201,8686
4204,8591
8430,8656
4201,8688
3020,12536
2318,1530
1963,12535
3020,12535
6547,1509
2316,1598
2318,1536
3147,8607
2319,1509
4204,8608
3146,8642
6319,8585
4205,8583
2318,1541
4205,8581
2318,1543
6319,8588
4205,8587
6319,8587
3021,12523
3148,8585
4205,8585
4205,8590
3021,12525
6547,1525
4205,8591
6319,8591
2315,1645
4205,8594
8431,8656
3021,12531
6192,12532
3020,12561
3148,8595
3021,12532
4205,8603
6319,8603
8637,2285
4205,8608
6192,12548
2320,1509
1238,2285
3022,12518
3147,8642
2320,1511
3021,12551
1965,12525
2318,1591
3148,8631
4205,8642
6319,8645
2321,1509
207,1509
6317,8711
4205,8650
3023,12525
6319,8650
3148,8649
4204,8686
8433,8656
3023,12531
8430,8750
1966,12532
6308,9013
2322,1509
6319,8679
2322,1515
1967,12525
3024,12526
4208,8593
4205,8686
6319,8686
6319,8693
3148,8697
2323,1509
2323,1511
209,1509
2318,1667
4209,8585
3146,8776
2319,1645
3025,12532
209,1525
2319,1655
4205,8727
6319,8727
3025,12539
4209,8608
1969,12514
2324,1509
8433,8736
3026,12518
3025,12550
3026,12525
4208,8656
3026,12534
3147,8785
5495,1530
2322,1598
5496,1509
2323,1566
4209,8636
1970,12512
2325,1509
3027,12514
6198,12518
3027,12518
1970,12526
2306,2117
3148,8785
2318,1749
8643,2285
3027,12544
6199,12514
3028,12525
1971,12526
3146,8874
3028,12531
8433,8830
8430,8924
1971,12542
1972,12514
2327,1509
3029,12514
4208,8736
3029,12518
2327,1515
1971,12550
213,1515
4209,8719
6327,8601
6317,8912
2328,1509
3030,12518
4214,8584
2328,1511
6328,8583
3147,8894
4214,8585
4214,8591
4214,8590
6327,8629
8440,8656
3359,2333
6319,8875
4212,8656
4214,8594
3156,8627
2326,1598
6557,1509
6319,8886
1972,12573
2329,1509
1974,12514
4214,8615
1974,12518
3031,12518
4215,8583
6317,8956
1974,12522
3031,12522
4211,8711
1974,12526
2325,1645
1044,8594
215,1525
8433,8918
3031,12537
2329,1530
1973,12570
2327,1598
3032,12514
213,1598
5501,1509
3362,2285
3032,12518
6203,12525
1975,12518
1974,12553
4214,8650
3032,12525
5501,1530
6557,1561
3032,12533
6203,12545
4209,8826
3363,2285
2331,1509
1976,12514
1976,12513
3031,12578
217,1509
1976,12518
4217,8587
6327,8717
3032,12556
4205,8963
1976,12525
1976,12528
2331,1523
5474,2395
4214,8688
2312,2117
1976,12533
4217,8603
6557,1598
919,12535
2332,1509
1250,2285
2332,1511
203,1980
1977,12525
1977,12526
2328,1645
2332,1523
1044,8686
4215,8692
1977,12532
207,1867
5501,1598
6328,8728
2330,1598
4208,8918
6328,8732
1978,12512
1977,12545
1978,12513
1251,2285
6319,9014
219,1509
8430,9110
3035,12518
3035,12524
3035,12527
4219,8591
4219,8594
3035,12534
1978,12536
4215,8728
217,1598
4220,8581
3366,2285
1252,2285
2329,1667
3036,12518
4220,8585
4217,8679
3159,8711
3036,12524
4220,8590
4220,8587
4220,8588
4217,8686
5501,1655
3382,1807
1033,9091
4220,8601
4219,8631
4220,8603
5503,1598
2335,1509
221,1509
2330,1667
2331,1643
3037,12525
4219,8650
4221,8588
3037,12532
4220,8633
4217,8727
2334,1561
4221,8601
4217,8731
4221,8604
4221,8608
8448,8642
2336,1509
1981,12514
217,1663
2336,1511
3037,12548
4221,8613
4220,8649
2335,1547
221,1547
4221,8623
4220,8654
1981,12526
2332,1645
8448,8656
3038,12532
1981,12532
4215,8824
4222,8608
2335,1566
1982,12512
2337,1509
4221,8640
1982,12518
1982,12524
4222,8618
1982,12529
1982,12533
8655,2285
2337,1530
2336,1566
5506,1598
8452,8585
2338,1509
219,1663
224,1509
4222,8645
8452,8594
6211,12529
1983,12523
1983,12525
3040,12526
4222,8650
4208,9089
4222,8656
4222,8659
1983,12531
2336,1591
8452,8603
1984,12514
2339,1509
3041,12514
2338,1561
3043,12474
2338,1566
1983,12570
8668,1941
8452,8650
2340,1509
226,1509
4222,8712
3042,12525
8452,8654
3041,12561
4226,8593
3042,12531
2340,1530
1984,12570
4222,8726
7601,2285
3043,12512
8452,8679
4227,8580
2341,1509
1984,12578
2341,1511
4222,8739
1986,12518
226,1541
3043,12518
4221,8769
1986,12524
2341,1518
6214,12525
2337,1645
6214,12532
6214,12531
3043,12529
8452,8686
1984,12591
2097,9091
4217,8912
3043,12543
1986,12541
8452,8701
3044,12513
6334,8831
2342,1509
1260,2285
3044,12518
228,1509
1985,12578
6342,8588
930,12518
4226,8645
3044,12524
3042,12587
2338,1645
6342,8594
1985,12591
8452,8727
5513,1530
6568,1598
2342,1530
6342,8603
6342,8608
4222,8795
8452,8731
6343,8585
2342,1541
6343,8583
1987,12551
6343,8588
6343,8587
4222,8801
3045,12522
5504,1833
6343,8590
7619,1807
4221,8841
4222,8814
2343,1530
4226,8693
6572,1509
1988,12545
1989,12514
3046,12518
5515,1515
6572,1515
6568,1645
6342,8650
3046,12524
4227,8679
1989,12525
3159,9024
4227,8688
4215,9065
1989,12532
2344,1530
3046,12535
5513,1598
8459,8585
228,1598
4229,8642
4222,8859
3047,12515
930,12606
2329,2007
933,12514
6343,8642
6341,8711
206,2285
3047,12518
2344,1543
6345,8585
226,1667
933,12518
3047,12526
4230,8621
4227,8721
4229,8656
3047,12533
3047,12532
5287,8633
3047,12539
8452,8821
2346,1509
4222,8889
3048,12518
5287,8649
6345,8618
1991,12518
1061,8583
8458,8656
3175,8586
6345,8620
1991,12524
6342,8720
6346,8594
6343,8686
3175,8595
4229,8690
4221,8939
6345,8629
3048,12533
933,12563
2345,1561
6346,8608
5515,1598
1061,8603
3048,12541
4217,9075
5518,1509
8459,8642
3048,12549
3049,12518
2347,1515
8459,8656
4217,9081
3048,12553
4227,8777
6334,8995
6341,8776
6345,8662
1992,12531
4230,8690
6345,8665
6342,8764
6576,1509
1991,12570
2348,1509
2343,1667
3050,12518
234,1509
6342,8769
6346,8650
3175,8649
234,1515
3050,12525
1993,12526
6576,1530
234,1530
5287,8730
224,1845
2349,1509
3051,12514
3051,12516
6346,8679
2348,1543
2349,1515
3176,8649
1994,12526
1992,12587
6345,8717
1994,12536
3051,12536
6342,8821
2347,1598
3052,12513
6345,8739
3382,2285
2350,1509
236,1509
1995,12518
5287,8776
1995,12524
6346,8719
2346,1645
12565,12532
3052,12529
2350,1530
2348,1598
