film_release_region_1,film_release_region_2
2077,6647
2289,75
3075,8476
2291,12
3075,8479
2286,170
2289,78
2291,23
2286,179
3075,8488
2289,89
2291,29
2286,186
2289,92
2289,95
2289,97
2291,35
2291,38
2291,41
2077,6676
2289,108
2289,110
2291,51
2077,6684
2291,52
2289,117
2289,118
2291,59
2291,58
2291,61
2289,127
2079,6642
2289,132
2289,135
2079,6644
2291,75
2079,6647
2289,138
2289,141
2291,78
2291,89
2291,92
2291,95
2243,1585
2291,97
7579,12
2079,6676
2291,104
2079,6679
2289,171
2289,170
3078,8479
2291,108
2291,111
2291,110
2293,51
2079,6684
7579,29
2289,177
2079,6689
2289,179
2291,118
2289,183
2079,6694
2289,186
2291,127
5252,6642
2289,190
5466,12
7580,12
5252,6644
2291,132
2291,135
5252,6647
7579,52
2291,138
2291,141
7579,51
5466,23
7580,23
7579,59
5466,29
5252,6664
5466,35
7580,35
2245,1585
7579,75
5252,6676
7581,12
3080,8476
7580,50
3080,8475
5252,6679
2081,6679
7581,17
7581,23
5466,51
2291,170
3080,8479
5466,52
7580,52
5252,6684
7580,51
2295,51
7579,89
5252,6689
2081,6684
2291,177
2295,52
3080,8488
2291,179
5466,59
7579,92
5252,6694
7581,29
5466,58
7580,59
7581,35
7579,97
2291,183
2295,59
7579,95
5466,61
5466,67
2291,186
7581,38
5252,6700
5466,71
7582,12
5252,6705
2291,190
2081,6700
7580,78
5254,6647
5466,75
7579,108
7580,76
7580,75
7581,51
7581,50
5466,78
7579,110
5252,6717
7579,117
5466,84
7581,52
5467,51
5466,82
7580,90
7581,59
7580,89
7579,118
2295,87
5466,92
7580,92
7581,61
5466,89
5466,90
5466,95
7580,97
7579,127
7580,95
7579,126
2295,92
2295,95
7581,71
7579,132
5466,97
7581,75
5466,104
5254,6676
7583,12
7579,135
7579,141
7580,110
5254,6679
5466,108
7580,108
7581,76
7579,138
7582,52
5466,111
7582,51
5254,6684
2295,108
7581,80
5466,110
7580,118
7580,117
2295,110
2297,51
7583,23
7582,54
7582,59
5466,117
7581,89
5466,118
7580,126
7581,95
2295,118
7581,92
5466,127
5419,1585
7581,97
5466,126
7580,127
2295,127
5466,132
7580,132
2248,1585
5466,135
6254,8476
6254,8475
7582,75
7580,135
7581,104
2295,132
2295,135
6254,8479
7580,141
5466,140
7581,109
7582,78
5466,138
7581,108
7579,170
5469,51
7583,52
7583,51
5466,141
2295,141
6254,8488
7581,118
7581,117
2298,51
7582,92
7582,90
7582,89
7581,127
7582,95
7581,126
7582,97
7579,190
7581,135
7581,132
7582,108
5471,12
7580,170
7581,138
5466,171
7582,111
7581,141
5466,170
2295,170
7583,84
5466,176
7583,89
5466,179
2085,6684
7582,118
5471,23
7582,117
2295,179
5466,183
7580,186
7583,92
7580,190
7583,97
7582,127
7582,126
7583,95
5466,186
7582,132
5466,190
5471,35
7581,166
7581,171
7581,170
7585,51
7582,141
7583,110
7581,179
2297,141
2028,8479
5471,51
7581,176
2300,52
2300,51
5471,61
7581,186
5471,59
7581,190
7583,126
7583,132
7583,141
5471,76
7582,170
5471,75
5471,78
7582,179
2301,51
5471,89
5471,92
5471,97
7582,190
5471,95
2252,1585
5471,108
7585,110
5471,110
7583,186
7583,190
5471,127
5471,132
5471,135
2304,12
5471,141
5474,51
2304,23
2304,29
2304,36
2304,35
5476,14
5476,12
5476,17
2305,12
5471,170
2304,50
2304,52
2304,51
5476,23
5471,179
5476,29
2304,58
5476,28
2304,59
5471,186
2304,61
5471,190
5476,35
2305,35
5476,41
2304,76
2304,75
2304,78
5476,54
2305,51
5476,51
5476,52
2304,84
5476,58
2304,86
2304,87
5476,59
2305,59
2304,89
2304,92
2304,95
2304,97
5476,71
2092,6676
2304,104
5476,75
5476,76
2304,108
2092,6679
2304,110
2305,78
2304,109
2092,6684
5476,86
2304,111
2306,51
5476,84
5476,89
2304,116
2304,118
2304,117
5476,92
5428,1585
2304,126
5476,95
2257,1585
2304,127
5479,12
2304,132
5476,104
5476,109
5476,110
2304,135
5479,17
2304,138
5476,108
2304,140
5476,111
2304,141
2305,110
5476,117
2307,51
5476,118
5476,116
5479,29
5476,126
5476,127
5479,35
5476,132
5476,138
5476,135
5476,141
2304,170
5476,140
5479,52
2304,171
5479,50
5479,51
2304,176
2308,51
2304,177
5479,61
2304,179
2304,186
2304,190
5476,166
5479,76
5476,170
5479,75
5476,171
5479,78
2305,170
2309,51
5479,89
5479,86
5476,179
5479,92
5476,186
5476,190
5479,97
5479,95
2305,190
5479,104
5479,108
5479,106
5479,110
5479,111
2310,51
5479,118
5432,1585
5479,126
5479,127
5479,132
6540,12
5479,135
5479,140
5479,141
5479,138
6540,23
6540,29
6540,34
6540,36
6540,41
6540,50
5479,170
5479,171
6540,54
5479,177
6540,52
6540,51
5479,179
6540,61
6540,59
5479,186
5479,190
6540,78
5485,12
6540,76
6540,75
2313,51
6540,84
6540,89
6540,92
6540,97
6540,95
6540,110
6540,109
6540,108
2315,12
5485,51
6540,111
6540,118
6540,117
5485,52
2314,51
2315,23
5485,59
6540,126
2315,29
6540,128
6540,127
2315,35
6540,132
6540,138
6540,135
2316,12
6540,141
2315,51
2315,50
2315,52
2316,23
5485,89
2315,59
5485,95
2315,61
5485,92
2316,29
5274,6643
2316,35
5274,6642
2315,71
6540,170
5273,6679
5485,110
2315,75
2316,45
2315,78
5273,6684
6540,176
2316,52
2316,51
2315,84
6540,186
2315,87
2315,86
2315,89
2316,58
6540,183
6540,190
2316,59
5485,127
2316,61
2315,92
2315,95
5273,6700
2315,97
5274,6676
5275,6642
5485,132
5275,6643
5274,6679
2318,12
5275,6647
2316,75
5274,6684
2316,78
2315,108
2315,110
2317,51
5274,6689
2318,23
2315,118
2316,87
2045,8491
5274,6694
2045,8490
2316,89
2316,92
2315,127
2315,126
5276,6642
2316,95
2316,97
5275,6676
5274,6705
2315,132
5485,170
2315,135
2105,6644
5276,6647
2105,6647
5275,6679
2316,108
5275,6684
2315,141
2316,110
5275,6689
2318,52
2318,51
2316,118
2316,117
5485,186
5275,6694
2318,59
5275,6700
2316,126
2316,127
5273,6767
5274,6734
2316,132
5276,6676
2105,6676
2316,135
5276,6679
2316,138
2105,6679
2318,75
2318,78
2315,170
5275,6717
2316,141
5276,6684
2319,51
5276,6689
2105,6684
2105,6689
2315,179
2318,89
2318,92
2105,6694
2315,186
2318,95
5276,6705
2315,190
2105,6705
2107,6644
2048,8478
2318,108
2318,110
5276,6717
2316,179
2316,186
5276,6734
2318,132
2322,12
2318,135
2322,17
2321,51
2107,6684
2322,23
2322,29
5280,6642
2322,36
2322,35
5280,6643
2322,41
5280,6647
2318,170
2322,50
2322,52
2322,51
2322,58
2322,59
2318,186
2318,190
2273,1585
5495,12
6279,8476
6279,8475
5280,6676
2324,12
5495,17
2322,76
5280,6679
5495,20
2322,78
5280,6684
5495,24
2323,51
5280,6689
5495,23
2322,86
5495,29
5280,6694
2324,23
2322,90
5495,32
2322,89
2322,92
2324,29
5495,35
2322,95
2322,97
5495,38
5496,12
2325,12
2322,108
5495,52
2322,110
2324,50
5495,50
5495,51
2322,111
2324,52
2324,51
5496,23
2325,23
5496,29
2322,118
2322,117
5495,58
5495,59
2324,59
2324,61
2322,126
5280,6734
2325,35
2322,127
6340,6644
2322,132
5495,71
6340,6643
5495,76
2326,12
5495,75
2322,135
6340,6647
2322,138
5495,80
2326,14
2324,75
2322,140
5495,78
2324,78
5495,84
2322,141
2325,51
5496,51
5495,82
5496,52
5495,89
2325,52
5495,86
2326,23
5495,87
5496,61
5495,92
5495,90
2325,59
5496,59
2324,92
2326,29
5495,97
5495,95
2324,95
2324,97
2326,35
5495,104
6340,6676
2324,104
5495,108
2325,75
5496,75
6340,6679
2327,12
2324,108
2322,170
5495,110
6340,6684
2324,110
5495,111
2325,78
5495,116
6340,6689
2324,111
5495,117
2322,176
2326,52
2326,51
6340,6694
5496,89
2322,177
5495,118
2324,117
2322,179
2325,89
2326,58
2326,59
5496,92
2322,186
2325,92
6340,6700
2324,126
5496,95
5495,126
2325,95
5495,127
2325,97
2322,190
2277,1585
5495,132
2324,127
2324,132
5495,135
2326,71
5496,109
2324,135
5495,141
5495,138
2326,76
2326,75
5496,108
2326,78
6340,6717
2325,108
2325,110
2324,141
2327,51
5496,117
5496,118
2055,8482
2326,84
2327,52
2325,117
2326,86
2327,59
2326,89
5496,126
2326,92
2325,127
5496,127
2326,95
2326,97
5496,132
5496,138
2325,132
2326,104
5495,166
5496,135
2325,135
5496,141
2326,108
2324,170
5495,170
2325,138
2325,141
2326,110
5495,176
5495,177
2326,111
5499,51
2328,51
2326,116
5495,179
2326,118
2326,117
2324,179
5495,183
2324,183
2324,186
5495,186
2327,92
5495,187
2326,126
5495,192
2327,95
5495,190
2326,127
2326,132
5496,170
2330,12
2115,6676
2326,135
2326,138
2115,6679
2327,108
2325,170
2326,141
2327,110
2329,51
2115,6684
2115,6689
5496,179
2325,179
5496,186
5496,183
2330,29
5496,190
2115,6694
2325,186
2330,34
2327,127
2330,36
2325,190
2115,6700
2115,6702
2327,132
2327,135
2326,166
2330,41
2331,12
2326,170
5501,51
2327,141
2327,140
2330,50
2326,176
2330,52
2330,51
2326,177
2326,179
2330,58
2330,59
2326,186
5503,5
2326,187
2326,190
5503,12
2330,71
5503,17
5503,14
2330,75
2330,78
2327,170
2331,51
5503,23
2331,52
5503,29
2331,59
2330,89
5503,33
2330,92
5503,36
2330,95
5503,35
5453,1585
5503,40
5503,41
2330,97
2330,108
2330,110
5503,52
5503,50
5503,51
2332,51
2330,118
5503,60
2330,117
5503,61
5503,58
5503,59
2331,92
2330,126
2331,95
5503,66
2330,127
2330,132
5503,76
2330,135
5503,75
5503,80
2330,138
2330,140
5503,78
2331,108
5503,84
2331,110
2330,141
5504,51
2119,6684
5503,89
5503,86
5503,87
5503,92
5503,97
5503,95
2119,6700
5503,104
5503,105
5506,12
5503,108
5503,109
5503,106
2330,170
5503,110
5503,111
5506,23
5503,117
5503,121
2330,177
5503,118
2330,179
5506,29
2330,186
5503,128
5506,35
5503,126
5504,95
5503,127
2330,190
5503,132
5503,131
5506,38
5503,135
5503,140
5504,110
5503,141
5503,138
5506,51
5506,52
2331,170
2335,51
5506,59
5506,58
5506,61
2331,186
2286,1585
5503,162
5506,75
5506,76
5503,166
5503,170
5503,171
5506,78
5503,176
2336,51
5503,179
5506,92
5506,89
5506,95
5503,186
5503,190
5506,97
5295,6644
5504,170
5506,108
5295,6647
5506,111
2065,8479
5506,110
5506,116
2337,51
5506,118
5506,127
5506,126
5506,132
5295,6676
5506,135
2065,8505
5506,140
5295,6679
5506,138
2339,12
5295,6684
5506,141
5295,6689
2338,51
5295,6694
5295,6700
6354,6644
2289,1585
5295,6705
5506,170
2339,51
5506,179
5506,186
5506,190
5512,12
6354,6684
5512,17
6568,51
2340,51
5512,23
6354,6689
5512,29
6354,6694
5512,28
5512,38
2291,1585
5512,35
5512,36
5512,41
2341,51
5512,51
5512,52
6354,6717
5512,58
5512,61
5512,59
5512,66
5512,71
5512,78
5512,75
5512,76
5513,51
5512,86
2342,51
5512,84
5512,89
5512,87
5512,92
5512,97
5512,95
5301,6642
2343,35
5301,6643
5512,106
5301,6647
6572,12
5512,104
2344,12
5512,109
5512,110
6572,17
5512,108
5512,111
2343,51
5512,117
5512,118
5512,116
6572,23
5512,121
6572,29
2344,23
5512,126
2342,92
5512,127
5512,128
5512,133
2344,35
5512,131
5512,132
5512,138
5301,6679
5301,6676
5512,135
2343,75
6572,50
5512,141
5512,140
6572,54
2343,78
5301,6684
6572,52
2344,50
6572,51
5515,51
2344,52
2344,51
5301,6689
6572,61
6572,59
2344,59
2343,92
2343,95
5466,1585
5512,166
5512,170
2346,12
6572,75
5512,171
2344,78
2343,108
6572,84
2345,51
5512,176
6572,89
2343,117
2346,23
2343,118
5512,186
6572,92
2344,89
2344,92
6572,97
5512,190
7581,1585
6572,95
2343,127
2343,126
2344,95
5303,6676
5518,12
6572,105
2343,132
2343,135
6572,110
6572,108
5303,6679
5518,14
2344,108
5303,6684
5518,17
2344,110
2343,141
2344,109
5303,6683
6572,118
5518,23
6572,117
5303,6689
2346,52
2346,51
2347,23
2344,118
6572,126
5518,29
5303,6694
2347,29
2346,59
5518,35
7582,1585
6572,127
2344,127
6572,132
6572,138
2344,132
6572,135
2344,135
6572,141
2134,6647
2346,75
5518,51
2343,170
5518,52
2344,141
2347,51
5518,54
2347,52
5518,59
2343,179
2348,23
2346,89
2346,92
2348,29
2348,32
2346,95
2343,190
2348,35
2346,97
6572,170
5518,75
2135,6642
2134,6676
2135,6647
2347,75
2344,170
2346,108
2134,6679
2347,78
2134,6684
6572,176
5305,6684
6576,51
5518,82
2348,51
2348,54
6572,179
2347,87
6572,186
2346,118
2134,6689
5518,92
2346,117
2344,179
5518,89
6572,183
5518,90
6572,190
2134,6694
5518,95
2348,59
2348,61
2347,92
2347,95
2134,6700
2344,190
5518,97
2346,127
5518,104
2346,132
5518,108
2346,135
2135,6676
2135,6679
5518,111
2077,8479
5518,110
2347,108
2346,141
2349,51
2135,6684
5518,117
2348,86
2347,117
2077,8486
5518,118
2348,89
5518,127
2348,92
5471,1585
2135,6694
5518,128
5518,126
2347,127
5518,132
5518,135
2347,135
5518,138
2348,108
2346,170
5518,141
2347,140
2350,51
2346,179
2348,126
2346,190
2348,127
5523,12
2348,132
2348,131
5518,171
5518,170
5523,20
5518,179
5523,24
2351,51
5523,23
2347,179
5523,29
5518,186
5523,36
2347,186
5518,190
5523,35
5523,41
5523,38
2348,166
5524,12
5524,17
2348,170
5523,52
2348,171
5523,50
5523,51
2352,51
5523,54
5524,23
5524,29
5523,60
5523,61
5523,59
2348,186
5524,32
2351,92
5524,35
5523,66
2348,190
5524,36
5524,41
5523,71
5523,76
5523,75
5524,50
2081,8479
5523,78
5523,84
5524,54
5523,82
5524,51
5524,52
5523,89
5524,58
5523,86
5523,87
5523,92
5524,61
5524,59
5523,90
5523,97
5523,95
2351,127
2304,1585
5526,12
5524,71
5523,108
2351,135
5524,78
5523,109
5524,75
2355,12
5524,76
5524,82
5523,110
5523,111
5524,80
5524,86
5523,117
5524,84
2355,23
5524,89
5523,121
5524,90
5524,87
5523,118
2355,29
5524,92
5476,1585
5524,97
5523,126
5524,95
5523,127
2305,1585
2355,35
5523,132
2355,36
5523,135
5524,104
5523,140
5524,109
5524,110
5523,141
5523,138
5524,108
5526,51
2355,51
5524,117
5524,118
2355,52
5524,116
5526,59
2355,54
2355,59
5523,156
5524,126
5523,154
2355,61
5524,127
5523,164
5523,162
5524,132
2355,71
5524,138
5524,135
5523,166
2143,6644
2355,75
5524,141
5523,170
5524,140
5523,171
2355,76
5523,176
5523,177
2142,6684
5527,51
5523,181
5523,179
2355,86
5526,92
2355,89
5526,95
5523,186
2355,92
2355,95
5523,192
2355,97
5523,190
5526,108
5524,170
2143,6679
2355,109
2085,8479
5524,171
5524,177
2355,111
2355,110
2143,6684
5524,176
5524,179
5526,117
2355,118
5524,186
5524,183
5526,127
5524,190
5479,1585
5524,187
2355,127
2143,6700
2355,132
2355,135
5529,51
2355,138
2355,141
5526,141
2355,140
2358,51
5526,170
2355,171
5530,51
2355,170
2355,177
2355,179
2355,186
2355,190
5532,14
5532,12
2147,6647
2360,51
5532,23
5532,29
5532,28
5532,35
5532,41
5319,6644
5319,6642
5319,6643
2147,6676
2361,51
5532,51
2147,6684
5532,52
2361,59
5532,59
6540,1585
5319,6676
5532,78
5532,75
5319,6679
2363,12
5319,6684
2361,78
5319,6689
2362,51
5532,89
5319,6694
5532,92
5532,97
2361,92
5532,95
2361,95
5321,6642
5321,6643
5321,6647
5532,104
5532,110
5532,108
2361,108
5532,111
2363,51
5532,117
5532,118
2363,52
5532,126
2363,58
2361,127
5532,127
5532,128
5322,6643
5532,132
5322,6642
5321,6679
2361,132
5321,6676
2361,135
5532,135
5536,12
2363,75
5532,141
2361,141
2092,8479
2361,140
5321,6684
2364,52
2364,51
5536,23
5536,29
2363,89
2364,59
2363,92
2363,95
5536,35
2315,1585
5536,36
5532,166
5322,6676
2365,41
5322,6679
5532,170
5322,6684
5536,50
2364,78
5532,171
2363,108
5536,54
2363,110
5536,51
2365,51
5536,52
5532,176
5536,58
5322,6689
2361,179
5532,179
5536,61
2363,118
5532,186
5532,183
5536,59
2365,59
5322,6694
2364,92
5532,190
2363,127
2364,95
5324,6642
2361,190
2316,1585
5538,12
2365,71
2363,132
2363,135
5536,78
5536,75
2367,12
5536,76
2364,108
2363,141
2364,110
5538,23
5536,89
5536,90
2364,118
2364,117
5538,29
5536,92
5324,6664
5536,97
2365,92
5536,95
2365,95
2365,97
2364,127
5536,105
2364,132
2368,12
2365,104
2364,135
5536,110
5324,6679
5536,108
5538,51
5538,52
2363,170
5536,111
5538,50
2364,141
2365,110
5536,117
2367,51
5536,118
2363,177
2367,52
5538,59
2363,179
2365,117
2365,118
2367,59
5536,126
5538,61
2363,186
5536,127
2365,126
2363,190
5326,6642
5536,132
5538,75
5538,76
5536,138
2365,132
5536,135
2365,135
5536,141
2364,170
2365,138
5536,140
2365,141
5538,87
2368,52
2368,51
2364,179
5538,92
5538,89
5538,95
2368,59
2367,92
2367,95
5536,162
5538,97
5326,6676
5326,6679
5536,170
5538,108
5538,111
2368,78
2367,108
2365,170
5536,177
2367,110
5538,116
2369,51
5536,176
2367,117
5536,179
5538,117
2365,179
5538,118
5536,186
2368,89
5326,6694
2368,92
5538,127
5536,190
5538,126
2367,127
2367,126
5538,132
2368,95
5328,6642
5538,135
2367,132
2367,135
2368,108
5538,141
2368,110
2367,141
2370,51
2368,117
5329,6642
5329,6643
2368,127
2368,132
5329,6647
5328,6676
5538,171
2368,135
5328,6679
5538,170
5542,51
5538,176
2367,170
5328,6684
5538,179
5329,6664
5538,186
5538,190
2367,190
2322,1585
5329,6679
2158,6676
5329,6676
5544,12
2368,170
5329,6684
2158,6684
2372,51
5544,23
5544,29
2368,186
5544,38
2368,190
2158,6700
5544,35
5544,40
5544,50
5544,54
5544,51
2373,51
5544,52
5544,61
5544,59
5544,66
5495,1585
5273,8475
5273,8479
5544,75
5273,8476
2375,12
5545,51
5273,8480
2375,17
5544,86
5544,84
2374,51
5544,89
2375,23
5273,8488
2375,29
5544,92
5496,1585
5544,97
5544,95
2325,1585
2375,35
2375,36
5544,104
2376,12
5544,109
2161,6676
5273,8511
5544,110
5544,108
2162,6647
5546,51
5274,8483
5544,111
5544,117
2375,51
2161,6684
5544,118
2375,52
5544,116
2375,59
2375,58
5544,126
2375,61
2376,29
5544,127
2326,1585
5544,132
2375,71
5544,135
2376,41
5544,141
2375,75
2375,76
5544,140
2375,78
2162,6684
2376,51
2375,84
2375,87
2375,86
2375,89
2375,92
2375,95
2375,97
2327,1585
2162,6700
5335,6644
5335,6642
5544,170
5335,6647
2375,104
2376,75
2375,109
5544,171
2376,78
2375,108
2375,111
2375,110
2377,51
5544,176
5544,179
2375,117
2375,118
5544,186
2376,89
2376,92
5544,190
2375,127
2375,126
2376,95
5335,6676
2375,132
2375,135
5335,6679
2375,138
2376,110
2375,141
2375,140
5335,6689
2378,51
2376,117
5335,6700
2376,132
2166,6643
2165,6676
5551,17
2376,135
2375,170
2376,141
2379,51
2165,6684
2107,8482
2375,177
2375,176
2375,179
2375,186
2330,1585
2375,190
2166,6676
2376,170
5551,52
2166,6684
5551,50
5551,51
2166,6689
2376,190
2331,1585
2168,6647
2381,51
5551,89
5503,1585
5551,95
2168,6676
5551,109
2168,6679
2168,6684
2382,51
5551,127
5341,6642
5341,6643
5341,6647
5551,135
2384,12
5551,141
2169,6676
2169,6679
2383,51
2169,6684
2169,6689
2384,23
2384,29
2384,35
5341,6679
5341,6676
2384,41
2385,12
5551,176
2385,17
5341,6684
2384,50
2384,52
2384,51
2385,23
5551,179
5341,6689
2384,58
2385,29
2384,59
2384,61
2385,35
5506,1585
2385,41
2384,76
2384,75
2384,78
2385,51
2384,84
2385,52
2384,86
2385,59
2384,89
2384,92
2385,61
2384,95
2384,97
2384,104
2385,75
2384,108
2385,76
2384,110
2384,109
2385,78
2386,51
2385,82
2385,84
2384,118
2384,117
2385,89
2385,92
2384,126
2385,95
5345,6642
2385,97
2384,127
2384,132
5345,6647
5345,6644
2384,135
2385,108
2385,111
2384,141
2385,110
2385,117
2385,116
2385,118
2386,92
2385,127
2385,126
2385,128
2385,132
5345,6679
5345,6676
2385,135
2175,6644
6617,12
2389,12
2384,170
2385,141
2385,140
5345,6684
2384,176
2388,51
2389,23
5345,6689
5345,6694
2384,179
6617,35
2389,29
2384,186
2384,190
5345,6700
6617,36
5345,6705
6617,45
5561,12
6617,51
6617,50
2385,171
2385,170
5561,17
5561,23
2389,51
5560,51
6617,52
2175,6684
6617,59
2385,176
2389,52
5561,29
5561,35
2385,186
2385,190
6617,75
5562,12
5561,41
6617,78
2391,12
5561,51
2389,78
6617,80
5562,23
6617,86
5561,52
2390,51
5561,58
2389,84
5561,59
6617,89
2389,89
6617,95
5561,60
5561,61
6617,92
5512,1585
5562,35
2389,92
2389,95
6617,97
2389,97
5561,71
5561,75
6617,110
5561,76
6617,108
2119,8479
5562,51
5562,52
2389,108
5561,80
2391,51
6617,118
6617,117
2391,52
6617,116
5562,59
5561,89
2389,118
2391,59
6617,127
5561,95
6617,126
5561,92
5562,61
2389,127
5561,97
2389,126
6617,135
6617,132
2389,132
2389,135
5560,135
2391,75
5561,110
5561,111
5561,108
6617,141
5562,78
5561,109
2389,141
5561,118
5561,117
5562,92
2391,89
5562,89
5561,126
5562,95
5561,127
2391,92
2391,95
5562,97
5562,104
5561,135
5561,132
5561,138
5562,108
6617,170
5565,12
5561,140
5561,141
2391,108
2389,170
5562,110
6617,179
2391,110
5565,23
2393,51
5562,117
6617,186
5562,127
6617,190
6572,1585
5565,32
5562,126
2391,127
5562,132
2389,190
2344,1585
5561,166
5562,135
5352,6643
2391,132
5561,170
5561,171
5352,6647
5562,138
5565,50
5565,51
2391,141
5562,141
5561,179
5561,176
5565,52
2394,51
5565,59
5561,186
5352,6664
5565,61
5561,190
5565,75
5352,6676
5352,6679
5562,170
5565,82
2391,170
5352,6684
5562,179
5562,177
5352,6694
5565,89
5565,95
5565,92
5562,186
5562,190
2391,190
5565,110
5565,111
5565,108
5565,118
2396,51
5565,117
5565,126
5565,127
5518,1585
2347,1585
5565,135
5565,132
5565,138
5565,141
2397,51
2183,6684
2348,1585
2183,6700
5565,170
5565,179
2398,51
5565,186
5565,190
2400,12
2399,51
2400,23
2400,29
2400,36
2400,35
2400,41
2400,50
5571,51
2400,52
2400,51
2400,58
2399,90
2400,61
2400,71
2400,76
2400,75
2400,78
2401,51
2400,84
2400,86
2400,87
2400,89
2400,92
5523,1585
2400,95
2400,97
2400,104
2400,108
2400,110
2400,109
2400,111
2400,116
2400,118
2400,117
5524,1585
2400,126
2400,127
2400,132
2400,135
2400,138
2400,141
2403,51
2191,6642
2400,170
2400,171
5303,8482
2400,176
2404,51
2400,177
2400,179
2400,186
2355,1585
2400,190
5363,6642
2191,6676
5363,6647
2191,6679
5576,51
2405,51
2191,6684
2191,6689
5363,6664
5363,6676
5363,6679
5363,6684
2406,51
5363,6705
5365,6647
2407,51
5365,6679
5365,6676
5365,6684
5579,51
2408,51
5365,6689
5365,6694
2407,92
5365,6717
2407,127
2410,51
5532,1585
2361,1585
2411,51
5583,51
2412,51
2415,12
2414,51
2415,23
2415,29
5536,1585
2415,35
2415,41
5583,141
5586,51
2143,8479
2415,51
2415,50
2415,52
2415,59
2415,58
2415,60
5374,6643
5374,6642
5374,6647
2415,75
2415,78
2415,89
5587,59
2415,92
2415,95
5538,1585
2415,97
5374,6676
5374,6679
5374,6684
2415,108
2415,111
2415,110
2417,51
2415,117
5374,6689
2415,118
5374,6694
2415,127
2415,126
2368,1585
2415,132
2415,135
2419,12
2415,138
5589,51
2419,17
2415,141
5374,6717
2418,51
2419,23
2419,29
2419,28
2419,35
5374,6734
5590,51
2415,170
2419,51
2419,50
2415,177
2419,52
2415,179
2419,59
2419,61
2415,186
2415,190
2419,75
2419,76
2419,78
2420,51
2419,86
2419,90
2419,92
2419,95
5592,35
2419,97
5593,14
5593,12
2419,104
5593,17
2419,108
5593,23
2419,110
2421,51
5592,51
2419,117
2419,118
5593,29
5593,35
2419,127
2419,126
5593,36
2419,132
5593,41
2419,135
5593,50
2419,138
5593,51
2419,141
2419,140
5593,52
2422,51
5593,58
5593,59
5544,1585
5593,71
5593,75
5593,78
2419,166
5593,76
2419,170
5593,86
2423,51
2419,179
5593,89
5593,95
5593,92
2419,186
2419,190
2211,6642
5593,104
2211,6644
2211,6647
5593,110
2425,12
5593,111
311,12
5593,108
5593,109
5595,51
5593,118
2424,51
5593,116
5593,117
5593,126
5593,127
2375,1585
2425,35
5593,135
5593,132
5593,133
5593,138
2211,6676
2211,6679
5593,140
5593,141
2425,51
5596,51
2211,6684
311,51
2425,52
2211,6689
2425,59
2211,6694
2211,6700
2376,1585
5593,166
2211,6702
2211,6705
5593,170
5593,171
2425,75
2427,12
5597,51
5593,179
5593,176
2426,51
5593,186
2425,89
5593,190
2425,92
2425,95
2211,6734
5598,51
2425,108
2425,110
2427,51
2427,52
2425,117
2427,59
5386,6643
5386,6642
2425,132
2425,135
2429,12
2427,78
2428,51
2427,92
2427,95
2429,35
5386,6676
5386,6679
5601,12
5386,6684
2427,108
2425,170
5601,17
5601,23
2429,51
5386,6689
2427,117
2427,118
2429,59
5386,6694
2427,127
5601,36
5601,41
2427,132
2427,135
2429,75
5601,51
2427,141
2429,78
5601,52
2429,84
5601,59
5329,8489
2429,89
5601,61
2429,95
5601,75
5601,76
5602,51
2427,170
2429,110
2431,51
2427,179
2429,118
5601,89
5601,95
5601,92
2429,127
5601,97
2429,132
5601,110
5601,111
5601,108
2429,141
5603,51
5601,118
2432,51
5601,117
5601,126
5601,127
5601,135
5601,132
2161,8479
5601,141
2429,170
2433,51
2384,1585
5601,170
5601,171
2162,8479
5601,179
5601,186
5601,190
2385,1585
2435,51
5608,12
2222,6684
2436,51
5608,23
5608,45
2438,12
5608,50
5608,51
5608,52
2438,23
5608,61
5608,59
2438,29
5396,6642
2438,36
2438,35
2438,38
5396,6643
5396,6644
2438,41
5608,75
2438,52
2438,51
5608,89
2438,59
5608,97
2438,61
5608,95
6617,1585
2389,1585
2226,6644
5396,6676
2440,12
5396,6679
2438,75
2226,6647
5608,108
2438,78
5396,6684
5608,117
5396,6689
5608,118
5396,6694
2440,23
2438,87
2438,89
5608,126
2438,92
2440,29
5396,6702
5608,127
5561,1585
5396,6700
2438,95
2440,35
2438,97
5608,132
2438,104
5608,135
2226,6676
5612,12
5612,17
5608,141
2438,108
2226,6679
5396,6717
2438,110
2168,8479
2226,6684
2440,52
2440,51
5612,23
5612,29
2438,117
2226,6689
2440,59
2440,61
2438,126
5396,6734
2391,1585
5612,35
2226,6700
5612,36
2438,127
2438,132
2440,71
2226,6705
5608,170
2442,12
2438,135
2438,138
2440,76
5612,50
2440,75
2440,78
2169,8479
2438,141
5612,51
2440,84
5608,179
5612,61
5612,59
2440,89
2440,92
5608,190
2440,95
2440,97
5612,75
5612,76
2440,108
2438,170
5613,51
2440,110
2438,171
5612,84
2442,51
5612,89
2440,118
5612,92
2442,59
2438,186
5612,97
5612,95
2440,126
2438,190
2440,127
2440,132
5615,12
2230,6642
2230,6644
5612,109
2440,135
5612,110
5612,108
5612,111
2440,141
5612,117
5612,118
5615,23
5615,29
5612,126
5341,8531
5612,127
5615,35
2442,95
5565,1585
5615,41
5612,132
5612,135
2230,6676
5612,141
2442,108
2440,170
2230,6679
5612,140
5615,52
5615,50
2230,6684
5615,51
2444,51
5615,54
2440,179
5615,61
5615,59
2230,6694
2440,186
2230,6700
2440,190
