participant_1,participant_2
5940,216
1174,512
7671,3908
1282,5359
3961,4231
1070,3740
3377,5950
825,3145
8219,3307
5841,3297
3318,7788
5563,11922
4231,4069
6257,6796
1277,5531
4231,4081
4081,542
4231,4089
292,3318
6176,1139
6016,6099
5378,1302
6824,5634
5841,3338
3928,5296
6899,3307
623,1257
3561,292
214,5747
6080,4124
6308,5253
4231,4102
5379,1288
5312,3370
4081,8770
6078,4205
6276,6263
3908,5956
6176,1183
6899,3353
3289,575
5296,3892
5217,6346
7864,6208
3711,3880
1236,6879
1283,5422
3552,624
3307,8219
3552,623
3711,3889
555,3422
7865,6191
4056,1390
535,4053
3908,5985
3969,4094
6257,6899
5909,1302
3370,6284
4001,3107
4053,1497
4249,3616
5296,3928
5582,3264
649,539
5308,3564
5489,6155
5237,5773
4058,1370
4250,3612
5236,5812
6207,292
4094,8452
5572,3594
3448,3904
1166,920
1348,3474
3976,3928
4081,673
5770,5657
3908,6042
3988,3564
8079,7817
5828,3870
7080,6016
559,3370
6257,6958
559,3371
3932,5312
1283,5510
918,442
1361,3095
3387,5826
1166,952
3124,5789
1017,5575
6043,5420
5829,3863
5253,5332
5782,5318
5313,3478
762,5296
6023,6043
214,5900
3459,3611
3296,472
3353,6899
3994,3412
3207,3232
3450,3891
1288,5379
3667,5360
824,3382
6892,3693
5222,6319
1264,6138
6883,3989
3724,3612
1157,1270
825,3370
5572,3667
6036,5673
5572,3674
5684,202
5670,633
3732,3370
3904,6230
369,1127
564,3274
549,3740
3732,3371
3801,1236
3732,3378
4081,753
1240,6904
1430,1017
5651,1240
1157,1290
821,3517
6016,6311
5672,592
899,1106
3969,4249
1156,1341
816,3693
286,3740
3920,5775
4001,3264
4231,4329
7888,5648
3478,3095
292,3561
11919,3574
3450,3976
535,4231
6879,4176
364,1341
5563,4015
5248,5594
3564,451
3387,5940
1438,824
3190,3858
3651,5950
216,5940
8133,6276
5297,4081
535,4249
3728,3574
6285,6224
3904,6309
1183,549
1176,766
1277,5828
7951,3740
3124,5924
4008,3095
549,3831
1456,292
6187,1089
3740,3215
6107,3566
6300,5775
7776,979
426,7650
572,3124
825,3474
3732,3474
3187,3989
821,3611
292,3627
3190,3904
5253,5492
4171,6267
3732,3493
542,4081
3564,512
3382,6153
3449,4081
4170,6308
210,6187
833,3259
6319,5222
3198,3676
3989,3732
897,1283
535,4317
559,3574
8055,8766
3296,652
1451,503
5238,5992
374,1133
6314,5412
5409,698
3845,8223
5762,6138
11919,3689
3908,6276
3552,928
1421,1453
6353,4215
929,327
5950,327
3124,6016
3740,3307
1270,6151
3190,3975
3667,5572
825,3568
5649,1480
6267,6898
898,1311
564,3474
5412,646
4194,5636
6849,5248
6181,1390
477,6182
4089,708
3740,3345
4081,971
5651,1456
1183,698
6358,4113
6058,5222
4009,3208
3667,5623
3566,564
1166,1236
14505,13718
4249,3969
1302,5217
3831,549
6911,3370
210,6308
1270,6222
684,8004
3845,8325
3478,3318
7795,569
7817,8079
5505,6023
5581,3674
5237,6144
558,3740
1459,388
398,512
5655,1386
564,3566
838,3264
6311,5634
1438,1055
825,3676
6036,5978
5525,5433
3208,3536
564,3581
3728,3801
1464,259
3916,6168
3564,698
549,4053
5675,795
5573,3967
6365,3989
4106,292
6116,3521
3478,3377
3676,5434
3564,716
3661,5900
1465,251
3550,1154
3459,3975
6042,5824
5331,3296
5520,5628
1456,549
1183,824
575,3289
3281,1324
4194,5789
5944,698
6191,1236
3187,4249
6308,5799
1438,1125
5332,3297
4194,5808
428,7865
3732,3748
1456,575
5429,292
5312,3925
549,4124
6187,1379
4282,3096
5312,3932
5722,7609
1456,594
3127,6139
3387,6270
5859,3370
3674,5572
1302,5378
760,5797
549,12342
7817,8223
3674,5581
6224,8452
374,1390
5799,5253
6043,5881
5253,5799
3564,811
3667,5812
8223,3845
485,6154
549,4170
485,6155
7792,825
6358,4317
5797,5325
8152,6058
3566,768
816,4100
5573,4089
5940,9105
825,3831
6187,1456
12445,12254
3732,3831
292,3978
6920,3318
821,3969
3318,292
3597,8027
3989,4069
3662,6013
644,1270
4270,3553
3988,4105
5799,5307
753,6088
3916,6342
825,3858
3574,559
3732,3858
7001,825
1015,6168
6043,5953
3732,3863
1282,6088
3928,5983
7951,12342
3724,4124
6719,1390
644,1302
768,5651
5520,5798
3370,6911
684,8263
1456,715
6909,3706
4249,4250
3831,825
1341,4290
6013,6920
5789,5673
3493,3127
3297,1017
1183,1017
286,4249
934,549
3307,715
3474,3732
4250,4249
5243,6235
5572,4231
5268,5464
1277,6308
3568,825
6043,6023
6036,6250
8369,7650
3318,398
825,3954
5782,5940
3739,3740
5944,923
292,4106
3732,3969
7951,4250
3152,5573
3564,998
5243,6290
824,4018
5972,8273
3938,5789
3560,1127
3740,3739
3732,3989
1456,821
6061,5520
3728,4120
5866,3377
310,3597
3145,5828
824,4053
6139,3127
6222,558
3561,1133
4113,8602
7954,4220
5798,5520
5802,5393
698,7971
684,214
4100,816
3109,6960
442,7722
3328,8369
5434,426
659,998
7954,4231
4105,673
6314,5924
4215,5457
6311,6016
1378,3293
3289,1396
5704,8452
3289,1401
6060,5611
1459,790
1468,512
4112,472
3693,5269
3988,4317
1050,5287
7985,3296
1302,5675
1298,5799
5675,1183
7650,5500
3581,564
5775,6283
753,6321
3487,3490
3232,3207
5775,6300
1456,923
5599,3564
5575,4307
3215,3740
3833,971
920,1166
3296,1239
5279,5312
3906,6920
292,4266
3594,210
682,369
3689,5460
1183,1228
5420,952
7985,3363
790,5222
789,5253
4081,1508
5520,6061
5860,3711
3961,5241
1231,7951
4023,3318
6016,7071
7985,3377
3208,4009
3296,1281
5707,272
1377,3428
3293,1378
3297,1256
3564,1174
6016,7080
3564,1183
3904,7029
5253,6175
588,3338
3490,3487
3667,6195
4016,3568
3478,3863
5812,5236
6113,4103
770,5894
8170,5870
5789,5956
3574,898
5253,6195
5675,1302
1226,8152
1467,682
773,5813
3484,3693
5789,5972
1453,1127
5346,3325
824,4250
5672,1421
5460,7994
5789,5985
5253,6222
3564,1235
1445,1390
5611,3318
4001,4079
3748,3732
1384,3296
3961,5331
396,1157
8452,5378
4003,4031
6904,4215
3296,1384
5429,796
1119,3343
4176,6879
3428,5500
5594,3892
3296,1399
5992,7936
398,1136
5952,998
6230,575
512,5802
3297,1390
388,1459
918,1421
3740,4053
8766,3900
5992,7971
1302,5909
5253,6308
3326,8705
1183,1414
4231,5233
416,617
3597,310
4231,5237
426,310
3594,416
3490,3640
426,320
8766,3920
6346,5217
1390,3208
5412,1409
5985,8223
5807,5552
3594,426
5866,3724
3568,1231
1316,5510
5866,11919
5607,3564
1379,3564
3474,4157
979,7776
4205,6078
3574,1061
5805,5634
7929,5325
564,4266
428,292
3564,1379
1053,5493
5675,1474
5599,3831
3503,3274
5331,3961
5985,8267
6345,5297
3338,8404
5611,3478
1308,5802
1316,5563
1453,1316
3740,12342
1183,1497
6068,5722
1456,1240
920,1478
3833,1288
7817,664
1390,3297
8766,4016
428,354
569,4175
6920,3906
3083,8164
3416,6042
1456,1270
1390,3318
400,1240
1210,709
684,631
8236,4089
450,7888
3564,1465
923,1420
3564,1478
838,4067
3689,5802
4231,5383
4009,4081
5950,1256
3574,1183
7720,3740
923,1456
6346,5378
1456,1322
259,5661
3599,428
1453,1421
6920,3975
1390,3377
1298,6230
428,436
6348,5332
4124,549
5789,6286
3493,3732
5543,5724
5422,1283
400,1316
3338,352
4290,3612
5798,6013
796,5429
1390,3402
7994,3478
947,753
5813,5553
12342,7951
1365,4182
588,3693
4231,5447
773,6152
5420,1365
5736,7951
5953,1225
264,5567
569,4307
5356,3370
952,629
1330,5296
8452,5704
1370,4058
5356,3371
1386,3573
5268,6113
1386,3574
400,1373
588,3740
4231,5508
984,7865
6864,5807
3218,12342
7985,3831
1396,3289
5952,1316
400,1399
4231,5525
6036,6914
3416,6217
8770,4081
8378,8054
6144,3578
4105,1251
3338,451
3755,3908
6796,7951
668,1316
1459,1373
5802,6005
5870,3904
1459,1379
6152,3351
426,635
3573,1386
539,5332
5336,4079
6068,5969
4231,5572
3689,5991
3967,5573
5269,6168
3689,6005
3978,5237
436,354
8363,374
5950,1456
3574,1386
3343,356
944,998
5369,3095
428,619
5248,6849
5553,5591
6222,1236
1399,3296
4018,4028
6153,3382
1487,572
3338,535
6079,5675
3969,5553
6253,290
781,6080
5704,925
3187,5222
952,783
7929,5684
4103,1415
1127,3560
705,259
6348,5552
1386,3728
3858,825
6222,1270
8267,3416
3363,7985
6931,3870
6152,3449
795,5675
5448,698
4124,781
1459,1478
1302,6346
6148,3581
436,428
594,3724
5824,5441
1401,3289
3338,588
1396,3448
7985,3989
698,512
4231,5681
673,1292
3975,5433
5799,6230
1478,920
5824,5462
1386,3777
6080,5725
3862,753
1316,5952
6144,3740
3517,3261
3975,5449
1055,5860
947,1018
4016,4183
518,6129
709,208
5802,6168
5808,5985
1370,4301
588,3969
1468,1270
5813,5841
4016,4205
3318,1270
1341,5215
1052,5983
6069,6108
3711,5483
4315,3142
7985,4067
6944,3574
6308,6904
5805,6113
3975,5500
3517,3318
5799,6308
4106,1456
4018,4183
3934,6796
4105,1497
1322,5853
684,1055
6960,3109
3330,952
6139,3989
5631,3353
810,5346
760,6899
4124,923
5552,5807
6267,8219
6080,5828
7808,1415
796,5798
6231,1156
5307,5222
1309,6283
1332,5573
426,891
1052,6063
1290,6879
952,974
1386,3906
5870,4171
1133,3561
7725,4009
6013,7929
5563,5500
608,3459
5553,5813
5296,5594
3612,451
3978,5493
6090,5558
8630,549
3908,7671
6154,3581
6230,1226
3318,1390
7609,7635
1044,6348
4215,6353
272,5707
3522,3264
5623,3667
5885,3740
7661,6036
5824,5649
5813,5992
7033,947
612,3387
1401,3506
5724,564
6168,3187
3449,5563
3863,923
5492,7770
5360,3667
698,738
549,5359
6347,5849
3583,1421
4115,1312
451,210
789,6116
1390,3870
4290,4081
1225,796
4028,4018
3725,5220
3318,1456
5972,1099
426,998
5628,3578
6230,1298
698,766
435,727
789,6138
6091,5626
3443,5797
1390,3904
5991,535
1235,518
4250,5359
1497,588
5978,947
715,259
1474,1311
3622,259
5724,635
290,5253
7929,6013
5833,5457
352,3338
3863,995
3096,8391
1228,766
6144,4016
3351,490
6153,3740
1240,400
715,292
768,6845
450,320
6276,8133
8267,3755
292,5222
4030,4031
4031,4003
5991,588
8452,6224
5458,733
608,3632
1236,549
6349,5885
3850,1438
6144,4053
3450,5648
952,1166
1390,3975
1390,3976
4301,3845
6349,5897
3969,5950
821,5237
4031,4030
5312,5279
290,5317
5500,7650
4249,5475
539,5797
3370,8152
3338,952
6168,3336
8452,6271
549,5500
5573,5405
6249,833
1070,5736
3676,6872
3594,1222
3975,5797
5497,7768
3711,5794
6249,845
1230,792
8452,6285
3371,8152
1322,6138
6231,1420
1408,3479
7817,1409
8263,3967
952,1236
3645,7864
6348,5991
3377,7985
3450,5724
3338,1005
1390,4056
12217,4294
356,3343
3251,3711
6155,3801
3768,4067
5222,8152
535,5991
3988,5449
1240,535
292,5348
3459,5481
3711,5860
6276,8267
1353,5236
5894,3732
1396,3904
3449,5799
3184,5824
682,1467
3627,292
5724,825
825,5237
3611,792
3969,6080
1233,785
3975,5899
6271,8452
3612,770
3083,785
952,1309
7936,5992
6155,3862
3612,783
6168,3473
1055,6326
5312,5434
3611,821
3347,816
5553,6168
791,6337
6152,3989
8263,4089
292,5429
472,8043
824,5325
6885,5849
5983,1052
559,5356
3261,3517
6107,5405
7994,4249
4028,4317
1478,1459
4301,4067
12342,549
3536,3208
5300,5870
7951,5607
5900,3661
5747,214
3711,5991
3608,998
3975,6005
1406,11922
6113,5268
3124,7817
5558,6090
6036,7661
5752,8273
5824,6042
4053,3599
564,5267
1154,3362
705,899
290,5573
555,5567
8353,1406
7954,5582
3264,3522
3459,5672
3978,5969
4266,5236
3711,6060
3190,5829
4038,4124
5824,6099
6903,5418
4231,6337
3612,952
442,918
6351,6155
1139,3889
5552,6348
991,286
3370,270
698,1183
3861,1438
7650,6864
796,6345
7765,3296
3343,1119
4249,5802
3259,3725
5500,7985
4301,4193
7951,5736
1413,3616
1335,6040
3801,3325
3371,270
3801,3326
6107,5573
1044,6879
6099,5824
549,5841
8269,4089
5307,5799
3260,3724
623,3552
428,1406
3978,6043
6005,549
1228,1183
7650,6903
825,5489
3338,1316
4215,6904
6005,564
1236,952
5634,3878
3732,5500
4053,3740
5648,3450
11922,5563
6181,3318
624,3552
1225,1308
549,5881
569,5262
5222,292
899,3232
6168,3732
5828,6080
5634,3908
6113,5441
1226,1298
3096,676
5359,4250
450,783
1343,5870
5924,3124
1329,6308
535,6348
1348,5724
696,1363
1154,3550
3988,5807
3251,4081
3521,3904
442,1050
974,952
569,5318
3889,705
3473,5409
3449,6152
705,1106
1071,6155
727,435
5849,5492
1236,1044
5894,4101
436,1270
442,1086
5722,1254
469,259
623,3682
7951,5894
3724,5866
5899,3975
292,5762
3363,677
6168,3831
5594,5248
3635,440
1497,1183
3107,428
3478,5313
549,6005
3377,261
5807,6864
5308,5950
5222,428
3612,1183
984,733
5841,5813
3187,6168
4053,3900
6099,6016
6181,3478
8027,3597
3870,1390
1421,3583
5594,5296
7865,428
6285,8452
1015,7985
998,320
3693,6892
3975,6345
8152,7931
3274,3503
5827,6284
3083,1236
1258,469
3740,5449
3632,608
5332,5253
6168,3916
5841,5866
5651,3564
11919,5866
3517,4183
1438,3095
1236,1166
5297,6345
1240,1044
5736,934
1401,4249
825,5724
7635,7609
3370,559
5991,1236
5991,1240
4317,3988
842,5222
3289,3095
3740,5500
3371,559
450,998
1156,3692
5724,1348
7865,517
4314,4101
1257,569
1365,5420
567,5591
3900,8766
4317,4028
998,426
984,866
5834,6167
1406,4170
3478,5473
5724,1390
5318,5782
709,1210
8027,3732
3788,4067
4057,3925
998,450
6260,1177
1257,623
564,5724
5775,8025
3904,490
3473,5661
7951,6108
1236,1282
5460,1413
3724,6080
898,3574
5573,6107
3487,5237
5591,5553
1055,6904
768,7609
6361,6263
4053,4081
11919,5991
1430,3473
3370,677
824,5881
6270,893
3370,684
3273,3693
1166,3473
5736,1070
1270,261
3474,5670
3801,3728
3371,677
5636,4194
8668,310
5762,292
825,5881
4081,3251
3264,4001
6195,3261
1270,292
6113,5805
3274,3706
8190,6960
3732,5894
6043,7985
4266,5725
214,270
5853,5684
6186,3553
7951,6182
1348,6080
998,549
4157,926
3989,6139
4053,4157
5461,1468
6036,8223
998,567
3989,6152
4260,5943
5661,3473
3478,5611
4266,5762
4170,549
3288,3318
1240,1270
8223,5985
6195,3318
4081,3318
210,451
7929,6920
4067,3768
6016,692
4266,5797
5378,4094
3371,785
3552,3370
4067,3788
5378,4115
4176,416
3370,825
3288,3370
8223,6036
3917,259
3297,3095
3474,5799
6108,6069
1415,4103
3889,1139
1421,3919
3616,1413
5762,428
998,659
5222,790
984,1098
3880,1438
1183,3127
6293,364
5325,5797
5331,5614
1270,436
5870,5300
292,6187
3880,1456
202,785
290,6253
312,5575
821,6181
310,5646
712,1379
292,6207
1166,3689
992,892
7776,3581
8391,899
6899,6191
4023,5237
3362,1154
7985,5297
5222,842
715,1298
4081,3449
3377,698
3478,5762
8164,7951
3095,1256
374,3693
6113,6012
6899,6222
3095,1270
8219,6267
564,6005
3706,6909
3997,6080
6187,3732
6898,6267
824,6144
4175,569
3632,1017
998,760
5493,677
5845,6155
652,3296
3273,3969
1240,1456
3550,3573
3387,436
6899,6257
1109,5520
8027,4061
558,6222
3740,5885
3989,6365
3823,3318
5489,825
4015,5563
3095,1316
1157,4053
3377,768
998,792
6879,6899
208,709
5853,5940
3684,7650
316,5563
292,6308
7886,270
3732,6168
451,1384
7788,3318
3363,1226
1089,6187
451,1390
6195,3552
374,3778
5997,1497
998,821
8766,5775
1174,3564
3732,6187
738,698
3095,1361
1270,594
7985,5425
733,866
6795,1365
5500,549
3370,1041
1007,572
5670,3474
362,4188
3371,1022
3297,3318
6904,6191
753,270
362,4200
