containedby_1,containedby_2
9401,9152
6743,9637
11513,9217
10586,5187
10752,51
9695,51
9354,10620
11278,127
10985,9221
10748,184
11646,5112
9391,9490
9167,51
11115,5200
11115,5194
9533,5086
9164,141
10750,127
8476,5095
11281,63
11645,5156
10481,8475
9696,51
10459,9166
11119,5090
9353,10680
10753,51
10459,9165
10175,1585
9168,51
10438,9834
8475,5150
10589,5152
10591,5093
6758,9226
9395,9396
11648,5090
10225,51
10221,184
9394,9434
10588,5187
9361,10458
9914,9709
11118,5154
5175,9158
9374,10061
10449,9504
9697,51
10754,51
11117,5182
10590,5152
11281,132
11519,9135
10482,8513
10062,5150
9698,51
10955,10237
11519,9137
9895,10338
11809,156
11649,5118
11811,90
6750,9536
9340,11169
10448,9590
10227,51
11284,51
9534,5150
9909,9910
9170,51
8477,5150
11445,11446
11810,141
11121,5118
10757,12
11479,10407
9699,51
10446,9674
10593,5112
10992,9127
10421,10444
6784,8509
9376,10084
9535,5150
10228,51
9171,51
10063,5169
10064,5150
11651,5112
9700,51
9866,11290
184,141
10755,117
9537,5107
10441,9850
9926,9442
11282,176
10229,51
6764,9166
183,183
10066,5112
11123,5112
10993,9137
11650,5156
9538,5092
11124,5090
9701,51
11013,8525
9428,8509
9933,9246
11287,51
11652,5119
10930,11128
10424,10425
11015,8488
11122,5182
9358,10714
9702,51
6764,9203
11491,10123
10596,5107
6766,9155
9174,51
9429,8531
10067,5145
10937,10938
5181,9158
9703,51
10232,51
10068,5145
10231,87
9402,9403
10069,5110
9704,51
5182,9158
9539,5175
9172,176
11289,86
10598,5118
11286,176
10599,5098
10762,54
11125,5182
9540,5175
9173,176
10232,116
11525,9187
9914,9969
10234,51
5184,9158
10230,184
10600,5107
11472,10846
9349,11116
10763,51
11451,11490
9706,51
11816,177
9175,141
11655,5175
9541,5175
9176,117
11658,5095
11292,51
10235,51
9178,51
10432,10340
6792,8488
9542,5164
9367,10582
9708,12
9405,9406
139,1744
10941,10942
9705,116
11294,9
10452,9729
191,141
9913,10061
6769,9221
10601,5124
9177,117
10073,5110
10602,5095
9179,51
10765,51
10492,8513
9709,12
9175,184
10451,9790
6768,9275
11290,176
11022,8477
11821,92
9346,11283
10074,5110
10420,10770
9543,5182
9180,51
11471,10952
11130,5150
10766,51
5187,9158
11476,10817
10238,51
9544,5175
11467,11110
6755,9722
9547,5090
11082,6658
9903,10439
9920,9921
9393,9886
9417,9137
11296,51
10239,51
9548,5090
9710,63
10236,141
10768,51
9711,51
10440,10222
9707,170
9183,51
9549,5090
11297,51
10427,10647
11293,184
10236,184
10075,5182
10604,5164
9922,9923
11822,176
6762,9587
11295,141
10606,5112
10468,9399
9710,132
11663,5124
10078,5118
10605,5164
9411,9412
9713,51
10076,5182
9182,141
10242,51
9185,51
5192,9158
10961,10539
11295,184
9351,11307
10608,5107
10771,51
9924,9925
10948,10950
9714,51
6764,9590
11665,5117
10769,127
11028,8476
11664,5156
10609,5095
11666,5095
10607,5150
9186,51
11136,5150
10469,9443
11480,10864
9182,184
11138,5092
9410,9514
11667,5095
10244,51
10770,141
6766,9574
10773,51
10501,8476
5194,9158
11466,11342
9716,51
11302,51
10245,51
9973,8476
9712,184
10079,5203
10080,5172
8495,5156
11139,5112
9911,10407
11137,5181
10471,9442
10774,51
9551,5203
11009,9156
10770,184
8494,5203
9927,9928
10243,141
9936,9665
10450,10116
6779,9236
9715,141
10772,141
10463,9732
10247,51
9190,51
10560,6734
8497,5150
11301,141
9905,10650
10243,184
10246,97
9719,51
10772,184
10982,10060
11033,8475
11140,5157
10248,51
9191,51
11303,117
9717,127
11301,184
11668,5187
9720,51
9399,10000
9930,9931
11622,6642
9188,176
10249,51
10613,5150
10475,9439
10084,5175
10775,141
10443,10444
11671,5156
9947,9442
9193,51
10614,5164
11564,8476
9397,10117
10085,5181
9722,51
10778,97
10251,51
11308,51
10447,10361
6766,9790
9723,51
11309,51
9560,5118
9421,9422
9194,89
11531,9563
11305,184
5202,9158
10615,5203
10509,8488
9724,51
10779,117
11310,51
6752,10271
9934,9935
9956,9254
11676,5095
9196,51
10617,5164
10619,5105
10088,5182
9721,176
9562,5107
11512,10204
11147,5136
10250,170
11307,170
9423,9424
6777,9536
10618,5164
9195,125
11547,9143
6772,9714
9563,5107
10255,51
9198,51
9561,5182
10252,141
9195,141
10091,5142
11311,90
10487,9250
11312,61
11628,6644
10092,5110
11146,5203
11546,9187
10784,51
9727,51
9420,9578
10256,51
9199,51
11150,5107
10253,141
11313,51
11006,9586
9728,51
9195,191
11149,5150
10620,5175
6751,10429
9515,6658
11151,5095
11540,9422
9565,5110
11539,9462
9564,5150
10253,184
6776,9665
11537,9532
9566,5105
11316,9
9726,141
9729,51
10621,5174
10623,5119
9891,11427
10258,51
9201,51
9932,10167
10454,10365
10093,5175
9415,9820
9730,51
11510,10407
10257,109
10785,127
11680,5150
9432,9305
9726,191
10964,10965
11551,9152
10624,5131
5209,9158
9459,8476
11681,5131
10470,9910
9962,9275
10786,126
10095,5164
10486,9422
10576,6644
6766,10062
10626,5095
9203,51
11023,9169
11153,5150
9955,9514
11683,5101
9202,92
11155,5093
10787,127
11024,9166
10625,5150
10487,9422
10577,6644
9200,176
11008,9676
10098,5118
10097,5150
10790,51
11525,10029
10994,10120
10257,193
11478,11493
9731,127
9205,51
11315,170
10788,126
11316,141
11317,110
11320,23
10099,5118
10260,126
11154,5192
9732,127
10263,51
11106,6684
9572,5095
10793,9
10997,10068
9204,127
10792,51
10261,127
10953,11452
8513,5175
9463,8488
11318,141
10628,5150
9733,141
11157,5150
10789,184
10100,5156
9208,51
9389,10827
10262,141
9736,63
10265,51
10629,5150
10631,5101
11318,184
9734,141
9737,51
10794,51
9733,184
11158,5164
8514,5203
11319,179
11030,9137
10630,5150
11689,5088
10430,11364
10262,184
10791,179
10795,51
10101,5182
11016,9586
10500,9198
10264,141
10268,12
9734,184
11688,5156
9736,132
9574,5150
10267,51
9210,51
10793,141
11025,9334
9576,5095
9948,9949
9206,184
11322,133
10796,51
9735,187
10632,5150
10269,12
11691,5095
10798,12
9211,51
11159,5200
10797,51
10264,184
9738,117
9974,9187
9740,51
11692,5095
9212,51
11160,5200
9997,8487
11324,117
11162,5150
11163,5115
10104,5175
9438,9439
9950,9951
10799,17
11054,8514
10270,51
9577,5150
6789,9659
10107,5112
174,1744
9214,51
10106,5175
11326,118
11496,11233
11329,37
10800,51
10634,5200
9739,170
9952,9953
9580,5113
11010,9931
10272,51
9215,51
10498,9439
9930,10670
9441,9442
10801,51
11586,8484
10108,5150
10465,10466
9213,127
11560,9299
6761,10614
11330,51
10273,51
6791,9700
9582,5095
9931,10670
11166,5156
11167,5118
11328,127
10495,9578
11332,12
11556,9453
6782,9993
11697,5095
10274,51
9743,141
9745,75
11696,5141
9746,51
10640,5117
10493,9674
10986,10770
8526,5112
9742,184
9583,5113
10109,5200
11698,5093
9976,9326
9218,51
11333,34
11695,5192
11331,110
9216,141
9743,184
11168,5172
8525,5187
10639,5182
10802,141
10805,51
6745,11224
9445,9446
11033,9371
9217,141
10641,5150
10277,44
10111,5192
10483,10055
10114,5107
10806,51
9216,184
10803,141
9974,9467
10802,184
9454,9200
10642,5150
10804,127
9221,51
10494,9734
10494,9733
11019,9845
11019,9844
11034,9390
11699,5161
10535,8476
11169,5209
9217,184
11701,5112
9587,5112
11337,9
9447,9448
9959,9960
6780,10208
10279,51
10645,5090
10497,9674
10644,5124
9751,51
10808,51
10275,186
9748,141
9453,9286
10277,127
10472,10473
9223,51
9480,8475
11336,92
10276,184
9752,51
9969,9709
10807,110
10809,51
10646,5112
9588,5142
9224,51
10278,141
10281,51
11339,27
9753,54
9750,141
8531,5164
9987,9181
10810,51
9749,184
9959,10055
9450,9451
9591,5090
10280,117
10812,9
9589,5150
9225,51
10009,8526
10278,184
9754,54
11012,10210
11177,5095
11175,5157
9960,10055
9750,184
11704,5145
11706,5090
10283,51
9590,5150
8533,5150
10282,90
9461,9170
11178,5095
11176,5157
10119,5150
11067,8531
10475,10498
9755,51
11341,51
9414,10632
10648,5156
8486,6644
10284,51
9417,10556
10120,5145
9433,10068
9756,51
11338,176
11342,51
9965,9966
9592,5145
9970,9812
10990,10968
9228,63
10496,9910
10814,51
10815,14
9983,9442
10650,5152
10014,8484
9229,51
11340,141
9227,117
9758,51
9486,8484
9595,5098
10811,170
6775,10602
10812,141
10124,5095
10490,10129
10651,5150
11344,51
9230,51
11340,184
9975,9733
11572,9377
10123,5150
9975,9734
11180,5150
10285,127
9228,132
10288,51
9456,9457
10122,5202
9594,5187
5177,11045
11182,5118
9233,12
11343,141
9232,51
10286,141
10289,51
11346,51
10017,8488
10450,11462
11181,5187
11709,5203
10818,51
10126,5131
9982,9590
11713,5095
10018,8488
10524,9181
10653,5182
9598,5131
9759,141
10286,184
11184,5124
11183,5150
6778,10639
10128,5095
11348,51
9989,9425
9599,5131
9760,141
9460,9442
10127,5150
9763,51
10820,51
10656,5150
9600,5118
9759,184
10655,5187
10484,10485
9761,141
11051,9311
9764,51
10293,51
9760,184
9236,51
11039,9695
9461,9462
11519,11200
9951,10668
10822,51
10819,141
10469,10991
10129,5156
10295,12
9999,9189
10294,51
9601,5150
9761,184
10486,10487
11005,10782
9766,51
10659,5144
10819,184
11187,5156
9238,51
11188,5131
9235,141
9234,184
10002,9137
10824,51
10989,11323
9765,110
10660,5144
9469,9299
9604,5107
9394,11618
8496,6700
9239,51
11581,9370
11353,51
9235,184
10823,108
5185,11045
9768,51
11190,5118
10825,51
9425,10682
10132,5150
9400,11469
9991,9538
10987,11432
11719,5118
11350,176
10297,51
11354,51
9554,6700
10133,5152
10663,5108
9966,10337
11351,170
11721,5095
11192,5110
9555,6700
9237,184
9498,8476
11002,11003
10827,51
10531,9226
11026,10265
11591,9137
11193,5090
10296,141
10501,10170
9772,9
10513,9801
10664,5119
11356,51
9606,5164
9979,9980
10135,5145
10136,5126
9771,51
10137,5090
10518,9674
10002,9281
9977,10069
9609,5095
10300,51
11355,127
9769,141
9607,5164
11723,5099
10296,184
11514,11589
11195,5090
10830,24
11358,51
9608,5156
9244,51
10667,5090
9770,141
10136,5180
9773,51
9501,8476
11087,8475
10828,117
9242,141
6790,10614
9245,51
11357,108
11017,10648
10299,141
10510,9983
9610,5126
10298,184
9984,9911
10831,51
6792,10578
9770,184
11197,5093
9774,54
10665,5203
11006,11016
11360,51
9611,5126
9242,184
11724,5156
10666,5187
10832,51
9471,9472
8502,6744
10669,5108
10304,51
9247,51
8505,6676
10140,5141
10139,5182
11199,5099
11148,6679
11678,6636
10491,10659
9611,5183
9776,63
10141,5145
10668,5194
9945,11223
10829,197
10508,10147
10303,126
10834,49
9473,9474
9612,5175
6785,10899
10143,5107
10302,179
9775,132
11729,5095
10512,10048
10142,5146
10835,49
9437,10613
10671,5128
11359,184
11201,5093
11620,8488
8507,6684
11549,10687
9251,12
9776,132
11364,51
10672,5128
10007,9371
9779,51
9465,9805
11047,9925
10493,10714
9961,10817
9780,51
10833,179
11573,10007
10146,5101
10306,141
10523,9801
9253,12
11018,10833
10533,9484
9480,9371
11202,5143
9252,51
9778,132
10147,5086
9993,9861
11008,11166
9781,51
9248,184
9254,12
10673,5169
10310,51
10014,9221
9616,5187
11066,9390
10306,184
9782,51
10148,5090
9618,5131
11096,8476
11019,10864
11526,11527
9982,10245
10308,141
10674,5189
10307,184
9617,5187
11206,5086
11732,5164
10530,9659
10675,5175
9255,51
11204,5170
10312,54
11369,51
9512,8476
10308,184
11735,5095
9479,9495
11368,90
10547,9166
9621,5107
10841,61
10676,5175
11098,8488
10840,108
8515,6643
9953,11218
10570,8475
10545,9250
10999,11571
11627,8488
10149,5150
9785,51
10314,51
9257,51
11371,63
10680,5095
11071,9371
9480,9535
10534,9630
11207,5150
10311,170
11370,110
9784,125
11031,10621
10315,51
11736,5154
10681,5090
10151,5150
9474,9761
9483,9484
11077,9235
11042,10319
10316,51
10150,5209
11210,5118
8515,6744
11583,9940
9258,90
9788,51
11371,132
11597,9510
9625,5118
11035,10561
10154,5099
11208,5203
9256,176
11372,128
5206,11045
9789,51
10844,108
10317,60
9787,108
10845,84
10012,9535
10682,5150
11375,51
9626,5118
9624,5181
10318,51
11081,9166
9261,51
10009,9644
10847,51
9790,51
10047,8482
5,8484
10319,51
11376,54
11373,141
9259,141
11572,10365
11741,5126
11740,5164
9497,9170
11214,5095
9628,5119
10320,51
11212,5164
11374,141
9260,141
10549,9334
9259,184
10846,135
10155,5182
11215,5095
10322,24
11741,5183
10321,51
9260,184
9264,61
9794,9
11374,184
10578,8488
10323,9
10157,5150
10850,51
10156,5194
11566,10630
11107,8476
11745,5093
10637,6668
9489,9490
9265,51
9791,141
10848,141
9477,9868
10020,9422
10851,51
11742,5209
10849,127
10028,9187
11744,5156
11380,51
9792,141
11078,9422
11746,5098
10580,8490
10029,9187
10852,51
10161,5090
10848,184
9791,184
11216,5161
11109,8488
9267,51
11379,117
10853,51
9524,8476
9630,5202
9981,10700
10691,5086
11747,5118
10325,51
10162,5098
11077,9514
9794,141
11217,5181
9797,51
11382,63
10160,5189
11609,9422
10326,51
10163,5098
10323,141
11605,9569
11749,5105
9798,51
9426,11578
9795,141
11385,9
9270,50
10327,51
10693,5090
11592,9986
9271,17
11570,10678
11750,5098
11220,5145
9494,9495
10113,6700
10856,51
11382,132
11384,63
9796,141
9968,11202
9268,141
10024,9473
10519,10520
9800,51
9637,5105
11383,127
9796,184
11223,5098
9269,141
10329,51
9268,184
11046,10598
11070,9854
10859,12
11384,132
16,8484
11222,5172
9269,184
11644,8480
10521,10522
10857,117
10017,9770
9802,51
11385,141
10328,141
10016,9807
10855,184
9638,5150
10331,51
10013,9916
10168,5112
11225,5115
11224,5156
9803,51
10861,35
10695,5181
10558,9430
9275,51
9801,141
10328,184
10011,10012
10332,61
10565,9235
10169,5126
10170,5095
9641,5110
9804,51
11227,5090
11390,51
10696,5181
11041,10877
11090,9359
9640,5154
11391,34
9805,51
10862,51
10333,61
11036,11037
10497,11373
9642,5110
9278,12
11074,9865
10567,9200
9274,141
10698,5150
11569,10916
10334,51
10330,176
9801,184
9273,170
10864,12
11020,11562
10863,51
10335,35
10860,141
11073,9935
11388,170
9988,10807
1585,9153
9274,184
9460,10807
10019,9865
10561,9446
10860,184
9644,5112
9279,51
1585,9187
11179,6683
11230,5101
9276,141
11758,5119
9500,9591
10173,5112
10041,9207
9645,5093
11021,11588
9808,51
9503,9504
10527,10528
11759,5115
10702,5113
9280,51
9646,5092
9277,141
11394,51
9276,184
10866,54
11760,5103
9499,9668
11232,5108
11600,10085
9277,184
10865,110
11563,11235
11611,9759
10867,51
9505,9506
9810,51
11631,9137
11651,8526
10174,5164
9514,9235
9647,5118
9282,51
10066,8526
1,9250
9811,51
11397,59
9283,51
3,9207
10869,51
9485,10186
5,9152
11089,9610
10706,5110
10027,9776
9812,51
10178,5092
9963,11766
9281,141
10704,5182
10553,9862
11092,9532
11396,125
10707,5112
10565,9514
9508,9509
11233,5187
11399,51
10705,5182
10176,5203
11395,184
10570,9371
10871,51
11234,5181
9281,184
10071,8482
10339,176
10575,9250
9649,5184
11128,8488
10872,51
10070,8532
11235,5181
11238,5095
9287,51
10340,176
11091,9659
11401,51
11764,5182
10870,133
11765,5156
9816,51
10181,5117
10873,51
11400,108
10341,170
9650,5202
9125,5095
11766,5154
9509,9586
9488,10232
10180,5164
10345,59
10343,132
11240,5090
9817,51
9545,8488
11048,11049
11402,86
10346,51
10518,11114
10709,5194
10876,12
10342,184
10009,10517
9814,179
10603,8488
11239,5150
10563,9734
9126,5131
9127,5095
9513,9514
10563,9733
12,9137
10537,10538
10877,9
10347,51
12,9153
9286,193
11242,5095
10185,5095
11568,11373
9655,5150
10348,51
11,9207
11771,5090
9523,9254
6650,12
10874,141
11241,5150
10184,5143
5,9401
9818,117
10711,5203
10183,5187
1,9530
10033,9839
11407,12
11090,9845
9289,141
10712,5182
14,9137
9290,118
11722,6647
9292,51
14,9153
9288,184
10036,9766
6650,51
10874,184
9293,51
11773,5090
11244,5099
10028,10029
11579,11101
13,9207
9128,5169
9129,5150
11770,5194
9289,184
10188,5095
9507,9818
10875,179
10351,51
11408,51
9657,5182
9294,51
9517,9518
9824,12
10715,5154
9658,5154
10079,8494
10877,141
10046,9531
6650,117
17,9137
11405,176
9659,5154
10878,133
17,9153
6653,51
9821,141
10881,51
10584,9269
11247,5095
11636,9430
9662,5098
11246,5145
18,9152
18,9156
10189,5150
9825,51
10882,51
9821,184
11604,10444
40,8484
11248,5095
9660,5172
11056,11057
9527,9305
11245,5209
9823,141
10353,90
8497,8475
9472,11024
9826,51
10190,5164
10718,5175
11409,149
10540,10714
11088,10103
20,9153
10062,9155
10193,5095
9827,51
10884,51
11413,51
9823,184
10191,5172
10587,9275
10034,10035
9297,126
10885,51
21,9152
10046,9671
10579,9532
20,9187
6657,51
9664,5142
9828,51
9300,35
8477,9166
11625,9894
18,9262
10721,5154
9829,51
22,9153
10883,141
9557,8488
9665,5142
10018,10578
9536,9137
8479,9137
9298,141
11415,51
10064,9165
10064,9166
23,9137
9301,51
11777,5209
10355,141
11412,141
9138,5112
11411,179
11079,10485
23,9153
22,9187
6659,51
9666,5143
10883,184
11416,51
10615,8494
9299,141
11412,184
10355,184
10356,154
9298,184
10888,51
24,9153
9667,5143
8480,9169
6658,117
9303,51
11731,6705
11588,11138
4803,8480
10357,141
11417,61
9299,184
10358,117
9526,9527
9832,51
25,9152
9668,5136
10057,9462
24,9187
10573,9845
11414,158
10889,51
11253,5150
10725,5145
10015,10772
8482,9137
10724,5174
10361,51
10042,9940
10357,184
8475,9371
10198,5112
9833,51
9490,10693
11781,5209
9831,125
11120,9317
10583,9580
10199,5095
10727,5112
11782,5175
11126,9137
10362,51
9528,9529
27,9153
11255,5156
9834,51
9527,9581
11574,11653
8484,9152
9670,5154
11421,26
10363,51
10677,6700
26,9207
9537,9275
11066,11034
10575,9870
28,9152
27,9187
10360,166
10892,51
6,9842
9525,9674
9304,141
10729,5118
9672,5113
9524,9702
10364,51
9307,51
10893,51
21,9401
29,9153
6665,51
9836,51
10894,21
10730,5107
17,9536
9305,141
10365,51
9308,51
11642,9617
10202,5119
9144,5150
8508,8482
10200,5175
9304,184
9531,9532
29,9187
20,9467
11151,8476
10731,5107
10622,8488
11081,10642
9306,141
11423,51
10895,35
10366,51
10890,191
9309,51
9482,11080
9838,51
10054,9733
9305,184
9520,9916
11261,5092
11259,5167
32,9137
11788,5154
9512,10170
30,9207
8485,9250
9306,184
10044,10074
11129,9200
32,9153
22,9467
11084,10611
10368,51
11660,9152
33,9137
11260,5164
11425,51
9675,5158
10038,10289
9999,11498
10025,10700
10095,8531
33,9153
10732,5169
32,9187
9534,9535
9567,8512
9149,5086
11099,10172
10206,5105
9147,5164
11426,51
11094,10355
9676,5156
10062,9574
34,9153
9994,11695
33,9187
24,9467
31,9250
9837,184
11213,6679
10733,5187
11128,9334
11610,10776
9677,5156
35,9153
10897,117
34,9187
28,9375
10899,51
11263,5150
9841,92
9310,166
10734,5175
5086,51
9314,51
9680,5095
36,9152
9844,12
28,9401
35,9187
10898,117
11424,198
9678,5172
10013,11171
10900,51
10049,10050
58,8484
9311,166
10607,9155
10735,5187
11266,5112
10372,51
11121,9600
9629,6702
10593,9587
10578,10061
9996,11720
10901,51
10208,5150
9845,12
11265,5156
9679,5172
11796,5088
9313,141
9682,5095
11267,5107
8492,9213
5088,51
10902,51
38,9153
10606,9221
10736,5203
10016,11140
10211,5095
11793,5207
11127,9468
9539,9540
10375,9
10688,6700
11795,5150
9681,5150
10374,51
3340,5110
10037,10499
11687,8509
37,9207
11582,11758
11797,5092
9315,117
10102,8488
9154,5117
10903,51
9683,5105
9313,184
10596,9563
38,9187
8475,9790
6675,51
11428,176
10689,6700
11429,141
11650,9676
5090,51
8489,9375
9316,127
40,9152
9847,51
9684,5105
11268,5156
10376,51
10210,5194
9576,8476
11429,184
9685,5095
9155,5150
9848,51
41,9153
10740,5164
11107,10170
10905,51
9317,127
10743,5093
10212,5164
11269,5164
10048,10259
9486,11297
5092,51
11800,5101
41,9187
10741,5164
9849,51
10906,51
11272,5099
10375,141
11124,9689
10379,12
9687,5090
11433,117
9318,141
5093,51
9493,11103
9846,166
9496,11016
43,9152
43,9156
36,9375
10907,51
9850,51
9319,141
44,9137
11273,5099
10568,10569
10745,5093
42,9207
9322,51
9688,5090
10005,11657
8522,8479
36,9401
44,9153
9318,184
34,9467
32,9532
9851,51
6680,51
10742,5209
9320,141
45,9137
10908,61
11130,9574
9321,117
10380,51
9323,51
9689,5090
5095,51
11144,9137
10216,5150
45,9153
8498,9250
9319,184
11274,5126
10382,12
10616,9135
11144,9153
11141,9259
10909,61
11661,9531
10218,5105
9324,51
11751,6734
9852,80
9853,51
10744,5192
9320,184
6682,51
10219,5095
9519,10412
11435,176
9325,51
9547,9548
10910,63
11123,9865
9691,5105
47,9153
11274,5180
9556,9305
5098,51
11277,5112
10539,11608
9692,5093
8497,9371
9162,5150
10912,51
40,9401
10913,17
47,9187
9161,5187
9327,51
11437,176
10910,132
11276,5164
10381,142
11805,5150
5099,51
10112,8488
49,9152
46,9250
11104,10514
11438,176
11442,51
11135,9578
10911,141
10751,5095
50,9153
10385,71
11441,108
11280,5095
5101,51
10114,8484
10608,9563
10612,9442
9855,141
11656,9845
51,9152
50,9187
11808,5141
9858,51
29,9842
9165,5150
9564,9166
10223,5131
10384,141
10383,166
10224,5095
52,9137
10911,184
10753,5088
11444,51
9330,51
9696,5090
10576,10577
10082,9514
52,9153
10914,117
10222,5187
9857,114
11649,10099
10754,5088
9855,184
49,9262
10387,86
9329,117
11680,9155
9695,5150
9331,52
11443,117
5103,51
10388,63
10917,51
10384,184
8509,9158
9856,179
11283,5095
10752,5172
11108,10519
9860,51
10915,117
11667,9582
10389,51
9522,10538
9332,51
9554,9555
9168,5145
9859,117
9697,5150
10227,5105
9167,5192
5105,51
11763,6643
10067,10068
10625,9165
10919,51
55,9152
11641,10444
11675,9390
10388,132
11285,5095
9699,5119
11448,51
10391,51
10226,5164
54,9207
9567,9227
9863,51
10920,51
56,9153
53,9250
8511,9202
6692,51
11284,5156
9700,5119
9171,5131
11449,51
10918,127
11813,5150
10069,10074
8510,9251
5107,51
10581,10582
9701,5095
9864,51
9170,5182
10228,5154
11287,5092
10756,5164
56,9187
35,9842
11447,141
10755,5203
10059,10408
10758,5118
11815,5118
5108,51
10121,8488
25,10172
9702,5095
58,9152
8512,9227
10390,164
8515,9137
10229,5150
9558,9578
10586,10480
11155,9225
10567,11064
9334,141
57,9207
9337,51
10760,5095
9336,90
11447,184
56,9250
9335,126
10923,51
10629,9166
9502,11347
6693,117
11180,8475
10597,10167
9703,5112
11685,9207
11122,10288
11708,8500
5110,51
9338,51
10921,141
8485,10117
60,9152
9334,184
9571,9221
10630,9166
10924,51
10393,141
11817,5156
10396,51
9339,51
10233,5105
10392,176
10925,51
11288,5181
10073,10074
6697,51
9174,5182
10232,5154
9868,63
11662,9988
11454,51
10921,184
11083,11548
11626,11110
11453,90
9340,51
5112,51
9704,5164
10761,5164
10926,51
10393,184
10922,170
9562,9563
11097,11131
11098,11099
55,9375
11140,9807
10398,51
9706,5113
5113,51
9573,9250
9178,5112
8517,9213
10234,5150
11139,9865
9866,176
10075,10076
9867,141
11452,170
41,9842
10763,5144
10091,9588
10399,51
10713,6700
64,9137
10764,5118
9176,5203
9179,5112
62,9207
9868,132
9871,51
64,9153
9515,11082
61,9250
10039,11224
10128,8476
9867,184
9343,51
10235,5164
9870,108
5115,51
9177,5200
9873,9
6701,51
10929,51
9341,127
10237,5119
9180,5118
10589,10590
10067,10389
10927,127
11095,11302
10401,51
9342,117
58,9401
66,9153
10397,190
9181,5118
9869,184
10239,5099
10765,5175
67,9137
11459,51
5117,51
65,9207
8495,10026
10928,141
67,9153
66,9187
60,9375
10238,5150
9874,51
11143,9865
10094,9636
11296,5136
5118,51
10403,51
11460,51
9346,51
10766,5184
11297,5107
9872,141
10767,5164
10241,5093
10931,86
11298,5090
9568,9569
10080,10081
11461,51
9541,10412
69,9137
10637,9207
10404,51
9347,51
5119,51
9873,141
10402,127
9711,5164
69,9153
10932,75
9713,5110
9183,5150
10240,5154
10768,5187
11458,184
9348,51
68,9207
9714,5090
9877,51
9184,5150
10934,51
10771,5101
10107,9301
10930,184
10594,10595
9875,117
11125,10528
9550,10204
9349,51
8511,9652
11299,5144
9577,9371
10242,5150
9878,51
71,9153
10641,9166
9345,184
6707,51
11462,108
10933,117
9876,117
93,8484
11464,51
72,9137
9185,5161
9716,5086
11300,5144
9573,9530
11093,11562
9879,40
10405,118
10773,5095
10642,9166
9186,5150
72,9153
10072,10453
71,9187
10408,51
72,9169
11302,5107
11251,6684
11465,61
6709,51
10937,51
11780,6694
10935,127
11466,51
10409,51
10244,5175
5124,51
9718,5095
71,9250
10245,5150
9881,51
10938,51
11142,10117
11624,11559
10774,5150
10086,10094
10410,51
73,9207
9353,51
11701,9192
10936,141
75,9152
9719,5107
10247,5124
9190,5118
9882,51
9350,170
8510,9824
5126,51
10777,5088
11468,51
10411,51
9354,51
74,9207
9191,5110
76,9152
10248,5124
11306,5095
10249,5095
10940,51
9883,51
10114,9275
9351,170
9583,9362
11469,51
10936,184
11112,11113
11467,108
11303,5203
11304,5172
10638,9430
10600,10608
11702,9213
8524,9430
9192,5112
77,9153
9880,170
11471,13
9589,9203
9884,51
9590,9166
10776,5181
10413,51
11470,51
10089,10090
9352,170
9720,5152
8490,10514
5128,51
10251,5086
9885,51
10939,141
77,9187
10614,10226
56,9842
10941,90
8493,10444
9886,51
78,9187
10942,90
6715,51
9359,12
9723,5112
10939,184
10416,9
80,9137
9355,141
9724,5095
9193,5175
10781,5098
80,9153
8534,9228
10417,9
8527,9460
9571,9865
9356,141
11473,51
10604,10605
79,9207
9355,184
5131,51
9725,5093
9722,5187
10782,5095
9888,51
10779,5203
11309,5156
10644,9399
9356,184
11310,5142
82,9153
10626,9973
75,9375
6718,51
9196,5150
10115,9434
11154,9994
9360,71
11472,135
9358,141
10415,154
10943,166
9585,9509
82,9187
9361,71
10947,51
76,9375
10254,5150
9357,191
9199,5095
84,9137
9889,90
11313,5098
11178,9294
10419,51
9728,5088
11476,51
9362,51
5132,117
10654,9164
84,9153
76,9401
81,9250
9892,26
6720,51
8521,9765
10417,141
106,8484
10421,12
10255,5158
9890,90
9729,5088
9363,51
83,9207
9727,5152
10067,10997
10676,8513
10256,5158
11474,176
8526,9644
11478,51
10784,5175
9201,5099
9364,51
9585,9586
5136,51
9150,6700
86,9153
10645,9500
11480,12
6722,51
10418,166
10946,184
9546,10812
10422,51
10952,13
85,9207
11475,179
10098,10099
10591,11201
10610,10611
10951,51
87,9152
10632,9935
86,9187
10125,9278
10423,51
11477,141
10420,141
55,10172
9895,51
66,9842
10123,9371
9368,9
10424,51
89,9137
9367,51
11481,51
10420,184
9593,9439
9730,5187
10790,5095
9203,5150
89,9153
9893,141
10628,10123
11477,191
10259,5181
10102,10061
11157,10127
11482,51
9205,5112
88,9207
9589,9590
90,9153
9894,141
10954,51
11718,9135
9893,184
11799,6642
10619,10457
11132,10932
9366,141
5141,51
8503,10522
91,9153
90,9187
10955,51
9898,51
10101,10155
10792,5112
9894,184
5142,51
9896,141
92,9153
9366,184
9565,10408
91,9187
82,9467
10213,6700
9899,51
6728,51
9368,141
8523,9947
10428,51
9371,51
11270,6717
9597,9430
5143,51
11483,127
9897,141
10214,6700
93,9152
10263,5175
10953,170
11321,5156
11214,8476
9208,5119
9900,51
71,9842
11486,51
10429,51
10623,10414
11270,6744
9372,51
5144,51
11173,9759
10795,5092
10265,5150
9901,51
10958,51
10617,10618
9599,9418
6730,51
87,9375
