name_1,name_2
13408,249
13411,97
9847,1995
13423,1130
9074,1224
2165,3383
11115,428
13429,13430
13431,407
13436,154
9535,8424
1704,10774
13452,6289
12925,1496
13457,3573
10066,8971
13461,146
10546,13463
13479,4068
13480,2435
13489,211
13497,9525
13504,523
13505,6269
7352,1435
4353,211
13510,249
2618,9089
5293,6741
13512,211
13514,9604
13515,225
1095,13518
13476,1130
13520,9359
13525,6366
13528,683
10705,13533
1153,13538
13549,36
1735,13550
1414,584
10028,5864
6030,1968
12105,1382
12169,11100
13557,13558
13559,1435
162,97
174,97
13566,5781
6885,3765
13575,211
13580,407
13586,2885
6385,13587
13588,1171
13589,1724
13590,10869
12699,6590
13604,225
12998,146
13606,1562
13607,91
13609,91
11690,154
5517,8197
759,8544
13622,1130
13402,1761
11530,428
2732,9640
13339,1171
9094,225
13630,3225
7178,1130
7951,13632
13640,7929
10089,8343
1089,146
6595,225
13654,1130
13656,1130
10759,146
12276,36
3807,3462
11196,154
13671,8083
13672,167
12241,211
7819,249
8675,889
12076,6779
10218,6333
4856,13675
2972,13676
6835,3373
2413,407
13688,1435
9613,8573
1489,6613
11896,2296
881,211
13709,2435
10637,5025
10508,12041
13717,13718
13720,11816
13721,6474
13722,1761
13727,97
13729,4594
13733,4615
13734,7016
4732,249
13737,73
13738,91
4221,2537
2934,13740
13742,3492
13744,523
13050,5364
13751,146
4885,7283
13753,2270
13767,13768
13091,4148
11929,154
3935,13775
12156,13776
12812,6507
12026,4801
3095,1604
5744,12212
13784,36
13787,211
1031,13788
5024,9781
2403,3492
10621,12398
13799,73
13804,225
4710,5751
4207,8915
13474,11720
13822,146
6694,12758
8962,7464
8505,3591
13826,1130
9332,4512
6753,1284
13574,9438
13834,1435
12883,3492
10362,1435
13835,97
4381,4615
5504,13844
10589,7346
5101,1300
13849,249
5667,5368
834,12671
4429,9260
13862,73
11360,11204
6401,9521
7011,9469
13865,36
13870,3383
11150,13871
13873,36
9097,13875
13880,1838
13572,523
3271,4619
2684,3492
7451,8905
186,7283
13885,1382
13887,6625
13890,5864
13899,97
13900,91
13903,36
3012,7317
160,3644
13906,3492
1695,10025
13909,7946
12607,2435
4,1171
12012,13917
7034,13282
11907,4497
1267,4650
4817,5671
10235,8544
9221,12301
12726,154
7257,10518
13947,249
13948,6184
9336,4619
9814,1895
1748,330
5941,1931
692,7581
13966,249
12140,9789
2108,8908
671,8402
5330,3267
13982,13983
9663,3445
13989,4482
13993,12216
7529,97
14001,1130
12394,3644
8495,11984
14010,407
13280,2865
778,10305
6320,7317
14028,428
941,97
14034,6552
11469,14035
2889,154
4006,146
7673,1521
9682,11735
972,903
14047,14048
12087,5560
11806,225
14059,3492
14060,36
8427,14064
11026,63
14066,249
3833,354
4937,6189
3300,3492
620,5866
8481,9452
14076,225
14063,683
14078,1130
2945,523
6769,3267
14081,146
14082,249
1591,211
14083,1171
14084,211
1126,4784
1650,10057
8863,3334
13677,13261
10946,14099
8354,6366
5049,5316
14111,407
7154,2421
2778,1653
8832,225
1112,359
14124,211
14125,4366
14130,1569
14131,4899
6702,8784
3716,11246
14143,211
14144,8422
13974,4977
8903,4784
4494,13558
8291,14158
2997,2072
1522,146
9328,356
794,1171
9969,1130
11727,146
11241,14184
9730,154
141,225
8211,14188
5663,4903
1226,8447
13803,1145
14196,36
14204,14035
2378,1720
9022,10608
1857,3120
14216,154
14217,154
572,2654
14220,13775
14221,1130
5956,8864
14223,91
14228,146
14229,7770
11560,3395
9166,9945
14238,11931
6933,8250
14240,2344
14242,3487
14246,36
14248,5025
14249,146
10050,1634
11809,3100
14260,10907
14262,9120
14266,6987
13380,225
6406,5650
14271,523
14274,407
5700,8154
11117,1653
8753,4328
7006,13096
11982,1761
14292,146
14294,36
4488,8605
3366,11257
1140,12184
5577,6333
14020,7191
14302,8164
8961,8315
8373,11100
9672,14309
3614,1477
12964,6573
10219,14064
14314,3788
14322,1171
621,11745
3586,543
3194,4238
12958,1532
8552,1435
14339,1130
4089,3492
9858,13776
1002,1340
1755,407
9095,154
13501,7554
838,14351
7504,14357
14358,91
7950,7191
12690,14048
7266,9604
9496,11718
14374,9640
12387,5261
5417,9692
14387,146
14391,3492
9268,5457
14398,146
14408,2446
14415,211
12064,3492
14417,523
11871,14418
2735,5059
3889,9917
2834,13550
14427,1130
14432,407
14433,91
14434,36
2673,3048
14437,146
11060,14441
8774,543
11956,1658
14450,91
4430,11427
2975,10264
2133,11406
3336,75
14464,1130
14466,14467
6629,2004
2340,12057
14471,154
4460,3492
10306,91
2798,14475
14476,97
8698,8378
1873,14482
2631,7872
14486,407
14489,225
13460,3644
7517,10337
4725,4192
4204,154
13665,3492
4139,8011
14508,154
8795,97
14509,4179
4692,5919
11744,1525
734,11600
14523,2537
1741,14527
4071,2740
12291,4179
14539,9145
2775,6324
7845,6269
14543,249
14547,154
14548,2097
11568,1995
3633,6810
2953,6324
4679,3492
12712,428
7508,3181
1974,4594
12723,428
12866,154
14564,97
4825,8992
404,2376
3212,6573
14573,211
9270,14575
14507,13430
14586,154
14589,3492
13521,249
13859,5801
4283,13041
12162,3492
14373,1171
14597,6974
5260,4514
14602,407
12929,154
10890,1634
6105,3954
2285,4497
14609,146
14612,1130
7148,1130
14621,2161
9303,6316
14631,3492
14639,8422
12865,1477
14648,1634
10168,10305
2714,13195
14645,10790
14656,3492
14031,661
10669,9789
10831,6633
11917,5988
1865,1534
14661,249
14662,225
9820,97
14676,36
4833,7865
14682,1875
11570,3091
14684,249
1471,5256
2524,13261
14334,3492
14686,225
14690,8652
8838,97
14692,3492
13537,211
14696,1099
11415,146
10843,13261
13129,225
7643,14703
14716,249
3789,5059
11554,2298
6926,225
411,328
14726,7823
7897,36
4360,3656
9509,14739
14741,225
12949,428
3926,4591
4392,1530
14747,249
14748,146
14752,9789
13916,11274
8881,14758
2199,4085
495,7554
10577,7234
12010,14527
14761,1171
14770,97
14514,1895
3357,7467
14771,523
13758,14188
10480,225
14777,225
1161,1668
9006,97
8102,8908
13445,5025
5725,14789
8063,8744
3340,146
14588,1171
14769,2865
14796,1617
14799,766
10563,6147
9776,7664
12252,97
7996,6741
14813,225
14814,225
14816,741
14818,154
9566,8343
1565,5340
9401,1130
14825,9312
13347,154
7708,8725
12428,2298
14516,1171
13024,9089
14844,14845
2854,249
9854,211
14847,154
9719,8864
14850,7946
3283,4619
9431,3091
14858,1171
1177,6633
5540,3492
10952,8725
14869,225
2450,7743
14882,146
7987,1237
12027,7524
14893,225
1782,10907
7155,467
1810,75
12289,211
14903,91
13708,407
9284,11426
14913,249
14914,211
6883,8447
2216,6389
14933,211
2288,9438
7382,4784
7275,10264
14946,146
10919,6289
14949,1435
12,903
11212,1188
4534,7572
11350,3093
3552,10805
3728,1901
5481,8544
8325,3492
9603,2296
14962,12240
14963,36
14967,249
14968,5871
14973,146
10871,5368
14595,1130
622,3821
14979,10991
9319,1907
14987,211
6664,14989
7318,1465
1750,3656
13424,154
3831,4363
2341,8853
14225,1171
8486,2319
232,3788
15029,97
15035,407
252,11427
15036,1130
15040,15041
239,8605
7282,12240
1425,15047
4567,97
6376,15053
11124,889
9240,73
2707,2888
15054,523
11567,13676
9191,5166
3810,6289
2221,8261
7927,8683
10238,428
7355,407
3476,15060
10321,12398
12655,13041
15069,2435
6867,13538
2542,1171
15077,97
7807,225
15080,146
15081,15082
14545,211
5492,15090
489,897
5116,97
7958,11382
15093,1130
14086,95
1823,15102
14521,2937
15107,211
13269,428
1765,15111
15114,1130
10908,1435
1010,8605
15116,146
4056,146
4317,5340
1063,7572
6092,36
4696,5597
2497,3219
3684,4801
5107,6366
15128,1435
12412,15136
4944,6573
8387,14035
12352,10568
15142,36
8472,73
6302,2537
15100,2028
15147,1931
15148,73
11772,225
14218,8905
15160,91
714,11949
10097,13136
4520,2435
7615,2654
12937,11257
6505,2435
6542,6366
15181,249
15186,225
15187,91
12123,12398
7925,10951
6048,8219
15194,36
15196,407
5991,6537
15211,1463
6920,3048
7501,8447
6699,211
1287,2580
15229,5864
2443,6474
15230,36
15231,2941
2458,3923
5974,1130
10548,2097
15241,5130
1643,12572
12708,13180
8455,10568
15245,1435
15246,1435
5355,2734
10818,3949
8403,8864
9571,3731
3569,9359
6061,15255
15256,2435
15261,3492
4754,6573
6514,9471
4840,1284
15267,1488
10581,428
10839,211
15274,14527
2742,97
15278,36
351,1875
15280,523
11958,97
3165,10316
15125,97
15284,91
7357,97
14239,2421
15294,225
8955,10157
2275,15298
15300,211
15306,225
15098,249
15313,7765
10209,9696
15318,1014
11329,15321
6440,5866
777,223
6155,330
15324,91
2048,1666
7415,7584
3233,2994
5202,5683
8793,11108
9757,8219
15335,7837
15337,225
2057,8725
10452,5012
5100,2890
15340,97
10681,369
15344,225
15348,3492
15349,225
15351,407
3781,1188
4031,11246
14732,4266
4251,3113
320,3048
15374,73
10812,4465
13779,97
15388,1171
4200,8743
2230,453
15390,146
5179,5059
5228,2796
8538,6974
15396,10802
15397,91
7597,4148
4790,5256
10179,97
15411,2435
5965,15412
7264,15418
4015,10991
15420,1435
14325,5406
2666,91
12054,9594
15430,91
3319,15433
7684,4230
15372,4497
3211,2446
6829,2234
681,276
13495,73
13699,97
15458,1761
15463,4591
13343,13136
15469,211
8227,2435
11508,3500
14394,36
13185,15484
6084,330
4568,7189
14876,4118
15487,2761
15488,6563
15491,91
13247,5364
10410,10954
9907,9696
4434,1412
7376,3731
14435,36
913,8164
15505,225
13847,6333
3188,15507
15508,1130
5086,10305
13907,428
13492,8051
1274,661
15516,6548
15518,225
1238,3492
15520,146
11462,4899
7855,8261
11107,2604
3993,8523
3268,15534
15536,249
10126,146
15537,36
10413,146
15545,10655
15547,249
9503,11777
12940,15548
15549,225
5303,13430
7606,97
9179,3492
11392,6810
7425,14035
15573,146
15575,249
10423,8378
4711,2022
15582,211
4633,15583
1049,97
15584,249
15585,146
15587,154
4079,8297
3306,11152
5739,2435
11494,11934
15606,73
1925,11681
15608,8219
14132,6537
15611,1111
15615,2161
9257,4977
13535,2994
951,4159
15637,225
14245,225
15640,584
8747,12758
581,2594
9245,15651
11054,249
12751,2604
15657,36
15662,2234
15665,1762
15668,211
4749,7743
6243,8002
9070,7234
5861,4780
1360,10907
3666,1125
2639,1604
14009,15053
6564,5871
2596,7600
15691,1130
1965,10503
11939,12758
13891,1435
2827,5472
14106,6583
8242,9640
15703,91
13224,6860
10030,13538
2271,6457
5046,2022
2605,5749
7129,428
15717,91
4564,3267
4109,211
15722,1171
3891,661
15725,97
15728,1171
5944,146
12977,3575
11807,407
15736,4497
7724,8908
11746,13041
6110,2435
11819,15741
15743,9386
15745,407
15747,146
5970,15749
15751,12212
15752,2435
14379,225
15761,249
1842,15762
15763,225
10699,97
15766,97
15771,211
139,15776
15027,11406
15780,14158
3748,7189
12927,2610
14053,1171
10387,225
8285,8221
9721,36
15797,36
3158,1723
5277,11710
2803,3252
3303,2435
5622,13096
6076,10027
15816,97
14210,249
11101,225
8625,1171
3557,2247
4830,5251
5793,3373
15030,6548
3743,7133
15831,225
12287,3527
4220,146
1808,225
14954,91
3877,7133
399,15845
9483,9415
1642,15850
2019,3492
14572,15583
5565,9518
6294,91
15855,225
6527,8002
10715,4497
5657,13096
71,10057
8478,9945
15866,225
15868,407
15869,225
12028,15870
7651,146
15873,15041
10519,8895
6760,15878
1311,5912
12717,766
12329,13041
11675,7614
15882,2435
12624,15883
1943,13096
14024,407
14236,428
553,15892
7190,6860
15899,211
13923,14035
14369,428
10133,5012
604,11665
11619,9359
14620,154
12713,3267
14576,225
15927,6537
1062,2425
8103,3492
7750,13917
2906,9386
10863,91
15941,91
12623,2247
8781,13558
15948,3731
15950,146
9449,5125
10698,407
15803,15954
6783,510
15955,36
1861,11426
9055,7121
15966,7554
560,10087
15972,8915
2750,5683
15974,523
15983,407
15985,8164
11319,146
1155,2298
12770,3117
16000,407
13466,146
123,16004
6689,3492
3243,5550
11662,3573
7552,5225
13427,91
16010,225
16013,16014
14241,146
7526,6408
14693,225
3693,9695
2675,146
16033,8573
1710,8905
10815,3383
16037,523
12731,2507
16044,1130
6014,15583
14669,10098
171,7422
15993,211
14570,91
3290,3775
13255,4650
4931,13463
16068,9525
1771,36
16076,12240
9318,785
8884,7234
1884,7572
13615,15047
11728,5248
16087,91
16091,5803
13503,3575
1056,15845
12531,16094
16096,36
2613,3696
14134,97
6089,7579
13645,10608
16099,146
16102,407
14346,3696
11514,14184
11686,97
2208,6548
5869,13676
16109,225
16110,1666
16114,91
16118,225
8124,4066
5190,5550
1427,11257
16127,8974
14561,225
612,8083
10483,91
12789,97
11897,10244
10418,3786
6951,2610
15490,7234
8251,5471
16141,205
16142,8164
11645,4161
14804,2435
16143,2370
3077,9968
14681,428
9335,2270
3689,4158
16153,1130
1916,8238
16155,9051
16157,407
16162,523
8129,11175
10193,3100
7280,1171
13546,2311
16174,97
16178,203
14546,11353
16180,36
8835,13278
2643,10802
228,5222
8576,2435
16196,1099
14524,36
11314,1130
16204,5025
16205,3492
16207,36
4143,3946
7353,6011
16214,73
9129,12088
10286,146
6862,15583
16215,91
15225,11963
14594,8864
16219,1541
254,1130
5206,14035
15951,523
14027,91
16241,97
16158,1130
14952,225
16249,1130
7656,8725
13969,2994
16263,1171
16267,225
16270,3527
11535,7614
3442,5457
13619,16280
16283,97
14414,4230
13939,8787
11935,75
2911,5671
9686,3946
1672,4158
16291,91
16293,73
16294,7688
13342,407
1783,3575
16307,6537
14129,8544
5017,10479
16317,407
16338,523
6008,897
879,249
16343,16344
2127,16347
16350,154
3706,16355
8120,12671
16360,1658
14328,211
16370,36
7194,4619
364,13538
1375,205
16240,6779
16379,249
345,4784
16383,97
16384,91
8004,6392
10285,6567
15720,3765
12684,146
16403,97
4907,6507
7214,8011
6597,12240
3800,36
12544,1130
11292,16410
14327,11051
587,7024
16416,15136
16421,1130
16424,225
16425,97
517,10655
4459,1482
9956,10479
6579,2737
13137,5611
3150,15102
1385,7467
16437,523
16441,1435
336,3089
16443,523
9601,5919
16445,146
892,4642
16448,1171
7118,9638
3726,4589
2289,4619
4686,4497
5823,11100
16464,249
6743,3089
8738,10108
10629,154
7293,8238
15501,36
16473,146
11033,12398
82,7016
4252,5410
6219,3821
11120,12088
5341,13278
16485,523
4656,657
12139,97
16486,225
11883,1284
2621,3949
4741,88
16493,225
16495,9916
2513,46
16502,225
16208,1171
1203,4389
16510,1130
13850,11934
1490,4589
16518,154
16520,1435
16521,8422
15552,36
13770,46
2193,5410
16535,249
5891,9089
5605,7464
11684,9521
2163,2298
12284,1171
7839,97
8880,13550
15789,683
16556,36
4090,523
16562,225
9811,8743
894,5673
16572,36
6462,1094
11738,9521
4778,3492
5946,3386
10175,146
16577,1130
7102,36
16579,146
8694,1740
16580,2435
16581,91
16009,13788
12453,249
989,15878
7055,785
13876,5346
16593,10802
9794,1294
16598,36
16019,146
8916,154
2708,6189
11827,7880
15671,36
9720,8315
1256,13248
9174,5912
15151,5856
3903,249
11582,5406
4086,3256
15768,16094
241,5410
11417,9051
16631,12826
10800,154
8443,2435
16638,407
8892,6507
10447,73
5066,8011
4447,10608
2393,6956
1816,10612
15259,428
16654,523
10914,4589
16634,1762
8861,428
7986,5671
12946,11665
10925,5631
10904,249
4343,16671
1911,1340
6678,2594
16674,428
16676,1171
16681,154
9149,97
16683,249
13817,15883
16687,97
6513,3644
5808,2425
8521,11108
9894,14789
7636,6956
7298,766
12577,4161
5545,225
16705,146
16709,1099
16711,146
16713,91
2756,7207
16718,7823
5512,2370
16724,407
8384,13463
1460,4899
12250,15090
13272,6387
7341,2537
15473,2064
7030,3219
2764,11100
6916,11426
16733,211
16735,523
16737,4780
8798,4989
9500,1171
16740,225
16743,36
1505,7016
5030,3093
6167,2565
6304,11777
2114,16754
16757,407
15083,7153
16762,211
7505,7464
16769,2268
6707,15090
12956,15548
16776,16777
16778,91
12663,1521
16787,523
4075,8908
537,4870
9287,2072
16793,407
8235,3919
16794,211
4628,8343
16800,3492
8610,1724
13941,1171
16810,91
12832,97
3133,4085
8649,5125
16812,91
3532,1604
16815,91
2645,11931
7073,4505
16824,97
826,18
16826,146
2473,9312
16839,13320
4992,15412
14764,6147
16842,683
14712,8784
1927,3786
8159,317
9547,146
15620,154
16848,428
16849,3156
16850,3492
2067,3756
16855,36
3988,1125
2700,4454
9988,2017
2146,13430
14045,8183
7446,16868
16869,154
3082,4517
16874,249
6705,4465
11698,12253
9435,3516
6971,9089
16880,11427
4600,9330
3164,1534
780,3345
16889,2435
12430,146
14070,36
15674,154
5061,4512
3106,8974
8836,13587
16897,91
7344,5471
6321,225
1557,11426
16902,211
5758,9040
16578,4294
12360,1534
16918,407
4771,6208
16923,1130
16924,15548
5655,16933
13340,428
16941,2435
9732,97
8629,523
4166,12041
5431,146
12024,3117
16950,407
4598,15845
16104,154
1366,14467
16960,146
10205,543
16966,211
15146,1099
3474,249
4553,11718
1632,11853
16974,14099
1186,14309
15886,91
1458,13282
16981,9330
639,7880
4371,6408
2414,6011
10290,7572
3390,5597
12508,211
9325,2435
16998,97
1663,4002
15802,154
13881,9594
4539,1658
17006,91
17008,7405
593,1171
17012,11665
17013,407
2194,7946
544,6317
1975,1482
15118,5781
8355,13776
15916,4594
14114,14467
7834,1130
6186,2706
17025,1099
15568,5346
10626,3492
7603,2319
10329,4618
3189,225
17037,91
1714,1340
8316,10907
17039,2384
9939,6860
2765,3575
17040,11665
17041,2737
17047,407
5215,13310
16060,211
17048,211
3681,13875
17052,97
12794,3445
9792,8261
1644,6011
13750,6392
4461,2734
11401,1838
7851,3792
9172,1716
17072,91
17084,1130
6616,17088
6902,3120
17092,1125
17096,97
17098,225
6493,5866
1041,8002
3827,9260
10770,3492
16825,225
9069,4161
69,9260
8043,4517
17105,91
4666,510
13628,428
7955,407
192,9438
5735,15041
17110,146
12389,2717
14821,211
9395,2384
11625,91
17118,407
883,13041
723,12826
17122,91
17124,13463
14263,91
4913,13558
11476,11984
1792,223
17132,407
4349,13261
16078,10951
17137,683
13809,2280
15958,154
5,4603
7622,154
17142,523
17145,36
17147,11353
16505,8787
10125,13676
13164,2384
3057,14441
17168,249
14836,9312
3143,1412
6727,10057
5063,2594
13413,97
2207,12124
13263,3949
17176,3919
791,2421
13425,97
11521,11175
8759,9604
17196,211
13383,3561
17208,154
17209,73
13456,97
3617,13320
17212,523
16356,36
17215,407
12788,73
15858,428
3192,7770
10414,14789
13364,97
11452,97
10174,6324
17235,36
13748,3954
3966,14527
11880,4068
6749,5611
4911,2064
17239,2435
1053,4407
7092,12042
5494,10244
17250,91
7934,6342
8951,428
11151,3492
17253,249
16132,225
14484,4863
17259,1171
7271,2004
1114,8099
4797,7743
17266,91
2505,13533
8208,211
10615,1130
10969,2123
4934,16777
3628,4603
17274,523
8379,3765
4468,1294
17277,211
10661,1130
5767,5012
17289,407
17292,1130
694,15845
17300,1130
10020,3316
1432,557
3467,4619
4028,5340
11288,11246
13146,3113
15095,211
15716,97
12793,17314
13714,91
1877,3221
9830,6956
4525,9968
10424,1541
5139,3946
782,1895
12945,13310
17345,36
13540,6366
8981,5751
1736,417
9472,91
17352,3264
10477,407
7247,9469
12015,36
16264,225
6553,249
552,6147
9949,1716
9803,5781
17370,97
285,36
9558,9594
10616,17371
8056,5166
17372,683
8587,3731
17373,146
1985,9415
9220,2344
17377,36
12980,2717
8277,8858
5971,428
13391,2435
11123,13917
17382,407
4787,4366
8754,14467
17386,249
9936,5919
9432,13632
16956,36
10271,428
15633,146
2126,17391
1100,167
5644,3287
7659,428
17404,97
2789,317
17407,523
17410,146
15947,73
10364,8219
7566,10027
3391,154
17414,3492
6817,13675
11202,8424
14805,3934
17421,249
10137,8378
8333,17425
7679,3492
11622,7929
12197,1838
13344,10039
17438,249
17443,225
7042,5673
3705,4514
9987,5130
10498,13740
17450,407
17454,11853
5385,3919
8921,8744
11969,6289
3824,17460
17465,523
722,6548
17467,523
15477,6408
4572,2370
4991,3445
16381,154
13107,11931
9867,369
7672,11931
17471,91
764,5885
3438,9359
2148,3334
13057,523
17482,146
4730,3765
14801,10085
6919,3487
11238,1130
1784,4517
10426,1488
15161,516
5493,9521
2913,2529
17494,9359
9731,407
17498,36
16703,36
17499,91
1363,3786
17502,428
15694,3561
15880,1249
5674,2734
2860,14789
5601,249
17515,91
5858,4642
13534,146
17229,1014
7701,5683
10881,1284
6111,4328
17392,1171
15177,46
14608,2370
2277,4514
17535,523
2432,7469
15774,36
12167,211
3621,13538
14323,2118
12687,8853
16354,14048
4244,4512
4858,73
11235,225
17553,523
17554,211
16050,97
3141,4016
10752,14188
5070,6474
4377,2565
7429,6218
6228,73
17567,1224
11036,8154
8281,3756
39,13788
15486,17571
12270,4642
8080,3492
17572,7024
12038,17573
2899,15433
7744,15433
8932,1260
4210,5781
6909,5012
13115,5928
2501,8099
15777,13278
1605,91
1583,8992
3288,8238
5690,4266
17599,2435
7103,2890
10723,1488
17604,154
5021,7133
17611,3492
2431,3492
14062,36
7380,4230
8100,86
17618,225
14996,1838
17406,1171
17621,5751
9864,2435
12119,2002
78,13248
8736,7024
5815,3775
15737,683
17637,428
3772,1171
9311,2319
17640,523
17641,1435
17644,211
14958,3954
16986,154
1302,7317
1090,10264
17649,12845
6623,1534
12376,6956
17661,97
10804,7837
17667,523
17672,407
6134,8479
8931,7121
10277,4230
6534,10244
17682,36
12281,13740
12115,3492
6729,1075
1597,146
8409,3492
13493,3100
15145,6316
11581,5471
14324,13587
14237,10108
8450,16344
12134,3492
8530,7765
142,4989
12593,16777
16630,154
7378,146
7470,2161
819,15507
8205,6613
12906,8011
17705,36
2137,8864
17708,1244
17709,97
9062,8315
5083,8908
3258,3287
17717,523
17022,428
14852,63
17726,1130
13240,249
5272,2734
1189,4951
17733,249
3309,12560
10022,407
17297,8219
2976,14188
15385,17744
5278,328
17745,211
17747,225
15535,2435
8811,9386
14666,428
7296,16347
7655,354
2790,4002
14293,2740
13545,146
13933,428
398,11246
9973,73
8824,5631
17760,1130
17764,91
17765,97
17766,211
17770,211
3724,13136
702,3792
4900,3018
16225,857
6104,7346
14647,4983
17776,523
17780,146
4860,12560
13475,4294
17784,249
6106,36
6994,91
4097,11735
13874,2171
17789,225
2241,9787
9578,10790
15003,6342
6263,5671
12192,36
4727,2280
17800,97
6319,2865
1364,15082
7576,2338
15226,91
7095,9469
11997,1130
4712,1171
6382,2435
11841,3316
16951,225
6630,5316
12546,10479
13056,7270
17818,11108
17205,11051
11561,1224
5708,17826
17829,523
9951,17831
5156,1244
17832,1099
17833,225
3981,5025
4232,8219
9754,8404
17845,7467
17714,97
17848,225
2410,11108
14096,4638
11593,3445
11730,1284
11838,36
15244,7270
7799,11274
9931,11816
9327,97
268,9640
4506,8051
5056,6272
16212,15136
270,523
17859,4780
17864,73
17865,73
3964,9521
13820,91
562,8238
11750,97
10282,3089
3443,16777
15987,36
136,15845
17872,523
15358,4981
5076,889
15911,407
8658,13550
14312,557
1953,8479
10583,1907
10900,6189
5799,14467
6063,73
4425,10087
12334,1130
8995,13788
16920,154
2192,6876
11430,211
13311,5316
17907,91
9388,6147
9251,6147
14187,9916
17917,407
17806,1477
11516,14418
7242,5626
2572,36
14192,12758
16566,10774
81,14703
2768,7309
17927,1171
2088,13776
17928,9330
5456,10799
15076,2072
669,12218
2773,6184
6966,8183
9361,146
17082,15507
8533,4016
17296,9789
8707,10087
10347,91
17953,407
15275,112
17960,91
3879,2580
2988,4576
16005,8164
4338,1412
17969,1171
15025,428
17970,73
4197,14441
16304,9452
17973,146
9131,13776
13889,91
10103,6467
12734,1463
12363,1130
3489,10479
8365,146
11413,10337
629,17831
9608,683
4874,154
7691,12845
10957,146
17992,683
6471,1130
16749,249
257,407
8839,7572
2215,225
4743,356
7886,2734
8923,11718
15253,249
14568,683
17366,867
10004,428
18010,211
492,73
15308,2895
17062,154
6125,14789
18015,211
18016,225
7303,10991
18022,225
17123,225
7854,11382
13975,9359
10186,4148
5131,15883
5594,6007
7792,7544
18035,225
15634,4161
10356,1838
13732,154
4927,3775
12961,7815
18045,13463
3260,1294
14917,1130
12902,4238
9913,8971
691,2717
12901,4159
10383,2280
16107,249
8524,18052
15905,354
442,1244
18054,36
8346,14188
9905,407
12698,8744
18056,97
18060,225
12527,1130
1981,4389
12920,7024
1036,8523
6820,6189
8630,657
18062,146
17067,1653
16689,407
14033,7579
6502,3527
2611,225
18065,683
2882,9518
5264,8479
16181,211
9652,3492
6285,36
14345,407
18070,1342
18071,36
9750,11710
18072,3792
18076,10027
9861,16868
6574,11427
13598,11735
18083,91
7707,11600
1048,91
4122,3487
16686,428
9769,10157
6415,1145
8750,6389
18089,211
4660,13320
10852,7581
13079,211
12260,6856
7641,10087
18102,3492
3007,2752
18105,91
18107,249
3542,3386
18108,91
16865,211
17344,11665
7983,2805
2024,15053
14950,683
4240,10108
11492,13463
2013,11853
18117,3516
672,8378
6906,18120
13805,12088
12309,3386
6344,7469
10162,1382
18130,2435
6195,1171
8271,249
2206,1541
6135,4983
18144,91
13155,3492
18146,211
5473,91
5746,1534
2212,211
10105,15136
16807,154
11064,11246
14042,11681
11768,16933
108,6633
10176,3492
7515,13983
18161,407
1528,9623
8756,13875
14905,1284
13901,3093
18156,8183
18166,407
12220,11913
5250,9386
5582,13676
17811,2706
18181,2435
18182,249
3784,91
18185,249
18186,1435
12680,225
13223,3492
18192,13430
3227,8725
18193,13136
18194,523
18197,91
18199,2435
13018,18201
730,13676
3404,3656
18205,46
11038,13096
10760,6269
7254,2435
18210,36
17218,428
1003,4161
1624,249
14633,146
4823,4173
184,4512
12847,13430
18217,97
10267,7524
18218,523
18227,1435
4767,4328
11102,8447
15896,3954
16670,523
2896,8027
8851,146
10350,3492
6546,6613
17327,154
3770,8905
3606,225
8317,3492
18241,225
18245,407
13964,1838
7648,8219
6943,5885
8053,2435
245,13533
13529,3561
18257,407
5189,11718
5952,11257
5270,407
5491,1171
11203,9100
6310,7283
4225,36
18267,683
7456,6625
5834,4014
5055,12758
7326,5457
18270,6317
9581,4780
9634,3792
457,13775
8112,4591
5418,1171
10765,16410
3897,1130
12452,4363
6535,152
7692,7946
3779,7283
14667,1496
1109,7464
636,8479
12830,5059
7465,3575
14455,97
9884,5166
2562,1720
18288,3492
13764,11853
11914,8154
16289,5059
260,18294
10315,3492
11752,4294
10299,7464
18303,225
6649,523
2200,18307
17980,36
18312,146
18313,1171
12923,4294
18314,11100
17863,146
12365,2435
18317,146
7809,2537
6775,8343
18319,2435
17359,10085
4310,15111
541,18329
10810,5597
6848,4118
4961,453
8352,36
15134,683
9271,1237
15328,18335
18336,2435
12596,1716
2411,4148
13299,10518
11171,11051
58,8853
9009,2594
7183,5472
12486,249
6044,3492
16161,225
18353,523
12473,9260
9656,97
9242,2734
10668,6289
12455,211
1696,11427
17387,428
7779,1634
17813,10644
16883,9260
15673,428
5089,16094
4087,7872
12053,13871
18363,97
1083,7600
18367,36
1567,5025
981,661
11964,8027
2264,3696
12131,6342
9726,867
11993,2015
10154,2234
5832,11294
18376,91
1600,4118
16277,1435
4492,18380
7711,3527
18381,97
13318,73
5098,10316
3312,7405
4882,16347
15447,97
4384,1130
18395,91
18398,7859
471,4993
8826,13775
6843,6289
18401,91
17510,154
10921,8864
7647,12845
12936,1130
12091,3788
6663,8099
9596,17425
1962,4517
18410,407
811,1171
7359,6316
9451,146
17455,428
8399,12398
8620,146
6621,1081
12747,3256
10073,8573
3618,211
18425,3093
11632,12216
18429,225
11651,5751
1025,1525
776,11963
18392,91
8845,1081
5136,7259
18434,36
12888,2435
17594,225
11564,8297
12856,2529
9406,225
14284,3954
1580,5871
18441,523
17791,97
12435,36
13110,8154
16040,12758
422,249
465,12184
1358,4407
14416,4638
9742,2529
5048,16671
18452,407
