telephone_1,telephone_2
3274,3
5139,3
19036,3
8088,3
10677,3
9355,3
13584,3
9033,3
10216,3
18152,3
16894,3
4327,3
5293,3
19069,3
11702,3
19077,3
144,3
11397,3
5407,3
5419,3
1930,3
660,3
19087,3
2844,3
13478,3
15736,3
475,3
3743,3
13056,3
16760,3
14645,3
3877,3
2841,3
16969,3
12503,3
13103,3
1344,3
2179,3
11512,3
19134,3
12262,3
15096,3
7155,3
10181,3
17398,3
11482,3
3464,3
4636,3
12554,3
6275,3
10910,3
606,3
12747,3
16552,3
14447,3
2418,3
3960,3
9214,3
19172,3
9059,3
12687,3
1805,3
18714,3
4443,3
5,3
669,3
9461,3
3392,3
698,3
7181,3
13566,3
14830,3
11664,3
10335,3
1091,3
11668,3
5696,3
3327,3
18652,3
3230,3
7277,3
2516,3
6670,3
6132,3
3063,3
2790,3
11675,3
15327,3
5021,3
832,3
2822,3
11707,3
14240,3
13263,3
19259,3
17197,3
19263,3
19270,3
3628,3
6705,3
7158,3
5612,3
14329,3
2999,3
1108,3
13317,3
3758,3
25,3
16849,3
15711,3
7811,3
7531,3
16172,3
6913,3
16294,3
17545,3
8707,3
3440,3
19157,3
5880,3
16716,3
6752,3
18463,3
496,3
10738,3
5106,3
19348,3
2863,3
10760,3
15977,3
19363,3
3507,3
16457,3
10129,3
2510,3
5032,3
5651,3
744,3
4139,3
6013,3
5042,3
4007,3
14500,3
14363,3
3228,3
10719,3
19407,3
3695,3
980,3
3484,3
7360,3
1016,3
19412,3
17092,3
13589,3
10656,3
12202,3
11840,3
19426,3
1155,3
6585,3
14314,3
10791,3
2825,3
2476,3
18864,3
22,3
16248,3
1364,3
17956,3
6635,3
12931,3
19317,3
6368,3
4994,3
10938,3
5861,3
12154,3
6156,3
8913,3
9624,3
6949,3
17589,3
742,3
7737,3
7419,3
12652,3
5167,3
14708,3
14836,3
8820,3
18192,3
5287,3
15982,3
192,3
2993,3
1402,3
8341,3
18198,3
8143,3
11468,3
1582,3
8510,3
9970,3
11259,3
6045,3
17579,3
15211,3
18487,3
19518,3
11765,3
19301,3
8428,3
8990,3
11392,3
9121,3
7502,3
9990,3
12172,3
8374,3
5224,3
13419,3
9016,3
13586,3
9667,3
7906,3
8049,3
2538,3
16070,3
7763,3
12466,3
1232,3
8935,3
10911,3
19582,3
15614,3
18171,3
13117,3
7914,3
18617,3
350,3
11783,3
7146,3
8407,3
6192,3
17226,3
9773,3
11660,3
12269,3
12497,3
19630,3
14772,3
3676,3
7174,3
7996,3
14376,3
5887,3
16078,3
19248,3
19656,3
3517,3
13546,3
8349,3
8814,3
1421,3
8212,3
19535,3
6247,3
6859,3
1663,3
12673,3
3040,3
10627,3
9879,3
15467,3
19689,3
18579,3
15992,3
11927,3
604,3
4785,3
12138,3
6432,3
19720,3
12908,3
12157,3
7225,3
3319,3
9613,3
11980,3
19732,3
15836,3
15861,3
3557,3
17998,3
2159,3
17496,3
15379,3
16452,3
3525,3
12265,3
19327,3
4515,3
11547,3
10113,3
12278,3
6193,3
1126,3
19755,3
487,3
11641,3
6681,3
1280,3
19020,3
12621,3
19088,3
5667,3
15698,3
3669,3
7587,3
10866,3
12158,3
768,3
58,3
12343,3
3716,3
6792,3
10693,3
1262,3
18773,3
6332,3
9614,3
623,3
11800,3
13183,3
19823,3
9463,3
4968,3
15602,3
17237,3
12778,3
13242,3
19840,3
10983,3
12344,3
14251,3
2271,3
3724,3
15495,3
17458,3
3580,3
17124,3
14071,3
18757,3
4504,3
19859,3
19743,3
13415,3
4319,3
8047,3
635,3
16656,3
9135,3
12522,3
12428,3
7251,3
17839,3
11833,3
10498,3
904,3
9313,3
19900,3
4495,3
7398,3
9648,3
10502,3
16701,3
13892,3
9556,3
12140,3
6632,3
10831,3
17157,3
5748,3
13693,3
9322,3
18224,3
9515,3
14094,3
12713,3
19875,3
13995,3
16242,3
814,3
8487,3
12811,3
12038,3
6205,3
14865,3
19942,3
19944,3
14502,3
2077,3
9529,3
12667,3
8312,3
16005,3
501,3
13204,3
9220,3
9550,3
7410,3
5647,3
17355,3
668,3
16892,3
389,3
8139,3
10232,3
13870,3
9477,3
9775,3
13771,3
16880,3
8615,3
10017,3
9069,3
18118,3
3501,3
8230,3
1177,3
2340,3
8709,3
15117,3
8198,3
20035,3
455,3
15008,3
12584,3
6557,3
4201,3
10577,3
8436,3
6152,3
11336,3
19606,3
19507,3
8289,3
11459,3
5285,3
3068,3
16737,3
2812,3
7104,3
18605,3
16802,3
9735,3
12934,3
5957,3
5512,3
393,3
5121,3
2273,3
12733,3
4084,3
5311,3
3446,3
19296,3
5953,3
8727,3
10186,3
3975,3
8643,3
8441,3
10072,3
15579,3
5976,3
15909,3
17908,3
680,3
14414,3
12946,3
13813,3
10633,3
13315,3
9729,3
3662,3
11107,3
3278,3
1263,3
10256,3
17631,3
12113,3
6067,3
15377,3
14141,3
6934,3
17721,3
13810,3
6240,3
10757,3
13630,3
7002,3
18193,3
16148,3
10548,3
17625,3
16166,3
1248,3
3424,3
10190,3
5229,3
18446,3
3394,3
19967,3
11431,3
1549,3
7135,3
2952,3
13514,3
4342,3
10405,3
9639,3
358,3
18531,3
12465,3
3693,3
4072,3
3988,3
11819,3
3480,3
4187,3
5604,3
13567,3
15856,3
4823,3
5342,3
1321,3
10528,3
20226,3
9885,3
8255,3
14752,3
10849,3
7854,3
20237,3
7625,3
6660,3
6033,3
10489,3
1373,3
20016,3
12239,3
7014,3
13301,3
11361,3
10707,3
14878,3
6608,3
11195,3
9112,3
18817,3
7957,3
5599,3
18021,3
14131,3
14667,3
20279,3
16036,3
15522,3
1997,3
13774,3
17012,3
10149,3
10920,3
2830,3
16334,3
7822,3
7869,3
3535,3
12948,3
7490,3
11188,3
14616,3
16707,3
14817,3
5279,3
17445,3
17763,3
11212,3
15241,3
10697,3
6924,3
17347,3
17365,3
5155,3
7702,3
4091,3
12919,3
13961,3
4918,3
14514,3
11066,3
2655,3
7620,3
20362,3
20255,3
16628,3
20373,3
6407,3
16328,3
6596,3
8612,3
16538,3
13859,3
11360,3
11239,3
1178,3
13673,3
11272,3
9767,3
19241,3
3338,3
11119,3
2228,3
8762,3
16351,3
13383,3
13209,3
6295,3
3422,3
2281,3
2659,3
8562,3
6615,3
14880,3
17541,3
19622,3
20437,3
20438,3
9253,3
11288,3
11279,3
11278,3
18306,3
4602,3
14248,3
11480,3
3431,3
19890,3
111,3
7707,3
19792,3
13306,3
5774,3
6756,3
11658,3
13179,3
2495,3
4569,3
373,3
2246,3
15565,3
16416,3
18586,3
17125,3
6288,3
17165,3
12231,3
5806,3
14148,3
12562,3
3781,3
4572,3
1692,3
8340,3
2359,3
16255,3
11802,3
4741,3
16064,3
20508,3
17144,3
2725,3
3006,3
5547,3
16192,3
3155,3
7592,3
6740,3
6071,3
2073,3
11492,3
9975,3
13894,3
121,3
17285,3
19752,3
7751,3
688,3
7187,3
12631,3
1019,3
8134,3
370,3
8081,3
19950,3
20572,3
17795,3
20576,3
4525,3
15076,3
3722,3
143,3
12990,3
11565,3
19544,3
18971,3
1229,3
17067,3
15210,3
15694,3
1102,3
8225,3
16213,3
5563,3
7545,3
17966,3
5978,3
20610,3
14164,3
4860,3
8884,3
4172,3
15634,3
7427,3
87,3
8628,3
12270,3
4132,3
1278,3
12350,3
17695,3
11265,3
15490,3
12318,3
12040,3
14287,3
8304,3
16354,3
2163,3
16143,3
14636,3
6589,3
9019,3
4631,3
16458,3
3498,3
76,3
15166,3
6310,3
9859,3
2346,3
14868,3
13139,3
19949,3
8062,3
3779,3
6558,3
20696,3
11921,3
15793,3
14548,3
12203,3
20705,3
4690,3
19236,3
15358,3
9287,3
12755,3
12695,3
5357,3
17859,3
398,3
14517,3
2119,3
8076,3
1003,3
8836,3
3894,3
310,3
13192,3
17115,3
1088,3
4991,3
10062,3
14774,3
4542,3
6134,3
10248,3
15750,3
11262,3
10173,3
11914,3
5918,3
14769,3
15533,3
5348,3
7471,3
13610,3
2902,3
16808,3
15031,3
5594,3
13247,3
258,3
19029,3
8534,3
16289,3
13011,3
3963,3
15118,3
3144,3
16678,3
7785,3
11691,3
10785,3
20000,3
3901,3
20800,3
16641,3
5958,3
5492,3
12825,3
7380,3
11462,3
0,3
2899,3
3505,3
5941,3
16316,3
15436,3
15236,3
7671,3
7152,3
9814,3
2414,3
13491,3
11163,3
3420,3
11926,3
617,3
15122,3
12352,3
11132,3
6120,3
5936,3
16332,3
9691,3
9739,3
4200,3
19176,3
8610,3
10331,3
14816,3
2192,3
2356,3
4092,3
295,3
6838,3
15369,3
20412,3
1436,3
20879,3
1644,3
6112,3
10815,3
13792,3
1953,3
19574,3
8455,3
2133,3
19911,3
8664,3
10899,3
12481,3
15413,3
2960,3
9303,3
7065,3
6793,3
15473,3
18370,3
8959,3
9840,3
12754,3
17193,3
2868,3
1696,3
19569,3
16517,3
20064,3
4265,3
7060,3
14214,3
12765,3
1077,3
5076,3
20932,3
12610,3
11481,3
10898,3
13439,3
6961,3
10148,3
7382,3
13760,3
8759,3
6582,3
1147,3
6266,3
10550,3
6264,3
19244,3
12063,3
15169,3
5493,3
11057,3
9319,3
2603,3
64,3
2203,3
2150,3
14534,3
12982,3
13670,3
10106,3
5750,3
6951,3
9803,3
13428,3
18422,3
17095,3
4935,3
12393,3
5577,3
13448,3
12743,3
8394,3
4087,3
5243,3
17877,3
8113,3
15385,3
16903,3
7274,3
9018,3
5264,3
12906,3
20910,3
10013,3
7446,3
1607,3
17797,3
10893,3
8514,3
20033,3
761,3
13608,3
12751,3
7320,3
3943,3
8585,3
17236,3
10637,3
3625,3
15153,3
11852,3
13689,3
1124,3
14100,3
1140,3
5588,3
18513,3
4257,3
9493,3
4775,3
21074,3
6061,3
3015,3
21084,3
4889,3
12679,3
21091,3
2852,3
20321,3
54,3
6658,3
4000,3
17853,3
8904,3
7689,3
12028,3
11150,3
5898,3
10981,3
15884,3
16506,3
14300,3
6341,3
5221,3
11424,3
17324,3
10891,3
17755,3
1840,3
9540,3
13633,3
5030,3
10688,3
12701,3
3178,3
17352,3
11608,3
13457,3
11404,3
2411,3
14928,3
17040,3
14844,3
16569,3
15545,3
3798,3
3146,3
6491,3
14324,3
8031,3
16413,3
12824,3
7269,3
13901,3
4911,3
8888,3
3121,3
13045,3
4933,3
355,3
11779,3
13734,3
14962,3
576,3
12812,3
14054,3
133,3
1819,3
16658,3
4458,3
10043,3
2213,3
4237,3
7889,3
11605,3
17205,3
8627,3
7282,3
21214,3
16883,3
11733,3
3306,3
3108,3
19500,3
16495,3
2295,3
9140,3
1045,3
6025,3
10482,3
9978,3
16639,3
3986,3
4524,3
3246,3
21230,3
11023,3
11576,3
2732,3
14690,3
3737,3
8242,3
8492,3
10906,3
419,3
18045,3
1868,3
4481,3
13262,3
8132,3
7459,3
4287,3
14173,3
1633,3
21247,3
5516,3
1687,3
12025,3
290,3
9662,3
5236,3
14820,3
18939,3
15489,3
6833,3
19703,3
5315,3
3260,3
20982,3
11429,3
6644,3
666,3
13793,3
10469,3
1574,3
17757,3
12438,3
539,3
16319,3
3590,3
1592,3
15127,3
3167,3
5165,3
14042,3
3297,3
18699,3
5232,3
5661,3
4108,3
16074,3
6630,3
13598,3
430,3
12516,3
18845,3
3992,3
20893,3
12372,3
2401,3
8124,3
8912,3
6015,3
18922,3
6425,3
16297,3
9053,3
17388,3
9900,3
15616,3
12536,3
3778,3
5478,3
11241,3
3917,3
9144,3
5553,3
19389,3
9811,3
14483,3
9987,3
5145,3
11447,3
5858,3
14860,3
4325,3
10560,3
3311,3
20468,3
3377,3
12374,3
2911,3
17818,3
12036,3
11396,3
2681,3
16121,3
17935,3
8536,3
8058,3
13677,3
2703,3
18177,3
11973,3
10410,3
14591,3
3262,3
19770,3
16584,3
16784,3
3092,3
935,3
9136,3
7638,3
10225,3
13445,3
18836,3
8327,3
14683,3
7426,3
15393,3
6726,3
6400,3
3815,3
762,3
123,3
1900,3
3733,3
5724,3
21114,3
18708,3
2488,3
16604,3
4105,3
282,3
2222,3
12902,3
652,3
7154,3
7051,3
12199,3
14807,3
7195,3
693,3
468,3
718,3
16189,3
774,3
782,3
1956,3
596,3
2021,3
1621,3
9564,3
2713,3
7517,3
486,3
15665,3
17824,3
969,3
970,3
7577,3
995,3
9944,3
17548,3
1298,3
1084,3
7358,3
7640,3
345,3
9966,3
12711,3
11543,3
1114,3
18070,3
2383,3
9568,3
105,3
2299,3
1275,3
9858,3
12091,3
2379,3
8462,3
8022,3
6001,3
3584,3
12100,3
14997,3
11640,3
14226,3
16329,3
15920,3
9683,3
6922,3
2627,3
13176,3
10941,3
10630,3
2046,3
4189,3
11444,3
3054,3
17557,3
4359,3
14828,3
6612,3
8123,3
8590,3
2027,3
3402,3
15966,3
7511,3
7046,3
12491,3
947,3
9243,3
16076,3
10277,3
19968,3
15425,3
9106,3
10828,3
12815,3
18191,3
6796,3
7895,3
12242,3
10494,3
3892,3
21006,3
2208,3
7744,3
16077,3
2086,3
2114,3
2012,3
10078,3
9050,3
21366,3
156,3
10116,3
5400,3
10816,3
7609,3
11324,3
1379,3
9351,3
18250,3
2640,3
1501,3
2501,3
2336,3
8427,3
8376,3
6811,3
16234,3
9446,3
7994,3
10635,3
1706,3
8014,3
17464,3
14546,3
5376,3
7392,3
1432,3
5065,3
10665,3
15311,3
3028,3
313,3
17097,3
6302,3
11105,3
14621,3
12255,3
15401,3
9029,3
14980,3
18508,3
12075,3
2108,3
838,3
1290,3
18997,3
18942,3
17229,3
20087,3
15040,3
564,3
3753,3
8941,3
3878,3
11593,3
4800,3
368,3
2297,3
13208,3
2942,3
11064,3
1932,3
3214,3
16530,3
13591,3
9186,3
1912,3
2770,3
12662,3
17961,3
6597,3
11174,3
3428,3
11088,3
16876,3
10582,3
8693,3
7289,3
4094,3
3605,3
15000,3
11220,3
1558,3
19016,3
2693,3
12386,3
3874,3
1545,3
8663,3
13529,3
5067,3
10433,3
7988,3
9000,3
3932,3
13173,3
7349,3
1040,3
12487,3
10713,3
15020,3
11009,3
5502,3
4424,3
7548,3
14897,3
9331,3
4346,3
9055,3
19980,3
2700,3
11371,3
8948,3
21470,3
18040,3
13749,3
15191,3
8217,3
434,3
160,3
10163,3
2081,3
9480,3
9362,3
7824,3
18143,3
18665,3
21812,3
250,3
4370,3
19304,3
4491,3
16621,3
15654,3
12702,3
5205,3
545,3
12394,3
12670,3
8987,3
705,3
8308,3
16,3
1652,3
240,3
14239,3
13843,3
1909,3
14995,3
4531,3
4689,3
10420,3
9349,3
1011,3
387,3
16388,3
21858,3
4049,3
16973,3
16634,3
4848,3
8470,3
11453,3
13954,3
6916,3
9284,3
2471,3
1187,3
17647,3
10389,3
12473,3
2886,3
813,3
6091,3
12446,3
7162,3
446,3
8032,3
17679,3
12820,3
19420,3
1296,3
8067,3
12079,3
4408,3
7206,3
1375,3
13198,3
3453,3
6281,3
2248,3
2858,3
11925,3
301,3
5235,3
10193,3
3376,3
1327,3
16480,3
5353,3
19201,3
3421,3
9117,3
7069,3
14705,3
2959,3
4833,3
1416,3
21940,3
10312,3
1557,3
1542,3
17886,3
5662,3
1122,3
7969,3
9504,3
4487,3
5567,3
15403,3
9255,3
6512,3
13452,3
5142,3
10574,3
13672,3
968,3
244,3
9994,3
12322,3
11662,3
85,3
13460,3
16566,3
7870,3
3000,3
14726,3
286,3
21543,3
9592,3
12151,3
15615,3
17651,3
2564,3
707,3
4017,3
13319,3
6488,3
11514,3
3587,3
6969,3
3158,3
7385,3
3396,3
16220,3
1460,3
14370,3
9484,3
8647,3
1959,3
17260,3
13,3
16017,3
13650,3
1747,3
10604,3
22026,3
6163,3
9205,3
2456,3
9226,3
6370,3
7845,3
255,3
14260,3
5566,3
2156,3
15516,3
8722,3
12007,3
6374,3
9701,3
18535,3
12843,3
6411,3
20817,3
6263,3
3475,3
8716,3
18752,3
6564,3
4308,3
2455,3
6663,3
6520,3
10631,3
12427,3
9963,3
22069,3
9873,3
11988,3
82,3
16542,3
15967,3
16068,3
172,3
173,3
8068,3
13847,3
4880,3
6349,3
4885,3
19642,3
287,3
14695,3
713,3
1689,3
21457,3
14036,3
13620,3
4032,3
528,3
12699,3
113,3
6912,3
4519,3
7851,3
2881,3
163,3
6933,3
17207,3
218,3
5051,3
715,3
2988,3
15524,3
19821,3
234,3
14790,3
6978,3
764,3
819,3
372,3
11539,3
440,3
448,3
8246,3
17419,3
465,3
15318,3
13442,3
2140,3
517,3
22138,3
6990,3
2596,3
8151,3
1074,3
7134,3
7789,3
7167,3
5501,3
4399,3
3305,3
6788,3
21311,3
3037,3
1228,3
760,3
1274,3
780,3
793,3
5609,3
2665,3
848,3
852,3
7073,3
1455,3
1015,3
10583,3
19681,3
7391,3
1505,3
1086,3
14229,3
3127,3
7439,3
2943,3
1162,3
12518,3
1618,3
10766,3
3509,3
1703,3
5359,3
9686,3
7552,3
5955,3
16769,3
1385,3
7590,3
13230,3
1446,3
2524,3
9407,3
1573,3
7821,3
2024,3
1636,3
1642,3
2042,3
6160,3
2060,3
1683,3
3182,3
2075,3
1718,3
1728,3
2127,3
5610,3
1765,3
1782,3
18270,3
3508,3
13328,3
9440,3
1861,3
2253,3
2275,3
1332,3
4805,3
2088,3
2355,3
2269,3
10333,3
11560,3
20671,3
3746,3
2459,3
2447,3
1326,3
2062,3
2066,3
9466,3
7726,3
13937,3
2974,3
8390,3
2527,3
1266,3
7402,3
1489,3
2528,3
14220,3
2199,3
2225,3
2236,3
2648,3
129,3
5614,3
2502,3
2722,3
2324,3
8461,3
8110,3
5200,3
20242,3
2244,3
3426,3
17318,3
3482,3
6744,3
22328,3
11022,3
2931,3
16871,3
8224,3
1595,3
2581,3
2602,3
8369,3
1690,3
2613,3
2617,3
2623,3
4162,3
14346,3
2662,3
10529,3
8200,3
8310,3
12336,3
2691,3
679,3
3154,3
2755,3
13678,3
2802,3
385,3
3344,3
11585,3
3351,3
10889,3
17375,3
2254,3
3364,3
437,3
2938,3
3802,3
6570,3
15179,3
8526,3
2487,3
5884,3
2806,3
2760,3
3101,3
15609,3
3539,3
3128,3
8602,3
3904,3
3609,3
14753,3
18163,3
3099,3
6735,3
4371,3
15624,3
3398,3
22413,3
2540,3
3886,3
1135,3
3592,3
3951,3
8877,3
12628,3
6261,3
1827,3
11245,3
16142,3
424,3
1857,3
4153,3
11981,3
5131,3
1572,3
8293,3
4289,3
3916,3
4331,3
1207,3
702,3
3979,3
15022,3
9062,3
394,3
13574,3
16838,3
9083,3
3600,3
5488,3
3197,3
9566,3
4349,3
4446,3
4145,3
15081,3
4175,3
9166,3
18735,3
5414,3
2025,3
4281,3
7494,3
5792,3
3448,3
4646,3
5170,3
738,3
4376,3
12188,3
4702,3
1360,3
14174,3
2293,3
2567,3
4737,3
9212,3
13422,3
4803,3
13185,3
2631,3
4787,3
8931,3
4532,3
13590,3
4541,3
6283,3
1112,3
5409,3
5945,3
16540,3
4895,3
4568,3
641,3
4609,3
993,3
2276,3
6943,3
4208,3
4563,3
4987,3
8090,3
4710,3
9536,3
730,3
21630,3
4893,3
14016,3
8260,3
4759,3
3685,3
7745,3
1303,3
17204,3
8967,3
736,3
9498,3
15618,3
4875,3
791,3
6060,3
9650,3
4915,3
747,3
5238,3
3317,3
4939,3
3572,3
4553,3
4218,3
14539,3
9712,3
4590,3
11588,3
4647,3
5379,3
1794,3
9770,3
14218,3
5138,3
5141,3
10144,3
5187,3
3755,3
5233,3
1725,3
3302,3
3323,3
5728,3
10546,3
15873,3
8431,3
4575,3
7569,3
11418,3
11891,3
5362,3
5369,3
15477,3
2256,3
2003,3
9965,3
17792,3
4954,3
3488,3
5459,3
3558,3
3563,3
11185,3
5504,3
3921,3
638,3
5539,3
4075,3
18499,3
5931,3
5939,3
5940,3
4887,3
3717,3
4336,3
5161,3
9822,3
1859,3
6003,3
5239,3
6005,3
5449,3
5014,3
2232,3
6454,3
3368,3
9722,3
4276,3
5041,3
3888,3
6119,3
6226,3
2714,3
6760,3
5879,3
6219,3
10992,3
10330,3
17057,3
5970,3
6291,3
6298,3
8910,3
4119,3
6319,3
3959,3
6338,3
15629,3
6363,3
6066,3
5347,3
6073,3
17265,3
6083,3
5497,3
305,3
6773,3
3720,3
4752,3
47,3
6185,3
2469,3
6216,3
6232,3
22688,3
2264,3
1168,3
585,3
2557,3
4909,3
8105,3
7465,3
6653,3
6221,3
6667,3
2696,3
16250,3
18204,3
6714,3
9449,3
3726,3
7862,3
15963,3
20560,3
265,3
6414,3
2733,3
6545,3
6825,3
5548,3
6405,3
6575,3
6391,3
6871,3
1515,3
6643,3
138,3
1490,3
6680,3
215,3
6940,3
10754,3
8661,3
10872,3
3008,3
7032,3
16887,3
16216,3
352,3
6813,3
9682,3
7943,3
10943,3
10855,3
3511,3
8231,3
3547,3
538,3
11680,3
18125,3
6902,3
11001,3
6910,3
7159,3
7168,3
2920,3
685,3
692,3
5213,3
1443,3
746,3
752,3
804,3
6863,3
1518,3
885,3
6554,3
944,3
5456,3
7421,3
3333,3
1151,3
7169,3
7190,3
7470,3
7477,3
7488,3
3935,3
15707,3
898,3
7241,3
10101,3
6651,3
18710,3
9554,3
1314,3
1320,3
6259,3
5331,3
3073,3
1347,3
1346,3
7296,3
15275,3
3013,3
4621,3
1453,3
11521,3
7652,3
5760,3
9233,3
307,3
445,3
1602,3
2600,3
7724,3
14399,3
1673,3
7749,3
1691,3
7775,3
7536,3
6806,3
16938,3
5694,3
11531,3
7657,3
7666,3
1939,3
7677,3
1949,3
7904,3
5024,3
1971,3
1980,3
2018,3
11592,3
7732,3
7736,3
7958,3
6965,3
6180,3
7976,3
11015,3
6213,3
9131,3
1030,3
2169,3
8025,3
4151,3
7835,3
2200,3
809,3
8318,3
11699,3
11653,3
2317,3
2321,3
11729,3
6403,3
7892,3
643,3
7916,3
11761,3
1504,3
7953,3
15578,3
2426,3
7983,3
9491,3
8009,3
13594,3
7520,3
11971,3
3785,3
2645,3
7370,3
7092,3
4767,3
11614,3
13290,3
8109,3
14840,3
6315,3
2784,3
4390,3
11516,3
1880,3
2797,3
10033,3
15174,3
3248,3
4117,3
4401,3
6831,3
8478,3
1786,3
3046,3
5397,3
8298,3
8537,3
5274,3
2152,3
3133,3
8316,3
3961,3
7847,3
8631,3
3347,3
3378,3
3684,3
3412,3
3971,3
8353,3
8738,3
8497,3
7118,3
8740,3
11,3
5083,3
8524,3
625,3
6154,3
10585,3
12129,3
14439,3
8588,3
8923,3
6620,3
8742,3
3620,3
3649,3
8641,3
13832,3
8649,3
3461,3
4357,3
3740,3
7607,3
4658,3
3797,3
8964,3
3806,3
3810,3
11972,3
7650,3
8977,3
8752,3
3850,3
8995,3
13879,3
1299,3
12388,3
5004,3
1681,3
6611,3
9025,3
6386,3
11636,3
8844,3
8848,3
2206,3
3994,3
4898,3
19990,3
7818,3
14446,3
3235,3
4182,3
9156,3
8675,3
3348,3
11554,3
21807,3
232,3
6975,3
11704,3
4324,3
4838,3
14550,3
4344,3
9043,3
4296,3
8546,3
12587,3
9101,3
6702,3
5697,3
1470,3
3845,3
9011,3
9393,3
12294,3
3180,3
8681,3
1803,3
7452,3
4628,3
9455,3
1588,3
4645,3
6547,3
12696,3
4683,3
4123,3
9289,3
12498,3
6541,3
4734,3
10172,3
2905,3
4802,3
6938,3
8883,3
5189,3
4819,3
11091,3
4882,3
8366,3
12836,3
634,3
1257,3
15829,3
5558,3
2657,3
9678,3
3570,3
8207,3
19793,3
2188,3
5006,3
4492,3
5026,3
9532,3
9535,3
2420,3
9235,3
9723,3
5257,3
9545,3
7930,3
6580,3
4065,3
5055,3
3522,3
9200,3
12899,3
5092,3
10253,3
5123,3
5126,3
9596,3
6209,3
6396,3
5226,3
5173,3
5228,3
3774,3
7244,3
2653,3
5267,3
9933,3
9191,3
3077,3
3169,3
18117,3
3192,3
7492,3
17752,3
5420,3
5441,3
6111,3
9769,3
22354,3
10010,3
3699,3
18072,3
1100,3
10555,3
10592,3
3678,3
2005,3
13507,3
5499,3
9839,3
9850,3
9490,3
1580,3
9925,3
5484,3
9939,3
4110,3
8547,3
12573,3
7496,3
5704,3
1104,3
10189,3
5732,3
9981,3
18043,3
9993,3
9713,3
10021,3
10008,3
11352,3
5783,3
10016,3
12381,3
5810,3
5904,3
6450,3
10050,3
8821,3
12851,3
12068,3
10077,3
1737,3
11443,3
5894,3
10317,3
5903,3
8835,3
1834,3
9328,3
12721,3
5966,3
14227,3
10169,3
1083,3
2125,3
5458,3
5403,3
5854,3
10213,3
1671,3
6331,3
13346,3
6086,3
15244,3
3658,3
6127,3
10355,3
10285,3
9513,3
9060,3
3060,3
4212,3
7311,3
318,3
9806,3
5507,3
2957,3
10539,3
6279,3
6808,3
5825,3
6270,3
5906,3
2531,3
7786,3
4269,3
37,3
7175,3
12660,3
900,3
10645,3
6419,3
4129,3
13532,3
13205,3
13547,3
9470,3
10466,3
6428,3
6481,3
2639,3
13581,3
10268,3
10511,3
8194,3
8639,3
2986,3
10566,3
9129,3
6668,3
6671,3
14234,3
2445,3
918,3
12086,3
758,3
13664,3
6452,3
6731,3
10890,3
4931,3
5341,3
10912,3
10935,3
6365,3
6842,3
6848,3
6759,3
10775,3
132,3
6849,3
8283,3
11003,3
9597,3
55,3
10351,3
13453,3
10848,3
5201,3
17630,3
1743,3
10567,3
6080,3
11470,3
7120,3
21843,3
7034,3
11104,3
5169,3
4453,3
13846,3
5523,3
7091,3
2142,3
720,3
11213,3
11234,3
5556,3
1076,3
10737,3
9846,3
8632,3
10783,3
11048,3
11261,3
11049,3
700,3
8556,3
8079,3
4362,3
11084,3
11099,3
11103,3
11120,3
13976,3
16418,3
11359,3
4831,3
7817,3
52,3
11214,3
11236,3
4031,3
10336,3
1746,3
7509,3
11445,3
7211,3
10322,3
6684,3
7539,3
7547,3
7015,3
3813,3
1448,3
10136,3
13343,3
16470,3
13948,3
1338,3
3817,3
1080,3
3764,3
6517,3
13309,3
14652,3
11417,3
1789,3
14183,3
2756,3
11432,3
11436,3
583,3
7762,3
1650,3
7739,3
14230,3
7776,3
14237,3
11488,3
6846,3
6346,3
17971,3
18005,3
11573,3
6246,3
2107,3
11143,3
12039,3
11596,3
6130,3
14252,3
7935,3
11633,3
1865,3
1657,3
11850,3
5066,3
6375,3
506,3
12658,3
5772,3
7654,3
11886,3
11711,3
2827,3
7718,3
11723,3
1234,3
8091,3
2637,3
5212,3
11456,3
11959,3
11794,3
11207,3
511,3
3112,3
8213,3
11812,3
4957,3
15678,3
14106,3
4964,3
4271,3
3331,3
12024,3
1751,3
8263,3
11855,3
4577,3
8254,3
4508,3
911,3
1336,3
11911,3
2334,3
8362,3
10873,3
5833,3
3191,3
8382,3
8384,3
8392,3
6029,3
7809,3
12123,3
10946,3
8465,3
2874,3
2956,3
12180,3
11211,3
12243,3
3728,3
8505,3
14608,3
10821,3
10671,3
10212,3
8553,3
2485,3
8580,3
12979,3
9832,3
591,3
2954,3
5019,3
3153,3
13311,3
11260,3
2930,3
5685,3
3604,3
7487,3
11304,3
14669,3
1996,3
11114,3
14678,3
3643,3
17954,3
12326,3
3359,3
7196,3
5838,3
8205,3
8209,3
10918,3
5627,3
12198,3
8773,3
14730,3
8082,3
3265,3
11851,3
12234,3
2926,3
12409,3
10971,3
1820,3
10852,3
8802,3
8966,3
12264,3
1407,3
5927,3
12280,3
4660,3
15250,3
7466,3
6038,3
12467,3
14808,3
8947,3
1961,3
8594,3
7267,3
9387,3
8998,3
629,3
4009,3
12561,3
1423,3
12577,3
12208,3
14732,3
12436,3
9081,3
9428,3
4367,3
12245,3
12614,3
12623,3
9124,3
10978,3
11519,3
12165,3
2165,3
4240,3
9245,3
3298,3
12689,3
12553,3
5095,3
10668,3
17790,3
11930,3
94,3
3162,3
