emailaddress_1,emailaddress_2
8230,17645
5466,17653
13175,17655
17124,17658
127,17662
2719,17663
11535,17664
17665,17666
10207,17668
5021,17677
9180,17681
539,17684
10450,17685
12141,17687
13192,17688
1458,17692
17695,17696
8198,17697
10489,17703
16368,17707
2340,17711
7642,17712
11468,17715
16059,17720
8948,17724
3060,17725
6462,17727
11642,17728
4172,17729
6134,17731
2577,17732
16038,17734
6690,17735
17555,17739
10910,17754
3695,17756
11887,17772
11767,17773
7518,17775
12481,17777
7308,17778
15198,17781
17782,17783
989,17785
17755,17794
6525,17798
2039,17799
5819,17802
11819,17803
9724,17804
14266,17805
5791,17807
6423,17819
15118,17821
17824,17825
4350,17827
13321,17828
17834,17835
3054,17840
2485,17841
13101,17844
7799,17847
17853,17854
1487,17861
9392,17874
5182,17879
14303,17884
11791,17885
3408,17887
17888,17889
14214,17891
702,17895
4189,17896
13774,17904
12541,17906
2377,17910
14447,17911
10372,17913
12265,17914
12588,17919
1815,17920
1003,17921
11975,17924
6334,17925
7817,17926
12601,17932
15076,17933
3883,17936
14347,17941
5913,17943
17950,17951
6643,17955
17956,17957
7461,17959
17961,17962
16248,17964
17966,17967
17971,17972
340,17976
12907,17979
11137,17981
6834,17983
4935,17986
16377,17987
13154,17988
575,17989
6916,17991
15486,17995
15693,18000
18002,18003
13080,18004
16843,18006
11544,18008
6911,18017
15040,18023
15203,18024
2652,18028
12381,18029
5173,18030
5539,18033
9268,18034
10076,18050
4243,18051
14644,18055
7038,18059
15937,18061
2346,18067
14211,18068
2623,18073
11247,18074
10637,18075
9178,18077
1344,18079
8419,18080
10821,18084
3559,18085
16736,18086
1994,18088
4917,18091
5433,18094
7577,18095
2067,18096
12341,18097
14621,18098
15609,18099
7502,18101
2156,18103
3586,18104
3274,18109
12513,18110
4449,18111
1004,18112
18118,18119
14290,18122
9460,18123
14594,18129
15333,18131
11987,18133
7174,18134
4927,18137
10198,18142
11746,18147
13574,18149
12505,18151
16023,18154
12562,18158
6796,18159
12287,18162
9901,18165
11666,18169
9197,18170
18171,18172
7652,18179
4412,18180
9319,18187
13373,18190
17365,18196
2100,18200
1973,18202
3015,18207
8158,18208
3515,18209
2909,18211
3110,18213
2356,18215
10405,18216
655,18219
4150,18221
12942,18234
10536,18237
5981,18239
3959,18242
16813,18244
8505,18249
4144,18251
5236,18252
2902,18255
1499,18256
80,18261
6948,18263
2135,18264
15191,18265
15985,18266
7085,18268
6842,18271
6432,18272
14544,18274
9791,18275
18277,18278
16199,18280
6219,18282
14183,18287
6015,18291
4450,18293
1798,18297
6506,18298
16426,18299
1690,18304
17630,18308
15966,18309
17180,18320
13670,18324
3592,18328
8506,18331
1639,18332
6940,18338
11844,18341
1749,18343
9879,18344
11320,18345
17398,18346
7776,18348
7402,18349
3114,18354
13262,18355
677,18358
7736,18360
8041,18361
1155,18369
16924,18375
7131,18377
13567,18379
2942,18385
18387,18388
11835,18391
4121,18393
13640,18403
15379,18404
9660,18406
5972,18409
10065,18413
14141,18415
16877,18416
1119,18417
8649,18418
12956,18421
13506,18424
11643,18426
16974,18430
14642,18436
14128,18437
3249,18444
594,18453
9283,18456
10368,18457
7739,18458
10050,18460
12596,18466
606,18467
4797,18468
1524,18469
12418,18470
2388,18471
10511,18475
2997,18481
8009,18483
18487,18488
5419,18489
1805,18490
7087,18491
4747,18495
14562,18497
9776,18498
10082,18501
10953,18503
2546,18505
1728,18507
4355,18509
9279,18510
18513,18514
31,18515
9063,18516
7436,18518
11417,18521
10077,18524
14310,18525
504,18528
5226,18530
18531,18532
10041,18534
11331,18536
4536,18538
9390,18539
9147,18541
5227,18542
16624,18545
10192,18546
1306,18548
17676,18549
3724,18555
10651,18556
11561,18558
18559,18560
15367,18562
9639,18563
6667,18564
5653,18567
12988,18569
17099,18570
17468,18574
11480,18580
1476,18582
11719,18584
10139,18585
4234,18589
16242,18592
3878,18594
8897,18598
4444,18602
5081,18603
18605,18606
4210,18612
2273,18619
5624,18620
18621,18622
16477,18623
10328,18625
12776,18626
9277,18629
2448,18635
13591,18636
7361,18640
18289,18643
4915,18647
5170,18648
6968,18651
8517,18653
11369,18654
179,18655
12245,18657
15365,18659
5796,18660
11038,18661
232,18668
15451,18669
4337,18670
5652,18675
2930,18679
9653,18686
13507,18688
9540,18692
1967,18693
7792,18695
4791,18702
18323,18704
1991,18706
16892,18707
18708,18709
410,18711
15742,18720
5138,18721
8612,18722
14680,18725
13241,18729
14972,18731
1131,18732
3605,18733
10963,18734
14175,18736
4756,18740
5535,18741
4107,18742
8311,18743
3223,18744
16557,18745
4953,18746
13050,18748
6357,18754
7580,18755
8636,18756
9734,18758
3709,18762
18522,18764
4440,18766
14445,18772
6586,18774
4065,18775
17763,18780
2422,18784
14376,18790
7081,18791
1880,18794
11581,18796
17067,18797
12823,18801
5216,18802
4216,18803
3086,18805
898,18809
9830,18813
6401,18815
2274,18816
18818,18819
14732,18820
11234,18821
10014,18827
4105,18830
3849,18831
10024,18832
18836,18837
7528,18842
6594,18847
16304,18852
12623,18855
2066,18857
1614,18859
11631,18860
2714,18861
12519,18862
4759,18871
11376,18875
8457,18876
9387,18881
9389,18884
8671,18890
916,18891
722,18893
10950,18899
18834,18900
1202,18901
13589,18903
10680,18908
268,18909
15942,18910
12228,18913
1711,18914
436,18916
10339,18919
15008,18920
6308,18925
5060,18927
7733,18934
1059,18936
6435,18937
8935,18938
5229,18940
10697,18941
4387,18945
7156,18947
14528,18949
15707,18951
5846,18952
15856,18953
10678,18954
16198,18956
18967,18968
13415,18973
4362,18974
2500,18975
10611,18976
13915,18977
12808,18979
166,18980
12291,18982
10256,18986
6459,18987
6105,18988
6283,18990
12733,18991
2526,18992
4205,18994
10149,18996
9395,18999
3448,19000
7574,19003
4175,19006
12770,19007
7456,19008
13747,19011
3098,19013
7251,19019
15151,19022
18685,19023
8348,19024
4515,19026
11938,19030
1643,19034
5243,19038
11775,19039
14402,19040
3932,19041
365,19044
1526,19047
18724,19048
13895,19049
12200,19052
5884,19060
6501,19061
11162,19063
12370,19065
11411,19066
10221,19071
5859,19073
8955,19074
12223,19076
12910,19078
1905,19079
16219,19081
1717,19090
16281,19094
13293,19096
17519,19098
4468,19099
4310,19102
18178,19104
15105,19105
7065,19106
1677,19108
9827,19112
7494,19113
13445,19116
15577,19117
3557,19118
2443,19121
10597,19123
17329,19125
7732,19126
2191,19128
8912,19131
6642,19132
1696,19133
22,19137
7589,19139
19142,19143
7914,19144
17095,19145
4768,19147
15665,19151
6582,19154
6454,19155
6365,19156
13927,19159
15138,19160
8018,19161
15909,19163
15197,19165
12460,19174
10225,19175
9701,19177
13525,19178
6380,19179
2046,19180
8033,19181
13874,19182
2218,19183
9589,19184
260,19186
6938,19187
16903,19188
8440,19190
2914,19191
3354,19193
6391,19195
1580,19197
231,19204
350,19205
555,19211
17419,19214
9979,19217
16766,19218
6811,19220
6764,19226
9965,19229
13360,19230
4829,19231
15504,19233
9603,19237
14204,19242
16692,19245
15720,19246
9191,19247
9749,19249
12325,19251
17040,19254
14787,19255
15302,19261
12269,19264
15067,19266
1327,19267
6835,19268
6793,19269
1856,19271
2488,19272
9728,19277
18250,19278
11479,19283
14411,19288
18292,19291
3347,19292
12068,19293
15171,19295
11211,19297
14458,19303
15149,19305
5378,19310
2732,19314
12247,19316
12577,19319
1276,19320
10547,19325
9461,19329
489,19330
2471,19332
4254,19335
9428,19338
308,19339
513,19340
3933,19341
10255,19344
16760,19349
14148,19351
9670,19353
14688,19354
7999,19355
14132,19357
19216,19361
7882,19364
16053,19365
3906,19368
3123,19370
7514,19372
15403,19373
13733,19375
15318,19377
8076,19378
4268,19379
7175,19381
19263,19382
7478,19385
15743,19386
10766,19387
13319,19388
14346,19390
11501,19391
6112,19393
10118,19394
4599,19395
8630,19396
8286,19397
4011,19398
1198,19401
6502,19403
2632,19405
16700,19406
25,19408
11081,19410
1841,19413
18499,19416
8186,19418
3182,19421
973,19424
3183,19425
9568,19427
1310,19431
7531,19432
1789,19433
1347,19434
5153,19436
11731,19437
10912,19444
9001,19445
6621,19446
10502,19447
2543,19448
6650,19449
2040,19450
4792,19451
1922,19453
8961,19454
3681,19455
6434,19457
5893,19459
11935,19460
3625,19461
544,19463
2704,19465
19466,19467
11699,19468
3773,19470
4027,19471
8387,19473
9943,19474
9391,19475
10525,19476
9770,19478
15927,19479
12708,19480
17881,19481
768,19483
10915,19485
19486,19487
7255,19488
172,19491
17147,19492
11150,19493
9156,19495
3437,19502
10857,19504
14853,19506
14828,19508
4693,19509
12278,19511
14363,19516
2696,19517
12202,19521
15240,19523
13662,19529
2192,19536
8014,19537
911,19540
15336,19545
5956,19547
14683,19549
4257,19551
13139,19553
4319,19554
13422,19556
11469,19557
18864,19562
9496,19564
10230,19565
17260,19566
11995,19568
2969,19570
15917,19571
16127,19572
10676,19573
19574,19575
15860,19576
17935,19579
10309,19581
144,19583
11148,19584
14974,19585
4635,19586
5679,19587
18463,19588
4164,19589
13479,19590
4371,19591
8421,19592
16433,19593
6685,19594
14521,19595
12203,19596
10353,19598
5459,19600
11381,19604
6652,19605
1142,19607
10229,19610
11729,19611
15473,19612
14769,19615
10277,19617
8633,19618
2351,19624
9620,19626
6714,19628
12885,19629
4631,19632
14071,19633
18504,19635
13076,19636
8736,19637
16802,19638
12940,19641
11354,19643
10302,19646
15222,19650
15319,19653
14997,19655
19077,19659
7099,19660
14230,19662
7916,19664
1753,19665
13860,19666
9718,19669
18037,19674
17797,19678
7452,19680
4251,19684
18566,19687
8160,19688
6258,19691
2940,19693
15979,19695
14366,19699
6263,19700
15788,19701
15110,19702
8685,19705
3042,19708
10890,19709
12319,19710
7382,19711
13901,19712
8569,19718
6933,19721
7983,19723
16934,19727
14848,19728
3442,19730
10248,19731
113,19733
472,19735
4701,19736
7014,19737
2455,19738
17674,19748
5646,19751
12702,19756
8146,19760
372,19761
2076,19763
2959,19765
4365,19767
10643,19768
8346,19769
8713,19772
3525,19775
3769,19779
1687,19780
2938,19782
3344,19784
1484,19785
11107,19787
6660,19791
10298,19796
15137,19797
2729,19798
5501,19800
19518,19801
16142,19803
9183,19804
9111,19805
652,19806
15341,19807
1864,19808
12350,19815
14051,19820
6207,19822
10825,19824
13209,19825
13616,19826
4942,19827
12518,19828
7345,19833
1756,19834
14086,19835
11647,19842
9987,19843
13196,19846
5680,19848
13452,19849
7364,19850
10482,19851
7269,19853
13204,19856
1150,19860
16821,19861
14850,19865
3154,19866
5240,19869
3753,19872
14718,19874
19875,19876
17795,19877
8762,19878
13760,19879
11363,19880
1370,19881
7822,19882
7626,19888
19890,19891
9612,19894
10366,19895
10484,19897
5144,19898
335,19902
1289,19903
6661,19905
14044,19910
12148,19912
6593,19913
752,19915
10166,19917
13633,19918
15967,19920
12552,19923
13785,19926
11605,19929
11783,19930
11531,19932
4976,19933
14147,19936
19500,19938
12165,19940
13019,19943
13639,19945
16969,19946
7747,19953
6199,19956
12843,19958
2236,19960
9536,19962
12158,19963
805,19965
1974,19966
19968,19969
8289,19971
4999,19973
996,19975
14469,19976
16894,19977
10352,19978
14282,19981
6709,19983
11794,19985
8842,19987
13254,19991
7826,19993
5373,19994
11658,19996
11936,19997
5617,19998
3620,19999
19004,20002
13029,20003
18072,20005
6735,20006
5516,20007
18351,20008
13464,20009
18402,20010
9143,20012
17207,20013
11653,20015
10665,20017
2316,20019
2630,20020
13876,20026
11287,20029
4322,20031
20033,20034
18115,20039
17813,20040
3251,20041
17318,20042
15524,20046
296,20050
17236,20053
19296,20055
10631,20060
8808,20061
1692,20066
10881,20067
12794,20068
5930,20071
4776,20073
5672,20074
16715,20075
15490,20077
18817,20080
1708,20082
8594,20085
3938,20086
7183,20088
14871,20095
9155,20096
7470,20097
11013,20098
14127,20099
2371,20100
5424,20102
10620,20103
2239,20105
4987,20106
2463,20107
19136,20108
17,20110
3993,20111
2788,20112
3178,20114
7344,20115
14927,20116
17648,20117
16764,20118
2227,20120
1093,20125
3107,20126
6972,20128
3998,20131
13485,20134
7751,20135
13166,20139
10113,20141
15167,20143
783,20144
3963,20145
2504,20147
13647,20149
2077,20151
17845,20152
10523,20154
9285,20157
12227,20160
5989,20162
8255,20163
11444,20164
4921,20165
7435,20167
675,20168
16151,20169
7515,20174
6557,20177
10925,20181
5838,20183
6059,20184
11173,20185
9380,20187
2082,20188
7943,20191
19087,20192
11641,20193
17031,20194
1209,20197
4639,20198
3716,20199
18926,20201
16016,20205
12658,20207
8246,20208
16416,20209
804,20210
7471,20211
9560,20212
15031,20214
7387,20216
1068,20217
6680,20219
16316,20221
18480,20223
13736,20224
358,20227
5403,20230
2768,20231
17161,20233
5341,20235
1779,20238
226,20240
12083,20241
11290,20244
3485,20245
16492,20247
4331,20248
1133,20250
7774,20256
7155,20257
17741,20262
3335,20264
12716,20265
3210,20267
6083,20268
10804,20269
5026,20272
11805,20274
3398,20275
6955,20278
11143,20281
1389,20282
9009,20285
11475,20286
9172,20287
7967,20289
1006,20290
2224,20292
914,20295
8215,20298
9000,20300
16628,20301
18300,20304
12983,20305
5429,20306
7908,20307
19033,20308
4695,20310
10864,20313
10621,20314
14468,20315
1187,20316
10088,20317
4710,20318
7764,20319
13143,20322
13291,20323
14162,20327
2251,20328
4889,20329
6177,20336
4725,20337
3146,20338
5178,20339
1958,20340
18637,20341
753,20343
4058,20345
8239,20347
49,20349
6587,20350
5155,20352
8585,20354
10858,20355
19120,20356
15667,20359
1505,20360
11733,20361
5986,20363
9498,20364
4859,20365
1182,20369
9215,20372
17285,20374
5681,20376
12620,20377
5904,20379
2228,20381
8722,20382
5918,20384
13673,20389
4032,20390
6540,20394
8462,20395
8312,20397
13948,20399
9171,20400
12487,20401
5055,20403
13598,20404
15436,20405
15072,20408
11022,20409
645,20410
12297,20411
54,20414
547,20415
5141,20416
4100,20418
17541,20420
1681,20423
5107,20425
3587,20426
15215,20431
12194,20433
8694,20435
14968,20436
12631,20443
2676,20444
15242,20445
14251,20447
5486,20448
3248,20449
8698,20450
5196,20451
6830,20452
8844,20455
2179,20456
5046,20458
6509,20462
17119,20465
5566,20466
15170,20469
6634,20470
18703,20472
12965,20473
690,20474
10341,20476
9951,20479
1226,20480
13930,20481
14947,20482
8884,20483
1440,20486
5006,20488
10119,20489
12480,20490
4137,20493
5126,20494
7766,20497
13033,20498
11941,20502
4605,20503
19091,20504
12013,20505
18373,20506
5625,20507
17598,20509
2587,20510
13807,20513
4495,20514
10572,20515
13608,20518
5955,20520
4367,20521
8020,20524
9444,20525
4250,20527
12271,20528
4333,20529
3475,20531
12913,20532
16124,20537
11120,20540
4155,20542
14326,20543
10714,20544
10304,20545
15563,20546
4711,20547
18405,20548
4645,20550
17261,20551
1444,20552
8894,20553
10418,20557
3966,20559
14323,20562
11097,20567
17464,20568
2003,20570
2979,20574
11696,20577
2383,20581
1425,20586
6616,20587
602,20589
10099,20591
797,20592
15117,20594
2152,20595
2981,20596
18138,20599
12520,20600
7976,20602
9038,20606
4240,20608
15910,20612
12214,20615
7227,20616
12174,20618
8514,20619
5709,20621
11570,20623
7638,20624
5285,20625
7181,20626
11245,20627
7488,20629
10775,20630
5609,20633
1016,20635
7119,20639
12113,20640
12122,20641
1540,20642
272,20643
13315,20644
2306,20645
18677,20647
11617,20652
11623,20654
9411,20660
20056,20662
98,20664
15658,20665
7126,20667
591,20668
3712,20672
4245,20675
2639,20676
8522,20677
8791,20678
12676,20679
6279,20687
3394,20688
12587,20691
15994,20692
12835,20693
7421,20695
2456,20697
118,20698
13191,20700
1862,20701
19056,20702
6629,20704
16584,20709
11721,20710
6008,20712
13497,20716
2269,20718
4303,20721
20021,20722
9736,20723
455,20724
853,20725
15971,20726
3455,20728
14107,20729
6325,20730
8004,20733
9217,20734
13502,20738
2036,20742
2364,20748
2665,20749
10021,20753
1985,20754
7582,20755
5900,20756
14563,20757
2418,20761
20271,20762
1296,20765
6518,20766
16319,20768
19358,20772
10019,20775
9585,20776
8862,20779
7511,20780
1286,20783
7287,20784
5921,20785
14125,20786
9162,20787
6961,20790
5657,20795
7673,20796
11069,20797
6792,20798
16216,20799
9743,20802
7216,20806
11025,20807
6927,20810
5493,20811
19270,20812
5041,20813
19241,20814
13376,20815
3424,20820
2194,20822
14648,20823
12321,20824
9459,20825
10768,20826
1937,20828
6383,20835
12602,20836
15981,20837
6920,20838
4007,20839
12561,20840
11860,20842
13888,20843
1355,20844
4719,20845
12558,20846
4826,20847
13359,20849
3499,20851
2014,20852
11734,20853
8274,20854
20279,20855
11453,20856
7235,20857
2538,20859
5430,20861
12673,20865
13280,20866
15042,20867
9433,20869
9630,20870
10408,20875
8294,20876
18398,20877
14636,20880
19990,20881
16270,20883
15314,20884
10995,20885
3562,20886
16435,20888
16930,20890
1817,20892
1259,20896
2114,20898
13846,20899
15522,20900
5351,20901
2324,20902
3290,20904
5757,20905
11259,20906
15195,20909
4024,20911
9239,20912
7242,20913
17323,20914
10144,20918
16257,20919
5072,20920
1860,20924
15081,20927
15254,20928
12797,20929
1407,20934
3352,20935
6848,20936
12063,20939
4408,20941
17355,20942
8358,20943
2557,20946
18425,20948
17347,20949
8580,20950
6611,20951
9767,20953
4483,20954
5228,20955
7146,20956
9333,20958
438,20959
5100,20960
5432,20961
1650,20963
9227,20964
19790,20967
4416,20969
13460,20970
6141,20971
11445,20976
2491,20977
5027,20978
20478,20983
14465,20984
4145,20985
8977,20989
9476,20992
14509,20993
2095,20994
11711,20995
8268,20996
8354,20998
19407,21000
4111,21001
2495,21002
1326,21003
2410,21004
21006,21007
9651,21009
3001,21010
7264,21011
8067,21012
851,21013
8641,21017
1792,21020
195,21021
19020,21024
9833,21025
9913,21027
15793,21028
11001,21029
551,21031
1992,21032
13009,21033
15311,21034
17997,21037
10914,21040
2414,21041
10070,21043
5241,21044
10475,21045
14852,21049
15640,21050
4336,21052
3676,21055
11871,21056
5150,21057
7341,21058
14910,21059
11640,21060
6068,21061
9658,21063
11012,21067
10173,21069
2743,21071
1002,21072
2445,21073
12369,21077
10583,21081
6855,21083
10267,21087
16737,21088
4641,21089
13292,21090
14495,21092
6645,21093
10212,21094
6847,21096
13061,21097
650,21098
17557,21099
1438,21101
15211,21102
1079,21103
4610,21104
14918,21105
1172,21108
5730,21110
3728,21111
12246,21112
19348,21113
16189,21115
19201,21116
1553,21118
1652,21120
8189,21123
10029,21125
1945,21128
12902,21129
14329,21130
3852,21132
19546,21134
5397,21136
610,21138
8413,21139
13756,21140
662,21144
14065,21145
6880,21147
7457,21148
8207,21149
5610,21150
1497,21151
14131,21153
16148,21155
1550,21156
12438,21157
12844,21158
13991,21160
3758,21161
373,21162
5689,21163
7995,21164
10711,21165
1939,21166
5352,21167
2502,21169
10850,21171
17229,21172
7570,21174
4099,21176
4241,21177
12779,21178
1084,21179
17204,21180
8910,21182
4455,21183
18508,21184
15550,21187
8502,21188
4669,21189
16540,21190
5968,21191
11893,21192
1795,21194
4404,21195
4237,21198
7824,21200
18040,21202
5810,21204
9289,21206
10169,21207
5898,21209
2214,21211
4893,21212
11596,21218
14180,21220
11628,21221
244,21222
7206,21223
368,21224
3694,21225
9690,21227
3268,21228
3740,21229
5420,21233
8209,21234
7632,21235
18551,21237
7692,21238
3420,21239
2746,21240
8369,21241
4617,21242
7928,21243
14090,21249
13795,21250
14726,21251
10761,21253
1735,21254
5957,21255
12339,21259
2573,21261
16840,21265
12005,21266
16720,21271
11636,21273
3286,21275
795,21276
15495,21280
13994,21283
8359,21284
19429,21286
1710,21287
7560,21292
8088,21295
9622,21299
6304,21303
11748,21304
5348,21305
7002,21309
5802,21310
21311,21312
14865,21313
8546,21317
694,21318
9463,21321
7750,21323
5704,21324
94,21325
7811,21326
8222,21327
10138,21328
3971,21330
16017,21334
2373,21335
12754,21336
5032,21337
10978,21338
7783,21340
9997,21342
15977,21343
4954,21344
2049,21345
12283,21347
5760,21349
10937,21351
13107,21352
3006,21353
3247,21354
16307,21355
7228,21356
7509,21358
5058,21359
4761,21360
8943,21361
15112,21363
10090,21364
6332,21365
21366,21367
6978,21368
4471,21369
3664,21370
1290,21371
1794,21372
13366,21373
12624,21374
5230,21375
10733,21376
7972,21379
11812,21382
4787,21383
13635,21385
12751,21387
983,21389
4682,21390
7311,21391
1203,21392
9292,21393
2133,21394
419,21396
6235,21401
5851,21404
7863,21405
7239,21406
16468,21408
2264,21409
4933,21412
6140,21413
4815,21414
2953,21415
3609,21416
12465,21417
5377,21419
13163,21420
997,21421
16238,21422
13777,21423
11465,21424
9414,21427
1739,21431
9742,21432
7190,21433
2137,21434
11275,21435
13542,21436
16334,21437
16506,21439
4022,21440
13275,21442
733,21444
17779,21446
3807,21447
20016,21449
13626,21451
19057,21453
1572,21454
7029,21455
14047,21458
5622,21459
1702,21461
16047,21462
1166,21463
10365,21464
17245,21466
21470,21471
10433,21472
18723,21473
3983,21474
10838,21477
1845,21479
4160,21482
15404,21484
8707,21485
11776,21486
18971,21487
11494,21488
3421,21489
12317,21491
16143,21494
4256,21496
12743,21497
10856,21499
7569,21500
2733,21502
9745,21506
8651,21507
10359,21508
64,21511
12296,21514
5931,21516
9005,21517
12999,21518
7568,21520
16337,21522
954,21527
2126,21528
14153,21529
4081,21530
14523,21532
4296,21533
18701,21534
9920,21535
8379,21536
17415,21537
7238,21540
12747,21541
11802,21549
9519,21550
15010,21551
11668,21552
4312,21555
13672,21557
9725,21558
6528,21559
12281,21562
4565,21563
1582,21565
16133,21566
4779,21567
18624,21569
11446,21570
4741,21571
10010,21572
1243,21574
9182,21576
1082,21577
10440,21578
10749,21579
9556,21580
18735,21581
6909,21583
5069,21585
4770,21586
7691,21587
4119,21588
13478,21589
3791,21591
15377,21592
2256,21594
15546,21596
12103,21597
19016,21598
1763,21599
11590,21601
10289,21602
836,21604
4982,21607
18153,21608
8927,21611
1592,21612
13982,21613
19681,21615
280,21616
15903,21617
3002,21618
3645,21620
6716,21621
15880,21622
7586,21623
12580,21627
14436,21631
11620,21634
17857,21636
3057,21638
13313,21639
16353,21640
15661,21641
313,21642
10934,21643
882,21644
357,21645
8388,21648
17057,21649
4167,21650
17039,21653
4691,21655
8355,21656
2107,21657
12466,21658
4876,21659
8283,21660
7910,21661
5698,21663
6229,21665
3254,21667
8262,21668
15888,21669
12774,21670
11015,21671
2059,21672
5517,21675
3297,21677
11576,21679
19088,21680
10784,21681
2024,21682
11486,21683
5817,21684
5715,21685
4570,21686
2561,21687
6624,21688
5211,21689
8774,21691
13909,21692
10202,21694
6890,21697
11790,21698
8395,21699
18922,21700
9941,21702
8139,21704
15139,21705
8025,21706
6596,21708
17757,21709
1537,21710
1744,21713
5088,21715
3179,21716
385,21717
10268,21720
8663,21721
314,21726
1207,21727
4427,21729
13749,21732
1633,21733
3377,21734
2760,21735
18450,21736
9012,21737
5274,21739
6668,21741
1345,21743
3564,21747
12461,21750
12346,21752
6315,21755
4805,21757
9378,21760
19327,21761
2588,21762
14121,21763
2163,21766
6344,21767
12264,21768
11359,21769
16169,21770
3813,21772
14448,21774
10801,21777
14416,21781
8038,21783
15644,21784
10199,21785
16078,21786
5962,21788
19569,21789
13516,21791
556,21793
14382,21795
5714,21796
6152,21797
14723,21798
13728,21799
2159,21800
660,21801
9884,21803
761,21804
2849,21805
10728,21806
18305,21808
14749,21811
8005,21815
3444,21817
19275,21819
9531,21821
9715,21822
18586,21823
1158,21824
11972,21826
995,21827
2935,21828
11462,21829
9936,21830
16036,21831
10985,21832
7027,21833
2299,21834
5938,21835
3000,21836
13541,21838
12498,21839
4738,21840
9351,21842
2932,21845
10528,21847
8642,21848
2741,21849
12427,21853
1819,21854
21214,21855
17451,21856
191,21857
15005,21859
6398,21860
18411,21861
962,21862
2948,21863
9999,21866
7848,21867
791,21868
6578,21870
15443,21874
5719,21876
16753,21877
4383,21879
6663,21883
12911,21884
19029,21885
13429,21887
809,21890
4132,21892
11250,21893
11656,21894
1655,21896
7718,21897
4868,21898
2181,21900
18204,21902
15030,21904
3567,21906
15676,21908
14752,21909
1248,21910
3343,21911
11921,21917
9101,21921
12025,21922
14701,21923
3947,21924
11516,21925
17633,21926
8438,21929
4385,21930
13118,21931
3466,21933
13750,21934
3079,21936
5582,21937
5806,21939
8492,21941
6406,21944
10398,21945
3960,21946
11103,21947
2986,21950
17165,21951
13939,21953
2272,21955
13232,21956
15654,21957
4991,21958
14687,21960
2990,21961
9440,21962
18160,21963
7655,21964
11048,21965
10422,21967
5592,21968
8132,21969
3480,21970
6535,21971
10096,21980
18798,21981
3613,21982
11852,21983
8102,21984
3302,21987
14020,21988
16549,21991
10873,21993
1039,21995
9056,21996
4871,21997
1982,21998
13299,21999
2401,22002
7653,22003
10546,22004
10411,22006
10640,22007
6312,22008
10226,22009
5512,22010
17762,22011
18939,22012
6194,22013
13285,22015
17944,22016
8931,22018
12699,22019
1332,22020
10690,22021
265,22022
10625,22023
13434,22024
303,22025
14912,22027
15001,22028
3754,22029
12553,22032
17886,22033
4860,22035
8691,22036
6681,22037
4072,22040
5510,22042
12196,22043
9154,22044
6846,22046
14529,22047
8592,22049
10741,22050
43,22052
11996,22054
13159,22057
16450,22058
13925,22059
6176,22061
4464,22062
3539,22063
5192,22065
10402,22067
7217,22070
17694,22071
18021,22072
1138,22073
12982,22074
20910,22078
1122,22079
2603,22080
1200,22081
13792,22082
21091,22083
2905,22085
18714,22088
8366,22089
9083,22090
16949,22091
11396,22092
3815,22093
13985,22094
13954,22095
12053,22096
11588,22097
2627,22098
9430,22099
12581,22100
16631,22101
5215,22102
7937,22105
3222,22106
819,22107
5750,22108
11944,22109
3028,22110
2016,22111
10145,22112
20412,22113
14807,22114
6478,22115
12930,22116
1965,22118
17352,22119
2001,22120
18666,22122
4511,22123
16165,22124
16049,22127
4308,22128
11002,22135
15963,22136
4803,22137
5458,22139
12824,22140
5017,22142
8563,22143
969,22145
1873,22146
1420,22147
1295,22149
2158,22150
1414,22152
15216,22153
17115,22154
2913,22157
12721,22161
14560,22163
14173,22164
5143,22165
8742,22171
6378,22172
12323,22173
11055,22174
2391,22177
2950,22178
15330,22181
18595,22183
19260,22184
13473,22186
4289,22188
7000,22189
2029,22190
2487,22192
1631,22193
8820,22194
981,22195
10188,22196
14491,22197
11738,22198
7385,22201
1587,22202
17621,22203
15271,22204
3714,22205
156,22206
12636,22207
16898,22208
9023,22209
14106,22210
7339,22212
5279,22213
10473,22215
11461,22216
7611,22218
19703,22219
18045,22220
6275,22223
856,22225
5524,22226
10538,22227
15920,22228
10638,22229
19069,22231
12945,22232
9443,22233
4060,22234
4327,22235
15595,22236
864,22237
14937,22241
8575,22242
13428,22243
10095,22245
3101,22246
13242,22248
16076,22249
7444,22250
15205,22251
4568,22252
7392,22253
6370,22255
10182,22257
8412,22258
3305,22259
581,22261
8854,22262
14157,22266
13146,22267
4726,22268
3116,22269
13382,22270
820,22272
4924,22274
3301,22275
14016,22277
17954,22278
10633,22279
2540,22281
4671,22283
7169,22284
686,22285
9509,22287
17508,22288
5520,22290
9250,22293
5139,22294
2174,22296
15835,22297
1152,22299
11256,22302
10872,22303
5737,22304
9489,22305
6914,22308
11573,22309
8042,22311
6491,22312
2555,22313
1108,22314
15803,22319
7745,22321
3684,22322
6331,22324
12516,22325
1869,22327
363,22329
6404,22330
4352,22331
3891,22332
3899,22333
15905,22335
3376,22336
3099,22337
9313,22338
329,22340
11682,22341
11394,22342
10721,22344
375,22345
3832,22348
12467,22349
2815,22350
9850,22351
5761,22353
7305,22358
8855,22359
19494,22360
7641,22362
10072,22364
1341,22365
17620,22368
4386,22369
8614,22370
17855,22371
4627,22372
7150,22375
10827,22378
7274,22380
11565,22381
980,22382
9592,22383
8112,22384
15634,22388
18561,22389
1234,22390
1502,22393
3134,22394
5620,22395
7684,22396
12784,22397
