memberof_1,memberof_2
12856,414
6126,130
381,110
5582,197
755,38
3708,414
8790,130
2396,447
11691,414
12615,573
438,38
11882,26
10034,573
19507,110
3899,124
13850,414
6140,38
11971,269
5761,447
10068,110
5077,124
367,124
3514,38
12298,106
15314,414
5513,573
16047,38
8386,302
10045,197
2102,56
1289,38
3238,56
1462,227
17834,130
7245,227
14335,227
12024,26
19210,447
17222,130
11544,130
8524,302
9865,227
13887,197
13122,130
11748,227
5833,26
3886,553
1336,269
6448,26
14723,106
3913,130
2126,56
12123,26
3951,553
10370,124
658,269
1028,124
4337,26
7825,269
3171,130
11787,197
14853,106
6064,110
10946,269
10421,110
7915,106
14805,447
4920,56
19275,130
10020,110
12196,269
466,124
5029,106
3336,130
5322,106
12925,56
9782,197
738,553
5047,56
10125,227
7196,26
2644,56
4182,302
2688,56
13542,573
8359,56
4303,414
8201,106
4449,106
9726,447
5945,553
10971,26
15407,197
9979,106
2056,197
6271,38
12388,269
10604,197
3408,56
3602,26
5536,573
6616,110
4073,227
4986,553
1407,269
5703,447
730,553
3513,56
5805,106
1823,56
6872,106
3586,56
1913,130
15639,447
7267,269
12577,26
3355,56
10784,269
3407,38
8395,124
19770,197
12553,269
15792,130
10145,414
8713,56
3780,56
14800,227
19153,130
12462,414
3222,124
3809,56
11930,269
7247,110
9193,106
1321,414
9353,130
6248,106
13786,110
1470,269
5138,553
17581,124
15860,573
9460,302
12689,26
19157,110
6113,38
3576,26
3360,38
10721,110
999,56
8756,414
12596,227
9536,302
12694,269
1458,26
9509,269
12475,227
3524,38
15937,573
3704,26
3240,38
4959,269
16695,124
16575,130
16049,573
19489,447
13260,573
2614,124
9650,302
3774,302
4315,56
7278,110
2788,447
15663,197
13974,573
7222,106
15130,269
13985,573
826,573
8470,573
4122,38
10803,573
12855,269
4529,106
12901,26
7639,130
8245,447
8866,269
14523,197
7999,227
9839,302
610,124
15922,106
5228,302
2979,197
1989,227
7006,447
16857,197
9564,197
12992,269
9981,302
6005,553
11310,130
3396,553
12642,227
5449,553
1187,414
9230,38
4082,414
6255,56
3361,26
114,110
8368,130
6104,553
5622,130
11683,56
4306,26
5007,56
7629,573
4752,553
8481,130
10298,573
11631,110
10195,124
13120,269
11385,227
11012,110
5069,56
5458,302
17557,197
8234,124
1168,553
5239,302
2043,573
2557,553
7970,414
9099,227
7465,553
13009,130
5177,56
11292,26
15302,227
4694,414
6226,302
4680,38
5218,197
4212,302
5111,26
11087,110
402,124
797,110
6520,553
11876,110
9380,269
5921,414
7023,106
4795,38
4797,38
1711,447
20056,106
6391,553
82,553
5730,106
8430,197
138,553
11378,227
5109,553
287,553
11496,26
4644,38
10277,197
750,573
9872,130
13535,197
8445,197
2705,56
13115,130
16566,414
13482,26
335,106
5460,26
9333,573
10207,110
16509,56
4455,26
17997,124
9581,269
692,553
5574,38
11758,110
14242,197
4438,197
16968,130
764,553
10752,130
9197,124
10625,573
2639,269
1013,573
17419,553
13581,269
16494,573
13321,227
9443,124
12673,110
3878,197
15622,227
2067,38
15577,124
9257,197
9437,110
551,130
4467,130
9900,414
7241,553
5169,302
11767,197
16155,124
1735,106
5679,26
228,302
15488,124
13726,269
1455,553
5653,38
5787,227
9708,124
13540,227
1550,56
4322,197
11078,302
6522,56
12450,110
7019,110
1673,553
4580,197
8946,110
8291,227
4743,26
2148,110
125,124
7817,302
4147,124
5688,38
6385,56
10089,124
11213,302
6526,124
16127,124
7666,553
1790,124
7285,130
20259,106
11028,130
15794,414
2765,414
9078,110
6995,269
6051,26
7724,553
2792,106
14075,414
13955,26
15504,106
16833,573
20271,56
12478,124
6873,56
9792,38
12640,110
1688,130
6528,447
2200,553
10632,106
10617,38
10188,106
13979,269
3868,38
11653,553
4004,26
664,227
7892,553
16124,447
19260,130
15768,197
8896,447
6764,56
14032,269
10067,573
8495,26
16934,573
18463,56
11299,269
2992,124
10520,227
7047,269
14916,414
13076,269
346,447
7096,269
13263,38
15081,197
12396,106
15896,197
16294,38
2784,553
15198,124
3671,130
14161,269
12736,110
8421,414
7307,56
6627,573
14873,124
7326,56
13721,227
1318,447
2577,124
10119,130
4125,56
6880,130
2906,447
11008,38
12940,573
2916,197
19407,56
14237,269
9827,110
7454,56
1844,26
6246,302
10328,447
11143,302
1368,106
10686,414
8560,573
16009,197
14306,269
4245,227
11855,302
2241,269
5250,26
1906,130
16922,414
6980,110
16304,26
19216,130
16306,26
4824,269
11880,573
3863,124
2591,56
6930,38
11955,302
7866,447
7573,38
1223,130
6326,106
18478,124
69,227
17440,447
5058,227
14310,227
3806,553
1751,269
7476,106
16302,227
13227,414
10828,414
15274,106
13600,106
17779,197
1768,38
9218,110
7085,124
3098,106
17182,573
2238,56
8078,56
12863,573
12794,227
10585,302
983,227
863,124
15942,106
1848,124
12575,26
8293,553
12280,302
16449,227
15271,302
8516,26
7386,124
16468,227
17243,269
2819,124
7863,124
4582,106
17351,573
18587,573
2465,227
5243,110
7945,56
3906,110
6890,124
10653,227
2210,56
8179,573
7146,38
3537,573
10058,130
12291,227
15409,124
2304,124
4787,553
14808,269
15151,130
2685,227
195,447
3223,56
5777,130
11038,106
14655,227
5735,573
8694,56
18561,38
12858,197
9589,38
16636,227
1420,124
5303,106
11746,124
9535,553
10110,414
16924,197
5055,553
13574,573
353,447
647,447
5123,553
6141,269
299,227
10409,447
18204,197
6466,106
19358,124
6843,106
450,269
4812,26
4917,130
8592,573
11708,106
8539,38
5719,302
778,227
31,38
8129,124
3641,124
1095,38
14644,106
16974,130
4466,26
16864,447
11620,269
16650,197
12246,124
18277,130
9490,553
8955,197
9901,553
14944,227
6892,124
15139,26
15105,269
4570,269
6834,302
8623,124
5247,38
19514,302
9845,573
12382,414
5783,553
2503,130
7789,197
2393,197
3955,269
4791,130
9943,124
9725,26
5371,26
12985,130
9191,302
10311,414
8835,553
12490,106
16151,124
6284,130
4477,130
2276,573
2976,447
1603,26
4944,269
17741,573
943,447
8220,302
11755,447
13118,302
6857,573
6244,124
19743,38
2981,130
6119,553
10285,553
9614,38
10895,130
15319,269
4872,130
6380,26
9923,414
4937,130
10621,124
5252,124
5620,110
10636,26
9396,56
5906,553
1538,124
10016,302
4971,197
17708,106
9995,124
13468,197
10317,302
4527,124
15451,26
14352,110
441,130
9155,110
3469,130
9941,227
8138,110
1717,447
2815,26
80,302
883,227
686,130
13141,302
6820,110
2803,447
8431,414
6714,553
5819,110
13426,302
4355,56
14125,110
4201,56
2086,227
4457,447
8574,56
2997,197
9956,269
8554,56
1058,130
14194,227
10424,573
2398,26
16949,197
18002,124
5835,302
12617,269
7449,106
17974,573
1685,38
6603,130
6972,227
13989,197
3791,197
10180,56
16313,227
10935,553
5989,26
1425,124
631,110
16360,124
1079,130
13338,227
10994,553
6514,106
11601,38
17660,106
17296,227
12232,227
6593,302
1492,106
10229,302
4362,553
15810,124
14707,573
9056,124
9918,26
10780,130
13765,124
13728,302
4691,269
15568,227
2410,110
13211,38
1967,56
11190,26
11033,302
10456,56
15812,269
1981,130
1894,414
14764,124
6430,573
18387,197
2036,130
14921,414
19676,124
4015,447
6260,56
13874,269
2940,38
2158,130
11976,447
16092,197
5793,110
6968,106
15286,414
13729,110
11261,302
7126,106
7072,106
14383,197
7940,124
11432,553
13255,227
17567,124
17463,227
14905,110
7775,553
2563,130
18677,197
1217,106
6199,38
781,106
10857,56
10771,124
5214,124
13406,110
1166,26
7647,197
8336,269
7958,553
7005,197
5604,38
8196,124
11015,553
8737,269
12767,130
2422,302
1030,553
14852,227
18738,197
14937,110
3437,227
3085,130
14446,197
15921,227
4533,197
15391,573
17268,447
3594,26
16673,124
1795,302
14183,302
1051,269
11207,553
3112,553
8184,106
17610,227
12399,269
6149,106
6456,227
2085,302
15599,124
16840,414
11947,227
14362,573
830,124
16198,26
5151,447
3164,130
1884,269
7008,38
5223,447
2243,106
10033,553
8384,553
14337,124
1345,130
1657,302
18305,414
11850,302
15231,227
12053,124
16281,447
15268,124
11002,38
16273,26
504,269
6347,106
6931,302
16285,573
15594,573
13756,447
11581,269
8236,124
8222,130
11394,197
15223,124
11301,38
16309,269
17082,110
16362,26
18440,573
1816,130
14618,447
11351,56
20021,447
5997,26
4183,38
10676,110
12221,553
5156,447
3838,197
14086,38
8229,269
3175,106
8302,110
13236,110
18117,197
12159,414
19616,124
11568,56
1646,130
6535,124
3350,106
17582,130
10434,106
2786,106
4613,130
9227,130
1513,38
7618,573
5240,447
2175,56
4768,130
4444,553
13441,227
12349,227
7663,573
16272,26
7079,302
11412,269
10978,553
5435,110
3348,553
19069,197
1398,56
6406,447
7411,302
9433,130
9121,38
3270,302
376,302
10711,302
3430,106
5095,553
4660,302
12851,197
8038,269
5486,447
8026,269
4718,573
12467,302
11700,269
1479,110
12513,124
2798,124
8107,38
2862,124
8538,269
9383,553
10406,26
2490,227
19950,56
11519,553
6600,447
19422,124
4896,130
4345,124
2258,302
19087,197
3552,130
14756,130
9315,38
15994,269
7209,124
12045,56
1033,124
14065,302
3857,130
2621,106
12111,553
11900,38
14927,302
2181,227
10128,227
677,447
8621,573
6207,269
3983,106
8800,269
1196,130
272,447
8033,553
14629,124
3532,302
4250,302
2657,553
1924,130
5633,130
1515,227
12760,302
3950,302
9949,130
18701,414
5670,130
13154,110
13341,227
13429,110
9997,130
4396,56
978,573
19830,124
17019,414
5829,130
16877,26
6128,227
8464,573
21457,227
7508,26
6694,269
5934,414
6591,227
816,447
9902,553
14044,269
4433,269
12999,553
4377,26
4910,106
21311,227
12369,56
4350,269
10468,56
11864,56
5929,130
10454,124
12944,302
16766,227
12556,56
16652,573
13080,553
8471,110
1702,447
8371,124
16901,26
9598,106
2346,38
9174,56
7387,269
12191,414
12663,56
12366,124
4941,106
9291,302
13357,110
4441,130
14416,269
12145,110
7613,38
12746,553
11797,56
13256,553
6176,130
18450,106
11337,227
12987,110
6159,447
5072,447
9842,56
786,106
206,26
8274,38
13292,553
814,573
15595,124
9142,26
6661,130
170,130
1766,227
5300,414
7752,124
10230,553
9262,269
5301,56
818,124
12484,573
8286,414
12581,38
4031,197
2972,38
5756,106
12412,38
19067,269
6101,553
12904,56
12376,124
9980,302
13953,414
656,302
14284,110
10065,106
12834,197
8595,110
10791,197
16046,227
7033,269
3118,130
4248,227
6769,106
17000,26
12977,56
10645,553
11298,269
6986,130
4151,227
7769,38
14266,38
16981,124
9742,56
6017,110
8256,447
12620,197
2612,447
2844,573
12791,38
100,124
12152,269
12200,269
2668,447
3258,130
4415,414
11460,447
3633,414
16760,573
5327,414
924,26
5508,106
13543,302
8390,227
11824,227
12086,553
19363,130
14706,227
5962,56
6353,106
15676,302
17323,26
10293,269
9622,26
9489,38
11784,302
13308,269
5526,110
13061,38
12927,38
8041,269
660,414
4381,130
7406,130
13479,26
74,124
17318,227
11231,130
5625,130
6345,302
18714,106
14915,302
15723,269
12847,197
5179,124
19426,130
13808,553
14262,26
7325,197
3075,106
15216,269
6894,302
3224,227
404,124
12554,414
10886,26
12170,26
8331,110
6084,302
3622,447
12269,197
12013,124
10931,110
7794,130
10372,130
13138,124
8065,110
1873,130
10411,56
10871,106
19582,197
8507,38
19248,197
7027,106
1722,447
3628,573
18531,573
18163,227
2178,26
1421,197
3940,447
7081,106
8990,130
18652,414
6814,106
7294,553
7211,553
12027,269
15327,573
2754,227
851,124
6781,447
11907,124
13091,227
6076,269
17564,447
119,130
11060,26
11527,124
8056,124
2626,106
11089,106
6167,269
3499,26
19720,197
15449,124
11862,197
2,124
1219,56
16011,26
13301,573
13698,56
1251,124
14616,106
5505,227
2530,130
1233,414
8346,227
11645,553
21807,227
308,124
18579,197
208,553
9389,447
4845,447
15835,56
4400,56
4286,227
4562,447
4852,447
14261,553
6312,124
4583,447
463,124
7625,56
19088,197
565,124
7641,106
15888,56
6919,124
166,553
16797,553
10247,56
4756,56
11839,553
7712,106
1194,124
14850,110
6955,269
9607,302
13647,38
9833,26
13918,56
4950,269
444,124
12097,110
3507,414
14671,110
5188,302
4421,106
1082,26
16164,26
587,56
7925,106
15495,197
13758,38
1698,26
12227,56
3865,110
12202,573
5752,227
4817,302
11684,106
11682,227
17782,227
2285,106
1774,56
11791,110
3867,26
14560,553
1659,124
11455,26
13107,26
15885,110
7480,106
7262,269
10049,447
3981,269
9038,130
17852,269
7748,227
1902,124
8004,302
11325,414
14224,56
2375,26
111,573
7709,553
14669,553
1072,130
11687,227
15170,269
8341,414
15788,573
13163,38
4146,130
18373,302
6492,106
1868,56
12360,553
213,124
6122,447
3697,130
14521,414
575,302
2272,124
14095,38
13557,302
8374,414
4327,227
3147,106
15900,227
17945,269
4169,26
11474,227
10352,269
12835,227
8452,302
363,130
17993,26
9402,124
2500,26
20035,197
9637,56
9182,447
11617,38
18013,26
9462,130
1158,26
12537,553
8903,553
15564,110
10506,447
13668,110
12103,26
6247,573
12956,227
3617,227
16321,302
7104,197
13497,38
15096,227
6887,130
2458,124
12497,414
16514,302
18595,573
2935,124
4777,414
13196,106
9168,197
9639,447
12297,302
5209,124
3123,124
5568,302
5143,26
4254,553
8753,302
473,269
9523,302
16736,302
2832,38
5134,269
12913,130
18559,302
3762,302
3367,124
14532,56
14269,553
3587,38
19755,573
8105,227
16720,26
3230,227
18026,227
10742,269
604,414
6432,414
16481,38
6398,110
6132,227
4425,447
252,130
19732,414
17908,197
18178,26
6934,197
10001,130
2163,573
3706,124
7002,197
396,106
10651,38
16528,38
16617,56
18836,56
18637,124
9366,414
5388,26
3859,124
536,124
6745,124
3914,124
3057,56
4838,573
7354,447
9217,106
7083,447
3614,124
4620,106
3974,124
12465,197
2999,227
18138,414
1779,553
8098,227
10013,197
12958,26
16936,269
16887,227
17,124
5687,56
16245,269
18289,26
16169,38
6050,26
7135,197
6277,553
15341,553
13174,553
1444,447
2119,56
13192,573
4178,269
11391,447
2947,124
18708,38
9219,302
5396,553
4404,302
9165,124
4504,414
6245,130
12885,269
420,38
2471,110
8707,197
14374,56
9719,302
4876,130
16178,227
3695,227
1313,56
14972,38
13892,573
12708,56
15924,227
5152,302
4385,447
2708,447
6242,553
2778,227
18192,447
8917,414
1509,106
17347,197
14816,106
16349,110
11273,106
18449,26
14958,38
432,106
2320,447
9064,269
4111,227
10938,227
11418,110
2655,197
1198,38
9861,302
13159,106
9988,124
19793,414
3233,38
13652,124
0,56
14865,414
5692,106
3352,56
4810,124
7991,447
19546,26
8249,38
12017,124
17092,197
5580,553
18479,269
13333,26
4902,26
9667,447
8485,106
2896,227
17855,110
17579,227
2476,197
7911,38
2812,573
16969,106
11026,130
876,269
9316,414
954,38
799,269
10559,553
6979,130
10485,302
2281,197
5421,124
10380,106
16987,38
4994,197
11130,130
8724,38
2746,269
10376,553
11656,269
4942,110
3442,124
13105,553
20438,197
9486,553
7131,130
12068,414
5630,124
4471,197
7200,130
9783,26
13999,110
10198,269
3969,38
11431,106
547,110
13117,227
11623,110
15565,197
18617,227
7457,26
9729,573
3687,110
9635,38
11358,130
17226,227
15087,124
16406,110
13110,38
15917,553
5579,56
853,110
10681,553
17797,106
10757,573
6009,124
17398,124
15967,110
13927,553
13058,110
10870,106
16595,110
11535,130
2265,110
17476,26
14980,38
15655,56
11228,553
15467,227
4058,130
11144,130
17423,269
9502,38
6470,56
8855,447
8108,302
3827,130
10811,106
13733,553
13715,553
11290,553
2076,106
15108,302
16166,414
10804,302
10858,106
1524,302
8976,447
1315,553
11540,130
15836,227
9975,197
2196,124
17998,227
334,124
17496,227
2001,302
6623,124
5649,269
10814,269
4072,414
9097,447
6098,553
1108,110
21091,573
2678,38
16165,553
13382,26
3226,124
15992,197
19346,124
87,197
7363,302
1009,447
14405,130
1495,106
4132,197
10234,447
8160,130
11479,38
3547,110
8151,110
8354,553
6909,124
17676,269
9272,414
12869,110
9421,110
9551,447
15910,56
17763,573
288,269
11628,553
6267,553
7779,553
11318,106
12706,38
8173,553
16311,553
18926,26
17458,227
13842,56
1713,447
17426,26
8102,302
10088,269
635,227
12785,302
8494,130
15694,130
8504,130
11651,553
15793,197
7269,573
9791,447
18967,26
13589,110
2362,106
15241,414
7217,302
3405,553
6544,38
15977,414
16977,110
10053,302
5592,269
11486,106
2228,573
1997,414
9675,447
18160,227
11523,269
8052,110
2136,447
19840,197
1999,302
3833,106
2995,302
10900,56
16656,227
8720,130
6564,26
10392,38
9766,447
10719,414
3910,269
8781,130
11792,38
17671,56
9253,573
3860,447
8269,553
8042,106
3103,38
8528,302
2077,227
7173,302
13241,38
11119,414
16808,197
11890,106
4241,38
16351,414
3042,26
4165,269
12670,38
14406,26
6045,573
5913,124
13125,110
7506,124
11732,269
12713,227
15979,38
14170,56
17125,573
6288,573
5355,302
21214,56
16038,38
9624,414
1842,124
2260,269
17161,110
6640,124
6732,269
8721,553
17409,26
2095,553
12452,130
7474,269
11368,56
19890,414
7723,124
7455,130
5791,302
19057,26
4735,38
11933,56
8473,553
12156,106
7972,302
16565,269
9280,130
16411,26
15880,110
12043,106
5957,227
13598,573
5772,414
10864,553
9809,553
17355,197
4617,26
9863,38
6095,553
16059,56
3562,110
4330,110
1022,553
2538,414
14431,56
12286,302
10962,269
5285,227
16352,56
11926,197
13047,56
9994,38
4283,269
7706,38
12946,227
2741,124
11251,106
13785,302
16255,414
7442,447
14509,26
4813,269
16213,573
1758,447
2725,414
1397,553
14951,302
17369,110
16517,197
9634,269
12210,106
9395,553
3022,124
15076,573
15377,227
15381,269
2033,302
3712,269
12378,553
4476,553
498,130
1248,227
6614,56
7260,110
5215,269
5230,269
8199,130
11664,227
16667,269
17944,38
3449,130
4231,38
17574,124
4103,26
142,56
2990,26
11107,197
15861,124
8807,124
12479,302
19949,573
15856,227
12686,106
9952,553
14487,269
4610,110
6558,573
10567,227
5071,269
8927,106
20237,227
15612,110
7485,106
9560,553
16492,553
10076,130
16915,269
13951,447
16729,56
7158,227
8306,38
4631,414
8076,573
9654,553
18834,110
10637,197
7864,227
14667,227
12629,106
17808,38
8255,227
16849,227
5433,38
1619,110
12434,38
12250,56
9392,110
12892,56
14068,447
2603,130
9376,269
292,269
17648,269
14752,197
5960,38
11833,573
3894,573
16707,227
10290,553
14502,106
11373,447
7516,130
18843,110
17445,227
3709,302
13662,38
19142,302
7850,302
9104,124
2417,447
16706,38
13772,56
16701,414
9743,106
14901,110
15007,56
12531,26
12933,106
4139,227
303,302
14500,227
17012,197
6368,227
14282,447
8612,227
12690,110
7944,447
4164,38
8211,302
3079,269
9220,573
3338,227
9378,124
14324,197
4410,130
10019,106
12424,414
19136,26
13606,38
17157,414
13073,106
7184,447
11696,447
9663,124
19033,110
3422,227
13746,130
13309,227
5088,38
13839,302
16953,38
19875,414
4713,56
9724,124
16521,269
18152,110
17058,56
1270,56
3341,56
5893,110
874,56
5701,130
10514,553
12779,56
6576,130
13337,106
11872,269
6047,106
18198,227
8276,447
10787,269
10899,573
17031,38
11459,573
5877,130
3540,106
10166,302
5320,124
4200,414
13464,553
1357,302
16070,227
8610,414
10331,414
3362,124
10103,130
10706,553
11161,26
7624,130
8615,414
800,302
10168,26
6152,124
15272,269
15593,106
8230,414
11102,130
19036,124
10026,124
13541,553
12844,106
19296,110
4706,302
8198,414
8484,447
13113,447
14408,302
6652,106
12025,197
15489,197
6202,269
14231,26
13829,106
15480,26
18605,414
666,197
5841,56
3674,553
13043,130
20064,414
9461,110
18422,573
15972,269
9788,38
10289,124
7181,110
17555,553
2332,124
1704,124
7611,26
13691,106
10725,106
6266,414
11057,414
8267,269
1607,573
3063,110
2150,414
10212,227
7894,302
5817,130
7842,269
7857,269
15948,553
10490,124
13817,106
11287,302
11657,38
7000,38
17236,573
12557,447
10353,56
20696,447
10825,302
17669,553
6252,553
14544,110
7473,106
4525,227
13810,414
7873,553
6729,447
12920,130
4235,553
8943,56
11166,124
7071,269
5333,124
13923,106
2495,130
10728,124
11730,130
13720,38
16172,110
11565,197
8904,573
9391,553
12542,447
15658,38
11775,110
11011,106
5307,26
10820,124
6193,227
10808,26
6678,302
4024,302
9019,227
18021,110
4789,130
6367,56
13748,130
997,130
17490,56
14947,269
4654,553
17451,38
16423,130
9651,124
6586,26
8506,302
1373,414
15938,26
15158,26
18735,56
5923,553
19236,227
2879,269
6742,38
10336,110
6971,124
6945,124
4566,124
16377,553
18724,38
19823,227
10241,26
1414,124
7015,110
4105,197
13242,227
17078,553
337,124
3498,197
7490,124
15981,56
18864,110
7141,124
14105,106
14928,573
16549,573
12931,110
17365,124
3798,414
190,106
4461,553
13610,227
13086,269
594,197
12206,130
8630,269
14327,106
13100,447
14749,130
9674,124
9090,414
3121,414
17570,26
410,106
10502,227
12983,447
1253,38
7206,573
133,573
3246,573
4578,302
14443,56
4450,269
1061,447
12091,197
12812,414
13693,227
11283,124
11837,302
11297,124
6156,110
10996,106
12183,553
4417,130
10368,302
1948,269
10061,26
1687,573
14287,130
10202,26
15916,56
7745,56
19944,227
4524,573
866,553
13166,447
19792,110
8873,130
3828,130
9012,269
16199,56
11518,38
14556,106
2073,106
7785,197
1701,447
4750,302
7461,130
4572,573
3703,269
5661,573
6217,38
6630,573
16700,553
290,414
2359,110
11731,124
20879,227
11171,130
16040,26
17837,56
1122,56
8912,573
1958,447
6644,414
13503,447
8123,197
4792,124
11841,124
3402,197
7065,227
12491,197
8702,106
8462,130
17165,414
19486,269
10816,197
6717,110
5165,414
9875,302
7056,56
1286,447
15464,38
4229,130
14359,269
2744,269
14642,106
4693,124
11481,227
5715,227
14312,38
16343,56
5309,302
9605,130
14736,56
255,56
12036,573
8455,197
15516,573
14715,106
1600,302
1556,106
17694,553
13612,447
14643,269
5419,38
5750,227
19389,414
4770,447
13626,447
13311,414
8412,124
15099,106
956,269
981,269
5492,130
6706,56
13807,447
13439,197
9749,553
14911,106
12621,110
12655,553
14238,414
7871,447
19134,38
17961,197
556,26
12040,573
19252,302
14657,124
1283,553
3195,124
5925,302
7986,553
2353,302
9088,269
10597,124
13994,106
7545,414
11218,124
4342,227
10221,130
9111,26
4226,269
589,106
7339,124
11852,227
12050,130
6503,106
6707,106
11404,447
6082,302
17975,38
12571,269
7384,124
6726,414
12780,106
3460,269
17237,110
8850,124
12271,124
11740,269
17790,110
581,124
9503,553
7636,106
2271,110
9138,26
13905,447
11162,269
14548,110
12075,130
12754,130
1426,269
9287,110
18070,106
12902,573
12028,227
11150,227
15011,106
13969,447
17839,110
2481,26
2164,56
21084,227
13087,302
15665,573
16036,227
17888,302
2713,414
8231,56
17824,414
2759,106
14436,269
15205,56
1235,26
1245,26
15020,197
14118,447
856,269
10062,124
10981,227
5196,414
835,26
8487,110
1203,269
8174,447
17261,553
14828,573
6344,56
17115,414
5205,197
15308,56
1267,130
16212,447
4310,269
13045,227
8022,414
7676,106
10097,38
1565,26
11550,269
7272,106
16929,269
16914,56
9349,197
13619,130
1242,447
1152,26
15328,130
2863,38
15692,553
15042,26
6796,573
709,269
650,269
3892,573
16965,56
8798,106
4627,106
7492,110
11453,197
6916,197
4143,38
887,26
12738,130
2899,414
19241,227
4166,38
15865,130
3616,553
1446,56
17956,56
15239,302
7631,124
2039,447
2170,26
10677,110
12084,130
3107,110
13293,269
16130,197
11533,56
13048,124
11165,269
1864,553
12281,124
7429,106
11288,227
4160,130
5272,124
9434,302
4602,227
16639,227
11336,110
8845,269
2146,26
10973,269
3023,106
3501,124
16910,553
2246,227
17340,130
13697,56
18045,227
15909,110
7305,26
7969,197
7060,110
4935,106
16074,227
157,106
6914,130
18753,553
8759,573
17144,227
19244,573
14746,447
16552,110
13603,106
7632,124
15553,26
9279,302
15616,227
11988,447
12774,553
513,130
2834,26
3087,269
92,197
12990,227
19967,110
18571,56
9340,124
3343,26
4406,227
9740,130
7830,124
16489,269
12113,110
1147,414
14855,447
12906,573
16784,447
17468,106
1892,447
11174,414
9867,197
9774,553
18504,38
18446,110
15644,124
5192,553
20226,110
8815,56
13564,124
4999,269
2747,269
13514,110
3735,38
10118,106
358,110
21076,573
11041,110
9987,197
4113,124
8716,197
17881,553
2063,106
14796,106
8862,106
7843,269
5789,56
14131,110
6059,26
3056,197
11916,269
18143,573
16171,38
14605,130
5176,447
9520,26
13596,124
17788,553
5691,553
1898,553
10260,106
13888,302
13445,227
7216,124
12948,110
3799,553
12394,573
11643,106
10080,130
9086,302
18723,56
9405,124
17670,553
3263,26
16435,56
4515,38
11547,38
2988,197
11796,56
1655,130
5027,302
8961,414
7689,414
15305,106
14413,302
20255,110
6516,106
14491,553
14300,414
12778,56
14187,106
14031,573
10697,110
2830,124
6792,38
10950,26
14314,110
14654,130
722,197
4510,447
15750,227
17818,130
16270,106
8789,124
9010,302
848,197
15654,414
17652,56
14563,302
1675,124
13015,414
9313,56
19622,110
4189,227
5045,26
11733,573
8672,106
345,197
9648,56
1641,302
7017,106
7891,124
17124,38
11569,56
8388,106
14386,106
5211,26
14566,56
14794,130
1259,269
14402,106
939,553
15829,38
12816,269
19518,110
19821,130
14494,56
1741,130
6615,110
12546,26
17871,106
16076,227
18586,110
5373,26
13383,124
2524,197
10756,553
20915,26
12087,447
1497,106
5837,38
5063,553
13939,447
10616,269
5561,26
5941,227
5514,26
13473,56
13404,553
578,124
2851,447
2442,130
9895,269
11673,573
8417,197
16769,197
712,106
10798,124
4558,447
560,26
7687,553
14326,124
4681,124
7385,573
12562,110
16870,130
9529,38
13262,414
6071,110
5351,553
11006,56
11705,124
10398,269
13672,414
15475,106
967,124
14726,573
6598,573
20893,110
5932,269
15697,447
14220,197
9592,414
5359,130
5994,26
14621,227
5535,106
5635,553
18076,553
6065,26
11514,414
8709,38
3778,110
19004,38
237,269
3753,227
19569,227
9830,447
6557,38
18001,269
836,269
5563,110
43,447
2623,197
19256,26
4162,197
16737,38
6264,227
8910,56
6425,414
13224,302
11844,130
4641,302
16339,447
2179,38
9059,56
64,227
13747,197
8870,447
10776,130
6437,26
7995,130
12981,130
5377,124
4443,56
14648,302
5733,26
6572,302
4779,124
12843,414
5824,130
6570,197
12886,106
8136,106
9780,124
13591,227
12386,227
7058,573
2546,124
8441,38
14594,124
5825,56
12503,38
11109,130
6320,553
1943,302
15874,447
12676,124
6648,447
17265,38
10866,110
11482,38
6169,106
10283,302
12260,124
3398,197
761,227
6830,26
11050,26
17119,130
383,269
12487,227
5451,553
5502,227
13620,414
118,26
16274,124
9072,124
7548,227
5357,110
15457,130
718,573
13848,130
163,414
16952,106
8112,553
11707,38
11734,106
802,573
14240,56
15267,447
17646,447
3928,573
6234,302
991,26
9362,227
1091,38
372,414
3851,197
3327,38
7112,26
21812,227
4086,447
3682,130
19304,227
3184,56
15358,110
18247,269
6864,553
3985,197
5612,56
6325,447
5348,110
10923,553
9566,197
9568,110
6341,227
5221,227
13247,110
19980,197
17069,106
18520,553
10755,269
5900,447
15249,106
16225,447
5032,56
1403,269
4297,197
8405,124
1189,26
10163,197
20000,110
6922,573
18817,38
11642,553
12000,124
9023,124
18551,553
7690,124
13324,130
9554,56
14991,124
20478,302
1708,269
14239,227
11914,124
6091,227
14325,447
5700,26
3285,56
2053,553
3228,38
13198,227
7782,26
7103,269
1618,414
12154,56
21858,197
5757,302
6949,56
17589,56
9178,130
10081,106
17572,553
1862,26
17504,130
12652,56
10785,124
2225,573
11363,56
12217,553
15936,447
4875,197
8932,124
2825,38
7917,26
12580,302
10312,227
4506,106
2244,573
19724,553
2501,573
1635,302
2042,414
15112,130
11306,302
2070,269
906,269
2581,573
15403,227
5141,197
8985,106
1696,110
14708,56
5187,197
9180,414
5235,197
11790,106
822,269
5417,447
10546,197
13093,124
15807,302
9016,56
2444,26
13760,110
2483,26
545,130
11891,197
15426,124
2360,269
6340,106
6838,124
2450,269
11473,302
2606,26
2914,269
15579,110
11896,302
14296,56
680,110
15614,56
4017,227
19790,553
15127,227
3101,573
14534,110
13670,110
8091,38
3382,56
