latitudelongitude_inv_1,latitudelongitude_inv_2
35523,35522
56146,56147
56157,56158
56165,56166
33464,56169
44756,44755
56200,56201
54800,56241
53432,56245
49310,49309
56252,56253
56254,56255
16827,16826
22396,56281
56282,56283
41362,56292
56294,56295
13884,13883
44260,44259
56327,56328
56330,56331
5517,5516
56345,56346
56360,56361
56373,56374
56378,56379
56399,56400
56465,56466
35376,35375
42721,42720
28239,56518
56521,56522
54347,54346
56527,56528
56542,56543
3524,56549
48915,48914
56581,56582
17988,56595
56613,56614
56627,56628
56637,56638
17725,56654
56666,56667
7633,56682
56700,56701
56702,56703
56705,56706
56720,56721
56732,56733
20566,56739
5234,5233
19112,19111
19064,22906
56807,56808
20120,56809
56811,56812
56822,56823
49972,56824
56830,56831
6150,24341
45817,45816
56849,56850
12242,12241
56872,56873
53856,53855
56894,56895
25605,25604
33274,56922
51908,51907
9257,56950
56959,56960
56972,56973
22770,56981
29965,29964
6377,6376
49363,49362
42870,49280
53248,53247
57064,57065
25853,25852
57101,57102
18322,57106
57130,57131
28829,28828
57175,57176
20275,20274
57205,57206
57209,57210
57239,57240
19492,19491
21408,21407
57285,57286
57300,57301
57312,57313
26291,57318
57324,57325
3524,57327
57343,57344
31018,31017
57377,57378
57387,57388
15408,57415
7347,57416
57424,5432
44121,44120
57425,57426
57431,57432
47498,53718
57449,57450
8349,8348
57467,57468
54286,57481
57502,57503
57529,57530
20921,20920
20481,57558
49384,49383
57567,57568
57576,57577
29569,6404
57589,57590
57592,57593
57598,57599
7786,25437
57665,57666
46880,46879
57673,57674
9960,9959
57680,57681
57693,57694
41027,48590
57731,57732
57734,57735
22449,22448
57749,57750
57751,57752
26867,57755
57761,57762
57021,57020
57782,57783
12075,57795
57798,57799
39079,39078
57825,57826
57829,57830
57845,57846
57869,50785
57875,57876
57884,57885
57888,57889
57921,57922
29115,57620
52200,52199
57947,57948
34216,34215
15848,32184
22596,22595
56698,56697
57973,57974
57989,39638
57997,57998
58007,58008
58033,58034
46920,46919
58042,58043
58069,58070
58074,58075
15848,16869
58093,58094
8306,8305
58098,58099
58100,58101
58125,58126
58135,58136
58153,58154
58160,58161
37974,58180
33789,33788
52579,52578
58219,58220
58225,58226
58238,58239
12713,12712
58257,58258
28155,28154
58267,58268
58271,58272
58287,58288
58291,58292
45426,45425
33447,33446
17742,58333
6478,6477
6821,6820
17256,58350
58353,15238
58363,58364
761,33168
58380,58381
58388,58389
54028,54027
58391,58392
20264,20263
23972,58419
58420,58421
58425,58426
58429,58430
56240,56239
46521,46520
18488,18487
34138,34137
58458,58459
58461,58462
46358,58470
50098,50097
49115,49114
43808,58510
47878,47877
58529,58530
28633,28632
57662,57661
58549,58550
57650,57649
58569,58570
58579,58580
29325,29324
58590,58591
32330,32329
43980,58598
36216,36215
58612,58613
44519,58627
58108,58107
21076,58634
58642,58643
54887,54886
58655,58656
58658,58659
25033,51295
58680,58681
58238,58685
58687,58688
58695,58696
58727,58728
10179,10178
58767,58768
49967,49966
27415,27414
48024,48023
57537,57536
58829,58830
20110,20109
13336,58835
58842,58843
55392,55391
58858,58859
50966,50965
38517,58869
58884,58885
13823,13822
13813,13812
49338,49337
58897,58898
47695,47694
58914,58915
55109,58922
58944,58945
6253,6252
58973,58974
58978,58979
54849,54848
45897,59004
35678,59007
58981,58980
1361,1360
59022,59023
44702,44701
54364,54363
59066,59067
59068,59069
41945,59073
36334,59088
43282,59122
22806,50251
59149,59150
49662,51182
35351,35350
51989,51988
59163,59164
59166,59167
49569,59170
59197,59198
59215,59216
50598,50597
17158,17157
59240,59241
59259,59260
18692,44607
59266,59267
34191,34190
6150,59277
58992,58991
38268,38267
59315,59316
59325,59326
3829,59350
41954,41953
29074,54400
59362,59363
59374,59375
6880,59379
59392,59393
59399,59400
55134,55133
52404,52403
59421,59422
51003,51002
53200,53199
59447,59448
59449,59450
52787,52786
5126,5125
25033,59295
59483,59484
8067,8066
59556,59557
59560,59561
25627,25626
17819,59590
50446,50445
59639,59640
22422,54007
54139,54138
59679,59680
59686,59687
59688,59689
34399,59705
59711,59712
59717,59718
46319,59721
6150,59724
59730,59731
50355,50354
14174,14173
9706,59752
59765,59766
59787,59788
59801,59802
59805,59806
29984,45736
15848,59811
59821,59822
57487,57486
59825,59826
43994,43993
59842,59843
59850,59851
42383,42382
15123,59892
35351,59906
59909,59910
10766,59922
59927,59928
59929,59930
47166,59934
59941,59942
10850,59944
59948,59949
59954,59955
27062,59958
52453,52452
59966,59967
29305,59503
22881,59317
24925,34130
60006,60007
60011,60012
60025,60026
2193,56735
60033,60034
60036,60037
1261,57202
60065,60066
60073,60074
33904,33903
60106,60107
60117,60118
37569,55210
60128,60129
25801,25800
57247,60134
57330,57329
60150,60151
41533,60168
54054,60175
60185,60186
60214,60215
31992,31991
54512,54511
54460,54459
60287,60288
26086,26085
60294,60295
6880,18773
37905,37904
60308,60309
60314,60315
51082,51081
3829,54999
60334,60335
13144,21031
60343,60344
60345,60346
58024,58023
60426,60427
42236,42235
60437,60438
60452,60453
24215,59048
60463,60464
13896,13895
29836,29835
49373,60513
60514,60515
60525,60526
60535,60536
60541,60542
33353,33352
60575,60576
56540,56539
60602,60603
4455,60611
60612,60613
49458,49457
27627,27626
16957,48700
60640,60641
12713,50484
41006,60667
11782,34124
49394,49393
39184,15353
59431,59430
58408,58407
60705,60706
54126,54125
60756,60757
38396,38395
60776,60777
60786,60787
60812,60813
60314,26316
8451,60853
12353,12352
60861,60862
57357,57356
60887,60888
30807,39883
60889,60890
46824,46823
60894,60895
60911,60912
53077,60927
58332,58331
60958,60959
60982,60983
60984,60985
60988,60989
52700,52699
61003,61004
61007,61008
51457,51456
34245,34244
61040,61041
50611,61045
61046,61047
55578,45796
61079,61080
61083,61084
16970,32166
54473,54472
61111,61112
61114,61115
15423,15422
61133,61134
61145,61146
54277,54276
25033,61160
61169,61170
61171,61172
23759,23758
61183,61184
12400,61198
12242,61204
46530,46529
61235,61236
61242,61243
41414,41413
13487,35585
6880,61254
61280,61281
33174,33173
61301,61302
61310,61311
13328,13327
5126,61315
44413,44412
26785,26784
61357,61358
61369,61370
14370,14369
61398,61399
21363,21362
40723,40722
61451,61452
61459,61460
14059,53619
42814,42813
35944,35943
26493,26492
51348,51347
13492,61525
61544,61545
61553,61554
61559,61560
61561,61562
61590,61591
46334,61597
44602,44601
61606,61607
61618,61619
61645,61646
61650,61651
13609,61656
54075,54074
6529,61680
38896,38895
61693,61694
19977,28066
21886,61699
17725,17724
42687,42686
53412,53411
49725,49724
61743,61744
61759,61760
61762,61763
51329,51328
61771,61772
27152,58894
53499,53498
55182,55181
19500,19499
22881,61823
54104,54103
22396,34767
36011,36010
27353,27352
61855,30146
22950,22949
60393,60392
1186,61861
61862,61863
61865,61866
61868,61869
21652,61875
61884,61885
43451,43450
41557,41556
6150,61901
44975,44974
29857,60187
11272,61918
61922,61923
61924,61925
23771,44538
49751,49750
61926,61927
11234,11233
61938,61939
26552,26551
61943,55616
61964,61965
54756,54755
880,52381
11048,45555
22498,62013
6916,53323
38914,38913
44982,44981
761,61689
29074,62057
38289,38288
27152,56257
59541,59540
9701,9700
62110,62111
62112,62113
31481,62115
62120,62121
56827,56826
59324,59323
62139,62140
57357,62149
62161,62162
53071,62180
18213,18212
62223,62224
62225,62226
56048,56047
62227,62228
31503,62229
62231,62232
24845,31601
62252,62253
42962,62254
62256,62257
62264,62265
6382,59507
43386,43385
62280,62281
58845,58844
62315,62316
58903,58902
62325,62326
48646,48645
30933,30932
62344,62345
50919,62356
53986,53985
36372,62369
35258,62372
52124,52123
6100,62378
62384,62385
62400,62401
29464,29463
62430,62431
62444,62445
62466,62467
62468,62469
46204,46203
60955,60954
57625,27598
62480,62481
62484,62485
36894,36893
62495,62496
62512,62513
46843,46842
62526,62527
62530,62531
62562,62563
62564,62565
62566,62567
62578,62579
57289,57288
38639,62581
51521,51520
9450,9449
44471,44470
23810,23809
61517,61516
62609,62610
62627,62628
62644,62645
62647,62648
62650,62651
31035,36777
62674,62675
58087,58086
62709,62710
38599,38598
62722,62723
62727,62728
54126,62743
55796,55795
12001,62683
48612,48611
37688,37687
49623,49622
62811,62812
35703,35702
62819,62820
62821,62822
8926,8925
62867,62868
62736,62735
62878,62879
41620,58578
40781,62890
62891,62892
14425,14424
41133,54841
10850,62899
62900,62901
46603,46602
59077,59076
27644,27643
22396,6310
62930,62931
13141,62938
62952,62953
14471,14470
62964,62965
22881,43224
35292,35291
56557,56556
46456,46455
62998,62999
63011,63012
61067,63024
49967,63032
31920,31919
31334,31333
49631,49630
15123,34976
63060,63061
45523,63070
55092,55091
63089,63090
63116,63117
63135,63136
63147,63148
16239,16238
63150,63151
63163,63164
17725,61209
55657,55656
63205,63206
52689,52688
27922,48329
761,63234
63242,63243
61497,61496
63250,63251
58646,58645
63274,63275
63281,63282
63291,63292
56565,56564
63297,63298
63312,63313
61344,61343
63319,63320
22238,63324
32807,32806
63336,63337
63340,63341
32974,63357
63358,63359
4555,4554
21540,21539
6880,34432
35258,63401
63402,63403
61183,63406
57028,57027
63420,63421
48547,48546
63430,63431
46332,46331
5902,5901
15848,63449
18960,18959
63473,63474
34138,63477
19022,19021
63489,63490
9774,63501
46319,57455
63510,63511
63514,63515
12458,12457
14886,14885
63529,60028
13674,59908
25423,25422
63574,63575
1194,1193
63585,63586
54800,54799
63591,63592
3829,49106
16488,28089
63672,63673
43386,63680
63687,63688
42715,42714
63706,63707
63712,63713
63742,63743
61954,61953
50085,50084
63756,63757
63764,63765
43477,63774
2236,2235
63785,63786
37841,37840
63798,63799
38940,63806
45381,45380
62117,62116
51013,51012
37559,37558
6823,46607
63841,63842
63843,63844
63852,63853
62884,62883
12947,12946
63856,63857
19951,19950
25982,25981
53974,63869
63878,63879
63896,63897
49714,49713
37320,37736
55472,63912
19905,19904
63939,63940
22422,47895
31999,63597
5583,63955
63965,63966
63970,63971
63978,63979
50119,50118
63997,63998
64005,64006
33880,33879
57552,57551
14431,61549
64017,64018
42071,64049
55144,64053
22779,64056
48339,55101
53694,53693
61063,61062
59087,59086
48235,48234
64081,64082
39927,44590
64111,64112
64117,64118
34786,48584
64134,64135
50119,64136
64137,64138
64145,64146
44977,44976
64153,64154
56378,64160
64184,64185
11145,64192
50779,64197
61076,61075
11647,11646
63500,63499
64207,64208
64217,64218
11782,64230
64231,64232
64237,64238
40601,40600
64251,64252
48768,48767
64269,64270
64271,64272
64274,64275
26094,64276
39087,64277
13679,57050
23934,23933
25128,25127
64361,64362
64377,64378
64183,64182
61021,61020
64397,52982
17489,64402
17180,64412
49155,49154
32966,32965
64432,64433
60541,64436
64438,64439
64447,64448
64456,64457
61777,61776
25913,25912
64481,64482
64489,64490
59606,63081
64494,64495
29616,29615
64535,64536
64551,64552
580,45622
64558,64559
64562,42685
64635,64636
58018,58017
27629,27628
58539,58568
21076,21075
60235,62236
29432,29431
3590,7534
55120,55119
58742,58741
32739,32738
64757,64758
62105,62104
34527,34526
38437,38436
41164,41163
64785,64786
43144,48995
51543,51542
13657,13656
5617,40579
53544,53543
31684,31683
64831,64832
64856,64857
64862,64863
64882,64883
64890,64891
22305,22304
61954,64901
41758,41757
63538,64904
64905,64906
64908,64909
64913,64914
761,64921
13336,51909
60902,60901
33135,33134
64953,64954
64956,64957
11923,11922
59202,52593
47994,47993
64973,64974
58325,58324
64772,64771
57244,57243
14459,14458
65001,65002
65009,65010
42848,42847
65020,65021
6476,6475
26073,26072
60131,60130
45124,45123
9901,65039
38820,65040
22881,22880
65063,65064
65066,65067
55913,55912
31950,31949
14192,14191
50025,50024
59197,62695
60389,60388
19568,19567
39148,65094
57112,57111
54878,54877
60531,60530
65125,65126
8451,65139
65141,65142
45410,65146
21357,21356
62044,62043
65156,65157
5690,65158
53207,53206
48664,48663
3517,3516
65175,65176
51186,65206
55075,55074
65212,65213
65214,65215
27261,65217
50100,50099
65227,65228
65230,65231
65236,65237
8387,8386
46055,46054
761,65241
65246,65247
64158,64157
40125,41787
48642,48641
13634,13633
65281,65282
49605,49604
65302,65303
65324,65325
65326,65327
28057,28056
65335,65336
65343,26546
65345,65346
65353,65354
65366,65367
17300,17299
62408,8232
65378,65379
65383,65384
54101,65392
42886,65398
25048,25047
65404,65405
23104,23103
45527,45526
4255,65419
43404,43403
65427,65428
65436,65437
4279,4278
47742,47741
64507,64506
25033,65465
33274,33273
65470,65471
55704,55703
55931,55930
65496,65497
65507,65508
57655,57654
65516,65517
65518,65519
65522,65523
65531,65532
41766,41765
27807,27806
51541,51540
27458,27457
17725,56514
46688,46687
65560,65561
52942,52941
65580,65581
34068,34067
64942,64941
49685,49684
24407,65606
65607,65608
65609,65610
12992,61732
55581,55580
54092,54091
64803,64802
65667,65668
65669,65670
30331,30330
17742,62379
65681,65682
35065,35064
65710,45765
62054,62053
65724,65725
59867,59866
65738,65739
47382,47381
37799,37798
32220,32219
65752,65753
65758,65759
65770,65771
14662,14661
24593,24592
65780,65781
8451,65782
3829,37729
17819,17818
34127,34126
65839,65840
65870,65871
48905,65875
65888,65889
23909,23908
65904,65905
65918,65919
12469,12468
65928,65929
51950,51949
65377,65376
17540,17539
4672,4671
65967,65968
46334,61342
65987,65988
65990,65991
1186,39025
65999,66000
66002,66003
44316,44315
31831,31830
46195,46194
64425,64424
7381,7380
34773,34772
56090,56089
9901,66023
66025,66026
1186,50359
66030,66031
65389,65388
11833,11832
29742,66054
60052,60051
5902,66065
33253,33252
8451,63862
66083,66084
13679,49644
15848,66087
51831,51830
66099,66100
22806,22805
22422,53669
66111,66112
66121,66122
51272,66140
10071,10070
23066,23065
58658,64164
50210,50209
35245,35244
62164,62163
46334,66237
66238,66239
63568,63567
42190,42189
66250,66251
44992,44991
66263,66264
62536,62535
66275,66276
40436,40435
27822,27821
56510,56509
13977,13976
66299,66300
20120,66306
66312,66313
26896,26895
65425,65424
66331,66332
66336,66337
42867,42866
31863,31862
66342,66343
66345,66346
62829,62828
7656,66365
56114,56113
54655,54654
952,951
47742,66403
5913,5912
50764,50763
19276,19275
10166,10165
16381,16380
9126,64778
40410,40409
66450,66451
66454,66455
66465,66466
56811,66479
46530,54741
35537,66491
60672,60671
66498,66499
66503,66504
66523,66524
66536,66537
50066,50065
64896,64895
34450,66583
60423,60422
66588,46916
66599,66600
41410,41409
33464,66620
62015,62014
48121,48120
61140,52737
48911,48910
53841,53840
66661,66662
66665,66666
61812,61811
55709,61295
42480,66698
671,670
55100,55099
42752,42751
66712,66713
66717,66718
62778,62777
66739,66740
65731,65730
66767,66768
61541,61540
19228,19227
66780,66781
47708,66782
60239,60238
13679,27729
62972,62971
34033,34032
17248,20497
66836,66837
37318,37317
10850,64887
41826,41825
47151,47150
55453,55452
44932,44931
66874,66875
35785,12935
66878,39850
41694,41693
64930,64929
45100,45099
66889,66890
13801,13800
66908,66909
60177,60176
50911,50910
62626,62625
38501,38500
42480,61552
66948,66949
66950,66951
66967,66968
29845,29844
66999,67000
67001,67002
31877,67005
67014,67015
66800,66799
65318,37624
57611,67049
67052,67053
3663,3662
67074,67075
67078,67079
67081,67082
67088,67089
30407,30406
38823,38822
67101,67102
10405,10404
18322,18321
47498,47497
65273,65272
34068,67126
36826,64370
34191,58293
67134,67135
67136,67137
67141,67142
67148,67149
64025,64024
47061,47060
67186,67187
67205,60584
3524,54651
54366,6603
67220,67221
67229,67230
67232,67233
64023,64022
67254,67255
14162,65796
30164,30163
9975,24133
67291,67292
58108,66564
63990,63989
67297,67298
15348,15347
6100,6099
67323,67324
17742,65197
67332,67333
29929,29928
60491,60490
67350,67351
65348,65347
67363,67364
46821,46820
3829,67369
66770,66769
66672,66671
42606,42605
67399,67400
9131,67406
24768,24767
35444,35443
57703,57702
44448,44447
11782,66385
59481,59480
67449,67450
30037,43281
30897,67453
67459,67460
41350,41349
57944,67466
20544,67475
60666,60665
24985,24984
67484,67485
35047,35046
64480,64479
66248,66247
67506,67507
67509,2359
19234,19233
55316,55315
54838,54837
23269,23268
67532,38853
13336,67533
67537,67538
67544,67545
67547,67548
6677,42079
26178,26177
62776,62775
22770,67564
33334,33333
67590,67591
47256,47255
62778,67602
67606,43856
52577,52576
67616,67617
6677,6676
67638,67639
63230,63229
18575,67646
38696,38695
57449,67657
49307,49306
63761,63760
49778,49777
67702,67703
17021,55592
50640,50639
57611,57610
63920,63919
33320,33319
54437,54436
46239,46238
32241,67775
67778,67779
67784,67785
67798,67799
54286,54285
43186,53742
26136,26135
48168,48167
56488,56487
19951,52847
67845,67846
52950,67855
46553,67866
50726,50725
67879,67880
67882,67883
17597,17596
22396,66766
67900,67901
59537,59536
67912,67913
63926,63925
34951,34950
67927,67928
9901,67934
3261,3260
67954,67955
67965,67966
67969,67970
40164,40163
41814,41813
391,390
68003,68004
57441,57440
14182,14181
671,65985
68038,68039
64078,64077
68048,68049
68057,68058
68068,68069
56563,56562
5449,5448
37211,37210
30857,30856
61558,61557
64801,64800
68110,68111
68118,68119
68130,68131
68144,68145
68153,68154
44504,44503
63623,63622
45409,45408
59497,59496
33464,33463
28882,68179
40766,40765
35924,35923
56576,56575
64839,64838
14978,14977
68213,68214
68220,68221
68231,68232
62126,62125
32898,32897
6150,68244
38639,38638
67426,26308
65164,65163
54687,54686
68257,68258
55641,55640
68263,68264
63462,63461
37962,68270
68271,68272
30591,30590
21495,21494
5634,5633
40766,64646
6880,68301
62924,62923
60061,60060
24697,24696
32547,32546
68328,68329
22893,68330
50105,50104
57258,57257
65145,65144
16623,63306
35678,35677
15489,15488
68362,68363
68368,68369
68374,68375
14318,14317
61349,61348
64274,68402
17313,17312
66151,2212
55785,55784
22396,45412
68416,68417
46161,46160
61701,61700
68429,68430
45729,45728
68450,68451
40577,40576
68455,68456
56761,56760
31189,31188
26411,37807
67671,67670
41190,41189
68487,68488
54416,54415
53920,53919
48497,48496
66330,66329
29020,29019
68518,68519
64419,64418
52087,52086
25955,25954
17437,17436
68559,68560
65194,65193
56502,56501
68593,68594
42482,42481
68596,68597
54158,54157
30821,68613
53951,53950
58062,58061
68623,68624
50536,64549
11877,11876
68637,68638
29889,29888
11782,59312
68655,68656
63687,68661
68663,68664
64932,64931
68678,68679
55392,68684
63270,63269
45459,45458
65227,68700
62295,62294
66628,66627
54262,68710
66709,66708
4077,4076
61787,61786
54380,62007
5468,68742
68762,68763
68768,68769
22695,22694
58539,58538
68788,68789
35264,64750
68803,68804
54262,68806
31620,31619
24430,24429
59425,59424
61714,61713
2573,68821
65664,65663
20637,20636
68836,68837
62843,62842
55421,55420
26779,66492
48842,48841
68871,41804
68874,68875
10401,49672
23139,23138
7546,68894
68896,68897
26781,26780
29653,29652
60835,60834
36522,36521
20371,44025
61970,61969
27644,6089
65717,65716
9131,52879
68919,68920
27820,68923
68926,68927
55910,55909
44878,44877
56068,56067
27776,27775
32427,62478
10972,68971
39148,56778
57247,57246
23131,23130
11484,11483
45880,45879
51284,51283
41614,68990
68993,68994
61280,69029
55355,55354
20687,58848
69048,69049
5468,69051
30963,30962
64648,64647
69067,69068
59066,69077
69079,21913
31243,31242
69082,69083
69084,69085
57274,69092
8038,69098
52009,68782
64376,64375
69111,69112
65617,65616
12463,12462
51593,51592
35258,67654
8502,48817
69158,69159
45468,45467
69196,69197
69198,69199
46426,46425
69213,69214
69226,69227
51967,51966
69231,69232
1935,1934
21530,21529
69248,69249
42134,42133
38321,38320
69261,69262
69263,69264
35718,69193
36605,36604
56217,56216
9901,69294
25055,69296
69297,69298
20566,20565
54465,54464
23104,67152
59711,60743
60615,60614
69330,69331
69333,69334
55265,55264
67374,67373
65573,65572
54684,54683
13679,22783
51115,51114
46725,46724
52037,52036
69393,69394
69399,69400
41161,41160
17123,49392
43517,43516
69409,69410
69412,69413
17594,17593
24215,63732
56370,56369
69450,69451
49936,49935
52592,52591
66586,66585
51713,51712
13336,69474
58852,58851
25801,69476
69484,69485
69487,69488
68023,68022
69492,69493
65306,65305
65134,65133
34495,52802
13336,69514
52281,52280
67787,5107
69523,69524
69527,69528
15848,44983
38256,38255
64237,64846
50478,50477
22624,22623
36284,36283
53301,53300
69587,69588
17123,17122
62134,62133
69599,69600
61196,61195
69611,69612
56807,69614
48108,48107
69615,69616
69619,69620
41050,41049
66604,66603
64284,64283
69636,69637
32100,32099
55506,55505
61419,61418
53891,69652
69657,69658
15001,15000
62075,62074
69676,69677
63608,63607
34918,69685
50779,50778
9574,9573
69693,69694
69696,69697
69704,69705
69717,69718
3590,69720
30600,30599
57944,57943
1209,1208
69760,69761
30787,60153
18322,63182
57592,67067
6823,69782
69787,69788
63964,64034
67860,67859
16239,69800
69802,69803
67791,67790
51846,51845
60914,60913
30857,69816
64404,64403
7546,66149
10263,10262
45548,45547
69844,69845
6529,6528
69855,69856
60949,60948
25278,33767
67301,67300
61325,61324
69901,69902
23321,69905
69909,69910
5583,5582
43009,43008
57126,57125
69189,69188
69925,69926
32427,32426
41557,68625
64820,64819
9052,9051
69942,69943
62154,62153
69618,69617
69966,69967
13460,29963
61337,61336
69984,69985
45585,45584
68034,68033
41918,41917
6654,69991
5386,69994
69997,69998
41518,41517
70007,70008
70016,70017
29953,29952
70025,70026
36861,36860
48913,48912
56345,69647
69900,69899
22422,70037
58478,58477
19949,19948
54054,54053
9901,62966
70052,70053
70055,70056
70079,70080
66221,66220
1186,27474
6293,17732
70081,70082
7273,62925
70083,70084
5198,5197
63111,63110
70099,70100
59161,59160
70112,70113
36798,60082
68522,68521
65621,65620
70136,70137
70138,70139
70141,70142
70151,70152
24739,24738
70170,70171
23681,23680
39797,70185
62742,62741
63538,63537
22485,22484
42500,42499
53949,53948
70222,70223
15943,15942
31035,64996
1172,70240
62466,70241
22396,70243
68628,68627
56287,56286
60803,60802
57321,57320
59884,59883
63382,63381
70302,70303
70309,70310
30242,63516
70317,70318
42771,42770
70072,70071
70323,70324
50214,68951
68204,68203
65598,65597
70352,70353
65648,65647
52826,52825
54565,54564
12822,59860
24215,29587
14005,14004
70262,70261
70392,70393
70395,70396
46358,46357
29144,70404
70405,70406
70415,70416
25137,25136
54533,54532
66046,66045
52928,52927
41320,41319
15408,70464
70300,70465
53837,53836
69151,69150
11889,11888
13854,70475
16575,16574
34891,34890
62521,62520
70500,70501
29793,29792
70508,70509
63304,63303
4634,41675
56581,69100
43546,43545
70520,70521
70525,70526
51848,51847
20523,20522
70540,70541
9774,9773
38880,38879
9901,39031
51745,51744
64818,64817
67678,67677
62946,70573
70576,70577
61658,61657
53504,53503
70586,70587
53627,70588
70597,70598
70601,70602
46851,46850
59895,59894
46516,46515
43950,43949
38443,38442
70631,70632
43914,43913
68693,68692
29325,70653
7633,7632
28655,70676
21668,21667
28081,28080
70701,70702
70704,70705
70719,70720
56287,70001
65257,65256
43819,43818
53141,70728
70734,70735
70737,70738
4427,4426
59001,59000
65861,65860
15512,15511
57969,57968
60112,60111
70771,70772
52143,52142
63964,63963
70780,70781
59966,70784
40515,68915
14662,69240
34716,60587
69504,69503
47525,47524
30692,30691
7716,7715
60303,60302
70815,70816
68438,68437
50226,70819
70826,70827
31576,31575
13454,36558
22770,70841
51425,51424
55844,55843
31736,70852
56248,56247
34223,34222
11002,11001
70865,70866
42166,70867
70868,70869
6952,6951
70871,70872
22770,52341
8619,8618
46093,69736
4677,9818
70908,70909
62832,62831
70911,70912
54475,54474
46055,70917
54895,54894
22396,70949
47941,47940
36145,36144
30246,30245
70967,70968
70969,70970
70973,70974
58379,58378
25428,62583
69876,69875
70980,70981
71000,71001
65131,24511
24506,24505
71014,71015
70896,56115
71019,71020
23418,43
18150,29084
70894,70893
61136,61135
71045,71046
71061,71062
71064,71065
64254,64253
69448,69447
13336,71067
48686,48685
47333,47332
44273,71078
64998,64997
71079,71080
1814,1813
22156,22155
29322,71087
25963,71097
71100,71101
44135,44134
44222,25934
6138,6137
31915,31914
71130,71131
71134,71135
71136,71137
30104,30103
71138,71139
51953,51952
71144,71145
12822,12821
12069,12068
69273,69272
39314,39313
48648,48647
71158,71159
6823,71163
13566,13565
70368,70367
43316,43315
38608,71182
71199,71200
70550,70549
69916,69915
71212,71213
68645,71230
71234,71235
53117,53116
54795,54794
67530,67529
57894,57893
3524,60435
58457,58456
5583,71283
65441,65440
71300,71301
61124,61123
22396,69288
67419,67418
71306,71307
58941,58940
71332,71333
30557,30556
17035,17034
68444,68443
16883,16882
3409,3408
60441,60440
59141,59140
70430,70429
3524,39923
71367,71368
66389,66388
49340,49339
71380,71381
44387,44386
66724,66723
68046,68045
29068,29067
32896,32895
46589,46588
15587,71414
71416,71417
71418,71419
68988,68987
38152,38151
53352,56991
50015,71436
41597,41596
15056,15055
26084,26083
67821,67820
13336,65263
65601,65600
71455,71456
54391,54390
71464,71465
59436,59435
71466,71467
71474,71475
71488,326
71492,47443
8903,8902
71516,71517
71520,71521
53834,53833
33521,33520
35423,71536
4455,4454
71539,71540
3829,3828
47174,47173
51582,51581
70300,70299
10720,71570
57354,32523
15853,15852
71576,71577
62875,62874
59717,66107
32420,32419
33005,33004
68276,68275
71601,71602
65921,65920
62160,62159
65963,65962
71616,71617
22422,67338
18023,18370
41200,41199
71624,71625
18968,18967
71636,71637
5583,71644
32592,32591
67092,67091
26501,26500
38148,38147
71655,71656
51032,51031
62411,62410
28497,28496
40728,40727
26749,26748
28811,28810
71253,71252
71025,71024
67932,67931
47881,47880
71695,71696
60403,60402
49378,49377
57726,57725
9901,52960
19580,19579
37814,37813
33054,71726
71727,71728
10002,10001
37214,37213
71749,71750
71760,71761
6377,25727
19912,56491
62837,62836
52062,70713
46269,46268
71770,71771
27570,27569
31877,31876
53130,53129
23749,23748
44550,44549
28668,28667
20360,20359
25033,25032
59971,59970
71813,71814
67073,67072
71820,71821
71824,71825
69367,69366
71827,71828
71830,71831
71833,71834
57825,71842
48074,48073
71844,71845
71848,71849
61278,61277
66134,66133
71488,1187
7273,7272
63083,63082
26005,71217
69889,69888
57971,57970
50536,50535
71904,71905
6880,6879
71915,71916
31704,71918
38261,38260
17725,67379
63113,63112
71920,71921
71927,71928
53509,53508
20577,19587
67176,67175
32929,32928
6880,70345
16090,16089
33928,33927
52776,52775
35423,47112
51049,51048
32889,32888
45426,71963
55231,55230
59436,62404
56780,60486
52401,10722
71980,71981
38904,38903
71985,71986
21972,21971
65461,65460
72004,72005
14678,72009
64125,64124
19786,19785
35836,70342
25605,62034
10850,31742
70232,70231
44340,44339
15705,15704
53721,72050
51897,51896
67695,67694
58169,58168
43869,43868
26867,26866
72075,72076
55497,55496
66020,66019
67043,67042
29144,29143
33722,33721
21620,21619
69236,69235
38977,68194
31180,31179
69548,69547
72128,72129
50611,50610
37652,72135
24864,33062
68654,68653
72151,72152
22422,55468
18266,18265
7600,7599
67840,67839
72168,72169
11222,11221
34253,34252
4427,72182
6126,72183
72189,72190
46887,46886
72191,72192
15501,51502
72198,72199
72205,72206
67517,14900
50533,50532
72212,72213
69956,69955
23145,23144
31035,60817
36293,36292
72246,72247
37318,72252
63797,63796
18732,66915
62073,62072
72255,72256
14091,14090
64422,64421
72258,72259
31481,31480
56261,56260
17723,17722
72264,72265
13679,54117
39776,67307
63884,63883
67020,67019
8770,8769
36479,36478
64717,64716
72279,72280
6880,72284
63969,63968
34575,34574
72294,72295
68202,68201
72309,72310
71545,71544
27522,23227
53071,53070
72318,72319
28116,28115
30787,30786
72327,72328
72330,72331
62555,62554
72332,72333
56183,56182
70253,70252
72347,72348
39555,72349
55761,72352
41362,21170
28453,28452
7553,7552
30067,72367
69111,70131
57152,57151
57157,57156
16021,52956
8351,8350
36029,36028
65048,65047
10766,64414
72387,72388
6110,62914
72394,72395
72401,72402
14000,13999
63891,63890
49788,49787
8451,72120
66211,66210
38771,38770
70104,72436
37346,37345
24889,72437
41577,41576
30368,72449
72451,72452
41718,41717
