agentcreated_1,agentcreated_2
16179,20760
6641,28998
14013,14014
3907,3906
4158,63822
1873,3959
63839,63840
49290,16288
3006,1963
1136,63860
13758,35387
1445,15862
1632,63905
16355,58964
16945,84
40716,60015
18965,32963
7143,2581
4394,84
10163,64003
23977,23976
6248,20139
7387,26109
1873,64080
3771,26827
16209,16208
12959,64107
2540,42841
4285,1963
2938,64140
61801,61800
14082,15840
64186,64187
7364,84
26877,7916
15074,51740
1873,32990
11301,11302
22123,47778
76,51551
45470,45469
4992,59617
57984,6961
9545,35130
2217,64261
1136,42892
1136,24599
39111,39110
12747,64289
10437,56167
6108,64329
23316,30464
55349,55348
64338,64339
32663,21716
29614,43090
11652,64355
14082,64356
64357,64358
61363,64372
48707,48706
29605,64440
30228,64446
11696,33438
64486,64487
24610,64502
16031,16032
4516,20760
63273,64505
12897,1963
38367,42379
8889,64550
24617,47847
64567,64568
2938,64606
38061,23448
1631,14098
1136,36663
2758,27596
37698,37697
39863,34775
63062,64686
2938,64689
64691,64692
4262,4261
2318,2317
22330,43120
7369,50175
985,41253
23054,23053
11522,64699
14006,5313
1549,726
26352,64759
58209,58208
18986,43624
23316,14007
10697,19320
21498,21497
11704,30649
1632,38707
1445,3851
1136,51499
13113,13114
1136,13728
6112,64893
3390,64919
1445,64922
1005,51447
34585,64066
9989,35752
30880,64963
44711,5313
22146,22145
36731,56498
10451,44031
7900,1370
6302,1874
5947,54258
268,34258
10163,59897
28863,28862
8550,41716
1463,47609
8244,65088
28919,7916
17049,22096
20693,27295
23293,23292
1045,33435
13374,12737
31885,23226
14785,84
12378,84
9659,12730
50408,2581
1136,28644
3889,65177
1136,40236
12378,2516
5356,2606
1873,65188
9989,48566
8694,65249
1550,1549
1550,5324
65271,2351
65287,65288
7180,51914
798,57843
23395,23394
45482,45481
2758,65349
1136,65357
6280,14627
45917,45918
65400,65401
985,24634
65415,65416
4232,57691
1136,65431
6886,60329
10437,21340
2737,84
23877,23876
65509,65510
2521,36966
6886,65527
65539,48379
20047,20048
7387,8327
9199,57412
20187,20186
1136,43787
13226,17698
18661,53085
1136,11053
10820,10819
1463,65635
35016,35015
1445,5134
1136,37628
1136,1456
27513,7916
1445,65689
28758,39479
7724,29619
26829,3938
17049,60819
65728,65729
17812,52587
1136,64968
13124,65746
65755,34193
5815,65766
65767,51199
56589,56588
13667,65798
45117,2581
537,65800
33571,50125
9206,9477
33807,5313
13758,13757
7523,65845
5067,7321
31902,31903
1632,39059
5968,64144
1136,8526
11790,11789
5067,7916
1550,29724
52528,7664
3677,13397
6280,52686
1045,56768
24132,24131
3086,12689
66037,66038
5067,4252
2517,2516
63108,84
13623,28653
3245,3244
4394,23218
12412,24722
39507,66132
9505,27209
6775,66141
12559,28797
6297,62888
1873,18659
4262,66142
4347,4346
26978,2581
46117,63505
64072,64071
63629,63628
6775,25419
27761,1874
1445,66245
1632,12709
1282,66260
11790,66267
20425,66285
10697,10698
1632,34685
49584,1849
15643,15642
1632,24931
26110,2606
2962,64995
8407,8406
1463,66387
20761,20760
66409,32482
2457,66414
20693,66418
41734,41733
66434,66435
23258,23257
1138,2581
1445,24907
16355,16875
35578,53459
16589,16590
66494,54190
46576,65100
18260,66515
44511,44510
25707,25706
6886,11181
66542,66543
14142,42653
35606,66551
8200,20082
1216,84
64072,3045
1136,66566
1045,66584
12129,36534
15798,15797
66643,66644
33167,57226
20943,51598
1445,65945
35446,35445
1873,14098
66720,66721
34742,34741
1445,66757
66758,15612
29808,29807
4312,28481
31200,4252
1445,43549
66795,66796
66815,5313
34632,66829
28639,28638
66845,66846
554,48462
1445,66901
8338,8337
66926,17920
9682,84
51007,59592
45599,60015
15406,16745
51654,47893
10437,53110
48854,48855
57271,57270
1445,66961
20425,20424
7104,47744
3771,42734
9877,12538
1632,25906
1005,61574
26069,26068
12897,1874
49743,49742
2783,40748
67037,61051
14708,50772
10828,11485
5881,67060
24028,53317
10482,42018
4158,24587
23289,33415
67083,21319
1136,48029
20425,67110
1136,58229
2205,899
13777,37204
268,35019
4252,25906
33106,33105
1445,36396
6648,67185
22123,67191
5287,67204
50509,44459
5677,1874
12129,67235
63316,20019
5968,66217
8407,67244
7671,56026
31200,25679
9989,984
13623,17130
31369,67285
1136,67288
1445,63001
2758,67295
6108,19081
11034,42360
14137,67325
24028,24029
12129,67337
12747,54924
1631,84
513,67384
2205,7971
7369,38515
1045,17531
2240,2239
43205,16288
3677,12748
45042,45041
43012,43011
2240,54946
9397,21223
29125,12732
10437,28377
11704,48248
8617,61048
67486,67487
6108,55482
17517,17516
67493,67494
49475,67502
30804,38059
6652,6651
52014,52013
10947,41421
3677,63703
67535,67536
64850,1963
51019,84
42471,42470
10664,67573
42065,42064
16394,18323
61959,5313
67598,67599
25185,48405
3404,23358
20222,67610
8135,67626
1136,6237
3404,37351
51959,41374
67660,20485
4252,54085
53953,2013
1941,39852
11520,26452
44395,44396
13036,13035
67673,84
1873,12496
15800,44676
2962,59725
2962,41329
67743,11485
2457,67746
23381,25497
2240,25692
3458,56355
59211,1963
3677,3676
49126,64151
15800,63726
16505,60567
41449,67818
4496,56724
3072,67834
1136,10298
41708,56184
19290,19289
28863,67861
2302,5313
13667,64452
5815,19911
25719,49783
631,32775
6641,58786
55415,67918
67919,67920
1873,67949
67950,67951
39052,39053
1045,56141
8133,8132
49417,13265
30307,67978
2540,28913
6248,1874
64326,64325
48206,67993
2517,5313
1445,68029
1632,15312
16776,16775
68036,68037
33100,61768
62649,34741
4312,22584
9877,19104
5356,68079
2984,25102
21163,21162
30257,30256
8550,62367
40574,65075
5067,68126
2962,10814
45470,65857
12433,68164
41590,68172
5356,13989
35553,35552
1136,10049
31200,7916
26860,63493
26352,16203
509,11921
2517,28919
20499,40502
37855,726
1632,50716
63494,63493
33167,68279
18661,63800
59849,7485
29129,29128
37372,2581
3889,50287
9165,41819
19088,68165
8889,68332
3621,84
28499,1963
1136,32252
68361,34062
33048,33047
9397,41421
1632,44614
9435,84
12449,43767
10453,64162
798,62856
5287,28736
37102,68441
1873,1963
51368,51367
5067,84
1107,3938
12129,68535
37102,68548
11520,32831
68562,68563
33095,33094
62242,68569
1632,3562
9798,9797
1005,68602
68604,68605
14305,14304
1873,10565
68619,68620
18260,29137
13763,13762
17812,17811
14051,28705
1045,28250
985,17353
1632,68722
13036,29681
18260,68753
34550,33821
63380,63379
627,2606
14208,18806
4158,68848
2783,13797
65370,26628
1136,52691
63177,63176
12143,29413
14352,68901
23289,25965
4232,50839
36731,36730
64745,28264
18541,18542
50153,50152
27149,84
23502,68925
22996,68930
14051,10038
1445,32126
10664,68944
1632,10565
29461,84
7769,68715
2521,19375
24556,69008
1632,13797
5407,5406
1873,29361
24610,69032
31939,31938
48398,48397
1136,28705
6510,67349
1136,37358
1632,4252
1523,2821
11865,8814
9702,34853
19287,69088
1445,23170
49250,41751
69133,69134
62854,62853
69139,84
6198,6197
69164,49574
4473,61982
985,20278
6886,12883
868,60807
69238,69239
46172,69242
4158,53971
51838,51839
268,52481
27155,20923
12129,69268
672,84
2962,16720
6112,69302
10947,55806
19290,20029
1632,4330
8542,8541
30307,69311
8367,84
47422,47421
62768,62767
4675,16701
1632,52033
4252,21959
6158,25915
1136,69342
798,63678
11520,24421
41405,8057
6886,69349
14825,14824
8617,18211
42276,65964
69358,69359
66227,66228
26146,35222
26877,1874
69404,69405
2521,45206
15127,61686
13124,38419
9165,69433
3677,61113
1045,65847
1005,69455
6297,69478
5947,12419
33167,69483
29260,29259
31586,69495
59210,59209
24789,24788
13036,32446
3956,69516
22095,22096
26601,84
1632,67259
69537,84
53968,18569
3889,67321
1136,40100
9989,48981
1445,7154
9814,69560
38444,15378
39645,39644
39048,17100
1136,69578
976,48675
1005,45084
1463,56642
12129,44130
28634,34125
69633,69634
2517,17563
69662,69663
59452,59451
11932,64497
8269,23947
9165,57248
69687,69688
68066,68065
38367,67712
18260,34080
22123,69733
10664,13708
69765,69766
14051,1874
1136,69777
5356,2821
14208,50939
985,19584
17720,39163
40731,40730
2464,2463
5947,1945
10280,2581
16568,49985
23335,5946
1873,25459
9989,42132
14064,51184
29173,50731
22330,69903
7191,7190
2962,21943
2517,69922
20222,52996
24610,28343
69927,69928
69933,69934
36610,36609
25013,7240
1369,16791
2962,39621
69968,69969
69995,2581
28404,42418
44219,70031
2411,31101
30880,68468
25989,70057
26682,20785
13667,31102
9877,67118
4158,34102
62234,3926
13763,70090
8219,14007
65077,66695
65970,65969
70126,70127
9397,70128
31588,31587
868,39936
4312,66940
9792,12338
2521,22273
16031,17841
46117,46116
46482,60502
40241,69454
1463,16726
32346,67771
627,5946
9646,68958
70207,70208
6302,1963
268,19453
752,14812
46132,49118
23335,7916
1136,42958
4249,54284
21557,2821
3889,25708
10664,70266
65833,65832
63193,63192
48854,67572
70330,70331
1136,54421
8790,8789
9181,9180
69469,69468
32346,65322
6112,42179
23502,66744
513,70417
3815,5953
40044,25706
26591,54177
35529,35528
3458,70450
41746,26523
2433,36111
15334,15333
1463,70461
8150,1874
23502,70476
55185,70490
26352,40736
58118,58117
36731,68467
42384,48676
131,20962
513,31496
34774,31965
17613,17612
6542,21646
2433,70556
2521,57691
627,5324
59079,60692
1632,70579
1632,65226
43672,43671
12129,70590
1136,28064
6302,30464
18257,18256
70614,70615
40684,54645
4158,30511
19591,31164
868,69332
23834,23835
21863,64518
1136,55583
3072,3071
67511,67510
76,41355
5947,40422
36731,70714
5571,41647
1445,15461
18094,46118
42614,42615
29605,55549
12129,52428
2205,68861
33605,69938
62221,62220
3677,65270
52952,34816
13252,13253
21073,27561
50269,50268
1631,34018
46962,46961
2962,43408
1136,16468
4262,6063
11704,11705
1136,4205
4090,7916
4232,60572
6302,84
1136,4485
1136,70844
70847,70848
1873,16809
752,67387
42276,70855
18260,35519
12129,44497
44219,64394
22095,41287
1045,1044
4158,49903
1631,11682
66473,66472
45042,70964
1445,57067
1073,69305
21163,70988
70991,70992
70995,70996
13036,20680
5815,71059
3133,60004
11696,68461
15625,15624
31880,53427
6584,6583
4262,71112
24814,62730
5492,5491
9989,17353
9989,20278
51346,51345
268,16183
49562,47991
1631,71165
44836,71172
9943,26195
10664,71183
63378,63377
41514,41513
21519,71205
65850,65849
57509,57508
31586,31585
70013,84
21163,67385
67812,67811
71258,84
41506,20760
10482,66347
19316,5313
71317,71318
4330,1874
18986,36796
1873,71323
10994,71336
1632,71338
24988,24987
41275,41276
1445,63782
5356,5324
5947,37855
2758,71357
4262,50236
17611,57990
1136,71370
64589,64588
49482,49481
60957,60956
8114,71386
35670,71387
68687,63283
11239,84
4473,71393
50896,48483
1631,3938
64723,64722
70698,70697
20693,61030
38367,42511
71451,71452
16536,35487
1873,49382
2758,52170
10833,9729
2984,43482
71502,71503
31116,31115
71508,51033
4262,62178
37865,5313
1737,47551
24556,71528
69735,69734
985,39055
21545,47300
44351,47936
1632,726
71548,12730
5960,67881
1005,30379
26860,63168
1632,69556
5067,2784
9308,9307
10451,65057
12523,12522
49085,11575
12129,34093
64512,64511
71598,71599
45606,56206
7104,7103
10664,60255
25185,25184
18428,18427
1631,71279
7724,71631
5356,4252
3677,52595
2962,64243
6297,65204
24847,12689
1136,59516
65077,65076
47883,47882
8133,71665
19591,21172
6300,71675
22479,29901
25696,20790
31200,25599
40684,40683
7188,23008
5140,31777
65370,71724
7627,13880
60549,60548
43061,43062
32297,32298
57066,9631
32475,44659
1445,2911
28863,71759
10163,10162
26298,68618
9250,14698
16309,5324
2377,61993
3006,3363
976,71797
1005,71798
28863,71805
71809,71810
71817,44676
2962,51790
13226,33596
14082,71829
7523,15131
6620,84
5356,7916
37327,37326
71846,71847
3508,84
71863,39993
2962,67439
6248,3938
13733,13732
33038,61100
1136,38491
22072,28058
2758,47344
16394,16393
14208,45146
40044,71922
7724,63948
478,47230
45319,45318
1632,5806
71954,71955
1632,71967
63369,84
5287,13384
6918,72000
10482,72022
17471,24606
17812,72031
1282,14695
33048,51965
12129,24001
59369,39235
1632,23335
8096,27872
52771,42615
27240,72072
9165,16459
36203,58765
64310,64311
1632,72087
2962,72092
17720,17719
31711,9503
1632,8367
20154,20153
3815,6074
71565,71564
9989,48534
1136,23132
72159,72160
1550,41451
25545,25544
43847,43846
18260,72204
61055,61054
868,62020
33616,72226
1550,2821
10731,10730
8283,8282
54555,54554
27617,1963
7000,31126
26877,84
61859,20774
44830,44831
4312,54766
4473,16074
76,49164
61366,71198
3285,3284
28290,28289
53488,53487
10482,67519
4448,33507
40574,40573
15674,72346
49085,72361
28863,14755
22882,38493
2758,56936
33247,33246
10437,33219
59810,59809
47320,47319
2428,72385
22072,22071
10163,34992
10122,10121
62749,69947
10664,72398
1095,37550
13667,72409
11704,53913
72413,72414
1136,9654
13777,72418
33038,33037
30880,53685
55117,55116
3907,7760
45913,45912
2660,33403
4496,30799
50341,50340
20660,16032
57436,14007
1445,34589
4253,84
1448,31286
12129,16446
10482,56457
54402,72490
7227,7226
57573,1790
2962,65884
25545,57541
33510,33509
26682,70714
45941,52313
20943,13265
46111,70360
44460,44459
41109,41108
1136,39176
29482,29481
36985,41995
1550,71476
20230,49021
1463,14519
10482,40771
1445,58480
7523,52350
47048,62106
1136,1963
44229,1622
1632,33818
268,67479
53668,53667
29554,58026
798,2821
34774,72651
3015,60278
2313,2312
2240,72661
72667,72668
29403,29402
10482,57456
1445,16871
8426,18876
1762,46062
72692,72693
9646,21222
72701,72702
25719,25718
30880,49985
5287,69207
7950,30696
30801,1874
2457,16745
37934,9110
72727,28317
2818,2817
2962,55006
48028,13151
3677,40558
8694,8693
69864,69863
6034,84
437,39175
1873,84
1136,55221
5287,35171
38215,38214
9545,55026
29461,28647
47483,19425
12378,5946
3404,25346
15042,68992
1136,65328
5067,1874
9877,39395
5492,20071
67469,67468
17812,58454
12129,66941
71688,71687
22996,36581
53093,53092
21557,41419
6787,6786
268,69251
17733,84
10482,66008
16278,69769
48162,48161
34818,84
1136,72923
1136,23462
55629,55628
10437,56919
1136,42593
2422,2421
12354,31286
6297,6298
8617,50474
5571,73003
51668,24291
36812,25706
15406,41751
161,12919
71972,33403
9165,20067
9181,47315
22996,6491
1445,29594
13758,18691
32475,48656
1445,72940
513,33348
1632,54203
14233,37461
268,22670
12129,19540
13601,84
49475,49474
13667,30714
798,24104
51818,53380
3928,38758
3072,45919
22763,73071
28404,48673
73094,73095
53953,53952
27752,31048
1550,73102
63936,63935
15074,19425
30866,30865
67621,67620
41629,54930
40917,1449
3053,73129
56860,56859
5726,5725
2540,53584
4473,34250
56341,56342
1136,21142
18094,73154
5947,7916
1448,29434
627,11682
4252,64080
64169,8103
6641,21434
57784,68289
54823,64592
131,54871
33704,60556
44733,49452
25482,25481
47770,47769
752,22665
868,68184
36209,13786
22123,73209
31880,68432
18393,18392
18094,32621
12449,31073
31403,31402
26432,26431
55847,60673
1632,26423
54648,54649
3081,3080
25185,73245
3751,47392
1445,60561
14825,24594
40767,56179
3889,73296
3404,61265
35606,59492
42113,1052
14305,25736
24695,29059
69176,69175
53399,53398
70683,70682
2984,73333
4992,34986
49501,38246
2938,72453
44547,44546
23115,23114
2240,61997
1873,1138
3889,55422
6302,2581
4003,39377
14825,15916
7000,9566
17587,17586
32267,73406
73408,73409
25989,25988
11980,11979
1445,17356
76,57006
9181,69565
66779,66778
627,4252
68413,68412
28222,73463
17812,60484
51814,51813
6280,52603
1005,68140
22882,31265
22996,22997
268,22320
2938,48232
21183,21182
1034,1035
26150,26149
55707,55706
1873,72315
63442,11340
16278,72779
1136,65286
27466,63587
54042,54041
1136,12364
5815,73517
47533,47532
29111,73527
3072,67348
73531,8057
39462,19647
2521,50839
5968,9432
20693,30722
69081,69080
631,67752
53633,53632
32350,32349
13252,73477
40123,62028
73577,73578
63066,63067
60182,60181
1873,40569
20027,44195
5960,45778
73597,73598
23477,23476
6108,67704
1282,6344
12129,14684
10292,73620
3751,3750
12378,73612
31314,73022
2205,1963
64021,64020
21545,72121
2217,61395
20211,9027
71671,71670
4790,4789
268,34588
4771,4770
68719,68718
25599,25598
12129,53990
2521,37548
46698,46699
1005,9332
11278,18569
1136,53231
1550,48341
1632,73704
22882,40277
56490,56489
8617,35456
4232,10061
72708,72707
65556,34544
1445,63871
3458,64216
40716,47719
19287,72491
4253,51514
1136,72774
1045,55544
5356,5946
49530,62048
7627,15827
22330,61397
1445,14080
4252,55118
23189,58564
3889,70624
1369,1963
13036,51143
3907,20614
1631,7759
1463,37592
14137,68598
1631,4252
4232,6336
31369,73809
37685,68723
26860,60145
8121,8120
9989,48954
61542,7735
18094,55318
63273,63272
1873,73354
33581,4821
61543,62789
31880,37588
41274,26315
63615,53331
1045,37174
72927,72926
9989,50808
627,2516
56931,56930
31869,20124
1632,30511
12227,12226
76,48054
52459,52460
28863,73885
49070,42985
49657,73904
76,63873
554,30526
2521,5827
868,72477
60009,60008
4493,73932
6641,73935
268,70795
69797,69796
1136,69244
1136,73949
1873,72140
1445,62847
1632,72799
28863,71117
56931,61359
3969,2581
28265,35797
70334,70333
868,45024
49314,49313
4883,4882
1045,64353
3928,48844
55051,55050
3006,16468
70187,70186
50712,16143
1445,73999
15487,15486
64467,64466
8550,10809
28265,28264
27973,6237
537,536
1873,1945
12959,73954
2783,5324
67531,18098
36731,40340
74033,26149
6300,34099
3072,19157
2521,4924
2962,65408
268,7760
976,45790
1005,65310
3928,61886
868,70350
798,73612
13667,46847
41629,15116
2938,42820
5947,14098
76,9636
1136,37656
10947,42664
71431,84
8790,52828
6641,19625
7769,31108
1136,46592
1136,3441
18257,51325
56181,16288
1445,44513
21242,21241
42012,42011
14028,14027
1136,69257
31880,17050
73402,51033
12246,60398
1445,18870
19648,19647
21277,27306
1136,10038
18357,24509
8244,73590
30307,69421
15117,54930
9989,39055
9397,9398
8219,5313
67598,72961
1445,65810
73985,84
33955,1874
39790,39791
4262,74187
1136,24931
22072,68059
70803,70802
1136,45755
36209,51532
13226,13227
49039,49038
5414,5413
13036,13388
65827,66400
16374,26374
2984,65640
5287,66617
2984,13227
12121,67454
26198,32812
68991,55835
31350,72061
43321,32095
5815,61670
35545,35544
1445,34238
24075,24074
5028,37708
7769,41983
3928,43862
69054,63493
4280,15827
9630,74277
69054,69053
65192,65191
69378,5313
4992,65229
40418,70963
10451,74286
5947,2606
6158,71923
6641,51057
60882,60881
10482,63730
64732,51271
54114,54113
13252,74315
74317,74318
25899,27567
1657,11989
8617,25938
4448,68908
1631,25906
58151,58150
74356,74357
20761,63864
3508,7916
4262,73150
3739,55279
1136,23218
1632,5946
1136,66833
12412,25922
42994,68056
55764,84
12959,55501
31707,84
68286,68285
60212,60213
6886,44610
63284,63283
1005,20722
1762,70192
1635,44863
11522,65642
6300,6299
6634,6633
1873,8721
1657,39055
65351,84
9989,53156
17720,42408
55300,55299
10482,32841
20943,46855
72812,72811
18260,46451
23189,74437
1445,50770
1282,49328
6641,48131
627,44614
1136,69852
30307,70575
10437,48355
1445,25597
32873,726
18260,70407
58440,64168
36731,20785
1136,24404
34543,58666
1632,54295
1136,1135
70561,70560
1873,3938
34212,74498
9446,70242
12378,2606
31369,71578
3889,74512
28863,67940
21519,42027
513,50102
1873,48006
1632,63232
1790,63931
3404,35896
16536,8034
74523,74524
268,36520
32152,61056
4473,56124
53233,53234
9877,36783
868,46442
55607,55606
68772,68771
627,57843
8550,67830
7914,49281
4252,5324
73985,7321
161,30313
2938,74566
14082,38347
52671,52670
17221,84
9206,2581
1632,67696
1136,68741
76,1853
74590,74591
2457,32963
1445,66812
72603,72602
6297,47182
21557,6961
30434,16319
1005,69823
11866,7916
74634,74635
1873,74644
39846,3778
1136,38945
3458,58235
50153,54853
52380,48949
8244,46925
2938,72106
67493,13114
47595,47594
67986,65836
2521,52173
48378,40636
61826,61825
23502,68243
12879,55261
268,70517
868,25310
10482,67375
1282,70546
3361,68773
38061,38060
3390,3389
24556,51797
34543,45984
6297,73455
39616,34295
2660,65711
1445,60089
37521,5313
18180,43623
3361,39993
6510,6509
6135,27464
60685,60684
26298,68825
1445,26017
24617,57976
14051,1963
69385,69384
59758,59757
48791,48790
5947,5946
631,39972
1005,38228
6108,52837
62285,84
10482,69646
32873,84
22763,74748
12129,28319
18917,18916
1136,74488
2568,10566
30880,54570
1941,1940
37206,37205
10677,26888
2962,27736
24556,68479
6297,26187
3458,74778
12709,84
21163,53708
17329,74542
1445,58491
40917,31286
7490,54043
44019,44018
1962,84
1873,7916
2784,6961
8670,8671
41373,52078
12559,70161
11374,11375
14064,69482
51358,51357
2205,2821
33807,28374
1369,17661
6108,58377
21863,40756
19088,74327
18921,18920
54402,55031
4262,56758
1445,71293
3889,74302
13777,68603
14305,49791
3927,3926
5810,36359
58434,18569
22123,74845
6108,6107
13124,63237
2313,20485
31588,59804
23231,72317
12129,74850
29860,55395
26524,74851
10605,39112
22330,74648
1005,40433
42276,42275
38392,30715
59429,5413
37004,58112
63561,63560
2938,70344
19088,27396
49795,8657
985,48981
4252,2821
3889,74879
5169,73068
9702,51155
67165,67166
3015,73179
21557,5324
27452,1874
11196,11195
3072,74167
70986,70985
65925,68309
4249,27749
6394,6393
1045,1367
2205,29757
13374,23114
12448,12447
29043,29042
74909,74908
33167,35565
14082,71373
1631,39439
22330,22329
12433,70668
1005,26900
1631,71143
2938,57547
877,4415
24556,29451
131,34471
37685,37684
13252,72470
2240,30040
74413,28568
25185,68245
967,61565
10482,42302
22191,74578
6302,46653
1445,27284
1445,61726
67743,10827
7769,60496
6297,44744
1136,22221
41595,41594
53223,54757
1873,12419
16374,52302
40767,40768
3133,67407
75005,75006
6539,1790
20296,40086
1445,67422
1632,55118
22996,45750
5947,25599
10482,56304
12129,35958
23231,74784
36203,67905
43236,43062
868,7895
54402,54401
6108,18696
75052,75053
6302,4252
976,63573
20660,12730
46431,726
627,7916
4158,7143
4675,10171
68199,68198
38683,38682
10482,20826
68877,68876
1632,72629
27269,27268
3907,4398
131,44087
22996,46024
985,42132
30565,30564
18260,72817
4312,41378
868,28071
4252,25598
8994,7165
7180,67378
25707,19644
25185,75110
40667,40666
16073,56538
19129,42231
5815,33121
51007,51006
15800,64663
985,47356
20534,33851
4232,11997
16536,17056
9165,34500
25866,25865
15561,18144
63676,63675
30335,30334
1136,54804
21700,65474
24824,24823
1632,61795
23381,58156
9165,56263
2313,28024
49530,75155
56782,9677
3771,3770
1873,5737
5067,25599
1873,75058
40603,40602
48883,33851
40278,40277
6641,53771
5947,7165
5067,1945
4675,4674
1873,29724
1445,68436
5356,25599
41792,84
28863,75180
4992,4991
76,4474
1445,71122
28362,28361
31475,74808
13452,74262
72382,72381
9446,60039
23502,73365
26877,4252
3889,67735
16278,16277
20211,20210
25756,51285
5067,14098
5028,58276
52978,43751
34739,84
12959,41258
21863,23652
4473,47765
45224,19732
6430,84
6158,51488
23856,23855
2962,66778
59337,70914
30880,47253
55713,55712
36812,19644
20222,57641
4820,34778
14499,55111
1445,38350
1445,4815
4232,53191
40800,40799
3404,47211
47711,47710
3786,60319
6302,1138
28870,84
33953,7916
5169,70660
36203,28568
513,73238
57379,57380
9682,7151
44279,2421
1445,4911
50010,75252
59582,59581
2433,17685
75261,75262
5968,5967
985,35752
4448,33979
1445,65806
47451,47450
6641,26409
39507,39506
61505,61504
7825,7824
4473,28329
2521,10061
21732,44510
36628,36627
1445,51951
631,67786
33010,33009
9206,47310
35859,75007
1279,7545
16069,84
10451,32563
72918,39993
3500,7210
20693,71639
18260,38173
1550,75295
46711,46710
1136,8049
27752,38036
1445,59682
8784,25004
40826,40825
1136,2581
59800,84
2464,24423
1873,8886
48712,75302
33295,45184
28863,73796
53105,8012
6542,63670
28709,28708
1632,64080
10833,40673
16505,18225
5968,5588
1463,12517
11696,72508
73585,58577
26591,26590
47851,47850
12928,12927
25655,57073
73230,37407
7769,53074
18094,29790
54407,72985
268,29006
20693,20692
40917,29434
4262,72463
53105,38997
16374,53981
2457,73870
56464,6553
10664,57145
53189,53188
11520,40001
3404,26158
3889,67675
9630,63571
1631,7321
59369,46202
30655,74053
1632,57794
16747,75150
1445,67262
36203,36202
23381,36454
7914,60992
4280,14331
10451,58624
38297,1790
5968,48815
9943,73823
59429,41707
13667,74120
16747,58432
1445,9865
40490,42985
28215,72957
12959,29122
1136,54832
10482,32414
10664,30191
15192,75368
13777,75369
50890,50889
8096,43723
3889,74569
14305,64694
46172,68948
24789,5395
17329,69382
1873,57148
56687,44920
1136,65148
31099,55286
69727,69728
5382,71654
31588,51810
3677,29215
16778,16779
31995,31994
57984,5313
33704,42287
63485,63484
13252,26690
61664,61663
1445,3063
4883,66550
51071,66927
26978,1963
631,72987
20660,17841
69972,69971
6108,35583
15375,15374
57645,59475
3235,3234
554,72372
12107,40027
6158,32944
1445,15819
5140,75345
8784,53346
5046,5045
3404,21621
38213,63123
7769,43530
58662,58661
64127,64126
1045,63338
72157,14512
3677,59181
33953,2821
7523,55128
4496,61821
11790,66522
28851,45033
17611,17610
34632,46883
3613,60013
31880,69274
8244,54198
22330,50713
10163,42305
6542,74853
2377,14672
1136,74818
3361,19420
16179,7916
1136,63775
4394,1874
72105,72104
20211,60872
12129,60352
1136,56174
47732,47731
15729,66410
16444,16443
18673,18672
1445,46065
25185,29398
4496,62752
10605,40679
61720,61719
6108,66759
74406,74405
7369,7370
63839,72804
74345,74344
2521,40774
67743,70801
8269,72823
7523,66115
1136,2390
631,74796
71780,60329
1762,38362
30307,74938
1136,50235
66541,66540
40812,40811
24556,70504
27240,27239
11278,11277
73051,73050
6645,40760
12747,62419
21277,26045
56957,62137
44848,44847
54191,54190
268,66381
10451,19539
11034,65189
1136,39682
37967,14007
20943,48049
5810,69931
2269,84
2962,28735
9397,52076
37290,70790
25866,44138
48851,48850
61750,61749
631,630
8114,84
268,43665
30804,30803
26399,26400
16854,16853
627,3938
20222,69656
1136,33457
7387,7386
1136,58521
12959,73193
64732,26149
1873,4252
1136,25906
20534,68356
513,70721
1136,53717
44836,44835
17812,74418
18260,31761
8058,8057
5356,84
49126,35579
50851,50850
2962,16556
4232,19375
31588,73525
68784,68783
74401,74400
1445,70327
24274,84
48128,48127
27313,27312
14810,14809
39048,66048
32663,32662
13124,53453
12591,19767
19287,19286
32150,13373
20211,69301
35906,35905
18393,25421
4158,52647
47851,63434
28398,5313
9545,2886
55697,55698
1631,899
12627,72432
18976,18975
6108,12953
6641,43455
29605,61785
14352,14351
16031,12730
8617,8616
48854,72976
55415,55414
44505,44506
12129,14941
2521,60572
13616,13617
3677,30014
54407,54406
9165,75328
3771,26125
46235,46234
976,49523
13124,73025
1045,46943
5046,27096
1136,12515
20222,32409
1136,899
627,19660
71258,1874
46197,46196
68425,68424
65381,65380
1632,69113
25917,84
5382,13202
43430,43429
1136,62459
1136,21149
10482,69846
1136,7759
47202,47201
9630,43584
19591,68745
5140,68739
57436,5313
74343,74342
23475,18807
75488,75489
16536,38657
7165,726
1632,6237
2377,2376
76,13221
32823,56621
13758,40838
36203,60920
27169,2581
1889,1888
1445,75487
16278,60169
70972,70971
27114,71753
63931,84
12879,12878
17739,70054
6645,23440
1632,14098
