latitudelongitude_1,latitudelongitude_2
56337,56338
56365,56366
56369,56370
47023,47022
56397,56398
50394,50393
32193,32192
36466,36465
56454,56455
56477,56478
56487,56488
56491,19912
56493,22770
56501,56502
56509,56510
56514,17725
5691,5690
46179,46178
56535,56536
56539,56540
17624,17623
56556,56557
56562,56563
56564,56565
56573,56574
56575,56576
44111,44110
56583,56584
56600,49662
31834,31833
39856,39855
49612,49611
56674,56675
56688,55673
15794,15793
20090,20089
56697,56698
56717,45738
56735,2193
56748,56749
56760,56761
47088,47087
56778,39148
56779,56780
35748,35747
30152,30151
41317,30857
56826,56827
56842,27886
26444,26443
45524,45523
25052,25051
56902,49551
29794,14338
30666,30665
56966,24430
56991,53352
48450,48449
57020,57021
57027,57028
44342,44341
57050,13679
45386,30166
21612,21611
23236,23235
57111,57112
57125,57126
57151,57152
57156,57157
45255,45254
57202,1261
57223,50070
57243,57244
57246,57247
30647,8451
57257,57258
57273,57274
57288,57289
34411,34410
57305,57306
8039,8038
57320,57321
57329,57330
57349,57350
31153,31152
32523,57354
57356,57357
28883,28882
48007,47824
57390,57391
57393,57394
57440,57441
57455,46319
57464,57465
51221,51220
57486,57487
57511,57512
57536,57537
57542,25221
57551,57552
43960,43959
512,511
1151,1150
57595,57596
57610,57611
57613,57614
57620,29115
27598,57625
57639,10138
41401,41400
57649,57650
57654,57655
57661,57662
33015,23604
57702,57703
33726,33725
57722,35785
57725,57726
38562,19713
5078,5077
57787,57788
38801,38800
56701,56700
57837,53303
51298,51297
57873,57874
57893,57894
34677,34676
14266,14265
12652,12651
57943,57944
55842,34897
57959,22396
57968,57969
57970,57971
52010,52009
58002,58003
29441,29440
58015,58016
58017,58018
53851,53850
58023,58024
50814,42395
58061,58062
58065,58066
58086,58087
58088,58089
58090,35258
58107,58108
3924,3923
43256,43255
58140,58141
30513,30512
49971,49970
58168,58169
58181,31809
48680,48679
39798,39797
58204,58205
53142,53141
58227,58228
43639,43638
58259,58260
58263,58264
58293,34191
56061,56060
58306,57650
58324,58325
58329,58330
58331,58332
58342,58343
27861,27860
58378,58379
46655,46334
21111,18407
17370,17369
35942,35941
58407,58408
58410,58411
32248,32247
58456,58457
21854,21853
58477,58478
25016,25015
30167,30166
12311,12310
55948,55947
58538,58539
58540,58541
41495,41494
58558,58559
58568,58539
58572,58573
58578,41620
39671,39670
58645,58646
58648,58649
57240,57239
46273,46272
58719,58720
58741,58742
55055,55054
58772,58773
43817,43816
58268,58267
58794,58795
33437,33436
11120,11119
52651,52650
58840,58841
58844,58845
58848,20687
58851,58852
46659,46658
32271,32270
58879,26558
58894,27152
58902,58903
58926,58927
58929,3524
45930,45929
58940,58941
25959,25958
58946,58947
58962,58963
34636,34635
58530,58529
58980,58981
58990,13336
58991,58992
46680,5471
59000,59001
30625,30624
59044,59045
54236,35427
59046,59047
59048,24215
59052,59053
59058,59059
59076,59077
59086,59087
59098,41985
59108,59109
53818,53817
29429,29428
59127,59128
59140,59141
59160,59161
3447,3446
49388,43996
59192,59193
52593,59202
59205,59206
37289,37288
59227,53694
53486,53485
59233,59234
5643,5642
59254,59255
52122,52121
7662,7661
18999,18998
59295,25033
54014,54013
59312,11782
59317,22881
14290,11782
59323,59324
55989,55988
59360,59361
59368,26635
49432,49431
59370,59371
41241,41240
39757,39756
59424,59425
59426,59427
59430,59431
59432,59433
59435,59436
27728,27727
59480,59481
49866,49865
59496,59497
38458,38457
59503,29305
59507,6382
59509,59510
59536,59537
59540,59541
44583,44582
15102,15101
11689,59575
43157,43156
59605,59606
32085,3672
51588,37834
22963,22962
59678,38856
59683,59684
35259,35258
59697,59698
24257,24256
11365,11364
15409,15408
12440,12439
32997,32996
14971,14970
49185,14005
53255,53254
59839,59840
44075,44074
59860,12822
59866,59867
59883,59884
59888,59889
59894,59895
37876,37875
32890,29008
59939,43785
59970,59971
59973,59974
59987,37058
2957,2956
49973,49972
60022,46164
60043,60044
60051,60052
37038,37037
60060,60061
60068,60069
60082,36798
60111,60112
60130,60131
39709,27886
23283,23282
18562,18561
60153,30787
26140,26139
60166,761
58922,55109
60176,60177
59241,59240
54902,3829
60234,60235
60236,60237
60238,60239
60240,60241
60244,60245
60260,15848
60261,60262
60268,60269
60302,60303
60312,60313
23772,23771
60347,60348
52895,52894
15574,15573
60361,60362
40115,40114
60366,60367
56003,56002
60374,60375
34936,34935
60388,60389
60392,60393
15124,15123
60402,60403
58239,58238
60422,60423
56166,56165
60435,3524
60440,60441
60444,60445
49999,49998
60473,60474
60486,56780
59167,59166
60490,60491
56281,22396
47987,47986
60530,60531
43478,43477
60550,60551
59590,17819
12841,8243
60577,60578
52899,52898
60587,34716
60614,60615
28055,28054
34524,33607
31202,8243
19557,19556
17421,5468
45515,45514
60665,60666
60671,60672
40955,40954
60701,60702
12079,12078
60743,59711
31697,31696
41388,41387
60798,761
60802,60803
60817,31035
57674,57673
43885,6138
60834,60835
45733,45732
60846,60847
42583,42582
6917,6916
60901,60902
58126,58125
60913,60914
60936,27261
56824,49972
60948,60949
60954,60955
60972,60973
42096,42095
35405,8637
38449,38448
61014,61015
61020,61021
54815,54814
50207,50206
44274,44273
61062,61063
61066,61067
61069,61070
61075,61076
49015,49014
51469,51468
56950,9257
61123,61124
49150,31925
61135,61136
52737,61140
56283,56282
61155,61156
31730,31729
57732,57731
55368,55367
61181,61182
25139,25138
61195,61196
49676,15182
61209,17725
61240,61241
61245,61246
61277,61278
61295,55709
61304,61305
57450,57449
61324,61325
61328,61329
61336,61337
61340,61341
61342,46334
61343,61344
61348,61349
61365,60705
48267,48266
58470,46358
20372,20371
57325,57324
61418,61419
61430,34068
59712,59711
61449,61450
61462,6880
61463,61464
40176,40175
61483,61484
61496,61497
61511,61512
43916,43915
61516,61517
61522,32807
23377,23376
50785,57869
61540,61541
61549,14431
40088,40087
61552,42480
39777,39776
61557,61558
61563,61564
49214,49213
50116,22695
54935,11357
61588,5642
42174,42173
58768,58767
61653,61654
61657,61658
25429,25428
61689,761
44897,35747
57948,57947
51857,51856
61597,46334
61700,61701
61710,61711
61713,61714
25636,25635
42204,22770
61727,61728
61732,12992
61740,61741
19804,19803
29141,29140
61773,61774
61776,61777
61786,61787
51526,51525
61791,61792
52473,52472
61804,10734
61811,61812
6383,6382
61084,61083
56582,56581
22568,22567
61880,61881
40981,30615
61895,61896
61898,61899
35424,35423
61911,61912
61921,51414
41368,7389
35169,35168
61934,61935
61953,61954
61969,61970
61979,30857
51700,51699
62007,54380
62014,62015
62024,62025
52366,52365
62034,25605
40689,5126
62043,62044
62053,62054
62072,62073
62074,62075
28088,28087
62090,62091
62104,62105
62116,62117
58180,37974
62125,62126
56549,3524
62133,62134
62145,62146
57998,57997
62153,62154
62159,62160
42723,41601
62163,62164
6687,6686
62176,62177
62188,62189
44916,44915
62204,62205
8715,8714
62217,62218
62236,60235
45091,45090
55073,46055
61656,13609
50590,50589
34306,34305
62283,62284
62294,62295
44811,44810
62301,62302
24151,24150
51516,51515
62340,62341
59955,59954
60813,60812
53915,53914
62013,22498
53426,53425
35176,35175
60513,49373
62379,17742
6611,6610
23615,23614
62404,59436
40889,62408
62410,62411
62415,62416
62420,59927
62424,62425
56895,56894
62478,32427
42906,42905
47709,47708
29911,29910
55098,55097
41636,41635
47465,47464
62510,62511
62520,62521
62535,62536
62554,62555
26436,44476
59731,59730
62583,25428
52160,52159
26844,26843
56169,33464
62587,62588
26582,26581
57301,57300
56667,56666
51886,31309
62625,62626
41299,41298
34390,62635
61772,61771
58830,58829
62664,22770
61866,61865
57286,57285
62683,12001
62628,62627
13145,13144
59721,46319
62695,59197
45245,45244
62712,62713
22917,22916
62735,62736
51112,12170
62741,62742
47349,47348
62775,62776
62777,62778
49375,40530
10246,10245
57206,57205
47390,47389
62828,62829
62831,62832
62057,29074
62836,62837
37051,37050
62842,62843
62870,62871
62874,62875
62881,62882
62883,62884
61965,61964
39089,39088
23456,23455
3174,3173
62914,6110
62923,62924
62925,7273
48228,48227
62936,62937
62945,62946
55487,55486
62966,9901
43069,43068
62971,62972
19913,19912
63005,63006
46571,46570
63020,4672
8110,8109
41289,41288
43141,43140
27907,27906
581,580
63081,59606
63082,63083
45813,45812
39001,39000
53922,53921
63110,63111
63112,63113
53210,53209
23788,23787
24944,24943
63171,63172
63175,46189
63182,18322
50659,34858
48906,48905
46339,46338
63214,27325
63224,63225
7849,7848
63229,63230
63246,42187
56831,56830
63262,63263
61198,12400
63269,63270
61184,61183
56245,53432
53569,53568
63303,63304
63306,16623
31595,31594
53193,53192
54068,4905
11829,11828
63354,63355
36683,36682
41015,41014
35226,10850
59557,59556
57432,57431
63381,63382
59379,6880
63151,63150
60515,60514
55457,55456
61861,1186
63461,63462
63499,63500
50562,20529
63516,30242
47809,47808
63537,63538
63539,63540
16695,16694
36105,36104
63567,63568
62743,54126
38821,38820
63582,63583
6512,6511
63597,31999
63607,63608
63622,63623
63654,36334
62931,62930
54526,54525
63690,10138
63696,63697
56873,56872
63717,63718
21192,21191
63732,24215
63760,63761
34533,34532
31053,31052
63778,63779
61918,11272
55145,55144
63796,63797
63801,63802
63810,880
63813,24845
52268,46322
42887,42886
63818,63819
62253,62252
57106,18322
63834,63835
55022,55021
63862,8451
13915,13914
63881,49714
63883,63884
63886,63887
23665,23664
11358,11357
63890,63891
63919,63920
34841,34840
61646,61645
63925,63926
42241,42240
63743,63742
10041,10040
63932,63933
62115,31481
49663,49662
51090,51089
36443,36442
63963,63964
63968,63969
63976,63977
63989,63990
53754,53753
63061,63060
45487,45486
64022,64023
64024,64025
64030,64031
64034,63964
49374,49373
55034,55033
60983,60982
64077,64078
64079,49378
64088,40
48507,48506
64104,64105
38560,38559
55763,50023
54102,54101
64124,64125
64157,64158
64164,58658
50006,50005
64182,64183
64234,64235
64245,64246
64253,64254
64283,64284
64287,64288
64301,31720
47932,45880
27742,27741
64319,64320
29234,29233
47418,47417
10412,10411
43423,43422
64365,64366
64370,36826
64375,64376
16492,16491
45374,5511
64388,64389
61699,21886
40531,40530
64403,64404
4906,4905
64414,10766
64418,64419
61680,6529
64421,64422
64424,64425
64443,64444
30776,30775
64454,64455
64479,64480
25394,25393
64500,32241
43133,43132
64506,64507
64508,64509
64238,64237
64531,9901
35951,35950
64538,64539
21359,21358
64540,64541
64549,50536
1262,1261
64625,64626
46857,46856
64646,40766
64647,64648
26946,26945
64664,64665
40588,40587
53651,53650
64716,64717
64720,28497
62868,62867
2921,64725
54132,54131
64750,35264
64751,64752
26354,26353
48989,48988
64768,64769
64771,64772
59811,15848
64197,50779
64778,9126
64781,64782
62431,62430
64800,64801
64802,64803
38549,38548
64813,34891
64817,64818
64819,64820
63774,43477
517,516
64834,64835
64838,64839
64846,64237
64852,64853
41873,41872
64865,64866
64869,64870
64887,10850
64895,64896
64929,64930
64931,64932
64941,64942
53027,53026
60012,60011
64948,64949
63515,63514
64996,31035
64997,64998
65007,65008
59942,59941
15680,15679
65042,65043
65047,65048
1765,1764
47844,47843
60542,60541
65083,58042
8010,8009
65089,65090
46840,46839
18114,18113
65098,65099
50011,11602
31873,31872
62822,62821
65120,65121
65128,65129
49225,22422
24511,65131
65133,65134
65144,65145
65163,65164
20001,20000
5854,5853
65173,65174
65193,65194
65197,17742
65198,65199
53379,52840
63592,63591
65251,65252
6862,6861
65256,65257
65259,65260
65263,13336
65272,65273
37222,37221
58580,58579
28531,28530
53501,11782
65305,65306
65316,65317
37624,65318
65320,65321
18320,18319
65347,65348
58681,58680
57210,57209
44585,44584
65376,65377
36857,36856
65388,65389
8060,8059
7787,7786
59267,59266
65424,65425
65440,65441
65460,65461
65475,65476
37979,37978
23495,23494
58555,65498
58070,58069
32786,32785
21601,21600
39928,39927
14957,65514
8567,8566
52915,52914
55473,55472
65544,65545
26546,65343
52857,52856
31161,31160
38287,15848
65568,65569
65572,65573
65582,65583
65588,65589
65597,65598
65600,65601
65616,65617
65620,65621
65647,65648
18317,18316
5103,5102
65663,65664
45739,45738
65671,65672
37704,1186
38867,38866
65716,65717
24865,24864
36888,36887
65730,65731
65734,48547
43934,43933
56595,17988
65763,65764
34581,34580
65789,65790
65792,52328
58426,58425
65796,14162
51981,51980
58258,58257
65834,63856
65842,60902
65851,65852
58043,58042
65860,65861
65874,62252
65892,11782
49042,49041
65900,65901
65920,65921
65932,65933
54468,54467
60706,60705
65944,60033
65951,18524
23150,23149
65961,4677
65962,65963
65974,65975
65983,65984
65985,671
65997,65998
54921,54920
66004,66005
13337,13336
66013,54193
62610,62609
66019,66020
66045,66046
65968,65967
59851,59850
60315,60314
37849,37848
37305,37304
38795,38794
66078,66079
59023,59022
66092,66093
62513,62512
66113,66114
66124,13679
66125,66126
66128,66129
66133,66134
66149,7546
2212,66151
66155,66156
49425,49424
4842,4841
64056,22779
66199,66200
66205,66206
8529,8528
66210,66211
66220,66221
66223,66224
41662,41661
66232,65681
66247,66248
41617,41616
53759,53758
24846,24845
66271,66272
62890,40781
66279,66280
63090,63089
26227,26226
21739,21738
66298,3829
39540,39539
63234,761
66329,66330
39738,39737
66339,24260
60603,60602
22017,22016
17316,17315
66350,66351
66360,66361
59004,45897
66366,66367
66370,66371
66372,61787
65157,65156
66377,66378
66382,66383
66385,11782
66388,66389
33327,33326
52099,52098
52722,24367
65991,65990
66416,66417
58101,58100
48042,48041
30922,30921
31430,31429
39081,39080
66463,66464
42478,42477
53433,53432
64536,64535
61045,50611
14560,14559
66492,26779
39415,39414
50791,30897
38900,38899
61112,61111
18139,18138
54291,17180
60853,8451
65126,65125
58008,58007
66346,66345
51511,51510
15823,15822
66564,58108
41823,41822
66570,66571
66585,66586
59788,59787
66603,66604
56812,56811
66627,66628
66634,51953
63575,63574
62710,62709
55867,44471
61399,61398
64049,42071
64006,64005
62273,64134
66671,66672
50126,3524
20545,20544
51126,51125
62820,62819
66701,66702
11146,11145
66708,66709
39556,39555
32470,32469
66723,66724
55768,66734
49737,49736
43241,43240
58627,44519
7835,7834
66749,66750
57735,57734
42546,42545
66766,22396
66769,66770
45445,19580
29743,29742
66003,66002
39166,39165
12171,12170
62740,24597
66799,66800
66820,66821
66834,66835
37504,37503
33021,33020
66851,66852
49856,49855
66859,66860
51681,47333
66872,66873
50758,50757
27680,27679
48098,48097
44834,44833
52497,52496
20633,13679
66915,18732
66917,66918
65392,54101
55624,55623
66934,66935
64457,64456
24926,24925
48570,48569
8650,8649
66964,66965
66970,50533
62469,62468
56295,56294
30645,11390
17022,17021
52300,52299
30888,30887
32654,32653
67011,67012
66968,66967
67019,67020
67021,67022
25002,25001
53168,53167
44776,44775
52285,9454
67042,67043
53187,33089
67047,67048
46275,46274
67067,57592
67072,67073
67091,67092
51610,51609
28346,28345
54716,13716
32165,32164
67152,23104
62728,62727
49218,49217
30616,30615
64275,64274
67172,67173
67175,67176
32194,67180
62369,36372
66781,66780
67206,27152
55226,55225
67260,67261
67264,67265
66343,66342
37771,37770
67281,67282
67300,67301
67305,67306
67307,39776
67319,67320
55023,12030
67335,67336
67338,22422
67339,67340
67345,23664
64118,64117
67356,67357
67361,67362
28111,28110
44409,44341
67373,67374
67379,17725
60641,60640
53375,53374
53281,53280
61875,21652
67418,67419
26308,67426
67433,27932
21231,21230
10745,10744
64439,64438
5387,5386
48525,48524
67455,67456
63786,63785
65064,65063
67473,67474
53401,22460
21409,19556
67482,67483
67503,67504
66890,66889
15858,15857
14900,67517
19436,19435
67529,67530
53218,6150
67553,67554
67555,67556
67570,67571
67578,67579
61525,13492
51946,51945
31238,31237
50491,50490
55110,55109
43663,43662
64857,64856
67611,67612
67622,67623
25611,25610
59806,59805
41,40
67647,67648
67654,35258
21400,21399
18858,18857
67639,67638
67670,67671
38985,38984
67677,67678
67690,67691
67694,67695
38939,38938
67720,67721
67005,31877
67738,67739
63421,63420
39485,39484
55313,20992
67749,24845
58364,58363
67765,67766
67769,67770
61172,61171
14582,14581
62372,35258
67781,67782
5107,67787
67790,67791
48251,48250
49104,49103
55166,55165
67820,67821
43792,43791
67825,67826
67832,67833
67839,67840
29075,29074
67856,67857
67859,67860
61863,61862
25746,25745
67888,67889
26421,26420
31490,31489
57889,57888
60074,60073
53902,53901
67922,67923
63912,55472
46382,46381
49175,49174
55263,55262
67931,67932
67450,67449
67941,55092
43771,20992
67947,67948
67952,47146
58688,58687
39789,39788
5391,5390
65523,65522
67980,67981
67988,67989
45022,45021
68005,68006
32887,32886
43997,43996
50194,50193
68022,68023
68027,68028
68033,68034
68045,68046
68051,68052
37975,37974
63206,63205
45665,45664
46475,46474
63979,63978
42239,22806
68076,68077
68080,68081
68082,68083
57922,57921
68091,68092
47028,47027
50950,50949
68107,34207
50925,50924
68124,68125
67646,18575
57762,57761
68143,44061
53278,53277
68160,68161
48606,48605
60787,60786
23703,3524
67351,67350
47740,47739
68192,33196
68194,38977
68201,68202
68203,68204
68206,68207
68210,68211
53761,10263
48193,48192
63940,63939
45859,45858
34898,34897
68241,68242
60611,4455
68275,68276
68277,68278
60026,60025
55810,55809
68283,68284
61925,61924
68319,68320
56703,56702
68339,68340
68049,68048
27076,27075
52597,52596
32408,32407
35153,35152
61134,61133
68376,68377
62229,31503
68389,68390
59122,43282
51758,51757
68437,68438
68439,44080
68443,68444
62581,38639
10022,15389
53799,53798
38100,10071
68489,30817
29662,29661
57694,57693
68494,17180
68500,68501
65002,65001
45690,45689
43981,43980
15183,15182
68521,68522
58381,58380
68529,68530
64891,64890
15061,15060
68543,68544
39812,31870
65241,761
7229,7228
68567,68568
37994,37993
51518,6150
19148,19147
34400,34399
68625,41557
68627,68628
65759,65758
68635,68636
65471,65470
61591,61590
68642,68643
68644,68645
62445,62444
68651,56378
68653,68654
6802,6801
68673,68674
65508,65507
48263,48262
68692,68693
66084,66083
65118,68705
68707,68708
49198,49197
68742,5468
68519,68518
68746,55421
63680,43386
44358,35849
68782,52009
68792,68793
62879,62878
27842,27841
60134,57247
43036,43035
68844,13519
9881,9880
55620,31605
68849,18328
10161,10160
61008,61007
14688,14687
68864,68865
48392,48391
68884,68885
67053,67052
63324,22238
68888,68889
59958,27062
49049,49048
68903,68904
23337,23336
16262,16261
45865,45864
68913,68914
68915,40515
67799,67798
60895,60894
63243,63242
68939,68940
33842,33841
68951,50214
57378,57377
68959,68960
68962,68963
64957,64956
65010,65009
44728,44727
68982,68983
38739,38738
68987,68988
54634,54633
69007,67362
54546,40063
46916,66588
63357,32974
37665,37664
35342,35341
69086,69087
69089,69090
53020,35258
26879,11782
69100,56581
40264,40263
14488,14487
56084,47830
31705,31704
69123,69124
69126,69127
30818,30817
68402,64274
65228,65227
69146,69147
69149,36391
17534,17533
69150,69151
45362,45361
29046,29045
69178,69179
50724,50723
69188,69189
69193,35718
42502,42501
61651,61650
55755,55754
52824,52823
48746,48745
69228,69229
69233,69234
69235,69236
69240,14662
55920,55919
69265,69266
69272,69273
34824,34823
69288,22396
69308,69309
31247,31246
23561,23560
69317,21992
69319,69320
62563,62562
42519,42518
69345,69346
69350,41577
61243,61242
1164,1163
29985,29984
69366,69367
21018,3829
69376,69377
69051,5468
39720,39719
69391,69392
57131,57130
58869,38517
60344,60343
67333,67332
59930,59929
69436,69437
36666,4841
69447,69448
59484,59483
69458,69459
54194,54193
17762,17761
36050,36049
2431,2430
66713,66712
62180,53071
69496,69497
69498,69499
69503,69504
54151,54150
22246,22245
57593,57592
69519,69520
59934,47166
69531,49373
22823,22822
69547,69548
69550,69551
36827,36826
64277,39087
59396,69558
69563,69564
30215,30214
26467,26466
36548,36547
46910,46334
21776,21775
67901,67900
67533,13336
55667,5126
69580,69581
58550,58549
58421,58420
66666,66665
69603,69604
69608,69609
21395,21394
65771,65770
69617,69618
69085,69084
63164,63163
67775,32241
69647,56345
56328,56327
65871,65870
69664,69665
68923,27820
69671,13679
55252,55251
63298,63297
69678,69679
69706,69707
49320,36429
37890,37889
69714,69715
65039,9901
69736,46093
35910,35909
55766,55765
4338,69786
19283,19282
68375,68374
67538,67537
61452,61451
69637,69636
60107,60106
60757,60756
52050,52049
69827,69828
38187,38186
28423,28422
69600,69599
69866,17800
54432,46603
6987,6986
54803,54802
69875,69876
59150,59149
69881,69882
69888,69889
69892,69893
64154,64153
69899,69900
51180,51179
69915,69916
69948,69949
64448,64447
69955,69956
65405,65404
37634,37633
69976,69977
67970,67969
69988,22422
61281,61280
59910,59909
69999,70000
70001,56287
23361,33727
70005,70006
70018,70019
42697,35765
57327,3524
63971,63970
69905,23321
51990,24215
57590,57589
67846,67845
60309,60308
35071,35070
70041,70042
56981,22770
17111,17110
21653,21652
67079,67078
70064,70065
13690,13689
17743,17742
70071,70072
55841,55840
41976,41975
27357,27356
70087,70088
70091,32896
37276,37275
70103,70104
70107,70108
70109,70110
5022,5021
52795,52794
62675,62674
45287,45286
67089,67088
50595,50594
70131,69111
68789,68788
46305,46304
63897,63896
24261,24260
32758,32757
22423,22422
70162,64998
67657,57449
70178,70179
57481,54286
70183,70184
70194,3829
45841,22396
41099,41098
70205,70206
30220,30219
70212,70213
47970,34837
66600,66599
60946,70220
70226,6150
40465,22396
60584,67205
70231,70232
69614,56807
25738,25737
70247,70248
38941,38940
70252,70253
70261,70262
49615,49614
66479,56811
6754,6753
70282,70283
9940,9939
70298,27700
70299,70300
43789,43788
70313,14182
57415,15408
59944,10850
52315,52314
70100,70099
61204,12242
68330,22893
66107,59717
54530,54529
38995,38994
70342,35836
65519,65518
70345,6880
43247,43246
58659,58658
57755,26867
58510,43808
57795,12075
70367,70368
70375,70376
70377,70378
61554,61553
52860,28081
70401,70402
67137,67136
40700,40699
56331,56330
70420,70421
56973,56972
70429,70430
70433,70434
59843,59842
70438,70439
70447,70448
70454,70455
20121,20120
70480,70481
8503,8502
45126,45125
37321,37320
18576,18575
35166,52401
66537,66536
70524,69229
70531,68768
42124,42123
64883,64882
70549,70550
11203,11202
69685,34918
66909,66908
70569,70570
63765,63764
59170,49569
64146,64145
70603,13679
70605,70606
57558,20481
70611,6686
70622,60423
44306,13200
70635,70636
60526,60525
70648,70649
45776,45775
62254,42962
45174,37834
70655,70656
59326,59325
62527,62526
8400,8399
70691,27886
64433,64432
47379,47378
52844,42480
62356,50919
70706,70707
70708,46334
70710,70711
70712,70016
70713,52062
66718,66717
70729,62256
70732,70733
63673,63672
62648,62647
69998,69997
69620,69619
44767,44766
66239,66238
47726,47725
62113,62112
61080,61079
69232,69231
51466,51465
64160,56378
68894,7546
69199,69198
70602,70601
34226,34225
47957,47956
25195,25194
30353,30352
65040,38820
63251,63250
2359,67509
49128,49127
25252,13679
70833,70834
68624,68623
70084,70083
68875,68874
64636,64635
69677,69676
56292,41362
63403,63402
70873,70874
70876,70877
70879,70880
57846,57845
70893,70894
56115,70896
60034,60033
34188,34187
56823,56822
35407,35406
70938,70939
64954,64953
39715,39714
10925,10924
44962,36245
68927,68926
2496,2495
70957,70958
70965,70966
68004,68003
10587,10586
70982,70983
41615,41614
71004,71005
66276,66275
71011,71012
1609,1608
63474,63473
52352,52351
48604,48603
8169,8168
70974,70973
71023,1186
71024,71025
47815,71026
71039,71040
20532,20531
708,707
71052,71053
71070,51831
71072,71073
70171,70170
38648,71075
71082,71083
53179,53178
70728,53141
71095,11782
55288,55287
71104,71105
71109,23324
44816,44815
56543,56542
71127,71128
52418,20871
27262,27261
40961,40960
43737,43736
70970,70969
52359,52358
71174,71175
43527,43526
11440,11439
71182,38608
7547,7546
57416,7347
71217,26005
30233,30232
64914,64913
46122,46121
60912,60911
20993,20992
71242,71243
71246,71247
71252,71253
71256,71257
45003,45002
36274,27615
57599,57598
30298,10138
22066,22065
39144,39143
71288,60131
71311,71312
56361,56360
36265,36264
52321,52320
71327,71328
33224,33223
27141,27140
71345,71346
71350,71351
55384,71352
69803,69802
70475,13854
70037,22422
52804,32889
25603,25602
56147,56146
58075,58074
56374,56373
56809,20120
30326,22396
71404,71405
29311,17489
52170,71415
58570,58569
58979,58978
46355,46354
71426,71427
16313,16312
59680,59679
70866,70865
30621,30620
71446,71447
17249,17248
66365,7656
52425,52424
71472,71473
71478,8649
47167,47166
66662,66661
71481,71482
71484,71485
61115,61114
44142,8637
71509,71510
68119,68118
42895,42894
20333,20332
36799,36798
50682,10850
28875,28874
71538,22396
71544,71545
70526,70525
51233,46188
63966,63965
71550,71551
65146,45410
35939,35938
13825,13824
66466,66465
59802,59801
19955,19954
29054,29053
71574,71575
8996,8995
27340,27339
62481,62480
70139,70138
21109,21108
71613,66770
20286,20285
55762,55761
71619,71620
48104,48103
52953,17725
16229,16228
44333,44332
67149,67148
44291,44290
66337,66336
62401,62400
71645,71646
46794,46793
63511,63510
70784,59966
33074,33073
35334,35333
68710,54262
53313,53312
54064,54063
36353,36352
63490,63489
63012,63011
38875,38874
41804,68871
15522,15521
71708,71709
14707,14706
42553,42552
67507,67506
71159,71158
65840,65839
30575,30574
5432,57424
71731,71732
46742,46741
58419,23972
39651,39650
40843,40842
71755,71756
8659,8658
71536,35423
41944,41943
56614,56613
71785,71786
55201,55200
64482,64481
71794,71795
9670,9669
71803,71804
69296,25055
71822,71823
50113,18418
71826,46121
14577,6150
59640,59639
60335,60334
52329,52328
71850,71851
71858,71859
37491,21886
47247,46856
3003,3002
71875,71876
66524,66523
56518,28239
51172,51171
69994,5386
43295,43294
60427,60426
71885,71886
30609,30608
14890,14889
69092,57274
71894,24256
71897,71898
44188,31398
71540,71539
57065,57064
44439,44438
35652,35651
56733,56732
2629,2628
71935,71936
60066,60065
54666,54665
67002,67001
51137,51136
69159,69158
53940,53939
71956,71957
57503,57502
69991,6654
71971,57258
9514,9513
15399,15398
55808,55807
62938,13141
71989,71990
4511,4510
59350,3829
55906,55905
70872,70871
65437,65436
68058,68057
72007,72008
72013,54489
72019,72020
72027,72028
51273,51272
64436,60541
72042,3829
71821,71820
70738,70737
49875,49874
16212,16211
65303,65302
72056,72057
22029,22028
47081,47080
72059,72060
72066,72067
40126,40125
72068,72069
72073,30368
33337,33336
42620,42619
72081,72082
72084,57425
23601,23600
28240,28239
60346,60345
51926,51925
72089,68865
71517,71516
72099,72100
29009,29008
72108,72109
8514,8513
68994,68993
72120,8451
72127,64397
53221,53220
69413,69412
67298,67297
68920,68919
42103,42102
62232,62231
69331,69330
72147,72148
64252,64251
72149,72150
14776,14775
57468,57467
66698,42480
72163,72164
71577,71576
62326,62325
48280,48279
70720,70719
72193,72194
66264,66263
63032,49967
72209,15848
72217,72218
52638,52637
72228,72229
64272,64271
14100,14099
63431,63430
72249,72250
16389,16388
31580,31579
71145,71144
58643,58642
3617,3616
40540,40539
72267,72268
50316,50315
30077,30076
72277,72278
45447,45446
72281,72282
19895,19894
72288,52062
72290,72291
63024,61067
72293,21972
16624,16623
20654,20653
72302,72303
68111,68110
67591,67590
66065,5902
45070,45069
65682,65681
39456,39455
72323,17180
32069,32068
72325,72326
52546,52545
72169,72168
40796,40795
35254,30857
72340,72341
1317,72342
47159,34781
72344,12100
64758,64757
47030,47029
55546,55545
67779,67778
55249,55248
47715,47714
38529,38528
72391,34045
53884,53883
66499,66498
33092,26349
45415,45414
41914,41913
72411,72412
72415,72416
27933,27932
51850,51849
72441,72442
72443,36465
72446,17725
21704,21703
59422,59421
62345,62344
72460,56959
71067,13336
31312,31311
43193,43192
70318,70317
37262,37261
24436,24435
27767,27766
43361,43360
50958,50957
72485,72486
49067,49066
27515,27514
52232,22770
72492,72493
28816,28815
48411,48410
66122,66121
43839,43838
68258,68257
59689,59688
66949,66948
66087,15848
63337,63336
48929,48928
12076,12075
61927,61926
68369,68368
72537,72538
57530,57529
68145,68144
44970,35640
64135,64134
71097,25963
60613,60612
45116,45115
69400,69399
22287,22286
59908,13674
60186,60185
48013,48012
48040,48039
72561,72560
66768,66767
72595,72596
52024,52023
55825,55824
9763,9762
72609,72610
45297,45296
