atdate_inv_1,atdate_inv_2
401,11162
431,16457
1204,14954
658,37148
254,1785
193,1655
372,5791
372,502
372,4433
277,4433
272,5648
658,21826
638,35851
254,5266
2389,3916
277,12907
254,37332
372,6534
174,3171
280,4851
277,22849
658,16805
277,10272
277,26574
182,37416
7482,2269
6114,4556
277,26658
254,37437
277,31158
277,24758
5852,30
193,5463
12225,2708
280,3434
401,6263
12452,377
37485,37486
254,5863
2657,8085
596,3974
401,37514
280,6386
401,2526
182,136
280,26027
182,1628
272,1575
1755,24724
401,1381
372,103
658,18697
596,37599
182,6757
254,7868
727,321
727,2302
254,2737
596,4586
254,9456
596,29299
401,2472
272,3029
658,37678
182,3007
174,13612
401,37702
2087,103
401,12618
277,19650
277,37743
272,14500
280,11373
37775,5546
272,8480
182,2061
174,5546
11389,617
2778,2832
727,12444
182,9075
638,14629
272,18973
254,6067
174,9173
638,2382
277,22380
1294,309
1834,11039
193,18716
638,10871
328,2126
401,20292
401,37947
372,8877
658,2075
658,1668
596,2163
401,19095
1380,4998
328,5712
727,16084
174,6846
372,9387
174,23592
277,38022
546,14721
272,17803
401,38042
1755,2626
182,6390
193,403
727,14730
193,2996
277,2271
182,6981
401,9387
1433,767
1755,29155
3939,11565
401,15185
658,3970
277,38116
1574,24483
38132,116
1755,16728
401,5717
277,26516
254,5703
182,1203
638,35513
638,7480
254,27634
328,6632
277,13418
401,34239
4855,741
280,1785
658,38193
401,17127
638,16991
658,26658
254,8847
28860,299
328,28741
2290,4580
277,38243
1380,4439
431,377
401,1263
596,26046
638,16799
22558,1655
401,23803
372,22363
596,5548
277,38331
401,19213
638,1059
1755,8957
182,26658
277,3151
1755,7759
1755,13222
277,9776
254,12094
182,5295
401,13475
1755,33111
401,103
277,10830
182,544
258,38550
638,12553
638,3417
272,1176
658,7831
638,38570
277,10928
174,2971
174,14954
638,1901
658,1266
3398,349
596,3417
401,22786
401,36162
372,12277
182,5877
596,448
401,18716
401,14727
355,3974
638,8653
277,33707
280,1952
277,321
254,1952
182,6681
280,2951
401,14500
2206,5598
355,7420
328,2682
372,2526
277,726
658,3333
272,21830
38876,5877
254,2740
254,7844
182,5195
182,24758
174,1176
638,8767
596,8161
182,5071
1755,10174
272,2988
272,20292
1204,1216
193,11814
259,6401
259,30
277,1158
596,22553
193,23116
638,38983
7184,5356
38996,2022
546,14390
401,21487
3028,14390
372,8910
1204,6980
258,4485
277,7394
254,3215
2206,1434
182,23197
193,1299
277,2737
401,14190
254,1730
320,5546
638,17247
272,22090
280,274
277,13879
401,5334
277,39141
277,13497
727,1228
277,31641
658,27379
277,6660
612,23409
401,24931
11708,741
372,10174
638,14319
401,4213
372,39224
355,11118
658,14548
596,13208
546,4556
658,39264
524,39265
658,39267
280,116
596,12553
272,19971
277,15689
1204,16334
11329,351
277,22843
658,23915
596,11663
3398,3034
254,2676
1755,8085
401,1727
277,39327
280,29155
1755,6877
174,10815
401,10986
254,39333
174,3530
193,597
1755,5791
277,39343
638,26505
280,14211
596,7328
277,502
277,6812
39375,2205
328,5836
372,351
1380,2126
254,10588
638,7192
277,8459
658,1381
372,39451
638,9812
9304,377
658,39463
372,1730
182,39476
280,943
355,2205
596,8815
182,14951
1755,29803
658,22721
39527,8495
182,22024
254,327
182,4572
401,14078
658,11779
596,4090
182,528
182,3804
372,2107
401,20850
254,28640
401,39483
277,3215
277,39664
372,2626
1380,9080
1380,5791
277,11946
638,17214
401,2291
277,21214
401,22203
658,5828
280,2682
272,2563
2212,39762
280,31641
277,2348
658,889
658,6534
3069,11039
372,3643
1380,7998
401,154
254,555
280,22229
275,5463
272,2760
174,23988
638,3034
401,2729
727,11628
5104,2063
596,12798
254,1145
401,5350
1834,377
658,29017
328,1645
277,39307
372,8712
174,1224
277,29177
254,664
355,13865
254,26046
372,1628
1821,2022
596,40050
2290,5546
372,465
272,3283
254,40070
401,40078
638,4964
280,726
277,1434
638,373
401,3568
277,11564
1204,5116
596,620
372,25624
193,5108
372,5379
1204,908
401,16986
355,22934
658,35643
4785,2269
259,1575
658,13384
277,2563
612,7568
372,8653
638,4439
193,24724
658,30843
596,10753
277,3075
596,29101
277,7872
401,18120
372,7712
596,11627
280,1191
272,7902
12225,11118
280,25416
280,5464
546,26928
638,37413
272,7759
174,3143
254,5548
401,12094
658,40383
254,10174
280,7902
3220,3027
612,8749
612,30
193,8835
275,8655
3778,10341
658,48
193,5440
2389,1299
401,2826
174,741
638,22363
1755,2942
1755,7828
372,9044
182,6192
182,40580
1380,1645
272,10272
254,4964
431,1835
254,40630
272,10294
372,5672
280,3399
401,40685
10286,116
612,21830
2087,5546
638,18540
638,1381
546,9963
254,7540
401,40786
3220,1434
277,40806
1755,914
727,5662
277,40821
272,17385
658,15288
182,2394
638,4977
182,273
182,13418
596,2988
638,13796
372,767
658,35087
401,23592
638,18918
182,24599
174,2285
8668,19401
401,40939
638,26798
658,40951
10228,4047
658,3877
277,29870
277,3171
37424,2472
277,10387
254,39224
596,12062
3398,377
277,41001
254,3029
6624,7485
193,25624
277,5877
174,10520
658,1237
638,8870
4855,6981
193,41084
401,573
596,10176
182,41101
5104,17482
277,4973
174,5598
272,532
280,11533
638,27746
254,14293
401,6877
638,700
174,9463
1024,30
638,27056
277,22077
658,6413
23027,2269
182,5817
401,13491
193,6805
10656,8815
280,759
280,7344
280,1434
401,12324
277,22015
612,1228
182,13413
658,24903
401,10715
658,41330
24009,2205
431,11118
272,26925
401,772
401,41369
355,8297
638,11917
2212,2523
401,28040
372,16334
1755,19095
658,1188
1574,11565
174,7240
280,15978
174,5464
546,2211
3778,19805
1755,17604
275,5266
277,9599
658,39693
2564,2205
372,4258
280,24585
658,2271
277,2013
277,41681
727,5644
638,5672
658,12140
638,5877
174,18071
254,17482
193,17636
174,16226
638,2052
182,13945
277,9696
401,32674
12225,6846
431,908
4971,767
372,18092
658,2543
1755,8924
401,27176
254,202
5893,4751
658,8877
41910,377
401,7240
658,41924
254,40696
596,9161
259,8812
328,21487
638,28351
401,31577
182,36952
280,41432
277,14481
277,34814
193,1264
280,12844
638,7485
174,250
277,21259
280,42039
596,5877
277,8297
280,27134
272,25343
658,245
355,9682
1574,42117
401,14348
596,2242
277,575
277,9906
277,11052
596,2059
277,1368
638,9029
182,16621
174,12798
596,7282
1755,18502
658,19408
401,21682
658,6104
182,1538
258,3226
596,1656
6624,7436
182,1275
277,42281
280,22512
4557,42307
254,6798
19805,524
12639,26992
1755,15966
372,22431
6232,8678
254,8835
22558,2205
658,2204
2087,1191
193,628
182,9965
277,10329
272,2951
4752,2269
182,5917
401,17792
372,2740
638,3501
401,12553
596,1145
182,2397
193,5954
277,11565
727,1472
277,4593
174,3568
182,13585
4855,14730
401,194
182,16141
638,5071
277,5459
182,42579
658,5982
280,3475
182,18606
1834,6340
277,42629
372,11039
596,2942
401,14617
727,532
612,946
277,42672
372,20973
372,26574
658,3034
355,772
2021,2737
658,3720
638,403
5852,13879
638,834
277,664
182,37148
658,30902
1755,14730
638,11092
174,3406
277,42835
658,3714
372,42846
328,8815
638,5356
638,14718
272,1205
355,5836
182,22507
727,8815
658,9416
596,33556
658,21905
277,41924
3028,723
401,22068
277,23802
6114,2211
254,42933
372,7029
19837,2269
658,19095
372,2111
277,26798
401,136
401,6637
182,8076
254,22193
254,3091
658,2658
28713,7712
277,377
727,1434
7184,14730
658,6980
355,34542
401,34750
596,9531
2212,2708
277,12989
5104,103
1755,1781
401,71
372,43121
401,10497
658,20944
658,15520
174,7268
355,2563
638,245
254,10042
658,13208
4877,3970
3398,1538
277,11628
401,10330
2657,373
372,3824
355,16084
174,11946
182,1176
1755,26345
11060,154
193,6877
174,19665
596,1817
43329,723
277,736
277,5010
401,43368
254,6233
277,6418
254,7711
182,18189
182,2951
638,11756
596,9637
277,2351
182,14319
12639,16141
328,7282
658,19457
328,3171
70,1295
2212,2737
254,15918
193,21826
277,24743
174,3417
401,2855
658,42987
174,48
3442,2942
272,20224
6804,9044
182,13590
401,1621
277,9591
272,1730
3028,43581
612,4751
401,5610
1755,11709
328,18622
328,5877
1204,4439
277,43031
658,16253
182,3574
6114,1295
182,12618
272,3417
277,10208
280,103
401,11399
372,2662
4855,1538
272,10497
658,13207
1755,7114
70,103
5135,2971
4898,1434
277,19971
612,3701
328,5134
372,43738
277,43749
727,116
277,308
27948,2563
638,11971
658,22077
182,6877
280,2832
596,9510
658,9812
401,22431
280,3701
174,2348
277,4458
272,11665
4835,43834
401,3935
372,12882
658,13585
658,29258
658,24177
280,31758
401,34662
174,36922
658,22063
596,5527
596,373
993,4242
16008,8812
658,4556
254,6719
658,7032
401,13810
401,943
182,309
596,642
254,43947
658,8032
1755,43961
182,5129
596,21724
372,37941
401,3652
1834,4692
254,27251
3778,1895
658,448
277,44020
254,4751
638,44032
277,8745
658,23988
174,10715
12660,21135
3028,16457
658,13334
7028,44063
1380,21811
277,15742
658,3007
638,44109
70,3701
355,71
182,15742
254,18071
193,3313
182,1263
277,15837
277,27403
277,14633
277,4959
596,9141
638,10715
16291,2022
272,5254
401,39333
596,1962
277,2308
401,41432
727,44289
401,12045
658,9216
3398,5463
277,44304
280,24426
174,11709
401,44312
328,14730
612,11709
277,1255
277,28254
1024,2563
193,5896
401,1025
3220,864
1380,1255
727,4572
401,36950
2021,7485
254,2163
3139,8085
372,2260
596,17214
275,4439
182,19945
182,5168
638,10901
401,44443
193,16657
1821,377
193,2729
658,10753
401,44457
277,14230
4898,11637
272,9173
1755,29447
1294,741
277,44494
277,85
612,16629
174,1841
193,173
727,26505
254,8047
355,16226
596,9456
280,16657
254,28254
638,2473
320,6101
277,8767
1380,14730
5893,2022
280,40905
277,1033
401,173
272,2224
1755,10826
638,7032
277,9863
277,745
254,44700
328,16141
372,10871
4971,3701
174,11052
401,12882
401,319
612,5463
596,6045
1380,1962
193,1472
254,32568
182,1381
4898,71
2021,1368
1380,3034
182,4970
277,44826
20922,2022
401,1538
174,3357
401,21800
372,13413
254,14730
193,3283
277,5676
254,8480
658,14946
174,1835
1755,27989
5893,2269
546,5754
277,44938
658,17476
658,14293
193,864
254,8856
254,7821
6114,35089
12120,11565
401,8562
277,2967
277,14617
401,11557
401,2971
431,2063
401,26240
70,2708
658,5851
174,532
596,1299
401,32293
401,33634
638,5922
638,45148
272,45169
372,2061
193,8459
193,5379
174,11039
277,8749
275,864
638,40197
658,5676
401,5266
18886,2059
401,11709
658,20473
3398,373
11329,19558
355,22643
254,11399
182,7902
277,1059
638,13014
596,1059
431,7480
658,17286
277,20754
372,38022
401,17097
254,6449
2206,6846
596,5872
254,6192
182,14500
272,42334
658,9324
1024,13879
372,45353
174,339
174,20473
401,22776
401,19929
5852,321
272,745
2389,373
727,8680
277,5648
372,18042
277,6877
727,12798
658,31040
280,6413
658,12844
546,1434
612,767
193,27791
401,15639
277,5597
277,45537
193,627
658,6192
193,14727
272,6632
3226,45600
280,5463
193,4090
2206,4556
3375,3801
280,8480
3220,2563
355,17247
372,5737
182,5803
638,10830
174,16802
10286,818
638,35382
401,19288
280,3075
182,664
193,4851
658,15774
658,20020
3028,21942
638,11779
638,6617
277,1895
174,20351
401,5877
3139,2269
1755,34022
355,767
280,18117
401,27214
182,32323
254,12536
401,45819
182,25624
1755,22090
277,24831
182,13810
6114,3701
280,5228
596,27176
272,772
174,7998
280,8877
727,22643
638,30
401,16657
638,31176
658,14078
272,13612
328,22643
272,14633
328,2059
254,4593
1380,627
272,3121
1204,2022
3226,9681
372,8678
5135,43274
182,5792
182,2059
254,1817
372,3797
372,83
2087,826
727,11663
3069,2563
596,2022
174,13585
174,46026
401,46028
5893,4692
727,8812
658,4242
254,20224
272,1299
401,4240
727,2626
280,2348
272,1203
638,16448
3220,2205
638,347
658,18092
658,16990
372,7708
727,2269
658,36950
1380,7201
355,17214
22558,2348
1433,7282
182,3029
174,46170
277,37903
1755,19117
1380,8815
1755,15185
401,20198
254,46211
272,23988
401,16629
3939,31667
1380,5598
193,9231
1755,2760
546,103
174,3283
1755,35011
280,3406
5852,1895
638,17303
272,14293
277,25189
277,31542
612,1025
4752,3701
272,373
1572,2205
193,4099
401,9556
401,29571
277,46368
1380,5266
182,13879
596,16986
280,27568
638,7793
658,528
46432,5605
254,40121
638,46449
596,4240
401,2606
12541,116
182,10815
254,745
277,38600
372,24616
277,16986
658,46512
596,24
328,6981
46532,9044
328,20759
727,17636
596,4099
29281,3034
638,4997
1204,14730
596,8835
277,2126
372,279
401,34491
401,23402
254,2111
401,46616
182,5108
372,3027
272,26713
182,18907
658,7128
658,10473
272,9510
372,5397
174,11917
7482,2563
277,1884
638,13926
277,2626
280,8680
638,1404
174,8085
401,11144
596,24857
254,1239
658,31628
12225,71
1755,33104
596,5711
254,14348
638,46735
638,5086
275,1774
254,29041
401,46762
277,26845
1755,42159
8679,17482
193,30191
182,23055
658,5791
277,14951
280,2327
174,2394
277,5463
658,295
193,4382
280,18189
182,4286
277,46858
372,4973
596,2454
1433,3701
2778,16084
401,116
401,4090
272,14074
277,22429
19164,2563
1755,2394
193,3824
277,5711
596,28417
182,44674
272,1264
174,10497
182,46937
638,6340
638,15837
372,9191
182,9141
596,11756
372,4532
727,6805
174,25343
182,11756
3139,4692
277,2835
254,12301
275,2708
596,40420
1755,627
401,8265
193,528
372,13188
16008,47120
1380,1719
47132,299
1024,4751
658,17264
431,2022
182,2107
182,2526
612,6805
277,4489
254,8085
727,1774
280,4172
182,7844
372,48
658,3959
277,47254
5852,116
2657,7485
272,29258
193,1216
277,47265
254,17889
277,24947
372,7420
596,9128
182,15352
401,35513
612,1459
596,5266
612,7902
638,2662
12225,2269
401,6413
401,47376
3028,13111
277,21487
182,17017
638,3438
12639,3027
174,3421
658,19848
372,1884
658,26713
638,21367
277,8835
372,5637
193,16986
4855,2348
182,18973
431,22443
1821,3701
254,13297
174,8957
1380,1835
355,2682
401,2382
1834,494
1755,24743
272,3890
401,905
275,2348
401,7625
355,1369
182,45150
1755,9696
658,21042
638,9591
372,47606
26424,7485
401,3335
401,321
272,38022
277,5995
727,5379
277,2111
1755,736
7482,3034
658,5312
280,31987
638,3540
277,21283
638,42760
182,23116
182,1983
401,32568
1204,1645
182,41783
277,39772
277,346
355,1228
596,7921
277,6379
372,3357
258,47737
6114,3034
1204,14727
8668,30
10228,8815
254,4458
277,628
658,2572
658,26907
277,8712
254,22512
2212,1434
254,1052
2087,2832
658,1434
372,834
401,1400
372,4572
254,2454
372,4751
3766,3034
277,27056
546,3034
277,25810
280,760
658,7984
182,3406
9961,7151
4898,5546
277,17385
275,700
1755,17470
47990,2205
727,12598
658,17544
254,7201
277,741
277,48004
174,7911
272,15976
254,9591
372,2211
4971,3029
401,21812
658,15837
3069,4439
658,8398
272,32299
3028,8815
254,1599
658,34750
1294,2269
10286,2205
328,12758
727,2830
638,1538
596,19447
638,32019
272,48184
2212,3034
372,45904
372,627
658,45634
193,15247
280,7711
658,9062
254,4572
401,15689
272,7480
372,295
277,28351
372,27134
401,48259
401,33013
431,1434
638,11039
658,10417
272,48281
182,1143
10714,4051
596,3258
277,9315
277,10128
401,44010
272,6101
193,2472
372,10722
355,48373
280,767
372,10208
596,9315
3442,2205
658,48403
174,7568
658,8459
277,11140
5955,2163
2657,2205
193,6981
272,5817
254,4225
727,18071
182,639
638,8297
277,2443
372,5356
372,14718
193,8390
254,14452
12225,2022
182,3258
11060,6101
272,22755
328,864
596,14390
254,4099
5104,4556
727,13475
401,22362
372,12301
658,1295
401,4653
401,3399
372,22429
596,5712
272,1835
277,25053
182,21425
596,9965
193,5215
658,736
401,31158
401,16945
277,15978
638,42047
254,9882
280,16084
254,24528
355,5621
596,741
401,5537
21847,2022
401,12907
22554,10272
272,4884
12225,1025
1755,45705
193,15415
658,30438
1755,1110
277,19457
727,741
277,9194
193,17286
372,11574
727,18187
254,5648
596,16621
401,33756
182,465
277,32198
182,5754
658,26017
401,48769
372,48779
638,21491
30017,2205
658,5712
5104,3034
355,12598
7028,116
277,17165
2212,321
182,1321
372,14078
596,278
277,40951
596,13475
193,1628
658,16143
277,9531
658,3438
193,2708
372,4653
658,7708
638,4980
254,3916
372,11982
727,9682
182,5922
638,34396
372,11399
280,12641
727,12301
182,10426
277,1107
193,8812
277,31792
401,18005
372,3029
1574,48927
8668,35197
182,5497
277,16334
10286,71
3028,19213
401,48952
7482,1061
280,9302
277,21322
277,3714
254,7344
1204,11895
658,4680
596,37090
658,34505
182,3222
2657,71
658,6981
277,17476
193,18117
1755,2382
272,4099
596,39736
193,11971
280,1637
6624,11039
328,25904
658,49076
182,11118
401,30587
596,11140
193,19213
658,1203
3028,6831
727,2526
1380,6709
401,2723
5331,6101
49157,2205
21847,3421
658,1134
277,16802
254,24931
174,32019
2087,3801
401,11225
174,5817
612,5537
401,10895
4971,1538
5331,8297
254,13357
272,31158
254,3742
193,3143
2613,1434
372,1295
193,11140
254,5379
280,15413
277,24454
372,43961
638,8398
401,1107
280,1299
372,17470
658,18529
174,4570
372,3660
658,28741
277,8172
355,18189
638,3970
372,49415
658,24894
277,7419
2212,7660
182,1621
658,2163
328,6431
596,943
182,2760
1380,741
328,1025
1755,10715
258,19164
658,700
638,24831
272,7625
596,23378
1896,2170
658,5356
182,356
401,7998
546,29926
401,5527
372,13379
5893,2563
280,173
638,49597
638,37865
254,44494
372,8800
1380,3143
372,5228
30985,2022
272,1191
1755,2205
254,3027
277,42304
727,3530
401,16802
272,2271
1755,12095
638,9044
638,27176
277,347
182,946
1834,1216
401,20973
2778,30
658,14633
254,12362
658,2052
2389,5266
272,33556
638,11663
727,347
401,35278
658,29310
277,17398
727,4973
372,3530
182,18622
272,10729
12639,8085
40886,356
401,4133
524,1895
2087,4692
174,1228
372,6980
638,2170
10286,1025
596,309
638,13491
254,14357
638,5309
254,3283
638,864
277,17214
1755,16295
277,1962
258,15247
372,4862
596,759
658,3935
193,10117
6624,377
596,760
4855,6911
182,49937
193,7712
401,9029
638,49953
658,31775
1380,373
254,44374
272,11662
272,32293
29281,2022
259,19805
182,4593
14762,11118
182,30843
658,2091
193,7828
658,34491
401,20944
3220,28544
1755,37148
254,3333
401,12758
12225,2563
596,9173
372,19095
401,3714
277,50096
372,21826
638,6973
3375,11565
658,25359
1294,116
401,3475
277,11042
658,3727
8679,2205
277,45150
20922,1434
401,39256
254,12805
401,3348
596,5644
280,327
372,38684
3939,19417
44297,24483
1755,29299
50234,2205
277,3007
372,19848
174,7344
658,37065
658,33989
372,5209
182,346
431,3034
277,46370
1755,12834
275,16143
254,7766
401,35675
658,13369
596,2951
1755,31096
280,29041
638,3898
22558,12854
258,23262
182,31104
2087,9456
3028,9306
612,1655
372,8022
254,21284
328,5266
372,35011
259,9044
638,1129
277,4964
280,5116
401,35029
272,5877
638,1264
275,11709
193,7445
277,2107
193,11709
3220,6981
658,19401
277,30131
8640,19213
182,992
280,2394
638,4323
182,11628
638,45150
182,15954
658,250
277,905
7184,4556
272,16334
328,7831
658,32432
596,2174
658,50607
5135,10479
12639,1472
1380,50114
174,1263
401,27943
254,5546
638,10473
272,26658
401,3777
8668,5791
1380,5356
27461,4242
658,946
272,3935
1755,23378
1755,8910
182,4063
277,16991
638,1176
372,2082
7482,1025
372,772
596,50738
372,7828
3028,50767
355,7528
254,5676
277,6534
372,44428
254,42159
727,9456
272,2708
182,12243
1204,6069
6783,6782
372,22063
638,6045
272,11144
401,7485
596,22846
182,295
182,2169
638,3434
174,5954
658,1730
401,26848
3139,2348
355,1255
372,2157
638,26046
401,25471
328,6831
280,2676
6232,50982
272,40078
182,9864
1380,1901
638,6994
3028,2022
182,3777
280,13208
272,1738
280,5703
355,273
254,11475
277,18640
612,3034
727,6192
277,6291
6783,6483
372,8745
401,346
638,22362
596,25161
401,2806
51063,377
280,10753
1755,2176
280,42599
182,22643
596,1349
277,5501
658,35495
401,51086
658,2563
272,8022
638,44013
4752,308
401,22429
277,11553
596,11144
638,759
21847,2563
272,9388
401,31987
8679,15143
182,1884
280,17286
182,5621
727,2059
638,6805
277,13330
182,51195
272,27543
182,6233
254,16991
10228,2348
3139,377
277,448
280,37941
277,273
280,7480
277,43366
1433,2486
182,1061
638,51278
1755,6449
658,11144
277,44374
372,18529
2657,6101
328,544
638,504
638,5377
254,51336
277,40580
596,8480
638,14617
638,44020
401,9882
638,10174
638,1890
1755,14211
277,13250
6624,1434
638,12459
272,28640
658,51389
22558,2022
182,914
2021,377
596,3916
174,377
272,51441
272,12882
277,946
1834,3701
277,7528
401,51470
193,18187
272,20117
658,51476
658,33707
272,51484
11329,1434
182,9776
254,3312
1755,3438
596,17702
7184,1434
275,21135
1380,5546
3398,9463
1380,23116
401,20468
4971,13357
658,5527
14762,2563
372,8767
638,10815
658,6233
182,23421
182,1942
182,9591
355,1349
7184,11709
174,21905
1755,26798
658,51624
658,991
277,48
182,7353
182,17276
182,14730
372,51635
182,3938
182,14543
280,7712
372,5215
12639,1264
658,38091
4971,7902
658,13
372,19226
4488,1895
254,642
596,2126
20922,377
638,12907
401,29937
1204,5546
596,10173
328,620
174,1730
280,1256
401,3189
638,17786
658,10275
254,32146
254,50114
372,4915
355,5266
182,19932
174,274
2021,51827
174,3399
401,19401
401,3357
51873,377
372,11664
277,23778
658,9682
372,51389
4488,1266
272,6782
277,32019
401,5134
254,2107
254,38052
174,16945
277,6226
6114,31987
638,13810
638,17476
401,19459
658,33940
658,10176
182,1647
431,12536
9673,2682
1755,9743
277,2606
3226,8085
596,17931
272,17150
5331,1952
401,3959
596,5438
658,22577
254,26505
272,403
277,4486
401,19096
1204,1538
277,28010
638,18187
658,29041
3069,1645
280,295
4898,2224
3220,17008
272,4580
280,4915
258,2778
6114,9484
658,52105
596,13111
658,1138
174,22420
277,834
272,3720
1755,39477
638,14211
182,7528
372,21633
546,1825
401,476
272,377
277,9191
372,19412
401,717
1755,24000
182,3589
638,37702
182,11197
174,5227
280,12602
372,52227
11060,10715
5955,116
3220,8712
6114,4327
638,3475
401,40639
1204,11709
277,11709
596,22577
277,16490
596,23116
272,7445
658,19140
727,14372
372,9906
182,6600
401,2174
727,51652
280,17214
1294,1368
401,3916
277,4240
182,1645
174,4286
401,864
272,3034
174,6831
727,4382
638,741
2681,2205
355,1575
401,43583
401,2078
328,273
658,28649
727,273
2206,10815
275,22443
4487,52440
401,11892
372,36950
638,1203
277,16270
638,27870
2206,2563
277,6855
1755,31987
638,19213
12225,11709
596,52505
638,7998
328,2605
182,14190
401,3283
658,1400
372,31987
596,1645
277,27214
638,2830
277,14548
182,32198
182,5995
174,10871
182,799
658,7293
182,3327
1755,3537
254,13111
272,5294
638,6167
277,16659
12639,2022
596,403
727,7528
182,20858
5893,1645
401,36835
280,6859
8640,1295
596,1538
658,2366
277,1256
52676,3701
3220,17825
2613,245
638,23557
596,37225
280,22063
182,1175
182,1895
277,52716
272,575
174,7778
372,18334
658,20973
254,26974
52676,377
596,485
254,1921
1755,10986
401,37941
277,14390
658,11946
401,13222
280,5748
638,339
727,6101
1204,7625
4487,30
401,51266
1755,377
174,4006
3028,5911
272,52807
638,52820
277,21811
3398,4068
596,3273
182,22505
638,9497
193,13547
1380,1434
658,48160
254,9906
6114,4051
596,52905
596,356
280,3752
7482,3727
277,44457
727,16657
638,346
254,5227
272,8655
1204,5379
1755,9191
277,8429
401,52968
193,7911
280,7268
272,1224
277,31758
280,16629
401,11663
272,3959
638,32882
174,2107
658,12882
254,26345
3226,2205
328,1368
596,17097
254,18117
727,3121
596,12444
401,11837
174,31775
431,1825
280,3348
372,10815
182,12758
638,3143
372,8032
3220,2832
2657,1472
254,2348
372,4439
596,14190
4855,2563
401,3946
1294,2563
174,12598
1204,7998
193,4068
277,6773
6114,2063
1755,2065
401,1299
272,650
638,39483
280,11756
638,4486
182,4240
596,23556
596,1945
272,20858
596,22755
2389,1400
638,14293
328,7151
193,5397
22186,2269
401,4706
658,22363
658,5717
372,17264
372,2224
182,46400
9304,3034
1294,11118
277,53306
277,34662
596,3930
612,8022
272,10116
355,11971
254,356
11329,2224
401,17264
53394,2022
596,31657
328,1538
280,19095
328,5962
3220,11695
280,2526
638,19851
277,53428
193,5010
280,11695
596,18622
1574,2205
727,10715
1755,5817
638,7711
638,2626
182,4570
658,45904
658,627
272,11287
372,14954
401,49987
39527,2348
272,13379
3220,8655
638,1288
372,11637
1755,2971
355,7436
277,29361
658,31310
355,11140
401,308
401,14493
596,7613
658,4489
11329,373
372,34089
658,5377
277,31176
277,18193
638,10783
277,7793
277,25952
5135,5134
401,30
372,20292
277,24647
638,19929
546,7485
182,4201
277,36557
372,13333
174,15247
658,23116
1294,3701
401,3832
328,18117
280,21905
280,14390
182,30622
1380,14390
658,37437
401,5754
182,33013
638,9295
1380,2526
401,14211
182,1134
193,4580
638,4751
254,5008
401,504
182,9696
43329,1434
596,7556
19805,3442
658,16870
401,2351
638,6981
401,53821
174,21633
372,21682
280,9963
272,36714
2778,19805
6804,1895
272,41432
193,3434
596,26992
638,30281
401,31040
658,22090
638,18071
272,2472
596,15774
182,18042
1380,9315
277,10722
277,4258
401,1274
272,22846
596,26658
372,7344
254,17150
277,14303
372,377
254,18169
277,42334
277,53966
12225,3027
272,864
1380,7128
596,3803
328,22755
174,6401
277,2951
1204,2126
596,4068
401,3880
272,12834
638,3835
596,1143
182,16267
182,8655
658,3335
174,20224
5135,30
277,54046
372,20818
401,49716
638,2022
596,4959
277,1730
372,7201
272,1555
638,597
5852,2170
658,38902
372,173
174,8767
3069,532
638,1568
372,2269
280,10928
272,9906
658,3772
1380,16657
3398,1191
174,7485
272,54165
658,15120
182,2826
272,5266
638,43454
12120,45748
16008,5444
193,12094
658,3283
193,11637
401,54219
11060,377
182,1457
254,4063
7028,377
254,4692
254,3189
277,8698
277,8085
280,54268
1755,2303
328,642
275,5129
277,11373
596,4693
328,11814
254,7032
658,20638
1834,7485
277,8816
328,347
372,1901
401,19932
280,7858
254,2863
174,5962
280,1962
182,12882
280,23360
1755,54405
182,54409
277,295
372,7778
638,14730
280,1472
401,736
727,3406
1380,1472
658,544
401,6837
254,5962
277,1275
5331,642
1755,726
401,9318
596,7766
280,8767
275,5817
254,9681
372,4458
4971,1295
2087,5459
254,14903
254,3959
401,4884
658,729
1755,14617
1433,4556
182,9599
254,1983
612,2832
277,71
658,3075
182,16195
401,20886
638,8815
596,14348
3139,30
727,21724
272,1884
277,5621
638,1738
272,6600
638,10674
658,54657
612,3399
372,3041
174,5356
1755,4201
272,19401
5852,377
658,11140
2212,767
1204,276
372,3935
6102,8495
280,3589
372,2658
182,22846
2657,2022
182,29753
182,13208
182,5266
638,54738
19805,3778
193,2382
3220,4580
182,4433
182,3171
596,276
1755,11564
182,12444
277,299
272,11197
182,759
4855,356
254,12834
193,611
174,7419
372,3537
638,10366
638,7943
658,9191
174,5597
277,45693
328,759
4855,1191
272,16368
254,3395
401,5662
174,2169
280,5637
182,25359
638,4723
280,14730
638,29704
182,3714
658,34746
272,6762
401,19643
2212,6115
328,5008
277,54917
280,4964
1755,5872
1755,17214
1204,2737
596,42599
658,987
174,7420
401,13549
14762,741
182,2971
254,116
254,9888
1755,2271
658,12444
9521,54992
6114,6131
401,13369
277,29041
4898,1472
277,6782
272,4380
3398,11895
1204,23197
277,35498
658,36025
272,6962
372,4593
328,760
401,3258
372,14426
272,9318
19837,7712
174,7810
355,6101
658,8480
272,11039
254,11779
254,10080
277,36025
280,1255
524,11039
1755,55103
280,2061
280,1730
596,4252
280,4063
182,33067
401,22015
638,1275
401,1145
658,17931
277,13528
174,627
3028,3027
272,5227
277,864
280,1459
1380,5129
254,4223
277,16172
16939,4242
372,10272
11060,5754
372,10497
182,37941
546,2022
638,26925
401,21811
277,2205
16008,1575
277,20759
1294,2205
638,7858
401,8297
182,24126
658,52709
182,2390
10286,2269
