agentcreated_inv_1,agentcreated_inv_2
45792,1445
19081,6108
64663,15800
18358,18357
52460,52459
64722,64723
51271,64732
28264,64745
64243,2962
39724,4312
6122,3404
23835,23834
1963,64850
60319,59964
8245,8244
29330,29331
1945,31200
48802,48801
46244,1445
45782,45781
47604,49657
28481,4312
64995,2962
1074,1073
53396,6108
37548,4232
84,63332
65075,40574
65076,65077
13225,13224
84,31200
65100,46576
23226,31885
22209,22208
30715,38392
65148,1136
51717,20039
84,1705
33509,268
25692,2240
65189,11034
35665,41629
17148,2962
46202,59369
65204,6297
40277,22882
15374,62739
7725,7724
5967,5968
65226,1632
57676,4262
65057,10451
16288,43205
25418,12627
46883,34632
65270,3677
31769,31768
11819,4452
14007,57436
17698,2984
19286,19287
24791,24790
65310,1005
65328,1136
42001,42000
9177,9176
84,65351
26628,65370
56755,56754
65380,65381
5946,23335
33208,33207
14627,6280
65408,2962
48072,5968
44751,44750
48175,9792
50396,7769
40835,40834
48668,268
17661,1369
58027,11790
65474,21700
50332,50331
51488,6158
40489,40488
28705,1136
34544,65556
54608,47851
3388,2962
65640,2984
39465,14996
65642,11522
22464,2962
27683,2428
7916,627
13109,3404
43624,18986
65711,2660
21943,2962
12419,5947
1874,27452
40838,13758
16129,12129
14007,28398
1874,12709
84,32873
65810,1445
65832,65833
49531,49530
65849,65850
65857,45470
28916,268
7759,1631
18676,4252
64919,3390
52612,52611
57850,25655
34193,34192
54871,131
65969,65970
32423,3677
42178,43061
20774,14082
66008,10482
41378,4312
10565,1550
12689,24847
42074,42447
34193,65755
13770,3677
53346,8784
42985,40490
58800,31588
26017,1445
3143,4158
44560,23115
26315,26314
43146,43145
66115,7523
43124,26860
17639,11520
57380,57379
22221,1136
19584,9989
48426,1136
19444,2217
49891,9165
35130,9545
62266,16505
7664,52528
7916,31200
84,1523
58243,41629
31125,1136
59181,3677
66347,10482
1874,5067
30722,20693
62004,23502
30040,2240
66410,15729
24611,24610
7187,7188
1963,59211
45918,45917
21991,21990
56051,25989
977,34909
51839,51838
66472,66473
53110,10437
23762,23761
2008,1873
55583,1136
41224,5287
66522,11790
41041,1445
44509,29111
66540,66541
36930,36929
1945,1873
48855,48854
52154,40800
726,12419
46202,46201
43062,43061
66617,5287
45939,2984
84,3621
64355,11652
5946,1631
39847,39846
41251,2962
39729,39728
40768,40767
66695,65077
61978,7523
23382,23381
36581,61361
25900,25899
60495,45500
27074,19088
66744,23502
1138,1873
28510,28509
66759,6108
35128,4992
60980,16394
21858,4448
66778,66779
2710,2709
66812,1445
8657,8656
5324,4252
22320,268
2412,2411
11312,1632
37190,3361
23218,4394
14331,4280
38197,35606
22365,22364
20278,985
25923,8145
1763,1762
40086,20296
66927,51071
66940,4312
66941,12129
3615,3614
16745,15406
44560,32150
12628,12627
37021,1445
6344,1282
48534,9989
55446,868
65431,1136
35109,10664
19320,56197
40636,48378
17356,1445
1874,4330
44831,44830
2277,1790
53649,53648
36359,36358
22883,22882
84,4090
84,14931
14544,7490
7210,3500
15193,15192
30714,13667
67259,1632
39453,1136
67262,1445
17816,8889
13776,13777
84,6248
3085,24847
41191,20693
62191,62190
67321,3889
15097,15096
38532,18260
63493,63494
67348,3072
67349,6510
1874,7364
55917,12959
36433,1045
51199,65767
67375,10482
67378,7180
67385,21163
67387,752
15461,1445
40971,40970
14351,14352
67407,3133
57190,13667
4911,1445
67422,1445
21569,57336
64140,2938
67439,2962
67454,12121
60096,10453
23226,23225
67468,67469
34809,5571
37658,37657
67510,67511
67519,10482
1874,4394
18098,67531
6393,2783
18777,15729
67572,48854
15819,1445
67620,67621
63579,1136
61589,12449
61473,61472
35024,23289
43226,4473
52835,52834
50770,1445
59775,30880
84,1632
67675,3889
48131,6641
67696,1632
67704,6108
12875,4232
67712,38367
10344,25185
67735,3889
2581,45117
23162,1136
67752,631
67771,32346
44427,13777
67786,631
61849,61848
67811,67812
28318,4448
44421,2962
84,41267
67830,8550
67881,5960
44258,7914
62975,13252
47373,1045
6237,5734
63860,1136
5572,5571
2581,26978
67905,36203
14014,14013
46208,43021
84,8367
67940,28863
39519,22479
7951,7950
21575,21574
65836,67986
44847,44848
61374,868
66418,20693
27724,27725
3938,5067
68056,42994
68059,22072
48713,48712
22096,17049
68065,68066
28223,28222
57742,1136
45038,4675
64187,64186
61993,2377
41451,5356
9011,9010
39176,1136
68140,1005
61877,6542
41053,41052
1874,12897
68184,868
68198,68199
2661,2660
46692,46691
63626,33349
68243,23502
68245,25185
47904,4961
40703,13667
60823,60822
34588,268
23432,8550
38407,1282
68285,68286
68289,57784
44884,12129
46333,36731
67110,20425
56884,56883
16769,16768
3441,1136
68356,20534
58400,23381
12496,627
35626,268
68412,68413
1418,1417
49939,49938
68424,68425
68432,31880
68436,1445
37635,1445
67235,12129
53706,53705
68461,11696
68467,36731
68468,30880
7509,268
68479,24556
64699,11522
67244,8407
33431,56231
84,35847
14323,29250
61582,7104
3974,1631
60567,16505
56031,56030
66566,1136
1963,4394
68598,14137
68603,13777
68618,26298
43827,43826
52979,52978
67479,268
68569,62242
27905,5815
46065,1445
63283,68687
39053,39052
68718,68719
68723,37685
32153,32152
68739,5140
57990,17611
68741,1136
68745,19591
60395,1045
35966,1136
68771,68772
56026,7671
68773,3361
49985,30880
68783,68784
51218,1445
64080,4252
39055,1657
68825,26298
21316,21315
47137,1445
25518,3928
66551,35606
56876,56875
68861,2205
68876,68877
55941,10451
44554,22330
22646,10664
52100,3677
50189,2758
84,3508
84,30964
68901,14352
4252,1873
26158,3404
20122,25781
68948,46172
5313,39499
68958,9646
57233,57232
64261,2217
53708,21163
5139,4312
52493,3677
55835,68991
68992,15042
56551,1136
16748,16747
18676,1632
36900,1631
58983,29605
48169,985
69053,69054
4252,3508
34295,34294
49992,43552
69080,69081
36380,1463
5816,5815
21820,46482
14143,14142
18637,15798
58784,31350
69113,1632
33145,268
45189,42640
35209,35208
67204,5287
56232,56231
23012,23011
2429,2428
69175,69176
29801,268
53865,19088
66267,11790
48379,65539
39972,631
69244,1136
69251,268
69274,31880
26049,3133
61425,17442
9282,19129
43090,29614
69301,20211
69305,1073
66644,66643
29036,1445
23394,23395
69332,868
54853,50153
28594,28593
38969,32150
48271,48270
8367,1632
5313,69378
69382,17329
69384,69385
42083,42082
33403,2660
58527,868
47516,47515
84,11239
41491,41490
69421,30307
39377,4003
36656,21195
11868,1445
46600,631
69454,40241
60907,11593
48483,50896
69468,69469
66387,1463
26147,26146
67861,28863
69482,14064
50803,50802
49585,49584
47744,7104
64689,2938
69556,1632
69565,9181
39959,7769
26074,8114
38969,40381
47638,8133
69646,10482
69656,20222
37644,2984
49650,49649
64358,64357
57140,11520
38848,25185
26597,22479
66757,1445
62432,25185
22735,22734
22644,3404
3938,27513
66228,66227
69734,69735
42984,7523
27239,27240
32252,1136
12760,4473
65689,1445
69769,16278
60264,3889
25706,40044
50862,5823
69796,69797
46573,46572
37855,1550
69516,3956
1527,268
7916,28919
69823,1005
1874,11003
15711,23860
3045,64072
54509,23289
69846,10482
36663,1136
38059,30804
69863,69864
34220,26352
47719,45599
35192,32475
4415,4414
59578,59577
1874,3621
69931,5810
50175,7369
4386,3677
49025,3889
69947,62749
7916,16179
69971,69972
61426,5968
67384,513
6113,6112
8316,4262
7165,1631
7088,6645
84,70013
84,627
63703,3677
66245,1445
49500,49499
84,2205
45678,45677
70054,17739
30313,161
52603,6280
32034,32033
40919,13224
531,530
68126,5067
84,24274
68172,41590
51929,3614
63063,63062
30185,20425
12419,1873
70161,12559
18662,18661
17124,8320
21149,1136
61294,1136
8652,8651
68753,18260
70186,70187
25872,1632
3132,24674
70192,1762
84,1216
66846,66845
28434,1445
43304,4347
3957,3956
52090,12129
84,14785
63232,1632
60095,60094
40039,40038
66217,5968
84,54679
62167,62166
31048,27752
35398,8135
70327,1445
15075,15074
70333,70334
63067,63066
8142,21315
70344,2938
70350,868
58786,6641
70360,46111
64502,24610
6642,6641
69495,31586
47211,3404
32963,15406
45607,45606
65945,1445
69483,33167
70407,18260
44105,3907
9878,9877
4002,4003
2581,3969
39851,36731
54107,40820
8959,4820
57382,17334
84,1631
70504,24556
4289,2377
42231,19129
55006,2962
31136,976
59495,37102
26299,26298
84,32720
70546,1282
58798,21700
70560,70561
4993,2302
7618,9265
70575,30307
7143,4158
2581,50408
10665,10664
10809,8550
36986,36985
26419,2984
29025,6112
70624,3889
40366,5571
957,956
70660,5169
32812,26198
70668,12433
70682,70683
70697,70698
878,877
67920,67919
70721,513
5442,5441
26661,26660
35671,35670
1874,26877
44609,23381
42875,4883
14007,39499
45016,45015
11989,985
67285,31369
27592,8096
48341,1550
1874,27617
5324,798
47253,30880
14098,5067
70790,37290
50719,268
70795,268
70802,70803
15073,14064
65800,537
2581,21831
2581,69995
54203,1632
51487,21315
34037,5169
43986,27752
69088,19287
54080,54081
70057,25989
57052,57051
15032,9877
44031,10451
12636,1873
7971,1873
62313,13224
67337,12129
70914,59337
62354,30880
55848,55847
25599,12378
1035,53658
65806,1445
70963,40418
70971,70972
40602,40603
58766,6886
25828,18260
70985,70986
41419,2517
24618,24617
17050,31880
52996,20222
66285,20425
16556,2962
58096,58095
84,5947
5324,33953
52772,1445
28644,1136
26452,11520
11621,11620
71117,28863
42059,10482
71122,1445
41983,7769
18688,16179
71143,1631
69922,2517
52076,9397
42595,42594
41591,41590
1771,1770
45181,76
71198,61366
1874,14051
25154,55053
1963,10280
55363,1445
22628,6280
26339,26338
64329,6108
2606,5067
18549,268
70476,23502
84,71258
69433,9165
71279,1631
71293,1445
19584,985
35860,35859
35329,35328
64963,30880
45441,45440
9178,1445
1874,71258
71373,14082
57549,12747
67191,22123
40169,1136
31402,31403
5014,60778
18691,13758
63840,63839
45033,45032
1622,44229
64922,1445
2060,868
66141,6775
53231,1136
84,71431
56597,39688
45940,45941
24649,1550
45033,28851
70590,12129
25370,9545
71476,1550
45844,45843
34080,18260
6553,56464
40944,5160
37461,14233
71564,71565
13471,13470
62474,61055
46368,3006
71578,31369
57491,29601
5324,16309
39225,2984
47536,2521
16875,16355
60319,3786
50984,11520
68535,12129
84,6430
23831,11520
58707,49837
71639,20693
66543,66542
45285,12449
71654,5382
65322,32346
24837,7724
47109,47108
71670,71671
66132,39507
71687,71688
66550,4883
26690,13252
35803,18976
16459,9165
13773,28075
2218,2217
65766,5815
68164,12433
19899,9545
10847,10846
59872,5968
5313,2517
71753,27114
52730,14305
46591,1873
60762,60761
10565,4158
44396,44395
48981,9989
60329,71780
48949,52380
27749,4249
64003,10163
22729,1136
18248,2938
67818,41449
3651,3650
45192,3889
5811,39597
6279,6280
56678,56677
5134,1445
27929,2313
41751,15406
48405,15334
57691,4232
9110,37934
67536,67535
64518,21863
9327,17106
55220,55219
9647,9646
60170,11034
39278,11790
29619,7724
15564,1873
4252,31200
7916,4158
51421,39111
28317,28316
15247,5169
71386,8114
70517,268
40730,40731
61043,1445
29790,18094
66778,2962
62805,62804
1963,14051
57439,7188
33403,71972
21959,25599
59545,667
14323,8889
47356,9989
20082,8200
34589,1445
7916,4253
12108,12107
69134,69133
56768,1045
31316,31315
63255,36896
84,6826
5806,1632
7321,5067
56174,1136
47991,49562
72061,31350
65884,2962
32944,6158
70090,13763
41454,1279
64505,63273
41355,76
56020,56019
14094,49890
34238,1445
27625,55822
64893,6112
72104,72105
34018,1631
72106,2938
24513,6280
57067,1445
72121,21545
50125,33571
84,55928
65416,65415
21528,11522
72140,1873
7491,7490
3059,3058
38368,38367
8152,3404
64686,63062
41421,10947
7714,1136
1945,5067
25752,33295
23232,23231
1963,15625
47893,51654
11485,67743
17056,16536
59617,4992
18196,18195
20764,2984
72315,1873
72317,23231
21082,1463
68029,1445
33350,33349
2606,627
84,20643
53858,5968
49783,25719
63493,26860
66901,1445
84,41792
1963,12897
33497,1136
72372,554
30545,1632
72381,72382
34906,1136
58484,3361
18277,21915
8657,49795
35092,35091
5313,19630
2581,10280
52738,3942
28500,22330
33686,18260
16203,12959
52186,52185
12413,12412
72432,12627
10038,37372
14098,1631
72453,2938
24796,24795
72463,4262
54288,9792
35565,33167
72477,868
72491,19287
10049,1136
30873,7180
22217,6198
59143,11790
72508,11696
71393,4473
10827,67743
28058,22072
70331,70330
52384,23856
72385,2428
69008,24556
52022,3614
40811,40812
43384,10482
50839,2521
64452,13667
9460,1445
39042,10482
55096,55095
59247,12449
66584,1045
20485,67660
49918,5287
47311,29605
57414,14996
20486,6510
46943,1045
43062,43236
36612,36611
72602,72603
49459,3889
69242,46172
2821,21557
40045,40044
72629,1632
34562,26524
6961,2517
15862,1445
52421,1136
68037,68036
58913,19129
38515,7369
44232,44231
72361,49085
56803,20211
30002,14305
11653,11652
57168,5356
84,69139
33111,1873
72707,72708
9636,76
19453,19452
1874,2205
65288,65287
59009,10664
44920,56687
2821,4252
23448,38807
13373,23115
44614,1632
4474,76
72414,72413
4449,4448
72774,1136
72779,16278
34180,8994
55927,1445
9866,6775
72799,1632
72804,63839
11427,2962
72031,17812
55118,1632
72811,72812
72817,18260
72823,8269
84,1873
84,17221
66435,66434
72702,72701
18807,23475
28568,36203
84,69537
4827,1632
1945,3508
14007,23316
67494,67493
66048,39048
5884,5883
84,13528
36966,2521
20040,20039
33415,30880
59299,868
41091,2962
60352,12129
39993,72918
70556,2433
51614,268
72926,72927
20500,20499
69663,69662
84,3589
41287,22095
72940,1445
47532,47533
63365,63364
72957,28215
68605,68604
72961,67598
31336,1445
12730,71548
72976,48854
726,29724
57329,11593
72985,54407
72987,631
66796,66795
69302,6112
73022,31314
73025,13124
2606,5356
57326,18180
57791,28265
73050,73051
13880,7627
43623,1873
68548,37102
26547,9989
10298,1136
9864,59552
24531,24530
73068,5169
71922,40044
27452,1632
30389,16536
12600,18094
32662,15375
54911,1005
54421,1136
67918,55415
84,1107
32998,1005
69634,69633
9027,20211
84,51019
43865,3133
9703,9702
40502,20499
43865,24674
73150,4262
20756,10664
54223,33167
9506,9505
72409,13667
51773,1445
34062,68361
5313,21557
73179,3015
55660,4992
73193,12959
5324,5323
32837,32838
37407,73230
12232,9792
73238,513
84,45937
55544,1045
61387,36896
14155,5815
26149,64732
54903,9630
20760,4516
71955,71954
21223,10947
63775,1136
43665,268
71318,71317
5946,12378
27671,3677
27473,2962
70579,1632
7916,3508
23335,1632
34747,27114
13797,2783
2205,1136
40558,3677
22501,9250
41113,631
39163,17720
2606,1632
84,4252
2351,65271
63905,1632
73354,1873
36111,2433
70208,70207
34062,268
69239,69238
32095,33302
73365,23502
15316,30228
68930,22996
28121,10828
55279,3739
44734,44733
34584,34585
31903,31902
84,17733
2886,9545
71387,35670
5946,5356
51033,73402
67626,8135
55698,55697
39121,2428
15059,15058
71112,4262
68722,1632
49658,49657
21319,21318
61051,67037
23876,23877
5313,44711
55296,5968
41374,41373
3143,44501
84,39059
73455,6297
2788,1136
60572,4232
24268,12879
17985,868
71336,10994
73102,1550
44676,71817
12680,1631
14007,44501
69578,1136
67060,5881
84,9435
72668,72667
36454,23381
40636,40635
62730,24814
16288,40698
34850,268
64568,64567
73525,31588
61364,61363
12953,6108
67993,48206
18225,16505
11997,2521
17816,23860
84,67673
58577,73585
9166,9165
73590,8244
64550,8889
726,48341
51332,51331
28467,28466
7971,2205
69268,12129
71323,1873
73612,798
73517,5815
84,3346
6393,1873
24142,24141
71165,1631
28736,5287
71599,71598
24606,17471
68715,7769
34672,1136
38926,38925
6956,1136
32867,868
66829,34632
13151,48028
84,16664
14835,5287
30657,9268
13114,67493
12496,1873
51900,7188
5313,66815
84,628
14941,12129
33491,3889
4159,4158
8783,8784
71528,24556
52623,7853
4252,5356
71205,21519
69728,69727
66721,66720
51817,51816
21278,21277
73154,18094
13624,13623
3014,3013
53146,53145
52217,52216
47936,44351
58964,16355
25769,1045
43952,8269
13349,13348
70855,42276
64339,64338
59085,43607
73296,3889
17563,2517
1449,1448
8136,8135
58362,58361
58020,3285
73796,28863
69359,69358
73620,10292
51214,1445
67166,67165
26045,21277
73823,9943
28797,12559
29434,40917
2666,9545
70714,26682
5313,45112
84,28646
9631,57066
73870,2457
53727,6886
28600,28599
32796,32795
39687,1136
33507,4448
53234,53233
3938,31200
70801,67743
5827,2521
52819,52818
26588,5571
31257,31256
58242,55415
14755,28863
58130,15729
73954,12959
45481,45482
15041,15042
2581,4158
70461,1463
84,73985
24169,13623
35752,985
73245,25185
50650,4414
48355,10437
1449,12354
7363,6108
84,3354
1963,15890
44845,44844
52377,52376
73809,31369
32095,3052
16506,16505
50184,21195
74053,30655
12730,20660
30286,30285
57142,57141
5946,1632
59725,2962
9958,53677
1963,1071
50794,27752
64968,1136
72087,1632
49564,18260
726,59245
1874,4158
53670,10664
69207,5287
33101,33100
41707,41708
62862,62861
84,27761
61952,26222
40236,1136
8931,513
65229,4992
50082,4948
31127,268
6237,1632
28317,72727
65964,42276
53191,4232
26804,1136
74120,13667
2522,4232
1963,4285
2939,2938
61579,1136
20962,131
51216,51215
25804,25803
19002,7369
2552,47160
74167,3072
66038,66037
50699,1632
6052,40716
74187,4262
70242,9446
51548,4232
21898,1045
49153,18260
69934,69933
3121,28870
2985,2984
38688,38689
57843,627
25656,25655
69311,30307
64080,1873
69560,9814
11523,11522
20744,2521
74262,13452
70615,70614
21203,6886
33714,33713
27209,9505
65188,1873
64107,12959
42603,42602
51359,23381
8912,11245
26888,10677
14512,72157
66400,65827
132,131
15770,27752
2606,28646
68332,8889
72000,6918
48224,54145
74302,3889
46483,6297
59961,59960
52173,2521
16779,16778
47487,3889
73409,73408
74327,19088
4789,4790
74344,74345
16032,20660
65527,6886
65357,1136
4252,16179
16288,49290
2009,268
2581,2580
58676,7369
726,7165
60184,8694
2821,5323
24029,24028
44560,13374
36543,2084
36534,12129
66381,268
5324,627
67949,1873
74400,74401
74357,74356
74405,74406
50710,1632
2291,1136
72470,13252
42845,3889
62243,62242
28568,74413
74418,17812
73949,1136
51932,1445
8890,8889
71172,44836
8057,63655
74437,23189
71829,14082
54190,66494
5652,5046
59737,3815
35631,1005
2784,5067
64694,14305
70988,21163
51843,868
62857,27114
53372,46698
68602,1005
65729,65728
36398,1136
52686,6280
74286,10451
65798,13667
36017,27155
74315,13252
39362,34774
63493,69054
1370,7900
30425,30424
62459,1136
11195,11196
23218,1136
74488,1136
74542,17329
6841,6840
68908,4448
39432,9446
7485,59849
55985,55984
31151,1136
74569,3889
29122,12959
48676,42384
61708,5414
69969,69968
71357,2758
48656,32475
38181,1762
46709,2938
61367,61366
50220,8053
64692,64691
74578,22191
63704,3739
15711,28007
34901,1136
15916,14825
65510,65509
40229,1445
47201,47202
16468,1136
7916,14785
2581,1136
60502,46482
22192,22191
28647,28646
7321,73985
34566,34565
7887,7886
40736,12959
23448,38061
72693,72692
67487,67486
3363,3006
7916,1631
14997,14996
84,55276
67951,67950
69478,6297
74648,22330
31220,9943
28649,1790
29172,29173
25599,28646
31286,40917
59809,59810
61100,33038
26820,2984
52730,52729
74635,74634
15801,15800
22221,8219
16537,16536
14960,31635
2458,2457
50632,5287
51044,11520
5946,627
60808,12129
1874,31200
38997,53105
51033,71508
26910,27465
45593,45592
74512,3889
7038,2984
62011,62010
84,26601
63948,7724
31325,27752
39621,2962
27284,1445
54554,54555
37574,37573
23002,23001
10814,2962
37230,53709
56155,31099
19425,47483
70490,55185
59338,59337
62568,19088
66961,1445
24030,76
58603,1463
59858,1136
84,2390
53317,24028
8057,73531
53854,28545
2546,1445
73932,4493
70031,44219
71798,1005
31101,2411
68309,65925
41419,21557
17979,17613
84,760
13098,7523
30683,30682
8738,1632
74498,34212
13773,13772
39993,71863
74784,23231
45790,976
74796,631
7735,61542
65845,7523
72072,27240
24656,51569
68165,19088
59912,1550
16183,268
8454,8455
57988,30688
11340,63442
26944,26943
1085,1445
44417,15036
53760,21700
42385,42384
60622,1136
74808,31475
26400,26399
16569,16568
53182,53181
74818,1136
73935,6641
65088,8244
65746,13124
4949,4948
16467,6886
24788,24789
68944,10664
26149,74033
42767,1632
60507,60506
72092,2962
69032,24610
61395,2217
68079,5356
1963,27617
71847,71846
74853,6542
20331,3786
21716,32663
54483,12129
37656,1136
71059,5815
13227,2984
74778,3458
69938,33605
47310,3648
62670,62669
63587,27466
71805,28863
74318,74317
72346,15674
70992,70991
18098,18099
84,5067
84,4330
25599,5067
34847,14103
35898,39283
74908,74909
64080,1632
36242,12959
71370,1136
31827,24674
6919,6918
60681,2758
74938,30307
24649,1632
10450,10451
31849,31848
65249,8694
7226,7227
2784,1631
20551,20550
55118,4252
58521,1136
55654,24556
21864,21863
25600,268
5313,57984
67295,2758
12434,12433
51613,4158
27096,5046
41707,5414
7240,25013
48790,48791
17920,66926
26547,985
27857,1136
32619,2758
66260,1282
62321,62320
54239,38444
55746,55745
7759,1136
51405,51404
55619,25803
2522,2521
73463,28222
31220,31219
73477,13252
61870,9165
75007,35859
45214,18094
2784,2783
21546,21545
8012,38998
45710,45709
40255,5947
10378,6108
25906,1631
20082,19766
64440,29605
57435,57434
48534,985
52302,18808
5946,798
23715,23716
63048,8269
50808,985
31761,18260
32482,66409
23783,23782
51335,3458
35687,268
75058,1873
84,12680
73406,32267
74591,74590
3938,1107
44436,12129
27625,27624
4252,4090
52970,52969
31965,34774
1533,1532
27464,6135
72490,54402
39112,10605
65847,1045
70964,45042
15612,66758
84,4253
48850,48851
21959,32873
20999,12879
67325,14137
53203,11790
3938,627
59130,38215
16802,1136
71503,71502
46374,6886
51514,1631
52723,9646
8054,8053
71665,8133
13227,13226
73071,22763
726,32873
32631,32630
11592,11593
43848,9446
44785,3361
47310,9206
4252,26877
28024,2313
73904,49657
70848,70847
67610,20222
54642,54641
84,6660
63016,60651
1874,15890
70996,70995
73333,2984
75150,16747
10721,985
66515,18260
9677,56782
48866,48865
34164,25655
46123,10482
26657,26656
26996,12129
16408,10163
71967,1632
9737,1136
32234,12879
60819,31880
73612,12378
15692,5960
34471,131
21960,21961
33204,27513
58624,10451
69349,6886
19425,15074
64487,64486
28899,3361
74879,3889
33701,2660
22053,22052
18659,1873
4252,5067
32435,25866
5313,206
64759,26352
5588,5968
38303,24610
69733,22123
70417,513
41819,9165
18048,18047
72204,18260
56342,56341
3145,2464
2581,9206
1874,14177
74748,22763
15459,513
7524,7523
37758,37759
16668,16667
14323,23860
4252,627
26223,26222
41716,8550
37548,2521
47065,47064
84,1962
7770,7769
12919,161
5313,57436
69342,1136
30696,7950
53717,1136
73999,1445
16809,1136
75053,75052
84,55764
20760,20761
30605,13623
84,63108
69928,69927
1888,1889
74850,12129
74851,26524
2516,5356
75110,25185
67834,3072
72661,2240
74342,74343
5684,3500
47508,2984
21621,3404
69405,69404
32421,513
60398,12246
46961,46962
65401,65400
49071,49070
41276,41275
48095,2984
74845,22123
36796,18986
48092,48091
70450,3458
61975,1445
68848,4158
5313,10063
71338,1632
46947,46946
34910,13616
32095,43321
44704,44705
25906,1136
18607,16374
68620,68619
35898,35897
45146,14208
55804,11522
36626,3404
40774,4232
73003,5571
23358,3404
42736,32152
5313,3312
70266,10664
62780,62779
12355,6158
899,1136
67599,67598
64372,61363
49574,69164
13913,62869
51514,4253
1464,1463
12243,1631
71675,6300
75328,9165
73598,73597
51499,1136
23448,23447
64356,14082
17200,752
34004,1873
54520,22330
62873,5947
75006,75005
24457,268
26315,41274
48088,2984
63822,4158
21319,67083
24410,3677
72160,72159
726,25599
62357,48707
2820,268
72418,13777
2581,6302
16791,1369
12450,12449
84,12709
75345,5140
60015,45599
54552,24795
55333,55332
60120,38367
66414,2457
54085,1632
39716,39507
19647,19648
74644,1873
12592,8200
84,61125
73095,73094
6419,30970
75262,75261
58041,58040
84,13601
30464,6302
45612,45611
51033,51034
48248,11704
41684,41683
14234,14233
33926,76
64289,12747
70844,1136
4252,27513
53224,53223
48660,2962
42099,1005
26389,26388
19877,19878
15612,15611
28647,29461
5324,1550
65286,1136
31901,1632
66833,1136
11195,11240
42132,985
20346,1136
41451,5067
31958,31957
30511,1632
14007,45117
13265,30347
29724,1550
16682,335
45562,16127
55286,31099
52481,268
41253,985
69852,1136
45984,34543
67288,1136
1874,6302
75252,50010
63095,63094
11682,1873
73704,1632
15938,3928
13265,49417
53931,268
47387,4158
10698,10697
63195,53968
36460,36459
54254,268
2516,798
75155,49530
38891,38890
69766,69765
16809,1873
7085,1632
37174,1045
36396,1445
73209,22123
25599,5356
18569,11278
43408,2962
5313,63705
47949,45453
27156,27155
47819,10482
30649,11704
53913,11704
74277,9630
62747,62746
4136,3072
27016,2962
36532,12121
12465,3072
8431,8430
61495,7180
44944,34212
55907,868
31100,31099
36115,21163
43603,2318
33821,34550
73129,3053
42346,17739
14695,6343
58496,45227
6491,22996
28451,7950
41472,30285
39029,39028
49791,14305
73885,28863
57471,57472
29489,55427
52416,11520
15757,6108
55742,6886
9477,2517
41197,41196
24104,627
14658,1445
45262,31881
24338,13277
70128,9397
26754,6652
53083,53082
5313,5312
67502,49475
3132,3133
75302,48712
28735,2962
38701,6108
73527,29111
63931,1790
47536,4232
63387,6918
4033,4032
3938,1873
37237,868
63652,10451
6961,21557
72022,10482
51573,20222
70127,70126
57978,57977
1874,8150
30526,554
3386,2240
5395,24789
39055,9989
32922,1005
45206,2521
35410,12129
35686,1136
20295,20296
28635,28634
28462,10482
67978,30307
10061,4232
53156,985
20561,20560
69903,22330
69777,1136
726,51019
71631,7724
62761,5026
33570,33571
5324,2783
64311,64310
53789,53788
69455,1005
67118,9877
8103,64169
14160,1136
70714,36731
57082,30307
72651,34774
62586,5815
38246,38245
71183,10664
26804,3095
16892,12121
36359,5810
55118,2783
6237,1631
71452,71451
10585,2294
11289,9943
19119,2660
8999,34325
84,798
11921,509
13743,3786
68563,68562
65191,65192
64606,2938
1963,50408
22997,22996
1849,49584
63482,6108
43168,36731
68925,23502
75369,13777
10847,25473
39839,1005
16080,16079
67746,2457
12732,29125
72226,33616
63580,10482
39059,1632
50643,50642
24001,12129
11989,9989
25679,5947
54677,54676
40771,10482
28319,12129
41009,22996
68279,33167
31827,3133
74566,2938
75295,1550
53378,53377
24291,51668
54660,54659
69257,1136
67185,6648
16590,16589
74524,74523
19013,7369
65635,1463
71923,6158
44072,27269
65349,2758
72398,10664
29092,20693
54930,41629
25906,4252
4924,4232
73578,73577
46200,46199
15486,15487
30785,22734
17813,2540
26199,26198
24931,1136
45110,6886
29215,3677
64446,30228
75368,15192
30834,30833
7165,8994
75180,28863
4252,11866
59965,59964
67573,10664
84,4394
61524,1550
23385,2938
84,28870
9815,9814
68441,37102
43984,43983
56855,1136
17650,10664
47977,4452
15980,15979
3362,3361
60213,60212
71724,65370
66142,4262
1963,1632
28878,16355
55494,976
65177,3889
71797,976
21227,268
19213,41773
69688,69687
29578,1445
11933,11932
75487,1445
42422,7000
72923,1136
40761,1136
48674,36203
71810,71809
23580,21163
71759,28863
1367,1045
20760,28661
28913,2540
27551,27550
9327,9326
42367,42366
8018,5571
25679,5067
75489,75488
7240,2758
15983,15982
10597,2240
61265,3404
10537,20892
28409,62749
3392,3391
57691,2521
20674,20499
35607,35606
4815,1445
3389,3614
50956,50955
16164,2758
39824,2540
