proxyfor_inv_1,proxyfor_inv_2
4433,52679
1844,3695
135,38684
1568,34348
135,62573
135,62577
77,62596
19828,3
4836,20662
648,62608
2639,24405
1568,62657
13803,62673
135,62681
18283,62687
135,62691
22163,14766
4089,6954
77,56239
192,7445
2639,34590
77,62765
26282,617
321,16136
135,3312
5552,43794
163,62855
717,15803
2639,34185
17,3930
1627,7495
62911,50749
648,26184
135,9754
135,31987
1183,52881
77,63035
1568,28691
135,32160
135,17152
135,1224
135,5791
3006,4459
135,49863
47634,19366
1109,63137
883,45899
844,45390
503,26936
135,2676
17,21007
7144,192
135,43436
135,42917
63228,3279
163,23061
13764,39998
2639,20913
1568,53523
5782,3068
648,35721
321,4708
163,2021
163,14509
192,321
503,11582
135,3712
2079,174
135,63356
135,10448
135,50676
135,63375
321,13614
163,63389
192,5135
5552,63397
135,63445
31215,57413
1627,44257
135,39026
503,15907
135,63470
135,57308
2019,760
36,50783
135,28711
4047,31786
321,50629
36,13013
883,36339
135,8870
163,8668
617,18940
77,62151
17,17279
135,13927
1568,28268
3738,11420
9524,12201
135,63647
135,44435
1568,24405
135,63662
135,12243
3547,80
588,1215
6998,3518
2127,36294
135,22429
135,13490
135,62429
135,38558
321,35929
1868,8296
192,59943
16535,32508
3370,9422
135,8024
17,40324
135,19133
4047,42455
1109,2163
5552,56926
135,62959
1192,5896
3262,18522
77,11892
9913,39134
2639,58581
135,34969
1568,45578
503,21384
3726,15397
31657,23349
1016,63975
135,63992
135,63995
163,64013
51957,12384
3195,64040
3006,6992
354,59493
321,2113
1109,6302
5552,33340
135,51266
135,24504
2175,803
850,7690
135,52203
2639,41583
135,53039
135,18250
163,1204
1162,32236
2639,7001
1162,22965
135,5499
3726,22826
1627,8020
135,35105
1109,2737
1627,17652
77,64211
1966,19265
503,30191
2019,64225
321,254
135,5254
6416,36434
135,64239
135,3127
135,24064
21402,3563
883,64299
135,19263
135,64307
135,13174
135,64314
1568,20883
77,37250
135,11162
135,42525
7905,5128
163,31339
135,4570
1568,14486
135,7525
3702,64369
7324,12495
43175,59147
14963,64408
77,64411
394,393
17,35066
4047,26043
135,19113
1061,8614
1016,18039
135,28418
859,7102
1109,10042
1162,37989
77,37339
7943,13603
642,1124
36,39229
10658,10657
135,64586
64605,46399
883,16159
135,37255
883,59243
2639,16705
2019,1223
321,4649
31755,12189
6749,6748
321,41968
2175,11419
1568,64142
9956,53086
6,64707
135,1577
135,16620
1347,3334
904,11345
321,13957
57317,1876
192,11565
503,17290
135,43194
135,51672
135,45120
163,64764
77,32610
135,16082
2639,52097
2175,83
503,64789
135,64796
2019,1383
866,64799
135,62913
1050,26641
4974,31802
9625,64849
883,49579
883,55142
135,2473
7403,5228
135,50859
27987,2626
5172,20051
3738,16114
4047,12059
64842,37271
12104,32610
321,1834
36,51167
243,318
7324,36347
135,50849
321,64979
3195,7815
503,3027
321,58031
36,65032
135,30491
47380,16936
135,10520
6194,135
135,51333
8272,8308
321,2078
2543,42371
135,65035
904,43275
135,21446
250,39868
135,7821
2639,4045
1568,7001
2625,54835
859,63984
135,14994
321,19510
135,44374
321,155
135,65218
135,36579
321,65239
321,6036
9896,1387
321,41498
192,5852
2625,29208
163,4877
7905,56910
3870,19984
2175,7114
135,65323
17,45761
617,1346
503,65339
135,27870
8748,609
135,9559
135,19140
3805,5019
135,17378
135,9038
163,17991
617,20477
617,50388
1724,49730
9638,9637
9524,36805
503,65530
192,259
6762,16083
617,37906
135,41120
4658,46420
8473,5911
135,65571
494,7220
6,2899
2175,51975
904,4797
2019,42587
135,65630
192,20748
135,13926
36,1894
617,29850
135,65697
1109,26344
135,28226
6437,6438
135,15185
3702,15718
17,18282
2990,54618
1627,34464
503,5676
135,19792
617,19844
135,14303
2175,4242
65819,8073
3078,7128
18283,18284
17,649
135,43004
135,57500
15424,8310
135,16165
135,57522
135,65891
135,32694
135,64881
2639,29627
36,30116
135,58923
980,29586
27581,11633
36,34284
8882,25632
3005,1465
135,12496
192,65956
8672,23207
321,26563
135,39483
883,25765
135,65619
2241,23496
1109,3589
22817,7114
77,10031
135,53140
77,22278
77,173
1568,60897
321,751
1109,2205
135,19900
163,596
135,3938
2175,66101
192,9521
3791,34096
192,10325
850,66127
135,55813
3577,6375
503,66147
135,22921
135,27899
9896,18962
4196,3480
77,6366
9274,39256
503,43165
1247,4593
883,66233
135,16567
588,13110
1627,2778
135,190
135,66274
2175,6637
135,65049
135,44295
1844,34497
321,31351
1183,4242
617,51460
1109,57212
135,59594
135,66386
354,20228
135,5950
135,206
1109,28946
135,66452
135,38058
3262,25697
1162,38991
9979,33963
1868,21266
19019,8495
2639,66518
8179,24723
905,40478
39368,32266
135,20268
4836,44832
135,6446
135,66572
135,35498
2175,1781
135,65012
1868,8543
321,16008
2175,4202
135,20226
1844,3869
4147,17501
3195,8495
135,37413
250,6972
2175,3973
2175,8910
1183,47922
36,50582
135,376
1568,45204
135,64363
135,25436
135,66700
883,4440
77,45295
66745,751
135,16176
3951,27814
503,60561
2639,66775
1347,36956
2366,8746
135,48510
135,50297
2639,24666
135,63923
321,32808
135,1349
135,62465
866,18173
37847,47036
321,16040
36,174
192,1901
192,401
1568,36324
2639,49555
135,9075
1374,35597
7943,8416
135,3621
135,66963
1568,31611
883,63125
1445,9403
883,43426
135,54523
135,13334
135,65068
1568,67004
163,26451
135,67013
978,22656
2639,38194
3702,33117
1953,9462
2019,67076
4047,3782
37148,609
3702,27069
321,41379
135,4104
7425,13413
116,299
7535,9462
866,25265
135,3113
135,67123
1568,48302
135,7759
61882,52089
116,14340
135,15290
135,31727
67177,4892
1016,3594
321,17642
135,67181
135,4506
67198,5589
77,11399
4047,13582
25091,11784
1568,23596
20380,20379
1627,25728
904,4431
2175,1800
135,3568
135,1347
844,193
135,67280
163,1755
135,28010
163,1380
12624,16109
135,67341
1109,67342
39700,39699
859,24729
163,16291
787,9404
21867,135
36,17632
135,67435
1568,2492
135,21554
192,800
135,67472
77,8265
135,40225
4196,74
135,53451
1868,14029
588,230
192,14289
135,10871
1109,40483
1016,21026
135,1675
1109,41407
4047,9425
20088,34911
2639,1989
135,13520
1347,27110
163,9638
2639,42107
3624,6814
2175,40639
2639,37274
192,1024
1109,8088
2799,18343
135,7936
77,46616
33280,660
1256,39316
135,17258
2175,13110
3370,17218
135,67684
135,10794
135,21616
135,6021
270,8310
135,67719
135,17950
192,38032
135,37706
135,29384
163,67767
135,4122
904,3930
26735,3782
135,45010
3228,33766
1183,59886
4047,11184
7943,28394
2736,647
2639,36009
192,3930
7403,13310
135,53
135,17953
503,44039
135,67865
192,14704
717,7690
135,67896
503,67899
17,1894
6,12639
192,41485
2639,32381
250,1915
617,27204
135,67942
135,1193
250,7312
192,47164
31488,40678
2639,52878
18667,36965
1953,48475
135,19218
163,68043
866,36673
16130,3
135,48184
4147,9684
883,58891
135,67352
135,18606
135,10247
2175,61712
2175,1205
1415,1414
10737,47807
135,25541
135,51720
135,68175
135,68176
39803,34104
3860,23881
850,41891
18780,10890
192,2855
2639,60538
2639,16347
1627,31883
1183,10016
736,54958
135,68305
135,10975
135,54748
77,6712
15077,27628
2639,34010
36,328
1568,8413
503,43961
1016,6325
1183,68397
1568,30403
17,56899
9383,135
135,60939
1050,29207
883,1110
1109,4223
1568,31548
2019,58370
4089,17308
13952,65936
321,3223
866,19832
135,257
2639,29216
62127,1582
1016,7057
617,46297
135,47885
483,68524
135,763
135,41323
135,26798
35808,31941
192,61150
2639,23984
135,14718
192,41203
192,6783
56923,7151
135,56680
1868,21733
2175,11475
135,21322
135,53862
1016,20842
1568,48402
135,35953
135,68669
192,245
25471,48953
28762,28761
4836,2503
1374,21209
135,28122
503,135
2019,730
321,33998
2158,68724
3195,866
1627,6020
1568,41370
135,36089
192,6804
2639,49722
77,31740
36,32763
1568,44523
135,68774
192,68786
135,19929
135,29519
135,46342
1050,68824
135,68845
8082,23723
135,56318
503,14411
21802,617
2639,14419
17,18869
135,68870
135,68878
2105,19075
503,6251
4047,24485
2424,54548
135,30023
1050,44006
1264,13891
617,30534
77,22652
135,5310
135,68989
2019,2174
135,60893
135,68576
135,47439
135,69039
243,5759
1247,6782
3195,8073
192,48031
17,254
2639,46872
6086,6087
866,31468
3370,45870
321,26961
321,16421
883,50047
2639,45660
36,45188
2175,3279
135,30483
135,43695
13952,13517
135,48152
1374,6748
192,33912
250,50934
135,22213
33427,24677
135,27487
135,16932
617,69168
192,70
17,33826
17,10890
2175,60399
243,15578
1568,16440
36,54697
1568,53339
135,54643
135,63266
14564,135
2639,56544
77,69253
866,69254
717,32455
135,8166
883,46464
135,69304
1966,49723
77,54148
45777,2494
77,1708
135,33644
617,43585
47447,54770
3886,25583
1016,8743
135,43514
135,57495
503,51364
2639,410
135,3714
1966,36739
7425,8073
51270,15217
56440,69379
135,15247
135,53250
135,23378
42642,2269
77,5621
2639,51527
163,3766
2639,5966
1627,14107
1568,25265
192,866
1953,23295
2639,15546
1183,69445
1216,192
135,51958
2626,12770
883,29417
8272,18911
1016,16320
844,47505
2639,14920
135,26340
135,3515
135,41869
17470,609
321,1922
28308,28307
135,35783
135,45992
135,64167
617,2687
135,12646
3726,44909
135,38220
1109,12905
192,58307
135,38653
135,4586
135,40567
34606,34605
250,7049
135,66801
1183,55869
617,33677
1966,9417
77,3502
12104,4166
36,60944
12624,67428
135,69673
77,12798
135,1245
135,69713
321,275
2019,6895
39502,2662
135,47887
32572,34272
77,52636
52643,6375
192,2087
648,20429
135,69808
503,12598
77,69774
883,63342
617,5951
135,35017
683,19920
2175,3819
736,10644
135,23421
3062,3742
321,15869
7324,27077
2639,16926
135,19808
1148,1147
321,60192
135,8957
503,21829
2639,16884
77,4382
135,39693
1568,7487
163,68945
9524,32156
135,39021
135,58692
77,63022
30926,69989
77,53188
135,70002
20555,12573
503,36025
2855,5615
135,9863
21589,15180
77,50378
135,22577
2639,33329
135,57518
135,5662
135,3197
883,61465
135,49170
135,20638
57405,16942
3951,28592
2626,6422
503,40221
1016,21655
3860,3859
163,9387
866,1254
1568,37992
135,2832
4089,30117
36,67957
588,2612
2175,2242
1568,37823
135,402
135,26974
135,5255
135,2790
36,10725
135,31021
1109,6340
1374,56899
135,354
135,10365
883,30524
77,8480
135,5661
65481,65480
163,1481
135,3489
866,11781
503,70274
2424,372
13643,609
1627,25590
135,9191
135,63115
135,21576
135,14550
135,48749
70322,3966
135,24545
135,37248
135,61959
1183,17955
135,69257
163,53538
321,17279
2079,41459
3067,41851
36,29116
12104,7776
135,70425
1568,60086
135,70432
135,11348
3005,32751
1568,25703
11956,4593
135,42359
883,25755
135,24566
135,5782
135,19457
135,15120
6,4272
2175,11118
135,14033
192,717
135,2996
3005,12870
135,70542
1033,3121
135,35172
1844,2435
33280,60183
135,21783
1109,3553
2019,35741
883,7355
2639,17343
1966,46799
1109,32811
321,23058
135,63244
3738,16490
192,14049
77,7616
135,65248
883,18941
48719,9462
4047,36892
321,40707
135,51576
163,16267
4570,135
135,395
617,10154
250,22289
503,63071
135,31639
135,6911
321,50601
135,19996
1109,3655
1966,70777
135,27791
135,62896
321,6562
3705,3704
700,13900
135,8521
648,6092
135,13208
29803,10826
321,39899
163,49418
135,28166
321,10419
1568,70851
135,9281
163,15361
135,70857
135,11242
2175,15354
135,3841
135,29467
648,23212
3860,9758
36162,47640
135,54324
1162,24026
321,1131
3841,17289
8720,751
135,4171
866,865
135,9094
70943,2740
135,20477
135,66827
77,70150
243,16337
1568,52683
883,48571
36,27603
45634,45635
6,45076
135,16595
192,3124
21259,609
77,43859
2639,24757
135,8073
2639,7487
844,36778
14500,24126
17,19212
3702,13368
135,19229
135,29338
135,66938
135,448
17,9685
135,39297
17,1601
68641,8495
44500,15997
9956,33312
77,2988
905,55485
844,21909
135,21414
135,10361
2639,44152
17,29120
1162,7690
321,8745
36,280
135,35357
9393,71237
1162,35998
9231,9230
321,33212
77,70789
77,5133
1627,54130
77,3453
135,38257
3951,3579
163,2206
51365,39301
243,20415
1901,71348
1183,6405
135,23658
21535,24312
135,55304
2079,14262
1080,6375
15847,2303
36,52168
3841,65914
45310,8073
883,17162
135,40270
17,40938
14538,18711
77,3395
135,46675
321,45031
1568,1949
2639,7355
5209,12348
503,4786
135,12941
66994,66993
1901,21785
135,739
1247,23590
77,4692
135,30340
135,55717
17,31530
250,4408
1568,42405
135,38013
135,69452
135,41475
163,38241
1004,6375
3370,48983
321,1855
1568,65151
135,5214
71593,7151
71603,71604
135,67159
15126,12598
135,9510
1568,21909
1016,18704
1109,1546
135,7778
1868,5416
135,30438
13292,24366
135,1655
61764,9900
135,49921
2855,33962
135,71188
135,7282
135,41138
1966,3372
9524,54959
135,10278
1016,4561
3951,19984
3055,31710
617,22612
135,49180
321,64940
135,9896
135,24662
42514,135
11654,135
192,277
135,68209
3841,62908
321,49761
135,40242
135,28955
321,12416
4603,3995
321,3534
135,45962
20353,20352
135,55399
192,683
904,14909
135,3773
2175,2368
135,61082
135,2351
77,45652
36,65820
135,71659
844,17834
135,56775
1966,44044
77,71783
31564,38018
844,5474
77,23915
15656,25338
1016,18075
192,5922
4089,14790
2639,1647
6186,4593
135,12836
883,33906
135,49784
2835,71861
18667,20092
2175,17976
3370,26062
1627,6375
8072,69555
1844,10327
1901,37325
135,16132
135,61858
77,67577
844,19417
135,23612
883,32734
135,21748
77,71909
1183,33178
883,9988
135,42515
503,1545
321,35540
135,12317
1568,46770
7046,6379
135,69896
192,524
250,3032
21535,65307
4047,14920
494,2078
2175,8179
2639,59580
503,72039
1109,39281
3726,40092
135,70760
17169,9133
6762,71606
135,2241
48490,135
135,64348
1109,7143
135,44281
883,53999
13556,4946
866,61799
2625,44771
2019,21908
5552,42862
3702,11571
135,34384
503,72119
2990,72136
7643,7642
72141,5756
135,64008
77,69203
135,67777
588,26179
295,7921
54116,609
4047,9867
60432,72188
192,10286
8882,33508
2626,12641
321,372
7367,10192
135,10729
135,68974
135,26848
321,2063
135,57909
135,70998
1953,3782
1568,24485
1953,10675
13393,9936
135,43274
883,32417
1183,9638
72269,7150
135,2503
14969,681
192,72275
72292,58289
321,9785
135,990
3841,29895
2639,42296
135,3683
2543,32390
135,4532
9896,16638
1568,34619
321,46291
13952,10998
65980,65981
163,1162
9956,24027
2175,24177
9896,44870
163,64110
7616,61856
135,65721
77,27588
4168,21355
1016,250
135,72410
192,1896
4047,19811
135,7766
135,68197
163,72423
135,2703
135,6981
1568,23519
1966,1227
1109,3335
883,72450
77,11946
8036,9843
905,52396
135,2932
77,7485
135,8924
135,470
163,51055
3841,19075
4047,44523
135,54461
250,63544
648,50499
8082,10963
30124,135
2639,5759
135,51876
51996,7495
135,16809
50963,8495
2639,26563
1109,72524
135,65113
135,51074
321,9738
2639,45899
135,72545
36354,6375
77,69953
1966,19073
192,5331
135,24903
36,1876
36,10090
135,55749
31488,65118
135,622
135,56452
904,18641
32917,6698
49721,8647
135,12887
163,72660
2019,29007
904,10032
1109,5866
1868,330
1016,5747
883,72677
5802,26040
135,61933
2639,37823
135,47262
135,53683
192,6308
321,57371
135,7151
850,68415
503,24879
2626,35991
135,32970
36,13384
3728,647
1868,10784
135,37148
617,29538
163,14742
135,4000
192,37670
3195,2737
3841,34418
3726,64312
36,36943
135,6258
135,72809
36,29886
1627,15765
69641,27345
2990,34176
3138,609
270,19179
1109,8816
54984,19048
321,19361
1627,6017
1568,20913
57909,135
9355,27610
321,35201
3746,6375
68714,21730
883,57910
135,6625
135,63329
321,18933
163,11708
588,24279
7403,6936
1183,7776
135,35062
503,64205
2639,72915
503,72916
192,34810
1109,67434
1109,49293
192,3398
135,20354
135,736
64678,13148
1568,39201
64604,2063
1162,36984
321,34826
883,27289
135,12318
2175,56793
1016,54487
3949,3948
135,52902
321,13091
135,11515
135,3642
12104,27403
135,59655
135,7434
135,31752
192,19984
135,55507
12722,6375
135,6501
17,56417
2175,617
1966,1855
163,9961
135,13585
2019,2170
135,60010
135,50003
29308,26716
13379,38551
135,8946
21589,19508
192,9826
344,24111
1627,29312
135,5418
73126,21683
36,34763
1183,70134
163,50343
1966,37623
77,73141
8672,30273
3728,3727
1568,30639
3728,22070
3055,35794
135,2291
135,11895
2175,14171
321,10257
13045,13044
459,14921
321,4491
192,38772
3262,16929
2639,10218
2175,50588
7905,7312
135,40230
27581,27580
503,23391
9524,38308
135,17733
2175,9682
1109,10875
135,6773
38295,21044
270,26934
17102,35458
77,20634
503,12553
2019,71274
135,67316
135,24214
26735,377
3702,36356
135,26502
503,44734
1568,1567
1109,136
135,40118
163,587
135,73291
135,61414
135,16368
135,70563
17,57033
77,11507
243,4047
77,723
135,44013
756,311
321,2087
883,69921
1568,22982
1844,12398
250,47032
135,15452
44420,8910
1275,2205
844,8042
2639,46809
135,27322
77,73111
503,12735
15555,46026
135,44527
192,116
3195,4593
883,61603
135,16740
321,21932
321,26379
1568,17646
321,31581
1347,35886
503,7664
135,69170
2639,6595
135,34396
2079,26330
135,1597
77,9556
8162,33601
1568,36916
135,61213
135,48490
1347,38642
3195,13413
36,15843
6782,352
6431,7208
43901,22499
135,5357
135,10857
8082,57409
883,46041
1568,5759
73552,19110
135,7073
700,73561
135,8311
135,46944
135,73565
135,66595
192,2626
135,9906
135,15371
77,3835
192,34586
1347,7690
8672,26043
135,6963
1109,11061
250,31998
163,19397
77,40670
17,9486
2175,21474
2990,26696
135,73619
3538,44681
1050,24282
4299,21236
163,5893
844,21080
14548,13418
135,1351
2105,46258
1966,4811
321,21088
7324,36692
3726,14475
135,1719
77,51680
192,1844
77,1264
3195,2205
20626,7719
3726,3782
17,4075
135,34690
617,4408
48740,22161
22938,58724
135,4471
22147,2198
2639,68156
20420,20421
135,34977
883,32390
77,913
54613,24282
17,18152
2175,56737
1568,10758
135,73746
135,73750
135,486
503,5533
40543,617
883,32455
321,16508
135,73768
36,5158
71865,8495
617,27402
321,8990
2175,27571
135,59169
321,4074
5008,17232
883,62443
36,6804
192,4147
70124,2050
135,16876
20351,20350
2639,61530
192,45820
503,72093
2990,19844
14617,19439
192,69538
135,68225
135,73763
135,13413
135,780
904,22474
192,1061
135,45344
2639,8717
73876,48924
135,33680
1109,73879
192,612
617,53029
1568,6133
617,10931
7324,17888
12624,14204
2639,69443
1016,33588
77,6192
77,73905
135,14564
42009,133
192,36688
135,3780
2170,13891
135,71968
135,52064
192,4272
12104,51912
17,436
135,47318
135,73992
7403,27618
617,32935
1275,17175
135,74004
77,72339
243,44136
980,18898
321,21542
866,9084
2639,46039
9360,69779
135,74027
77,9324
1568,460
25322,19544
7763,2372
321,13049
980,10194
192,8647
135,10755
321,7650
3726,16884
135,27749
2079,28504
163,38071
503,31978
1568,17232
3738,13670
1347,12016
1109,65413
1568,58183
135,23252
23721,23720
617,44832
245,485
1162,7458
7324,64085
135,43524
135,65876
77,24281
17,33335
135,18157
2175,29177
135,58686
2639,57841
135,74102
35773,49209
2639,45954
135,5119
135,23988
3841,54076
1568,34504
17,34255
844,8698
31488,54626
1162,31266
135,58266
617,52362
192,254
12104,2067
866,38125
2639,37153
135,74149
36,11184
135,10173
26735,74
54281,617
1109,10244
62957,62956
1568,48692
135,67283
135,51299
5277,21438
1109,61382
2706,31512
2971,1668
192,642
1568,70505
192,1672
135,58619
17,11537
2175,45338
1568,26874
8162,36822
2639,23971
844,5245
74194,74082
1183,11367
135,11050
135,339
77,9315
503,16467
135,67745
1901,52130
6329,54548
1568,24499
3335,3334
2079,3782
17,20539
1568,17834
1627,4826
1568,62397
135,18334
36,68777
9524,36518
135,18750
135,69481
135,74242
135,3867
1966,6657
192,3804
2639,61568
135,18181
163,2657
819,10044
135,58489
135,30529
2990,64337
18283,26024
1183,42819
63165,914
60657,38894
135,51200
1627,436
17,49064
2639,56426
9956,74285
1568,33329
2105,73614
2639,67004
135,38864
1050,27168
1016,62211
135,59319
321,13156
163,44843
243,51915
2990,36527
77,48677
135,56985
980,2503
57212,609
135,6846
77,38646
321,1936
1092,8746
66335,114
2639,15929
2639,17913
61575,29842
163,19805
135,66273
5552,20700
883,35477
503,74362
18283,43203
192,3220
2639,23596
36,20748
1016,2901
192,8364
1016,14836
36,74378
135,7902
4299,21066
135,45040
74398,2304
2639,45204
12104,52149
503,2581
135,41502
71951,71950
135,71532
135,5222
503,16448
5552,29416
135,64501
135,59458
68937,3563
135,11114
135,74438
1627,45540
904,50877
135,12390
2543,36692
1568,26736
36092,14288
135,74455
135,59600
28664,28665
1109,3283
1016,7860
15077,74464
4089,2410
135,54358
135,30802
135,1960
135,7984
135,45528
135,51157
648,57671
3195,377
17,15246
866,4325
1016,3210
2536,18711
2990,74491
866,40735
1568,36838
503,64876
2639,70382
2170,250
135,67877
135,58068
135,54890
135,7676
2639,46716
1568,14932
135,70457
135,74372
1050,21236
321,4477
321,29970
36,32555
135,18108
18759,18760
135,73404
883,12103
135,64359
135,334
321,22471
6418,35946
135,255
135,2096
135,17051
135,66756
77,71799
9896,19873
904,24177
135,24999
42274,42273
7425,4593
135,74584
74057,74056
1868,1867
72085,1421
503,62947
135,61580
503,67447
135,39333
73550,2176
1568,14298
1568,24666
2626,36294
2639,26602
36,32747
250,31509
135,25454
135,72262
135,1785
135,11102
883,37153
135,55295
503,9383
135,37090
163,55238
135,66135
135,360
135,29814
25471,25806
8179,6405
17,25896
19884,602
135,1618
588,1302
77,682
18667,2285
3538,42
1109,49704
135,70884
28701,28702
4974,74421
11663,11664
163,20138
1162,23212
503,74055
192,2778
135,36905
772,20872
135,55157
73837,73836
4299,50143
30028,30027
1868,20095
135,63889
2639,41608
135,72995
1868,52237
135,74742
250,28624
3726,49319
22100,22099
2241,53246
1183,36362
1109,29556
321,5708
135,8834
135,19311
6,14442
135,18296
8237,69467
135,73079
904,21360
163,3946
135,5532
135,745
503,70202
36,25126
135,50030
2175,60917
883,35961
36,341
36,372
135,54116
77,37360
135,35034
883,28881
850,48194
883,46649
77,69003
5209,9889
135,7144
135,65693
135,30685
2175,72630
135,71233
1568,1647
135,9531
1016,4147
192,355
53886,7057
503,71676
135,45079
9972,57985
5552,47448
7324,58746
135,65979
1627,31119
321,16654
135,3323
1568,12573
1109,71931
1568,28094
1568,71270
1568,71238
3702,43925
9524,34924
36,60669
2416,74
36,33096
77,3192
11582,135
39372,7114
2175,7557
6431,33743
135,13672
135,74385
64477,32500
135,10971
135,74890
2079,6796
135,31743
77,44700
8179,7924
17,66725
15427,15428
648,74895
4264,36069
77,33191
1868,717
135,1627
23069,14289
2079,193
9956,35167
135,860
883,35630
2639,63342
2366,15788
135,48617
62758,48622
135,63832
36,67467
50333,4499
135,58548
32674,29669
192,4488
2639,20608
135,32732
46997,3630
4562,4561
2175,66421
2241,16746
135,27486
6,4855
135,1263
3005,41055
135,18014
2175,13952
1568,22622
135,4836
135,70742
25936,3579
3738,41407
2175,27149
883,74276
1568,24757
1016,44422
1183,43400
1844,21627
135,1077
1109,1797
1109,23108
135,53639
135,18888
7111,3630
135,38106
42369,31130
3728,17500
135,49493
1183,15491
135,4556
4556,86
717,62299
12104,3819
163,1572
135,32815
1183,3004
1162,75011
36,61824
135,13891
8082,12103
135,74609
2639,8221
2241,20619
77,74689
17,29598
3860,7558
77,47980
135,24483
1109,74
1568,67432
135,4380
72178,29136
20351,8761
17,25320
77,70726
503,8755
17,33710
135,72101
1092,21274
163,10466
1347,71906
503,61987
1568,48526
6762,2176
192,10090
4196,27082
1568,3782
12104,19873
1092,32154
36,735
135,9837
270,23206
503,63685
2175,23566
135,2543
163,59243
135,8901
3124,9500
2639,69569
135,54811
1109,1108
135,73707
1050,7860
135,40383
1162,55470
1568,23984
883,19075
163,29703
7425,72801
17,17191
77,75120
904,39091
135,40260
34162,1454
135,69020
2639,69869
17,51972
12104,71493
163,37829
2175,25012
866,8495
135,54922
192,27990
17,7320
163,24354
64315,602
2019,65390
243,52195
135,74621
77,75003
3797,3222
77,66154
135,25869
843,6736
17,3737
163,70882
3055,69549
77,70769
135,7624
321,49653
904,44164
1568,69443
6329,22040
135,35949
39350,8910
588,8843
866,4219
135,12968
1868,41345
192,9393
192,2662
18667,2494
9896,71741
192,46619
33575,25629
135,27090
135,72117
135,42680
503,7201
7425,2205
39063,14771
321,31081
135,72283
135,63050
163,68109
135,74299
135,68115
1568,56434
3870,1894
1568,61017
1901,67838
135,9991
135,45987
1109,353
135,70199
135,53101
321,45466
13002,250
36,62516
36,39493
1568,51077
17,44803
321,11942
135,5814
17,3767
135,65478
135,26076
16178,14024
20430,20429
135,37745
23721,57671
135,1457
135,34309
8082,15452
1162,72356
192,26239
2079,5577
23427,1131
135,5863
26735,116
321,25074
321,20652
883,20576
135,1656
192,8814
4089,7957
135,73927
192,372
135,68128
7643,32549
163,15143
3021,8495
135,38447
135,3034
135,51812
1868,50929
135,22218
1844,28869
883,61568
2639,22622
135,38135
2990,660
135,759
135,24294
135,19095
503,71893
2175,64060
135,2990
77,35179
192,8162
4299,71084
135,40701
135,69480
2855,3563
135,26034
135,65651
866,71832
77,71529
3702,23275
21535,55353
135,13810
1109,6441
135,10117
13102,13101
1568,18758
321,33830
2175,2494
4299,2261
2639,8490
883,44832
2127,2128
135,75274
192,627
1162,58116
9896,52156
459,26348
2019,64591
135,61439
4047,1015
648,3231
135,502
135,73730
36,58874
135,41087
9896,21592
192,23262
1109,72360
1016,1676
4299,299
1183,59692
77,40865
135,15057
135,34750
135,24048
2632,41851
2175,628
135,66194
503,42402
135,75308
77,72335
77,72037
135,7032
135,73684
135,57133
192,28866
617,6233
21818,135
192,9304
503,1738
135,48985
2639,40788
77,22747
36,71102
2175,13978
192,6922
30229,29116
135,23360
4147,68909
135,875
163,42977
135,10748
1162,46254
36,51994
883,7411
1568,45188
135,59931
135,6010
2639,58416
2543,12975
4047,18937
2175,67216
135,9287
883,10140
321,28993
1568,68156
883,46650
135,52222
135,65180
26366,60637
135,58781
1016,21627
321,4855
135,16334
135,19053
12104,24177
135,56569
135,18092
866,68931
1162,54425
1109,5415
135,69812
503,6050
13379,36177
1092,42974
883,75356
5644,13385
2175,834
12104,25060
617,3068
12442,609
617,25515
5952,2201
2175,8495
163,16385
1109,17214
135,68869
192,4898
12722,8179
13556,27221
883,61890
135,72676
2639,63294
1109,9141
135,5364
135,5285
135,61910
978,9483
4047,2261
39372,13294
503,3434
135,20072
135,4938
1627,43698
135,6070
1868,21631
57088,69390
1627,62310
17,696
904,14289
135,44462
135,57053
36469,2304
135,65108
3702,1954
883,75403
1347,61707
192,5813
6703,6702
1183,12103
844,19510
5799,30360
1016,11505
135,27214
1568,8531
135,6859
135,75131
4308,4307
163,1433
192,33625
850,27345
135,20414
135,24373
503,36581
5799,48316
51958,20725
7324,48213
15495,135
135,58896
780,135
1016,9365
77,6962
2632,617
135,64453
135,61144
1092,39592
503,70281
22482,192
3738,56670
15077,21166
77,6782
1347,37540
135,73537
135,326
2639,55890
2626,24454
1109,2327
192,1016
1568,31965
16054,13473
403,17253
135,20052
1016,22982
135,30867
13393,74442
3748,3018
135,22203
163,43324
321,48716
135,55669
192,25425
36,24485
135,18169
1568,7826
22147,73430
135,49592
1568,44967
135,8022
883,72126
3738,33478
135,60961
2366,24166
17,555
135,64566
135,19606
135,2594
36,46034
883,23275
883,26515
135,18688
2175,2303
4299,60765
3860,14841
17,401
5735,23644
135,20247
1868,22353
77,75409
135,46296
9524,49186
135,75207
321,13433
1183,14011
1568,353
1016,8276
9524,30894
135,21425
2626,28299
47887,135
77,66118
163,3028
34000,37043
55131,44257
483,55943
77,22599
135,60969
1016,53769
17,5080
9956,8030
17,29136
3067,23085
588,20619
15717,34880
64985,3930
2625,15067
8882,41363
3195,9624
2175,25371
1162,41004
883,29484
135,53793
1109,37219
135,24144
135,18919
1568,18225
1901,25629
135,5440
135,8920
135,56777
1109,30018
1162,2206
