has_part_1,has_part_2
3237,717
19169,14723
40711,18693
25734,7815
11867,28098
37897,40388
20648,9837
5799,27799
36828,40731
36881,39092
36881,39093
2818,21914
2425,1329
38958,40247
29859,19225
36889,38849
38717,39525
39235,39857
38958,40252
24694,7306
2721,16734
38739,38884
39501,39843
1812,28535
36895,38707
33841,35079
22684,36862
22684,36859
775,3346
36889,38902
17557,15577
10087,25979
2795,22653
3550,15631
11444,24868
36886,38972
39333,36842
39333,36840
9176,29642
34661,1454
22684,36876
39808,38510
31740,18285
36843,40348
39766,39845
3348,38292
25540,13895
3988,10270
17436,35742
15313,27836
5315,1904
19902,16661
19536,28010
39333,36869
6066,27782
39762,39958
39215,40536
38720,39495
13570,40926
15619,1982
39766,39837
38979,39658
16715,8959
24656,8548
36904,38451
11662,1778
3660,4075
2204,8255
7041,22150
39501,39905
6886,10569
2795,22706
4647,6254
39514,39506
26934,3484
18536,34443
12235,402
16323,12940
4694,21185
1866,10557
36895,38754
2336,20566
15225,30612
38739,38939
40523,32791
9145,6098
36835,40623
8155,20414
11979,8367
36874,39449
36889,38985
40128,36885
26934,11711
4694,29402
36893,38871
26882,21509
69,17135
39215,40614
32751,11602
39740,40730
30354,3985
13459,19835
30552,14261
36156,4348
12375,20685
36536,764
36852,40122
36887,39035
438,5709
28903,24410
10588,26931
552,18565
40588,39037
17557,32095
38692,40471
6306,36812
36850,40236
4694,29443
10240,29546
8660,29385
40653,37011
28134,23709
36880,39287
39501,39962
40606,38474
36876,39453
17986,18826
13207,3133
28340,25537
39766,39978
29119,17760
740,12786
22401,29412
39278,38729
27834,16662
29993,31654
18502,35613
6162,16742
36881,39284
260,3098
39762,40090
39546,38593
36871,39603
21185,34377
6104,26747
23644,15486
27060,16090
36852,40240
3633,5056
2593,12723
36879,39378
36843,40500
3004,40950
36862,39912
13920,30236
36888,39109
25951,9519
939,14858
20949,8959
8791,827
35728,25954
36906,38585
32912,23127
39808,38745
13253,26355
12975,2201
36843,40550
9794,2507
36880,39377
4694,21352
36886,39192
36859,40026
32702,13270
16324,13075
32703,29617
7322,13624
14841,9907
22486,35051
40300,39865
6141,9274
31486,34575
36880,39425
36843,40571
36923,5328
39808,38771
30306,22024
39766,40079
40590,39110
36876,39556
36880,39409
25224,23940
4086,32041
5867,1406
36682,12786
18090,40281
36880,39421
4694,29589
35465,34170
6488,31324
38739,39175
36910,38535
11227,23689
40300,39940
39762,40240
36880,39469
18090,40301
6376,18421
36883,39374
3483,17995
452,5460
3485,9740
36893,39036
30942,35128
39808,38789
36889,39168
16475,8469
39537,39005
39783,39609
38493,38639
28276,35873
36879,39519
38683,40944
11711,8703
22596,23535
12315,30948
8155,12453
36893,39070
36886,39286
23050,9477
39763,40220
39766,40126
18090,40350
1101,26344
4724,4146
36895,39021
38696,40531
7722,1323
36876,39646
39002,39275
36859,40173
6761,14728
1949,24640
30083,20842
4841,25107
27949,21458
30827,30542
40343,38677
37981,13594
15913,17746
1101,26361
33932,8041
10634,33940
7327,29969
38692,40678
39821,38445
39018,38766
31731,27114
39766,40160
40954,19716
36866,39947
36880,39513
362,8322
30990,930
36906,38709
38720,39820
40590,39232
36867,39956
38961,40578
18090,32211
18090,40406
39527,39418
25902,3032
36843,40709
22401,5056
10234,5409
430,6235
38493,38712
36850,40467
11952,17700
36852,40405
1454,23648
40573,39747
40334,38964
39766,40187
23127,15348
36852,40407
25473,24539
35570,6429
3274,40968
38921,25429
39546,38860
36843,40732
15455,7429
39002,39337
36843,40737
25210,40899
36860,40208
25734,24656
36843,40735
902,16208
40334,39013
36843,40742
1366,26409
27873,15701
39509,39998
13970,12521
18541,34659
36852,40483
40086,38533
25776,23383
13373,31039
6663,1483
3481,1824
36895,39158
36872,39872
38485,39021
36880,39629
39278,39018
36893,39197
36895,39141
11130,18668
40300,40080
39762,40373
6399,26073
40300,40086
25734,16505
39607,36991
18090,40498
36852,40518
36880,39647
36899,39064
553,35278
39766,40298
38485,39049
36893,39253
38979,40127
36895,39194
39581,37823
36893,39230
38720,39937
39501,40301
36852,40506
32768,27864
34258,22622
11102,19575
27510,35234
39501,40350
20741,23887
16515,7431
1068,27534
40333,39132
2257,15253
11309,21356
18090,40536
40343,38826
29276,5056
10102,34206
39763,40433
31153,20594
36899,39103
2020,6228
3298,15763
39766,40314
18090,40551
30329,29777
23155,30990
10939,87
36880,39671
14237,12537
36880,39672
3567,40204
13727,36536
40341,38881
36878,39738
5708,6603
25927,18799
36889,39439
175,22484
38817,37019
27569,33430
36893,39317
4228,3345
36883,39604
27920,30763
660,23846
4070,16443
36899,39111
27063,40938
8791,17556
14841,18421
21451,34683
39763,40485
38720,40047
35,18660
3988,10809
40672,36886
18090,40597
3988,10810
19902,25388
39762,40518
36878,39810
35969,35229
36869,40099
36910,38825
3485,10027
4976,4769
26706,27470
23960,30678
18090,40614
38559,36837
39763,40477
36966,37069
3015,35
38416,16702
27060,16485
35705,35240
36880,39776
87,25275
6404,17864
4694,21722
2593,29510
21458,34516
36895,39321
27060,24694
1381,34327
15653,26070
14841,10289
38739,39486
36910,38879
7863,21819
13654,22521
28359,9044
39766,40460
36880,39813
10778,29756
38986,40067
16475,8808
12235,982
39763,40556
36893,39412
39846,37981
21646,28718
36300,33221
982,22145
13014,34187
40285,40734
23448,30225
24385,17561
30832,38891
36880,39797
40590,39474
39509,40221
36869,40141
39766,40452
39763,40581
38720,40146
25,2684
2593,29572
36886,39660
11678,1885
36853,40680
36887,39630
2593,5007
39527,39714
39293,38751
39615,36965
38559,36932
36880,39830
40300,40305
39615,36964
38739,39545
36874,40019
1068,27716
4105,23680
9890,24572
11984,25191
38717,40271
1690,253
39501,40551
7471,25847
39235,40606
36852,40723
40080,38959
29170,362
40051,39865
39827,38615
36906,39060
13570,33406
26791,375
39766,40514
40300,40343
3022,24528
13990,28585
10753,6048
36866,40344
39037,38578
26585,31362
38739,39628
36911,38950
38739,39627
36880,39888
12375,29512
17436,28281
11697,25954
7201,26068
39766,40537
26773,25545
16964,1940
36887,39681
36975,36953
12271,40939
39615,37037
39766,40545
36876,40024
40672,37074
17798,25262
28997,38544
36869,40277
37981,38577
36906,39137
28996,38567
5208,30527
36889,39665
25,19173
39032,38771
28263,36739
12767,33781
40672,37056
39766,40565
39537,39479
29329,28267
15225,23114
39581,38114
16336,5057
38485,39320
28263,28544
38729,39949
3492,1819
39501,40597
17557,40936
38717,40331
15466,7458
40334,39354
36876,40100
39563,38722
24656,9295
36877,40046
40341,39157
36880,39958
36869,40296
36869,40297
39808,39304
38559,37067
10327,2971
870,25799
1306,12285
38717,40400
33349,10189
38734,39883
39766,40660
1690,24967
27060,16725
1912,1703
36927,38529
31508,1743
36906,39178
16328,5370
39002,39743
39763,40730
36880,39995
23312,34627
38732,39966
6298,5024
9794,11329
24114,1599
38493,39184
1533,13477
32956,30613
36880,40045
36881,40015
36880,40044
36889,39736
36906,39210
36880,40020
31033,106
40343,39173
10939,33205
19588,10841
38567,36920
36894,39630
13990,28743
36878,40132
27309,25462
39876,37303
23531,11500
36880,40074
39766,40718
17222,35047
36887,39855
40051,40080
35386,12663
29673,25897
39766,40693
27096,15701
7075,30137
10566,3829
1866,19584
38739,39767
7663,3720
18771,19810
23129,32169
28289,36048
36859,40748
24043,36627
30005,23840
23442,6105
25171,26234
26612,22523
32771,36406
38720,40404
27096,7515
36991,3898
36853,40944
24868,11047
40086,39025
30083,5056
37981,38717
28276,28302
14427,31626
38717,40487
36878,40152
33518,5056
40595,39616
6306,13055
34828,21785
3485,18591
36873,40345
18471,12786
37981,38768
36888,39883
36910,39202
36889,39853
38717,40510
28996,38786
39581,38301
2874,21164
23061,1581
1827,4470
38567,36972
39537,39669
36241,27158
9794,3261
11892,36530
2178,26364
17414,20983
8381,6102
36862,40682
15704,24847
36874,40345
32271,19193
36906,39359
36907,39327
3237,18124
23796,3381
36893,39767
36910,39238
40943,12518
36899,39583
40423,36834
10642,26150
11444,9479
36886,39961
12793,16822
36899,39565
36880,40151
38567,37007
1609,27650
39546,39432
17557,24777
36880,40155
39032,38979
36895,39729
36880,40191
39783,40317
18510,11642
36910,39268
17557,24803
26790,25292
36864,40701
10113,1609
39821,39146
22656,22372
23129,32311
12235,1371
40590,39857
2336,21527
36933,38543
36889,39904
38567,37039
36880,40184
36883,40096
36895,39725
36895,39760
40628,38723
16516,24334
31433,20660
3976,28040
10106,1850
36874,40414
36896,39738
15913,18453
14705,31324
40089,39056
775,28977
36889,39958
18749,20661
39627,36971
37981,38845
28566,11247
299,27366
36880,40222
35195,35113
3195,3133
30832,31128
4323,940
39289,39319
6298,21640
25473,33409
36886,40081
36876,40392
20758,7547
8818,33637
38493,39388
37981,38887
20441,1000
35889,21818
20978,744
31088,31392
36883,40194
2139,3133
28997,38890
36906,39492
39808,39640
26282,32944
33832,28263
36895,39806
29095,19490
7008,32431
29311,37368
39563,39024
3015,25149
775,20861
35867,38915
40686,36982
36906,39473
3423,28892
18564,26458
38757,39441
7041,15047
20220,32490
36893,39920
20358,3622
40590,40006
36893,39925
34830,30153
38567,28997
27060,660
26080,31041
6886,36247
17822,8534
39581,38493
38577,36849
5750,22316
39821,39251
38734,40180
15933,9741
40315,40318
25734,9017
38717,40708
20594,12709
18208,21159
35934,20526
27421,5899
8414,29859
1652,10106
2950,19024
5694,24070
28669,8162
40583,40258
16730,1453
36889,40062
25,3214
36895,39882
40342,39521
36881,40317
36893,39982
370,8914
31441,28765
27343,32925
29882,11555
36869,40729
36910,39458
2951,19024
26497,18183
40609,39487
40343,39541
3187,11712
35976,27432
36895,39903
40328,39982
6502,23643
2828,6466
25090,12683
37981,39057
39821,39367
28059,27136
14238,21416
36927,38973
4255,11408
36886,40216
193,22643
31392,30329
16761,554
4694,22378
853,34957
24614,11068
1068,3721
22512,18906
36910,39520
29815,13698
36887,40231
6306,5192
11886,37006
19722,7082
6761,7472
22371,15080
5334,10760
40086,39350
28669,24667
39293,39357
29863,36803
39564,39153
16448,18494
11158,2257
22636,31452
39310,38844
38582,36871
17822,8677
36924,39115
4003,19272
36883,40390
39002,40238
36880,40487
4050,26010
9144,7368
36886,40290
11711,9731
39852,38491
982,31033
1938,1397
1938,1398
24588,20153
40590,40193
9530,36390
22871,7832
4263,11247
18009,19292
38739,40239
17643,22449
3729,19617
38986,40749
20822,14034
39002,40259
36905,39734
2195,18031
39057,38556
2593,5694
17758,2533
21295,23959
39821,39489
36910,39617
36688,13733
7157,36248
540,3815
36876,40682
926,32813
13961,21950
18122,7649
16901,4543
5484,6210
4556,26784
28997,39159
35175,27858
36887,40325
24313,20547
2950,27429
36876,40702
28289,36559
36893,40172
38485,39973
40648,38455
36934,38902
12988,2971
40930,21532
31088,23507
40324,40322
36880,40589
36876,40714
13334,25035
9711,6274
36895,40094
39379,36825
15619,27923
36880,40564
36934,38895
10939,17366
1949,25720
211,14064
583,2532
22596,24653
35,19523
32051,10079
1002,22316
23824,35742
10642,10193
39114,36894
37981,39254
2336,30121
36880,40622
31424,29503
36899,40004
6120,11129
38105,10809
19625,18468
19191,23733
1550,29926
23946,31961
13013,26842
36887,40425
23574,2558
39114,36922
11067,5248
21156,36556
13066,619
39536,40230
36947,38571
25112,28606
15225,40195
35753,26437
34905,3573
12235,1812
3061,7684
6121,11130
27096,24470
36876,40748
7722,35226
39537,40181
775,29405
39808,39975
40342,39811
1912,26935
13044,1338
8913,14704
39527,40540
26791,1163
36906,39876
1406,18055
38739,40394
36910,39756
36895,40192
3610,15274
20439,9678
40085,39611
40884,14841
36880,40662
39581,38855
25,28115
30974,2575
4002,11329
3623,23078
24578,28848
38739,40424
18502,20593
6306,21830
32385,8007
38493,39860
36923,39379
11697,34941
1938,1597
20488,16364
38493,39867
15467,24564
25210,33819
36893,40313
12059,7343
35570,23956
39037,39356
30832,7018
9286,19575
13539,10624
7458,35294
15225,32086
37981,39333
307,3021
36728,12643
36559,17884
26733,35802
17703,4436
31185,20662
36905,39971
8322,24906
30392,28858
36889,40469
2208,1453
18028,27142
1070,36738
40609,39813
39561,39538
36883,40637
26017,25238
12458,19589
39379,36987
17978,12302
27873,467
36899,40142
18305,2167
38496,39788
39821,39711
40080,39874
9794,36648
16588,30839
39575,39149
17440,20813
36955,38446
19722,31991
24312,20760
27658,15343
40324,40512
17556,826
36910,39823
20682,18625
2178,10613
39821,39697
31712,20759
39384,36866
11740,25496
19621,18742
35789,17238
26450,3652
36933,39121
16070,38733
36886,40615
14872,18522
11407,11247
1840,4724
3541,17531
29688,17978
33645,34602
35,27923
36893,40383
19271,5056
19472,15212
26068,15534
9669,32385
16070,38741
9629,17237
6940,26872
28669,431
40343,39976
7484,1824
11852,30266
3743,19500
40334,40266
27060,17557
2593,22384
38493,39967
36896,40320
40128,38438
36893,40416
13927,15106
37981,39466
7563,7592
752,5740
14237,21877
4695,30967
8206,12240
26882,14920
39865,38448
39384,36981
9794,3980
2795,7963
20685,35015
39278,40239
6761,32473
19287,29203
40118,38779
9381,24982
25826,23100
39876,38093
40086,39775
40658,38467
5125,25863
11050,22416
37981,39532
88,9979
15346,20308
39123,36905
31415,30078
39821,39840
3047,8367
40343,40053
25734,34149
2139,36525
36886,40698
11588,5749
7041,23838
30009,40904
39852,38871
22556,9829
1463,16536
35867,39564
4694,22870
38739,40653
36889,40662
33472,23710
3274,1370
39123,36916
18771,4299
7938,4243
29842,21547
36895,40453
39821,39863
40390,38606
39123,36928
29349,12244
844,11178
16448,27158
40390,38609
40341,40128
35772,34348
36906,40153
36958,38547
5336,35772
34496,182
22007,18680
12367,6235
22106,31993
11067,5571
39002,40726
16070,38892
39564,39662
36946,38900
26773,2029
39384,37053
21856,15198
40334,40371
36906,40141
31457,12473
5061,27934
19000,29991
40080,40057
27229,20658
36937,39185
16475,34543
17320,157
20955,2179
9373,768
24143,26231
39058,39016
36881,40966
307,3288
39546,40276
3590,8013
39600,38601
1101,19637
33317,36767
3448,28800
11130,20033
38768,39822
40328,40611
28940,25001
5484,14845
36946,38934
37981,39617
36899,40391
32956,23374
28634,34476
35570,32482
7563,32336
2941,36350
39581,39212
307,27895
30379,29554
1371,35873
36889,40754
23127,24985
1533,14478
36893,40611
40390,38704
39564,39733
31740,36528
27765,4107
16637,29586
29170,1533
39852,39036
39600,38662
35969,20153
25171,10809
40334,40492
1350,28369
38815,38426
17509,10780
19000,5519
35956,20534
432,7683
5429,236
36914,40000
23840,35700
4841,10282
40713,36955
9708,6863
36907,40251
36823,26472
22779,27656
38493,40250
13013,35486
36899,40513
36941,39209
40128,38689
36203,12911
4694,14859
19625,18948
16940,12061
40334,40508
8320,765
28997,39700
38815,38442
37078,34945
26073,23851
40331,40635
37981,39762
2699,27570
36941,39236
40128,38743
8367,7510
36972,38281
1938,26589
3274,1557
27060,26066
36906,40297
28994,15263
29113,3376
35480,2593
28612,18928
28008,29462
14360,10169
39037,39831
17449,12713
5055,20102
37981,39796
40089,39991
28098,34850
35741,27292
27842,18240
1398,35175
982,31690
2795,16448
1938,34830
4312,10387
34204,1225
39581,39336
40086,40101
36930,39634
39333,38875
39808,40533
16772,33745
36899,40599
20464,1213
39537,40747
12137,21783
40609,40282
1101,19833
36907,40361
21509,1577
39581,39384
12375,14412
36895,40705
13113,7919
39821,40110
39821,40109
40086,40091
39058,39191
36899,40583
18446,22813
39537,40730
14724,23516
1748,16185
36907,40386
5708,40884
35741,2808
14724,31725
16448,2857
36907,40364
2795,16506
37021,36828
36599,765
16965,36002
17327,190
39865,38785
40646,39149
7157,20556
31246,27456
2933,28624
34370,28911
36947,39135
13872,821
39564,39966
18700,23192
39664,36869
18541,28123
12778,10161
26872,32020
31448,4852
22636,32266
39664,36853
39333,38922
10483,7588
16759,34229
7517,17616
40609,40331
38767,40089
32203,30592
4105,33280
36968,38512
370,9805
2336,22587
2195,18768
3346,32247
39664,36906
36927,39833
21664,5056
40925,22395
36970,38504
1180,9289
26773,35094
9840,27556
36899,40677
35,36599
37021,36899
34258,24247
14390,17587
36850,34011
37022,36875
12367,22953
30716,19374
12313,8243
38744,40878
7771,1599
29113,28126
1652,11068
10076,12067
39037,39994
38807,38933
40609,40413
4721,6044
40341,40528
36910,40365
36906,40489
37022,36900
7471,19107
39821,40241
40956,5056
39081,38611
22043,9741
40923,14276
36589,17556
28996,39959
3809,9756
40086,40225
39581,39532
17436,21501
40128,38974
39664,36973
24847,12947
5055,12106
40143,38506
40640,39456
17338,40948
24069,28892
15455,9212
39852,39317
38767,40182
14266,29686
40143,38492
16070,39291
23501,5559
38807,38983
33660,18318
16070,39313
12418,5057
11735,34425
39664,36995
19057,12241
18594,26594
36174,38693
36934,39709
40653,39115
10939,1763
39664,37005
25367,21432
7629,6078
3100,15408
36910,40436
5061,28351
32912,16933
36943,39420
129,17406
12629,14924
31392,14922
38348,36865
16682,3980
36934,39737
40663,38827
37022,37010
36844,34337
8619,40950
36916,40302
39852,39396
39664,37031
25,4263
37021,37022
40080,40497
31964,29975
39664,37014
7041,16150
16070,39349
12518,34785
34516,40958
36975,38460
40128,39019
15197,25460
36828,26633
10234,31870
15225,24605
26589,40965
21433,20582
11102,4957
39664,37059
2756,17934
36914,40399
1859,12975
13990,13741
39865,39003
7171,3961
26585,32912
36910,40500
29862,5056
35843,24424
39821,40375
22025,10424
39852,39412
5060,20252
8457,13248
39664,37054
11959,35761
39581,39624
36906,40630
8160,30660
36968,38746
4724,30675
10642,27442
11583,22846
8015,18767
36972,38623
36174,38791
39059,39466
38493,40634
37022,37083
12367,23129
35956,20978
13378,40951
40341,40663
11315,6600
36933,39813
39664,37077
36975,38515
31083,32770
16070,39413
36946,39420
3988,28939
24878,3933
39821,40411
40658,39073
39876,38744
36341,33642
36972,38665
39560,40356
4105,33525
39831,40120
31415,22513
26773,18957
27060,1863
20239,16702
15997,25337
11174,27395
28732,15594
9940,24691
10102,27863
40609,40635
36203,21571
7937,4875
775,22095
3976,21170
24347,28634
16716,11247
14234,30850
5708,16631
1463,775
2834,7428
13961,6557
37981,40163
8029,10230
38757,40684
40147,38561
35266,1453
36975,38589
25112,13130
18460,22758
11910,29189
36975,38626
11150,36368
4355,34023
1296,30552
39821,40516
16505,34204
39600,39181
1697,9933
17320,25325
36910,40650
18327,18702
36942,39634
36969,38802
18565,27702
6725,9724
30500,34552
9190,15231
40147,38590
26585,24868
4324,35014
2407,12521
39333,39289
36930,40054
10428,17832
27591,18251
15913,36201
37981,40244
28534,5397
39808,40957
39037,40255
1728,819
36968,38862
20455,10102
25171,3171
3485,28276
1654,11312
23428,32634
40923,6376
36975,38651
36977,38589
36955,39307
39829,40324
36969,38883
36937,39872
27487,21503
36968,38917
20140,3503
8920,23648
40128,39259
21365,6489
2593,23184
3855,33220
18811,20153
13916,16235
11067,6252
29113,12079
28997,40248
21991,3484
32547,28527
40390,39353
36910,40738
26309,25288
11882,30168
36910,40742
36972,38820
36980,38549
16070,39614
1371,36525
31415,30865
40922,22846
26791,2177
11179,11004
39289,40705
35999,28008
4048,27275
36934,39986
26824,17556
8959,22495
21571,24751
36980,38606
13056,26574
582,36431
36980,38609
3885,32345
36925,40286
40923,31036
32076,26792
8959,14319
40390,39374
30827,32732
34304,23245
2191,27534
16070,39666
35772,18738
10513,23516
27920,40950
21943,21430
18509,21390
25734,18597
2048,15595
36972,38890
10038,21853
25734,26791
11444,11047
40203,37004
40147,38743
2336,31253
36920,40481
9190,31785
16070,39695
35705,20842
39584,39862
39058,39784
31415,30944
14526,30220
39821,40715
26585,25016
16070,39689
36984,38550
36934,40097
4938,24342
13920,32630
36975,38800
27556,11329
36972,38897
38301,38659
40147,38774
18564,36116
39821,40694
36973,38869
32355,26390
39564,40467
27115,16797
7414,4946
7414,4945
40920,14858
36968,39063
30827,32820
26585,25059
11867,30760
26804,26458
30801,853
7690,29170
36980,38704
40086,40696
30801,17260
12503,11050
5054,4398
31036,9970
33836,13269
20519,32892
20822,23500
4724,31023
18708,7131
39615,38959
2195,35702
16070,39750
40663,39248
3448,5057
670,1067
12470,20300
38807,39420
11803,24586
39852,39792
39581,40001
36987,38503
40663,39271
29423,27258
36974,38947
39058,39877
30832,40918
1068,29717
36944,39885
40153,38709
36975,38896
13924,8026
36957,39452
28997,40481
35741,28000
8041,1981
19286,38420
11487,18032
18492,38457
34638,4852
28997,40474
3269,10655
36968,39120
35867,40484
39575,40229
2319,23723
40424,38484
36991,38449
28996,40528
36990,38478
13113,33178
11102,5408
36991,38454
13013,19902
36975,38957
40128,39515
29568,30976
36927,40417
38858,37897
27418,32119
29026,15034
11151,3902
39600,39476
12674,5854
36968,39193
18455,23263
11614,30530
32771,21838
34308,15159
40141,39137
20934,28327
14683,33701
23840,36550
30121,13867
24656,27659
775,6108
39157,36863
40684,38677
33472,24683
39418,36968
40390,39604
26210,12242
36939,40124
8320,34371
39600,39554
39600,39553
36947,39875
36924,40588
7041,16672
24724,25562
14862,3609
13990,22447
36828,10807
5690,25798
14017,29815
775,22521
28996,40608
39852,39920
38815,39304
39852,39925
36968,39218
8234,4291
31118,23969
36991,38506
3496,3718
40692,38501
25734,27060
36930,40439
22948,23301
40147,39019
10176,1453
28997,40585
40658,39568
39356,38970
1398,27809
35741,19963
31061,17556
23363,10439
12184,29312
40961,30172
18810,12340
24656,27720
37981,40609
21991,3832
28997,40602
25734,10684
29113,12426
29447,18455
16070,39932
9794,5125
34498,33937
16933,29581
30801,25656
12064,24878
19838,5056
40942,14412
28467,7919
36968,39274
1474,917
12823,25927
16070,39957
37981,16070
12235,19591
38568,38835
25734,27096
16730,27716
29170,2527
36174,39362
39600,39653
31641,7841
39581,40244
40484,36833
453,24404
36948,39926
14841,4365
38519,40374
26182,5055
944,25573
3246,19749
27060,2409
20685,3423
28997,40665
39691,36861
39081,39386
2234,10169
8020,11028
23960,24800
17718,13503
36969,39325
4312,27681
40391,39744
36930,40538
36968,39365
5208,40874
35741,20028
6715,10540
19256,6802
37981,40701
9002,29760
2195,19591
40128,39686
39691,36848
39691,36846
39691,36853
37981,40713
11735,18768
31712,22092
14363,35613
26934,30941
40484,36887
40484,36894
39885,39079
28759,23516
39104,38711
37021,21366
36991,38682
16742,11019
40484,36896
17440,22150
5694,9450
5713,25244
36955,39773
37046,36952
40484,36867
40484,36874
40484,36873
40484,36878
36973,39262
39691,36925
40484,36916
36991,38708
40142,39332
1886,12834
36934,40475
40484,36922
36995,38585
38835,38886
17986,5264
34149,3932
3261,27556
36948,40046
11984,19291
16505,26585
22596,17990
37022,21367
37000,38437
36728,5908
13927,40977
28186,24924
40484,36928
23226,23037
34170,19643
39691,36906
27177,31654
40484,36905
39111,38507
40942,22706
9301,4178
37044,37052
29113,12590
32200,7002
35,4702
40484,36913
40923,31494
40484,36950
17857,9290
22596,34411
10420,2266
20884,13762
36974,39272
40884,40941
8892,489
38519,40526
39860,39916
33711,33930
31415,23161
17604,764
38815,39518
1938,35843
31392,7516
5150,1812
3448,13613
12518,19169
28669,18195
3111,32256
31415,39562
40484,36946
12518,19168
16294,33178
40484,36943
15770,16672
2048,16068
5003,22769
40484,36989
40686,38919
32211,39480
16763,2277
27799,12407
36968,39493
37042,37197
23973,40926
39852,40172
4099,26227
38815,39551
4255,29589
30392,22159
28628,3118
36991,38761
11289,40913
36973,39323
40692,38719
19722,25268
31508,28542
16901,30801
367,35443
13570,27556
39691,37031
21991,20458
39691,37005
7964,29329
38815,39583
40134,39659
36944,40243
25734,10939
16070,40185
39103,38860
38858,38264
5215,32637
27772,21486
13324,35203
36933,40593
24050,30396
6142,36674
40484,37047
40484,37054
39057,40331
26717,21436
40484,37055
26486,4051
39865,39832
8727,22087
36993,38759
38554,39517
36969,39511
36934,40596
40484,37041
36975,39322
16448,36694
39059,40290
40484,37081
36984,39089
8224,21324
39310,40710
36934,40642
16070,40253
18029,28680
40751,36981
8791,28327
36958,39880
20935,20505
36969,39543
38815,39658
40484,37071
39634,38883
38301,39247
38828,39294
19934,35175
338,28248
40684,39110
34516,17325
17656,23866
641,18860
36969,39590
1949,11083
2613,23266
39114,38629
3376,7807
38815,39679
40681,39190
39852,40313
36967,39634
38264,40388
29556,23620
28827,5287
39111,38745
7324,123
38301,39277
27010,20650
665,18141
9017,21369
5898,11565
16838,32883
16070,40293
40923,15348
452,24749
708,430
5506,31913
31128,40441
35741,20344
7510,10753
438,25189
709,24982
34134,37368
40390,40043
36992,38883
4694,7945
30479,3238
27836,27829
36974,39448
25734,11067
4694,16151
36812,11740
13990,31083
39615,39534
40703,38581
36442,31406
39852,40383
36975,39464
40390,40096
37003,38600
2593,23949
10939,35557
37054,37018
3483,4555
3483,29133
39581,40573
36589,35023
40390,40069
33831,30410
36969,39634
22779,4396
36991,38953
30500,10810
15424,11225
35365,23824
3483,20953
853,4178
438,17043
40884,24809
3535,11157
6298,15614
39852,40416
36992,38969
37003,38628
40684,39205
9979,16200
27479,22556
36968,39712
26080,16770
2195,19941
22871,34350
13727,31088
15836,23053
22779,4426
36968,39702
21509,11054
36974,39555
3535,27573
7982,37166
17334,1219
36977,39461
36975,39528
5414,2096
40692,38994
11309,15969
39333,40133
2145,29717
23404,17864
39329,40260
38581,38873
31950,23269
5519,15240
35,21403
20547,16309
9286,4957
30659,30545
16070,40431
23960,33408
33434,34638
36968,39772
7937,22221
18492,39072
40390,40194
28669,18494
38828,39435
16070,40448
6502,1180
36991,39047
7815,17822
30656,14258
540,5787
6886,22056
1697,27264
36950,40360
37000,38812
24303,22810
37003,38724
1734,9742
37007,38604
38581,38960
38578,39026
27580,11353
40153,39359
14841,29429
39115,38776
11067,7157
36987,39207
14705,33655
39600,40161
36995,38997
25171,12321
40143,39717
16448,12384
36968,39842
21046,9109
40147,39601
40711,38498
1938,19841
22380,16932
16661,22193
6298,7566
39600,40157
3483,21112
37003,38743
3405,15343
32351,19146
19864,4838
40927,7251
24053,22433
40927,7250
37003,38783
39968,36984
36943,40652
37003,38790
8751,5273
708,660
40684,39344
16070,40548
22779,29163
6746,1912
39895,39237
40692,39105
35555,34512
17578,2001
8727,14234
27674,16712
3485,29276
39901,39091
2336,15747
40684,39395
4694,16387
4694,32771
5321,5141
36174,39918
16070,40574
29673,12101
37003,38795
40684,39371
40941,23219
4694,40976
28337,4358
4694,40980
29113,29448
7484,36406
36627,34115
39600,40257
24469,25981
38915,36915
39175,37053
36970,39872
36960,40182
2049,102
38301,39574
25001,34062
18700,32781
1938,19934
5067,13048
16475,11662
20509,9499
9820,21369
40916,15836
10684,2774
38915,36910
32248,22435
4019,37368
37009,38695
28903,27820
36946,40652
5506,24046
22337,2010
39895,39320
25734,19588
7815,26198
40964,30759
39919,38585
39103,39304
40927,23720
19162,18505
3590,9725
35789,2775
40684,39443
36975,39741
39877,39890
10288,31466
38603,38423
36968,39993
23960,9057
16070,40655
21559,17946
16070,40651
39624,39587
20220,18515
36980,39604
39333,40398
38815,40070
35741,20681
25441,28690
37000,38995
36968,40030
16070,40690
28351,36803
39397,38462
40142,39941
7124,6715
22596,34986
36991,39324
31641,16731
31433,14984
35386,23543
36975,39819
19117,36359
36997,39109
37000,39019
31088,17509
36975,39798
36337,2235
36947,40666
12247,3573
37007,38812
16070,40717
939,1866
34115,22007
40436,39048
20732,35464
6663,4655
36969,40032
660,10527
40663,40212
12064,33831
34070,31604
40390,40454
8355,25944
38815,40127
36955,40448
1690,27758
1070,14210
31441,14794
25171,28939
32025,29457
1866,22303
36947,40700
37017,38531
37011,38714
4479,15036
33434,34920
37003,39004
40444,38828
16294,9221
14984,33460
1337,5959
37013,38705
20583,31936
36968,40072
30037,33774
6502,1498
15704,11158
21768,11575
16635,31438
37003,38999
20847,31960
4146,818
2828,718
40128,40463
21830,34259
12922,23675
38574,39490
1639,4822
37003,39019
7504,35999
36967,40138
1949,11602
6048,7415
35480,28902
35636,24102
39397,38587
36993,39380
