instance_hypernym_1,instance_hypernym_2
39389,4678
39027,15901
40522,35090
39291,15913
40348,15913
39402,12470
40705,4882
39028,15913
39801,8334
40476,11990
39384,4882
40536,26518
40594,8334
38898,3566
36876,684
37078,10807
39556,15913
39802,8287
38499,15913
39288,16030
40613,15913
39292,15913
39947,11990
36992,5328
38924,27359
40209,12101
40472,3948
38614,28784
39480,26518
40103,31781
38941,2267
40604,32607
38856,4882
39276,8244
38864,12829
38461,17130
38904,19818
40127,6482
39823,15913
36879,684
39121,4882
40615,15913
39408,4175
37042,11990
38989,792
38865,12829
40088,15913
39083,6113
39668,20743
38938,2419
36880,684
38433,1671
39466,35182
38577,13594
38811,6339
36854,1474
38807,31081
39936,12470
39388,4882
38858,13123
40598,8334
36881,685
39688,11948
22684,22990
40278,10047
38894,11990
38749,8334
39639,5320
39033,15913
39700,11620
39450,2989
36882,684
39826,15913
38545,6478
37712,7724
38700,1672
38504,15913
38613,4342
40189,12829
38638,3576
38970,1474
39578,31781
40738,20439
39040,15731
38571,5695
39827,7724
40159,5622
39690,11948
40355,15913
39579,31781
40091,15913
37011,13123
39497,17978
38582,21768
40396,6493
38736,8800
40580,792
36884,684
40732,12470
38634,11948
39299,15913
36872,17426
39195,27330
39035,15913
39702,11620
38598,4882
38523,15434
40573,17426
40435,5320
37014,4882
38586,13493
39518,25536
40468,12470
38922,19433
39113,5320
36999,5320
39390,13123
37010,21367
39983,2931
37030,28943
39036,15913
40137,6359
38752,8334
40483,28400
40554,9813
40467,20743
38843,30130
39007,477
40172,5320
38574,30254
38752,24742
40572,1093
40623,15901
39399,29266
40094,15913
38885,12470
40245,27655
40742,20439
40589,16988
38432,26518
39785,959
40069,24927
38681,2419
40624,15913
40187,4882
39126,5010
40173,5320
40501,3317
38421,2267
39302,15913
40134,31081
39908,5320
39149,12470
40261,10807
39832,15913
38781,15731
40361,15901
38690,18549
39685,28664
38769,16108
40109,23695
39678,12477
40314,25536
38632,3948
39485,26663
39039,15913
39738,18818
40207,12470
40751,11990
39443,11620
39833,15913
39132,4882
36889,684
39305,15901
39211,18818
39796,684
40626,15913
39345,6478
40056,792
39646,5320
40453,4882
39681,12470
39306,15901
39129,5010
39196,2931
39726,11077
39549,187
39466,2729
40741,4175
40544,26663
38713,34314
39422,12335
39307,15901
38778,15913
39406,12829
40011,2267
39452,11407
40110,7393
39120,5320
39912,5320
40099,15913
40528,10807
39653,21588
40480,12335
40551,26518
39572,15913
38515,15913
39600,23242
39308,15913
36834,10686
38738,25392
36866,1474
39588,31781
39043,15913
40100,15913
39154,12470
39171,11948
36935,7538
38890,12470
39386,5321
39902,30285
39965,11948
39423,4175
39573,15913
40630,15913
38470,959
39420,12470
39504,1671
38516,7724
40636,15731
37241,6293
39664,4882
40645,15434
40101,15913
39684,12460
39112,5622
39837,15913
38557,6478
39137,4882
40485,20439
39438,11948
36869,1474
39651,5320
40743,12470
39703,11948
40368,15913
39931,4882
39954,4175
39740,10807
38528,7393
39957,20439
36883,17426
38633,12335
40746,4175
39052,15731
39332,23436
39497,26518
38782,15913
38851,5622
38641,3948
38640,20338
40547,10377
38888,4464
38520,15913
39748,2419
40481,12470
38540,15296
40725,21295
40370,15913
40391,23436
39015,16988
39920,5320
39802,792
39623,6339
39655,5320
39495,26663
39551,24927
39960,20439
40106,7721
39177,11948
39391,5320
38427,18818
38785,15913
39558,8334
39842,15913
39138,5010
36926,8053
36888,17426
39162,12470
38839,38840
40235,11948
40631,40632
39050,15913
39717,19818
39196,35972
38732,34011
39708,11948
38879,4882
40373,15913
38835,6254
39752,26980
38597,13606
39233,26663
40748,12470
38799,7393
38652,11948
40224,4175
38650,28400
37823,4882
39317,15913
39482,2615
39659,5320
39283,33358
36938,15913
39730,3094
39692,12470
40492,20439
39339,15223
38653,11948
39318,15913
38889,12829
37017,5328
36891,9234
39593,7393
39007,959
38527,24039
37897,10807
39706,20300
39319,15913
40376,15913
40487,12470
36892,9234
37241,39373
40223,12470
39428,4354
38604,5320
39433,4197
39701,20439
39958,12470
39396,5320
40211,12829
37018,5320
38912,3948
38916,28400
40050,1474
38692,10807
38869,5320
36893,17426
39521,1474
38902,12470
39469,3094
39182,11990
39321,15913
37020,5328
39168,12470
40505,11990
39279,25392
39038,8287
39183,11990
40315,1474
40642,15913
40114,15901
40507,11948
39768,26663
39123,30285
39058,15913
39851,15913
40550,18818
38793,15913
36847,27088
40643,15913
38921,11948
40301,26518
38529,15913
38483,25536
38453,10083
39743,27434
40735,21295
40506,28400
39679,4882
38622,4882
36945,15913
40070,25536
40560,2154
39930,13493
36856,2263
38093,4882
39335,31916
38570,6478
39069,7393
39323,15913
38558,15049
39352,15049
38443,2267
36897,9234
39060,15913
39666,5320
40019,2569
39964,12470
38457,1844
39853,15913
38670,19818
38531,15913
40242,12022
38703,2391
39324,15913
38728,9813
37847,4354
38887,4882
40280,27273
40394,15556
39189,11948
38513,8334
37303,4882
38459,26362
39325,15901
40009,27464
39589,15913
39436,12470
36947,15901
40609,684
39173,12470
38611,5320
16071,15913
39062,15913
38507,24927
36954,7538
39855,15913
38546,31916
39068,15731
39418,4882
39296,477
38926,11948
39857,15827
38533,15913
39161,12829
39200,11620
40383,15913
38771,24927
38626,4882
36949,15913
40316,1649
39239,2267
40243,20300
40052,1649
39591,15913
39263,9701
39807,1029
40234,4175
38534,15913
40713,30285
40197,5320
38780,8334
38800,15913
37869,28389
38535,15913
39190,11990
38508,24948
38914,4175
36989,31081
38949,27667
39790,17978
39065,15913
40122,15913
39838,8334
38517,8334
39760,2569
39928,30130
39045,32930
40651,15913
38536,15913
40650,15913
40369,8244
40618,33300
39146,21588
39719,28400
39996,11620
40386,15913
36902,9234
39283,959
39610,31781
38625,5010
39279,17506
40241,28651
38802,15913
40087,33422
39188,20338
40294,18818
39012,25765
40244,28532
40096,24927
40387,15913
39950,4882
38978,26827
39240,35090
39776,26663
40719,5622
38469,1649
39605,15621
39576,8334
40527,11620
39988,11948
39194,11990
39791,1649
40124,15901
38538,15913
40466,13493
40744,4882
39067,15913
37044,13123
38617,5320
38521,16499
39160,4882
40500,12470
39498,2569
39578,8287
38848,6339
40664,7393
39471,27997
39576,24742
38805,15913
39862,15913
39868,15731
39638,6478
39726,11948
39314,8334
39953,4882
39314,16499
39689,4882
36906,17426
38711,18818
39312,187
40126,15913
38917,12470
38522,8334
38377,12829
39235,10807
40372,8334
40432,6478
38816,7393
39224,27511
38472,1672
39873,7393
37680,1649
40115,8088
39677,5283
39334,15913
39763,10807
36907,17426
40677,23436
38619,5320
40192,30285
39070,15913
39698,12829
36956,15913
38847,6478
40060,1649
37049,4883
39376,6478
36957,15901
40392,15913
40055,26362
39691,4882
38544,15913
40723,30285
39150,5320
38475,1672
40675,7173
38482,9618
38698,2931
39518,26663
39687,13233
40290,2729
38735,26362
40083,959
39195,3948
40222,4882
38447,2569
38499,25536
38759,33832
39766,10807
36863,10686
39038,8800
38387,12602
39429,4882
39789,1915
38876,30254
40534,19818
38470,18266
39340,15875
39959,4882
39994,11990
39338,15913
39087,23695
36911,17426
39355,31781
39603,15901
40511,4175
40175,6398
38547,15913
39500,19136
39567,684
39055,8334
39186,12470
39790,26518
40063,1671
38484,1474
39341,15913
38459,2267
39468,11948
39139,13961
38639,4882
40351,969
40568,18818
39007,1671
38923,12470
40253,20439
38853,6493
39342,15913
38480,1649
36963,15913
40532,3576
39077,15913
40409,7393
38549,15901
39755,3094
39724,20439
40518,20439
38550,15913
39038,792
39343,15913
40400,15913
38649,4660
40637,24927
37404,2267
36964,15913
39118,6482
40258,20300
39544,1474
36927,685
39608,15913
38551,15913
40728,13961
39344,15913
39540,1649
40248,12470
40136,15913
38737,26518
38628,5320
37001,31189
40515,4175
38552,15913
37058,4882
40382,8334
40513,12470
39774,10807
36904,1474
40381,187
39984,12470
38701,3094
40216,5320
40403,15913
39223,11533
37045,5320
38895,5320
40641,33115
39989,4175
39193,12470
40139,15913
38932,4175
38570,31781
38630,5320
39854,8334
39874,15913
39103,23436
39967,4882
39458,12470
40600,1649
39489,27902
40140,15913
38631,5320
40267,11948
40503,12829
39986,12470
38664,12501
40668,15913
40121,8334
38668,12415
38720,10807
38897,5320
38821,15875
38819,15913
38930,12470
39387,31081
40523,20439
39096,7373
38908,5010
39175,13123
38556,15901
39439,21295
38480,18266
36933,684
40005,11948
38996,35090
40079,9678
38596,31081
36934,684
38697,11575
39205,20439
39351,15913
38470,2267
40105,8927
36910,1474
39880,15901
39889,15621
39312,17130
40046,2569
39625,15621
39733,20439
40499,4882
40055,2267
40695,7009
39858,188
40056,10433
37064,4882
39178,4882
39504,11160
40750,13493
40221,5320
39442,13123
36974,15901
36925,17426
39088,15913
39590,24927
39477,3856
39669,14289
39298,25762
39616,15913
38735,2267
39026,1474
40410,15913
38825,15901
39695,5320
40146,15913
40210,13929
39012,10083
40237,4882
40334,26450
38566,15731
40539,11948
40001,20439
40597,26518
40157,7393
40162,15434
39606,8098
36914,1474
39091,15913
39746,11990
39169,13493
40102,959
38738,2267
38806,32930
40631,969
38824,16030
39478,3948
40034,3094
39288,1649
39367,7393
36978,15913
39948,13961
40364,17426
39092,15901
38949,3948
38872,6339
40413,15913
38642,5320
39093,15913
40023,11665
39416,22290
39528,18818
38829,15913
40659,8334
38677,28790
39184,4882
39913,15049
38828,7724
38418,20439
39621,15913
40678,15913
39977,4882
40150,15901
40264,4175
38775,25765
39357,15913
38836,7488
40151,15913
36931,9234
39714,4882
38643,5320
39682,22264
39094,15913
39529,18818
38428,11990
39057,684
38489,18266
39999,12415
40395,8334
40543,11948
