member_meronym_1,member_meronym_2
290,27532
37028,19142
32309,34384
25144,27119
30017,23511
12217,34645
34364,3431
30833,30978
4929,31197
13261,35045
7629,29424
10418,24884
27353,24189
17401,5017
24846,3604
36864,24260
15218,7172
34544,30643
25949,18581
25378,36282
5699,23745
28438,23334
17808,25190
13261,2322
32622,24727
29509,6543
31874,15147
31874,15146
25437,18080
16602,29821
1521,5822
31742,19229
9512,36636
22358,31632
21382,29118
34078,28738
31536,25637
25378,19922
15218,7224
3509,26139
12202,35177
33897,34398
33164,24355
19641,1176
13026,9646
29174,16951
21215,1538
13886,15749
17310,24309
36884,23701
32081,8779
2052,22169
16659,11715
25984,1174
6634,27585
2653,36313
27486,3760
22926,30453
19224,14150
34663,10687
31210,35788
36160,29791
29297,29583
36887,23641
29143,34355
35004,16483
6039,29685
33216,6386
12224,18168
11616,4259
20126,35372
1439,8452
12711,19463
21612,5681
16001,32165
5634,9488
29174,17014
31010,25661
31536,9354
25521,31975
30830,14847
28514,4723
34880,36784
2887,29131
26598,31373
11991,25445
34146,10395
15888,2939
11099,36719
9863,25878
24419,33404
13261,18845
29174,17068
35428,3406
12259,33535
16659,28218
29614,36216
24636,10302
32735,4994
18417,22868
17861,7362
26033,16170
23373,16703
6887,3488
3431,28703
34466,16880
34364,36462
15546,29979
1119,34854
12483,26639
21272,16341
30856,14146
27874,24663
29698,905
30406,28110
30876,13538
24642,26568
34876,4224
10674,33609
26598,31506
20710,1037
13062,25130
34835,21926
33954,16469
8824,25432
26156,28822
16703,10573
6414,34613
29475,24229
18891,8291
15774,22991
23623,25442
15876,36226
9181,30776
37021,3303
12904,30052
5879,34836
36433,5151
32304,2080
14908,17088
15727,8083
25423,35191
17808,9116
27626,16052
10293,29089
13261,35387
20189,17217
8051,291
31540,9424
8173,29283
19066,35670
15956,17394
18022,35253
21077,6090
31423,13038
31063,24226
21411,12144
22490,11464
29473,7979
17620,31351
33990,31810
25506,32643
3431,28850
4621,24729
11475,25255
10987,7615
34364,20192
27012,35133
24350,35730
30652,20591
31891,31334
12725,19281
31258,34600
36250,27306
23297,19242
13261,19067
29604,3967
21342,30710
23375,454
34246,23881
20621,36683
79,34500
20863,12783
13261,19081
31520,26481
16659,28424
8480,19834
30833,31423
20909,11380
15398,1993
16659,28445
26033,32756
24183,8182
12292,32749
3835,14
9181,14509
13261,35484
36382,6859
4105,24426
6820,22181
17675,29752
7895,21625
25076,13304
5928,33459
19066,3025
29174,17359
10200,15722
5825,3897
33104,26587
27941,6420
11830,30734
16161,11174
17737,11475
30406,28333
1264,14229
25506,11
16001,32527
33779,22090
20532,23123
29609,20268
24739,23785
20213,16633
28893,9695
37077,18132
13261,2782
36250,11005
4052,26119
13335,16871
36113,31638
22573,9023
33964,32725
31761,35492
12263,17347
35353,6055
25231,8545
21924,12760
5680,8434
34880,4368
24944,33852
20710,34035
36880,7908
30773,16985
30727,2027
10281,29651
13261,35573
13261,2819
35831,7645
28508,21685
8152,30132
36155,30370
10674,1098
29174,33828
25554,31358
26568,16304
23373,33433
35122,13291
7895,21733
15864,20450
13261,35606
4832,34765
26326,23799
25945,35636
32375,145
34364,20384
7114,29567
35435,19957
16472,17994
12685,20710
25634,28881
23688,23677
16472,34380
25506,83
32251,36747
21331,14844
3380,30651
9086,1227
36331,24996
19666,33688
10552,4940
24642,10522
6759,24215
24471,15823
36208,12413
35771,25997
22246,35662
26550,33316
13261,35663
23380,500
12637,5862
27421,22684
20054,21710
21272,16723
17748,27652
24228,23381
3431,29123
26033,16605
30443,27351
36455,4824
32816,35714
14571,27853
12745,35306
15974,17139
28508,21789
17540,1372
12437,28486
26033,16616
30555,23890
24025,13322
12871,15042
16659,12295
29183,878
7355,5821
22246,19348
24106,10828
16465,18322
12224,18730
6411,35095
25777,8179
28859,27353
13213,20847
34502,32618
29143,34926
31258,18513
16927,36782
29331,29096
26033,33025
36814,26492
20659,35805
19415,25217
25991,1584
7065,31228
34559,30902
16659,28722
1264,30842
31258,18525
31258,2137
34364,20540
21479,10404
12685,4478
36924,6720
20710,1461
15987,33187
10676,17618
26879,23220
26024,596
17861,24272
25248,8263
28077,35252
20666,19227
34386,36298
34751,8602
10552,21471
33164,25033
22869,16472
33916,34460
4741,5018
104,1308
17540,34227
17891,6962
13261,3048
25567,14772
3325,32537
7265,8710
12263,34003
31258,34973
25437,35224
25241,24914
36421,22383
16659,12421
13261,19465
31741,3630
32534,28199
13261,19474
23873,1806
36814,10243
4105,24786
32177,6517
34797,23627
30708,19311
25434,18968
18417,7115
27014,2749
25083,13454
24944,1382
34364,20647
26033,414
23541,12124
20873,29302
19641,34724
13261,35885
27612,33381
15546,14201
29518,23444
22869,180
27153,14838
17540,1545
5071,27648
17988,36830
16659,28878
24677,9699
30217,1793
4688,23140
29609,20638
17569,661
12488,27118
14602,10732
17808,26045
31258,35074
28247,13718
11096,4735
32177,6577
32132,7997
8798,10448
3509,10572
35306,7892
29689,34599
31258,18724
33509,30876
35581,32181
32304,19055
28946,24877
5165,24797
14127,25505
36140,14831
20042,22376
25753,9167
19683,728
2778,33274
30643,21435
4402,32091
28332,11151
20731,33789
15774,7243
24049,29234
22793,2659
3767,2642
23582,27345
834,28034
15398,2538
36894,24306
25425,35771
34284,6914
23621,26151
26033,16915
18845,10370
13261,19650
26063,32391
22909,15480
34386,36506
19125,18088
12711,20321
27353,25162
13537,11111
9842,27349
31619,24016
36448,21778
26033,569
34364,4466
18543,19772
36475,4563
17480,3560
33545,29860
12745,2898
9853,27012
13458,13562
8480,4052
20267,31874
9181,31475
13261,3297
35491,35044
25368,21201
20267,31868
35581,15877
29174,34284
31938,14135
25008,15974
12259,34364
9843,10957
23452,31462
29747,16545
28646,1521
17310,8870
21215,35273
3817,17545
29909,27901
32383,355
9492,5468
31475,28499
12725,19946
22926,31400
15546,30795
24167,9304
31760,36067
34364,20873
18652,32835
5714,7922
27532,3313
25926,20327
1655,19085
36395,23474
35831,24577
13261,19750
3103,23354
3967,29346
3431,13198
24944,34416
24504,31700
26323,8067
31258,2537
3644,23005
23927,33216
36319,25905
10727,32807
22440,13769
19093,35609
14724,7214
30362,13947
1848,29539
34006,32083
7246,26041
11756,33696
15757,24360
12475,27808
31699,21697
36341,25257
14278,4677
36141,15075
12685,21305
622,2045
14420,33064
26033,33510
29152,35122
26867,7651
34349,21466
16161,28265
29174,34466
23688,7914
19432,8778
27947,6961
31562,9580
23309,19666
25956,35909
14550,29053
34765,24974
34453,34647
11093,21543
23582,27610
2854,14818
21210,19216
18309,10867
9541,4135
30347,30895
15546,30981
16001,33253
22122,23725
36903,7909
35831,24735
13011,27664
11586,6300
21634,22485
13261,19908
14119,9708
27646,16362
12005,26087
34441,18720
26393,6045
30184,35975
16259,8921
22661,7071
19224,31699
15546,31018
16001,33299
36386,23950
23709,23730
5071,28077
32880,34334
13327,34286
11527,8168
28438,24601
21127,21869
28584,36455
34544,31949
22083,25020
30727,19205
7629,14334
5441,33009
21575,7999
12131,22229
34631,12845
24745,24412
13261,3595
12725,3824
20516,24435
28850,11842
24139,26817
1488,8107
30214,35096
7162,12442
3041,25513
16671,12575
33653,26830
27056,18321
12711,20666
36976,22099
15178,9722
31063,25197
7645,13878
22141,6867
17359,24054
13261,3635
12131,5897
13736,21676
24704,9345
34688,27545
19855,12211
35482,35703
17227,11779
30830,32456
19039,21149
5789,5905
22490,28842
17227,11776
20792,15948
19855,28630
29560,22691
24139,26891
26964,4857
15398,2959
13133,7639
104,34711
4167,7064
19076,3644
28330,28069
28815,13026
23098,10026
17748,12038
22586,9517
5640,10564
32563,27935
23541,29085
35475,3205
3509,11096
13261,36475
31359,16100
17540,2122
24228,7804
12904,31162
7436,36829
6759,25057
20213,17573
9726,31385
29456,9574
31944,14364
14571,28646
9712,31821
18815,28147
20993,9781
10293,30201
14315,3821
16218,10374
13261,36504
32278,20408
7436,36852
12725,36746
12832,33429
2811,12
29609,4863
29148,35531
31195,4872
7436,36879
7436,36880
3185,4823
7436,36889
33240,23410
29955,10532
7436,36884
24996,425
7436,36895
23140,8829
17540,34972
2261,715
29320,30238
23334,19195
25128,29114
31258,19332
30815,16680
20663,36482
29669,35818
32124,8860
12224,35957
8528,19459
34544,15759
7436,36927
32177,7246
30995,27504
34451,18646
22599,9252
36887,8668
13261,3817
7436,36934
28667,34146
33897,35870
19822,29820
31593,25358
36113,32712
16293,8143
31441,13682
29174,18451
7436,36955
24493,32485
20982,10260
26522,18739
32661,25036
4832,35773
25083,30570
14420,17070
31742,20751
3219,3854
34280,24024
7066,15678
7436,36984
2959,28310
34788,24669
6507,16636
13516,28734
32087,26480
16659,29616
29955,27034
32278,20551
31335,17016
21612,7138
21846,16265
203,31850
19641,35491
7436,37009
18616,34488
27813,27915
33828,5310
27031,35795
23224,6351
32862,35233
15337,5083
13261,20285
13523,28558
35844,24720
16001,33676
29690,35296
30917,30021
28050,20621
32400,16845
7436,37057
27728,30602
23313,3629
16555,122
31742,4469
16915,21757
16915,21758
31258,35875
14902,35010
35637,14830
34146,28288
704,32783
28438,8618
26572,17313
17808,26853
36883,25344
25712,27614
31742,20904
20873,13783
24996,17031
31536,27280
18951,7839
18951,7838
34880,21922
27333,10141
16735,27375
25521,17158
26363,7440
28441,24937
34751,9547
25533,33188
21518,10203
28077,19857
23157,24918
19641,19224
33265,6511
33477,16295
20431,11148
17540,35219
13133,8008
13335,18131
17500,20079
18022,36666
13387,16517
26520,18985
29909,12228
21270,34295
35550,34005
9941,25058
7172,12593
20361,29711
27916,24875
18022,3915
25952,3868
9181,32242
30815,16952
22752,21148
14330,3700
14968,16687
8915,24120
15416,35590
22246,4072
24944,35147
13776,20902
20213,34349
15546,31564
12488,28070
12637,7065
34990,18617
31179,22075
33965,17660
36741,29909
29788,16074
22010,27815
36922,24306
34364,5303
4340,2149
33171,25876
13261,20510
36911,8251
30362,31049
7224,27443
13669,7880
3915,31729
22266,36294
16659,13505
31258,3292
16076,31568
26033,17836
34544,32495
15755,8767
3592,25373
691,617
26741,28649
28380,26988
8566,35024
17401,23297
22079,9353
29057,6028
35837,25231
36937,23903
29174,35159
16070,31786
34876,22239
35253,10552
3063,25423
10987,9156
13335,34684
3249,36053
15053,14203
30505,10318
12904,31670
15053,14202
31247,3696
7065,32454
32322,35906
11991,27198
26033,1491
17943,22927
20873,30404
10418,10446
3297,18200
31868,849
6755,25691
16667,13325
11281,78
14691,25438
16882,6660
556,21256
16659,29961
6626,29698
28850,12511
7629,14988
13261,20623
34364,21810
1962,26836
28401,10038
36191,30717
21499,27410
18092,18341
3322,17451
35831,25466
36428,23346
27069,2199
13776,21067
11616,6109
31063,9446
35010,34577
19237,32015
12224,3653
34795,8478
34969,35852
17540,35489
26033,1578
18091,34793
13669,24419
36610,34121
31865,17389
1979,26359
30017,9139
19190,716
5441,962
36205,13948
12224,36449
13261,20687
14571,29241
76,3445
33527,31444
37008,5425
11281,166
10155,35072
31166,22713
16659,13680
3363,16257
12224,20098
36421,7291
18689,32686
17902,24302
34012,32800
16927,21788
5793,22875
32623,26723
13261,4357
104,2631
13133,24723
8999,21803
9722,15775
7072,32390
35550,17940
24231,8371
30856,32368
79,19797
11281,220
26493,3772
19641,3218
18796,13034
13011,12131
21058,8446
36330,26514
14550,29970
15416,35891
13261,4391
28703,33582
16659,13736
8512,36929
35729,28806
270,30295
1746,927
33963,34381
28673,34554
29143,19982
21810,17933
9726,15705
28077,20256
29174,19020
5636,11425
31258,3561
8528,36465
30932,13685
32349,18908
17337,25554
27965,7380
16001,34196
17319,9743
33171,9853
36208,30408
13354,1589
22991,14127
19948,26541
16659,13814
17119,32324
25008,17138
19641,19697
7560,984
25423,37063
22912,32989
21029,25825
29143,3664
36428,23572
29143,20042
12711,21538
104,35525
29609,22006
36828,27595
16292,25230
11281,33107
33675,27045
5071,12637
569,4744
29143,36468
37051,37050
104,2778
16168,29090
36327,26733
13341,18413
35030,34178
32064,27824
11564,24370
9766,30956
34619,14192
15670,11766
4105,26221
6648,12930
24944,2801
27038,19812
18682,315
28520,23021
6759,25875
34645,13364
11287,32970
11912,29978
16993,19923
6759,9502
24642,28589
28077,36793
29910,29121
12637,7521
36860,26672
14657,26818
16112,14480
1746,1081
27585,35653
14343,36563
23024,13199
8528,36600
32989,31994
19126,35758
12017,10373
79,3616
17402,23667
29155,36157
19641,19798
9908,10214
1439,10615
15398,20259
35334,8432
3259,3351
23890,35527
29978,27020
33527,31683
25140,29541
11281,426
8286,11359
32774,22284
27260,12991
2848,32489
11281,440
9712,32698
15154,27844
15241,25144
9726,32283
31713,6036
13935,104
20352,14166
15546,32096
34835,23971
28514,23309
2733,36078
29669,36654
33450,34144
34502,34301
29053,22979
31162,23134
28332,12555
34515,33904
36046,2798
29174,35631
20792,16950
2052,8058
2098,6632
28080,20393
17508,36823
17540,3063
32840,36695
32840,3925
6571,31818
11664,5010
9863,11688
36113,33542
16659,30388
19641,36250
17072,1203
17072,1204
20126,21237
7880,24025
7741,11957
31258,36590
8249,12599
17146,31693
3063,9523
18958,24673
9512,22592
4994,31588
10727,1324
23373,18907
29475,26346
30084,7467
14436,17412
31842,34888
15289,23750
79,20119
8999,22126
28268,14604
17031,18891
10281,31536
7206,12178
14691,9529
37071,20238
19641,19927
16885,23429
18417,25088
7632,15369
9063,36548
34364,22246
29288,32156
33402,35686
36914,25120
17254,28380
12007,27211
13261,21102
27031,20222
36872,26459
30856,16335
26687,30883
24636,28924
15934,36547
36915,25137
29453,10699
35581,33692
3249,36583
26033,18410
27808,28922
16001,18109
25064,15677
23582,28852
33491,32960
14120,10879
10200,17726
36695,31985
13458,31422
27002,4763
25197,27950
23012,13788
17540,19583
11107,22389
34766,9843
34502,34412
37069,36757
20366,13890
6407,37029
35831,9602
32999,15479
29148,20171
29174,35749
29143,36741
13515,29681
10028,6712
10028,6713
28946,10066
34814,24795
77,20283
25506,34788
104,3064
8279,28172
25991,3397
19601,4877
8643,499
19601,4878
1302,31469
22246,21179
33852,5447
8352,25923
30122,22806
13261,21199
31742,5350
26674,15004
26937,6840
17618,33589
32661,9621
13648,25604
31179,6439
16801,9788
9181,237
17254,28502
4544,29310
29241,33767
11281,695
30324,191
18309,12210
35688,14141
11281,690
31335,34405
30017,9726
11281,708
23318,4403
29475,26522
19923,11330
34246,26063
37026,5424
13133,25221
11210,19309
34394,21518
31258,36800
17634,16772
22552,28157
27536,4722
35435,5620
23141,9912
20104,22162
20170,3732
28797,31207
22912,33420
25378,6124
15430,3219
34724,27712
35581,17501
16534,1771
32064,28245
28020,6148
34577,32255
23618,11541
32304,20799
1009,24305
13335,2653
35975,21721
15760,25779
29403,28836
4105,10259
31412,32089
25190,28363
30932,30584
19093,20758
13197,23316
10552,7022
27647,34134
10328,30346
23474,32420
14902,36018
20232,34643
16993,20352
34299,8178
8708,31439
848,29336
18309,28714
31258,4149
6759,26326
3185,22434
18486,23250
3458,30362
12725,21615
25056,32560
27363,26581
12725,21612
8992,22659
6887,5993
34098,30822
30476,28399
24746,25804
19190,34223
32457,32547
15956,19792
36877,10201
32643,10388
30314,696
10203,34304
24944,3325
3380,32833
36331,10792
29524,8817
4612,27415
16659,14417
26139,15438
30449,29286
3644,8275
7456,4797
16659,30812
10892,29368
34146,29403
22191,23150
32064,28383
28913,11404
17227,13219
104,19738
35172,13960
11505,26754
35095,16352
28514,23762
18451,24443
18092,2808
35045,34330
26265,27965
21542,10533
36208,31053
16290,25913
6759,26455
15571,31815
36913,9178
25437,20877
1848,31256
20753,2267
35837,26199
32064,28451
17754,29692
8092,17923
29174,36119
28667,19066
26033,35212
14278,22780
10705,2471
17540,19955
35710,30117
34466,35916
35653,15505
24746,25945
17902,25142
7887,24307
33509,79
35447,5548
6759,26515
13261,21556
26890,8652
23313,21259
31124,8494
10727,18201
21860,33553
26779,28515
7632,32251
20551,24969
9726,16491
17618,17588
36905,9540
4688,8828
36209,14706
30505,27717
33491,33431
32798,5783
10752,33853
22752,22294
6759,10180
29685,36743
527,23152
31783,4498
4193,24197
11790,1692
22284,20428
13261,21620
12711,5915
31911,33312
29609,6371
9523,22826
13197,23623
17825,27607
8817,11959
31528,12433
27728,31930
22392,33508
28077,4726
11632,23003
35584,34173
21999,29320
2538,26397
32124,26741
35837,26306
32692,25512
10200,1872
26033,18970
6759,10257
33972,2255
28646,19880
29241,1460
4052,12259
25083,32050
11830,517
9726,225
34364,6508
11281,1175
28332,29658
29174,19936
13357,18746
30736,4276
28508,24217
36840,11660
11281,33954
104,3615
23688,9785
18662,34522
15589,31487
30346,16380
34529,1390
31358,34188
12217,4959
30986,29333
30589,25254
13776,5789
17072,18290
27018,4873
25712,28975
29502,9792
6793,25654
19850,14095
13261,5379
31258,20918
10200,18350
30406,14560
28357,28923
9750,32304
29609,22896
24746,26196
104,20048
27824,29072
17310,27329
6755,26865
16885,24121
26563,35423
16583,729
35334,9266
2854,33130
35159,14733
4418,1035
104,36466
13261,5428
8173,32087
28742,17054
7670,31303
8793,29259
33444,35115
3130,24597
15241,25986
36140,33465
34544,33829
21810,18967
29320,31911
3249,4546
24875,5895
20212,19363
13412,800
1692,36440
26033,2754
1514,9191
12711,22527
16629,15773
9561,5502
28983,26016
33195,26526
20872,15317
20750,19100
15138,12848
24052,31412
20873,15273
21345,33414
26208,30131
10200,18480
24487,1585
26033,35581
4922,34652
35334,25786
9726,33184
24848,23156
12745,5143
15546,32999
24642,29544
31258,4667
23948,34673
31389,33400
12745,21542
32792,6283
35581,1738
35581,1739
28508,24423
31368,1302
24493,17812
19039,6659
29174,20180
35751,12872
29653,21708
23403,18855
25506,2811
1993,10816
3824,35976
4723,8110
24988,35245
9230,32232
25463,4162
28070,21649
19809,31978
29174,20191
13261,21964
6983,36369
25044,33529
25044,33530
16441,21717
29931,29509
18552,5430
33509,33259
16001,2591
30555,26539
21456,13721
32138,26646
36448,7732
12421,31653
9366,11683
29174,36601
33085,13663
17849,10847
15546,33104
6759,26968
27870,11509
8574,36238
32073,12289
30408,14747
18022,21881
23445,33995
5699,27072
32064,12560
34533,17975
3596,10351
17535,20619
6759,10609
34238,10718
35837,26687
7629,16418
13261,22047
30324,1003
7083,33349
7224,12594
20450,28561
25640,31512
32064,29005
36919,25961
30555,26631
6637,14419
16664,31267
20267,17878
11212,3659
30880,32935
10580,6878
6039,16585
29183,36411
30017,26939
9181,33871
15430,4004
10425,28085
551,22880
25437,5075
26033,2977
37011,6721
13261,5714
36205,31743
629,4089
26052,18798
283,31202
79,4759
26281,11695
13261,22102
36943,8874
15546,33199
27172,16862
28332,30047
30406,31289
20873,31897
32064,29041
35670,15592
16659,15101
14818,6626
29475,27402
35832,26958
5281,7364
25506,35751
19238,681
20232,19022
28667,19705
6867,23746
27153,17480
29250,18009
31321,35726
18796,30782
13611,11300
25661,14573
29403,29671
79,4817
5441,2439
30361,16355
13011,29918
15178,28273
25554,17931
4185,8620
27728,32458
12745,21799
30406,14965
21077,25641
29274,33704
34236,27344
1119,21765
36946,8874
2666,6578
31108,25989
6912,22412
7629,16568
16659,31562
32255,6844
9726,17108
35428,23141
10200,35181
29836,32677
19224,33972
3218,5863
26023,19804
22723,7416
8173,16112
16872,8598
35837,26901
34092,15460
18417,9841
33964,19432
23927,2876
9141,18878
34766,10956
26281,11819
17963,7558
26483,21955
26674,32417
24321,23445
2261,19190
27704,16898
14899,20627
7456,5614
20799,34358
7172,30809
28445,10321
4419,1467
27916,10332
10552,24347
17092,18222
28893,29222
16905,7637
19066,22565
16905,7638
36894,10582
17463,23094
30629,24555
25036,34091
35135,32347
31123,25647
26395,24761
26879,9750
17091,1886
4802,22392
34394,6152
10416,12212
33431,36040
29502,26759
31258,21473
37022,6645
904,12177
27260,30716
26033,35987
31911,33990
7436,22684
10323,15112
36155,33503
33269,24668
18092,20028
27893,27493
32091,28453
3351,34655
24381,5315
11794,18684
7632,33017
1302,16259
196,1395
6759,27324
13261,22365
36833,12520
32084,28681
290,31258
17655,843
24186,11400
14748,25448
4413,18148
15546,33477
31475,31188
15774,10036
22917,17981
33164,27982
33426,36244
26178,15189
24262,9048
24804,8628
16293,26711
3063,10864
29148,5036
25522,19140
29041,24767
10312,15533
23005,31656
3063,27260
20027,9288
31108,9832
29174,20630
10200,2635
17902,26023
17540,20863
15841,24371
20126,22606
8932,25568
1025,24926
15215,27398
18235,15697
28514,24746
14917,36647
17254,29747
13261,22456
10376,13589
4089,11882
20762,2930
27853,12488
26504,21541
10966,11692
27100,19450
25750,12147
11991,29063
12490,13607
6169,12951
36140,34106
21215,21651
25857,8819
6887,23469
18730,407
28101,21198
10881,14351
35306,27237
35219,29934
11236,36107
33527,33236
19274,32708
9157,18650
12882,17859
2639,24099
30833,2054
31520,29908
28694,2827
25991,21078
22238,22740
28218,17577
32434,1596
12259,20803
31360,18498
27728,16402
6607,32193
15214,11136
30655,7604
13776,6574
20642,23092
12725,22768
6283,25859
13859,20383
21331,1736
30673,23424
36046,20733
18061,21208
28330,14164
13321,20701
30932,15440
32840,5441
16850,9615
7262,11921
35225,29792
22724,7734
30406,15354
36046,20732
14431,35447
25363,24254
6801,26226
25363,24255
36906,10491
104,20848
9533,23467
32013,31114
28465,26414
13261,6206
35830,27450
34876,7872
15546,33674
33964,19763
34441,4977
19522,8723
16521,3459
35831,27427
34364,23751
17102,1828
13011,30361
25391,7036
27186,544
8449,24320
17923,9166
27939,26343
15546,17319
26033,36274
35826,27601
15934,5299
12259,4536
6362,23508
31038,12209
30570,26713
30280,35704
11688,22254
7114,208
18092,20344
5805,24401
22926,1551
28383,12613
26076,18616
36800,13823
19705,19504
17808,12778
33916,4926
28388,12475
26888,26210
33473,2292
35831,27491
35150,32254
21498,29475
35296,27729
12931,130
21652,8308
20803,34632
13261,6295
26853,10919
24804,25310
31368,34814
11842,33915
32834,22131
36307,12768
1430,12629
1430,12630
12882,34453
8249,30616
12711,6983
13261,22714
36327,28574
10257,17532
30856,34316
19641,5149
28815,15691
3629,26399
15695,12802
27417,26257
24828,24596
7355,25582
5021,32406
36855,28575
7568,18990
14168,27389
25437,22122
20482,28271
13261,22735
2683,22974
31509,14110
24183,11843
15546,1050
22752,7040
17808,12871
8105,35135
12637,25708
13026,13659
27853,29148
35253,12738
14678,11598
21212,22054
27610,36709
8173,16658
28763,968
15823,8900
25985,5182
16659,15757
33491,18230
36347,28006
21210,22128
6716,29081
924,12027
25521,35963
27950,9811
24996,3075
15241,26964
15546,17508
7172,31344
12033,28105
23536,15571
35462,22693
8434,24999
29174,21039
17119,17916
35312,10966
31911,18110
27237,15546
24746,27227
1215,19421
13963,17454
14315,6551
28815,32177
30876,33820
30848,1920
33983,3039
30876,17463
20710,4928
22752,7160
29706,20963
20126,23036
29669,22109
30406,15644
10376,13983
21300,19399
26265,12939
6581,16955
29475,11756
30570,26961
32496,16405
18637,20047
21199,22549
28630,5173
17310,28441
13619,11780
9750,17032
19804,33036
9492,25039
26028,20319
35837,27524
28815,15841
22533,30382
17040,4056
26875,26856
23964,2410
7741,30184
29224,35950
36620,3302
21144,7896
21542,28330
1514,26618
29931,14055
20042,9318
17045,36676
237,33445
5071,31047
2827,18696
29320,33013
31966,16522
30541,11538
16335,25934
25634,32582
23442,34995
34974,21569
12934,33079
23220,25521
14678,11794
12725,6801
17644,34548
23381,20542
13261,22960
5233,9686
35239,13404
23927,36386
29653,6328
6632,31856
13261,6582
35610,34679
10772,18215
6517,2666
8194,32608
14565,31709
32622,12606
33512,1399
19927,29345
36208,16161
20126,6793
19362,14096
12725,6850
36947,26027
23504,16756
12725,23229
13261,23008
25779,11788
24645,30559
32509,16145
32509,16144
26601,2683
15876,23882
24275,25664
36205,32675
28388,29224
31389,18111
16115,32855
29174,21240
24228,10727
27296,30334
36814,13778
35751,30347
16927,7707
20213,20516
23951,2948
27728,546
33216,10639
28388,12882
20962,30090
35831,27916
2905,16416
15053,33047
33815,24883
1302,581
12725,23305
15546,34157
26149,16764
21720,22997
31175,8417
9325,30399
24996,3350
14550,15888
12685,24550
22869,3755
31332,3539
24521,18076
30842,35138
3170,8234
18092,4396
11281,35320
16927,7748
26619,34999
28380,29559
31898,18807
31063,11922
10358,31179
1996,28256
19399,13058
25580,1669
36883,11705
8309,12775
31162,25232
9196,34441
31907,2134
3130,25882
24804,25744
13133,27089
16939,7414
14346,22250
31187,24474
34146,31068
36327,12611
19641,21948
23445,2329
26178,32291
3458,15727
23445,2328
30017,11615
22869,3823
30842,35178
1372,14873
13517,31603
8851,12408
5303,24092
3509,14172
9744,33883
16659,16115
8249,31078
36922,10582
33897,6053
13829,21932
14965,19485
31189,8053
13505,31986
30856,34784
8269,14079
15241,10950
30017,28023
20126,23345
13261,6791
31540,29955
29143,5960
3351,19094
17988,24109
25753,12769
35831,11667
23446,2363
8434,25370
36205,47
12738,23026
7804,28536
15786,26854
13261,6820
35422,24332
16607,17781
22981,433
6759,11793
32447,34660
4726,9283
19501,26385
27209,33193
15678,13829
23582,30968
6648,15241
9726,34515
16849,26699
25748,29356
20152,6216
12882,2223
32175,10340
29733,4120
34761,12084
10560,25049
32304,22719
17020,5021
18907,12065
34489,4153
19224,2254
13261,6894
18637,20475
13335,20996
34876,24983
31469,32271
1595,24486
11001,27811
20221,36897
16659,32652
32530,15789
7224,30215
35837,27939
34146,31210
33863,23599
23442,2595
8067,4090
7915,8806
35219,30757
4832,22474
35219,14379
33491,18796
24636,14748
31637,10711
23541,15929
6759,11891
3664,9533
15154,30182
33342,7034
26076,2905
20267,35529
12342,35444
25049,34735
29241,35850
4105,28647
20966,30259
34335,25426
34335,25427
19768,1861
527,24886
34881,8504
10055,8051
6626,32426
11894,16579
28514,25634
16970,6670
20221,36961
32257,7934
18092,21061
28812,32803
15312,25323
29524,27109
27943,26967
13517,15430
36980,25344
19641,5805
26119,34386
290,15876
6716,29669
33569,38
10533,26028
32349,21499
32426,35496
36164,17894
11281,2854
5993,35710
23012,16031
9063,6082
7289,28307
35782,29742
24937,5496
19187,36295
20762,3853
16585,35038
23406,20193
20966,13935
27227,32841
29241,19557
18697,2357
18697,2358
19908,30339
6759,28368
7482,5953
31729,7981
27353,28951
8667,34769
30316,2627
7645,17303
710,35678
104,21699
28316,15467
26127,1408
9744,34164
9181,18850
23582,31173
31865,36545
23669,28481
29858,33223
29174,21660
1853,16649
11922,32185
36734,289
10216,35927
13261,23452
29241,35982
27877,12728
36612,36847
17828,29337
25315,10228
27728,988
30468,30736
21499,13859
24,24218
34972,22191
24745,11542
29174,5309
9196,34797
30384,16947
30384,16948
27983,25844
10991,28311
13197,25463
19190,19900
7392,8818
12745,6716
13288,6263
31898,35569
29742,20486
19093,22916
14005,16816
24883,7267
16659,16454
15755,28099
31694,9117
31911,18803
23396,20613
33071,32012
20384,32067
10792,1746
12711,7790
16070,1965
9063,22588
19663,5288
32658,28428
27493,24696
11521,11932
33954,4621
13261,23526
13197,25522
20542,27208
9264,32758
32121,28697
24190,12417
29909,15376
2733,22238
32666,11823
27260,31954
26403,25747
23669,12201
17310,12724
9700,35645
6759,12130
8173,33840
21307,19907
28077,6650
10792,1805
31975,16878
24493,35826
30856,35179
15841,25514
11390,16049
7499,21979
622,5793
31866,36659
5190,28025
34766,28663
29945,14282
7111,17637
29945,14283
31368,35729
3041,29124
20126,7404
13261,23611
32547,31944
20171,22380
36874,12520
4045,30780
32187,10358
25712,30856
36948,10201
27186,34310
36330,12977
19857,32145
17602,3747
5822,24870
20249,36376
12637,10216
27585,21952
13261,23639
7629,34390
31699,9137
26506,6279
35290,12479
26417,25408
9750,17808
29500,28140
14002,17077
12451,16005
29174,21888
25554,19415
7645,17540
25874,25902
15546,18381
15934,6353
28077,6762
33512,18475
13261,23690
11281,19532
16659,16643
6887,8286
36612,37072
8412,26549
16380,25298
12711,7980
22354,20346
34632,32954
